,PR.AXIS_RECTANGULARITY_num,RADIUS_RATIO_num,SKEWNESS_ABOUT_MAJOR_num,Class_cat,MAX.LENGTH_RECTANGULARITY_num,PR.AXIS_ASPECT_RATIO_num,DISTANCE_CIRCULARITY_num,COMPACTNESS_num,SCALED_VARIANCE_MINOR_num,SCATTER_RATIO_num
335,25.0,205.0,71.0,saab,175.0,63.0,103.0,109.0,720.0,222.0
336,20.0,125.0,76.0,van,151.0,54.0,76.0,89.0,352.0,156.0
337,23.0,188.0,77.0,bus,158.0,62.0,88.0,99.0,625.0,203.0
338,19.0,161.0,65.0,van,148.0,63.0,91.0,97.0,334.0,151.0
339,19.0,158.0,73.0,bus,138.0,64.0,73.0,87.0,341.0,151.0
340,19.0,155.0,72.0,bus,135.0,63.0,72.0,89.0,321.0,146.0
341,18.0,146.0,72.0,opel,135.0,62.0,75.0,86.0,290.0,140.0
342,18.0,131.0,85.0,saab,127.0,61.0,54.0,83.0,271.0,135.0
343,25.0,190.0,71.0,opel,171.0,58.0,101.0,102.0,728.0,222.0
344,25.0,219.0,74.0,opel,178.0,68.0,101.0,99.0,737.0,224.0
345,26.0,188.0,81.0,bus,164.0,57.0,106.0,101.0,833.0,236.0
346,24.0,228.0,66.0,saab,163.0,65.0,110.0,117.0,668.0,212.0
347,19.0,167.0,64.0,opel,145.0,59.0,77.0,88.0,343.0,151.0
348,19.0,158.0,64.0,van,148.0,62.0,84.0,95.0,312.0,145.0
349,18.0,147.0,61.0,opel,137.0,58.0,69.0,89.0,260.0,132.0
350,22.0,210.0,66.0,opel,151.0,66.0,101.0,97.0,546.0,192.0
351,19.0,137.0,86.0,saab,131.0,60.0,58.0,88.0,319.0,148.0
352,19.0,148.0,70.0,van,152.0,61.0,78.0,91.0,323.0,147.0
353,19.0,146.0,75.0,bus,147.0,64.0,69.0,81.0,340.0,151.0
354,21.0,192.0,65.0,saab,155.0,63.0,90.0,98.0,472.0,177.0
355,21.0,188.0,70.0,opel,141.0,62.0,88.0,93.0,504.0,183.0
356,19.0,171.0,69.0,bus,144.0,69.0,76.0,91.0,340.0,150.0
357,24.0,193.0,70.0,saab,156.0,59.0,109.0,109.0,635.0,207.0
358,19.0,164.0,70.0,opel,144.0,60.0,82.0,87.0,366.0,156.0
359,22.0,206.0,62.0,opel,156.0,63.0,96.0,100.0,519.0,186.0
360,24.0,182.0,72.0,saab,171.0,55.0,109.0,108.0,687.0,216.0
361,23.0,195.0,66.0,saab,150.0,61.0,105.0,101.0,578.0,198.0
362,20.0,176.0,67.0,saab,152.0,59.0,81.0,95.0,425.0,168.0
363,19.0,147.0,74.0,van,151.0,58.0,85.0,89.0,349.0,153.0
364,19.0,153.0,75.0,opel,145.0,59.0,77.0,87.0,350.0,154.0
365,23.0,203.0,68.0,saab,164.0,62.0,105.0,108.0,608.0,202.0
366,19.0,149.0,75.0,van,155.0,60.0,85.0,90.0,355.0,155.0
367,18.0,134.0,82.0,saab,128.0,63.0,59.0,82.0,264.0,135.0
368,19.0,148.0,75.0,bus,142.0,64.0,68.0,84.0,317.0,146.0
369,20.0,156.0,72.0,opel,149.0,57.0,81.0,89.0,388.0,161.0
370,21.0,177.0,74.0,bus,134.0,64.0,77.0,96.0,485.0,177.0
371,20.0,187.0,70.0,bus,144.0,71.0,72.0,97.0,399.0,161.0
372,20.0,164.0,68.0,van,149.0,64.0,87.0,97.0,359.0,156.0
373,20.0,204.0,69.0,bus,150.0,72.0,77.0,96.0,429.0,167.0
374,17.0,117.0,85.0,van,125.0,58.0,53.0,87.0,205.0,118.0
375,25.0,189.0,82.0,bus,158.0,58.0,95.0,109.0,776.0,227.0
376,24.0,193.0,72.0,saab,163.0,59.0,108.0,104.0,694.0,217.0
377,18.0,132.0,71.0,saab,129.0,57.0,60.0,87.0,243.0,128.0
378,18.0,117.0,78.0,saab,126.0,53.0,54.0,82.0,229.0,125.0
379,24.0,209.0,72.0,opel,173.0,64.0,98.0,105.0,696.0,217.0
380,18.0,122.0,80.0,opel,131.0,56.0,60.0,80.0,281.0,139.0
381,27.0,227.0,88.0,bus,162.0,67.0,100.0,106.0,923.0,250.0
382,19.0,141.0,80.0,bus,148.0,61.0,71.0,81.0,347.0,153.0
383,24.0,224.0,72.0,opel,162.0,67.0,109.0,100.0,704.0,217.0
384,19.0,145.0,68.0,opel,143.0,56.0,71.0,88.0,296.0,142.0
385,20.0,159.0,75.0,van,158.0,64.0,87.0,94.0,363.0,157.0
386,22.0,195.0,68.0,saab,144.0,63.0,89.0,99.0,521.0,186.0
387,19.0,145.0,73.0,van,155.0,58.0,85.0,90.0,345.0,152.0
388,19.0,333.0,135.0,van,155.0,138.0,85.0,94.0,354.0,155.0
389,25.0,207.0,72.0,opel,180.0,63.0,107.0,100.0,756.0,227.0
390,19.0,113.0,85.0,bus,141.0,50.0,65.0,86.0,332.0,152.0
391,18.0,160.0,67.0,van,139.0,66.0,70.0,91.0,296.0,140.0
392,19.0,166.0,66.0,van,156.0,65.0,90.0,93.0,348.0,153.0
393,19.0,165.0,74.0,bus,146.0,68.0,75.0,86.0,356.0,154.0
394,21.0,187.0,70.0,saab,154.0,63.0,83.0,90.0,467.0,176.0
395,20.0,169.0,72.0,opel,131.0,60.0,76.0,97.0,391.0,161.0
396,28.0,177.0,87.0,bus,170.0,51.0,106.0,108.0,966.0,256.0
397,19.0,162.0,72.0,bus,136.0,66.0,75.0,89.0,352.0,153.0
398,20.0,186.0,71.0,bus,136.0,68.0,70.0,98.0,413.0,164.0
399,18.0,150.0,67.0,van,141.0,64.0,64.0,87.0,265.0,133.0
400,23.0,213.0,65.0,saab,163.0,64.0,108.0,107.0,627.0,206.0
401,19.0,158.0,69.0,opel,126.0,59.0,80.0,85.0,348.0,153.0
402,24.0,162.0,74.0,opel,163.0,53.0,105.0,101.0,669.0,212.0
403,18.0,160.0,62.0,van,150.0,62.0,77.0,96.0,294.0,140.0
404,23.0,204.0,66.0,opel,158.0,62.0,101.0,103.0,595.0,200.0
405,19.0,173.0,69.0,bus,137.0,68.0,73.0,88.0,341.0,150.0
406,18.0,130.0,76.0,opel,126.0,59.0,64.0,80.0,259.0,134.0
407,19.0,136.0,69.0,saab,131.0,53.0,75.0,91.0,305.0,144.0
408,19.0,155.0,72.0,bus,144.0,66.0,71.0,86.0,322.0,146.0
409,21.0,175.0,68.0,saab,134.0,60.0,86.0,86.0,433.0,170.0
410,20.0,188.0,66.0,saab,151.0,64.0,77.0,89.0,390.0,161.0
411,17.0,116.0,84.0,opel,124.0,56.0,51.0,78.0,209.0,120.0
412,19.0,133.0,81.0,bus,146.0,60.0,71.0,80.0,330.0,150.0
413,18.0,160.0,66.0,opel,123.0,62.0,78.0,88.0,287.0,140.0
414,20.0,133.0,76.0,van,156.0,56.0,82.0,85.0,362.0,159.0
415,24.0,184.0,68.0,opel,172.0,54.0,108.0,101.0,685.0,216.0
416,18.0,158.0,66.0,bus,143.0,64.0,70.0,89.0,299.0,141.0
417,19.0,183.0,69.0,bus,127.0,70.0,74.0,96.0,341.0,149.0
418,19.0,169.0,76.0,bus,145.0,72.0,70.0,87.0,341.0,152.0
419,18.0,144.0,63.0,saab,123.0,56.0,72.0,93.0,263.0,133.0
420,18.0,117.0,86.0,van,139.0,51.0,58.0,96.0,255.0,133.0
421,23.0,195.0,71.0,opel,152.0,61.0,101.0,98.0,650.0,207.0
422,18.0,158.0,61.0,saab,124.0,59.0,66.0,90.0,298.0,140.0
423,19.0,120.0,81.0,bus,145.0,54.0,70.0,85.0,326.0,149.0
424,21.0,197.0,66.0,opel,137.0,65.0,93.0,91.0,504.0,183.0
425,18.0,142.0,66.0,opel,126.0,57.0,69.0,89.0,266.0,135.0
426,25.0,203.0,71.0,opel,167.0,63.0,98.0,106.0,710.0,220.0
427,20.0,176.0,67.0,opel,132.0,59.0,89.0,86.0,428.0,169.0
428,24.0,197.0,67.0,saab,159.0,58.0,104.0,112.0,639.0,208.0
429,18.0,145.0,68.0,van,134.0,62.0,70.0,84.0,280.0,136.0
430,24.0,206.0,67.0,saab,168.0,61.0,108.0,104.0,694.0,217.0
431,23.0,226.0,79.0,bus,148.0,74.0,91.0,99.0,629.0,202.0
432,19.0,141.0,74.0,saab,132.0,54.0,83.0,84.0,327.0,149.0
433,19.0,130.0,82.0,bus,145.0,56.0,70.0,85.0,328.0,150.0
434,24.0,168.0,72.0,saab,162.0,54.0,105.0,104.0,641.0,208.0
435,18.0,145.0,65.0,van,130.0,60.0,68.0,85.0,253.0,130.0
436,18.0,123.0,78.0,van,144.0,51.0,64.0,93.0,262.0,135.0
437,19.0,131.0,80.0,opel,134.0,55.0,71.0,84.0,330.0,150.0
438,21.0,195.0,67.0,opel,156.0,63.0,86.0,91.0,473.0,177.0
439,23.0,202.0,61.0,saab,154.0,59.0,109.0,98.0,586.0,199.0
440,22.0,194.0,67.0,saab,161.0,60.0,98.0,101.0,572.0,195.0
441,20.0,136.0,77.0,van,153.0,58.0,73.0,90.0,376.0,161.0
442,17.0,126.0,67.0,van,130.0,56.0,60.0,91.0,211.0,119.0
443,22.0,204.0,66.0,opel,159.0,64.0,88.0,99.0,517.0,185.0
444,26.0,238.0,85.0,bus,163.0,72.0,101.0,102.0,844.0,238.0
445,20.0,135.0,79.0,van,158.0,59.0,74.0,89.0,356.0,157.0
446,22.0,197.0,67.0,saab,162.0,62.0,101.0,101.0,527.0,188.0
447,24.0,228.0,74.0,opel,175.0,74.0,104.0,95.0,670.0,212.0
448,23.0,194.0,78.0,bus,161.0,65.0,91.0,101.0,636.0,204.0
449,19.0,164.0,68.0,van,137.0,68.0,82.0,91.0,308.0,143.0
450,19.0,185.0,72.0,bus,147.0,75.0,75.0,91.0,362.0,154.0
451,20.0,169.0,63.0,opel,133.0,59.0,74.0,94.0,394.0,162.0
452,20.0,178.0,63.0,opel,135.0,62.0,74.0,92.0,388.0,161.0
453,19.0,159.0,67.0,bus,141.0,64.0,71.0,95.0,322.0,145.0
454,23.0,213.0,65.0,saab,158.0,64.0,101.0,106.0,607.0,201.0
455,19.0,139.0,83.0,bus,145.0,62.0,68.0,81.0,323.0,149.0
456,18.0,124.0,79.0,van,144.0,52.0,70.0,92.0,282.0,139.0
457,18.0,161.0,71.0,van,144.0,68.0,73.0,83.0,305.0,142.0
458,24.0,221.0,73.0,opel,173.0,69.0,105.0,103.0,706.0,218.0
459,21.0,192.0,61.0,saab,144.0,61.0,90.0,98.0,480.0,178.0
460,18.0,147.0,61.0,van,141.0,60.0,62.0,90.0,246.0,128.0
461,23.0,211.0,67.0,opel,161.0,62.0,107.0,106.0,602.0,200.0
462,20.0,183.0,70.0,opel,150.0,64.0,81.0,97.0,426.0,168.0
463,19.0,121.0,87.0,opel,133.0,52.0,66.0,85.0,340.0,152.0
464,21.0,206.0,73.0,bus,156.0,70.0,80.0,100.0,517.0,183.0
465,19.0,154.0,78.0,bus,143.0,68.0,71.0,82.0,330.0,150.0
466,19.0,147.0,77.0,bus,145.0,65.0,70.0,78.0,319.0,147.0
467,24.0,175.0,75.0,opel,175.0,58.0,104.0,96.0,682.0,215.0
468,25.0,201.0,72.0,saab,163.0,62.0,108.0,105.0,711.0,220.0
469,17.0,144.0,62.0,van,139.0,59.0,62.0,92.0,241.0,127.0
470,18.0,151.0,72.0,van,146.0,63.0,66.0,91.0,280.0,137.0
471,24.0,230.0,67.0,opel,174.0,67.0,109.0,104.0,706.0,218.0
472,25.0,173.0,83.0,bus,159.0,54.0,93.0,105.0,735.0,222.0
473,25.0,202.0,72.0,opel,179.0,61.0,105.0,107.0,725.0,221.0
474,19.0,141.0,75.0,opel,133.0,57.0,73.0,82.0,342.0,153.0
475,24.0,219.0,74.0,saab,171.0,71.0,104.0,97.0,658.0,211.0
476,25.0,183.0,71.0,opel,177.0,57.0,101.0,101.0,741.0,225.0
477,20.0,150.0,73.0,van,160.0,63.0,78.0,89.0,367.0,160.0
478,22.0,213.0,71.0,bus,145.0,71.0,89.0,94.0,533.0,186.0
479,19.0,122.0,87.0,bus,143.0,54.0,64.0,86.0,319.0,148.0
480,24.0,201.0,74.0,saab,173.0,66.0,100.0,104.0,680.0,214.0
481,24.0,209.0,74.0,opel,170.0,67.0,91.0,104.0,697.0,218.0
482,20.0,181.0,67.0,opel,148.0,62.0,79.0,94.0,418.0,167.0
483,18.0,143.0,71.0,van,131.0,59.0,76.0,86.0,301.0,142.0
484,20.0,143.0,75.0,van,159.0,60.0,78.0,90.0,374.0,161.0
485,19.0,156.0,80.0,bus,147.0,70.0,71.0,83.0,338.0,151.0
486,25.0,222.0,72.0,opel,177.0,72.0,103.0,104.0,718.0,221.0
487,20.0,177.0,70.0,saab,147.0,64.0,81.0,93.0,383.0,160.0
488,19.0,140.0,71.0,opel,134.0,54.0,86.0,82.0,338.0,153.0
489,24.0,193.0,66.0,opel,162.0,57.0,108.0,102.0,663.0,212.0
490,25.0,189.0,70.0,saab,174.0,57.0,109.0,108.0,709.0,220.0
491,20.0,175.0,63.0,saab,149.0,60.0,76.0,97.0,370.0,157.0
492,19.0,130.0,86.0,bus,143.0,57.0,66.0,85.0,333.0,151.0
493,25.0,177.0,72.0,opel,171.0,56.0,98.0,102.0,706.0,219.0
494,27.0,164.0,84.0,bus,165.0,48.0,105.0,106.0,891.0,247.0
495,19.0,179.0,69.0,bus,144.0,69.0,72.0,94.0,373.0,156.0
496,24.0,224.0,68.0,opel,170.0,68.0,98.0,106.0,679.0,215.0
497,19.0,136.0,74.0,van,149.0,54.0,82.0,94.0,359.0,155.0
498,17.0,113.0,88.0,van,128.0,57.0,53.0,88.0,204.0,118.0
499,24.0,167.0,72.0,opel,174.0,53.0,98.0,102.0,692.0,217.0
500,25.0,204.0,73.0,opel,178.0,62.0,100.0,101.0,757.0,227.0
501,25.0,185.0,75.0,opel,170.0,57.0,96.0,105.0,706.0,219.0
502,18.0,128.0,76.0,opel,127.0,57.0,66.0,86.0,252.0,131.0
503,19.0,133.0,77.0,saab,132.0,55.0,72.0,91.0,314.0,146.0
504,22.0,209.0,70.0,opel,147.0,67.0,94.0,97.0,573.0,195.0
505,25.0,205.0,71.0,saab,166.0,64.0,100.0,115.0,710.0,220.0
506,24.0,201.0,65.0,saab,162.0,59.0,112.0,101.0,667.0,214.0
507,19.0,162.0,67.0,opel,125.0,60.0,78.0,93.0,331.0,150.0
508,20.0,159.0,70.0,van,157.0,63.0,92.0,95.0,372.0,160.0
509,24.0,182.0,74.0,opel,177.0,59.0,105.0,101.0,678.0,215.0
510,19.0,126.0,86.0,bus,145.0,56.0,70.0,86.0,317.0,148.0
511,20.0,156.0,67.0,opel,129.0,56.0,77.0,88.0,395.0,163.0
512,25.0,189.0,70.0,opel,174.0,56.0,107.0,103.0,729.0,223.0
513,20.0,171.0,63.0,saab,134.0,61.0,71.0,95.0,365.0,157.0
514,18.0,138.0,72.0,van,133.0,59.0,74.0,89.0,278.0,136.0
515,18.0,125.0,87.0,opel,127.0,58.0,58.0,76.0,259.0,133.0
516,19.0,172.0,62.0,opel,142.0,60.0,75.0,92.0,322.0,147.0
517,25.0,228.0,67.0,saab,170.0,68.0,108.0,107.0,700.0,218.0
518,19.0,137.0,76.0,saab,134.0,56.0,75.0,85.0,339.0,152.0
519,18.0,155.0,63.0,van,137.0,62.0,76.0,88.0,281.0,137.0
520,21.0,174.0,70.0,saab,133.0,58.0,89.0,89.0,471.0,177.0
521,18.0,139.0,73.0,van,138.0,58.0,73.0,93.0,275.0,136.0
522,18.0,162.0,66.0,saab,131.0,63.0,69.0,89.0,291.0,140.0
523,19.0,231.0,91.0,van,149.0,97.0,81.0,90.0,332.0,150.0
524,24.0,207.0,66.0,opel,167.0,60.0,107.0,105.0,701.0,218.0
525,20.0,162.0,69.0,saab,147.0,57.0,76.0,92.0,381.0,159.0
526,22.0,202.0,72.0,saab,144.0,66.0,95.0,97.0,526.0,188.0
527,23.0,186.0,65.0,opel,156.0,57.0,103.0,109.0,630.0,206.0
528,20.0,195.0,69.0,bus,152.0,70.0,73.0,95.0,430.0,167.0
529,19.0,119.0,85.0,bus,144.0,53.0,61.0,86.0,326.0,150.0
530,21.0,178.0,68.0,saab,152.0,60.0,90.0,88.0,460.0,175.0
531,28.0,167.0,83.0,bus,172.0,49.0,103.0,107.0,904.0,252.0
532,24.0,209.0,64.0,saab,157.0,61.0,105.0,104.0,637.0,207.0
533,17.0,134.0,76.0,van,137.0,59.0,63.0,89.0,223.0,123.0
534,18.0,114.0,85.0,van,139.0,48.0,57.0,90.0,261.0,135.0
535,20.0,176.0,66.0,van,149.0,67.0,88.0,98.0,367.0,158.0
536,25.0,213.0,71.0,saab,177.0,67.0,101.0,102.0,719.0,222.0
537,17.0,139.0,63.0,van,139.0,59.0,66.0,86.0,225.0,122.0
538,23.0,212.0,69.0,opel,156.0,67.0,103.0,101.0,601.0,201.0
539,26.0,191.0,85.0,bus,170.0,57.0,96.0,109.0,857.0,241.0
540,19.0,187.0,70.0,bus,143.0,74.0,74.0,92.0,375.0,157.0
541,18.0,140.0,63.0,van,130.0,59.0,58.0,88.0,243.0,127.0
542,20.0,180.0,63.0,saab,134.0,59.0,86.0,93.0,418.0,167.0
543,20.0,187.0,69.0,saab,134.0,68.0,74.0,96.0,378.0,159.0
544,19.0,177.0,76.0,bus,143.0,74.0,70.0,88.0,342.0,152.0
545,20.0,135.0,75.0,van,158.0,55.0,84.0,88.0,351.0,155.0
546,19.0,111.0,85.0,van,140.0,48.0,66.0,92.0,277.0,139.0
547,18.0,151.0,68.0,bus,143.0,61.0,70.0,88.0,311.0,143.0
548,19.0,184.0,70.0,bus,133.0,72.0,75.0,94.0,365.0,155.0
549,24.0,182.0,72.0,saab,162.0,56.0,103.0,107.0,673.0,213.0
550,17.0,119.0,78.0,van,129.0,56.0,58.0,86.0,208.0,118.0
551,19.0,127.0,77.0,opel,135.0,53.0,72.0,79.0,295.0,142.0
552,21.0,181.0,70.0,saab,132.0,62.0,89.0,90.0,458.0,175.0
553,19.0,126.0,86.0,bus,145.0,57.0,66.0,86.0,321.0,148.0
554,23.0,208.0,64.0,saab,151.0,62.0,98.0,113.0,613.0,203.0
555,21.0,190.0,67.0,opel,153.0,64.0,86.0,87.0,471.0,177.0
556,26.0,246.0,82.0,bus,167.0,75.0,102.0,108.0,855.0,239.0
557,18.0,138.0,74.0,saab,133.0,59.0,66.0,86.0,279.0,137.0
558,19.0,121.0,87.0,bus,147.0,54.0,66.0,85.0,324.0,150.0
559,24.0,231.0,72.0,saab,171.0,72.0,101.0,101.0,698.0,217.0
560,25.0,181.0,74.0,opel,175.0,56.0,96.0,105.0,713.0,219.0
561,20.0,194.0,74.0,opel,133.0,69.0,88.0,88.0,416.0,168.0
562,24.0,197.0,72.0,saab,165.0,62.0,93.0,113.0,688.0,216.0
563,19.0,140.0,71.0,opel,139.0,55.0,75.0,89.0,312.0,145.0
564,19.0,182.0,71.0,bus,124.0,68.0,70.0,98.0,371.0,155.0
565,21.0,191.0,62.0,saab,153.0,60.0,85.0,101.0,458.0,175.0
566,24.0,212.0,71.0,saab,162.0,65.0,103.0,108.0,648.0,208.0
567,20.0,166.0,72.0,saab,133.0,60.0,83.0,91.0,383.0,160.0
568,19.0,123.0,87.0,bus,144.0,54.0,69.0,86.0,325.0,150.0
569,18.0,151.0,66.0,van,129.0,64.0,66.0,97.0,246.0,128.0
570,25.0,206.0,71.0,saab,168.0,63.0,108.0,105.0,712.0,222.0
571,19.0,161.0,67.0,saab,143.0,59.0,69.0,94.0,349.0,152.0
572,19.0,169.0,67.0,van,149.0,67.0,87.0,96.0,351.0,154.0
573,20.0,131.0,77.0,van,163.0,54.0,80.0,89.0,369.0,160.0
574,23.0,216.0,71.0,opel,169.0,68.0,105.0,104.0,623.0,205.0
575,24.0,220.0,70.0,saab,167.0,66.0,103.0,109.0,677.0,214.0
576,25.0,210.0,71.0,saab,172.0,63.0,103.0,109.0,707.0,219.0
577,23.0,199.0,70.0,opel,166.0,62.0,100.0,99.0,600.0,200.0
578,20.0,170.0,61.0,opel,149.0,58.0,82.0,92.0,409.0,165.0
579,18.0,138.0,70.0,opel,132.0,62.0,66.0,84.0,232.0,126.0
580,19.0,120.0,85.0,bus,145.0,53.0,66.0,85.0,325.0,149.0
581,18.0,141.0,73.0,van,130.0,59.0,68.0,89.0,291.0,139.0
582,25.0,181.0,72.0,saab,167.0,56.0,104.0,108.0,712.0,220.0
583,24.0,197.0,74.0,saab,172.0,64.0,101.0,104.0,669.0,213.0
584,23.0,199.0,74.0,bus,159.0,65.0,89.0,100.0,622.0,201.0
585,17.0,129.0,65.0,van,125.0,57.0,64.0,85.0,200.0,116.0
586,25.0,168.0,73.0,opel,178.0,53.0,108.0,98.0,737.0,224.0
587,18.0,138.0,72.0,opel,127.0,57.0,74.0,84.0,282.0,139.0
588,19.0,153.0,69.0,opel,127.0,61.0,78.0,89.0,314.0,146.0
589,25.0,223.0,75.0,opel,177.0,70.0,105.0,104.0,737.0,223.0
590,19.0,128.0,82.0,bus,148.0,55.0,65.0,84.0,325.0,150.0
591,18.0,127.0,70.0,opel,124.0,56.0,69.0,80.0,240.0,128.0
592,19.0,141.0,78.0,bus,144.0,62.0,72.0,79.0,344.0,153.0
593,19.0,147.0,64.0,saab,146.0,54.0,77.0,89.0,308.0,144.0
594,18.0,116.0,84.0,van,137.0,53.0,59.0,83.0,250.0,132.0
595,21.0,195.0,71.0,opel,156.0,65.0,83.0,89.0,481.0,178.0
596,21.0,178.0,71.0,opel,132.0,61.0,83.0,90.0,472.0,178.0
597,17.0,133.0,66.0,van,144.0,57.0,66.0,88.0,227.0,123.0
598,22.0,161.0,75.0,bus,141.0,55.0,82.0,96.0,534.0,186.0
599,18.0,146.0,63.0,saab,134.0,58.0,63.0,93.0,246.0,128.0
600,20.0,199.0,69.0,bus,150.0,71.0,77.0,98.0,422.0,166.0
601,18.0,164.0,64.0,van,140.0,66.0,78.0,93.0,290.0,139.0
602,25.0,231.0,73.0,opel,163.0,70.0,109.0,100.0,722.0,220.0
603,20.0,184.0,66.0,saab,125.0,64.0,85.0,90.0,385.0,160.0
604,21.0,183.0,66.0,opel,138.0,62.0,79.0,88.0,462.0,176.0
605,25.0,225.0,70.0,saab,167.0,71.0,105.0,97.0,713.0,221.0
606,18.0,150.0,64.0,van,140.0,61.0,70.0,84.0,278.0,137.0
607,17.0,129.0,64.0,van,135.0,59.0,62.0,86.0,203.0,116.0
608,18.0,130.0,65.0,opel,132.0,53.0,72.0,85.0,261.0,134.0
609,19.0,116.0,85.0,bus,141.0,51.0,60.0,87.0,324.0,150.0
610,24.0,183.0,72.0,opel,173.0,59.0,105.0,103.0,648.0,210.0
611,20.0,141.0,75.0,van,167.0,57.0,85.0,90.0,365.0,159.0
612,17.0,110.0,87.0,opel,119.0,57.0,42.0,80.0,191.0,114.0
613,20.0,191.0,69.0,bus,128.0,71.0,75.0,92.0,393.0,161.0
614,17.0,104.0,83.0,saab,118.0,53.0,50.0,85.0,193.0,115.0
615,18.0,152.0,62.0,opel,122.0,57.0,69.0,88.0,284.0,138.0
616,18.0,153.0,64.0,opel,138.0,58.0,69.0,92.0,290.0,140.0
617,17.0,112.0,85.0,van,128.0,55.0,49.0,83.0,219.0,122.0
618,18.0,136.0,72.0,van,144.0,56.0,68.0,98.0,251.0,131.0
619,24.0,170.0,75.0,opel,173.0,54.0,96.0,97.0,685.0,216.0
620,25.0,234.0,73.0,saab,174.0,73.0,103.0,108.0,718.0,221.0
621,19.0,144.0,75.0,van,156.0,60.0,81.0,90.0,333.0,150.0
622,21.0,178.0,68.0,saab,134.0,58.0,100.0,96.0,486.0,181.0
623,25.0,207.0,73.0,saab,168.0,64.0,108.0,106.0,709.0,221.0
624,18.0,136.0,71.0,saab,125.0,55.0,75.0,84.0,290.0,140.0
625,24.0,190.0,74.0,saab,166.0,63.0,101.0,104.0,664.0,213.0
626,18.0,166.0,69.0,bus,143.0,69.0,70.0,83.0,306.0,143.0
627,19.0,165.0,71.0,bus,141.0,70.0,71.0,88.0,312.0,144.0
628,21.0,207.0,72.0,bus,161.0,72.0,84.0,98.0,520.0,184.0
629,18.0,144.0,65.0,van,142.0,59.0,63.0,90.0,259.0,131.0
630,18.0,135.0,70.0,saab,135.0,56.0,63.0,86.0,262.0,133.0
631,24.0,179.0,66.0,opel,159.0,54.0,107.0,103.0,644.0,208.0
632,19.0,140.0,82.0,bus,145.0,64.0,70.0,86.0,322.0,148.0
633,23.0,213.0,65.0,opel,157.0,64.0,101.0,102.0,616.0,203.0
634,18.0,123.0,83.0,opel,128.0,58.0,53.0,81.0,259.0,134.0
635,18.0,133.0,78.0,van,143.0,56.0,62.0,97.0,247.0,130.0
636,18.0,153.0,61.0,saab,141.0,56.0,69.0,96.0,297.0,141.0
637,19.0,129.0,83.0,bus,150.0,56.0,65.0,86.0,331.0,152.0
638,21.0,203.0,72.0,bus,157.0,73.0,76.0,97.0,487.0,178.0
639,24.0,230.0,69.0,opel,171.0,68.0,105.0,108.0,709.0,218.0
640,22.0,196.0,69.0,opel,161.0,62.0,98.0,91.0,562.0,193.0
641,19.0,180.0,77.0,bus,143.0,75.0,76.0,84.0,359.0,155.0
642,22.0,208.0,68.0,saab,148.0,66.0,104.0,95.0,543.0,191.0
643,21.0,198.0,68.0,bus,139.0,69.0,83.0,95.0,484.0,177.0
644,19.0,160.0,70.0,van,148.0,64.0,88.0,96.0,339.0,151.0
645,19.0,155.0,72.0,opel,141.0,60.0,77.0,86.0,345.0,152.0
646,20.0,185.0,66.0,bus,130.0,69.0,79.0,90.0,393.0,160.0
647,19.0,132.0,75.0,saab,131.0,54.0,75.0,85.0,318.0,147.0
648,24.0,184.0,71.0,saab,168.0,57.0,105.0,105.0,661.0,211.0
649,19.0,161.0,71.0,saab,129.0,62.0,77.0,89.0,327.0,149.0
650,23.0,213.0,72.0,saab,167.0,67.0,104.0,98.0,629.0,206.0
651,19.0,136.0,77.0,saab,137.0,58.0,66.0,85.0,295.0,142.0
652,20.0,181.0,62.0,opel,131.0,62.0,78.0,97.0,389.0,161.0
653,21.0,197.0,63.0,opel,140.0,63.0,92.0,97.0,481.0,179.0
654,21.0,190.0,59.0,saab,155.0,60.0,88.0,100.0,440.0,171.0
655,17.0,110.0,90.0,van,121.0,54.0,44.0,86.0,208.0,119.0
656,19.0,156.0,75.0,bus,143.0,64.0,76.0,84.0,339.0,151.0
657,20.0,149.0,75.0,van,158.0,59.0,85.0,89.0,362.0,158.0
658,18.0,153.0,62.0,van,139.0,59.0,77.0,91.0,289.0,139.0
659,22.0,215.0,67.0,saab,158.0,67.0,94.0,96.0,525.0,187.0
660,18.0,143.0,62.0,van,129.0,59.0,60.0,88.0,246.0,128.0
661,22.0,197.0,65.0,saab,149.0,61.0,100.0,110.0,561.0,193.0
662,19.0,140.0,79.0,saab,136.0,58.0,66.0,87.0,318.0,148.0
663,20.0,169.0,72.0,saab,150.0,61.0,83.0,89.0,402.0,164.0
664,18.0,157.0,64.0,van,145.0,64.0,72.0,90.0,279.0,136.0
665,20.0,161.0,73.0,van,160.0,64.0,85.0,90.0,389.0,163.0
666,22.0,197.0,65.0,opel,142.0,63.0,96.0,102.0,513.0,185.0
667,24.0,223.0,67.0,saab,164.0,66.0,104.0,110.0,659.0,211.0
668,20.0,175.0,69.0,van,155.0,70.0,91.0,94.0,358.0,157.0
669,19.0,125.0,84.0,bus,145.0,58.0,66.0,85.0,323.0,148.0
670,22.0,196.0,68.0,opel,161.0,63.0,96.0,95.0,543.0,190.0
671,21.0,194.0,65.0,opel,142.0,63.0,83.0,103.0,455.0,175.0
672,23.0,183.0,74.0,bus,148.0,60.0,88.0,97.0,596.0,197.0
673,19.0,159.0,64.0,opel,131.0,59.0,66.0,91.0,322.0,147.0
