,Contraceptive_method_used_cat,Wifes_age_num,Wifes_education_cat,Husbands_education_cat,Number_of_children_ever_born_num,Wifes_religion_cat,Wifes_now_working%3F_cat,Husbands_occupation_cat,Standard-of-living_index_cat,Media_exposure_cat
625,2,41,4,4,7,1,1,2,4,0
626,2,32,4,4,2,0,0,2,4,0
627,2,44,4,4,4,1,1,1,4,0
628,2,39,4,4,4,0,1,1,4,0
629,2,39,4,4,5,1,1,1,4,0
630,2,45,4,4,4,1,1,1,4,0
631,2,33,4,4,3,1,1,1,4,0
632,2,39,4,4,3,0,1,1,4,0
633,2,44,4,4,3,1,0,1,4,0
634,2,34,3,3,6,1,1,3,4,0
635,2,33,3,3,5,1,1,3,4,0
636,2,34,2,2,8,1,1,2,2,0
637,2,27,3,2,5,1,1,2,4,0
638,2,47,1,1,8,1,1,3,4,1
639,2,25,2,4,3,1,1,1,4,1
640,2,24,3,4,5,1,1,1,2,1
641,2,41,4,4,4,1,0,1,4,0
642,3,29,3,3,4,1,1,3,4,0
643,3,27,2,2,5,1,1,3,1,0
644,3,40,3,4,5,1,1,1,2,0
645,3,30,2,2,6,1,1,3,1,0
646,3,24,4,4,1,1,0,1,4,0
647,3,36,4,4,2,1,0,1,4,0
648,3,17,2,2,1,1,1,3,2,0
649,3,28,1,2,4,1,1,2,3,0
650,3,27,2,4,1,1,1,1,4,0
651,3,21,3,3,1,1,1,3,3,0
652,3,30,2,2,4,1,1,2,4,0
653,3,48,4,4,16,1,1,1,4,0
654,3,29,2,4,3,1,0,3,3,0
655,3,29,4,4,2,1,1,3,4,0
656,3,20,3,4,2,1,1,1,3,0
657,3,28,4,4,1,1,1,3,2,0
658,3,32,2,3,5,1,0,2,3,0
659,3,27,3,3,1,1,0,3,3,0
660,3,25,2,3,1,1,1,3,1,0
661,3,43,4,4,3,1,1,1,4,0
662,3,35,4,4,2,1,1,2,4,0
663,3,30,4,4,1,1,1,1,4,0
664,3,29,1,4,3,1,1,4,4,1
665,3,33,3,4,8,1,1,3,4,0
666,3,37,3,4,5,1,0,2,4,0
667,3,27,2,4,3,1,1,4,4,0
668,3,33,2,4,3,1,1,2,4,0
669,3,35,2,3,6,1,0,3,3,0
670,3,20,3,3,2,1,1,2,4,0
671,3,26,2,4,3,1,1,3,4,0
672,3,24,3,3,2,1,1,3,3,0
673,3,45,1,3,3,1,1,3,2,0
674,3,34,3,4,4,1,1,1,3,0
675,3,49,4,3,13,1,1,1,4,0
676,3,33,4,4,5,1,1,1,4,0
677,3,33,3,3,8,1,1,3,4,0
678,3,24,3,4,3,1,1,1,4,0
679,3,30,2,2,4,1,1,2,1,0
680,3,27,2,4,4,1,1,2,1,0
681,3,23,4,3,1,1,1,2,2,0
682,3,35,4,4,4,1,1,1,4,0
683,3,35,4,4,1,0,1,1,4,0
684,3,40,4,4,2,0,0,1,4,0
685,3,29,3,3,1,1,1,3,3,0
686,3,33,3,3,3,1,1,3,3,0
687,3,36,4,4,6,0,1,1,2,1
688,3,36,4,4,4,0,1,1,4,0
689,3,41,4,4,1,1,1,3,3,0
690,3,38,3,4,3,1,1,3,2,0
691,3,29,2,4,3,1,1,3,3,0
692,3,19,4,4,1,1,1,1,3,0
693,3,34,2,3,2,1,1,2,3,0
694,3,26,2,4,3,1,1,3,4,0
695,3,22,4,4,1,1,1,2,3,0
696,3,42,4,4,7,1,1,2,4,0
697,3,27,3,4,2,1,1,3,2,0
698,3,27,4,4,2,1,1,1,4,0
699,3,39,4,3,1,1,0,2,2,0
700,3,21,4,4,1,1,1,3,1,0
701,3,36,2,3,7,1,1,3,3,0
702,3,29,1,2,5,1,0,1,2,0
703,3,29,2,3,4,1,1,2,1,0
704,3,22,3,2,2,1,1,2,1,0
705,3,20,2,3,1,1,1,2,1,0
706,3,33,3,4,4,1,0,2,4,0
707,3,27,3,3,3,1,1,2,3,0
708,3,25,4,4,3,1,1,1,4,0
709,3,25,4,3,2,1,1,3,3,0
710,3,32,2,3,4,1,1,3,2,0
711,3,39,3,4,2,1,1,1,3,0
712,3,31,3,3,3,1,1,2,1,1
713,3,26,4,4,4,1,1,3,4,0
714,3,30,3,3,7,1,1,3,4,0
715,3,43,3,3,5,1,0,3,3,0
716,3,34,2,4,4,1,1,3,3,0
717,3,43,4,4,3,1,1,1,4,0
718,3,32,4,4,3,0,1,1,4,0
719,3,41,4,4,5,1,1,1,4,0
720,3,32,4,4,3,0,1,1,4,0
721,3,46,4,4,4,1,1,1,4,0
722,3,40,3,4,3,1,0,1,4,0
723,3,21,4,4,1,1,1,2,3,0
724,3,32,4,4,3,1,1,1,4,0
725,3,25,4,4,1,0,1,3,3,0
726,3,24,4,4,1,1,1,1,3,0
727,3,21,2,3,1,1,0,3,2,0
728,3,22,4,4,1,1,1,3,3,0
729,3,32,4,4,4,1,1,1,3,0
730,3,30,4,4,2,1,0,2,2,0
731,3,25,1,2,2,1,1,2,1,0
732,3,31,3,3,6,0,1,3,1,0
733,3,19,2,4,1,1,1,2,3,0
734,3,33,2,2,7,1,0,2,3,0
735,3,24,2,2,2,1,1,3,4,0
736,3,19,3,3,3,1,1,2,3,0
737,3,27,2,2,5,1,1,3,3,0
738,3,32,4,4,2,0,0,1,4,0
739,3,32,4,4,2,1,0,1,3,0
740,3,29,1,3,5,1,1,3,3,0
741,3,23,3,4,1,1,1,2,3,0
742,3,34,2,4,7,1,1,2,3,0
743,3,27,2,4,1,1,1,3,3,0
744,3,37,4,4,4,1,1,3,2,0
745,3,26,3,4,4,1,1,2,3,0
746,3,31,2,3,7,1,1,3,3,0
747,3,44,4,4,11,1,1,1,4,0
748,3,35,3,4,4,1,1,1,4,0
749,3,23,4,4,2,1,1,3,4,0
750,3,24,2,4,2,1,1,1,4,0
751,3,24,4,4,2,1,1,1,4,0
752,3,39,4,4,3,1,1,2,4,0
753,3,33,3,4,4,1,1,3,3,0
754,3,24,2,3,2,1,1,2,1,0
755,3,35,4,4,4,1,1,1,4,0
756,3,35,4,4,6,1,1,1,4,0
757,3,34,4,4,2,1,1,3,3,0
758,3,48,3,4,3,1,1,2,3,0
759,3,28,4,4,1,1,1,1,3,0
760,3,26,4,4,1,1,1,3,3,0
761,3,43,3,3,8,1,1,1,3,0
762,3,28,2,2,5,1,0,2,4,0
763,3,22,3,4,3,1,1,2,3,0
764,3,26,3,3,3,1,1,3,3,0
765,3,30,3,4,4,1,1,3,3,0
766,3,38,4,4,5,1,1,2,3,0
767,3,44,4,4,8,1,1,2,4,0
768,3,25,4,4,1,0,1,1,4,0
769,3,34,4,4,3,1,1,1,4,0
770,3,26,4,4,3,1,1,3,4,0
771,3,20,4,4,2,1,1,1,3,0
772,3,39,4,4,2,0,1,1,3,0
773,3,27,3,4,4,1,1,3,3,0
774,3,32,4,4,2,1,0,3,4,0
775,3,48,3,4,8,1,0,1,4,0
776,3,39,4,3,4,1,1,3,4,0
777,3,37,4,4,3,1,0,1,4,0
778,3,33,4,4,2,0,0,1,3,0
779,3,32,4,4,3,1,0,1,4,0
780,3,25,4,4,2,1,1,1,3,0
781,3,37,4,4,3,1,1,2,4,0
782,3,40,4,4,4,1,1,1,4,0
783,3,38,4,4,6,1,1,2,4,0
784,3,36,4,4,4,1,1,1,4,0
785,3,27,3,3,3,1,1,2,2,0
786,3,22,1,3,2,1,1,3,1,0
787,3,22,2,2,2,1,1,2,3,0
788,3,30,3,4,3,1,1,2,3,0
789,3,20,2,2,2,1,1,3,2,1
790,3,34,4,4,2,1,1,1,4,0
791,3,31,3,4,5,1,1,3,1,0
792,3,30,3,3,3,1,0,3,2,0
793,3,44,3,4,5,1,0,1,4,0
794,3,24,3,3,3,1,0,2,1,0
795,3,19,4,4,2,1,1,1,4,0
796,3,28,4,4,5,1,1,2,4,0
797,3,27,4,4,1,0,0,1,3,0
798,3,29,3,3,3,1,1,2,1,0
799,3,37,4,4,3,1,1,2,4,0
800,3,32,2,2,8,1,1,2,1,0
801,3,21,2,2,1,1,1,4,3,0
802,3,33,2,3,7,1,0,3,1,0
803,3,23,2,3,2,1,1,3,1,0
804,3,36,2,2,5,1,1,3,4,0
805,3,33,2,4,3,1,1,3,4,0
806,3,35,4,4,2,1,0,1,4,0
807,3,25,2,3,4,1,1,3,3,0
808,3,29,2,4,4,1,0,2,4,0
809,3,23,3,3,1,1,1,2,2,0
810,3,19,3,3,1,1,1,2,1,0
811,3,35,1,2,6,1,1,2,2,1
812,3,25,3,3,3,1,1,3,2,0
813,3,40,3,4,6,1,1,1,3,0
814,3,17,3,4,1,1,1,2,1,0
815,3,25,2,4,3,1,1,3,3,0
816,3,24,3,3,1,1,1,3,2,0
817,3,23,4,4,1,1,1,3,3,0
818,3,25,2,4,3,1,1,3,2,0
819,3,30,1,3,4,1,1,3,4,0
820,3,31,1,1,3,1,1,4,2,1
821,3,26,3,4,2,1,1,3,3,0
822,3,28,3,4,2,1,1,2,3,0
823,3,30,3,3,3,1,1,3,1,0
824,3,29,3,4,5,1,1,1,2,0
825,3,24,1,3,4,1,1,3,3,0
826,3,26,3,4,2,1,1,1,3,0
827,3,25,3,3,3,1,1,3,3,0
828,3,35,4,4,3,1,1,1,4,0
829,3,22,4,4,1,1,0,2,4,0
830,3,19,4,4,1,1,1,2,4,0
831,3,29,2,3,5,1,1,2,4,0
832,3,21,3,4,2,1,1,3,3,0
833,3,21,3,3,1,1,1,3,3,0
834,3,41,1,4,9,1,1,2,1,0
835,3,37,2,4,3,1,1,2,3,0
836,3,27,4,4,3,1,1,3,4,1
837,3,26,2,3,2,1,1,2,3,0
838,3,37,4,4,6,1,0,3,4,0
839,3,25,3,3,3,1,1,2,1,0
840,3,32,4,3,3,1,1,2,4,0
841,3,34,1,4,4,1,1,3,4,1
842,3,23,4,4,2,1,0,2,4,0
843,3,28,3,4,2,1,1,3,4,0
844,3,24,3,4,1,1,1,3,4,0
845,3,32,2,3,4,1,0,2,2,0
846,3,22,1,2,3,1,1,3,1,1
847,3,25,3,3,1,1,1,2,1,0
848,3,25,2,3,2,1,1,2,4,0
849,3,38,2,3,3,1,1,2,4,0
850,3,33,2,2,2,1,1,3,4,0
851,3,41,4,4,8,1,1,1,4,0
852,3,29,3,3,4,1,1,3,4,0
853,3,22,3,4,1,1,0,1,4,0
854,3,29,3,3,6,1,1,3,3,0
855,3,26,3,4,3,1,1,3,3,0
856,3,28,2,3,3,1,1,3,4,0
857,3,27,4,4,1,0,1,3,4,0
858,3,29,2,4,2,1,1,3,2,0
859,3,24,3,4,2,1,1,3,3,0
860,3,29,3,4,3,1,1,3,2,0
861,3,38,3,4,7,1,1,3,2,0
862,3,23,3,2,2,1,0,3,2,0
863,3,20,4,3,1,1,1,3,4,0
864,3,32,1,4,4,1,1,3,2,0
865,3,25,2,3,2,1,1,3,1,0
866,3,26,1,2,3,1,0,3,2,0
867,3,23,1,2,3,1,1,3,2,1
868,3,23,4,4,3,1,1,3,3,0
869,3,28,3,4,5,1,1,2,4,0
870,3,22,4,4,3,1,1,3,2,0
871,3,28,2,4,4,1,1,3,4,0
872,3,26,3,3,3,1,1,3,3,0
873,3,26,2,3,2,1,1,3,3,0
874,3,24,4,3,3,1,1,3,3,0
875,3,29,4,4,3,1,0,1,4,0
876,3,29,3,4,4,1,0,1,3,0
877,3,42,4,4,5,1,1,1,4,0
878,3,27,4,4,2,1,1,3,4,0
879,3,35,3,4,5,1,1,1,4,0
880,3,21,3,4,1,1,1,3,2,0
881,3,21,1,3,1,1,1,3,3,1
882,3,22,3,4,1,1,1,3,3,0
883,3,28,3,3,4,1,1,3,3,0
884,3,22,3,4,1,0,0,1,4,0
885,3,23,3,2,1,1,1,3,3,0
886,3,28,3,3,2,0,1,2,3,0
887,3,30,4,4,3,0,0,2,4,0
888,3,25,3,4,3,1,0,3,4,0
889,3,33,4,4,4,1,1,2,3,0
890,3,33,3,4,6,1,1,3,2,0
891,3,30,4,4,2,0,0,3,3,0
892,3,22,2,4,1,1,1,3,3,0
893,3,38,3,3,2,0,1,3,4,0
894,3,35,4,3,2,0,1,3,4,0
895,3,34,2,2,4,0,1,3,2,0
896,3,39,4,4,2,0,1,3,4,0
897,3,47,4,3,4,1,1,1,3,0
898,3,38,4,4,2,1,0,1,4,0
899,3,43,4,4,5,1,1,1,4,0
900,3,21,3,3,1,1,1,2,2,0
901,3,30,3,4,2,1,1,1,2,0
902,3,27,3,4,2,1,1,1,3,0
903,3,22,4,4,1,0,1,3,1,0
904,3,25,1,2,3,1,1,2,3,0
905,3,22,1,3,2,1,1,3,2,0
906,3,28,4,4,4,1,1,2,3,0
907,3,25,3,3,2,1,1,2,3,0
908,3,26,4,4,2,1,0,3,3,0
909,3,31,3,3,3,1,1,3,1,1
910,3,32,1,3,4,1,1,3,3,0
911,3,35,2,4,6,1,1,3,4,0
912,3,24,2,3,5,1,1,3,3,0
913,3,28,4,4,2,1,1,1,4,0
914,3,36,4,4,3,0,0,2,4,0
915,3,47,4,4,5,1,1,1,3,0
916,3,26,4,4,2,1,0,1,4,0
917,3,22,3,4,2,0,1,3,4,0
918,3,30,4,4,2,1,1,4,3,0
919,3,41,4,4,5,1,1,1,4,0
920,3,19,4,4,1,1,1,3,2,0
921,3,45,3,4,2,0,1,3,3,0
922,3,35,1,2,5,1,1,2,2,1
923,3,21,2,2,1,1,1,3,2,0
924,3,32,1,2,6,0,1,2,3,0
925,3,32,3,4,5,0,1,3,4,0
926,3,46,2,3,6,0,0,3,4,0
927,3,41,1,2,6,1,1,3,3,0
928,3,36,4,4,3,0,1,3,4,0
929,3,37,3,4,3,0,1,3,4,0
930,3,37,3,4,4,0,1,2,4,0
931,3,35,4,4,3,0,1,3,4,0
932,3,29,2,3,4,1,1,3,2,0
933,3,28,4,4,2,0,1,2,4,0
934,3,46,4,4,4,0,1,1,4,0
935,3,34,4,3,3,0,1,2,4,0
936,3,43,3,3,2,0,0,3,4,0
937,3,28,4,4,3,0,0,3,4,0
938,3,28,3,3,3,1,0,2,4,0
939,3,34,4,4,6,1,1,2,2,0
940,3,27,2,4,4,1,1,3,4,0
941,3,36,1,3,6,1,1,3,2,0
942,3,17,2,2,0,1,0,3,2,0
943,3,21,3,3,1,1,1,3,2,0
944,3,25,2,2,1,1,1,3,1,0
945,3,23,2,3,2,1,0,3,2,0
946,3,25,2,2,1,1,1,3,3,0
947,3,35,1,2,4,1,0,4,4,0
948,3,32,3,4,4,1,1,3,2,0
949,3,37,2,3,5,1,1,4,2,0
950,3,31,3,4,4,1,0,3,3,0
951,3,25,3,4,3,1,1,3,4,0
952,3,26,3,4,4,1,1,2,4,0
953,3,39,1,2,2,1,0,2,4,0
954,3,21,3,3,2,1,1,2,3,0
955,3,35,3,2,9,1,0,3,4,0
956,3,20,2,2,1,1,1,3,2,0
957,3,40,2,3,5,1,1,3,3,0
958,3,41,3,3,7,0,1,2,4,0
959,3,36,2,4,8,1,1,1,4,0
960,3,40,2,4,3,0,1,3,4,0
961,3,32,4,4,3,1,0,1,4,0
962,3,24,3,4,4,1,1,2,3,0
963,3,20,3,4,1,0,1,2,4,0
964,3,32,4,4,4,1,0,1,4,0
965,3,22,2,2,3,1,0,3,3,0
966,3,30,3,3,4,1,0,2,2,0
967,3,31,4,4,3,1,0,1,4,0
968,3,35,3,4,5,1,1,1,4,0
969,3,38,4,4,2,1,1,3,4,0
970,3,31,4,4,1,1,1,1,4,0
971,3,25,4,4,2,1,1,2,4,0
972,3,30,4,4,2,1,1,1,4,0
973,3,22,1,2,2,1,1,3,4,0
974,3,31,4,4,3,1,1,1,4,0
975,3,29,4,4,3,1,1,3,4,0
976,3,29,2,3,3,1,0,3,2,0
977,3,38,4,4,3,0,0,3,3,1
978,3,22,3,4,2,1,1,2,4,0
979,3,45,4,4,3,1,1,1,4,0
980,3,26,3,4,3,1,1,3,2,0
981,3,37,4,4,3,0,1,3,4,0
982,3,36,4,4,3,0,1,2,4,0
983,3,33,4,4,2,1,1,2,4,0
984,3,32,4,4,3,1,0,1,4,0
985,3,35,4,4,4,0,0,1,4,0
986,3,25,4,4,1,1,1,1,4,0
987,3,31,4,4,3,1,1,4,4,0
988,3,25,2,3,5,1,1,2,3,0
989,3,26,3,2,5,1,1,2,2,0
990,3,23,2,3,3,1,1,2,3,0
991,3,28,3,4,3,1,1,1,4,0
992,3,34,3,4,3,0,0,3,4,0
993,3,46,3,4,9,1,1,3,4,0
994,3,25,4,4,1,1,1,1,4,0
995,3,21,2,1,3,1,0,3,1,1
996,3,25,2,3,4,1,0,3,2,0
997,3,28,2,3,6,1,1,2,4,0
998,3,36,2,4,11,1,1,1,4,1
999,3,46,1,2,9,1,0,3,4,1
1000,1,35,2,2,6,1,0,3,1,1
1001,1,41,3,2,11,1,1,2,3,0
1002,1,27,2,4,1,1,0,1,1,0
1003,1,25,4,4,0,1,0,3,4,0
1004,1,23,2,2,2,1,1,3,3,0
1005,1,48,1,1,1,1,0,3,3,1
1006,1,23,4,4,0,1,0,1,4,0
1007,1,31,3,4,2,1,1,3,3,0
1008,1,49,4,4,1,1,1,3,4,0
1009,1,42,2,3,2,1,1,1,4,0
1010,1,26,2,4,3,1,1,3,4,0
1011,1,21,2,2,1,1,1,3,2,0
1012,1,29,3,4,4,1,1,1,4,0
1013,1,38,1,2,12,1,1,2,3,0
1014,1,25,4,4,2,1,1,3,2,0
1015,1,22,4,4,0,1,1,3,2,0
1016,1,20,3,4,0,1,1,3,3,0
1017,1,35,4,4,1,1,1,1,3,0
1018,1,32,2,3,1,1,1,3,3,0
1019,1,38,2,4,3,1,1,1,3,0
1020,1,27,1,2,4,1,1,1,4,1
1021,1,41,2,4,1,1,1,2,3,0
1022,1,28,3,4,0,1,0,1,3,0
1023,1,23,4,4,1,1,0,3,3,0
1024,1,27,4,4,1,0,0,2,4,0
1025,1,33,4,4,2,0,1,1,4,0
1026,1,39,2,2,5,1,0,3,2,1
1027,1,41,2,2,5,0,1,2,2,0
1028,1,40,2,2,8,1,1,1,3,0
1029,1,43,3,4,10,1,1,3,3,0
1030,1,35,3,4,6,1,0,2,2,0
1031,1,32,3,4,0,1,1,3,4,0
1032,1,49,2,3,4,1,1,2,3,0
1033,1,47,2,2,4,1,1,3,1,0
1034,1,42,4,4,1,1,1,2,4,0
1035,1,48,4,4,4,0,1,1,4,0
1036,1,42,4,4,3,1,1,1,4,0
1037,1,37,4,4,2,1,1,1,4,0
1038,1,23,3,3,1,1,0,2,4,0
1039,1,24,3,4,0,1,0,2,3,0
1040,1,43,2,3,3,0,1,2,3,0
1041,1,24,3,3,2,1,0,3,2,0
1042,1,29,2,4,0,1,0,3,4,0
1043,1,45,1,1,0,0,0,2,1,0
1044,1,31,4,4,3,1,0,2,3,0
1045,1,44,1,4,9,1,1,1,2,0
1046,1,28,2,3,1,1,1,3,1,0
1047,1,28,3,4,1,0,1,2,2,0
1048,1,33,1,2,0,1,0,3,3,0
1049,1,43,4,4,6,1,1,1,3,0
1050,1,34,3,4,4,1,1,1,3,0
1051,1,36,1,4,2,1,1,2,2,0
1052,1,22,4,4,0,1,0,2,4,0
1053,1,35,2,3,8,1,1,3,3,1
1054,1,25,4,4,1,1,1,1,4,0
1055,1,43,1,2,8,1,1,2,2,1
1056,1,46,1,4,8,1,1,1,4,1
1057,1,27,3,4,2,1,1,1,3,0
1058,1,30,1,1,7,1,1,2,3,0
1059,1,25,4,4,1,1,1,3,4,0
1060,1,42,4,4,1,1,0,1,4,0
1061,1,30,1,3,1,1,1,3,4,0
1062,1,27,3,3,4,1,1,2,4,0
1063,1,45,2,3,11,1,1,2,3,0
1064,1,29,3,4,2,1,1,1,3,0
1065,1,36,1,4,1,1,1,3,3,0
1066,1,49,1,2,8,1,1,3,1,1
1067,1,47,1,4,7,1,1,2,3,0
1068,1,30,4,4,4,1,1,2,4,0
1069,1,24,2,3,2,1,1,3,1,0
1070,1,48,1,1,6,1,1,2,3,1
1071,1,47,1,2,2,1,1,2,3,1
1072,1,24,3,4,1,1,0,3,3,0
1073,1,48,3,4,5,1,1,2,3,0
1074,1,38,1,2,8,1,1,3,3,1
1075,1,45,3,4,0,1,1,1,3,0
1076,1,43,4,4,3,0,1,2,4,0
1077,1,33,1,1,5,1,1,3,1,1
1078,1,37,3,4,7,1,1,3,4,0
1079,1,36,2,1,6,1,1,2,3,0
1080,1,25,3,4,3,1,1,1,1,0
1081,1,49,4,4,6,0,0,1,4,0
1082,1,30,4,4,1,1,0,1,4,0
1083,1,35,4,4,5,1,1,1,4,0
1084,1,28,2,4,0,1,1,3,1,0
1085,1,30,4,2,0,1,0,3,3,0
1086,1,27,4,4,2,1,0,1,4,0
1087,1,45,2,4,8,1,1,2,3,0
1088,1,46,3,1,5,1,1,3,2,0
1089,1,28,1,4,0,1,0,4,1,0
1090,1,21,2,4,0,1,1,2,2,0
1091,1,20,3,4,2,1,1,3,3,0
1092,1,28,3,3,5,1,1,3,3,0
1093,1,25,3,3,1,1,1,2,2,0
1094,1,38,1,2,6,1,1,2,1,1
1095,1,20,3,4,1,1,1,3,2,0
1096,1,24,3,4,2,1,1,2,4,0
1097,1,39,3,1,1,1,1,2,3,0
1098,1,25,1,3,1,1,1,4,2,0
1099,1,23,3,4,4,1,1,3,1,1
1100,1,24,4,4,1,1,0,1,3,0
1101,1,26,4,4,3,1,1,1,4,0
1102,1,20,3,4,2,1,1,3,2,0
1103,1,31,3,3,1,1,0,3,4,0
1104,1,22,4,4,0,1,1,2,1,1
1105,1,36,2,3,6,1,1,2,3,0
1106,1,45,3,4,0,1,1,1,3,0
1107,1,47,2,2,7,1,1,2,2,0
1108,1,30,2,3,1,1,1,2,1,0
1109,1,35,4,4,3,1,1,1,4,0
1110,1,34,2,2,9,1,0,2,3,0
1111,1,28,4,4,1,1,0,1,3,0
1112,1,18,3,4,1,1,1,3,3,0
1113,1,25,2,3,2,1,1,3,2,0
1114,1,27,3,4,0,1,0,3,3,0
1115,1,21,4,4,1,1,1,3,4,0
1116,1,19,4,4,1,1,1,1,3,0
1117,1,26,4,4,0,1,1,3,4,0
1118,1,28,4,4,5,1,1,1,4,0
1119,1,38,1,3,4,1,0,2,2,0
1120,1,39,2,3,10,1,1,3,4,0
1121,1,45,2,3,6,1,1,3,2,1
1122,1,30,3,4,4,0,1,2,3,0
1123,1,47,2,4,2,1,1,3,2,1
1124,1,38,2,2,6,1,1,3,4,0
1125,1,42,3,3,5,1,1,2,2,0
1126,1,31,4,4,2,1,1,1,2,0
1127,1,44,1,2,2,1,1,3,1,0
1128,1,42,4,4,3,1,0,1,4,0
1129,1,28,4,4,2,1,1,1,3,0
1130,1,34,2,4,6,1,0,3,4,0
1131,1,45,1,3,7,1,0,1,3,0
1132,1,43,4,4,5,1,1,1,3,0
1133,1,28,3,4,0,1,0,3,4,0
1134,1,27,3,4,0,1,1,3,3,0
1135,1,26,2,3,1,1,0,4,4,0
1136,1,26,3,4,1,0,1,2,2,0
1137,1,37,3,4,4,1,0,2,4,0
1138,1,48,3,4,11,1,1,1,4,0
1139,1,47,2,3,12,1,1,3,1,0
1140,1,22,2,4,1,1,1,3,4,0
1141,1,48,4,4,1,0,1,1,4,0
1142,1,42,1,3,12,1,1,2,4,0
1143,1,32,4,4,3,1,1,1,4,0
1144,1,33,4,4,3,0,0,1,3,0
1145,1,45,4,4,1,1,0,1,4,0
1146,1,26,2,3,1,1,0,3,4,1
1147,1,45,4,4,1,1,1,1,4,0
1148,1,25,3,3,1,1,0,2,4,0
1149,1,36,4,3,3,1,0,3,2,0
1150,1,31,3,3,2,1,0,3,3,0
1151,1,22,3,4,2,1,1,3,3,0
1152,1,46,4,4,10,1,1,1,3,0
1153,1,26,2,3,3,1,1,3,4,0
1154,1,25,3,2,1,1,0,3,3,0
1155,1,20,4,4,0,0,0,2,4,0
1156,1,31,3,4,3,0,0,2,4,0
1157,1,36,3,3,3,0,0,2,3,1
1158,1,47,3,2,5,1,1,4,4,0
1159,1,43,3,4,2,0,1,3,4,0
1160,1,20,3,4,0,1,1,3,3,0
1161,1,24,4,4,4,1,1,1,4,0
1162,1,33,2,2,3,0,0,2,4,0
1163,1,41,3,4,3,0,1,2,4,0
1164,1,48,3,4,4,0,1,2,4,0
1165,1,32,4,4,1,0,1,1,4,0
1166,1,38,3,3,4,0,0,3,2,1
1167,1,48,3,4,8,1,1,3,3,0
1168,1,34,1,3,4,1,0,3,4,0
1169,1,31,1,1,6,1,1,3,2,0
1170,1,46,1,2,7,1,1,3,1,1
1171,1,45,2,2,7,1,1,3,1,1
1172,1,34,3,4,4,0,1,3,1,1
1173,1,16,2,4,1,1,1,3,4,0
1174,1,18,3,2,1,1,1,3,1,0
1175,1,22,2,2,1,1,1,3,1,1
1176,1,32,2,2,2,1,1,2,4,0
1177,1,41,1,3,3,1,0,2,4,0
1178,1,22,3,3,2,1,1,2,4,0
1179,1,23,3,2,0,1,1,2,2,0
1180,1,22,3,4,0,1,0,3,4,0
1181,1,40,2,2,6,1,1,2,2,1
1182,1,29,3,4,1,0,1,2,3,0
1183,1,42,4,4,0,0,0,3,4,0
1184,1,29,3,4,2,1,1,3,4,0
1185,1,31,3,2,1,1,1,3,4,0
1186,1,28,4,4,3,0,0,1,4,0
1187,1,21,2,3,0,1,1,3,4,0
1188,1,26,4,4,2,1,1,1,3,0
1189,1,37,3,4,0,1,1,3,4,0
1190,1,24,3,4,2,1,1,2,2,0
1191,1,25,4,4,0,0,1,2,4,0
1192,1,22,2,1,0,1,1,2,2,0
1193,1,45,4,4,1,1,1,1,4,0
1194,1,47,4,4,1,1,1,1,4,0
1195,1,28,4,4,5,1,0,3,4,0
1196,1,24,2,2,4,1,1,3,4,0
1197,1,34,3,3,6,1,1,2,3,0
1198,1,47,2,3,5,1,1,1,1,0
1199,1,31,3,4,2,1,1,1,4,0
1200,1,26,1,3,1,1,1,3,1,0
1201,1,25,4,4,3,1,1,1,2,0
1202,1,47,1,1,4,1,1,2,2,0
1203,1,48,1,1,8,1,1,1,1,1
1204,1,38,2,2,10,1,1,3,2,0
1205,1,32,1,3,4,1,1,2,2,1
1206,1,47,1,2,2,1,1,2,4,0
1207,1,27,4,4,3,1,1,1,4,0
1208,1,40,1,1,0,1,1,3,2,0
1209,1,46,4,4,6,1,1,1,4,0
1210,1,33,3,3,3,1,1,3,4,0
1211,1,49,1,2,5,1,0,2,2,1
1212,1,21,2,4,3,1,1,3,2,0
1213,1,31,4,4,0,0,0,2,4,0
1214,2,42,4,4,4,1,1,3,4,0
1215,2,35,4,4,3,1,1,1,4,0
1216,2,31,4,4,4,1,1,3,3,0
1217,2,42,4,4,6,1,1,1,3,0
1218,2,49,3,4,4,1,1,3,4,0
1219,2,21,4,4,1,1,1,1,3,0
1220,2,28,3,4,3,1,1,1,4,0
1221,2,22,4,4,1,1,1,1,3,0
1222,2,36,4,4,3,1,0,1,4,0
1223,2,45,2,2,9,1,1,3,3,0
1224,2,40,4,4,4,1,1,1,4,0
1225,2,30,2,2,7,1,1,3,4,0
1226,2,35,4,4,5,1,0,1,4,0
1227,2,26,2,4,2,1,1,1,4,0
1228,2,45,4,4,3,1,1,1,4,0
1229,2,27,3,3,2,1,1,3,4,0
1230,2,32,4,4,4,1,1,1,2,0
1231,2,27,4,4,3,1,1,1,3,0
1232,2,28,4,4,2,0,1,1,4,0
1233,2,30,4,4,3,1,1,2,1,0
1234,2,34,4,4,4,1,1,2,4,0
1235,2,26,3,4,3,1,1,2,3,0
1236,2,44,1,4,2,1,1,1,3,0
1237,2,29,4,4,3,1,1,1,4,0
1238,2,26,3,4,2,1,1,3,3,0
1239,2,41,4,4,8,1,1,1,4,0
1240,2,32,3,3,4,1,0,3,3,0
1241,2,23,3,1,1,1,0,3,3,0
1242,2,38,2,3,4,1,1,1,2,0
1243,2,22,4,4,1,1,0,2,2,0
