,housing_cat,other_parties_cat,credit_history_cat,num_dependents_num,job_cat,other_payment_plans_cat,existing_credits_num,purpose_cat,duration_num,savings_status_cat
327,own,none,existing paid,2.0,skilled,none,1.0,new car,24.0,>=1000
328,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,36.0,<100
329,own,none,existing paid,2.0,skilled,none,1.0,radio/tv,6.0,<100
330,for free,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,none,2.0,used car,24.0,<100
331,own,none,critical/other existing credit,1.0,skilled,none,2.0,education,18.0,100<=X<500
332,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,new car,60.0,100<=X<500
333,rent,none,critical/other existing credit,1.0,unskilled resident,bank,2.0,used car,48.0,100<=X<500
334,rent,none,no credits/all paid,2.0,skilled,bank,2.0,furniture/equipment,24.0,<100
335,rent,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,none,1.0,furniture/equipment,6.0,<100
336,own,guarantor,existing paid,1.0,unskilled resident,none,1.0,radio/tv,13.0,<100
337,rent,none,existing paid,1.0,skilled,none,1.0,domestic appliance,15.0,no known savings
338,own,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,24.0,<100
339,own,none,existing paid,1.0,unskilled resident,none,1.0,furniture/equipment,10.0,<100
340,for free,none,critical/other existing credit,1.0,skilled,none,2.0,education,24.0,<100
341,rent,none,existing paid,1.0,unskilled resident,none,1.0,furniture/equipment,21.0,<100
342,rent,none,existing paid,1.0,skilled,none,1.0,radio/tv,18.0,500<=X<1000
343,own,co applicant,existing paid,1.0,high qualif/self emp/mgmt,bank,1.0,business,18.0,<100
344,own,guarantor,existing paid,2.0,unskilled resident,none,1.0,new car,10.0,<100
345,own,none,critical/other existing credit,1.0,unskilled resident,none,1.0,radio/tv,15.0,<100
346,own,guarantor,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,13.0,<100
347,rent,none,existing paid,1.0,unemp/unskilled non res,none,1.0,radio/tv,24.0,500<=X<1000
348,own,none,delayed previously,1.0,unskilled resident,none,2.0,business,6.0,100<=X<500
349,for free,none,critical/other existing credit,2.0,skilled,none,2.0,education,9.0,>=1000
350,rent,none,existing paid,1.0,skilled,none,1.0,domestic appliance,9.0,<100
351,own,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,9.0,<100
352,own,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,none,1.0,used car,18.0,no known savings
353,rent,none,no credits/all paid,1.0,skilled,none,2.0,radio/tv,12.0,<100
354,for free,none,existing paid,1.0,skilled,none,1.0,education,10.0,500<=X<1000
355,own,none,existing paid,1.0,unskilled resident,stores,1.0,new car,24.0,<100
356,own,co applicant,critical/other existing credit,1.0,skilled,none,1.0,radio/tv,12.0,no known savings
357,own,none,delayed previously,1.0,high qualif/self emp/mgmt,none,2.0,radio/tv,36.0,<100
358,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,12.0,<100
359,rent,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,30.0,<100
360,for free,none,existing paid,1.0,skilled,none,1.0,education,18.0,no known savings
361,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,radio/tv,12.0,no known savings
362,own,none,delayed previously,1.0,skilled,stores,2.0,new car,12.0,<100
363,rent,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,6.0,<100
364,own,none,existing paid,1.0,unemp/unskilled non res,none,1.0,furniture/equipment,18.0,<100
365,own,none,existing paid,1.0,skilled,none,1.0,business,12.0,<100
366,own,none,critical/other existing credit,1.0,skilled,none,2.0,used car,18.0,<100
367,rent,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,18.0,<100
368,own,none,existing paid,2.0,skilled,none,1.0,furniture/equipment,36.0,<100
369,rent,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,18.0,<100
370,own,none,existing paid,1.0,skilled,none,1.0,new car,36.0,no known savings
371,own,none,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,18.0,<100
372,rent,none,critical/other existing credit,1.0,skilled,none,2.0,furniture/equipment,10.0,<100
373,for free,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,bank,1.0,new car,60.0,no known savings
374,for free,none,all paid,1.0,high qualif/self emp/mgmt,bank,2.0,other,60.0,100<=X<500
375,rent,guarantor,all paid,1.0,skilled,none,1.0,business,48.0,<100
376,own,none,delayed previously,1.0,skilled,none,2.0,radio/tv,18.0,<100
377,for free,none,delayed previously,1.0,skilled,none,1.0,radio/tv,7.0,no known savings
378,for free,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,new car,36.0,<100
379,own,none,critical/other existing credit,1.0,unskilled resident,none,2.0,new car,6.0,100<=X<500
380,own,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,20.0,no known savings
381,for free,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,used car,18.0,<100
382,rent,none,existing paid,1.0,skilled,none,1.0,new car,22.0,no known savings
383,own,none,existing paid,1.0,skilled,none,1.0,new car,12.0,<100
384,own,none,delayed previously,1.0,unskilled resident,none,2.0,business,30.0,100<=X<500
385,own,none,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,18.0,<100
386,rent,none,existing paid,1.0,skilled,none,1.0,radio/tv,18.0,no known savings
387,own,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,stores,2.0,furniture/equipment,18.0,<100
388,own,none,critical/other existing credit,1.0,skilled,bank,1.0,business,15.0,500<=X<1000
389,own,none,existing paid,1.0,skilled,none,2.0,business,9.0,<100
390,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,new car,18.0,<100
391,rent,none,existing paid,1.0,unskilled resident,none,1.0,furniture/equipment,12.0,>=1000
392,for free,none,existing paid,2.0,high qualif/self emp/mgmt,bank,1.0,new car,36.0,<100
393,own,none,critical/other existing credit,1.0,skilled,none,1.0,radio/tv,6.0,<100
394,own,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,none,1.0,furniture/equipment,9.0,<100
395,rent,none,delayed previously,1.0,skilled,none,1.0,education,39.0,100<=X<500
396,for free,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,furniture/equipment,12.0,<100
397,own,none,critical/other existing credit,1.0,skilled,none,2.0,furniture/equipment,36.0,<100
398,rent,none,existing paid,1.0,skilled,none,2.0,new car,12.0,<100
399,own,none,critical/other existing credit,1.0,unskilled resident,none,2.0,radio/tv,24.0,>=1000
400,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,18.0,<100
401,own,none,critical/other existing credit,1.0,skilled,bank,2.0,business,18.0,no known savings
402,own,none,delayed previously,1.0,skilled,bank,2.0,business,24.0,<100
403,own,none,delayed previously,1.0,unskilled resident,none,2.0,new car,14.0,<100
404,own,none,delayed previously,2.0,skilled,none,1.0,new car,18.0,no known savings
405,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,24.0,<100
406,own,none,critical/other existing credit,2.0,skilled,none,2.0,used car,24.0,no known savings
407,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,15.0,<100
408,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,radio/tv,24.0,500<=X<1000
409,own,none,critical/other existing credit,1.0,skilled,none,3.0,new car,12.0,500<=X<1000
410,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,24.0,<100
411,own,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,none,2.0,used car,33.0,<100
412,own,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,stores,2.0,business,12.0,<100
413,rent,none,existing paid,2.0,unskilled resident,none,1.0,new car,10.0,500<=X<1000
414,own,none,existing paid,1.0,skilled,none,1.0,new car,24.0,no known savings
415,own,none,critical/other existing credit,2.0,skilled,none,2.0,used car,36.0,<100
416,own,none,existing paid,2.0,unskilled resident,none,1.0,new car,12.0,<100
417,rent,none,delayed previously,1.0,skilled,none,2.0,education,18.0,no known savings
418,own,none,existing paid,1.0,high qualif/self emp/mgmt,bank,1.0,new car,21.0,500<=X<1000
419,own,none,existing paid,1.0,skilled,none,1.0,new car,18.0,no known savings
420,rent,none,existing paid,1.0,skilled,none,1.0,new car,15.0,>=1000
421,own,none,existing paid,1.0,skilled,none,1.0,used car,12.0,no known savings
422,own,none,critical/other existing credit,2.0,unskilled resident,none,2.0,new car,12.0,<100
423,own,none,delayed previously,1.0,high qualif/self emp/mgmt,none,2.0,furniture/equipment,21.0,100<=X<500
424,own,none,existing paid,1.0,skilled,bank,1.0,furniture/equipment,12.0,no known savings
425,rent,none,existing paid,1.0,skilled,none,1.0,used car,18.0,<100
426,own,none,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,28.0,<100
427,own,none,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,18.0,>=1000
428,own,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,9.0,<100
429,for free,none,critical/other existing credit,2.0,unemp/unskilled non res,none,3.0,repairs,18.0,<100
430,own,none,existing paid,1.0,unskilled resident,none,1.0,business,5.0,<100
431,own,co applicant,existing paid,1.0,high qualif/self emp/mgmt,bank,2.0,other,24.0,<100
432,for free,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,none,3.0,furniture/equipment,6.0,<100
433,own,none,critical/other existing credit,1.0,skilled,none,2.0,repairs,24.0,<100
434,own,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,9.0,<100
435,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,12.0,no known savings
436,rent,none,existing paid,1.0,unskilled resident,none,1.0,repairs,6.0,500<=X<1000
437,own,none,critical/other existing credit,1.0,skilled,none,2.0,new car,24.0,>=1000
438,own,co applicant,critical/other existing credit,1.0,unemp/unskilled non res,none,2.0,repairs,42.0,<100
439,own,none,all paid,1.0,unemp/unskilled non res,none,1.0,business,12.0,<100
440,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,new car,12.0,<100
441,own,co applicant,existing paid,1.0,skilled,none,1.0,furniture/equipment,12.0,<100
442,own,none,delayed previously,1.0,skilled,bank,2.0,other,20.0,<100
443,own,none,existing paid,2.0,unskilled resident,bank,1.0,education,12.0,<100
444,own,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,none,1.0,furniture/equipment,48.0,<100
445,rent,none,critical/other existing credit,1.0,unskilled resident,none,2.0,education,9.0,no known savings
446,own,none,existing paid,1.0,skilled,none,1.0,new car,36.0,<100
447,own,guarantor,existing paid,1.0,skilled,none,1.0,radio/tv,7.0,<100
448,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,furniture/equipment,12.0,no known savings
449,own,none,delayed previously,1.0,skilled,stores,2.0,repairs,15.0,>=1000
450,own,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,none,1.0,used car,36.0,no known savings
451,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,6.0,<100
452,own,none,no credits/all paid,1.0,skilled,none,2.0,furniture/equipment,12.0,<100
453,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,used car,24.0,<100
454,own,co applicant,existing paid,1.0,skilled,none,1.0,new car,24.0,<100
455,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,used car,24.0,<100
456,rent,none,critical/other existing credit,2.0,skilled,none,2.0,new car,11.0,<100
457,for free,none,existing paid,1.0,skilled,none,1.0,used car,12.0,<100
458,own,none,existing paid,1.0,skilled,none,1.0,domestic appliance,6.0,<100
459,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,18.0,<100
460,own,guarantor,existing paid,2.0,skilled,none,1.0,furniture/equipment,36.0,<100
461,own,none,existing paid,1.0,skilled,none,1.0,new car,15.0,<100
462,rent,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,furniture/equipment,12.0,<100
463,own,none,existing paid,1.0,skilled,none,2.0,retraining,12.0,no known savings
464,own,none,existing paid,1.0,skilled,stores,2.0,business,18.0,<100
465,own,guarantor,existing paid,2.0,skilled,bank,1.0,used car,24.0,<100
466,rent,none,delayed previously,1.0,unskilled resident,none,1.0,radio/tv,24.0,<100
467,own,none,delayed previously,2.0,skilled,bank,2.0,radio/tv,48.0,no known savings
468,own,none,delayed previously,1.0,skilled,none,2.0,business,33.0,<100
469,own,none,delayed previously,1.0,unskilled resident,none,2.0,used car,24.0,<100
470,rent,none,existing paid,1.0,skilled,none,1.0,radio/tv,24.0,100<=X<500
471,own,none,existing paid,1.0,skilled,none,1.0,education,6.0,<100
472,own,none,existing paid,1.0,unskilled resident,none,1.0,new car,9.0,<100
473,own,none,existing paid,2.0,high qualif/self emp/mgmt,none,1.0,retraining,6.0,no known savings
474,own,none,critical/other existing credit,1.0,skilled,none,1.0,radio/tv,18.0,<100
475,rent,none,no credits/all paid,1.0,skilled,none,1.0,furniture/equipment,18.0,<100
476,own,none,existing paid,1.0,skilled,none,1.0,used car,39.0,500<=X<1000
477,own,none,existing paid,1.0,skilled,bank,1.0,radio/tv,24.0,<100
478,own,none,existing paid,1.0,unskilled resident,none,1.0,business,12.0,100<=X<500
479,own,none,critical/other existing credit,2.0,skilled,none,2.0,furniture/equipment,15.0,<100
480,own,none,critical/other existing credit,1.0,unskilled resident,none,1.0,radio/tv,12.0,<100
481,own,none,existing paid,1.0,skilled,none,1.0,new car,24.0,<100
482,rent,none,existing paid,1.0,skilled,none,2.0,furniture/equipment,30.0,>=1000
483,own,none,delayed previously,1.0,skilled,none,2.0,furniture/equipment,15.0,>=1000
484,own,none,critical/other existing credit,1.0,skilled,none,1.0,new car,12.0,500<=X<1000
485,own,none,delayed previously,1.0,high qualif/self emp/mgmt,none,1.0,new car,6.0,<100
486,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,12.0,<100
487,for free,co applicant,existing paid,1.0,skilled,none,1.0,new car,24.0,<100
488,rent,none,existing paid,1.0,unskilled resident,none,1.0,new car,10.0,100<=X<500
489,rent,guarantor,existing paid,1.0,skilled,none,1.0,new car,6.0,<100
490,own,none,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,12.0,<100
491,for free,none,no credits/all paid,1.0,high qualif/self emp/mgmt,none,2.0,business,27.0,<100
492,own,none,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,6.0,100<=X<500
493,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,6.0,no known savings
494,rent,none,critical/other existing credit,2.0,unskilled resident,none,2.0,new car,12.0,<100
495,own,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,24.0,no known savings
496,rent,co applicant,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,furniture/equipment,36.0,100<=X<500
497,own,none,critical/other existing credit,1.0,skilled,none,2.0,furniture/equipment,24.0,<100
498,own,guarantor,existing paid,1.0,unskilled resident,none,1.0,radio/tv,18.0,<100
499,own,none,critical/other existing credit,2.0,skilled,none,2.0,new car,6.0,100<=X<500
500,own,none,existing paid,1.0,skilled,none,1.0,new car,24.0,<100
501,for free,none,existing paid,2.0,skilled,none,1.0,used car,36.0,<100
502,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,9.0,100<=X<500
503,own,none,critical/other existing credit,2.0,skilled,bank,2.0,radio/tv,24.0,100<=X<500
504,rent,none,existing paid,1.0,skilled,none,1.0,new car,24.0,<100
505,own,guarantor,existing paid,1.0,unskilled resident,none,1.0,new car,10.0,no known savings
506,own,none,critical/other existing credit,1.0,skilled,none,1.0,used car,15.0,500<=X<1000
507,own,none,all paid,2.0,high qualif/self emp/mgmt,none,1.0,new car,15.0,100<=X<500
508,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,24.0,<100
509,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,used car,39.0,100<=X<500
510,own,none,existing paid,1.0,skilled,none,1.0,new car,12.0,<100
511,for free,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,used car,36.0,<100
512,rent,none,existing paid,1.0,skilled,none,1.0,business,15.0,<100
513,rent,co applicant,delayed previously,1.0,skilled,none,2.0,radio/tv,12.0,<100
514,own,none,existing paid,1.0,skilled,none,1.0,new car,24.0,no known savings
515,own,none,critical/other existing credit,1.0,skilled,none,2.0,new car,6.0,<100
516,own,none,critical/other existing credit,2.0,unskilled resident,none,1.0,new car,6.0,<100
517,rent,none,critical/other existing credit,1.0,skilled,none,2.0,furniture/equipment,36.0,<100
518,own,none,existing paid,1.0,skilled,none,1.0,new car,6.0,100<=X<500
519,for free,none,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,6.0,no known savings
520,for free,none,critical/other existing credit,1.0,skilled,none,2.0,repairs,24.0,<100
521,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,18.0,<100
522,for free,none,no credits/all paid,2.0,skilled,none,2.0,furniture/equipment,48.0,<100
523,own,none,existing paid,1.0,skilled,none,1.0,used car,24.0,100<=X<500
524,own,guarantor,existing paid,2.0,unskilled resident,none,1.0,radio/tv,18.0,<100
525,own,none,existing paid,1.0,skilled,none,2.0,used car,26.0,<100
526,own,none,critical/other existing credit,1.0,skilled,none,1.0,education,15.0,100<=X<500
527,own,none,critical/other existing credit,2.0,unskilled resident,none,2.0,radio/tv,4.0,<100
528,rent,none,existing paid,1.0,skilled,none,1.0,radio/tv,36.0,<100
529,own,none,existing paid,2.0,unskilled resident,none,1.0,new car,6.0,<100
530,own,none,existing paid,2.0,skilled,none,2.0,education,36.0,<100
531,rent,none,existing paid,1.0,skilled,none,2.0,new car,15.0,100<=X<500
532,rent,none,delayed previously,1.0,skilled,none,1.0,used car,12.0,<100
533,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,24.0,100<=X<500
534,own,none,existing paid,1.0,skilled,none,2.0,radio/tv,24.0,no known savings
535,rent,none,critical/other existing credit,1.0,skilled,none,1.0,education,21.0,<100
536,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,new car,6.0,no known savings
537,own,none,critical/other existing credit,1.0,skilled,none,1.0,furniture/equipment,18.0,<100
538,for free,none,existing paid,1.0,high qualif/self emp/mgmt,bank,1.0,new car,48.0,<100
539,own,none,existing paid,1.0,unskilled resident,stores,1.0,furniture/equipment,18.0,<100
540,rent,none,existing paid,1.0,skilled,none,1.0,radio/tv,12.0,<100
541,for free,none,delayed previously,1.0,skilled,none,2.0,new car,24.0,<100
542,own,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,30.0,no known savings
543,own,none,existing paid,2.0,unskilled resident,none,1.0,furniture/equipment,18.0,<100
544,own,none,critical/other existing credit,1.0,unskilled resident,none,2.0,new car,12.0,<100
545,for free,none,delayed previously,2.0,skilled,none,2.0,new car,24.0,<100
546,own,none,critical/other existing credit,1.0,skilled,none,1.0,new car,24.0,<100
547,own,none,existing paid,2.0,skilled,bank,1.0,radio/tv,24.0,<100
548,own,none,all paid,1.0,unskilled resident,bank,1.0,radio/tv,12.0,<100
549,for free,none,critical/other existing credit,1.0,skilled,none,2.0,used car,48.0,no known savings
550,own,none,critical/other existing credit,1.0,skilled,none,2.0,repairs,12.0,no known savings
551,own,none,all paid,2.0,unskilled resident,bank,1.0,radio/tv,6.0,500<=X<1000
552,own,guarantor,existing paid,1.0,skilled,none,2.0,radio/tv,48.0,<100
553,own,none,critical/other existing credit,1.0,skilled,none,1.0,new car,12.0,100<=X<500
554,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,2.0,education,9.0,<100
555,own,none,existing paid,1.0,skilled,stores,1.0,radio/tv,12.0,<100
556,own,none,no credits/all paid,1.0,skilled,none,2.0,new car,18.0,100<=X<500
557,own,none,no credits/all paid,1.0,skilled,bank,2.0,new car,21.0,no known savings
558,own,none,all paid,1.0,skilled,bank,1.0,furniture/equipment,24.0,<100
559,own,none,critical/other existing credit,1.0,unskilled resident,none,2.0,furniture/equipment,18.0,<100
560,for free,none,existing paid,2.0,skilled,bank,1.0,used car,24.0,no known savings
561,rent,guarantor,all paid,1.0,unskilled resident,bank,1.0,radio/tv,24.0,<100
562,own,none,delayed previously,1.0,skilled,bank,1.0,radio/tv,6.0,<100
563,for free,none,existing paid,1.0,skilled,none,1.0,new car,36.0,no known savings
564,own,none,delayed previously,1.0,high qualif/self emp/mgmt,bank,2.0,business,24.0,no known savings
565,rent,none,delayed previously,1.0,skilled,none,2.0,radio/tv,24.0,100<=X<500
566,own,none,existing paid,1.0,skilled,none,1.0,new car,12.0,<100
567,own,none,critical/other existing credit,1.0,skilled,none,1.0,radio/tv,24.0,>=1000
568,own,none,existing paid,2.0,skilled,none,2.0,radio/tv,48.0,no known savings
569,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,48.0,<100
570,rent,none,existing paid,1.0,unskilled resident,none,1.0,furniture/equipment,24.0,<100
571,own,co applicant,critical/other existing credit,1.0,skilled,none,1.0,radio/tv,30.0,<100
572,rent,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,used car,24.0,no known savings
573,own,none,existing paid,1.0,unskilled resident,none,1.0,business,15.0,<100
574,own,none,existing paid,1.0,unskilled resident,none,2.0,radio/tv,9.0,<100
575,own,co applicant,critical/other existing credit,1.0,skilled,bank,2.0,furniture/equipment,15.0,<100
576,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,12.0,<100
577,own,none,critical/other existing credit,1.0,skilled,none,2.0,education,24.0,no known savings
578,own,none,critical/other existing credit,1.0,skilled,none,2.0,new car,36.0,<100
579,own,none,existing paid,1.0,unskilled resident,none,2.0,retraining,24.0,<100
580,own,guarantor,critical/other existing credit,1.0,skilled,bank,2.0,new car,18.0,<100
581,own,none,critical/other existing credit,2.0,unskilled resident,bank,2.0,new car,12.0,<100
582,rent,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,9.0,<100
583,rent,none,existing paid,1.0,unskilled resident,none,1.0,repairs,36.0,<100
584,for free,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,new car,12.0,no known savings
585,rent,none,existing paid,1.0,skilled,bank,1.0,furniture/equipment,18.0,<100
586,rent,none,critical/other existing credit,2.0,skilled,none,2.0,new car,9.0,<100
587,own,guarantor,existing paid,1.0,unskilled resident,none,1.0,furniture/equipment,12.0,<100
588,own,none,existing paid,1.0,unskilled resident,none,1.0,domestic appliance,18.0,<100
589,own,none,critical/other existing credit,1.0,skilled,none,2.0,furniture/equipment,12.0,<100
590,own,none,critical/other existing credit,1.0,unskilled resident,none,4.0,radio/tv,12.0,<100
591,rent,none,delayed previously,1.0,skilled,none,2.0,new car,24.0,no known savings
592,own,none,existing paid,1.0,unskilled resident,bank,1.0,business,21.0,>=1000
593,rent,none,existing paid,1.0,unskilled resident,none,1.0,new car,24.0,<100
594,own,none,all paid,1.0,high qualif/self emp/mgmt,stores,1.0,other,24.0,no known savings
595,own,none,all paid,1.0,unskilled resident,stores,1.0,new car,6.0,100<=X<500
596,rent,none,existing paid,1.0,skilled,none,2.0,new car,24.0,<100
597,own,none,no credits/all paid,1.0,unskilled resident,none,3.0,business,24.0,<100
598,own,none,critical/other existing credit,1.0,skilled,bank,2.0,new car,18.0,<100
599,for free,none,delayed previously,1.0,skilled,none,1.0,business,24.0,<100
600,own,guarantor,existing paid,1.0,skilled,none,1.0,radio/tv,7.0,<100
601,own,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,9.0,<100
602,for free,none,all paid,1.0,unskilled resident,bank,1.0,education,24.0,<100
603,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,furniture/equipment,36.0,<100
604,own,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,10.0,<100
605,own,none,all paid,1.0,skilled,stores,1.0,furniture/equipment,24.0,500<=X<1000
606,own,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,none,1.0,business,24.0,<100
607,for free,co applicant,existing paid,1.0,skilled,none,1.0,radio/tv,36.0,100<=X<500
608,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,18.0,<100
609,for free,none,existing paid,2.0,skilled,bank,1.0,used car,15.0,no known savings
610,own,none,existing paid,1.0,skilled,none,1.0,domestic appliance,12.0,100<=X<500
611,for free,none,existing paid,2.0,unskilled resident,none,1.0,new car,10.0,100<=X<500
612,own,none,existing paid,1.0,skilled,bank,1.0,radio/tv,21.0,>=1000
613,rent,guarantor,all paid,1.0,skilled,bank,1.0,used car,24.0,<100
614,own,none,delayed previously,1.0,skilled,none,1.0,furniture/equipment,18.0,<100
615,own,none,no credits/all paid,1.0,high qualif/self emp/mgmt,bank,1.0,business,48.0,no known savings
616,for free,none,delayed previously,1.0,high qualif/self emp/mgmt,none,1.0,radio/tv,60.0,no known savings
617,rent,none,critical/other existing credit,2.0,skilled,none,3.0,new car,6.0,<100
618,rent,co applicant,existing paid,1.0,skilled,none,1.0,furniture/equipment,30.0,100<=X<500
619,own,none,existing paid,1.0,unskilled resident,none,1.0,new car,12.0,<100
620,own,none,critical/other existing credit,1.0,skilled,none,2.0,business,21.0,<100
621,own,none,critical/other existing credit,1.0,skilled,bank,2.0,new car,18.0,<100
622,own,none,existing paid,1.0,skilled,bank,1.0,business,48.0,no known savings
623,rent,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,12.0,<100
624,for free,none,existing paid,1.0,skilled,none,2.0,radio/tv,18.0,<100
625,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,15.0,no known savings
626,own,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,6.0,<100
627,own,none,all paid,1.0,skilled,none,1.0,new car,9.0,100<=X<500
628,own,none,critical/other existing credit,1.0,skilled,none,2.0,furniture/equipment,42.0,500<=X<1000
629,own,none,existing paid,1.0,unskilled resident,none,1.0,education,9.0,no known savings
630,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,24.0,<100
631,own,none,all paid,1.0,skilled,bank,1.0,furniture/equipment,18.0,<100
632,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,15.0,no known savings
633,rent,co applicant,existing paid,1.0,skilled,none,2.0,furniture/equipment,9.0,<100
634,own,none,existing paid,1.0,unskilled resident,none,1.0,new car,24.0,<100
635,own,none,existing paid,2.0,skilled,bank,3.0,education,12.0,<100
636,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,24.0,500<=X<1000
637,own,none,delayed previously,1.0,skilled,none,2.0,radio/tv,60.0,<100
638,own,none,existing paid,2.0,skilled,none,1.0,radio/tv,12.0,<100
639,own,none,delayed previously,2.0,skilled,bank,2.0,radio/tv,42.0,<100
640,own,none,existing paid,1.0,unemp/unskilled non res,none,1.0,education,18.0,<100
641,own,none,existing paid,1.0,unskilled resident,none,2.0,repairs,15.0,<100
642,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,education,15.0,100<=X<500
643,own,guarantor,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,24.0,<100
644,own,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,none,2.0,radio/tv,18.0,<100
645,rent,none,delayed previously,1.0,skilled,none,2.0,business,36.0,no known savings
646,own,guarantor,no credits/all paid,1.0,skilled,none,2.0,furniture/equipment,30.0,<100
647,own,none,existing paid,1.0,skilled,none,1.0,new car,12.0,500<=X<1000
648,for free,none,existing paid,2.0,skilled,bank,1.0,new car,24.0,<100
649,rent,none,existing paid,2.0,unskilled resident,none,1.0,education,12.0,<100
650,for free,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,education,48.0,<100
651,own,none,existing paid,1.0,unskilled resident,none,1.0,furniture/equipment,12.0,<100
652,own,co applicant,existing paid,1.0,skilled,none,1.0,new car,24.0,<100
653,own,none,delayed previously,1.0,high qualif/self emp/mgmt,none,4.0,new car,36.0,100<=X<500
654,own,none,critical/other existing credit,1.0,skilled,none,2.0,used car,24.0,<100
655,for free,none,existing paid,1.0,skilled,none,1.0,new car,14.0,<100
656,own,none,existing paid,2.0,unskilled resident,bank,1.0,new car,12.0,<100
657,own,none,existing paid,1.0,skilled,stores,1.0,radio/tv,48.0,no known savings
