,lenght_num,area_num,eccen_num,blackand_num,height_num,p_and_num
766,14,14,14.0,14,1,1.0
767,45,45,45.0,45,1,1.0
768,39,351,4.333,324,9,0.923
769,21,189,2.333,181,9,0.958
770,97,970,9.7,807,10,0.832
771,36,324,4.0,307,9,0.948
772,300,7500,12.0,531,25,0.071
773,49,490,4.9,460,10,0.939
774,50,100,25.0,51,2,0.51
775,79,711,8.778,621,9,0.873
776,24,216,2.667,196,9,0.907
777,37,333,4.111,299,9,0.898
778,21,189,2.333,171,9,0.905
779,81,729,9.0,629,9,0.863
780,67,670,6.7,499,10,0.745
781,32,256,4.0,230,8,0.898
782,11,77,1.571,43,7,0.558
783,99,891,11.0,714,9,0.801
784,12,108,1.333,108,9,1.0
785,64,576,7.111,485,9,0.842
786,94,1034,8.545,625,11,0.604
787,2,24,0.167,16,12,0.667
788,99,891,11.0,736,9,0.826
789,83,996,6.917,753,12,0.756
790,12,96,1.5,96,8,1.0
791,54,432,6.75,383,8,0.887
792,95,855,10.556,726,9,0.849
793,12,108,1.333,108,9,1.0
794,64,576,7.111,530,9,0.92
795,101,1111,9.182,943,11,0.849
796,82,902,7.455,734,11,0.814
797,73,876,6.083,651,12,0.743
798,98,980,9.8,765,10,0.781
799,81,729,9.0,597,9,0.819
800,27,243,3.0,231,9,0.951
801,47,423,5.222,399,9,0.943
802,32,288,3.556,286,9,0.993
803,75,675,8.333,632,9,0.936
804,27,324,2.25,291,12,0.898
805,43,516,3.583,409,12,0.793
806,61,732,5.083,546,12,0.746
807,19,190,1.9,159,10,0.837
808,204,408,102.0,278,2,0.681
809,29,290,2.9,166,10,0.572
810,65,585,7.222,527,9,0.901
811,36,324,4.0,306,9,0.944
812,21,189,2.333,153,9,0.81
813,7,56,0.875,24,8,0.429
814,100,1000,10.0,924,10,0.924
815,32,288,3.556,199,9,0.691
816,83,747,9.222,630,9,0.843
817,101,1010,10.1,864,10,0.855
818,118,1416,9.833,991,12,0.7
819,126,1260,12.6,1103,10,0.875
820,86,774,9.556,586,9,0.757
821,116,1276,10.545,1026,11,0.804
822,43,387,4.778,369,9,0.953
823,46,368,5.75,345,8,0.938
824,41,328,5.125,320,8,0.976
825,44,440,4.4,405,10,0.92
826,45,405,5.0,374,9,0.923
827,42,378,4.667,346,9,0.915
828,35,35,35.0,35,1,1.0
829,455,8645,23.947,821,19,0.095
830,43,344,5.375,319,8,0.927
831,301,4214,21.5,2378,14,0.564
832,35,245,5.0,221,7,0.902
833,123,1107,13.667,994,9,0.898
834,142,852,23.667,147,6,0.173
835,30,7830,0.115,701,261,0.09
836,130,1300,13.0,1069,10,0.822
837,14,14,14.0,14,1,1.0
838,3,24,0.375,16,8,0.667
839,5,40,0.625,36,8,0.9
840,14,112,1.75,105,8,0.938
841,50,400,6.25,320,8,0.8
842,3,24,0.375,16,8,0.667
843,23,184,2.875,184,8,1.0
844,15,120,1.875,82,8,0.683
845,14,112,1.75,72,8,0.643
846,2,12,0.333,12,6,1.0
847,21,168,2.625,128,8,0.762
848,6,42,0.857,32,7,0.762
849,2,14,0.286,13,7,0.929
850,3,24,0.375,17,8,0.708
851,14,98,2.0,97,7,0.99
852,59,472,7.375,326,8,0.691
853,121,847,17.286,547,7,0.646
854,9,99,0.818,68,11,0.687
855,8,80,0.8,80,10,1.0
856,7,70,0.7,30,10,0.429
857,8,80,0.8,80,10,1.0
858,8,80,0.8,80,10,1.0
859,9,90,0.9,59,10,0.656
860,8,80,0.8,71,10,0.888
861,69,69,69.0,69,1,1.0
862,38,380,3.8,337,10,0.887
863,36,324,4.0,272,9,0.84
864,97,970,9.7,800,10,0.825
865,21,168,2.625,168,8,1.0
866,49,441,5.444,424,9,0.961
867,148,148,148.0,148,1,1.0
868,20,180,2.222,175,9,0.972
869,36,324,4.0,261,9,0.806
870,21,189,2.333,155,9,0.82
871,80,720,8.889,658,9,0.914
872,11,99,1.222,99,9,1.0
873,50,450,5.556,322,9,0.716
874,33,297,3.667,232,9,0.781
875,83,664,10.375,624,8,0.94
876,11,88,1.375,88,8,1.0
877,63,567,7.0,441,9,0.778
878,74,814,6.727,511,11,0.628
879,17,136,2.125,89,8,0.654
880,84,672,10.5,641,8,0.954
881,12,108,1.333,97,9,0.898
882,82,656,10.25,551,8,0.84
883,53,424,6.625,379,8,0.894
884,84,840,8.4,753,10,0.896
885,12,108,1.333,108,9,1.0
886,63,567,7.0,515,9,0.908
887,101,1111,9.182,856,11,0.77
888,83,664,10.375,650,8,0.979
889,72,864,6.0,674,12,0.78
890,97,873,10.778,753,9,0.863
891,83,664,10.375,634,8,0.955
892,26,234,2.889,223,9,0.953
893,46,414,5.111,361,9,0.872
894,83,747,9.222,561,9,0.751
895,33,264,4.125,257,8,0.973
896,26,286,2.364,254,11,0.888
897,43,473,3.909,366,11,0.774
898,62,682,5.636,481,11,0.705
899,18,144,2.25,144,8,1.0
900,76,608,9.5,549,8,0.903
901,6,48,0.75,31,8,0.646
902,84,84,84.0,84,1,1.0
903,73,73,73.0,73,1,1.0
904,64,640,6.4,569,10,0.889
905,36,324,4.0,304,9,0.938
906,8,64,1.0,43,8,0.672
907,21,168,2.625,130,8,0.774
908,99,891,11.0,847,9,0.951
909,83,747,9.222,561,9,0.751
910,32,288,3.556,194,9,0.674
911,100,1000,10.0,846,10,0.846
912,118,1180,11.8,879,10,0.745
913,126,1134,14.0,1081,9,0.953
914,86,774,9.556,524,9,0.677
915,116,1160,11.6,925,10,0.797
916,43,344,5.375,328,8,0.953
917,47,423,5.222,369,9,0.872
918,40,320,5.0,319,8,0.997
919,43,387,4.778,348,9,0.899
920,46,368,5.75,341,8,0.927
921,42,336,5.25,329,8,0.979
922,2,42,0.095,31,21,0.738
923,41,328,5.125,316,8,0.963
924,70,2660,1.842,165,38,0.062
925,342,5130,22.8,2810,15,0.548
926,123,1107,13.667,1103,9,0.996
927,147,147,147.0,147,1,1.0
928,131,1310,13.1,1121,10,0.856
929,17,17,17.0,17,1,1.0
930,1,9,0.111,9,9,1.0
931,89,979,8.091,691,11,0.706
932,31,310,3.1,252,10,0.813
933,230,2760,19.167,1572,12,0.57
934,43,301,6.143,243,7,0.807
935,172,6192,4.778,2086,36,0.337
936,72,1584,3.273,1343,22,0.848
937,76,684,8.444,544,9,0.795
938,190,1330,27.143,1126,7,0.847
939,71,568,8.875,492,8,0.866
940,71,568,8.875,489,8,0.861
941,116,1508,8.923,992,13,0.658
942,93,837,10.333,749,9,0.895
943,109,981,12.111,832,9,0.848
944,64,512,8.0,439,8,0.857
945,133,1197,14.778,859,9,0.718
946,100,600,16.667,493,6,0.822
947,49,343,7.0,220,7,0.641
948,43,258,7.167,178,6,0.69
949,29,174,4.833,152,6,0.874
950,48,480,4.8,365,10,0.76
951,35,350,3.5,290,10,0.829
952,37,333,4.111,321,9,0.964
953,85,1105,6.538,700,13,0.633
954,217,2821,16.692,1934,13,0.686
955,487,6331,37.462,3988,13,0.63
956,440,5720,33.846,3983,13,0.696
957,168,2016,14.0,1449,12,0.719
958,1,26,0.038,26,26,1.0
959,65,845,5.0,572,13,0.677
960,1,13,0.077,13,13,1.0
961,1,17,0.059,17,17,1.0
962,121,1210,12.1,1056,10,0.873
963,118,1416,9.833,1028,12,0.726
964,1,11,0.091,11,11,1.0
965,106,1378,8.154,948,13,0.688
966,9,63,1.286,15,7,0.238
967,72,2664,1.946,685,37,0.257
968,1,13,0.077,13,13,1.0
969,34,306,3.778,259,9,0.846
970,1,14,0.071,14,14,1.0
971,6,12,3.0,12,2,1.0
972,1,23,0.043,23,23,1.0
973,108,1080,10.8,806,10,0.746
974,185,1480,23.125,975,8,0.659
975,39,195,7.8,172,5,0.882
976,1,13,0.077,13,13,1.0
977,116,812,16.571,640,7,0.788
978,89,534,14.833,422,6,0.79
979,46,322,6.571,310,7,0.963
980,29,203,4.143,165,7,0.813
981,172,1032,28.667,936,6,0.907
982,17,85,3.4,79,5,0.929
983,1,15,0.067,15,15,1.0
984,54,162,18.0,84,3,0.519
985,72,1584,3.273,1356,22,0.856
986,76,608,9.5,529,8,0.87
987,181,1086,30.167,743,6,0.684
988,71,568,8.875,513,8,0.903
989,72,576,9.0,467,8,0.811
990,94,940,9.4,678,10,0.721
991,71,781,6.455,567,11,0.726
992,108,1080,10.8,897,10,0.831
993,64,512,8.0,433,8,0.846
994,33,330,3.3,213,10,0.645
995,132,1056,16.5,909,8,0.861
996,54,810,3.6,558,15,0.689
997,44,616,3.143,472,14,0.766
998,99,495,19.8,436,5,0.881
999,61,915,4.067,471,15,0.515
1000,59,531,6.556,457,9,0.861
1001,137,3836,4.893,2163,28,0.564
1002,407,5291,31.308,3435,13,0.649
1003,408,5304,31.385,3591,13,0.677
1004,410,5740,29.286,3400,14,0.592
1005,86,860,8.6,786,10,0.914
1006,409,5317,31.462,3095,13,0.582
1007,307,3684,25.583,2842,12,0.771
1008,410,10250,16.4,6872,25,0.67
1009,34,340,3.4,223,10,0.656
1010,410,15580,10.789,9403,38,0.604
1011,151,1963,11.615,1425,13,0.726
1012,66,792,5.5,618,12,0.78
1013,117,1053,13.0,997,9,0.947
1014,115,1495,8.846,1039,13,0.695
1015,103,1236,8.583,895,12,0.724
1016,79,3871,1.612,694,49,0.179
1017,33,297,3.667,250,9,0.842
1018,63,693,5.727,502,11,0.724
1019,14,112,1.75,108,8,0.964
1020,79,869,7.182,731,11,0.841
1021,75,750,7.5,682,10,0.909
1022,107,963,11.889,826,9,0.858
1023,114,684,19.0,507,6,0.741
1024,39,195,7.8,142,5,0.728
1025,114,798,16.286,591,7,0.741
1026,90,540,15.0,416,6,0.77
1027,28,168,4.667,135,6,0.804
1028,1,7,0.143,7,7,1.0
1029,46,368,5.75,326,8,0.886
1030,17,136,2.125,112,8,0.824
1031,28,196,4.0,194,7,0.99
1032,175,1225,25.0,1214,7,0.991
1033,168,3024,9.333,2207,18,0.73
1034,58,696,4.833,559,12,0.803
1035,71,1562,3.227,1302,22,0.834
1036,136,2040,9.067,1526,15,0.748
1037,76,684,8.444,556,9,0.813
1038,181,1267,25.857,961,7,0.758
1039,70,560,8.75,510,8,0.911
1040,217,3038,15.5,1919,14,0.632
1041,71,497,10.143,476,7,0.958
1042,87,2001,3.783,1342,23,0.671
1043,93,837,10.333,709,9,0.847
1044,107,1070,10.7,790,10,0.738
1045,62,496,7.75,480,8,0.968
1046,84,756,9.333,664,9,0.878
1047,133,1064,16.625,878,8,0.825
1048,100,600,16.667,477,6,0.795
1049,51,306,8.5,237,6,0.775
1050,43,258,7.167,250,6,0.969
1051,29,174,4.833,139,6,0.799
1052,35,350,3.5,250,10,0.714
1053,40,320,5.0,316,8,0.988
1054,44,352,5.5,334,8,0.949
1055,80,960,6.667,646,12,0.673
1056,89,1068,7.417,939,12,0.879
1057,418,5852,29.857,3625,14,0.619
1058,129,1548,10.75,1100,12,0.711
1059,77,1001,5.923,701,13,0.7
1060,119,1071,13.222,1033,9,0.965
1061,116,1508,8.923,1060,13,0.703
1062,104,1248,8.667,946,12,0.758
1063,70,2730,1.795,697,39,0.255
1064,33,363,3.0,252,11,0.694
1065,128,1280,12.8,961,10,0.751
1066,14,98,2.0,92,7,0.939
1067,84,1008,7.0,798,12,0.792
1068,107,963,11.889,829,9,0.861
1069,115,575,23.0,529,5,0.92
1070,39,195,7.8,169,5,0.867
1071,114,456,28.5,446,4,0.978
1072,90,270,30.0,245,3,0.907
1073,172,1548,19.111,1237,9,0.799
1074,17,136,2.125,116,8,0.853
1075,45,405,5.0,318,9,0.785
1076,27,189,3.857,189,7,1.0
1077,71,1562,3.227,1317,22,0.843
1078,190,1520,23.75,957,8,0.63
1079,76,760,7.6,607,10,0.799
1080,70,560,8.75,552,8,0.986
1081,71,639,7.889,491,9,0.768
1082,77,770,7.7,697,10,0.905
1083,93,744,11.625,621,8,0.835
1084,107,963,11.889,843,9,0.875
1085,29,319,2.636,244,11,0.765
1086,62,558,6.889,485,9,0.869
1087,130,1040,16.25,911,8,0.876
1088,100,600,16.667,497,6,0.828
1089,50,300,8.333,214,6,0.713
1090,44,264,7.333,214,6,0.811
1091,29,145,5.8,129,5,0.89
1092,35,385,3.182,251,11,0.652
1093,40,360,4.444,347,9,0.964
1094,42,378,4.667,318,9,0.841
1095,83,1079,6.385,678,13,0.628
1096,234,3276,16.714,2077,14,0.634
1097,409,5317,31.462,3200,13,0.602
1098,412,10712,15.846,7118,26,0.664
1099,152,1976,11.692,1410,13,0.714
1100,147,1911,11.308,1343,13,0.703
1101,9,81,1.0,65,9,0.802
1102,124,1240,12.4,1009,10,0.814
1103,121,1573,9.308,1086,13,0.69
1104,90,900,9.0,781,10,0.868
1105,409,5317,31.462,3049,13,0.573
1106,128,1536,10.667,1132,12,0.737
1107,410,4920,34.167,3254,12,0.661
1108,142,1704,11.833,1293,12,0.759
1109,410,4920,34.167,3474,12,0.706
1110,291,3783,22.385,2371,13,0.627
1111,277,3601,21.308,2292,13,0.636
1112,67,804,5.583,566,12,0.704
1113,119,1190,11.9,964,10,0.81
1114,117,2808,4.875,2048,24,0.729
1115,11,33,3.667,22,3,0.667
1116,71,2201,2.29,651,31,0.296
1117,33,330,3.3,245,10,0.742
1118,108,972,12.0,844,9,0.868
1119,183,1464,22.875,972,8,0.664
1120,39,195,7.8,170,5,0.872
1121,116,1624,8.286,1054,14,0.649
1122,90,540,15.0,434,6,0.804
1123,337,3707,30.636,2361,11,0.637
1124,16,112,2.286,99,7,0.884
1125,304,912,101.33,626,3,0.686
1126,69,1518,3.136,1287,22,0.848
1127,74,592,9.25,525,8,0.887
1128,189,1323,27.0,932,7,0.704
1129,69,552,8.625,543,8,0.984
1130,70,560,8.75,471,8,0.841
1131,91,819,10.111,744,9,0.908
1132,77,693,8.556,672,9,0.97
1133,106,954,11.778,755,9,0.791
1134,62,496,7.75,459,8,0.925
1135,30,390,2.308,253,13,0.649
1136,132,1056,16.5,922,8,0.873
1137,101,606,16.833,531,6,0.876
1138,50,300,8.333,206,6,0.687
1139,46,276,7.667,207,6,0.75
1140,29,174,4.833,119,6,0.684
1141,35,350,3.5,289,10,0.826
1142,37,333,4.111,311,9,0.934
1143,43,387,4.778,343,9,0.886
1144,84,1008,7.0,709,12,0.703
1145,160,5280,4.848,2054,33,0.389
1146,498,5976,41.5,3818,12,0.639
1147,58,754,4.462,452,13,0.599
1148,35,315,3.889,271,9,0.86
1149,176,2112,14.667,1265,12,0.599
1150,442,67626,2.889,14538,153,0.215
1151,259,777,86.333,374,3,0.481
1152,22,220,2.2,205,10,0.932
1153,124,1488,10.333,1293,12,0.869
1154,13,117,1.444,101,9,0.863
1155,12,108,1.333,102,9,0.944
1156,37,407,3.364,366,11,0.899
1157,13,117,1.444,103,9,0.88
1158,122,1464,10.167,1290,12,0.881
1159,5,45,0.556,25,9,0.556
1160,38,418,3.455,356,11,0.852
1161,13,104,1.625,87,8,0.837
1162,497,5964,41.417,4478,12,0.751
1163,498,6474,38.308,4453,13,0.688
1164,54,540,5.4,336,10,0.622
1165,37,444,3.083,332,12,0.748
1166,497,5964,41.417,3544,12,0.594
1167,50,600,4.167,376,12,0.627
1168,61,610,6.1,509,10,0.834
1169,500,6000,41.667,3568,12,0.595
1170,497,5964,41.417,4374,12,0.733
1171,25,300,2.083,193,12,0.643
1172,108,972,12.0,792,9,0.815
1173,184,1104,30.667,830,6,0.752
1174,39,195,7.8,145,5,0.744
1175,116,580,23.2,455,5,0.784
1176,89,356,22.25,326,4,0.916
1177,46,322,6.571,320,7,0.994
1178,27,216,3.375,184,8,0.852
1179,172,1204,24.571,1164,7,0.967
1180,17,119,2.429,96,7,0.807
1181,71,1562,3.227,1368,22,0.876
1182,75,600,9.375,516,8,0.86
1183,189,1134,31.5,941,6,0.83
1184,70,560,8.75,512,8,0.914
1185,70,560,8.75,502,8,0.896
1186,76,684,8.444,653,9,0.955
1187,93,744,11.625,697,8,0.937
1188,108,864,13.5,775,8,0.897
1189,63,441,9.0,428,7,0.971
1190,34,374,3.091,240,11,0.642
1191,123,984,15.375,814,8,0.827
1192,99,594,16.5,477,6,0.803
1193,50,250,10.0,203,5,0.812
1194,43,215,8.6,169,5,0.786
1195,28,140,5.6,122,5,0.871
1196,42,378,4.667,309,9,0.817
1197,35,350,3.5,240,10,0.686
1198,40,320,5.0,310,8,0.969
1199,286,13442,6.085,4258,47,0.317
1200,386,5018,29.692,3301,13,0.658
1201,60,540,6.667,444,9,0.822
1202,67,804,5.583,557,12,0.693
1203,118,1062,13.111,869,9,0.818
1204,115,2875,4.6,1868,25,0.65
1205,96,3456,2.667,717,36,0.207
1206,33,297,3.667,251,9,0.845
1207,107,856,13.375,736,8,0.86
1208,183,1281,26.143,850,7,0.664
1209,39,234,6.5,173,6,0.739
1210,115,805,16.429,567,7,0.704
1211,88,440,17.6,341,5,0.775
1212,27,135,5.4,110,5,0.815
1213,337,3707,30.636,2402,11,0.648
1214,17,119,2.429,103,7,0.866
1215,333,1665,66.6,688,5,0.413
1216,70,1540,3.182,1290,22,0.838
1217,74,592,9.25,500,8,0.845
1218,191,1337,27.286,1000,7,0.748
1219,68,544,8.5,472,8,0.868
1220,69,552,8.625,465,8,0.842
1221,127,1270,12.7,1014,10,0.798
1222,91,819,10.111,646,9,0.789
1223,105,1050,10.5,852,10,0.811
1224,61,488,7.625,472,8,0.967
1225,127,1016,15.875,838,8,0.825
1226,30,330,2.727,244,11,0.739
1227,29,145,5.8,129,5,0.89
1228,100,700,14.286,443,7,0.633
1229,50,300,8.333,233,6,0.777
1230,43,215,8.6,211,5,0.981
1231,42,378,4.667,342,9,0.905
1232,35,350,3.5,281,10,0.803
1233,40,360,4.444,333,9,0.925
1234,84,1092,6.462,644,13,0.59
1235,249,2490,24.9,2097,10,0.842
1236,410,15580,10.789,10849,38,0.696
1237,232,2784,19.333,1957,12,0.703
1238,67,804,5.583,604,12,0.751
1239,119,1190,11.9,1060,10,0.891
1240,116,1392,9.667,1053,12,0.756
1241,104,1144,9.455,891,11,0.779
1242,62,2666,1.442,454,43,0.17
1243,33,330,3.3,261,10,0.791
1244,101,1111,9.182,815,11,0.734
1245,6,12,3.0,12,2,1.0
1246,108,972,12.0,772,9,0.794
1247,185,1480,23.125,905,8,0.611
1248,38,190,7.6,132,5,0.695
1249,116,812,16.571,549,7,0.676
1250,89,534,14.833,405,6,0.758
1251,27,81,9.0,75,3,0.926
1252,174,1740,17.4,1276,10,0.733
1253,17,119,2.429,111,7,0.933
1254,28,224,3.5,187,8,0.835
1255,46,368,5.75,326,8,0.886
1256,71,1562,3.227,1306,22,0.836
1257,75,750,7.5,645,10,0.86
1258,192,1536,24.0,1146,8,0.746
1259,70,560,8.75,553,8,0.988
1260,121,1210,12.1,1063,10,0.879
1261,71,639,7.889,573,9,0.897
1262,23,253,2.091,217,11,0.858
1263,115,3105,4.259,2087,27,0.672
1264,90,990,8.182,800,11,0.808
1265,71,639,7.889,487,9,0.762
1266,83,830,8.3,714,10,0.86
1267,132,1056,16.5,973,8,0.921
1268,101,606,16.833,456,6,0.752
1269,51,306,8.5,250,6,0.817
1270,45,270,7.5,261,6,0.967
1271,44,704,2.75,524,16,0.744
1272,35,315,3.889,262,9,0.832
1273,42,378,4.667,356,9,0.942
1274,104,1144,9.455,854,11,0.747
1275,414,5382,31.846,3514,13,0.653
1276,181,1810,18.1,1567,10,0.866
1277,413,4543,37.545,3662,11,0.806
1278,348,4524,26.769,3262,13,0.721
1279,414,4968,34.5,3646,12,0.734
1280,20,200,2.0,121,10,0.605
1281,413,4130,41.3,3018,10,0.731
1282,51,510,5.1,340,10,0.667
1283,69,828,5.75,613,12,0.74
1284,121,1210,12.1,1027,10,0.849
1285,118,1416,9.833,1102,12,0.778
1286,105,1260,8.75,903,12,0.717
1287,28,924,0.848,250,33,0.271
1288,60,1020,3.529,378,17,0.371
1289,33,330,3.3,277,10,0.839
1290,50,500,5.0,406,10,0.812
1291,98,980,9.8,832,10,0.849
1292,1,10,0.1,10,10,1.0
1293,108,972,12.0,855,9,0.88
1294,186,2604,13.286,1698,14,0.652
1295,39,234,6.5,208,6,0.889
1296,89,534,14.833,438,6,0.82
1297,65,260,16.25,164,4,0.631
1298,389,2723,55.571,1591,7,0.584
1299,3,9,1.0,7,3,0.778
1300,45,855,2.368,498,19,0.582
1301,96,2304,4.0,1161,24,0.504
1302,79,1422,4.389,876,18,0.616
1303,64,1536,2.667,875,24,0.57
1304,48,864,2.667,453,18,0.524
1305,64,1152,3.556,812,18,0.705
1306,10,120,0.833,95,12,0.792
1307,35,315,3.889,206,9,0.654
1308,77,693,8.556,388,9,0.56
1309,21,189,2.333,116,9,0.614
1310,23,207,2.556,66,9,0.319
1311,26,260,2.6,150,10,0.577
1312,264,2376,29.333,1455,9,0.612
1313,7,35,1.4,21,5,0.6
1314,197,1970,19.7,1479,10,0.751
1315,68,612,7.556,483,9,0.789
1316,17,153,1.889,70,9,0.458
1317,8,32,2.0,17,4,0.531
1318,69,5865,0.812,2588,85,0.441
1319,13,169,1.0,76,13,0.45
1320,55,385,7.857,316,7,0.821
1321,41,287,5.857,285,7,0.993
1322,67,536,8.375,388,8,0.724
1323,12,84,1.714,64,7,0.762
1324,26,182,3.714,143,7,0.786
1325,35,280,4.375,217,8,0.775
1326,272,2720,27.2,2147,10,0.789
1327,272,2448,30.222,1704,9,0.696
1328,19,266,1.357,144,14,0.541
1329,19,266,1.357,134,14,0.504
1330,271,2439,30.111,1651,9,0.677
1331,271,2710,27.1,2044,10,0.754
1332,272,2720,27.2,1767,10,0.65
1333,14,210,0.933,71,15,0.338
1334,271,2710,27.1,1908,10,0.704
1335,271,2439,30.111,1774,9,0.727
1336,24,168,3.429,50,7,0.298
1337,271,2710,27.1,1892,10,0.698
1338,12,60,2.4,16,5,0.267
1339,5,40,0.625,18,8,0.45
1340,271,2439,30.111,1724,9,0.707
1341,5,20,1.25,16,4,0.8
1342,272,2448,30.222,1640,9,0.67
1343,15,105,2.143,31,7,0.295
1344,271,2168,33.875,1775,8,0.819
1345,13,91,1.857,44,7,0.484
1346,198,1782,22.0,1213,9,0.681
1347,7,28,1.75,28,4,1.0
1348,5,20,1.25,16,4,0.8
1349,3,15,0.6,9,5,0.6
1350,4,28,0.571,10,7,0.357
1351,65,455,9.286,386,7,0.848
1352,271,6233,11.783,2239,23,0.359
1353,29,232,3.625,205,8,0.884
1354,7,56,0.875,53,8,0.946
1355,11,88,1.375,76,8,0.864
1356,69,552,8.625,379,8,0.687
1357,55,440,6.875,289,8,0.657
1358,240,1920,30.0,988,8,0.515
1359,22,154,3.143,80,7,0.519
1360,272,2176,34.0,1497,8,0.688
1361,272,2176,34.0,1172,8,0.539
1362,271,2981,24.636,1752,11,0.588
1363,213,1491,30.429,1093,7,0.733
1364,272,2992,24.727,1781,11,0.595
1365,9,45,1.8,24,5,0.533
1366,34,272,4.25,247,8,0.908
1367,7,56,0.875,53,8,0.946
1368,15,150,1.5,108,10,0.72
1369,21,168,2.625,155,8,0.923
1370,28,224,3.5,217,8,0.969
1371,60,600,6.0,357,10,0.595
1372,12,84,1.714,72,7,0.857
1373,6,42,0.857,12,7,0.286
1374,7,49,1.0,49,7,1.0
1375,17,102,2.833,89,6,0.873
1376,49,4900,0.49,1958,100,0.4
1377,30,480,1.875,226,16,0.471
1378,7,70,0.7,42,10,0.6
1379,54,432,6.75,322,8,0.745
1380,179,1790,17.9,1356,10,0.758
1381,5,30,0.833,19,6,0.633
1382,25,200,3.125,200,8,1.0
1383,12,72,2.0,37,6,0.514
1384,49,3969,0.605,1580,81,0.398
1385,271,2710,27.1,2027,10,0.748
1386,271,2710,27.1,1803,10,0.665
1387,6,36,1.0,15,6,0.417
1388,9,54,1.5,16,6,0.296
1389,272,2720,27.2,1765,10,0.649
1390,68,1428,3.238,156,21,0.109
1391,271,2710,27.1,1942,10,0.717
1392,47,329,6.714,95,7,0.289
1393,8,104,0.615,80,13,0.769
1394,271,2981,24.636,1872,11,0.628
1395,1,8,0.125,8,8,1.0
1396,9,72,1.125,23,8,0.319
1397,272,2720,27.2,2101,10,0.772
1398,272,2720,27.2,2139,10,0.786
1399,49,98,24.5,50,2,0.51
1400,10,70,1.429,62,7,0.886
1401,9,54,1.5,47,6,0.87
1402,10,80,1.25,54,8,0.675
1403,9,36,2.25,36,4,1.0
1404,25,200,3.125,165,8,0.825
1405,37,296,4.625,294,8,0.993
1406,51,510,5.1,429,10,0.841
1407,100,1000,10.0,702,10,0.702
1408,31,248,3.875,216,8,0.871
1409,5,35,0.714,15,7,0.429
1410,240,1920,30.0,1220,8,0.635
1411,11,77,1.571,67,7,0.87
1412,236,2360,23.6,1349,10,0.572
1413,135,1080,16.875,317,8,0.294
1414,272,2176,34.0,1236,8,0.568
1415,62,496,7.75,312,8,0.629
1416,38,266,5.429,210,7,0.789
1417,272,2176,34.0,1369,8,0.629
1418,261,2610,26.1,1343,10,0.515
1419,271,2168,33.875,1704,8,0.786
1420,245,1960,30.625,1088,8,0.555
1421,272,2720,27.2,1571,10,0.578
1422,272,2992,24.727,1824,11,0.61
1423,271,2710,27.1,1510,10,0.557
1424,108,864,13.5,534,8,0.618
1425,125,1250,12.5,657,10,0.526
1426,24,144,4.0,110,6,0.764
1427,37,296,4.625,192,8,0.649
1428,98,784,12.25,677,8,0.864
1429,93,930,9.3,738,10,0.794
1430,23,161,3.286,137,7,0.851
1431,271,2981,24.636,1616,11,0.542
1432,271,2981,24.636,2001,11,0.671
1433,71,568,8.875,398,8,0.701
1434,60,600,6.0,364,10,0.607
1435,47,470,4.7,332,10,0.706
1436,7,49,1.0,49,7,1.0
1437,38,266,5.429,253,7,0.951
1438,12,60,2.4,44,5,0.733
1439,234,2340,23.4,1437,10,0.614
1440,271,2710,27.1,1632,10,0.602
1441,189,2079,17.182,1275,11,0.613
1442,65,520,8.125,377,8,0.725
1443,147,1470,14.7,809,10,0.55
1444,271,2981,24.636,1784,11,0.598
1445,261,2088,32.625,1615,8,0.773
1446,271,2710,27.1,2084,10,0.769
1447,173,1730,17.3,649,10,0.375
1448,197,1970,19.7,1160,10,0.589
1449,258,2322,28.667,1350,9,0.581
1450,96,768,12.0,368,8,0.479
1451,271,2710,27.1,1556,10,0.574
1452,271,2710,27.1,1878,10,0.693
1453,48,336,6.857,270,7,0.804
1454,243,2673,22.091,914,11,0.342
1455,88,704,11.0,532,8,0.756
1456,78,624,9.75,465,8,0.745
1457,175,1575,19.444,894,9,0.568
1458,17,119,2.429,87,7,0.731
1459,14,98,2.0,94,7,0.959
1460,46,368,5.75,291,8,0.791
1461,34,306,3.778,231,9,0.755
1462,7,49,1.0,46,7,0.939
1463,11,77,1.571,67,7,0.87
1464,14,98,2.0,85,7,0.867
1465,21,147,3.0,142,7,0.966
1466,8,56,1.143,43,7,0.768
1467,29,203,4.143,171,7,0.842
1468,271,2710,27.1,1659,10,0.612
1469,71,568,8.875,218,8,0.384
1470,25,200,3.125,182,8,0.91
1471,238,2142,26.444,1316,9,0.614
1472,187,1122,31.167,663,6,0.591
1473,17,102,2.833,61,6,0.598
1474,15,90,2.5,67,6,0.744
1475,215,2150,21.5,997,10,0.464
1476,103,1133,9.364,653,11,0.576
1477,263,2104,32.875,1156,8,0.549
1478,15,120,1.875,77,8,0.642
1479,26,208,3.25,129,8,0.62
1480,7,14,3.5,13,2,0.929
1481,7,49,1.0,31,7,0.633
1482,30,210,4.286,184,7,0.876
1483,18,126,2.571,121,7,0.96
1484,29,232,3.625,151,8,0.651
1485,20,120,3.333,95,6,0.792
1486,18,90,3.6,86,5,0.956
1487,8,40,1.6,40,5,1.0
1488,7,35,1.4,23,5,0.657
1489,12,60,2.4,53,5,0.883
1490,126,1008,15.75,690,8,0.685
1491,21,168,2.625,117,8,0.696
