,mcg_num,gvh_num,alm_num,mit_num,erl_num,pox_num,vac_num,nuc_num,class_protein_localization_cat
365,0.59,0.43,0.52,0.19,0.5,0.0,0.55,0.27,CYT
366,0.64,0.53,0.45,0.13,0.5,0.0,0.53,0.22,CYT
367,0.49,0.31,0.34,0.13,0.5,0.0,0.52,0.22,ME3
368,0.52,0.51,0.51,0.12,0.5,0.0,0.51,0.4,CYT
369,0.49,0.43,0.48,0.15,0.5,0.0,0.55,0.25,CYT
370,0.49,0.47,0.52,0.16,0.5,0.0,0.53,0.28,CYT
371,0.48,0.39,0.49,0.18,0.5,0.0,0.51,0.22,CYT
372,0.44,0.34,0.55,0.18,0.5,0.0,0.52,0.22,CYT
373,0.43,0.54,0.58,0.16,0.5,0.0,0.5,0.36,NUC
374,0.49,0.42,0.54,0.17,0.5,0.0,0.5,0.36,CYT
375,0.34,0.66,0.51,0.16,0.5,0.0,0.47,0.33,NUC
376,0.2,0.34,0.33,0.1,0.5,0.0,0.48,0.31,ME3
377,0.74,0.53,0.5,0.08,0.5,0.0,0.55,0.31,CYT
378,0.69,0.48,0.38,0.15,0.5,0.0,0.55,0.22,ME2
379,0.3,0.5,0.47,0.11,0.5,0.0,0.46,0.22,CYT
380,0.44,0.51,0.48,0.38,0.5,0.0,0.52,0.22,CYT
381,0.31,0.45,0.5,0.17,0.5,0.0,0.49,0.22,CYT
382,0.55,0.41,0.56,0.21,0.5,0.0,0.52,0.22,CYT
383,0.4,0.34,0.52,0.17,0.5,0.0,0.47,0.51,NUC
384,0.4,0.48,0.5,0.17,0.5,0.0,0.54,0.5,CYT
385,0.58,0.48,0.56,0.1,0.5,0.0,0.46,0.25,NUC
386,0.58,0.48,0.56,0.12,0.5,0.0,0.46,0.25,NUC
387,0.58,0.45,0.48,0.24,0.5,0.0,0.52,0.37,CYT
388,0.58,0.41,0.51,0.26,0.5,0.0,0.51,0.37,CYT
389,0.41,0.6,0.53,0.29,0.5,0.0,0.47,0.43,NUC
390,0.69,0.5,0.49,0.42,0.5,0.0,0.49,0.22,MIT
391,0.38,0.49,0.61,0.13,0.5,0.0,0.54,0.22,CYT
392,0.6,0.48,0.44,0.52,0.5,0.0,0.54,0.63,NUC
393,0.47,0.49,0.63,0.17,0.5,0.0,0.31,0.26,NUC
394,0.28,0.51,0.55,0.11,0.5,0.0,0.46,0.22,NUC
395,0.56,0.57,0.63,0.39,1.0,0.0,0.59,0.4,NUC
396,0.21,0.38,0.49,0.16,0.5,0.0,0.51,0.45,CYT
397,0.46,0.57,0.57,0.15,0.5,0.0,0.52,0.26,NUC
398,0.43,0.42,0.54,0.22,0.5,0.0,0.57,0.33,NUC
399,0.57,0.59,0.5,0.58,0.5,0.0,0.53,0.22,MIT
400,0.48,0.34,0.47,0.14,0.5,0.0,0.47,0.26,CYT
401,0.35,0.4,0.53,0.18,0.5,0.0,0.42,0.38,CYT
402,0.47,0.45,0.53,0.62,0.5,0.0,0.46,0.22,MIT
403,0.53,0.43,0.47,0.15,0.5,0.0,0.58,0.22,CYT
404,0.46,0.45,0.56,0.16,0.5,0.0,0.56,0.22,CYT
405,0.44,0.42,0.62,0.14,0.5,0.0,0.55,0.37,NUC
406,0.37,0.34,0.58,0.24,0.5,0.0,0.44,0.18,NUC
407,0.37,0.34,0.58,0.24,0.5,0.0,0.44,0.18,NUC
408,0.39,0.39,0.55,0.52,0.5,0.0,0.37,0.16,NUC
409,0.39,0.39,0.55,0.52,0.5,0.0,0.37,0.16,NUC
410,0.48,0.46,0.38,0.29,0.5,0.0,0.53,0.22,ME3
411,0.48,0.57,0.5,0.09,0.5,0.0,0.52,0.42,NUC
412,0.61,0.57,0.45,0.21,0.5,0.0,0.5,0.42,NUC
413,0.56,0.44,0.56,0.19,0.5,0.0,0.54,0.22,CYT
414,0.51,0.63,0.3,0.35,0.5,0.0,0.53,0.27,ME3
415,0.53,0.68,0.34,0.42,0.5,0.0,0.54,0.27,ME3
416,0.37,0.22,0.64,0.35,0.5,0.0,0.47,0.22,NUC
417,0.51,0.48,0.58,0.22,0.5,0.0,0.5,0.28,NUC
418,0.49,0.37,0.59,0.17,0.5,0.0,0.51,0.22,NUC
419,0.51,0.48,0.58,0.22,0.5,0.0,0.5,0.28,NUC
420,0.53,0.53,0.53,0.17,0.5,0.0,0.49,0.37,NUC
421,0.29,0.68,0.47,0.26,0.5,0.0,0.47,0.37,NUC
422,0.5,0.45,0.49,0.15,0.5,0.0,0.55,0.43,NUC
423,0.33,0.28,0.31,0.24,0.5,0.0,0.53,0.22,ME3
424,0.85,0.85,0.3,0.31,0.5,0.0,0.55,0.42,ME1
425,0.43,0.39,0.51,0.28,0.5,0.0,0.4,0.22,NUC
426,0.61,0.54,0.49,0.16,0.5,0.0,0.54,0.42,CYT
427,0.34,0.35,0.61,0.19,0.5,0.0,0.52,0.25,NUC
428,0.55,0.53,0.56,0.29,0.5,0.0,0.48,0.22,MIT
429,0.66,0.62,0.52,0.17,0.5,0.0,0.49,0.22,CYT
430,0.44,0.41,0.58,0.2,0.5,0.0,0.57,0.25,CYT
431,0.37,0.62,0.34,0.25,0.5,0.0,0.51,0.22,ME3
432,0.45,0.56,0.51,0.64,0.5,0.0,0.54,0.22,MIT
433,0.38,0.46,0.52,0.75,0.5,0.0,0.5,0.26,MIT
434,0.61,0.54,0.49,0.19,0.5,0.0,0.54,0.47,CYT
435,0.44,0.53,0.52,0.37,0.5,0.0,0.5,0.22,NUC
436,0.44,0.53,0.52,0.37,0.5,0.0,0.5,0.22,NUC
437,0.32,0.34,0.61,0.17,0.5,0.0,0.52,0.32,NUC
438,0.34,0.34,0.61,0.18,0.5,0.0,0.52,0.32,NUC
439,0.51,0.68,0.49,0.59,0.5,0.0,0.54,0.27,MIT
440,0.41,0.3,0.49,0.28,0.5,0.0,0.54,0.22,CYT
441,0.41,0.43,0.5,0.28,0.5,0.0,0.5,0.22,CYT
442,0.3,0.5,0.34,0.26,0.5,0.0,0.51,0.22,ME3
443,0.49,0.4,0.34,0.26,0.5,0.0,0.5,0.22,ME3
444,0.34,0.4,0.3,0.23,0.5,0.0,0.51,0.22,ME3
445,0.43,0.44,0.3,0.18,0.5,0.0,0.51,0.22,ME3
446,0.43,0.45,0.37,0.12,0.5,0.0,0.48,0.22,ME3
447,0.45,0.57,0.3,0.17,0.5,0.0,0.51,0.22,ME3
448,0.45,0.57,0.3,0.17,0.5,0.0,0.51,0.22,ME3
449,0.42,0.44,0.33,0.17,0.5,0.0,0.54,0.27,ME3
450,0.52,0.5,0.53,0.1,0.5,0.0,0.48,0.22,POX
451,0.53,0.56,0.49,0.46,0.5,0.0,0.52,0.22,MIT
452,0.45,0.54,0.54,0.62,0.5,0.0,0.53,0.22,MIT
453,0.51,0.43,0.63,0.18,0.5,0.0,0.52,0.22,CYT
454,0.51,0.52,0.48,0.5,0.5,0.0,0.51,0.22,MIT
455,0.55,0.49,0.5,0.46,0.5,0.0,0.52,0.25,MIT
456,0.5,0.46,0.52,0.16,0.5,0.0,0.52,0.26,CYT
457,0.5,0.53,0.45,0.44,0.5,0.0,0.49,0.22,MIT
458,0.45,0.59,0.53,0.74,0.5,0.0,0.47,0.25,MIT
459,0.57,0.61,0.55,0.67,0.5,0.0,0.48,0.22,MIT
460,0.54,0.45,0.62,0.13,0.5,0.0,0.52,0.26,NUC
461,0.67,0.51,0.53,0.28,0.5,0.0,0.51,0.22,MIT
462,0.35,0.49,0.47,0.22,0.5,0.0,0.5,0.28,MIT
463,0.47,0.63,0.66,0.45,0.5,0.0,0.37,0.11,MIT
464,0.51,0.34,0.43,0.18,0.5,0.0,0.48,0.25,CYT
465,0.56,0.45,0.59,0.14,0.5,0.0,0.51,0.26,NUC
466,0.45,0.38,0.59,0.18,0.5,0.0,0.44,0.45,NUC
467,0.43,0.51,0.6,0.25,0.5,0.0,0.55,0.22,CYT
468,0.47,0.59,0.43,0.13,0.5,0.0,0.56,0.3,ME3
469,0.4,0.45,0.42,0.17,0.5,0.0,0.54,0.26,ME3
470,0.89,0.81,0.36,0.71,0.5,0.0,0.55,0.63,ME1
471,0.58,0.55,0.52,0.22,0.5,0.0,0.44,0.22,MIT
472,0.59,0.57,0.46,0.14,0.5,0.0,0.52,0.22,MIT
473,0.49,0.41,0.32,0.21,0.5,0.0,0.5,0.32,ME3
474,0.35,0.53,0.35,0.33,0.5,0.0,0.5,0.32,ME3
475,0.42,0.32,0.61,0.13,0.5,0.0,0.14,0.27,NUC
476,0.5,0.46,0.42,0.32,0.5,0.0,0.56,0.55,ME3
477,0.68,0.5,0.43,0.27,0.5,0.0,0.61,0.22,ME2
478,0.5,0.45,0.49,0.3,0.5,0.0,0.47,0.4,NUC
479,0.46,0.41,0.5,0.44,0.5,0.0,0.53,0.22,MIT
480,0.32,0.36,0.34,0.19,0.5,0.0,0.55,0.26,ME3
481,0.4,0.51,0.42,0.13,0.5,0.0,0.45,0.25,ME3
482,0.7,0.73,0.37,0.37,0.5,0.0,0.48,0.31,ME1
483,0.81,0.76,0.32,0.37,0.5,0.0,0.51,0.22,ME2
484,0.65,0.61,0.39,0.3,0.5,0.0,0.57,0.28,ME3
485,0.47,0.43,0.35,0.32,0.5,0.0,0.54,0.22,ME3
486,0.42,0.25,0.6,0.14,0.5,0.0,0.45,0.22,CYT
487,0.23,0.34,0.41,0.28,0.5,0.0,0.5,0.27,NUC
488,0.85,0.56,0.33,0.38,1.0,0.0,0.55,0.25,ERL
489,0.34,0.31,0.6,0.37,0.5,0.0,0.5,0.3,NUC
490,0.59,0.53,0.47,0.26,0.5,0.0,0.53,0.31,NUC
491,0.67,0.63,0.34,0.41,0.5,0.0,0.6,0.33,ME1
492,0.7,0.73,0.38,0.36,0.5,0.0,0.54,0.22,ME1
493,0.54,0.51,0.54,0.52,0.5,0.0,0.47,0.25,MIT
494,0.53,0.5,0.54,0.56,0.5,0.0,0.49,0.41,MIT
495,0.84,0.63,0.38,0.23,0.5,0.0,0.53,0.22,EXC
496,0.89,0.77,0.36,0.34,0.5,0.0,0.44,0.22,EXC
497,0.48,0.43,0.45,0.17,0.5,0.0,0.48,0.37,ME3
498,0.36,0.35,0.47,0.22,0.5,0.0,0.44,0.31,ME3
499,0.57,0.49,0.48,0.16,0.5,0.0,0.51,0.22,NUC
500,0.43,0.52,0.53,0.52,1.0,0.0,0.49,0.22,CYT
501,0.38,0.49,0.54,1.0,0.5,0.0,0.5,0.27,CYT
502,0.43,0.32,0.56,0.27,0.5,0.0,0.47,0.27,NUC
503,0.84,0.87,0.45,0.54,0.5,0.0,0.28,0.22,ME1
504,0.27,0.56,0.56,0.18,0.5,0.0,0.52,0.22,CYT
505,0.89,0.82,0.6,0.49,0.5,0.0,0.55,0.22,ME2
506,0.86,0.92,0.5,0.37,1.0,0.0,0.53,0.32,ERL
507,0.37,0.55,0.29,0.32,0.5,0.0,0.51,0.22,ME3
508,0.87,0.83,0.57,0.36,0.5,0.0,0.36,0.22,EXC
509,0.43,0.45,0.54,0.14,0.5,0.0,0.5,0.31,CYT
510,0.52,0.48,0.54,0.28,0.5,0.0,0.54,0.22,NUC
511,0.77,0.6,0.42,0.33,0.5,0.0,0.57,0.22,ME2
512,0.76,0.74,0.56,0.34,0.5,0.0,0.51,0.3,ME2
513,0.58,0.76,0.4,0.37,0.5,0.0,0.54,0.3,ME2
514,0.94,0.6,0.33,0.49,0.5,0.0,0.54,0.22,ME2
515,0.36,0.44,0.57,0.18,0.5,0.0,0.42,0.22,MIT
516,0.42,0.51,0.39,0.22,0.5,0.0,0.49,0.26,ME3
517,0.52,0.48,0.58,0.55,0.5,0.0,0.48,0.22,CYT
518,0.42,0.32,0.48,0.16,0.5,0.0,0.55,0.22,VAC
519,0.43,0.38,0.51,0.24,0.5,0.0,0.46,0.33,NUC
520,0.48,0.57,0.52,0.61,0.5,0.0,0.51,0.22,MIT
521,0.83,0.53,0.52,0.2,0.5,0.0,0.48,0.25,ME2
522,0.36,0.34,0.46,0.19,0.5,0.0,0.52,0.22,ME2
523,0.51,0.43,0.47,0.19,0.5,0.0,0.52,0.37,CYT
524,0.54,0.54,0.49,0.14,0.5,0.0,0.56,0.22,CYT
525,0.44,0.41,0.44,0.13,0.5,0.0,0.49,0.42,NUC
526,0.52,0.62,0.54,0.19,0.5,0.0,0.5,0.22,MIT
527,0.46,0.4,0.38,0.18,0.5,0.0,0.49,0.22,ME3
528,0.68,0.5,0.55,0.65,0.5,0.0,0.46,0.31,MIT
529,0.53,0.44,0.47,0.22,0.5,0.0,0.53,0.22,NUC
530,0.48,0.48,0.5,0.47,0.5,0.0,0.55,0.22,MIT
531,0.46,0.14,0.36,0.21,0.5,0.0,0.5,0.25,ME3
532,0.5,0.45,0.48,0.17,0.5,0.0,0.5,0.26,CYT
533,0.44,0.53,0.43,0.17,0.5,0.0,0.54,0.75,NUC
534,0.46,0.47,0.46,0.16,0.5,0.0,0.51,0.22,CYT
535,0.52,0.49,0.57,0.57,0.5,0.0,0.51,0.22,NUC
536,0.62,0.64,0.56,0.2,0.5,0.0,0.48,0.33,NUC
537,0.46,0.32,0.58,0.17,0.5,0.0,0.61,0.25,NUC
538,0.78,0.48,0.47,0.3,0.5,0.0,0.53,0.47,ME2
539,0.49,0.62,0.65,0.18,0.5,0.0,0.46,0.43,NUC
540,0.5,0.34,0.62,0.19,0.5,0.0,0.57,0.22,CYT
541,0.39,0.37,0.33,0.23,0.5,0.0,0.53,0.26,ME3
542,0.39,0.37,0.56,0.15,0.5,0.0,0.5,0.27,CYT
543,0.33,0.37,0.54,0.28,0.5,0.0,0.53,0.27,NUC
544,0.39,0.37,0.33,0.23,0.5,0.0,0.52,0.26,ME3
545,0.33,0.38,0.53,0.26,0.5,0.0,0.52,0.27,NUC
546,0.48,0.51,0.57,0.24,0.5,0.0,0.5,0.22,CYT
547,0.5,0.62,0.54,0.66,0.5,0.0,0.49,0.22,MIT
548,0.47,0.54,0.54,0.48,0.5,0.0,0.53,0.26,MIT
549,0.72,0.58,0.42,0.28,0.5,0.0,0.48,0.22,MIT
550,0.41,0.41,0.51,0.19,0.5,0.0,0.57,0.22,MIT
551,0.81,0.65,0.52,0.41,0.5,0.0,0.57,0.26,MIT
552,0.5,0.49,0.52,0.2,0.5,0.0,0.43,0.52,NUC
553,0.18,0.48,0.46,0.12,0.5,0.0,0.0,0.25,NUC
554,0.26,0.38,0.52,0.36,0.5,0.0,0.48,0.56,NUC
555,0.53,0.51,0.51,0.11,0.5,0.0,0.49,0.41,NUC
556,0.58,0.49,0.5,0.41,0.5,0.0,0.57,0.22,MIT
557,0.62,0.6,0.47,0.16,0.5,0.0,0.53,0.22,CYT
558,0.68,0.58,0.51,0.19,0.5,0.83,0.54,0.22,POX
559,0.4,0.52,0.53,0.52,0.5,0.0,0.51,0.22,MIT
560,0.51,0.47,0.41,0.44,0.5,0.0,0.5,0.22,ME3
561,0.72,0.56,0.4,0.26,0.5,0.0,0.51,0.26,ME2
562,0.49,0.44,0.45,0.22,0.5,0.0,0.51,0.22,CYT
563,0.32,0.47,0.55,0.25,0.5,0.0,0.49,0.22,MIT
564,0.46,0.57,0.52,0.28,0.5,0.0,0.52,0.22,NUC
565,0.53,0.48,0.45,0.44,0.5,0.0,0.49,0.27,MIT
566,0.49,0.48,0.46,0.63,0.5,0.0,0.52,0.22,MIT
567,0.7,0.53,0.42,0.22,0.5,0.0,0.51,0.28,NUC
568,0.68,0.68,0.49,0.15,0.5,0.0,0.53,0.22,EXC
569,0.47,0.6,0.35,0.21,0.5,0.0,0.52,0.22,ME3
570,0.55,0.49,0.45,0.18,0.5,0.0,0.49,0.22,NUC
571,0.4,0.53,0.61,0.21,0.5,0.0,0.48,0.33,NUC
572,0.57,0.44,0.42,0.2,0.5,0.0,0.54,0.22,CYT
573,0.4,0.47,0.48,0.18,0.5,0.0,0.46,0.22,CYT
574,0.34,0.54,0.54,0.13,0.5,0.0,0.52,0.22,CYT
575,0.43,0.83,0.55,0.2,0.5,0.0,0.47,0.4,NUC
576,0.55,0.65,0.5,0.28,0.5,0.0,0.55,0.22,NUC
577,0.29,0.46,0.54,0.27,0.5,0.0,0.49,0.22,CYT
578,0.46,0.42,0.6,0.21,0.5,0.0,0.4,0.22,EXC
579,0.8,0.81,0.55,0.35,0.5,0.0,0.42,0.22,EXC
580,0.79,0.74,0.49,0.33,0.5,0.0,0.48,0.22,EXC
581,0.45,0.48,0.63,0.67,0.5,0.0,0.48,0.22,MIT
582,0.66,0.52,0.52,0.44,0.5,0.0,0.56,0.27,MIT
583,0.5,0.49,0.59,0.47,0.5,0.0,0.49,0.36,MIT
584,0.54,0.52,0.54,0.2,0.5,0.0,0.55,0.25,NUC
585,0.37,0.31,0.53,0.16,0.5,0.0,0.53,0.44,NUC
586,0.43,0.39,0.59,0.13,0.5,0.0,0.41,0.43,NUC
587,0.48,0.47,0.54,0.55,0.5,0.0,0.51,0.65,MIT
588,0.6,0.59,0.45,0.23,0.5,0.0,0.55,0.22,MIT
589,0.45,0.73,0.47,0.65,0.5,0.0,0.54,0.43,MIT
590,0.66,0.54,0.49,0.16,0.5,0.0,0.54,0.36,NUC
591,0.46,0.55,0.61,0.13,0.5,0.0,0.47,0.22,CYT
592,0.42,0.5,0.53,0.22,0.5,0.83,0.5,0.22,POX
593,0.66,0.66,0.32,0.54,0.5,0.0,0.51,0.22,ME2
594,0.74,0.56,0.35,0.36,0.5,0.0,0.51,0.25,ME2
595,0.89,0.52,0.41,0.26,0.5,0.0,0.52,0.31,ME2
596,0.67,0.51,0.54,0.21,0.5,0.0,0.43,0.3,MIT
597,0.58,0.46,0.46,0.34,0.5,0.0,0.5,0.43,NUC
598,0.4,0.68,0.5,0.82,0.5,0.0,0.44,0.36,MIT
599,0.59,0.57,0.43,0.26,0.5,0.0,0.51,0.22,MIT
600,0.39,0.3,0.56,0.12,0.5,0.0,0.53,0.38,NUC
601,0.6,0.62,0.54,0.4,0.5,0.0,0.5,0.22,MIT
602,0.36,0.4,0.53,0.48,0.5,0.0,0.48,0.22,MIT
603,0.51,0.42,0.56,0.38,0.5,0.0,0.46,0.22,MIT
604,0.41,0.54,0.58,0.2,0.5,0.0,0.52,0.22,MIT
605,0.57,0.4,0.62,0.3,0.5,0.0,0.48,0.11,MIT
606,0.52,0.5,0.59,0.31,0.5,0.0,0.5,0.22,MIT
607,0.42,0.53,0.53,0.64,0.5,0.0,0.47,0.22,MIT
608,0.5,0.46,0.64,0.36,0.5,0.0,0.49,0.22,MIT
609,0.6,0.51,0.6,0.38,0.5,0.83,0.52,0.24,MIT
610,0.45,0.38,0.64,0.14,0.5,0.0,0.54,0.22,MIT
611,0.6,0.57,0.64,0.52,0.5,0.0,0.47,0.28,MIT
612,0.53,0.42,0.58,0.29,0.5,0.0,0.5,0.22,MIT
613,0.41,0.52,0.53,0.41,0.5,0.0,0.39,0.33,MIT
614,0.45,0.43,0.63,0.4,0.5,0.0,0.59,0.11,MIT
615,0.44,0.44,0.67,0.35,0.5,0.0,0.48,0.26,MIT
616,0.58,0.52,0.61,0.33,0.5,0.0,0.38,0.11,MIT
617,0.57,0.61,0.55,0.27,0.5,0.0,0.44,0.21,MIT
618,0.57,0.58,0.58,0.35,0.5,0.0,0.49,0.22,MIT
619,0.64,0.64,0.56,0.21,0.5,0.0,0.5,0.22,MIT
620,0.56,0.5,0.61,0.49,0.5,0.0,0.46,0.28,MIT
621,0.6,0.46,0.59,0.16,0.5,0.0,0.49,0.22,MIT
622,0.36,0.38,0.56,0.44,0.5,0.0,0.48,0.22,MIT
623,0.53,0.52,0.61,0.35,0.5,0.0,0.5,0.22,MIT
624,0.62,0.59,0.54,0.47,0.5,0.0,0.46,0.22,MIT
625,0.55,0.5,0.6,0.31,0.5,0.0,0.46,0.27,MIT
626,0.58,0.53,0.57,0.46,0.5,0.0,0.51,0.27,MIT
627,0.65,0.53,0.55,0.52,0.5,0.0,0.47,0.27,MIT
628,0.38,0.54,0.54,0.41,0.5,0.0,0.51,0.22,MIT
629,0.58,0.53,0.5,0.53,0.5,0.0,0.47,0.31,MIT
630,0.61,0.46,0.51,0.37,0.5,0.0,0.51,0.22,MIT
631,0.55,0.59,0.47,0.64,0.5,0.0,0.54,0.33,MIT
632,0.54,0.64,0.5,0.13,0.5,0.0,0.49,0.22,MIT
633,0.4,0.74,0.49,0.16,0.5,0.0,0.51,0.22,MIT
634,0.76,0.76,0.35,0.27,0.5,0.0,0.44,0.22,ME1
635,0.51,0.56,0.51,0.42,0.5,0.0,0.53,0.36,MIT
636,0.43,0.32,0.5,0.29,0.5,0.0,0.5,0.22,MIT
637,0.49,0.44,0.45,0.55,0.5,0.0,0.48,0.22,MIT
638,0.32,0.45,0.44,0.2,0.5,0.0,0.55,0.33,NUC
639,0.51,0.6,0.51,0.26,0.5,0.0,0.54,0.22,NUC
640,0.49,0.46,0.42,0.46,0.5,0.0,0.55,0.22,NUC
641,0.5,0.56,0.49,0.61,0.5,0.0,0.5,0.22,MIT
642,0.51,0.48,0.51,0.43,0.5,0.0,0.49,0.22,MIT
643,0.52,0.38,0.62,0.12,0.5,0.0,0.41,0.28,NUC
644,0.53,0.4,0.57,0.12,0.5,0.0,0.53,0.32,NUC
645,0.51,0.56,0.62,0.24,0.5,0.0,0.52,0.51,NUC
646,0.63,0.6,0.5,0.27,0.5,0.0,0.55,0.22,MIT
647,0.46,0.44,0.53,0.31,0.5,0.0,0.48,0.22,MIT
648,0.58,0.57,0.54,0.69,0.5,0.0,0.54,0.22,MIT
649,0.61,0.59,0.47,0.49,0.5,0.0,0.54,0.22,MIT
650,0.63,0.47,0.56,0.12,0.5,0.0,0.5,0.22,MIT
651,0.55,0.53,0.54,0.4,0.5,0.0,0.48,0.22,MIT
652,0.41,0.47,0.58,0.62,0.5,0.0,0.5,0.22,MIT
653,0.44,0.53,0.53,0.37,0.5,0.0,0.51,0.22,MIT
654,0.57,0.4,0.48,0.24,0.5,0.0,0.55,0.22,CYT
655,0.46,0.46,0.56,0.12,0.5,0.0,0.55,0.22,MIT
656,0.47,0.46,0.55,0.28,0.5,0.0,0.44,0.46,NUC
657,0.39,0.35,0.49,0.17,0.5,0.0,0.49,0.22,NUC
658,0.58,0.38,0.4,0.21,0.5,0.0,0.5,0.22,CYT
659,0.53,0.41,0.5,0.24,1.0,0.0,0.47,0.22,CYT
660,0.43,0.4,0.5,0.18,0.5,0.0,0.5,0.28,CYT
661,0.41,0.59,0.46,0.19,0.5,0.0,0.36,0.22,EXC
662,0.58,0.56,0.52,0.25,0.5,0.0,0.57,0.35,NUC
663,0.51,0.65,0.53,0.19,0.5,0.0,0.49,0.22,EXC
664,0.81,0.79,0.32,0.37,0.5,0.0,0.41,0.22,ME1
665,0.44,0.41,0.29,0.21,0.5,0.0,0.49,0.22,ME3
666,0.49,0.6,0.55,0.17,0.5,0.0,0.44,0.22,CYT
667,0.56,0.63,0.52,0.2,0.5,0.0,0.34,0.26,NUC
668,0.42,0.28,0.57,0.18,0.5,0.0,0.42,0.22,NUC
669,0.51,0.46,0.54,0.41,0.5,0.0,0.53,0.22,MIT
670,0.6,0.51,0.52,0.45,0.5,0.0,0.5,0.27,MIT
671,0.37,0.41,0.45,0.14,0.5,0.0,0.47,0.22,CYT
672,0.37,0.51,0.57,0.4,0.5,0.0,0.48,0.27,MIT
673,0.36,0.39,0.55,0.26,0.5,0.0,0.49,0.22,NUC
674,0.5,0.36,0.53,0.41,0.5,0.0,0.55,0.36,CYT
675,0.59,0.58,0.39,0.52,0.5,0.0,0.5,0.31,CYT
676,0.78,0.63,0.53,0.13,0.5,0.0,0.54,0.22,ME2
677,0.47,0.59,0.37,0.31,0.5,0.0,0.51,0.36,NUC
678,0.48,0.62,0.52,0.3,0.5,0.0,0.51,0.37,NUC
679,0.53,0.61,0.51,0.49,0.5,0.0,0.54,0.27,MIT
680,0.48,0.54,0.53,0.6,0.5,0.0,0.53,0.31,NUC
681,0.33,0.46,0.53,0.29,0.5,0.0,0.5,0.55,NUC
682,0.36,0.44,0.51,0.17,0.5,0.0,0.6,0.19,NUC
683,0.39,0.34,0.68,0.3,0.5,0.0,0.5,0.29,NUC
684,0.11,0.41,0.67,0.13,0.5,0.0,0.45,0.29,NUC
685,0.4,0.53,0.44,0.18,0.5,0.0,0.54,0.31,NUC
686,0.47,0.5,0.55,0.19,0.5,0.0,0.62,0.22,CYT
687,0.35,0.5,0.44,0.27,0.5,0.0,0.51,0.22,CYT
688,0.36,0.3,0.5,0.19,0.5,0.0,0.55,0.3,NUC
689,0.49,0.44,0.51,0.18,0.5,0.0,0.52,0.27,CYT
690,0.35,0.44,0.54,0.26,0.5,0.0,0.52,0.26,NUC
691,0.43,0.28,0.53,0.34,0.5,0.0,0.55,0.57,NUC
692,0.33,0.48,0.55,0.16,0.5,0.0,0.53,0.75,NUC
693,0.45,0.21,0.49,0.24,0.5,0.0,0.46,0.31,NUC
694,0.44,0.34,0.61,0.13,0.5,0.0,0.49,0.26,NUC
695,0.87,0.47,0.6,0.47,0.5,0.0,0.59,0.22,NUC
696,0.3,0.55,0.58,0.16,0.5,0.0,0.61,0.28,NUC
697,0.29,0.34,0.55,0.24,0.5,0.0,0.51,0.22,CYT
698,0.75,0.67,0.51,0.29,0.5,0.0,0.52,0.36,MIT
699,0.47,0.47,0.5,0.15,0.5,0.0,0.5,0.48,NUC
700,0.51,0.34,0.49,0.16,0.5,0.0,0.53,0.21,NUC
701,0.64,0.76,0.51,0.18,0.5,0.0,0.46,0.22,NUC
702,0.45,0.41,0.58,0.48,0.5,0.0,0.53,0.64,NUC
703,0.9,0.54,0.59,0.2,0.5,0.0,0.48,0.22,NUC
704,0.88,0.59,0.54,0.39,0.5,0.0,0.41,0.3,NUC
705,0.7,0.51,0.47,0.24,0.5,0.0,0.53,0.25,NUC
706,0.25,0.36,0.58,0.3,0.5,0.0,0.58,0.31,NUC
707,0.69,0.62,0.49,0.0,1.0,0.0,0.47,0.22,NUC
708,0.83,0.57,0.42,0.57,0.5,0.0,0.5,0.32,ME2
709,0.43,0.38,0.38,0.12,0.5,0.0,0.5,0.22,ME2
710,0.78,0.65,0.4,0.16,0.5,0.0,0.63,0.22,MIT
711,0.52,0.64,0.34,0.16,0.5,0.0,0.57,0.22,MIT
712,0.75,0.66,0.64,0.39,0.5,0.0,0.46,0.32,MIT
713,0.41,0.49,0.58,0.22,0.5,0.0,0.52,0.22,MIT
714,0.58,0.51,0.56,0.16,0.5,0.0,0.34,0.22,NUC
715,0.48,0.49,0.45,0.23,0.5,0.0,0.51,0.22,ME3
716,0.39,0.42,0.49,0.1,0.5,0.0,0.49,0.65,NUC
717,0.31,0.42,0.48,0.17,0.5,0.0,0.49,0.53,NUC
718,0.39,0.28,0.54,0.14,0.5,0.0,0.59,0.22,MIT
719,0.76,0.67,0.37,0.22,0.5,0.0,0.54,0.22,ME2
720,0.49,0.27,0.57,0.18,0.5,0.83,0.54,0.22,POX
721,0.28,0.48,0.56,0.16,0.5,0.0,0.48,0.26,CYT
722,0.69,0.39,0.52,0.12,0.5,0.0,0.38,0.35,CYT
723,0.64,0.52,0.5,0.26,0.5,0.0,0.51,0.31,NUC
724,0.56,0.48,0.5,0.3,0.5,0.0,0.51,0.22,CYT
725,0.5,0.5,0.54,0.16,0.5,0.0,0.49,0.22,POX
726,0.47,0.43,0.59,0.27,0.5,0.0,0.55,0.22,POX
727,0.68,0.59,0.44,0.49,0.5,0.0,0.4,0.26,POX
728,0.5,0.51,0.57,0.27,0.5,0.0,0.48,0.22,POX
729,0.45,0.46,0.61,0.2,0.5,0.0,0.62,0.22,CYT
730,0.53,0.51,0.36,0.13,0.5,0.0,0.52,0.22,ME3
731,0.6,0.54,0.54,0.53,0.5,0.0,0.52,0.27,MIT
