,Score_num,Occasion_cat,Judges_cat,Interval_cat,Sittings_cat,Position_cat,Squares_cat,Rows_cat,Columns_cat,Halfplot_cat,Trellis_cat,Method_cat
493,13.5,2,5,1,4,2,2,1,3,1,2,1
494,16.0,2,5,1,4,3,2,1,3,1,2,1
495,14.5,2,5,1,4,4,2,1,3,2,2,2
496,15.5,2,5,2,1,1,2,3,4,2,2,2
497,14.5,2,5,2,1,2,2,3,4,2,2,2
498,16.5,2,5,2,1,3,2,3,4,1,2,1
499,16.0,2,5,2,1,4,2,3,4,1,2,1
500,15.0,2,5,2,2,1,2,3,1,2,1,2
501,16.0,2,5,2,2,2,2,3,1,1,1,1
502,15.5,2,5,2,2,3,2,3,1,2,1,2
503,15.0,2,5,2,2,4,2,3,1,1,1,1
504,15.0,2,5,2,3,1,2,3,3,2,3,2
505,15.0,2,5,2,3,2,2,3,3,1,3,1
506,15.5,2,5,2,3,3,2,3,3,2,3,2
507,15.5,2,5,2,3,4,2,3,3,1,3,1
508,15.0,2,5,2,4,1,2,3,2,2,4,2
509,15.0,2,5,2,4,2,2,3,2,1,4,1
510,16.0,2,5,2,4,3,2,3,2,2,4,2
511,16.0,2,5,2,4,4,2,3,2,1,4,1
512,15.5,2,5,3,1,1,2,2,3,1,4,1
513,15.5,2,5,3,1,2,2,2,3,2,4,2
514,14.0,2,5,3,1,3,2,2,3,1,4,1
515,15.5,2,5,3,1,4,2,2,3,2,4,2
516,15.0,2,5,3,2,1,2,2,2,2,1,2
517,15.5,2,5,3,2,2,2,2,2,2,1,2
518,15.0,2,5,3,2,3,2,2,2,1,1,1
519,14.5,2,5,3,2,4,2,2,2,1,1,1
520,14.5,2,5,3,3,1,2,2,1,2,2,2
521,15.5,2,5,3,3,2,2,2,1,1,2,1
522,14.0,2,5,3,3,3,2,2,1,1,2,1
523,14.5,2,5,3,3,4,2,2,1,2,2,2
524,16.0,2,5,3,4,1,2,2,4,1,3,1
525,14.0,2,5,3,4,2,2,2,4,1,3,1
526,15.0,2,5,3,4,3,2,2,4,2,3,2
527,16.0,2,5,3,4,4,2,2,4,2,3,2
528,15.5,2,6,1,1,1,2,2,4,2,3,2
529,15.0,2,6,1,1,2,2,2,4,1,3,1
530,14.0,2,6,1,1,3,2,2,4,2,3,2
531,15.5,2,6,1,1,4,2,2,4,1,3,1
532,16.0,2,6,1,2,1,2,2,1,1,2,1
533,14.5,2,6,1,2,2,2,2,1,2,2,2
534,15.0,2,6,1,2,3,2,2,1,1,2,1
535,16.0,2,6,1,2,4,2,2,1,2,2,2
536,15.5,2,6,1,3,1,2,2,2,1,1,1
537,16.0,2,6,1,3,2,2,2,2,2,1,2
538,15.5,2,6,1,3,3,2,2,2,1,1,1
539,16.5,2,6,1,3,4,2,2,2,2,1,2
540,15.5,2,6,1,4,1,2,2,3,1,4,1
541,15.0,2,6,1,4,2,2,2,3,1,4,1
542,15.5,2,6,1,4,3,2,2,3,2,4,2
543,16.0,2,6,1,4,4,2,2,3,2,4,2
544,15.0,2,6,2,1,1,2,1,4,1,1,1
545,16.0,2,6,2,1,2,2,1,4,2,1,2
546,14.0,2,6,2,1,3,2,1,4,2,1,2
547,15.0,2,6,2,1,4,2,1,4,1,1,1
548,15.0,2,6,2,2,1,2,1,1,1,4,1
549,15.5,2,6,2,2,2,2,1,1,1,4,1
550,15.0,2,6,2,2,3,2,1,1,2,4,2
551,15.5,2,6,2,2,4,2,1,1,2,4,2
552,13.5,2,6,2,3,1,2,1,3,2,2,2
553,15.0,2,6,2,3,2,2,1,3,2,2,2
554,14.0,2,6,2,3,3,2,1,3,1,2,1
555,13.5,2,6,2,3,4,2,1,3,1,2,1
556,16.0,2,6,2,4,1,2,1,2,1,3,1
557,15.0,2,6,2,4,2,2,1,2,1,3,1
558,15.0,2,6,2,4,3,2,1,2,2,3,2
559,15.5,2,6,2,4,4,2,1,2,2,3,2
560,15.5,2,6,3,1,1,2,3,3,2,3,2
561,14.0,2,6,3,1,2,2,3,3,1,3,1
562,15.0,2,6,3,1,3,2,3,3,2,3,2
563,14.0,2,6,3,1,4,2,3,3,1,3,1
564,14.5,2,6,3,2,1,2,3,2,1,4,1
565,14.5,2,6,3,2,2,2,3,2,2,4,2
566,15.0,2,6,3,2,3,2,3,2,2,4,2
567,14.5,2,6,3,2,4,2,3,2,1,4,1
568,14.5,2,6,3,3,1,2,3,1,1,1,1
569,14.5,2,6,3,3,2,2,3,1,1,1,1
570,14.0,2,6,3,3,3,2,3,1,2,1,2
571,14.5,2,6,3,3,4,2,3,1,2,1,2
572,15.5,2,6,3,4,1,2,3,4,1,2,1
573,15.5,2,6,3,4,2,2,3,4,1,2,1
574,14.5,2,6,3,4,3,2,3,4,2,2,2
575,13.5,2,6,3,4,4,2,3,4,2,2,2
