,a14_num,a19_num,a03_num,a29_num,a33_num,a28_num,a22_num,a27_num,a26_num,a32_num,a17_num,a24_num,a04_num,a02_num,a23_num,a25_num,a10_num,a31_num
152,0.05307,-0.06425,0.05866,0.03073,0.04749,-0.00838,0.02514,0.10335,0.00559,0.0,0.0,-0.00559,-0.00838,0.0,0.02793,0.00838,-0.03911,0.04469
153,0.56079,-0.65426,0.94653,0.36752,0.50376,-0.5642,-0.44,0.16085,-0.64792,-0.22535,-0.66455,-0.55089,0.28713,0.0,-0.30851,-0.04119,0.89109,0.46059
154,0.0431,-0.04023,0.0546,0.02586,-0.04598,0.01724,0.02299,0.00862,-0.00862,0.01149,-0.09483,-0.01149,0.01437,0.0,-0.03736,0.03161,0.00862,0.02586
155,0.03251,0.79113,0.72414,0.74089,0.79015,0.00612,0.0335,0.78041,-0.01478,0.02956,0.80099,0.05517,-0.01084,0.0,0.74778,0.72611,0.01084,0.82956
156,-0.02282,-0.01712,0.03852,0.01997,-0.01427,0.01569,0.00428,0.03994,0.01854,-0.01854,-0.04708,-0.02282,0.02568,0.0,0.05136,0.05136,-0.04993,-0.02568
157,0.31217,-0.5,0.4709,0.15873,0.2672,-0.31739,-0.1455,0.03574,0.00265,-0.24339,-0.51587,-0.38095,0.22751,0.0,-0.14815,-0.2328,0.49471,0.24868
158,0.0778,0.18993,0.08696,0.11213,0.1167,0.01373,0.0,0.08467,-0.10297,-0.07323,0.29062,-0.00229,0.00686,0.0,0.11213,0.15103,-0.06178,0.09611
159,0.0,-0.12797,0.94333,0.45521,-0.21572,0.30384,-0.6362,0.60098,-0.05484,0.54479,-0.38391,-0.3766,0.38574,0.0,0.71481,0.73857,0.64899,0.02742
160,-0.03103,-0.02398,0.01975,0.00564,0.00705,-0.01128,-0.02539,0.01834,-0.01269,-0.02398,-0.0409,0.0,0.00705,0.0,0.01834,0.0,0.04372,-0.01693
161,-0.06124,0.8357,0.85736,0.88125,0.79089,-0.03678,0.01195,0.82383,-0.01942,-0.01942,0.83719,0.0224,0.00075,0.0,0.90515,0.79686,0.09037,0.73936
162,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0
163,0.10768,-0.1926,0.85209,0.3783,-0.11215,0.21343,-0.80496,0.71698,-0.23324,0.66315,-0.6603,-0.3523,0.39252,0.0,0.64649,0.77814,0.88744,0.19667
164,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3125,1.0,1.0,-0.94375
165,0.11765,-0.23529,1.0,0.72549,-0.11765,0.21876,-1.0,0.92874,-0.21569,0.90196,-0.64706,-0.72549,0.54902,0.0,0.7451,0.92157,0.92157,0.23529
166,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.4375,-1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0
167,-0.11111,0.55556,0.44444,0.57454,-0.55556,0.45019,-0.77778,0.9212,0.0,1.0,-0.66667,-0.22222,0.44444,0.0,0.77778,0.33333,0.88889,0.22222
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0.1421,0.75,1.0,0.75,0.67493,0.26388,0.0,0.73944,0.5,0.29074,0.75,-0.25,0.0,0.0,1.0,0.5,0.0,0.69635
170,-1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0
171,-0.22222,1.0,1.0,1.0,1.0,-0.05352,-0.11111,0.90347,0.0,-0.11111,0.77778,-0.11111,0.0,0.0,0.66667,0.66667,-0.11111,0.88889
172,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0
173,-0.27273,1.0,1.0,1.0,1.0,-0.04914,-0.36364,1.0,-0.09091,-0.27273,1.0,0.09091,0.45455,0.0,1.0,1.0,-0.09091,1.0
174,0.51894,0.12121,0.62121,0.43182,0.17045,-0.57576,-0.53409,0.25758,-0.27273,-0.02273,-0.53788,0.17803,-0.63636,0.0,-0.57576,0.29167,0.28788,0.18182
175,0.11765,1.0,1.0,1.0,1.0,0.20225,0.35294,1.0,-0.11765,0.35294,1.0,0.41176,0.11765,0.0,1.0,1.0,0.05882,1.0
176,-0.59043,0.82979,0.0,-0.2234,-0.67553,-0.46809,1.0,-0.19149,0.0,0.90426,0.0,-0.70745,0.0,0.0,0.17021,0.0,-0.23404,0.74468
177,0.125,1.0,0.91667,1.0,0.70833,0.05503,-0.08333,0.83796,-0.125,0.0,0.875,0.16667,0.29167,0.0,0.75,0.83333,-0.08333,0.70833
178,-0.19071,0.0,0.1859,0.125,0.16827,-0.10897,0.0,0.17308,0.08974,-0.04808,0.0,-0.06571,-0.16667,0.0,-0.05128,0.07853,0.0,0.02564
179,-0.47265,0.68131,1.0,0.37941,0.29221,-0.85669,-0.78316,0.48757,-0.96296,-0.88846,0.73084,-0.74785,-0.08183,0.0,0.58829,0.67033,-0.33075,0.24117
180,0.05702,0.22807,1.0,1.0,0.82895,-1.0,0.0,1.0,-0.66667,0.20175,0.72807,-0.16228,1.0,0.0,-0.29825,1.0,0.21053,0.35088
181,-0.30539,0.40473,1.0,0.12777,0.18353,-0.4839,-0.39328,0.29208,-0.52142,-0.51329,0.47194,-0.32681,0.24077,0.0,0.53176,0.23966,-0.23486,0.15657
182,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,-1.0
183,-0.49639,0.2707,0.92247,-0.07162,-0.07457,-0.59589,-0.54172,0.09312,-0.63601,-0.54074,0.37254,-0.59691,-0.19448,0.0,0.33509,0.1475,-0.2707,-0.0184
184,-1.0,1.0,-1.0,1.0,0.47569,-1.0,1.0,0.33333,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.71528,0.53819,0.69792
185,0.19409,-0.25105,0.84177,0.64135,-0.00422,0.07933,-0.86498,0.77937,-0.28903,0.62447,-0.62869,-0.66878,0.4346,0.0,0.51477,0.74895,0.88186,0.31435
186,-1.0,1.0,1.0,-1.0,0.0,1.0,0.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,-1.0
187,1.0,-1.0,1.0,1.0,1.0,-1.0,-0.92536,0.19235,-1.0,-1.0,-1.0,-0.33333,0.63548,0.0,-1.0,-0.33333,1.0,0.0
188,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
189,0.48981,1.0,1.0,1.0,1.0,1.0,0.92001,1.0,1.0,1.0,-0.375,1.0,0.06843,0.0,1.0,1.0,-0.125,1.0
190,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0
191,-0.31997,0.15196,0.64947,-0.02612,0.01336,-0.2321,-0.31525,-0.00046,-0.25124,-0.1895,0.20269,-0.26795,-0.07896,0.0,0.06556,0.03004,0.04403,-0.04717
192,0.26042,0.0,0.0,-0.22917,-0.19792,0.75,-0.21875,0.04167,0.5,-0.27083,0.0,0.90625,0.0,0.0,-0.16667,-1.0,0.0,-0.125
193,0.25283,0.59615,1.0,0.27381,0.18086,0.25553,0.292,0.3293,0.27226,0.21378,0.66775,0.28476,0.05149,0.0,0.45582,0.39023,-0.26496,0.22427
194,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.36508,-0.3254,0.47364,-1.0,-0.09524,0.0,-1.0,0.82937,0.31746,-1.0
195,0.08172,0.87379,0.93669,0.98544,0.85841,-0.02302,0.26133,0.87293,-0.02589,-0.10194,0.84628,-0.03641,-0.0019,0.0,0.75081,0.84547,0.16828,0.78317
196,1.0,1.0,1.0,1.0,1.0,0.625,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,-0.5,-0.75
197,-0.06861,0.83584,1.0,0.91165,0.96523,-0.04597,0.03728,0.96238,-0.01253,-0.13722,0.95802,0.09242,0.23058,0.0,0.99624,1.0,0.15414,1.0
198,-0.79313,0.31755,0.36876,-0.00403,0.00015,-0.01186,-0.20188,0.03443,0.06639,0.00108,0.48684,0.06895,-1.0,0.0,-0.11976,0.03021,0.95041,-0.00761
199,0.02105,0.95663,0.79847,0.75638,1.0,-0.00394,0.00191,1.0,-0.14541,-0.1875,1.0,0.30804,0.38265,0.0,0.90306,1.0,-0.07398,1.0
200,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0
201,-0.44119,0.59623,1.0,0.26352,0.13994,-0.76054,-0.70975,0.35504,-0.73333,-0.73145,0.69748,-0.87327,-0.28428,0.0,0.54465,0.49214,-0.30566,0.16604
202,-1.0,-1.0,0.0,1.0,0.0,-0.2,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-0.6,1.0,-1.0,0.0
203,0.04545,1.0,1.0,0.95455,0.86364,0.02897,0.09091,0.91541,0.04545,-0.09091,1.0,0.09091,0.09091,0.0,0.77273,0.90909,0.0,0.86364
204,-1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0
205,0.14706,1.0,0.91176,0.94118,0.91176,0.026,0.11765,0.92663,0.02941,0.05882,1.0,0.02941,-0.08824,0.0,0.88235,0.85294,-0.02941,0.97059
206,1.0,1.0,-1.0,1.0,0.14939,-0.03578,-1.0,-1.0,-1.0,-0.32317,0.28301,-1.0,1.0,0.0,-1.0,1.0,1.0,-1.0
207,0.05028,1.0,0.47368,0.52632,0.57418,0.08968,0.07631,0.65419,0.21053,0.09534,0.84211,0.08141,-0.10526,0.0,0.70301,0.42105,-0.05263,0.6015
208,0.0,0.3141,-0.00641,0.0,0.0,-0.51282,0.74359,-0.61538,0.0,0.0,0.0,-0.80769,-0.5,0.0,-0.34615,0.0,0.0,0.0
209,-0.45455,1.0,1.0,1.0,0.72727,0.08867,-0.45455,1.0,-0.09091,0.63636,1.0,0.0775,0.45455,0.0,1.0,1.0,-0.09091,1.0
210,-1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,1.0
211,-0.09091,0.45455,0.45455,0.27273,0.28985,-0.01768,-0.09091,0.34442,-0.09091,0.0,0.63636,0.18182,0.09091,0.0,0.27273,0.36364,0.0,0.36364
212,0.0,0.0,-1.0,0.0,0.0,0.51613,-1.0,1.0,0.23387,0.0,0.0,0.0,-0.59677,0.0,0.0,0.29839,1.0,0.0
213,0.02534,1.0,1.0,1.0,1.0,0.04891,-0.28571,1.0,-0.28571,0.57143,0.42857,0.0,0.14286,0.0,1.0,0.28571,-0.14286,1.0
214,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
215,0.16731,-0.24012,0.87032,0.52798,-0.06739,0.10484,-0.78699,0.69097,-0.24843,0.56573,-0.59383,-0.5743,0.46972,0.0,0.51557,0.69274,0.87916,0.25974
216,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0
217,0.40552,0.53392,0.92657,0.22307,0.11573,0.54214,0.54212,0.26978,0.55274,0.49124,0.60101,0.55684,0.04174,0.0,0.42546,0.3334,0.36526,0.14312
218,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,-1.0
219,0.75,0.25539,0.93537,-0.33169,-0.47419,0.78004,0.85615,-0.20995,0.7978,0.64363,0.41629,0.88869,0.13645,0.0,0.00494,-0.07361,0.47127,-0.38532
220,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,-1.0
221,0.57308,-0.09808,0.80627,-0.23832,-0.23846,0.34976,0.42885,-0.1994,0.40006,0.23896,0.15215,0.44424,0.13069,0.0,-0.08856,-0.14943,0.45577,-0.26634
222,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0
223,0.52284,0.48869,0.97467,0.07497,-0.10289,0.78541,0.68159,0.16813,0.7621,0.77702,0.58548,0.75622,0.13082,0.0,0.35289,0.26832,0.32711,-0.02962
224,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
225,0.74676,0.04686,0.92308,-0.46799,-0.56231,0.58553,0.76969,-0.38798,0.65708,0.40732,0.19128,0.71327,0.15451,0.0,-0.18479,-0.29291,0.5683,-0.53146
226,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0
227,0.56502,-0.6278,0.88804,0.43227,0.42152,-0.48392,-0.55605,0.30406,-0.61055,-0.09461,-0.7894,-0.64338,0.38138,0.0,-0.16449,0.09562,0.90135,0.47029
228,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0
229,0.28954,0.64333,0.73523,0.12473,0.30588,0.482,0.42528,0.44174,0.57549,0.49721,0.49672,0.44872,-0.38293,0.0,0.5312,0.9453,0.05252,0.3507
230,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,0.04719,0.98551,0.94649,0.97473,1.0,0.04356,0.0498,0.95243,0.08101,0.07061,0.94277,0.07098,0.00892,0.0,0.96358,0.93274,0.01598,0.97845
232,-1.0,0.0,1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0
233,0.04393,0.63403,0.50466,0.38228,0.54632,0.08304,0.06856,0.59935,0.18065,0.09046,0.67023,0.07381,-0.169,0.0,0.63077,0.84033,0.01282,0.56466
234,0.18227,0.70736,0.68729,0.7107,0.56522,0.22216,0.24582,0.89262,-0.53846,-0.06522,0.93478,0.77425,1.0,0.0,0.60201,1.0,0.10702,1.0
235,-0.12581,0.82222,0.76296,0.78889,1.0,-0.24549,-0.19938,0.92148,-0.26481,-0.27105,0.49259,0.22037,-0.07778,0.0,1.0,0.6963,0.06111,0.87492
236,0.36965,0.05058,0.38521,-0.14786,-0.19066,0.26256,0.09728,-0.06024,0.28482,0.31128,-0.03891,0.29961,0.15564,0.0,0.07782,-0.02494,0.1323,-0.09339
237,-0.02381,0.60317,0.5754,0.61706,0.625,-0.01237,-0.02778,0.61291,0.03968,-0.01389,0.70833,0.0377,-0.03175,0.0,0.59127,0.5,0.03373,0.68849
238,-0.09852,-0.12808,0.06404,-0.05911,0.07389,-0.04926,0.01478,0.28079,0.16256,0.05419,0.0197,0.02956,-0.15271,0.0,0.06897,0.07882,0.18719,0.04433
239,-0.00224,0.6868,0.61857,0.63311,0.65213,-0.01673,-0.01342,0.69845,-0.09508,-0.05145,0.83669,0.11745,0.1085,0.0,0.60962,0.71253,0.00224,0.78859
240,0.0,0.0,0.25316,0.0,0.0,-1.0,0.68101,0.0557,0.35696,-1.0,0.0,0.33671,0.35949,0.0,-0.2,-0.1038,0.0,0.06329
241,0.01179,0.90782,0.88103,0.84352,0.91747,-0.14903,-0.14577,0.88245,-0.19507,-0.18542,0.87138,-0.12433,-0.00857,0.0,0.82851,0.90139,-0.12755,0.88424
242,0.0,0.59167,0.42708,-0.27917,0.0,-1.0,0.0,-1.0,-0.40833,0.0,0.16458,0.0,-0.5,0.0,0.0,0.9875,0.51042,0.0
243,-0.01033,0.89451,0.88853,0.85536,0.86786,-0.11808,-0.12126,0.86453,-0.14138,-0.12452,0.86025,-0.11909,0.01631,0.0,0.88907,0.8298,-0.10223,0.83524
244,0.19556,0.0,0.0,0.0,0.90667,-1.0,-0.04,1.0,0.0,0.11778,1.0,-0.18667,0.0,0.0,1.0,0.0,0.0,1.0
245,-0.06714,0.81,0.81143,0.82571,0.82143,-0.08669,-0.08429,0.81598,-0.06857,-0.05,0.82857,-0.05,0.03714,0.0,0.84286,0.77,-0.04286,0.81429
246,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,-0.11948,0.55325,0.4987,0.43117,0.58961,-0.0328,-0.03377,0.53215,0.0,-0.05455,0.52727,-0.01039,0.01818,0.0,0.49091,0.59221,0.0961,0.54545
248,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,0.60793,-0.36676,1.0,0.01033,0.02249,-0.10242,-0.09025,-0.02089,-0.12744,-0.04142,-0.43663,-0.12964,0.5,0.0,-0.16178,-0.07782,0.9118,0.02224
250,-0.11111,-1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,-1.0,0.0
251,0.5156,-0.67474,0.87048,0.52573,0.5146,-0.51568,-0.62861,0.38544,-0.66421,-0.05938,-0.81136,-0.70762,0.38027,0.0,-0.13013,0.15552,0.9074,0.56239
252,0.37333,-1.0,0.0,0.0,0.0,0.22667,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0
253,0.33652,-0.4695,0.88179,0.72478,0.34749,-0.24433,-0.82217,0.72147,-0.5591,0.38915,-0.77356,-0.7757,0.43491,0.0,0.26384,0.55984,0.92544,0.58137
254,0.25786,-0.30315,0.32834,0.27657,0.12197,-0.11876,-0.85597,0.33737,-0.06295,0.13296,-0.13117,-0.22786,0.0252,0.0,0.02668,0.27942,0.92324,0.15078
255,0.21909,-0.19354,0.83427,0.66592,-0.03983,0.08718,-0.89064,0.83008,-0.27734,0.70011,-0.59714,-0.72454,0.39121,0.0,0.51109,0.79143,0.83578,0.37542
256,0.0722,0.67148,0.62335,0.51384,0.61372,0.02019,0.10108,0.60463,0.14079,-0.00963,0.67509,0.03129,-0.0349,0.0,0.5006,0.65945,0.00963,0.61733
257,0.00551,0.61029,0.74449,0.30882,0.60294,0.07124,0.04228,0.61727,-0.15809,0.07458,1.0,-0.25,-0.0239,0.0,0.52022,0.72978,0.07721,0.55916
258,0.0506,0.61692,0.61538,0.55077,0.50609,0.08767,0.07573,0.58803,-0.07231,0.09207,0.68615,0.08041,0.18923,0.0,0.63878,0.60154,-0.10308,0.53389
259,0.00585,0.77935,0.68317,0.62235,0.64407,0.01096,0.00909,0.70824,-0.04243,0.0119,0.80622,0.00978,0.05375,0.0,0.74635,0.79632,0.09901,0.66624
260,0.04783,0.42174,0.5,0.38696,0.44783,0.06908,-0.02609,0.41789,-0.0087,0.14783,0.35652,-0.11304,0.0,0.0,0.32174,0.47391,-0.03913,0.35217
261,0.60814,0.29587,0.7983,-0.18226,-0.27339,0.60696,0.68104,-0.11925,0.63183,0.51701,0.33354,0.72236,0.09417,0.0,0.02066,-0.08748,0.41252,-0.25516
262,0.71942,0.21137,1.0,-0.31713,-0.42815,0.69187,0.82162,-0.22839,0.75596,0.54522,0.29452,0.7987,0.09802,0.0,-0.01734,-0.15144,0.5302,-0.40291
263,0.76161,-0.09159,0.8941,-0.50314,-0.48808,0.40753,0.66926,-0.46215,0.50489,0.19172,0.09134,0.6261,0.13425,0.0,-0.30263,-0.40552,0.59975,-0.52823
264,0.83614,-0.00701,0.94631,-0.67929,-0.8121,0.66335,0.89383,-0.58563,0.76482,0.42488,0.17959,0.82492,0.17498,0.0,-0.33023,-0.46534,0.63842,-0.75321
265,0.81795,-0.1639,0.91767,-0.64511,-0.64056,0.40972,0.76193,-0.60328,0.53886,0.13667,0.00396,0.65385,0.18198,0.0,-0.43087,-0.5314,0.69865,-0.6571
266,0.44545,-0.56136,0.76627,-0.2754,-0.11894,-0.12486,0.18864,-0.33942,-0.03229,-0.24648,-0.27491,0.07588,0.21106,0.0,-0.40533,-0.38483,0.22273,-0.19962
267,0.12252,0.54305,0.5894,0.46216,0.40821,0.27687,0.27815,0.49013,0.26653,0.29324,0.71854,0.07285,-0.60927,0.0,0.68874,0.51872,0.16225,0.43484
268,0.12524,0.6945,1.0,0.1518,0.56167,0.17951,0.07211,0.4909,0.37381,0.18897,0.53131,0.05882,0.11385,0.0,0.32068,0.53321,0.01139,0.44141
269,-0.05771,0.71254,0.84843,0.52613,0.42223,-0.09128,-0.08039,0.48659,-0.22822,-0.09621,0.39199,-0.08453,0.06794,0.0,0.5343,0.47038,-0.0662,0.44277
270,-0.01436,0.91152,1.0,1.0,0.92226,-0.03034,-0.02364,0.93772,0.02003,-0.03464,0.98497,-0.02591,0.08013,0.0,0.94636,0.98164,-0.03923,0.92774
271,0.15979,0.5,0.47938,0.15464,0.45361,-0.12447,0.18557,0.53396,0.19588,0.04124,0.42268,0.08247,-0.12371,0.0,0.42268,0.70619,0.07216,0.47423
272,-0.43418,0.6351,0.6351,0.61663,0.69053,0.17704,-0.25404,0.68775,0.23095,0.19841,0.59584,0.15359,-0.04388,0.0,0.70951,0.64665,-0.00462,0.66316
273,-0.04719,0.64719,0.50112,0.4764,0.60674,0.00824,0.14157,0.56588,0.04944,0.10562,0.57303,-0.03596,-0.03596,0.0,0.57528,0.46517,0.02472,0.54607
274,0.15858,0.46926,0.71521,0.31392,0.30421,0.0004,0.14887,0.45105,-0.05502,-0.1068,0.54369,0.21683,-0.00647,0.0,0.39159,0.52427,0.08091,0.49191
275,0.04938,0.73827,0.68148,0.76543,0.51358,-0.02451,0.00988,0.63773,-0.1284,-0.0716,0.78272,0.08148,0.1037,0.0,0.60988,0.66667,-0.00494,0.61235
276,-0.02034,0.56949,0.60678,0.58644,0.50169,0.0075,0.00678,0.57262,-0.0339,-0.02712,0.64068,-0.0339,-0.02712,0.0,0.71525,0.52881,0.03729,0.58983
277,0.04854,0.43204,0.49515,0.3932,0.37379,0.03815,0.05825,0.36547,-0.15049,0.0,0.47087,0.25728,0.09709,0.0,0.18932,0.31068,-0.02427,0.26214
278,0.60179,0.28379,0.98822,-0.16209,-0.33483,0.6051,0.73696,-0.16556,0.69714,0.44195,0.318,0.71284,0.02187,0.0,0.06338,-0.16489,0.48906,-0.34717
279,0.83156,-0.12193,0.97905,-0.61899,-0.64134,0.4604,0.80754,-0.57587,0.58324,0.18345,0.047,0.71676,0.1581,0.0,-0.37835,-0.51034,0.64888,-0.65754
280,0.83312,-0.43707,0.99701,-0.64872,-0.47201,0.02277,0.4812,-0.66651,0.15908,-0.22949,-0.28269,0.35534,0.21677,0.0,-0.65,-0.64658,0.7812,-0.54615
281,0.89489,-0.42811,0.94331,-0.75406,-0.66932,0.15619,0.62563,-0.77097,0.30912,-0.17921,-0.24742,0.50428,0.19959,0.0,-0.65515,-0.68851,0.7083,-0.75199
282,0.89335,-0.76305,0.93972,-0.46422,-0.08937,-0.46438,0.18888,-0.63237,-0.26883,-0.70835,-0.58835,-0.04284,0.28082,0.0,-0.81317,-0.75273,0.80511,-0.26389
283,0.48816,-0.47359,0.89835,0.24321,0.42805,-0.51925,-0.06011,0.07158,-0.5362,-0.30057,-0.6675,-0.47592,0.35157,0.0,-0.33197,-0.12897,0.8051,0.36586
284,0.12767,-0.05431,0.29073,-0.0028,0.0029,-0.01475,-0.0028,-0.00886,-0.01505,-0.00948,-0.06328,-0.01176,0.10025,0.0,-0.02876,-0.01755,0.26316,0.00096
285,0.06391,0.76128,0.58459,0.5282,0.44767,-0.10571,0.20489,0.56836,-0.04699,-0.12218,0.72368,-0.40977,-0.35526,0.0,0.84774,0.6485,0.19361,0.15602
286,0.12686,0.48158,0.83609,0.26429,0.16655,0.14314,0.14616,0.23641,0.1453,0.13632,0.29352,0.14638,0.13215,0.0,0.29495,0.26436,0.12961,0.18767
287,0.03027,0.80019,0.9408,0.85939,0.77269,0.06235,0.04901,0.79058,0.0222,0.0709,0.74838,0.05352,0.11933,0.0,0.80259,0.77336,-0.00278,0.77863
288,-0.26724,0.84452,0.87111,0.78774,0.88238,-0.02908,-0.34024,0.85967,-0.09193,0.21812,0.88644,-0.25101,0.04326,0.0,0.78954,0.86661,-0.08337,0.75935
289,-0.00469,0.71026,0.74916,0.72435,0.72837,0.02552,-0.08048,0.82271,-0.01207,0.11066,0.91482,0.0,0.02549,0.0,1.0,0.71764,-0.09188,0.90409
290,0.27515,0.4142,0.47337,0.5355,0.34615,0.03259,0.02842,0.46514,-0.02367,-0.14497,0.55621,-0.10651,0.19527,0.0,0.51183,0.47929,-0.04438,0.31953
291,-0.0452,0.81544,0.59887,0.52731,0.6742,-0.16837,-0.00377,0.61444,-0.33145,-0.31262,0.51412,0.06215,0.14689,0.0,0.33333,0.56121,0.02448,0.53861
292,-0.11677,0.61996,0.84713,0.66242,0.65817,-0.23312,-0.15711,0.74115,-0.26115,-0.37792,0.78132,-0.03397,-0.03397,0.0,0.89384,0.84926,-0.07643,0.72611
293,-0.10598,0.83424,0.87772,0.8587,0.79076,-0.10211,-0.05978,0.83705,-0.1875,-0.1087,0.88043,-0.27989,-0.08152,0.0,0.97283,0.85054,-0.02174,0.78533
294,-0.1917,0.63636,0.74704,0.60079,0.61067,-0.12041,-0.25296,0.61847,-0.10474,0.06917,0.63043,-0.28656,-0.13241,0.0,0.66403,0.67194,-0.11067,0.37549
295,-0.16186,0.52993,0.46785,0.59867,0.56319,-0.11455,-0.19512,0.5393,-0.20177,-0.11752,0.54545,-0.13525,0.11308,0.0,0.50776,0.41463,-0.13969,0.53659
296,0.892,-0.78768,0.88116,-0.54732,-0.19312,-0.45511,0.19095,-0.67557,-0.26356,-0.667,-0.65114,-0.08079,0.27475,0.0,-0.83943,-0.78334,0.90502,-0.30512
297,0.9513,-0.90995,0.93147,-0.41223,0.10007,-0.69556,0.0604,-0.65165,-0.46906,-0.93953,-0.73329,-0.19838,0.29282,0.0,-0.93618,-0.83192,0.92651,-0.1359
298,0.71996,-1.0,0.88241,-0.02979,0.00194,-0.81876,-0.41085,-0.3161,-0.67605,-0.82127,-0.81422,-0.45478,0.30634,0.0,-0.76901,-0.57242,1.0,0.25392
299,0.77681,-0.75821,0.83479,0.08425,0.40591,-0.60863,-0.15317,-0.1695,-0.52954,-0.48468,-0.7035,-0.39168,0.28993,0.0,-0.58315,-0.37199,0.86761,0.25164
300,0.8359,-0.91814,0.9287,0.0781,0.59407,-0.86122,-0.26173,-0.22323,-0.74735,-0.78057,-0.87474,-0.54069,0.33164,0.0,-0.73969,-0.50757,0.95193,0.36021
301,0.66541,-0.7218,0.83367,0.22708,0.64662,-0.69706,-0.28195,-0.0153,-0.66014,-0.51206,-0.74725,-0.53463,0.31456,0.0,-0.49165,-0.26577,0.78947,0.431
302,-0.07458,0.97264,0.98455,0.93469,0.96778,-0.12912,-0.05252,0.96653,-0.08341,-0.15755,0.97396,-0.08914,-0.02736,0.0,0.95278,0.97352,0.01456,0.97132
303,-0.01767,0.9523,0.94052,0.90342,0.92049,-0.05827,-0.02179,0.92695,-0.04476,-0.07244,0.95465,-0.04417,-0.01531,0.0,0.92815,0.92049,-0.0106,0.91991
