,binaryClass_cat,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num
440,P,0.836078,1.355113,1.281685,0.541079,1.054519
441,P,0.786949,0.620535,-0.490511,-1.559766,-0.704522
442,N,-0.795805,-1.013355,-0.589006,0.748166,-1.698035
443,P,0.428719,0.635899,-0.289082,-0.570779,1.562236
444,N,-0.156607,-1.033038,-1.194514,1.040079,0.892252
445,N,-0.820638,-1.394126,0.28259,1.131224,1.209304
446,P,1.001277,0.356846,1.066703,0.592516,-0.669194
447,N,-1.146206,-0.651769,0.052638,0.72414,1.157998
448,P,1.071972,0.141069,1.318742,1.684106,0.076475
449,P,1.395488,1.079538,0.632514,-0.125437,-0.160377
450,N,-0.064631,-0.099278,0.065507,0.942723,0.990965
451,P,0.588682,1.444169,1.585306,0.989143,0.894185
452,N,-1.435756,-0.680464,-0.851982,-1.70092,-0.405005
453,P,-0.929881,-1.588051,-0.405377,-0.427542,-0.737265
454,N,-0.954593,-0.447833,-0.04352,-0.782446,-0.581043
455,P,0.578192,1.295055,-0.067666,-0.710636,-1.156551
456,N,-0.649117,-0.381564,-0.274429,0.025794,-1.328118
457,N,-0.694548,-0.363702,-0.087063,0.56604,-1.149831
458,N,-1.271514,-0.689471,-1.056046,-0.159576,-1.57893
459,N,1.492664,1.576589,2.831058,1.373113,-1.686435
460,N,-0.703616,-1.190236,-0.795896,0.303717,0.754894
461,N,1.570531,1.393071,1.930127,0.24189,-0.482803
462,P,0.339281,0.627404,0.342364,0.480489,1.645944
463,N,0.060612,-1.018363,0.003288,1.185509,-0.103539
464,N,-1.005169,-1.006865,-0.621293,0.19021,-1.344029
465,P,0.057608,0.722869,-0.20803,-1.113744,-1.349584
466,P,-0.13281,0.826882,0.203497,-0.447003,1.454109
467,P,1.520626,1.165434,0.263076,-0.345341,-1.193245
468,N,-0.428106,-0.540987,-0.108883,-0.318254,0.160264
469,N,0.531042,-0.32984,-0.180884,-0.182056,-1.142377
470,N,0.092464,-0.544953,-0.27585,-1.335588,-0.51457
471,N,0.345851,-0.203404,-0.627357,-0.894818,-0.122936
472,N,-1.052071,-1.477412,-1.266082,-1.137665,1.171829
473,P,-0.929906,-1.448434,-0.595771,-1.239718,-1.477245
474,P,0.0825,0.554648,0.759727,1.055333,-1.091605
475,N,-0.139347,-0.287632,-0.343405,-0.09249,1.072437
476,P,1.13857,0.992538,-0.941568,-0.724326,0.880912
477,N,1.24749,1.471655,1.847158,0.795934,-0.375315
478,N,-0.413081,-0.942808,-0.515254,-0.571617,-1.100296
479,N,0.276947,-0.074956,-0.435484,-0.813956,0.689241
480,N,0.041271,-0.191223,-0.125933,-1.461489,-0.662981
481,N,1.542486,1.170359,0.997917,0.585155,0.734682
482,P,0.953249,0.834007,1.138802,0.83999,-1.128121
483,N,-1.315563,-0.998004,-0.932585,0.749697,-0.789055
484,P,0.642566,1.078095,0.618686,-0.248532,0.555671
485,P,1.003397,1.098472,0.551593,0.046455,-1.518363
486,N,1.861835,1.540131,2.194622,1.016773,-1.036087
487,N,-1.15073,-1.20677,-0.42788,1.493983,-1.418218
488,N,-0.448709,0.073534,-0.046116,0.162725,-1.123608
489,N,1.602178,1.276881,0.896924,0.29501,-0.513204
490,N,1.565236,1.365686,2.022071,0.542862,0.705136
491,N,-0.999797,-1.069578,-0.048442,0.946935,1.685774
492,N,1.974373,1.394266,2.103652,1.341256,-1.14096
493,N,-0.938801,-1.584621,-0.753622,0.816914,0.266954
494,N,-1.188239,-1.342342,-1.084127,-0.666885,1.464623
495,P,0.935951,1.162529,-0.253449,-0.744604,0.834564
496,N,-0.029824,-0.009874,1.286645,1.737196,1.495143
497,N,-1.173692,-0.372506,0.440705,1.413834,1.208362
498,N,-0.052121,0.409813,0.963551,1.024304,1.197107
499,N,-0.987103,-1.191048,-0.820259,-0.531275,-0.344972
