,attribute_40_num,attribute_42_num,attribute_2_num,attribute_49_num,attribute_51_num,attribute_26_num,attribute_34_num,attribute_36_num,attribute_41_num,attribute_39_num,attribute_24_num,attribute_54_num,attribute_46_num,attribute_3_num,attribute_27_num,attribute_59_num,attribute_21_num,attribute_10_num,attribute_53_num,attribute_19_num,attribute_33_num,attribute_57_num,attribute_17_num,attribute_52_num,attribute_50_num,attribute_47_num,attribute_31_num,attribute_48_num,attribute_38_num,attribute_56_num
90,0.2866,0.1167,0.0519,0.0172,0.0027,0.769,0.4393,0.718,0.0601,0.4993,0.842,0.0199,0.066,0.0621,0.8105,0.0114,0.5001,0.4284,0.0048,0.621,0.2903,0.0037,1.0,0.0208,0.0287,0.0491,0.6299,0.0345,0.5856,0.0022
91,0.3833,0.1155,0.0808,0.0114,0.0085,0.7712,0.2767,0.4787,0.2933,0.2789,0.5453,0.0079,0.08,0.0507,0.6838,0.0081,0.528,0.2197,0.0073,0.2676,0.1413,0.0033,0.3512,0.0178,0.0151,0.0567,0.7792,0.0198,0.2299,0.0116
92,0.2153,0.2841,0.0192,0.0208,0.0132,0.6323,0.4268,0.0791,0.2769,0.2561,0.5675,0.0051,0.0933,0.0254,0.6549,0.0044,0.3598,0.163,0.012,0.299,0.5169,0.0035,0.0699,0.0118,0.0318,0.1018,0.5509,0.0309,0.1906,0.0015
93,0.4782,0.3599,0.0437,0.0163,0.0121,0.7529,0.6973,0.1558,0.2344,0.5178,0.8966,0.0109,0.0473,0.0347,0.6838,0.0117,0.446,0.1408,0.0032,0.2915,0.8067,0.007,0.2164,0.0067,0.0088,0.0322,0.5427,0.0408,0.2161,0.0151
94,0.2095,0.2941,0.0309,0.0344,0.0108,0.7152,0.511,0.0916,0.1901,0.348,0.6849,0.0036,0.0606,0.0171,0.7102,0.0028,0.3613,0.143,0.0077,0.3038,0.6096,0.0101,0.0367,0.0149,0.0082,0.0692,0.4841,0.0446,0.2287,0.0085
95,0.3253,0.0653,0.04,0.0,0.0,0.2626,0.6279,0.4572,0.2292,0.552,0.2827,0.0204,0.0,0.0771,0.4468,0.0139,0.347,0.1146,0.0237,0.3784,0.5372,0.0164,0.1556,0.0056,0.0,0.0,0.4766,0.0,0.6474,0.0137
96,0.5354,0.2268,0.0146,0.0317,0.0076,0.1969,0.4479,0.3235,0.2478,0.652,0.2282,0.0145,0.0374,0.0026,0.4086,0.0089,0.2109,0.1045,0.0255,0.3262,0.4672,0.0018,0.1626,0.0223,0.0142,0.099,0.5517,0.0956,0.5581,0.0041
97,0.5622,0.4797,0.0279,0.0762,0.0268,0.4475,0.5727,0.7563,0.6508,0.5379,0.541,0.0161,0.2438,0.0592,0.534,0.0332,0.3264,0.2028,0.0129,0.2948,0.558,0.0194,0.278,0.0081,0.0238,0.1789,0.4091,0.1706,0.6176,0.0119
98,0.4181,0.2711,0.2339,0.0665,0.0156,0.2796,0.1437,0.4577,0.3603,0.3803,0.6532,0.0154,0.2246,0.3059,0.4163,0.0178,0.2243,0.2231,0.021,0.5255,0.0863,0.0106,0.4386,0.0362,0.0193,0.1921,0.3714,0.15,0.3372,0.0013
99,0.3697,0.301,0.0423,0.0641,0.0081,0.4082,0.3974,0.1816,0.2912,0.3253,0.5169,0.016,0.1751,0.0554,0.5353,0.019,0.2395,0.0279,0.0182,0.345,0.4661,0.0242,0.4616,0.0191,0.0153,0.0841,0.3869,0.1035,0.2108,0.009
100,0.0227,0.1775,0.1065,0.0117,0.0257,0.2839,0.1956,0.134,0.1313,0.1794,0.0502,0.0108,0.0129,0.1526,0.2234,0.0113,0.6908,0.3597,0.0262,0.7917,0.2433,0.023,0.9786,0.0089,0.0061,0.0795,0.1979,0.0762,0.2023,0.0187
101,0.1593,0.0954,0.0134,0.037,0.0302,0.4862,0.3112,0.0754,0.0576,0.1815,0.0239,0.0093,0.0487,0.0696,0.5027,0.0126,0.576,0.4372,0.0232,0.8782,0.3321,0.0032,0.8622,0.0244,0.0185,0.0439,0.356,0.0586,0.182,0.0193
102,0.1933,0.0443,0.121,0.0767,0.0215,0.164,0.4441,0.2814,0.0934,0.3198,0.3172,0.0088,0.0553,0.1268,0.1746,0.0228,0.7326,0.2352,0.0111,0.8723,0.3399,0.0038,0.9039,0.0331,0.0265,0.1081,0.2767,0.1139,0.2633,0.0122
103,0.151,0.1395,0.0253,0.0187,0.0137,0.0921,0.505,0.3511,0.0745,0.3676,0.5964,0.0232,0.0443,0.0262,0.0481,0.0048,0.7685,0.1334,0.0082,0.969,0.3939,0.0035,0.8999,0.0071,0.0077,0.0264,0.3264,0.0223,0.4029,0.0074
104,0.3376,0.4448,0.0523,0.0245,0.0063,0.1543,0.3998,0.3172,0.6202,0.182,0.4862,0.0137,0.0576,0.0653,0.0989,0.0124,0.824,0.2792,0.0189,0.9975,0.2925,0.0052,0.823,0.0321,0.019,0.0672,0.2694,0.0269,0.4374,0.0152
105,0.2715,0.1781,0.0179,0.0102,0.0031,0.4853,0.2292,0.2347,0.1747,0.3655,0.8007,0.0084,0.0307,0.0449,0.4355,0.0148,0.8646,0.1006,0.0099,0.9832,0.3197,0.0097,0.8024,0.0163,0.0057,0.0237,0.3032,0.047,0.4455,0.0277
106,0.4255,0.3712,0.0423,0.0436,0.0133,0.4946,0.3776,0.4777,0.4064,0.3893,0.7298,0.0176,0.1117,0.0474,0.4531,0.0134,0.8073,0.0193,0.0174,0.8333,0.3692,0.0066,0.636,0.0078,0.0224,0.1303,0.3139,0.0787,0.4664,0.0129
107,0.4433,0.3324,0.0555,0.0453,0.0009,0.6162,0.5111,0.4619,0.37,0.4277,0.9317,0.0079,0.1789,0.0708,0.4139,0.0113,0.8416,0.0113,0.0179,0.7602,0.5,0.0089,0.6588,0.0142,0.0118,0.101,0.3367,0.0528,0.4372,0.0131
108,0.3431,0.337,0.0474,0.0342,0.0028,0.5763,0.4132,0.4195,0.3194,0.4737,0.8604,0.0227,0.0932,0.0498,0.4162,0.0112,0.9144,0.0351,0.0005,0.9361,0.3149,0.0117,0.6687,0.0013,0.0137,0.053,0.2936,0.0081,0.4419,0.0081
109,0.3554,0.4443,0.0071,0.0628,0.0253,0.8647,0.2472,0.3762,0.3741,0.3168,0.9931,0.0177,0.1688,0.0342,0.7215,0.0078,0.8759,0.0945,0.0262,0.7922,0.1768,0.0121,0.505,0.0214,0.0323,0.1991,0.4079,0.1217,0.2311,0.0068
110,0.4022,0.4008,0.0121,0.0293,0.0104,0.7867,0.2618,0.3958,0.4344,0.325,0.9102,0.0061,0.1181,0.0203,0.7688,0.0161,0.8906,0.0686,0.0101,0.8067,0.166,0.008,0.6011,0.0117,0.0183,0.115,0.2077,0.055,0.2302,0.0099
111,0.29,0.499,0.0885,0.0469,0.0299,0.7053,0.2392,0.5023,0.3408,0.3927,0.9101,0.0257,0.1299,0.1997,0.6534,0.0134,0.9171,0.074,0.0199,0.8547,0.151,0.0171,0.5655,0.0244,0.0114,0.0523,0.1446,0.0817,0.4571,0.0151
112,0.2178,0.2634,0.0472,0.038,0.0137,0.5324,0.5234,0.5437,0.1674,0.3215,0.7918,0.0238,0.0919,0.0697,0.3572,0.0154,1.0,0.1675,0.0042,0.9194,0.2937,0.0218,0.687,0.012,0.0142,0.0882,0.3138,0.0228,0.3379,0.0084
113,0.4767,0.3661,0.0599,0.0244,0.0109,0.6154,0.3947,0.2401,0.4059,0.3763,0.7773,0.0158,0.1111,0.0656,0.581,0.0045,0.9275,0.1767,0.017,0.9333,0.3578,0.0054,0.618,0.0147,0.0179,0.0655,0.2185,0.0271,0.3314,0.0073
114,0.2142,0.2871,0.0222,0.0728,0.0213,0.6744,0.139,0.3301,0.2354,0.2266,0.7493,0.0257,0.1003,0.0269,0.7207,0.0103,1.0,0.1799,0.0152,0.9033,0.1089,0.005,0.7402,0.0269,0.0174,0.0951,0.3924,0.121,0.2142,0.0041
115,0.3494,0.4265,0.0436,0.0177,0.0222,0.6433,0.404,0.4538,0.438,0.3839,0.8479,0.0113,0.0369,0.0447,0.5514,0.0246,0.8804,0.1975,0.0136,0.8456,0.3168,0.0141,0.7417,0.0045,0.0065,0.0805,0.2056,0.0541,0.3741,0.0165
116,0.2939,0.1702,0.0333,0.0703,0.0216,0.8674,0.0431,0.1956,0.1911,0.4102,0.8631,0.0241,0.1097,0.0306,0.775,0.0091,0.9891,0.1725,0.0112,0.8164,0.1095,0.0078,0.6441,0.0153,0.0281,0.1173,0.2331,0.0972,0.3242,0.0055
117,0.3806,0.3654,0.0106,0.0649,0.0185,0.9455,0.0968,0.1344,0.3258,0.3939,0.9443,0.0077,0.1199,0.013,0.8815,0.0063,0.9349,0.2227,0.0178,0.7304,0.2162,0.0055,0.4765,0.0098,0.0313,0.0959,0.3857,0.0765,0.3244,0.0095
118,0.2276,0.1056,0.0478,0.0492,0.025,1.0,0.1969,0.1533,0.1322,0.1755,0.9432,0.0055,0.1177,0.0298,0.9547,0.0073,0.8379,0.1444,0.019,0.6995,0.2525,0.0066,0.5334,0.0115,0.0194,0.0779,0.5462,0.0495,0.1498,0.005
119,0.1103,0.2033,0.0266,0.0399,0.0135,0.9121,0.2066,0.0185,0.2144,0.1637,0.9607,0.0127,0.0307,0.0223,0.8576,0.0028,0.8396,0.2013,0.0175,0.7329,0.3114,0.0054,0.6237,0.0222,0.0169,0.0373,0.4264,0.0606,0.248,0.0124
120,0.2945,0.2676,0.0509,0.0386,0.0146,1.0,0.1566,0.1613,0.2978,0.3019,0.9781,0.0107,0.1216,0.0079,0.9702,0.0079,0.7084,0.1508,0.0122,0.6041,0.3526,0.0052,0.5486,0.004,0.005,0.1013,0.5342,0.0744,0.339,0.0102
121,0.2715,0.2546,0.0041,0.0636,0.0128,0.8991,0.0212,0.1788,0.3363,0.2241,0.9893,0.0114,0.0768,0.0239,0.9184,0.0053,0.8941,0.1779,0.0135,0.7309,0.228,0.0088,0.5996,0.0173,0.0227,0.107,0.3765,0.0946,0.2843,0.0157
122,0.2232,0.2293,0.0119,0.0463,0.014,1.0,0.0955,0.1406,0.1773,0.1614,0.9853,0.015,0.0965,0.0277,0.9896,0.0077,0.8995,0.2531,0.0068,0.7726,0.2079,0.0048,0.7236,0.0027,0.0193,0.1492,0.4469,0.1128,0.2054,0.0133
123,0.2412,0.1901,0.0163,0.0598,0.0197,0.9395,0.0798,0.1525,0.2409,0.198,0.9856,0.0085,0.0779,0.0341,0.8917,0.0105,0.7811,0.2122,0.0204,0.652,0.2035,0.0138,0.6613,0.0189,0.033,0.1344,0.4301,0.096,0.2456,0.0092
124,0.2039,0.2879,0.0324,0.0098,0.0152,0.8585,0.1046,0.1519,0.2778,0.1986,0.9346,0.0263,0.1433,0.0688,0.9261,0.0097,0.6918,0.2718,0.0071,0.7579,0.1448,0.0107,0.4835,0.0255,0.0131,0.0624,0.4505,0.01,0.1438,0.0111
125,0.194,0.2785,0.0853,0.0242,0.0159,0.9409,0.329,0.2331,0.3074,0.1892,1.0,0.026,0.1753,0.1,0.907,0.0012,0.7999,0.3517,0.0191,0.8344,0.1698,0.0116,0.8426,0.0172,0.0191,0.1079,0.3501,0.0728,0.2556,0.0125
126,0.263,0.1239,0.0849,0.0658,0.0216,0.5488,0.1743,0.1588,0.2234,0.1667,0.7541,0.0096,0.0676,0.0587,0.5643,0.0083,0.898,0.4186,0.0121,0.8954,0.1478,0.0066,0.8693,0.0153,0.0086,0.0899,0.3698,0.0927,0.1436,0.0042
127,0.3444,0.1195,0.0261,0.1069,0.0316,0.8321,0.1403,0.2148,0.2369,0.3391,0.8975,0.0085,0.1083,0.012,0.6502,0.0129,0.892,0.4125,0.0159,0.8789,0.0477,0.0127,0.6994,0.0057,0.0325,0.1383,0.2747,0.1321,0.1912,0.0101
128,0.3006,0.1483,0.0586,0.0395,0.0353,0.6318,0.151,0.1817,0.1602,0.2829,0.7936,0.0237,0.1395,0.0628,0.4865,0.0098,0.889,0.2597,0.0063,0.9828,0.0743,0.0124,0.8087,0.0118,0.0183,0.1065,0.3075,0.0527,0.0946,0.0087
129,0.2736,0.2458,0.1226,0.0531,0.0171,0.5572,0.3016,0.1041,0.1301,0.3603,0.6615,0.0344,0.1062,0.1385,0.4697,0.0146,0.796,0.2067,0.0129,0.9146,0.3052,0.0022,0.9382,0.0118,0.0272,0.0643,0.2684,0.0532,0.3156,0.0067
130,0.118,0.2831,0.0446,0.0513,0.0248,0.2279,0.1124,0.1039,0.1103,0.2236,0.321,0.0141,0.1483,0.0235,0.3309,0.0152,0.7156,0.3083,0.0205,0.8753,0.2212,0.0045,1.0,0.0274,0.0473,0.0434,0.1025,0.0627,0.2624,0.0055
131,0.6086,0.0906,0.1163,0.1092,0.0228,0.2854,0.6627,0.8547,0.281,0.8827,0.2143,0.0085,0.4232,0.0866,0.1617,0.0068,0.9777,0.5378,0.0065,0.406,0.537,0.019,0.3041,0.0099,0.0507,0.234,0.2848,0.1928,0.9016,0.011
132,0.5259,0.1545,0.0821,0.1057,0.0206,0.379,0.6116,0.7375,0.2762,0.6788,0.1928,0.0303,0.3067,0.0629,0.2893,0.021,1.0,0.5025,0.0081,0.1908,0.4781,0.0126,0.2436,0.0073,0.0499,0.1329,0.2316,0.1349,0.7792,0.0212
133,0.6034,0.4729,0.0707,0.0777,0.0193,0.3981,0.8043,0.7174,0.4554,0.7601,0.0248,0.0294,0.3839,0.0352,0.2259,0.0025,0.9939,0.6609,0.039,0.5325,0.5756,0.0141,0.3366,0.0298,0.0469,0.0768,0.4326,0.1467,0.8148,0.0249
134,0.4791,0.2016,0.107,0.0334,0.0172,0.2847,0.8703,0.9212,0.2087,0.7314,0.1611,0.0234,0.3097,0.0257,0.2211,0.0082,0.7992,0.5966,0.011,0.4331,0.7791,0.0084,0.1674,0.018,0.0209,0.1578,0.3825,0.0553,0.9303,0.0032
135,0.4436,0.3809,0.0611,0.1129,0.048,0.3443,0.8681,0.938,0.5163,0.6721,0.1874,0.0352,0.1806,0.1136,0.2953,0.0245,0.9779,0.5079,0.0175,0.2678,0.6212,0.0201,0.1247,0.0234,0.0201,0.1699,0.1969,0.2559,0.948,0.0326
136,0.4882,0.4469,0.1278,0.0274,0.014,0.5609,0.6253,0.8406,0.3724,0.7713,0.1604,0.0082,0.4305,0.0926,0.3654,0.0178,0.9312,0.5761,0.0213,0.3257,0.5086,0.0103,0.1415,0.0455,0.0154,0.0945,0.5638,0.0794,0.9136,0.0167
137,0.4367,0.4312,0.0902,0.1069,0.0208,0.5323,0.6553,0.4373,0.2964,0.4572,1.0,0.021,0.0138,0.0833,0.4024,0.0059,0.6527,0.7106,0.0197,0.3292,0.4336,0.0027,0.2507,0.0176,0.0199,0.1164,0.4393,0.2052,0.3641,0.0049
138,0.2729,0.4463,0.1249,0.1474,0.0361,0.6521,0.1906,0.4219,0.2837,0.2034,0.9757,0.029,0.2134,0.1665,0.4915,0.0207,0.2604,0.1114,0.023,0.3609,0.416,0.0177,0.1796,0.0444,0.0211,0.3241,0.5101,0.2945,0.2483,0.0161
139,0.3743,0.1614,0.0627,0.0824,0.0244,0.6757,0.3763,0.0875,0.4627,0.1801,0.6954,0.0226,0.1146,0.0738,0.8499,0.0078,0.5606,0.078,0.0143,0.368,0.3118,0.011,0.3748,0.0258,0.0171,0.0476,0.6655,0.0943,0.4237,0.0185
140,0.1432,0.6431,0.1135,0.1794,0.0798,0.4606,0.2866,0.2803,0.5869,0.2545,0.6113,0.0272,0.5777,0.0518,0.7243,0.0098,0.54,0.2058,0.0143,0.4474,0.212,0.0095,0.4639,0.0376,0.0772,0.4315,0.8005,0.264,0.355,0.0166
141,0.0427,0.6952,0.1252,0.0983,0.0291,0.7131,0.4048,0.1712,0.5331,0.2841,0.6257,0.0135,0.5692,0.1447,0.7567,0.0154,0.7464,0.1247,0.0197,0.4583,0.4362,0.0133,0.5386,0.0156,0.0374,0.263,0.9513,0.1196,0.3763,0.0138
142,0.2106,0.5628,0.0563,0.0546,0.038,0.5423,0.6092,0.4775,0.5886,0.3776,0.7384,0.0335,0.5123,0.1219,0.6877,0.0364,0.5562,0.1632,0.0149,0.1151,0.6705,0.0132,0.291,0.0339,0.027,0.3385,0.8787,0.1499,0.3749,0.0174
143,0.296,0.8246,0.0944,0.0364,0.0456,0.5308,0.6898,0.4134,0.6935,0.1381,0.6814,0.0152,0.6214,0.0622,0.6131,0.0074,0.5187,0.1294,0.0274,0.2784,0.7132,0.002,0.3252,0.0432,0.0355,0.3016,0.9656,0.1379,0.1819,0.0129
144,0.1598,0.6443,0.0688,0.0698,0.0342,0.467,0.5227,0.3042,0.5657,0.178,0.4532,0.0172,0.5293,0.0992,0.4621,0.0115,0.3112,0.0998,0.0277,0.2355,0.7927,0.0203,0.3962,0.0459,0.0334,0.3287,0.7382,0.1283,0.2408,0.0046
145,0.4433,0.6075,0.1574,0.12,0.0234,0.6141,0.495,0.7109,0.525,0.5515,0.6756,0.0082,0.4442,0.1112,0.8809,0.0157,0.5342,0.0795,0.0127,0.1853,0.1534,0.0092,0.2282,0.0309,0.0628,0.2193,0.5455,0.09,0.487,0.0117
146,0.1354,0.7988,0.083,0.1608,0.1004,0.4591,0.5962,0.4014,0.5109,0.3107,0.2566,0.0309,0.7292,0.0577,0.4722,0.0227,0.3184,0.1369,0.0317,0.3218,0.4903,0.0177,0.3956,0.0709,0.0475,0.5522,0.7514,0.3339,0.3245,0.0087
147,0.3521,0.4808,0.0649,0.1299,0.0243,0.875,0.5254,0.0704,0.3924,0.6028,0.6699,0.0239,0.5649,0.0737,0.83,0.0243,0.5248,0.3422,0.0361,0.8176,0.6657,0.0355,0.5954,0.021,0.0825,0.3195,0.7138,0.2484,0.3941,0.0394
148,0.2208,0.2895,0.0901,0.0565,0.0154,0.6607,0.0927,0.0998,0.1455,0.3001,0.2811,0.0054,0.0734,0.1276,0.7576,0.0095,0.8958,0.2127,0.0156,0.2745,0.0846,0.0087,0.2579,0.0154,0.0286,0.0805,0.4347,0.0608,0.1586,0.0048
149,0.214,0.2023,0.0535,0.0911,0.0171,0.5738,0.3977,0.1726,0.3674,0.1967,0.6889,0.019,0.34,0.0334,0.5707,0.007,0.8159,0.1234,0.005,0.3219,0.2308,0.0042,0.1647,0.0033,0.0462,0.2594,0.1,0.1102,0.2168,0.0121
150,0.176,0.0866,0.0278,0.0115,0.0133,0.3172,0.1845,0.2489,0.1599,0.2654,0.7435,0.0049,0.0417,0.0115,0.1295,0.0021,0.9264,0.1853,0.0014,0.6192,0.3936,0.0078,0.4784,0.0096,0.0118,0.0495,0.3293,0.0367,0.3514,0.0029
151,0.187,0.2339,0.0315,0.0455,0.0151,0.5179,0.2398,0.376,0.1046,0.2519,0.5426,0.0123,0.0303,0.017,0.565,0.0008,0.9921,0.2461,0.0036,0.6803,0.4187,0.0052,0.682,0.0125,0.0246,0.0674,0.2286,0.0785,0.3626,0.0114
152,0.3314,0.1669,0.0201,0.0615,0.0111,0.2924,0.3411,0.2353,0.1195,0.4323,0.4898,0.0045,0.1545,0.0045,0.6255,0.0029,0.7352,0.2079,0.0086,0.822,0.4038,0.003,0.685,0.0168,0.023,0.1394,0.5168,0.0772,0.4442,0.0065
153,0.113,0.1937,0.0394,0.0596,0.0071,0.4716,0.3791,0.0944,0.2045,0.0436,0.6803,0.0026,0.1058,0.0416,0.498,0.0078,1.0,0.2078,0.0062,0.9805,0.4316,0.0038,0.7655,0.0104,0.0201,0.1111,0.3554,0.0849,0.0844,0.0061
154,0.1547,0.2225,0.0069,0.0305,0.0039,0.5395,0.1893,0.0955,0.2318,0.0894,0.6403,0.002,0.1787,0.0279,0.6934,0.0026,0.9615,0.2169,0.0029,0.8357,0.2885,0.002,0.7071,0.0053,0.0084,0.1112,0.295,0.0398,0.0836,0.0029
155,0.0996,0.1902,0.0128,0.0449,0.0174,0.329,0.3864,0.2138,0.1644,0.1523,0.5134,0.0047,0.0765,0.0015,0.2571,0.0051,0.9162,0.1345,0.0023,0.9006,0.4434,0.0024,0.7435,0.0117,0.0134,0.0727,0.4613,0.0749,0.1386,0.0031
156,0.424,0.4392,0.0059,0.099,0.0129,0.8938,0.672,0.6879,0.4546,0.4144,0.674,0.0069,0.3196,0.008,0.9395,0.0002,0.1557,0.3469,0.0126,0.1228,0.718,0.006,0.1928,0.0095,0.0251,0.2241,0.8828,0.1806,0.4936,0.0068
157,0.6223,0.4527,0.0178,0.1085,0.0253,0.7576,0.6643,0.6884,0.5841,0.5774,0.5943,0.0104,0.4042,0.0274,0.8787,0.0048,0.0521,0.272,0.0049,0.2026,0.7774,0.0083,0.18,0.0131,0.0414,0.3123,0.9657,0.2232,0.5932,0.0092
158,0.484,0.3954,0.0453,0.0941,0.0079,0.7825,0.704,0.799,0.434,0.4731,0.4357,0.0113,0.2674,0.0289,0.9252,0.0017,0.0576,0.2936,0.012,0.2344,0.7605,0.0072,0.2736,0.0164,0.0261,0.1541,0.9308,0.1359,0.5955,0.0097
159,0.5708,0.3361,0.022,0.0933,0.0214,0.7545,0.5986,0.7771,0.4433,0.6295,0.3791,0.0083,0.2404,0.0167,0.8406,0.0027,0.1624,0.3199,0.0152,0.298,0.6412,0.0057,0.3635,0.0221,0.0225,0.1128,0.9646,0.1654,0.7426,0.0023
160,0.4158,0.4031,0.0433,0.0884,0.0121,0.8959,0.639,0.6629,0.4325,0.3129,0.6372,0.0019,0.2966,0.0547,0.9941,0.0048,0.0625,0.2954,0.0062,0.1646,0.6865,0.0031,0.1794,0.0091,0.0265,0.2095,0.8854,0.1558,0.4565,0.0079
161,0.6119,0.4965,0.0363,0.1427,0.0271,0.7474,0.62,0.6848,0.5597,0.5725,0.5697,0.007,0.4803,0.0214,0.8543,0.0055,0.0512,0.3127,0.007,0.1758,0.7204,0.0074,0.0886,0.02,0.0424,0.3877,0.9065,0.2779,0.6281,0.0089
162,0.373,0.4133,0.0152,0.0769,0.0205,0.8912,0.4255,0.2331,0.4467,0.2694,0.8491,0.0011,0.179,0.0346,0.8189,0.0022,0.5116,0.211,0.0067,0.4309,0.525,0.0029,0.2934,0.0123,0.0222,0.1689,0.5651,0.1341,0.1648,0.0049
163,0.325,0.2423,0.0027,0.0392,0.0092,0.846,0.5961,0.3777,0.2575,0.1878,0.9828,0.0081,0.1457,0.0089,0.6055,0.0012,0.6753,0.2318,0.0071,0.5857,0.5409,0.0037,0.4221,0.0078,0.0131,0.1175,0.4335,0.0868,0.172,0.0064
164,0.8116,0.5417,0.0198,0.1219,0.0027,0.5698,0.9536,0.3905,0.7664,0.6356,0.7836,0.0031,0.2764,0.0202,0.2908,0.0083,0.7894,0.2822,0.0026,0.647,1.0,0.0084,0.3446,0.0077,0.0493,0.1985,0.8069,0.1502,0.3629,0.002
165,0.5208,0.3702,0.0065,0.0764,0.0167,0.8045,0.8726,0.4694,0.5177,0.3607,0.945,0.0015,0.0785,0.0164,0.4969,0.0074,0.8099,0.181,0.0051,0.7782,0.9425,0.0016,0.4274,0.0089,0.0216,0.1052,0.7309,0.1034,0.1748,0.0058
166,0.6246,0.3492,0.0277,0.1259,0.0181,0.3562,0.4012,0.2007,0.4973,0.6147,0.3202,0.0019,0.4262,0.0604,0.3892,0.0085,0.2836,0.23,0.0038,0.2071,0.525,0.0108,0.0903,0.0217,0.0327,0.3511,0.8528,0.2458,0.4799,0.0132
167,0.4713,0.1704,0.0297,0.0922,0.0169,0.7367,0.4169,0.739,0.2355,0.6795,0.4639,0.0025,0.347,0.0116,0.9089,0.0043,0.581,0.0874,0.004,0.366,0.16,0.0067,0.1313,0.0081,0.0276,0.2739,0.3349,0.179,0.7493,0.0058
168,0.3004,0.2241,0.0186,0.0289,0.0045,0.9945,0.5012,0.9361,0.2674,0.4513,0.84,0.0089,0.2226,0.0289,1.0,0.0032,0.742,0.1476,0.0075,0.5418,0.3645,0.0013,0.3685,0.0108,0.0122,0.0849,0.2184,0.0359,0.6207,0.0029
169,0.3482,0.3181,0.012,0.0292,0.0024,0.9137,0.4853,0.8209,0.3508,0.4708,0.7014,0.0018,0.1714,0.0436,0.9964,0.0033,0.6663,0.1375,0.01,0.5466,0.2709,0.0011,0.3052,0.0084,0.0116,0.0694,0.2707,0.0303,0.6496,0.0058
170,0.2702,0.3342,0.0172,0.0286,0.0046,0.9321,0.6036,0.987,0.2642,0.4276,0.7786,0.0047,0.2525,0.0178,0.9454,0.0027,0.6508,0.125,0.0048,0.4416,0.4715,0.0042,0.2353,0.0094,0.0099,0.1084,0.1357,0.0372,0.6411,0.0008
171,0.3738,0.1591,0.0136,0.0355,0.0086,0.8084,0.6901,0.5188,0.2605,0.3762,0.9201,0.0187,0.1211,0.0408,0.8694,0.016,0.855,0.5965,0.006,0.695,0.6495,0.0081,0.1785,0.0123,0.0219,0.0883,0.3485,0.085,0.3885,0.0126
172,0.2771,0.3834,0.0444,0.0241,0.0122,0.8172,0.622,0.3578,0.3648,0.3359,0.2886,0.0098,0.0798,0.0476,1.0,0.0073,0.696,0.2918,0.0114,0.6641,0.6824,0.0026,0.2803,0.0122,0.0117,0.0701,0.5772,0.0526,0.3813,0.0025
173,0.4441,0.2813,0.0216,0.0108,0.0104,1.0,0.1436,0.1428,0.3859,0.3648,0.5281,0.0059,0.0825,0.0386,0.9564,0.0053,0.4539,0.2672,0.0151,0.6601,0.2186,0.0016,0.4423,0.0095,0.0124,0.0618,0.0482,0.0141,0.3089,0.0053
174,0.5505,0.0448,0.0173,0.06,0.0125,0.9161,0.3308,0.1923,0.3231,0.5683,0.9831,0.0137,0.3639,0.0291,0.8237,0.0114,0.7271,0.3134,0.0136,0.4088,0.4154,0.011,0.442,0.004,0.0267,0.2069,0.2522,0.0859,0.3367,0.0132
175,0.2634,0.1874,0.0123,0.0112,0.0041,0.9985,0.3095,0.2885,0.0541,0.2863,0.8512,0.0079,0.2581,0.0117,1.0,0.0081,0.7044,0.3473,0.0104,0.4528,0.4245,0.0015,0.3286,0.0056,0.0059,0.1319,0.3849,0.0505,0.317,0.0054
176,0.1142,0.2621,0.0709,0.0311,0.0154,0.9662,0.2863,0.3724,0.122,0.1817,0.9236,0.0087,0.1423,0.0453,0.9822,0.004,0.7702,0.39,0.0025,0.528,0.345,0.0086,0.3975,0.0048,0.0086,0.039,0.328,0.0406,0.3488,0.0095
177,0.3051,0.1184,0.0165,0.0233,0.0125,1.0,0.2894,0.4296,0.1921,0.3765,0.952,0.0137,0.1294,0.0344,0.9673,0.0082,0.7209,0.2571,0.0057,0.3568,0.2563,0.0056,0.1801,0.0054,0.0152,0.0797,0.5351,0.0052,0.4516,0.0035
178,0.4021,0.2075,0.0394,0.0369,0.0091,0.7984,0.4476,0.1405,0.3009,0.3326,0.7223,0.0042,0.0691,0.0384,0.8847,0.0047,0.4282,0.1695,0.0097,0.339,0.5058,0.0041,0.1162,0.0134,0.0057,0.0781,0.6108,0.0777,0.1742,0.0072
179,0.3228,0.3882,0.042,0.0588,0.0118,0.6767,0.4988,0.2897,0.3454,0.2287,0.7619,0.0114,0.0566,0.0446,0.7373,0.0053,0.6474,0.2558,0.004,0.3382,0.5409,0.0101,0.2086,0.0146,0.005,0.0766,0.8086,0.0969,0.096,0.0062
180,0.5168,0.2407,0.0221,0.0783,0.0249,0.7288,0.3156,0.1477,0.1491,0.5173,0.7616,0.0053,0.2001,0.0433,0.8686,0.0067,0.8202,0.4432,0.0059,0.5209,0.424,0.0015,0.2297,0.0204,0.0089,0.0775,0.4363,0.1232,0.24,0.0037
181,0.4254,0.7179,0.0321,0.1271,0.0367,0.8412,0.2575,0.1799,0.5046,0.5756,0.6805,0.0093,0.3593,0.0709,0.9911,0.0043,0.6802,0.2696,0.0035,0.2408,0.6038,0.0056,0.2825,0.0176,0.0356,0.2526,0.5632,0.2299,0.476,0.0075
