,binaryClass_cat,DS_Name_cat,T_num,N_num,p_num,k_num,Bin_num,Cost_num,SDratio_num,correl_num,cancor1_num,cancor2_num,fract1_num,fract2_num,skewness_num,kurtosis_num,Hc_num,Hx_num,MCx_num,EnAtr_num,NSRatio_num,Alg_Name_cat
143,P,Credit,2670.0,8900.0,16.0,2.0,8.0,0.0,1.0273,0.0825,0.7618,,1.0,,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,Smart
144,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Ac2
145,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Alloc80
146,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,BackProp
147,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Bayes
148,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,BayesTree
149,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,C4_5
150,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,CART
151,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Cal5
152,N,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Cascade
153,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Castle
154,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Cn2
155,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Default
156,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Dipol92
157,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Discrim
158,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,ITrule
159,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,IndCART
160,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,KNN
161,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Kohonen
162,N,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,LVQ
163,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,LogDisc
164,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,NewId
165,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,QuaDisc
166,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,RBF
167,P,DNA,1186.0,3186.0,180.0,3.0,0.0,0.0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,Smart
168,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Ac2
169,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Alloc80
170,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,BackProp
171,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Bayes
172,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,BayesTree
173,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,C4_5
174,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,CART
175,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Cal5
176,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Cascade
177,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Castle
178,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Cn2
179,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Default
180,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Dipol92
181,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Discrim
182,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,ITrule
183,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,IndCART
184,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,KNN
185,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Kohonen
186,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,LVQ
187,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,LogDisc
188,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,NewId
189,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,QuaDisc
190,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,RBF
191,P,Diabetes,768.0,768.0,8.0,2.0,0.0,0.0,1.0377,0.1439,0.5507,,1.0,,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,Smart
192,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Ac2
193,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Alloc80
194,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,BackProp
195,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Bayes
196,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,BayesTree
197,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,C4_5
198,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,CART
199,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Cal5
200,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Cascade
201,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Castle
202,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Cn2
203,N,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Default
204,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Dipol92
205,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Discrim
206,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,ITrule
207,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,IndCART
208,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,KNN
209,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Kohonen
210,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,LVQ
211,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,LogDisc
212,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,NewId
213,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,QuaDisc
214,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,RBF
215,P,Digits,9000.0,18000.0,16.0,10.0,0.0,0.0,1.5673,0.2119,0.8929,0.8902,0.2031,0.4049,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,Smart
216,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Ac2
217,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Alloc80
218,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,BackProp
219,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Bayes
220,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,BayesTree
221,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,C4_5
222,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,CART
223,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Cal5
224,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Cascade
225,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Castle
226,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Cn2
227,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Default
228,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Dipol92
229,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Discrim
230,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,ITrule
231,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,IndCART
232,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,KNN
233,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Kohonen
234,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,LVQ
235,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,LogDisc
236,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,NewId
237,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,QuaDisc
238,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,RBF
239,P,Faults,570.0,570.0,45.0,3.0,43.0,0.0,1.191,0.751,0.8842,0.3002,0.8966,1.0,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,Smart
240,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Ac2
241,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Alloc80
242,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,BackProp
243,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Bayes
244,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,BayesTree
245,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,C4_5
246,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,CART
247,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Cal5
248,N,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Cascade
249,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Castle
250,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Cn2
251,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Default
252,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Dipol92
253,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Discrim
254,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,ITrule
255,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,IndCART
256,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,KNN
257,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Kohonen
258,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,LVQ
259,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,LogDisc
260,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,NewId
261,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,QuaDisc
262,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,RBF
263,P,German_Credit,1000.0,1000.0,24.0,2.0,9.0,1.0,1.0369,0.0848,0.5044,,1.0,,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,Smart
264,P,Head,900.0,900.0,6.0,3.0,1.0,1.0,1.1231,0.1217,0.7176,0.1057,0.9787,1.0,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Ac2
265,P,Head,900.0,900.0,6.0,3.0,1.0,1.0,1.1231,0.1217,0.7176,0.1057,0.9787,1.0,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Alloc80
266,P,Head,900.0,900.0,6.0,3.0,1.0,1.0,1.1231,0.1217,0.7176,0.1057,0.9787,1.0,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,BackProp
267,P,Head,900.0,900.0,6.0,3.0,1.0,1.0,1.1231,0.1217,0.7176,0.1057,0.9787,1.0,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Bayes
268,P,Head,900.0,900.0,6.0,3.0,1.0,1.0,1.1231,0.1217,0.7176,0.1057,0.9787,1.0,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,BayesTree
269,P,Head,900.0,900.0,6.0,3.0,1.0,1.0,1.1231,0.1217,0.7176,0.1057,0.9787,1.0,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,C4_5
270,P,Head,900.0,900.0,6.0,3.0,1.0,1.0,1.1231,0.1217,0.7176,0.1057,0.9787,1.0,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,CART
271,P,Head,900.0,900.0,6.0,3.0,1.0,1.0,1.1231,0.1217,0.7176,0.1057,0.9787,1.0,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Cal5
272,P,Head,900.0,900.0,6.0,3.0,1.0,1.0,1.1231,0.1217,0.7176,0.1057,0.9787,1.0,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Cascade
273,P,Head,900.0,900.0,6.0,3.0,1.0,1.0,1.1231,0.1217,0.7176,0.1057,0.9787,1.0,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Castle
274,P,Head,900.0,900.0,6.0,3.0,1.0,1.0,1.1231,0.1217,0.7176,0.1057,0.9787,1.0,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Cn2
275,P,Head,900.0,900.0,6.0,3.0,1.0,1.0,1.1231,0.1217,0.7176,0.1057,0.9787,1.0,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Default
276,P,Head,900.0,900.0,6.0,3.0,1.0,1.0,1.1231,0.1217,0.7176,0.1057,0.9787,1.0,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Dipol92
277,P,Head,900.0,900.0,6.0,3.0,1.0,1.0,1.1231,0.1217,0.7176,0.1057,0.9787,1.0,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Discrim
278,P,Head,900.0,900.0,6.0,3.0,1.0,1.0,1.1231,0.1217,0.7176,0.1057,0.9787,1.0,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,ITrule
279,P,Head,900.0,900.0,6.0,3.0,1.0,1.0,1.1231,0.1217,0.7176,0.1057,0.9787,1.0,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,IndCART
280,P,Head,900.0,900.0,6.0,3.0,1.0,1.0,1.1231,0.1217,0.7176,0.1057,0.9787,1.0,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,KNN
281,P,Head,900.0,900.0,6.0,3.0,1.0,1.0,1.1231,0.1217,0.7176,0.1057,0.9787,1.0,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,Kohonen
