,a13_num,a14_num,a26_num,a09_num,a28_num,a32_num,class_cat,a19_num,a12_num,a01_num,a16_num,a30_num,a25_num,a24_num,a10_num,a04_num,a06_num,a03_num
156,0.01427,-0.02282,0.01854,0.0214,0.01569,-0.01854,b,-0.01712,-0.01284,1.0,-0.03281,0.00713,0.05136,-0.02282,-0.04993,0.02568,0.0,0.03852
157,-0.34127,0.31217,0.00265,0.01852,-0.31739,-0.24339,g,-0.5,0.53968,1.0,0.3254,-0.21693,-0.2328,-0.38095,0.49471,0.22751,0.33598,0.4709
158,0.12357,0.0778,-0.10297,0.12586,0.01373,-0.07323,b,0.18993,-0.01144,1.0,-0.13501,-0.06636,0.15103,-0.00229,-0.06178,0.00686,-0.04119,0.08696
159,-0.76051,0.0,-0.05484,-0.55941,0.30384,0.54479,g,-0.12797,0.42048,1.0,-0.31079,0.60512,0.73857,-0.3766,0.64899,0.38574,0.64534,0.94333
160,0.01975,-0.03103,-0.01269,0.01128,-0.01128,-0.02398,b,-0.02398,0.00141,1.0,0.06065,-0.01551,0.0,0.0,0.04372,0.00705,-0.00846,0.01975
161,0.88051,-0.06124,-0.01942,0.84317,-0.03678,-0.01942,g,0.8357,0.11949,1.0,0.0351,-0.06423,0.79686,0.0224,0.09037,0.00075,-0.05676,0.85736
162,-1.0,-1.0,-1.0,1.0,1.0,1.0,b,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0
163,-0.93092,0.10768,-0.23324,-0.42625,0.21343,0.66315,g,-0.1926,0.4998,1.0,-0.31044,0.5831,0.77814,-0.3523,0.88744,0.39252,0.76432,0.85209
164,1.0,1.0,1.0,1.0,1.0,1.0,b,1.0,0.03125,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5125,1.0
165,-1.0,0.11765,-0.21569,-0.4902,0.21876,0.90196,g,-0.23529,0.58824,1.0,-0.33333,0.56863,0.92157,-0.72549,0.92157,0.54902,1.0,1.0
166,1.0,1.0,0.4375,0.0,-1.0,-1.0,b,0.0,1.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0
167,-1.0,-0.11111,0.0,-0.33333,0.45019,1.0,g,0.55556,0.33333,1.0,-0.22222,0.84353,0.33333,-0.22222,0.88889,0.44444,0.90763,0.44444
168,0.0,0.0,0.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0.89067,0.1421,0.5,0.75,0.26388,0.29074,g,0.75,0.12094,1.0,0.16228,0.25,0.5,-0.25,0.0,0.0,0.0,1.0
170,1.0,-1.0,-1.0,1.0,-1.0,-1.0,b,-1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,1.0,-1.0
171,1.0,-0.22222,0.0,1.0,-0.05352,-0.11111,g,1.0,-0.11111,1.0,0.0,0.11111,0.66667,-0.11111,-0.11111,0.0,0.0,1.0
172,-1.0,-1.0,0.0,0.0,-1.0,1.0,b,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
173,1.0,-0.27273,-0.09091,1.0,-0.04914,-0.27273,g,1.0,0.0,1.0,-0.18182,0.45455,1.0,0.09091,-0.09091,0.45455,-0.45455,1.0
174,-0.07576,0.51894,-0.27273,0.3447,-0.57576,-0.02273,b,0.12121,0.39394,1.0,0.31439,0.24242,0.29167,0.17803,0.28788,-0.63636,0.0,0.62121
175,1.0,0.11765,-0.11765,1.0,0.20225,0.35294,g,1.0,0.23529,1.0,0.47059,0.05882,1.0,0.41176,0.05882,0.11765,0.23529,1.0
176,0.12766,-0.59043,0.0,0.07979,-0.46809,0.90426,b,0.82979,-0.3617,1.0,-1.0,-0.48936,0.0,-0.70745,-0.23404,0.0,-0.62766,0.0
177,0.83333,0.125,-0.125,0.875,0.05503,0.0,g,1.0,0.04167,1.0,0.0,0.20833,0.83333,0.16667,-0.08333,0.29167,-0.16667,0.91667
178,0.11538,-0.19071,0.08974,0.0,-0.10897,-0.04808,b,0.0,0.0,1.0,0.0,0.09615,0.07853,-0.06571,0.0,-0.16667,0.0,0.1859
179,0.85788,-0.47265,-0.96296,1.0,-0.85669,-0.88846,g,0.68131,-0.34281,1.0,-0.4817,-0.83893,0.67033,-0.74785,-0.33075,-0.08183,-0.11326,1.0
180,0.22807,0.05702,-0.66667,0.34649,-1.0,0.20175,b,0.22807,0.07018,1.0,0.34649,-0.24561,1.0,-0.16228,0.21053,1.0,1.0,1.0
181,0.73855,-0.30539,-0.52142,0.89919,-0.4839,-0.51329,g,0.40473,-0.24077,1.0,-0.36078,-0.39143,0.23966,-0.32681,-0.23486,0.24077,0.00369,1.0
182,1.0,1.0,1.0,0.0,-1.0,-1.0,b,0.0,-1.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0
183,0.70302,-0.49639,-0.63601,0.81702,-0.59589,-0.54074,g,0.2707,-0.28909,1.0,-0.49967,-0.54928,0.1475,-0.59691,-0.2707,-0.19448,-0.17674,0.92247
184,0.23958,-1.0,1.0,1.0,-1.0,-1.0,b,1.0,0.0,1.0,1.0,-1.0,-0.71528,0.0,0.53819,-1.0,1.0,-1.0
185,-0.93882,0.19409,-0.28903,-0.37764,0.07933,0.62447,g,-0.25105,0.61181,1.0,-0.25527,0.42827,0.74895,-0.66878,0.88186,0.4346,0.7616,0.84177
186,1.0,-1.0,-1.0,-1.0,1.0,1.0,b,1.0,1.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0
187,0.0,1.0,-1.0,-0.33333,-1.0,-1.0,g,-1.0,1.0,1.0,1.0,-1.0,-0.33333,-0.33333,1.0,0.63548,1.0,1.0
188,-1.0,-1.0,-1.0,-1.0,1.0,1.0,b,-1.0,-1.0,0.0,1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,-1.0
189,1.0,0.48981,1.0,1.0,1.0,1.0,g,1.0,0.39495,1.0,0.58986,0.25,1.0,1.0,-0.125,0.06843,0.14211,1.0
190,0.0,0.0,-1.0,0.0,-1.0,0.0,b,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0
191,0.28931,-0.31997,-0.25124,0.29796,-0.2321,-0.1895,g,0.15196,-0.26339,1.0,-0.18947,-0.21129,0.03004,-0.26795,0.04403,-0.07896,-0.1438,0.64947
192,0.16667,0.26042,0.5,0.0,0.75,-0.27083,b,0.0,-0.33333,1.0,0.0,-1.0,-1.0,0.90625,0.0,0.0,0.0,0.0
193,0.80426,0.25283,0.27226,0.95513,0.25553,0.21378,g,0.59615,0.54701,1.0,0.2738,0.23568,0.39023,0.28476,-0.26496,0.05149,0.10123,1.0
194,-1.0,-1.0,0.36508,1.0,1.0,-0.3254,b,1.0,0.7619,1.0,1.0,0.50794,0.82937,-1.0,0.31746,-0.09524,-1.0,1.0
195,0.99676,0.08172,-0.02589,0.93123,-0.02302,-0.10194,g,0.87379,0.09061,1.0,0.05097,0.09385,0.84547,-0.03641,0.16828,-0.0019,0.43204,0.93669
196,1.0,1.0,1.0,1.0,0.625,1.0,b,1.0,1.0,1.0,1.0,-0.75,1.0,-1.0,-0.5,-1.0,1.0,1.0
197,0.9812,-0.06861,-0.01253,1.0,-0.04597,-0.13722,g,0.83584,0.2782,1.0,0.0661,0.03885,1.0,0.09242,0.15414,0.23058,-0.78509,1.0
198,-1.0,-0.79313,0.06639,1.0,-0.01186,0.00108,b,0.31755,-0.3871,1.0,1.0,-0.01672,0.03021,0.06895,0.95041,-1.0,-1.0,0.36876
199,0.99745,0.02105,-0.14541,0.98151,-0.00394,-0.1875,g,0.95663,0.20663,1.0,0.02487,0.07908,1.0,0.30804,-0.07398,0.38265,-0.16964,0.79847
200,1.0,1.0,1.0,0.0,0.0,-1.0,b,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0
201,0.90818,-0.44119,-0.73333,1.0,-0.76054,-0.73145,g,0.59623,-0.49057,1.0,-0.58899,-0.78239,0.49214,-0.87327,-0.30566,-0.28428,-0.25346,1.0
202,1.0,-1.0,1.0,-0.85,-0.2,1.0,b,-1.0,0.0,1.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0
203,1.0,0.04545,0.04545,1.0,0.02897,-0.09091,g,1.0,0.0,1.0,-0.04545,0.09091,0.90909,0.09091,0.0,0.09091,-0.09091,1.0
204,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,b,1.0,0.0,0.0,-0.3125,0.0,1.0,0.0,-1.0,0.0,1.0,0.0
205,0.97059,0.14706,0.02941,0.91176,0.026,0.05882,g,1.0,-0.17647,1.0,0.02941,-0.11765,0.85294,0.02941,-0.02941,-0.08824,0.17647,0.91176
206,1.0,1.0,-1.0,-1.0,-0.03578,-0.32317,b,1.0,-1.0,1.0,-0.23476,-1.0,1.0,-1.0,1.0,1.0,0.15244,-1.0
207,0.79856,0.05028,0.21053,0.68421,0.08968,0.09534,g,1.0,0.0,1.0,0.05756,-0.21053,0.42105,0.08141,-0.05263,-0.10526,0.01756,0.47368
208,0.0,0.0,0.0,0.0,-0.51282,0.0,b,0.3141,0.0,1.0,0.0,0.0,0.0,-0.80769,0.0,-0.5,0.0,-0.00641
209,0.81818,-0.45455,-0.09091,1.0,0.08867,0.63636,g,1.0,0.0,1.0,0.27273,0.36364,1.0,0.0775,-0.09091,0.45455,0.54545,1.0
210,1.0,-1.0,1.0,0.0,1.0,0.5,b,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
211,0.45455,-0.09091,-0.09091,0.63636,-0.01768,0.0,g,0.45455,-0.09091,1.0,-0.01343,0.0,0.36364,0.18182,0.0,0.09091,0.09091,0.45455
212,0.0,0.0,0.23387,-0.87097,0.51613,0.0,b,0.0,0.0,1.0,0.0,0.0,0.29839,0.0,1.0,-0.59677,0.0,-1.0
213,1.0,0.02534,-0.28571,1.0,0.04891,0.57143,g,1.0,-0.14286,1.0,0.0,0.05182,0.28571,0.0,-0.14286,0.14286,0.71429,1.0
214,1.0,-1.0,-1.0,1.0,1.0,1.0,b,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0
215,-0.92099,0.16731,-0.24843,-0.38033,0.10484,0.56573,g,-0.24012,0.58226,1.0,-0.24942,0.39762,0.69274,-0.5743,0.87916,0.46972,0.82161,0.87032
216,1.0,-1.0,1.0,1.0,1.0,1.0,b,1.0,-1.0,0.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
217,0.76221,0.40552,0.55274,0.83675,0.54214,0.49124,g,0.53392,0.40198,1.0,0.4836,0.53448,0.3334,0.55684,0.36526,0.04174,0.15766,0.92657
218,1.0,-1.0,0.0,1.0,1.0,-1.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,1.0
219,0.6526,0.75,0.7978,0.79039,0.78004,0.64363,g,0.25539,0.59942,1.0,0.73586,0.71454,-0.07361,0.88869,0.47127,0.13645,0.25359,0.93537
220,-1.0,-1.0,0.0,1.0,-1.0,1.0,b,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
221,0.25,0.57308,0.40006,0.36923,0.34976,0.23896,g,-0.09808,0.46439,1.0,0.37115,0.29541,-0.14943,0.44424,0.45577,0.13069,0.24323,0.80627
222,1.0,1.0,-1.0,1.0,-1.0,-1.0,b,1.0,-1.0,0.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
223,0.72298,0.52284,0.7621,0.89009,0.78541,0.77702,g,0.48869,0.45217,1.0,0.5882,0.80439,0.26832,0.75622,0.32711,0.13082,0.20036,0.97467
224,1.0,-1.0,0.0,1.0,-1.0,1.0,b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
225,0.4327,0.74676,0.65708,0.70588,0.58553,0.40732,g,0.04686,0.62719,1.0,0.67697,0.50131,-0.29291,0.71327,0.5683,0.15451,0.29757,0.92308
226,-1.0,-1.0,0.0,0.0,1.0,1.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
227,-0.64574,0.56502,-0.61055,-0.06726,-0.48392,-0.09461,g,-0.6278,0.80441,1.0,0.26906,-0.29838,0.09562,-0.64338,0.90135,0.38138,0.69431,0.88804
228,1.0,-1.0,-1.0,1.0,1.0,1.0,b,1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0
229,0.71947,0.28954,0.57549,0.5558,0.482,0.49721,g,0.64333,0.21225,1.0,0.32925,1.0,0.9453,0.44872,0.05252,-0.38293,0.10278,0.73523
230,0.0,0.0,0.0,0.0,1.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,0.97213,0.04719,0.08101,0.95801,0.04356,0.07061,g,0.98551,0.0353,1.0,0.01858,0.00818,0.93274,0.07098,0.01598,0.00892,-0.0026,0.94649
232,-1.0,-1.0,0.0,0.0,-1.0,-1.0,b,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,1.0
233,0.6905,0.04393,0.18065,0.68065,0.08304,0.09046,g,0.63403,0.05594,1.0,0.05058,0.0676,0.84033,0.07381,0.01282,-0.169,0.01513,0.50466
234,0.70067,0.18227,-0.53846,0.76087,0.22216,-0.06522,b,0.70736,0.73746,1.0,0.13712,0.53846,1.0,0.77425,0.10702,1.0,-0.76087,0.68729
235,1.0,-0.12581,-0.26481,0.8,-0.24549,-0.27105,g,0.82222,-0.42778,1.0,-0.83519,0.02037,0.6963,0.22037,0.06111,-0.07778,-0.2963,0.76296
236,0.24514,0.36965,0.28482,0.23346,0.26256,0.31128,b,0.05058,0.25292,1.0,0.22957,0.14786,-0.02494,0.29961,0.1323,0.15564,0.07393,0.38521
237,0.59127,-0.02381,0.03968,0.53968,-0.01237,-0.01389,g,0.60317,0.09921,1.0,0.0119,-0.13492,0.5,0.0377,0.03373,-0.03175,-0.05357,0.5754
238,0.12315,-0.09852,0.16256,-0.01478,-0.04926,0.05419,b,-0.12808,0.0,1.0,0.0,-0.0936,0.07882,0.02956,0.18719,-0.15271,0.05911,0.06404
239,0.71588,-0.00224,-0.09508,0.74273,-0.01673,-0.05145,g,0.6868,0.15772,1.0,0.066,0.0481,0.71253,0.11745,0.00224,0.1085,-0.06935,0.61857
240,0.0,0.0,0.35696,0.0,-1.0,-1.0,b,0.0,-0.07342,1.0,0.0,0.0,-0.1038,0.33671,0.0,0.35949,0.0,0.25316
241,0.88853,0.01179,-0.19507,0.89175,-0.14903,-0.18542,g,0.90782,-0.10932,1.0,-0.13719,-0.12862,0.90139,-0.12433,-0.12755,-0.00857,-0.02465,0.88103
242,0.0,0.0,-0.40833,0.46458,-1.0,0.0,b,0.59167,0.02083,1.0,0.0,-0.75625,0.9875,0.0,0.51042,-0.5,0.0,0.42708
243,0.9304,-0.01033,-0.14138,0.89179,-0.11808,-0.12452,g,0.89451,-0.08428,1.0,-0.08918,-0.13051,0.8298,-0.11909,-0.10223,0.01631,0.01305,0.88853
244,1.0,0.19556,0.0,0.0,-1.0,0.11778,b,0.0,-0.42444,1.0,-0.05333,0.0,0.0,-0.18667,0.0,0.0,0.12889,0.0
245,0.85571,-0.06714,-0.06857,0.79571,-0.08669,-0.05,g,0.81,0.0,1.0,0.00286,-0.10429,0.77,-0.05,-0.04286,0.03714,-0.00143,0.81143
246,-1.0,1.0,0.0,0.0,1.0,0.0,b,0.0,0.0,1.0,0.55172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,0.55844,-0.11948,0.0,0.5013,-0.0328,-0.05455,g,0.55325,0.05974,1.0,-0.03636,0.03377,0.59221,-0.01039,0.0961,0.01818,-0.0961,0.4987
248,0.0,0.0,0.0,0.0,-1.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,-0.34107,0.60793,-0.12744,0.16851,-0.10242,-0.04142,g,-0.36676,0.80454,1.0,0.37856,-0.07036,-0.07782,-0.12964,0.9118,0.5,0.25,1.0
250,1.0,-0.11111,0.0,-1.0,-1.0,0.0,b,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0
251,-0.70561,0.5156,-0.66421,-0.03933,-0.51568,-0.05938,g,-0.67474,0.79346,1.0,0.22735,-0.29897,0.15552,-0.70762,0.9074,0.38027,0.69212,0.87048
252,1.0,0.37333,0.0,-1.0,0.22667,0.0,b,-1.0,0.0,1.0,-0.12,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
253,-0.86443,0.33652,-0.5591,-0.24103,-0.24433,0.38915,g,-0.4695,0.71257,1.0,-0.05338,0.09599,0.55984,-0.7757,0.92544,0.43491,0.77655,0.88179
254,-0.61352,0.25786,-0.06295,-0.25706,-0.11876,0.13296,g,-0.30315,0.1938,1.0,-0.05409,-0.11409,0.27942,-0.22786,0.92324,0.0252,0.21278,0.32834
255,-0.86622,0.21909,-0.27734,-0.33221,0.08718,0.70011,g,-0.19354,0.59564,1.0,-0.24164,0.49079,0.79143,-0.72454,0.83578,0.39121,0.78579,0.83427
256,0.67028,0.0722,0.14079,0.63177,0.02019,-0.00963,g,0.67148,-0.07461,1.0,-0.08424,0.04452,0.65945,0.03129,0.00963,-0.0349,0.00481,0.62335
257,0.63787,0.00551,-0.15809,0.79228,0.07124,0.07458,g,0.61029,0.43934,1.0,0.21691,0.0864,0.72978,-0.25,0.07721,-0.0239,0.03309,0.74449
258,0.73961,0.0506,-0.07231,0.65077,0.08767,0.09207,g,0.61692,0.08,1.0,0.05776,0.25692,0.60154,0.08041,-0.10308,0.18923,0.0178,0.61538
259,0.81892,0.00585,-0.04243,0.843,0.01096,0.0119,g,0.77935,0.04102,1.0,0.00673,0.11598,0.79632,0.00978,0.09901,0.05375,0.00202,0.68317
260,0.45652,0.04783,-0.0087,0.46957,0.06908,0.14783,g,0.42174,-0.12609,1.0,0.02609,0.03913,0.47391,-0.11304,-0.03913,0.0,0.10435,0.5
261,0.57898,0.60814,0.63183,0.6932,0.60696,0.51701,g,0.29587,0.50122,1.0,0.58445,0.56015,-0.08748,0.72236,0.41252,0.09417,0.20656,0.7983
262,0.56937,0.71942,0.75596,0.80365,0.69187,0.54522,g,0.21137,0.60297,1.0,0.74079,0.60948,-0.15144,0.7987,0.5302,0.09802,0.25101,1.0
263,0.39699,0.76161,0.50489,0.63388,0.40753,0.19172,g,-0.09159,0.71016,1.0,0.79523,0.27252,-0.40552,0.6261,0.59975,0.13425,0.31543,0.8941
264,0.48698,0.83614,0.76482,0.73678,0.66335,0.42488,g,-0.00701,0.73838,1.0,0.90665,0.52564,-0.46534,0.82492,0.63842,0.17498,0.33143,0.94631
265,0.361,0.81795,0.53886,0.60425,0.40972,0.13667,g,-0.1639,0.74922,1.0,0.83558,0.27338,-0.5314,0.65385,0.69865,0.18198,0.35543,0.91767
266,-0.07727,0.44545,-0.03229,0.15,-0.12486,-0.24648,g,-0.56136,0.59565,1.0,0.48636,-0.19714,-0.38483,0.07588,0.22273,0.21106,0.38112,0.76627
267,0.50331,0.12252,0.26653,0.56623,0.27687,0.29324,g,0.54305,0.24172,1.0,0.19868,0.28574,0.51872,0.07285,0.16225,-0.60927,0.55298,0.5894
268,0.6907,0.12524,0.37381,0.71157,0.17951,0.18897,g,0.6945,-0.0778,1.0,0.03985,0.32448,0.53321,0.05882,0.01139,0.11385,-0.12144,1.0
269,0.6726,-0.05771,-0.22822,0.66725,-0.09128,-0.09621,g,0.71254,-0.07666,1.0,-0.06438,-0.08537,0.47038,-0.08453,-0.0662,0.06794,-0.02299,0.84843
270,0.96186,-0.01436,0.02003,0.8798,-0.03034,-0.03464,g,0.91152,0.01419,1.0,-0.01671,-0.05843,0.98164,-0.02591,-0.03923,0.08013,-0.00482,1.0
271,0.49485,0.15979,0.19588,0.73196,-0.12447,0.04124,g,0.5,-0.21649,1.0,-0.11856,-0.26289,0.70619,0.08247,0.07216,-0.12371,-0.12371,0.47938
272,0.79446,-0.43418,0.23095,0.65358,0.17704,0.19841,g,0.6351,0.08314,1.0,0.54965,0.07621,0.64665,0.15359,-0.00462,-0.04388,0.02968,0.6351
273,0.71685,-0.04719,0.04944,0.58876,0.00824,0.10562,g,0.64719,-0.00449,1.0,0.00899,-0.03596,0.46517,-0.03596,0.02472,-0.03596,0.01348,0.50112
274,0.64725,0.15858,-0.05502,0.77994,0.0004,-0.1068,g,0.46926,0.09709,1.0,-0.01942,-0.06796,0.52427,0.21683,0.08091,-0.00647,-0.04207,0.71521
275,0.59753,0.04938,-0.1284,0.60988,-0.02451,-0.0716,g,0.73827,0.11852,1.0,0.0963,0.02222,0.66667,0.08148,-0.00494,0.1037,0.03457,0.68148
276,0.57966,-0.02034,-0.0339,0.50508,0.0075,-0.02712,g,0.56949,-0.07797,1.0,0.07797,-0.00339,0.52881,-0.0339,0.03729,-0.02712,0.04068,0.60678
277,0.33495,0.04854,-0.15049,0.57282,0.03815,0.0,g,0.43204,0.02427,1.0,0.00485,0.17476,0.31068,0.25728,-0.02427,0.09709,0.05825,0.49515
278,0.55076,0.60179,0.69714,0.74706,0.6051,0.44195,g,0.28379,0.51879,1.0,0.66237,0.55805,-0.16489,0.71284,0.48906,0.02187,0.341,0.98822
279,0.40349,0.83156,0.58324,0.7176,0.4604,0.18345,g,-0.12193,0.73743,1.0,0.84804,0.30796,-0.51034,0.71676,0.64888,0.1581,0.35237,0.97905
280,0.10107,0.83312,0.15908,0.53312,0.02277,-0.22949,g,-0.43707,0.88291,1.0,0.89274,-0.13462,-0.64658,0.35534,0.7812,0.21677,0.4703,0.99701
281,0.14939,0.89489,0.30912,0.56687,0.15619,-0.17921,g,-0.42811,0.8323,1.0,0.93682,-0.04399,-0.68851,0.50428,0.7083,0.19959,0.40803,0.94331
282,-0.20015,0.89335,-0.26883,0.34961,-0.46438,-0.70835,g,-0.76305,0.90403,1.0,0.82163,-0.61446,-0.75273,-0.04284,0.80511,0.28082,0.52821,0.93972
283,-0.25137,0.48816,-0.5362,-0.03643,-0.51925,-0.30057,g,-0.47359,0.75334,1.0,0.28415,-0.43478,-0.12897,-0.47592,0.8051,0.35157,0.62233,0.89835
284,-0.04725,0.12767,-0.01505,0.1203,-0.01475,-0.00948,g,-0.05431,0.21303,1.0,0.07907,-0.0125,-0.01755,-0.01176,0.26316,0.10025,0.17293,0.29073
285,0.65977,0.06391,-0.04699,0.82519,-0.10571,-0.12218,g,0.76128,-0.27632,1.0,0.14662,-0.13346,0.6485,-0.40977,0.19361,-0.35526,0.35338,0.58459
286,0.49418,0.12686,0.1453,0.23888,0.14314,0.13632,g,0.48158,0.2033,1.0,0.13507,0.16137,0.26436,0.14638,0.12961,0.13215,0.06059,0.83609
287,0.83289,0.03027,0.0222,0.76966,0.06235,0.0709,g,0.80019,0.10916,1.0,0.03506,0.09251,0.77336,0.05352,-0.00278,0.11933,0.01038,0.9408
288,0.90446,-0.26724,-0.09193,0.89455,-0.02908,0.21812,g,0.84452,-0.02028,1.0,0.19964,-0.04101,0.86661,-0.25101,-0.08337,0.04326,0.18297,0.87111
289,0.97921,-0.00469,-0.01207,0.74313,0.02552,0.11066,g,0.71026,0.02482,1.0,0.10195,-0.01073,0.71764,0.0,-0.09188,0.02549,0.09792,0.74916
290,0.44675,0.27515,-0.02367,0.45562,0.03259,-0.14497,g,0.4142,0.01775,1.0,-0.03846,0.25148,0.47929,-0.10651,-0.04438,0.19527,-0.18343,0.47337
291,0.6742,-0.0452,-0.33145,0.80979,-0.16837,-0.31262,g,0.81544,0.02825,1.0,-0.13748,-0.02072,0.56121,0.06215,0.02448,0.14689,-0.13936,0.59887
292,0.74947,-0.11677,-0.26115,0.73673,-0.23312,-0.37792,g,0.61996,-0.13588,1.0,-0.18684,-0.22293,0.84926,-0.03397,-0.07643,-0.03397,-0.08493,0.84713
293,0.82337,-0.10598,-0.1875,0.77174,-0.10211,-0.1087,g,0.83424,-0.05707,1.0,-0.00543,-0.03261,0.85054,-0.27989,-0.02174,-0.08152,0.07337,0.87772
294,0.87945,-0.1917,-0.10474,0.69565,-0.12041,0.06917,g,0.63636,-0.23518,1.0,0.0415,-0.20949,0.67194,-0.28656,-0.11067,-0.13241,0.16996,0.74704
295,0.63858,-0.16186,-0.20177,0.47894,-0.11455,-0.11752,g,0.52993,0.0133,1.0,-0.03326,-0.02882,0.41463,-0.13525,-0.13969,0.11308,0.00665,0.46785
296,-0.20097,0.892,-0.26356,0.38825,-0.45511,-0.667,g,-0.78768,0.96128,1.0,0.775,-0.60858,-0.78334,-0.08079,0.90502,0.27475,0.42881,0.88116
297,-0.23237,0.9513,-0.46906,0.26203,-0.69556,-0.93953,g,-0.90995,0.96748,1.0,0.81018,-0.85725,-0.83192,-0.19838,0.92651,0.29282,0.55756,0.93147
298,-0.62403,0.71996,-0.67605,0.05717,-0.81876,-0.82127,g,-1.0,0.92118,1.0,0.32558,-0.86841,-0.57242,-0.45478,1.0,0.30634,0.57816,0.88241
299,-0.35558,0.77681,-0.52954,0.21991,-0.60863,-0.48468,g,-0.75821,0.85011,1.0,0.58425,-0.61488,-0.37199,-0.39168,0.86761,0.28993,0.47702,0.83479
300,-0.47202,0.8359,-0.74735,0.21592,-0.86122,-0.78057,g,-0.91814,0.96167,1.0,0.6549,-0.87159,-0.50757,-0.54069,0.95193,0.33164,0.62349,0.9287
301,-0.41729,0.66541,-0.66014,0.17293,-0.69706,-0.51206,g,-0.7218,0.79886,1.0,0.47744,-0.64428,-0.26577,-0.53463,0.78947,0.31456,0.57671,0.83367
302,0.985,-0.07458,-0.08341,0.9872,-0.12912,-0.15755,g,0.97264,-0.02604,1.0,-0.07149,-0.14916,0.97352,-0.08914,0.01456,-0.02736,-0.04104,0.98455
303,0.97173,-0.01767,-0.04476,0.95878,-0.05827,-0.07244,g,0.9523,-0.0371,1.0,-0.03887,-0.07479,0.92049,-0.04417,-0.0106,-0.01531,0.01001,0.94052
304,0.93607,-0.08447,0.06849,0.9863,-0.09252,-0.08676,g,0.97032,0.00228,1.0,-0.00228,-0.20091,0.92466,-0.05251,0.18265,-0.14384,-0.00228,0.97032
305,0.64407,0.28814,0.15254,0.30508,-0.00266,-0.15254,g,0.55932,-0.13559,1.0,-0.35593,-0.0339,0.40678,0.05085,-0.01695,-0.0339,0.08475,0.52542
306,0.54911,-0.08443,0.08333,0.41667,-0.14256,-0.14809,g,0.25,-0.11111,1.0,0.33333,-0.13889,0.38889,-0.02778,0.13889,-0.25,0.22222,0.33333
307,0.21249,1.0,0.35175,0.45622,0.09569,-0.42226,g,-0.61382,1.0,1.0,1.0,-0.16713,-1.0,0.47894,0.46427,1.0,0.5381,0.51207
308,-0.09818,0.93778,-0.29099,0.35225,-0.32792,-0.60454,g,-0.68358,0.94749,1.0,0.82223,-0.19185,-0.98988,0.02995,0.70792,0.49638,0.54301,0.75564
309,-0.46177,0.78497,-0.67796,0.1647,-0.62691,-0.39167,g,-0.84014,0.86947,1.0,0.5207,-0.45911,-0.37298,-0.48905,0.82732,0.42904,0.58385,0.83789
310,-0.56535,0.83397,-0.84951,0.15323,-0.91221,-0.69613,g,-0.93641,0.96301,1.0,0.58045,-0.85762,-0.36799,-0.67464,0.95776,0.35107,0.6564,0.93658
311,-0.66616,0.78766,-0.88082,-0.11108,-0.85137,-0.46048,g,-1.0,0.92453,1.0,0.42314,-0.70247,-0.13486,-0.78174,0.76527,0.36924,0.6842,0.92436
