,dwipd_cat,hdchk_cat,stlmt_cat,wkcti_cat,mulch_cat,blxwp_cat,wknck_cat,class_cat,wkovl_cat,skach_cat,dsopp_cat,bkblk_cat,spcop_cat,reskd_cat,skewr_cat,rxmsq_cat,skrxp_cat,bxqsq_cat
361,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
362,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
363,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
364,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
365,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
366,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
367,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
368,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
369,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
370,g,f,f,f,f,f,f,won,t,f,f,t,f,f,t,f,f,f
371,g,f,f,f,f,f,f,won,t,f,f,t,f,f,t,f,f,f
372,g,f,f,f,f,f,f,won,t,f,f,t,f,f,t,f,f,f
373,g,f,f,f,f,f,f,won,t,f,f,t,f,f,t,f,f,f
374,g,f,f,f,f,f,f,won,t,f,f,t,f,f,t,f,f,f
375,g,f,f,f,f,f,f,won,t,f,f,t,f,f,t,f,f,f
376,g,f,f,f,f,f,f,won,t,f,f,t,f,f,t,f,f,f
377,g,f,f,f,f,f,f,won,t,f,f,t,f,f,t,f,f,f
378,g,f,f,f,f,f,f,won,t,f,f,t,f,f,t,f,f,f
379,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
380,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
381,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
382,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
383,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
384,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
385,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
386,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
387,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,t,f,f
388,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
389,g,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
390,g,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
391,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
392,g,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
393,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
394,g,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
395,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
396,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
397,g,f,f,f,f,f,t,won,f,f,f,f,f,f,t,f,f,f
398,g,f,f,f,f,f,t,won,f,f,f,f,f,f,t,f,f,f
399,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
400,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
401,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
402,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
403,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
404,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
405,g,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
406,g,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
407,g,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
408,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
409,g,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
410,g,f,f,f,f,f,t,won,f,f,f,f,f,f,t,f,f,f
411,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
412,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
413,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
414,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
415,g,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
416,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
417,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
418,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
419,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
420,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
421,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
422,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
423,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
424,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
425,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
426,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
427,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
428,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
429,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
430,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
431,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
432,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
433,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
434,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
435,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
436,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
437,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
438,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
439,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
440,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
441,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
442,g,f,f,f,f,f,f,won,t,f,f,t,f,f,t,f,f,f
443,g,f,f,f,f,f,f,won,t,f,f,t,f,f,t,f,f,f
444,g,f,f,f,f,f,f,won,t,f,f,t,f,f,t,f,f,f
445,g,f,f,f,f,f,f,won,t,f,f,t,f,f,t,f,f,f
446,g,f,f,f,f,f,f,won,t,f,f,t,f,f,t,f,f,f
447,g,f,f,f,f,f,f,won,t,f,f,t,f,f,t,f,f,f
448,g,f,f,f,f,f,f,won,t,f,f,t,f,f,t,f,f,f
449,g,f,f,f,f,f,f,won,t,f,f,t,f,f,t,f,f,f
450,g,f,f,f,f,f,f,won,t,f,f,t,f,f,t,f,f,f
451,g,f,f,f,f,f,f,won,t,f,f,t,f,f,t,f,f,f
452,g,f,f,f,f,f,f,won,t,f,f,t,f,f,t,f,f,f
453,g,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
454,g,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
455,g,f,f,f,f,f,t,won,f,f,f,f,f,f,t,f,f,f
456,g,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
457,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
458,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
459,g,f,f,f,f,t,f,won,f,f,f,f,f,f,t,f,f,f
460,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
461,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
462,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
463,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
464,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
465,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
466,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
467,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
468,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,t,f,f
469,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,t,f,f
470,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,t,f,f
471,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,t,f,f
472,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,t,f,f
473,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,t,f,f
474,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,t,f,f
475,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
476,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
477,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
478,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
479,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
480,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
481,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
482,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
483,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
484,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
485,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
486,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
487,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
488,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
489,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
490,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
491,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
492,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
493,g,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
494,g,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
495,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
496,g,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
497,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
498,g,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
499,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
500,g,f,f,f,f,f,t,won,f,f,f,f,f,f,f,f,f,f
501,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
502,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
503,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
504,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
505,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
506,g,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
507,g,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
508,g,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
509,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
510,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
511,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
512,g,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
513,g,f,f,f,f,f,t,won,f,f,f,f,f,f,f,f,f,f
514,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
515,g,f,f,f,f,t,f,won,f,f,f,f,f,f,f,f,f,f
516,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
517,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,t,f,f
518,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,t,f,f
519,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,t,f,f
520,l,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,f
521,l,f,f,f,f,t,f,won,t,f,t,f,f,f,t,f,f,f
522,l,f,f,f,f,t,f,won,t,f,t,f,f,f,t,f,f,f
523,l,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,f
524,l,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,f
525,l,f,f,f,f,f,f,won,f,f,t,f,f,f,t,f,f,f
526,l,f,f,f,f,f,f,won,f,f,t,f,f,f,t,f,f,f
527,l,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,f
528,l,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,f
529,l,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,f
530,l,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,f
531,l,f,f,f,f,t,f,won,t,f,t,f,f,f,t,f,f,f
532,l,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,f
533,l,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,f
534,l,f,f,f,f,f,f,won,f,f,t,f,f,f,t,f,f,f
535,l,f,f,f,f,f,f,won,f,f,t,f,f,f,t,f,f,f
536,l,f,f,f,f,f,f,won,t,f,t,f,f,f,f,f,f,f
537,l,f,f,f,f,t,f,won,t,f,t,f,f,f,f,f,f,f
538,l,f,f,f,f,f,f,won,t,f,t,f,f,f,f,f,f,f
539,l,f,f,f,f,f,f,won,t,f,t,f,f,f,f,f,f,f
540,l,f,f,f,f,t,f,won,t,f,t,f,f,f,f,f,f,f
541,l,f,f,f,f,f,f,won,t,f,t,f,f,f,f,f,f,f
542,l,f,f,f,f,t,f,won,t,f,t,f,f,f,f,f,f,f
543,l,f,f,f,f,f,f,won,t,f,t,f,f,f,f,f,f,f
544,l,f,f,f,f,t,f,won,t,f,t,f,f,f,f,f,f,f
545,l,f,f,f,f,f,f,won,t,f,t,f,f,f,f,f,f,f
546,l,f,f,f,f,f,f,won,t,f,t,f,f,f,f,f,f,f
547,g,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,f
548,g,f,f,f,f,t,f,won,t,f,t,f,f,f,t,f,f,f
549,g,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,f
550,g,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,f
551,g,f,f,f,f,t,f,won,t,f,t,f,f,f,t,f,f,f
552,g,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,f
553,g,f,f,f,f,f,f,won,t,f,t,f,f,f,f,f,f,f
554,g,f,f,f,f,t,f,won,t,f,t,f,f,f,f,f,f,f
555,g,f,f,f,f,f,f,won,t,f,t,f,f,f,f,f,f,f
556,g,f,f,f,f,f,f,won,t,f,t,f,f,f,f,f,f,f
557,g,f,f,f,f,t,f,won,t,f,t,f,f,f,f,f,f,f
558,g,f,f,f,f,f,f,won,t,f,t,f,f,f,f,f,f,f
559,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
560,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
561,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
562,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
563,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
564,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
565,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
566,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
567,l,f,f,f,f,f,t,won,f,f,f,f,f,f,t,f,f,f
568,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
569,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
570,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
571,l,f,f,f,f,f,t,won,f,f,f,f,f,f,t,f,f,f
572,l,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
573,l,f,f,f,f,t,f,won,f,f,f,f,f,f,t,f,f,f
574,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
575,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
576,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
577,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
578,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
579,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
580,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
581,l,f,f,f,f,f,t,won,f,f,f,f,f,f,t,f,f,f
582,l,f,f,f,f,f,t,won,f,f,f,f,f,f,t,f,f,f
583,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
584,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
585,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
586,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
587,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
588,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
589,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
590,l,f,f,f,f,f,t,won,f,f,f,f,f,f,t,f,f,f
591,l,f,f,f,f,t,f,won,f,f,f,f,f,f,t,f,f,f
592,l,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
593,l,f,f,f,f,t,f,won,f,f,f,f,f,f,t,f,f,f
594,l,f,f,f,f,t,f,won,f,f,f,f,f,f,t,f,f,f
595,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
596,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
597,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,t,f
598,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
599,l,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
600,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
601,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
602,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
603,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
604,l,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
605,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
606,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
607,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
608,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
609,l,f,f,f,f,f,t,won,f,f,f,f,f,f,f,f,f,f
610,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
611,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
612,l,f,f,f,f,f,t,won,f,f,f,f,f,f,f,f,f,f
613,l,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
614,l,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
615,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
616,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
617,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
618,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
619,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
620,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
621,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
622,l,f,f,f,f,f,t,won,f,f,f,f,f,f,f,f,f,f
623,l,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
624,l,f,f,f,f,t,f,won,f,f,f,f,f,f,f,f,f,f
625,l,f,f,f,f,t,f,won,f,f,f,f,f,f,f,f,f,f
626,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
627,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
628,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
629,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
630,l,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
631,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
632,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
633,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
634,l,f,f,f,f,f,t,won,f,f,f,f,f,f,f,f,f,f
635,l,f,f,f,f,f,t,won,t,f,f,f,f,f,f,f,f,f
636,l,f,f,f,f,f,t,won,f,f,f,f,f,f,f,f,f,f
637,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
638,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
639,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
640,l,f,f,f,f,f,t,won,f,f,f,f,f,f,f,f,f,f
641,l,f,f,f,f,f,t,won,f,f,f,f,f,f,f,f,f,f
642,l,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
643,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
644,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
645,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,t,f
646,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
647,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
648,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
649,g,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
650,g,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
651,g,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
652,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
653,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
654,g,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
655,g,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
656,g,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
657,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
658,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
659,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
660,g,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
661,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
662,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
663,g,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
664,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
665,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
666,g,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
667,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
668,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
669,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
670,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
671,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
672,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
673,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
674,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
675,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
676,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
677,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
678,g,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
679,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
680,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
681,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
682,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
683,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
684,g,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
685,l,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,f
686,l,f,f,f,f,f,t,won,f,f,t,f,f,f,t,f,f,f
687,l,f,f,f,f,f,f,won,f,f,t,f,f,f,t,f,f,f
688,l,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,f
689,l,f,f,f,f,f,t,won,f,f,t,f,f,f,t,f,f,f
690,l,f,f,f,f,f,f,won,f,f,t,f,f,f,t,f,f,f
691,l,f,f,f,f,f,f,won,t,f,t,f,f,f,f,f,f,f
692,l,f,f,f,f,t,f,won,t,f,t,f,f,f,f,f,f,f
693,l,f,f,f,f,f,f,won,t,f,t,f,f,f,f,f,f,f
694,l,f,f,f,f,f,f,won,t,f,t,f,f,f,f,f,f,f
695,l,f,f,f,f,f,t,won,f,f,t,f,f,f,f,f,f,f
696,l,f,f,f,f,f,f,won,t,f,t,f,f,f,f,f,f,f
697,l,f,f,f,f,f,f,won,t,f,t,f,f,f,f,f,f,f
698,g,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,f
699,g,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,f
700,g,f,f,f,f,f,f,won,t,f,t,f,f,f,f,f,f,f
701,g,f,f,f,f,f,f,won,t,f,t,f,f,f,f,f,f,f
702,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
703,l,f,f,f,f,f,t,won,t,f,f,f,f,f,t,f,f,f
704,l,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
705,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
706,l,f,f,f,f,f,t,won,t,f,f,f,f,f,t,f,f,f
707,l,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
708,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
709,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
710,l,f,f,f,f,f,t,won,f,f,f,f,f,f,t,f,f,f
711,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
712,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
713,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
714,l,f,f,f,f,f,t,won,f,f,f,f,f,f,t,f,f,f
715,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
716,l,f,f,f,f,f,t,won,t,f,f,f,f,f,t,f,f,f
717,l,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,f
718,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
719,l,f,f,f,f,f,t,won,t,f,f,f,f,f,t,f,f,f
720,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
721,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
722,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
723,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
724,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
