,att31_num,att43_num,att26_num,att74_num,att58_num,att59_num,att61_num,att51_num,att36_num,att57_num,att10_num,att53_num,att34_num,att2_num,att71_num,att27_num,att46_num,att15_num,att45_num,att19_num,att76_num,att70_num,att63_num,att75_num,att62_num,att35_num,att38_num,att55_num,att33_num,att67_num,att40_num,att21_num,att68_num,att3_num,att44_num,att56_num,att39_num,att47_num
614,0.15306202,0.0714273,0.17585665,0.3453315,0.08495392,0.05764169,0.1280962,0.0081623,0.15501296,0.04593199,0.15305311,0.06462692,0.06385296,0.27250139,0.10402315,0.06567745,0.06683954,0.1413852,0.0482692,0.10124876,0.13924207,0.04909935,0.04070792,0.40998588,0.0995247,0.10741694,0.05925033,0.02698445,0.06848513,0.10085145,0.11274804,0.19227321,0.09719274,0.36444929,0.03156495,0.00658484,0.04628873,0.03509169
615,0.07744946,0.07562793,0.18871157,0.09075733,0.13954097,0.16346329,0.16527395,0.07902206,0.11264101,0.02477635,0.3084482,0.02020415,0.03233023,0.48822321,0.19873762,0.08786817,0.0522564,0.0825505,0.09694394,0.08627211,0.13609048,0.23718828,0.16732174,0.19062245,0.17273374,0.15262846,0.06981286,0.13438714,0.11573251,0.03110743,0.11533796,0.09743825,0.03946643,0.37347339,0.06901573,0.09104701,0.12181443,0.07000823
616,0.12483444,0.11060612,0.1658523,0.16842916,0.15124276,0.11774994,0.21029029,0.11502591,0.13363807,0.07338457,0.30351901,0.05097188,0.06042876,0.55050269,0.18330005,0.07925096,0.07134193,0.0904996,0.15630057,0.08964099,0.10423761,0.23040372,0.22487716,0.14682635,0.23167511,0.14607194,0.01554751,0.17213063,0.08955043,0.04697291,0.14845813,0.1316703,0.00948358,0.32313362,0.08826282,0.17068262,0.05708214,0.07476219
617,0.13071899,0.01616735,0.09716471,0.10802735,0.05516752,0.10012587,0.10682919,0.0488041,0.11738288,0.07216248,0.19245132,0.09731964,0.023437,0.29877549,0.11483663,0.05115445,0.04521914,0.16228172,0.0819524,0.08406335,0.12609816,0.10285376,0.08382189,0.06054895,0.0672225,0.1777432,0.05061987,0.03644749,0.02854728,0.12053428,0.18674033,0.14395179,0.07887758,0.47514502,0.01303615,0.04914878,0.03498164,0.04550862
618,0.12681266,0.00472567,0.09309028,0.24253068,0.08278193,0.04402846,0.11768605,0.04007371,0.12964391,0.05740829,0.04603273,0.09834121,0.06416661,0.44686803,0.08330488,0.06289704,0.03064542,0.089586,0.12670798,0.159742,0.13786315,0.10135496,0.132378,0.103976,0.01838462,0.09084158,0.02851224,0.03122024,0.06176666,0.10146059,0.12526208,0.06247343,0.0640253,0.35365746,0.08073137,0.05916034,0.07993913,0.04637645
619,0.03248009,0.02889431,0.08676428,0.31314258,0.15208477,0.13398472,0.13494253,0.1162795,0.10361744,0.16108214,0.32906046,0.14421845,0.05018581,0.56605441,0.10222972,0.11392453,0.12047665,0.11294042,0.07083223,0.01979358,0.23593338,0.22652176,0.10540026,0.33216323,0.22383271,0.02035143,0.04012636,0.14402382,0.07088157,0.19479126,0.06687298,0.09364883,0.09901185,0.25684599,0.12546839,0.10716298,0.02799322,0.17184512
620,0.04494837,0.11204337,0.02330349,0.13753952,0.1554778,0.10213496,0.20006726,0.12362791,0.0494254,0.2176655,0.31926578,0.15854588,0.15856224,0.49782649,0.08406927,0.08078034,0.16494838,0.23565888,0.13401782,0.11674555,0.20838389,0.10155452,0.02940101,0.25174429,0.09143568,0.05492664,0.11236569,0.10372797,0.09738984,0.11248545,0.03443096,0.05237993,0.07305408,0.28918994,0.13763754,0.04055765,0.10809268,0.13844181
621,0.07795657,0.05753797,0.04542267,0.24337723,0.18355131,0.05456994,0.27956998,0.06812422,0.07810708,0.15038324,0.29311942,0.25037685,0.09158258,0.51692009,0.06495403,0.07894746,0.10754311,0.26255097,0.23032693,0.11210093,0.17361417,0.18861628,0.11939592,0.28784408,0.08905465,0.17108347,0.15084896,0.10965986,0.07605183,0.01202275,0.09109285,0.10960209,0.17260195,0.34172756,0.11574738,0.05013196,0.05483433,0.06709743
622,0.06678515,0.07660344,0.09326876,0.17928934,0.1504794,0.15142065,0.15698211,0.11691514,0.05843057,0.14220562,0.2561474,0.11503499,0.02954952,0.60162546,0.16613815,0.12531894,0.09476627,0.20555372,0.06738965,0.13391777,0.1959204,0.20561395,0.08120454,0.10510977,0.10597897,0.06772372,0.05317378,0.11167177,0.17438108,0.04641332,0.04367223,0.07935236,0.0570504,0.31860887,0.06661011,0.12343237,0.04321358,0.13704548
623,0.06179687,0.05822269,0.02454347,0.24689191,0.11596068,0.05850098,0.06149281,0.07181715,0.06394934,0.05593817,0.14157239,0.06403587,0.10601271,0.51537004,0.10647492,0.07422315,0.04116612,0.09766473,0.08257555,0.28834648,0.2890527,0.05431666,0.0797087,0.50068788,0.09848684,0.0471572,0.03928144,0.0919798,0.03566713,0.10960668,0.03886934,0.06717371,0.22590622,0.14307659,0.07508958,0.04946741,0.03593986,0.07553212
624,0.04683536,0.13435524,0.06576749,0.16229123,0.09097441,0.04565982,0.15058637,0.05619107,0.06250298,0.2149025,0.37280125,0.14315286,0.09146625,0.42160352,0.13411934,0.11329236,0.1007132,0.1277402,0.14136495,0.24898689,0.2219436,0.23199009,0.06538576,0.34814967,0.20793073,0.09150574,0.1265808,0.05128404,0.12166259,0.17046777,0.03859904,0.03781275,0.14317663,0.33786366,0.11929556,0.04927278,0.10254021,0.08981729
625,0.12072161,0.0923042,0.08056666,0.19533281,0.17078047,0.13488461,0.11442244,0.13499943,0.11358215,0.16033077,0.34463483,0.13733714,0.03872883,0.54630384,0.08291914,0.10341239,0.076796,0.07720881,0.08052814,0.06632168,0.11426544,0.30874562,0.11938297,0.22241152,0.22660601,0.09839806,0.07456827,0.16445829,0.06491212,0.09687067,0.07649052,0.12039079,0.10828444,0.27245889,0.0950651,0.109048,0.18065095,0.1766978
626,0.17064605,0.22388576,0.23613194,0.18167451,0.05628638,0.03534022,0.0605591,0.03595945,0.11088042,0.08295767,0.27792829,0.10373569,0.04705971,0.5759866,0.15731177,0.20101057,0.07764896,0.23317952,0.07671544,0.11567732,0.20224796,0.11039182,0.0723273,0.29110647,0.10569468,0.04772133,0.20065917,0.03682765,0.16026749,0.04695282,0.0677011,0.31566291,0.07023323,0.14219049,0.11008158,0.15531153,0.07175231,0.07727785
627,0.14402647,0.03807195,0.02932582,0.18698553,0.16143879,0.092868,0.19592874,0.11623972,0.0783785,0.20251972,0.33941715,0.15924369,0.16523893,0.4513467,0.10298569,0.17914826,0.15360547,0.09382297,0.09171114,0.19699604,0.19527311,0.17138592,0.11265617,0.28353088,0.22936397,0.05714451,0.02272951,0.18906047,0.08128486,0.13662536,0.06315267,0.07813518,0.07838331,0.38854092,0.11582076,0.06766318,0.02685238,0.20814833
628,0.09409432,0.0329891,0.04564647,0.15320339,0.13009047,0.01049743,0.25560564,0.07204211,0.1122365,0.16808628,0.28947727,0.1619281,0.07813318,0.53519288,0.07619126,0.13642999,0.14815139,0.27253243,0.1903158,0.06335941,0.15247095,0.17476647,0.04902174,0.21480418,0.03101958,0.06409642,0.08184604,0.05552725,0.07941693,0.03725366,0.02826995,0.08102491,0.09025692,0.32361127,0.01311553,0.04170734,0.05770088,0.07101342
629,0.03827562,0.10383183,0.06015024,0.07409524,0.13530688,0.14423583,0.18017452,0.12291607,0.02256468,0.15016642,0.2784552,0.10521415,0.21649914,0.48740442,0.1740173,0.03268161,0.1050971,0.17706404,0.1033149,0.17241968,0.20769252,0.09105125,0.13143373,0.28342509,0.21650477,0.05378495,0.08475462,0.17268663,0.13075903,0.04333653,0.05055112,0.11386067,0.0686938,0.15358838,0.09634185,0.12646207,0.14952966,0.12238493
630,0.10251345,0.06248168,0.12543618,0.10827044,0.07060193,0.15647114,0.15250826,0.09721007,0.02918531,0.15096126,0.21650349,0.06700565,0.02533492,0.56695341,0.17960727,0.08770474,0.05548686,0.22718701,0.12381822,0.08805354,0.09433845,0.18452262,0.06590539,0.16748484,0.10078336,0.09237974,0.0877439,0.09587986,0.16196968,0.09186168,0.04792287,0.10701511,0.06450575,0.368702,0.05509357,0.12522438,0.05417088,0.14289838
631,0.06112389,0.04951367,0.09299681,0.27165129,0.23972432,0.08192556,0.28935366,0.15069998,0.13789115,0.13644641,0.25583944,0.16451217,0.10434113,0.53933386,0.07543661,0.03364629,0.11468893,0.22505937,0.09386911,0.24638024,0.15719266,0.2020328,0.20963726,0.2268929,0.19068057,0.0554864,0.1246908,0.1941015,0.0739961,0.06936348,0.04155969,0.04639245,0.11776811,0.36888987,0.12072048,0.13001294,0.12994388,0.11903109
632,0.08695701,0.01891171,0.14112303,0.09828872,0.12143243,0.06543328,0.11111941,0.08915862,0.06906388,0.14674583,0.23484776,0.15419629,0.12841428,0.55733508,0.13356578,0.09084407,0.1252211,0.26174223,0.15467849,0.20089722,0.18059847,0.1035086,0.02075813,0.16894381,0.10557032,0.12323901,0.099992,0.08479244,0.13880872,0.10992184,0.06797256,0.13507186,0.06151399,0.34357242,0.09627536,0.03992086,0.03336439,0.12117847
633,0.13661865,0.12745602,0.18774531,0.09214405,0.07695178,0.10466547,0.09145871,0.10048828,0.14323706,0.05965144,0.24629634,0.02778313,0.09369602,0.62706268,0.03741073,0.14070747,0.12059977,0.1558394,0.07951687,0.09661995,0.03155613,0.15568426,0.07677869,0.24105044,0.06095166,0.08190527,0.07681918,0.10204045,0.12076789,0.14374987,0.06330479,0.15383395,0.03787472,0.23238413,0.11473118,0.06773793,0.06867195,0.07859358
634,0.07828548,0.09946114,0.15168304,0.03460768,0.12605807,0.05798681,0.14043509,0.08852261,0.03915408,0.17243415,0.17854882,0.13742343,0.09844189,0.57563225,0.04884319,0.03945308,0.11027201,0.21230132,0.08096057,0.10964135,0.07350905,0.02192081,0.09216576,0.15194771,0.16984085,0.11186166,0.03296829,0.07787144,0.07681908,0.11765711,0.0650664,0.16858075,0.05252722,0.39456979,0.05848579,0.11221844,0.12553393,0.04301915
635,0.04986136,0.07257761,0.06263809,0.0914604,0.16577016,0.1151139,0.20566261,0.10662543,0.05193024,0.17824662,0.15135015,0.1394726,0.0220986,0.46940551,0.12132017,0.07004117,0.13512788,0.14405934,0.10437366,0.13826188,0.14457477,0.02580616,0.06307036,0.18400092,0.13700076,0.07729234,0.09275973,0.09929447,0.11639951,0.03460986,0.06174222,0.07532596,0.05475174,0.45273184,0.07130949,0.06710484,0.01844024,0.09736062
636,0.13621465,0.03392718,0.06922744,0.18301559,0.16415121,0.04482122,0.2300905,0.11720126,0.15382405,0.19275448,0.32974931,0.16650147,0.07629455,0.51715785,0.06812751,0.16248817,0.1481374,0.13741375,0.08622724,0.09877,0.18485835,0.17310812,0.09586563,0.25242449,0.20684807,0.04446489,0.04267698,0.13806276,0.04990642,0.09518166,0.10648138,0.07495373,0.08893966,0.32571387,0.06391351,0.03565675,0.06330652,0.12407769
637,0.15978607,0.03686181,0.12563792,0.12337547,0.11514155,0.03658344,0.09271248,0.05406615,0.118239,0.11891643,0.27851724,0.14729205,0.11456841,0.50760741,0.07264717,0.08099425,0.10010215,0.23078703,0.11186689,0.20100611,0.2138371,0.07828807,0.10473917,0.18568921,0.1059426,0.122871,0.08329005,0.12763978,0.05673105,0.12632275,0.14112107,0.10584235,0.05656422,0.33045249,0.05473039,0.07244704,0.07547015,0.03136587
638,0.16133163,0.1067609,0.13491197,0.30750742,0.07232265,0.09855194,0.08959396,0.11161995,0.13179341,0.05764802,0.19553611,0.05544853,0.03567637,0.42677193,0.17786303,0.13962741,0.07290238,0.23040588,0.029434,0.06857108,0.30172213,0.16133088,0.12642415,0.29509583,0.10620561,0.08087165,0.08979522,0.1083711,0.09195602,0.04569323,0.07284595,0.09621936,0.06324251,0.38370853,0.06850652,0.06000703,0.08311418,0.09242445
639,0.08116236,0.02274446,0.08546251,0.16498412,0.03798494,0.11858954,0.08856666,0.06817057,0.10985909,0.02289624,0.16347425,0.04101324,0.03425331,0.42159401,0.0721105,0.07087993,0.04835663,0.08838264,0.02367076,0.1253378,0.11779565,0.10233097,0.1828015,0.14567952,0.0837432,0.09539164,0.07939414,0.053151,0.07847591,0.15469478,0.05899681,0.12419917,0.10346999,0.12131132,0.02964536,0.15132347,0.01791212,0.07533933
640,0.1092721,0.13615222,0.11222007,0.20936871,0.06255141,0.06849739,0.05626364,0.02006332,0.02742996,0.08600187,0.11249263,0.09754197,0.16944762,0.58824296,0.03321467,0.1854693,0.02601346,0.20970315,0.0656989,0.13526082,0.25807242,0.07348703,0.1220209,0.37321236,0.087159,0.01895279,0.16947173,0.08133877,0.18139824,0.1777225,0.12184746,0.10636686,0.14891191,0.26127412,0.21358587,0.05716802,0.23591787,0.02936381
641,0.0517526,0.11506481,0.13508065,0.25980238,0.03821104,0.0745762,0.15131069,0.01022892,0.03062623,0.12573858,0.27810503,0.08532263,0.20302978,0.59180001,0.12808145,0.05680968,0.028866,0.17663931,0.07480909,0.20372442,0.23188831,0.06185841,0.04736984,0.38211875,0.10350948,0.10492325,0.18069484,0.02059821,0.17425398,0.11522558,0.09256533,0.13148928,0.07798749,0.13611461,0.16746462,0.08944837,0.20110821,0.04223222
642,0.06282527,0.06338549,0.05061318,0.25378647,0.11064475,0.06989346,0.0798305,0.08225727,0.02838099,0.06776334,0.17752281,0.06753663,0.14730489,0.60951901,0.17913943,0.062836,0.04944945,0.1396026,0.05255797,0.2530651,0.27208733,0.09335656,0.10548998,0.40775436,0.11434761,0.0043182,0.07010036,0.09466315,0.05973928,0.09964204,0.00695788,0.05592616,0.17741032,0.12295506,0.11887496,0.04858208,0.12296939,0.09243682
643,0.11866657,0.04901446,0.14644333,0.22238467,0.06029299,0.0583455,0.13301394,0.04764553,0.13053411,0.1226108,0.20893011,0.12949503,0.12916383,0.59119038,0.11611214,0.10270503,0.07735521,0.16641175,0.11490536,0.30499784,0.20309277,0.04011054,0.04833486,0.39294063,0.11125246,0.1413273,0.05143416,0.02954059,0.03544526,0.08763423,0.13711316,0.12416483,0.14898661,0.03547884,0.13788373,0.03543105,0.13884666,0.01122197
644,0.12256914,0.06105782,0.17920116,0.25469549,0.02835313,0.04801012,0.16690089,0.03773332,0.17960015,0.11041882,0.31420554,0.10687042,0.10729322,0.5402343,0.03846131,0.09049297,0.04380242,0.27779328,0.08973322,0.18447525,0.39101214,0.1105583,0.06246563,0.28250912,0.07032327,0.14510825,0.06366412,0.06450226,0.10214225,0.1299454,0.13548759,0.19336636,0.11506816,0.24895489,0.1240581,0.04755181,0.05915626,0.05994968
645,0.1584804,0.07699947,0.1803278,0.15966235,0.06365355,0.06799506,0.16554295,0.05547703,0.15455281,0.15635238,0.32399897,0.1010437,0.07041452,0.47708712,0.10988773,0.07013203,0.02141555,0.24758011,0.10742238,0.15825071,0.34135162,0.13141258,0.05192086,0.24063875,0.08047196,0.16427296,0.00941208,0.08560206,0.05910204,0.14158496,0.13190383,0.14338818,0.17310529,0.22549538,0.02532252,0.09750407,0.02188544,0.03444814
646,0.05823281,0.09158516,0.12817136,0.21720925,0.15816664,0.12261072,0.11855556,0.07952909,0.13953493,0.04873923,0.2954688,0.04428536,0.07597937,0.61549561,0.21502745,0.13522233,0.05375416,0.12708,0.07402278,0.06230549,0.18445104,0.26303126,0.20683403,0.17401176,0.12985283,0.05151804,0.04482861,0.1411472,0.0814637,0.04932911,0.09096268,0.14512336,0.06512216,0.27055826,0.09294735,0.13731368,0.15891735,0.03844773
647,0.13190707,0.19399101,0.12777316,0.14476264,0.03426659,0.01990628,0.07125604,0.05538893,0.11589727,0.01132161,0.14482992,0.04028736,0.09848355,0.57965844,0.082247,0.25998059,0.04784417,0.15709976,0.03031332,0.23399155,0.17210968,0.09065766,0.08803138,0.37663131,0.02733422,0.06417436,0.25135132,0.07927454,0.20286758,0.0844839,0.07703117,0.22568058,0.06157137,0.16862359,0.17677402,0.0412704,0.13964286,0.02614202
648,0.11506587,0.15085924,0.20169404,0.2488922,0.10753635,0.09817482,0.01958551,0.07139891,0.13418604,0.06499079,0.26447538,0.06754561,0.06084083,0.46279398,0.11474495,0.22296203,0.06979184,0.16491053,0.11483095,0.15889911,0.17060796,0.08251247,0.0852202,0.28350365,0.11050594,0.0428243,0.04191093,0.07366475,0.11653288,0.11864234,0.06133246,0.11832963,0.04389953,0.34702795,0.07814508,0.0837442,0.06039787,0.08412398
649,0.08188239,0.04971611,0.07283737,0.05131155,0.06698951,0.03839317,0.127098,0.04619768,0.09418898,0.11625074,0.13178903,0.11994045,0.04693851,0.67575554,0.20102964,0.04110488,0.05378581,0.12819065,0.1143997,0.10215097,0.13970044,0.02735926,0.06228836,0.25290531,0.04367451,0.14199381,0.05185968,0.05738478,0.01368902,0.11125315,0.13667497,0.0955373,0.06812619,0.38883867,0.02292458,0.09510377,0.02084136,0.05424701
650,0.14799674,0.08657223,0.03381585,0.10881258,0.16324979,0.08175481,0.25256048,0.03064854,0.09372979,0.10602479,0.31925444,0.15513955,0.09142381,0.37198515,0.09469374,0.11829603,0.12347937,0.18316258,0.13072176,0.13016751,0.02921285,0.02498577,0.05655326,0.16677806,0.13898202,0.13802219,0.11845588,0.07914016,0.00615913,0.05705883,0.149187,0.20207354,0.13009659,0.45435789,0.05651574,0.0749281,0.09085003,0.06592265
651,0.1127439,0.09406876,0.1774193,0.28179395,0.18828361,0.08065807,0.17440013,0.06890762,0.14859665,0.10502535,0.29722331,0.17400222,0.08304236,0.49294545,0.04797619,0.08106092,0.09746255,0.16923405,0.19887717,0.32755257,0.3108956,0.09199452,0.12480601,0.34769776,0.12125981,0.1156682,0.04472631,0.15757565,0.18988393,0.15206775,0.0385337,0.10922964,0.15668883,0.33618912,0.04243869,0.02532212,0.18272553,0.12337514
652,0.13030913,0.05156625,0.17387353,0.26006073,0.02924801,0.05684713,0.12554762,0.0828748,0.08020387,0.13335246,0.3072422,0.04817603,0.0555048,0.37154133,0.06251439,0.07841128,0.0195257,0.24353346,0.09240567,0.12209238,0.18973305,0.12742737,0.13970958,0.3554137,0.08215168,0.11981146,0.02620291,0.12318117,0.10343381,0.2017135,0.08673719,0.13272338,0.08518629,0.23644321,0.01274948,0.16403343,0.07130525,0.04396371
653,0.0441929,0.0630408,0.1081969,0.13959293,0.12472877,0.04877573,0.2161481,0.10148646,0.1074142,0.14638853,0.24129476,0.13639777,0.10917316,0.58361667,0.067803,0.10673899,0.14879016,0.16496,0.10292937,0.24263562,0.21236477,0.18085451,0.15384634,0.22396835,0.1399447,0.13868495,0.0391333,0.10624306,0.11072952,0.05108317,0.09025241,0.10593518,0.11169568,0.08808809,0.07499817,0.05450046,0.07320416,0.10645431
654,0.12992213,0.05451269,0.07717663,0.19043448,0.09939107,0.05318669,0.19835327,0.08241684,0.09111514,0.10627172,0.28086221,0.06630695,0.02567189,0.51033343,0.07250245,0.10054194,0.04575608,0.11640191,0.00308002,0.11525369,0.19725061,0.13576079,0.13075079,0.27388956,0.13641554,0.05215335,0.03232234,0.06603611,0.07667679,0.08182223,0.08524352,0.02947658,0.1721804,0.2782517,0.10782375,0.10601865,0.06026789,0.07695804
655,0.14714339,0.05996527,0.13066314,0.1121379,0.06205397,0.04784792,0.14910461,0.06802009,0.15297125,0.13348709,0.15019311,0.12027217,0.09588252,0.56694325,0.20974706,0.10782955,0.06075405,0.16329496,0.12474469,0.12112128,0.20168066,0.0909504,0.02165456,0.18188713,0.06168883,0.12567349,0.04875529,0.05169462,0.03264495,0.12075748,0.1415995,0.09354579,0.11682955,0.25161245,0.0989748,0.07520735,0.09759272,0.05280874
656,0.02230002,0.04636563,0.12534043,0.26996788,0.07031439,0.14757671,0.02814389,0.06005674,0.09353263,0.0911424,0.13457888,0.07763457,0.15266777,0.60937088,0.07100856,0.15991737,0.10783953,0.14973045,0.05879792,0.24274129,0.19575304,0.04509061,0.07601796,0.44001168,0.06304962,0.05348974,0.09731764,0.12357062,0.11867258,0.18469419,0.0398242,0.05501536,0.2017319,0.12596608,0.07873209,0.06566652,0.10050518,0.10280155
657,0.16181166,0.02505497,0.17458446,0.14852704,0.07035627,0.05567124,0.06834509,0.0833879,0.1574866,0.07021605,0.11157254,0.04516442,0.09664288,0.29834636,0.20394104,0.06994252,0.08973465,0.16306999,0.04308565,0.02774993,0.26353621,0.09203118,0.0958551,0.12348087,0.07235306,0.13118675,0.01246018,0.04727028,0.01852941,0.13270476,0.12984108,0.20033473,0.12200841,0.49184003,0.02933335,0.06504236,0.07080925,0.07874416
658,0.10408926,0.09546097,0.12277107,0.01200046,0.10361687,0.06776678,0.05532872,0.04113168,0.09029251,0.03318562,0.14048756,0.04650924,0.05828932,0.58516029,0.08968724,0.14575262,0.01599919,0.16772379,0.11826199,0.1381171,0.0551057,0.08964845,0.0761054,0.07142529,0.13680348,0.09233933,0.09970231,0.06537079,0.07723558,0.17955299,0.07640561,0.17780752,0.08121588,0.3328589,0.1067898,0.1572081,0.06488855,0.03825567
659,0.03074064,0.11794803,0.02433006,0.06407638,0.07635898,0.06769712,0.15858849,0.0507464,0.05180714,0.19257517,0.15687874,0.19845552,0.07212902,0.63536541,0.07060323,0.14200693,0.13158219,0.1469479,0.15625909,0.01378507,0.06967786,0.05859218,0.0658298,0.09804209,0.02645307,0.12984493,0.09937134,0.04675772,0.07062856,0.04853553,0.09147404,0.05129513,0.07582693,0.25556189,0.0487666,0.05956811,0.04860291,0.04671635
660,0.09430959,0.13836854,0.040697,0.21372007,0.15202261,0.05792004,0.18628145,0.08360753,0.09753913,0.0877129,0.29024542,0.14850627,0.0698272,0.37713551,0.03446909,0.09418128,0.14019385,0.15105663,0.08205861,0.04796663,0.1107821,0.21141656,0.06949176,0.19612217,0.07770058,0.06929038,0.06043495,0.05481386,0.0541826,0.04190253,0.13866463,0.14329995,0.12965504,0.34666225,0.05867188,0.10023524,0.14479387,0.06836425
661,0.04151496,0.02753457,0.11559508,0.2789969,0.09695987,0.05449669,0.1208343,0.09170479,0.10067497,0.07881003,0.19727965,0.11827229,0.04110714,0.60339099,0.16553875,0.13230807,0.07875937,0.08763188,0.0962147,0.1513204,0.26398787,0.18160768,0.09856442,0.27845776,0.14828286,0.11926705,0.03587888,0.06009075,0.11990469,0.11795692,0.08723927,0.10727822,0.13622253,0.2638323,0.05212528,0.04765951,0.04959747,0.08343329
662,0.10961224,0.07527077,0.10781999,0.149553,0.04820898,0.08264586,0.15845703,0.05119137,0.07427871,0.17231966,0.26561226,0.10675738,0.11331221,0.38553928,0.20966694,0.08294909,0.10333403,0.20457604,0.12410518,0.20118,0.27373029,0.18227972,0.13897412,0.30461212,0.11797522,0.11536128,0.08844952,0.08081867,0.0818045,0.12014664,0.09788377,0.10770337,0.1441653,0.29575008,0.09029457,0.04778797,0.08813955,0.12063062
663,0.18207589,0.14636357,0.16050582,0.27661973,0.05797164,0.06644989,0.02782943,0.01370595,0.09927388,0.03148688,0.20418277,0.04213979,0.10618585,0.50011045,0.10581534,0.18482586,0.0576069,0.1550058,0.07537268,0.19219197,0.30018677,0.02036707,0.02830606,0.37528937,0.06245084,0.02913776,0.1588661,0.00270626,0.20000844,0.17389149,0.02177026,0.1547204,0.12869645,0.04442938,0.10510687,0.02175393,0.16723362,0.04089619
664,0.16576352,0.07193311,0.08550308,0.18715423,0.19581232,0.08151443,0.15317287,0.0881112,0.17985571,0.20601926,0.33485147,0.15657279,0.12724187,0.53987734,0.07981552,0.23834378,0.1131844,0.1066645,0.08440636,0.02796679,0.20544227,0.21441412,0.0834833,0.20287272,0.19249642,0.09219945,0.05265861,0.10881995,0.08160632,0.06097383,0.13807969,0.16739902,0.04069056,0.24809288,0.06905934,0.05853775,0.12448975,0.17165727
665,0.04632368,0.0977584,0.02721261,0.09095294,0.21597113,0.1029049,0.17898633,0.14007944,0.03768177,0.16752181,0.22644654,0.13396495,0.02555441,0.5446594,0.12318892,0.03732367,0.1650385,0.15093273,0.12589176,0.21588929,0.16568379,0.14539946,0.11530155,0.21106431,0.17220199,0.05648299,0.07560998,0.09677147,0.06548641,0.03079492,0.06966707,0.03121976,0.15123191,0.13413907,0.04909738,0.04479875,0.03629822,0.14006725
666,0.06154093,0.07077476,0.06649893,0.20799131,0.06625419,0.06960639,0.19538602,0.04016164,0.08526831,0.16025742,0.26664644,0.15381715,0.01982048,0.30089435,0.06687284,0.04087111,0.05666806,0.17005035,0.18084576,0.05433544,0.22348167,0.05749784,0.00787858,0.33296636,0.02762321,0.17342373,0.0549822,0.00389965,0.06524583,0.13520119,0.17365349,0.08957864,0.15770894,0.29284725,0.016281,0.01585997,0.01965119,0.04107344
667,0.11032949,0.0114711,0.09100424,0.0554325,0.09905024,0.14852171,0.13907735,0.15538757,0.050199,0.13208757,0.30989646,0.05145459,0.15367741,0.42017269,0.04944319,0.11318853,0.06134176,0.1597202,0.10817,0.04697626,0.08064081,0.0890337,0.12625384,0.16327992,0.1790597,0.13450139,0.14710054,0.15486783,0.09590479,0.11094025,0.07094505,0.15499944,0.02866805,0.41838247,0.13846512,0.1193652,0.09359272,0.08609831
668,0.07156855,0.08074631,0.14060396,0.08113572,0.20146377,0.12907175,0.08679662,0.08022528,0.11628765,0.01102118,0.29424952,0.05268703,0.07672421,0.59758505,0.17293185,0.05386876,0.07819884,0.18436245,0.10913617,0.12584575,0.03319471,0.25805544,0.1312959,0.08043542,0.05358743,0.09743082,0.06989192,0.11681534,0.05552468,0.10796375,0.09439505,0.15852503,0.15469253,0.30992856,0.10429639,0.12273125,0.10000093,0.02022564
669,0.16988051,0.06317326,0.15071901,0.13873074,0.08305546,0.12191582,0.02887338,0.07105483,0.07210854,0.12101352,0.1931915,0.10621773,0.05801078,0.59401635,0.2178776,0.10262775,0.13038003,0.20482924,0.05748091,0.09746359,0.17239977,0.16608197,0.03218052,0.18486874,0.07338904,0.06284316,0.14874885,0.11060875,0.15335746,0.15196715,0.10236959,0.03808093,0.02468536,0.34297271,0.05209025,0.01142258,0.05139279,0.0413389
670,0.1104507,0.12562135,0.16467558,0.14011323,0.11354099,0.06823657,0.09608332,0.02907327,0.1391886,0.11424248,0.32155228,0.0695936,0.06621644,0.49187904,0.08182754,0.13620049,0.05896544,0.19254291,0.06511563,0.06051799,0.29601604,0.13854639,0.03813224,0.2673646,0.07343838,0.13478474,0.09181803,0.03509821,0.07550744,0.16287455,0.08237764,0.14037235,0.20458358,0.26574858,0.06134329,0.09218228,0.06546566,0.06390415
671,0.09087513,0.16559496,0.13191835,0.36179988,0.05218045,0.05764381,0.20667729,0.01591493,0.08734804,0.16435703,0.22016008,0.10042254,0.07359936,0.43166716,0.12003279,0.22478752,0.05636409,0.08920076,0.09091171,0.10214409,0.33131304,0.02355187,0.08855185,0.43116258,0.20505255,0.07708635,0.07324335,0.09004378,0.18414331,0.11200594,0.19625657,0.13576776,0.03952188,0.16695814,0.09442524,0.04890953,0.19163241,0.07065292
672,0.14276299,0.09036989,0.12824329,0.23227747,0.13279035,0.09263113,0.13880658,0.08241422,0.12949896,0.16385934,0.24197052,0.15084469,0.07424278,0.35401583,0.00442648,0.06702139,0.08198321,0.18237262,0.12011087,0.24688571,0.13112152,0.09299282,0.06559291,0.39922982,0.08323217,0.12364595,0.08226402,0.06614787,0.05545943,0.18538472,0.12486836,0.12695544,0.08946817,0.06854119,0.07371755,0.05522692,0.08132508,0.05569799
673,0.01789804,0.09922677,0.0331918,0.14303875,0.16499555,0.10962223,0.20048092,0.11163326,0.04883348,0.21587731,0.32137728,0.18400679,0.06253638,0.53957159,0.13482362,0.08220518,0.14121742,0.23384505,0.1433866,0.09689932,0.22785971,0.16973836,0.06174677,0.20542268,0.12735547,0.08015237,0.05552293,0.10164344,0.08040874,0.08668375,0.03554066,0.09018279,0.08515801,0.27381175,0.09299765,0.00368796,0.080663,0.13530975
