,class_cat,input1_num,input2_num,input3_num,input4_num,input5_num,input6_num,input7_num,input8_num,input9_num,input10_num,input11_num,input12_num,input13_num,input14_num,input15_num,input16_num,input17_num,input18_num,input19_num,input20_num,input21_num,input22_num,input23_num,input24_num,input25_num,input26_num,input27_num,input28_num,input29_num,input30_num,input31_num,input32_num,input33_num,input34_num,input35_num,input36_num,input37_num,input38_num,input39_num,input40_num,input41_num,input42_num,input43_num,input44_num,input45_num,input46_num,input47_num,input48_num,input49_num,input50_num,input51_num,input52_num,input53_num,input54_num,input55_num,input56_num,input57_num,input58_num,input59_num,input60_num,input61_num,input62_num,input63_num,input64_num
1091,5,0.0,1.0,8.0,15.0,16.0,12.0,3.0,0.0,0.0,4.0,16.0,13.0,5.0,6.0,2.0,0.0,0.0,0.0,16.0,7.0,1.0,0.0,0.0,0.0,0.0,6.0,16.0,16.0,15.0,8.0,0.0,0.0,0.0,1.0,12.0,8.0,12.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,5.0,0.0,0.0,0.0,3.0,8.0,15.0,12.0,0.0,0.0,0.0,0.0,8.0,14.0,8.0,0.0,0.0,0.0
1092,2,0.0,0.0,4.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,16.0,0.0,0.0,0.0,0.0,4.0,15.0,1.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,1.0,12.0,16.0,6.0,4.0,0.0,0.0,0.0,7.0,16.0,16.0,16.0,16.0,6.0,0.0,0.0,0.0,2.0,0.0,4.0,8.0,3.0,0.0
1093,0,0.0,0.0,0.0,8.0,12.0,1.0,0.0,0.0,0.0,0.0,8.0,16.0,14.0,8.0,0.0,0.0,0.0,6.0,16.0,2.0,2.0,16.0,0.0,0.0,0.0,8.0,16.0,2.0,0.0,10.0,6.0,0.0,0.0,4.0,16.0,3.0,0.0,8.0,8.0,0.0,0.0,0.0,10.0,9.0,0.0,8.0,8.0,0.0,0.0,0.0,4.0,16.0,12.0,16.0,2.0,0.0,0.0,0.0,0.0,7.0,13.0,8.0,0.0,0.0
1094,5,0.0,0.0,10.0,12.0,13.0,9.0,4.0,0.0,0.0,2.0,16.0,11.0,8.0,5.0,3.0,0.0,0.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,15.0,3.0,0.0,0.0,0.0,6.0,12.0,9.0,14.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,2.0,0.0,0.0,0.0,4.0,4.0,13.0,15.0,1.0,0.0,0.0,0.0,13.0,15.0,9.0,2.0,0.0,0.0
1095,9,0.0,0.0,13.0,15.0,3.0,0.0,0.0,0.0,0.0,2.0,16.0,11.0,15.0,4.0,0.0,0.0,0.0,4.0,16.0,2.0,16.0,16.0,0.0,0.0,0.0,2.0,13.0,16.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,4.0,5.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,2.0,4.0,4.0,11.0,12.0,0.0,0.0,0.0,11.0,16.0,16.0,15.0,10.0,0.0
1096,0,0.0,0.0,12.0,16.0,6.0,0.0,0.0,0.0,0.0,6.0,16.0,11.0,15.0,5.0,0.0,0.0,0.0,8.0,16.0,0.0,11.0,15.0,1.0,0.0,0.0,8.0,14.0,0.0,2.0,16.0,5.0,0.0,0.0,8.0,14.0,0.0,0.0,12.0,7.0,0.0,0.0,5.0,16.0,2.0,1.0,16.0,4.0,0.0,0.0,3.0,15.0,10.0,11.0,14.0,2.0,0.0,0.0,0.0,6.0,12.0,10.0,1.0,0.0,0.0
1097,3,0.0,0.0,11.0,16.0,12.0,1.0,0.0,0.0,0.0,0.0,16.0,12.0,16.0,12.0,0.0,0.0,0.0,0.0,3.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,5.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,4.0,12.0,16.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,7.0,0.0,0.0,1.0,11.0,12.0,12.0,16.0,7.0,0.0,0.0,2.0,12.0,15.0,12.0,5.0,1.0,0.0
1098,1,0.0,0.0,3.0,11.0,7.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,1.0,14.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,11.0,0.0,0.0,0.0,0.0,2.0,11.0,12.0,6.0,0.0,0.0
1099,8,0.0,0.0,6.0,11.0,14.0,3.0,0.0,0.0,0.0,2.0,16.0,12.0,11.0,16.0,0.0,0.0,0.0,4.0,16.0,9.0,7.0,15.0,0.0,0.0,0.0,0.0,14.0,15.0,16.0,12.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,3.0,0.0,0.0,0.0,1.0,16.0,6.0,11.0,15.0,1.0,0.0,0.0,3.0,16.0,3.0,7.0,16.0,3.0,0.0,0.0,0.0,7.0,14.0,16.0,12.0,1.0,0.0
1100,5,0.0,2.0,12.0,16.0,16.0,10.0,2.0,0.0,0.0,7.0,16.0,8.0,6.0,8.0,2.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,13.0,8.0,0.0,0.0,0.0,0.0,6.0,15.0,12.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,4.0,6.0,16.0,12.0,0.0,0.0,0.0,2.0,15.0,14.0,9.0,0.0,0.0,0.0
1101,9,0.0,0.0,6.0,16.0,5.0,0.0,0.0,0.0,0.0,6.0,16.0,16.0,16.0,7.0,0.0,0.0,0.0,11.0,15.0,2.0,16.0,14.0,0.0,0.0,0.0,9.0,16.0,10.0,16.0,16.0,7.0,0.0,0.0,2.0,13.0,16.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,3.0,8.0,12.0,16.0,7.0,0.0,0.0,0.0,5.0,16.0,12.0,5.0,0.0,0.0
1102,0,0.0,0.0,3.0,15.0,13.0,2.0,0.0,0.0,0.0,2.0,15.0,14.0,16.0,8.0,0.0,0.0,0.0,5.0,15.0,6.0,4.0,15.0,0.0,0.0,0.0,1.0,15.0,1.0,1.0,15.0,3.0,0.0,0.0,3.0,16.0,2.0,0.0,12.0,5.0,0.0,0.0,3.0,16.0,3.0,0.0,12.0,6.0,0.0,0.0,0.0,12.0,14.0,15.0,15.0,0.0,0.0,0.0,0.0,2.0,14.0,14.0,4.0,0.0,0.0
1103,6,0.0,0.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,1.0,3.0,0.0,0.0,0.0,0.0,8.0,12.0,12.0,16.0,13.0,0.0,0.0,0.0,4.0,16.0,9.0,4.0,13.0,6.0,0.0,0.0,0.0,13.0,12.0,8.0,12.0,11.0,0.0,0.0,0.0,2.0,10.0,13.0,14.0,4.0,0.0
1104,1,0.0,0.0,8.0,12.0,11.0,6.0,0.0,0.0,0.0,1.0,14.0,16.0,16.0,13.0,0.0,0.0,0.0,4.0,16.0,16.0,16.0,8.0,0.0,0.0,0.0,1.0,15.0,16.0,16.0,3.0,0.0,0.0,0.0,3.0,15.0,16.0,16.0,7.0,0.0,0.0,0.0,2.0,13.0,16.0,16.0,8.0,0.0,0.0,0.0,1.0,14.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,7.0,12.0,9.0,0.0,0.0,0.0
1105,6,0.0,0.0,1.0,12.0,14.0,1.0,0.0,0.0,0.0,0.0,8.0,15.0,7.0,0.0,0.0,0.0,0.0,1.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,16.0,10.0,2.0,0.0,0.0,1.0,16.0,15.0,5.0,11.0,10.0,0.0,0.0,1.0,16.0,4.0,0.0,8.0,13.0,0.0,0.0,0.0,11.0,11.0,9.0,16.0,8.0,0.0,0.0,0.0,2.0,11.0,15.0,5.0,0.0,0.0
1106,3,0.0,1.0,10.0,16.0,12.0,1.0,0.0,0.0,0.0,7.0,16.0,10.0,13.0,5.0,0.0,0.0,0.0,1.0,6.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,7.0,6.0,4.0,9.0,14.0,0.0,0.0,0.0,7.0,15.0,16.0,13.0,7.0,0.0
1107,9,0.0,0.0,8.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,15.0,13.0,15.0,10.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,14.0,1.0,0.0,0.0,0.0,14.0,5.0,7.0,16.0,2.0,0.0,0.0,0.0,7.0,12.0,11.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,6.0,6.0,9.0,16.0,2.0,0.0,0.0,0.0,7.0,13.0,14.0,3.0,0.0,0.0
1108,7,0.0,4.0,16.0,16.0,16.0,16.0,13.0,0.0,0.0,5.0,12.0,12.0,13.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,4.0,0.0,0.0,0.0,0.0,3.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,2.0,0.0,0.0,0.0,0.0,3.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,2.0,0.0,0.0,0.0,0.0,2.0,16.0,12.0,0.0,0.0,0.0,0.0
1109,1,0.0,0.0,1.0,16.0,15.0,5.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,12.0,0.0,0.0,0.0,2.0,16.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,15.0,16.0,16.0,11.0,0.0,0.0,0.0,0.0,15.0,16.0,16.0,16.0,8.0,0.0,0.0,0.0,2.0,10.0,15.0,11.0,4.0,0.0
1110,2,0.0,0.0,2.0,16.0,10.0,1.0,0.0,0.0,0.0,0.0,8.0,15.0,13.0,7.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,3.0,0.0,0.0,0.0,0.0,2.0,15.0,14.0,8.0,14.0,5.0,0.0,0.0,2.0,15.0,16.0,16.0,12.0,7.0
1111,6,0.0,0.0,1.0,12.0,13.0,2.0,0.0,0.0,0.0,0.0,12.0,16.0,10.0,2.0,0.0,0.0,0.0,2.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,12.0,8.0,2.0,0.0,0.0,0.0,2.0,16.0,13.0,13.0,14.0,2.0,0.0,0.0,0.0,13.0,7.0,0.0,12.0,12.0,0.0,0.0,0.0,9.0,13.0,6.0,15.0,13.0,0.0,0.0,0.0,1.0,11.0,15.0,14.0,6.0,0.0
1112,5,0.0,0.0,4.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,12.0,10.0,0.0,0.0,0.0,3.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,3.0,16.0,15.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,13.0,10.0,16.0,6.0,0.0,0.0,0.0,0.0,8.0,16.0,9.0,0.0,0.0,0.0
1113,8,0.0,0.0,12.0,14.0,8.0,3.0,0.0,0.0,0.0,3.0,16.0,15.0,16.0,16.0,3.0,0.0,0.0,0.0,14.0,12.0,14.0,13.0,1.0,0.0,0.0,0.0,7.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,2.0,0.0,0.0,0.0,1.0,15.0,4.0,9.0,14.0,0.0,0.0,0.0,3.0,15.0,4.0,5.0,16.0,1.0,0.0,0.0,1.0,12.0,16.0,16.0,12.0,0.0,0.0
1114,6,0.0,0.0,2.0,9.0,16.0,6.0,0.0,0.0,0.0,1.0,15.0,16.0,11.0,5.0,0.0,0.0,0.0,2.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,16.0,14.0,3.0,0.0,0.0,2.0,16.0,6.0,1.0,10.0,10.0,0.0,0.0,0.0,10.0,12.0,8.0,15.0,10.0,0.0,0.0,0.0,1.0,11.0,16.0,12.0,4.0,0.0
1115,7,0.0,1.0,11.0,9.0,14.0,11.0,1.0,0.0,0.0,8.0,16.0,14.0,14.0,16.0,2.0,0.0,0.0,7.0,16.0,0.0,11.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,1.0,0.0,0.0,0.0
1116,7,0.0,0.0,11.0,15.0,16.0,16.0,16.0,7.0,0.0,0.0,14.0,14.0,12.0,16.0,16.0,3.0,0.0,0.0,1.0,0.0,4.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,4.0,0.0,0.0,0.0,0.0,3.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0
1117,2,0.0,0.0,11.0,12.0,2.0,0.0,0.0,0.0,0.0,3.0,16.0,12.0,7.0,0.0,0.0,0.0,0.0,2.0,14.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,9.0,15.0,15.0,0.0,0.0,0.0,8.0,13.0,12.0,8.0,10.0,2.0
1118,1,0.0,0.0,2.0,16.0,11.0,0.0,0.0,0.0,0.0,1.0,11.0,16.0,16.0,7.0,0.0,0.0,0.0,10.0,16.0,16.0,16.0,9.0,0.0,0.0,0.0,2.0,9.0,15.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,8.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,15.0,4.0,0.0,0.0,0.0,3.0,15.0,16.0,12.0,0.0,0.0
1119,7,0.0,4.0,8.0,8.0,12.0,16.0,5.0,0.0,0.0,8.0,16.0,16.0,16.0,15.0,3.0,0.0,0.0,2.0,3.0,7.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,1.0,0.0,0.0,0.0,0.0,9.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,7.0,0.0,0.0,0.0,0.0
1120,5,0.0,0.0,9.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,13.0,15.0,13.0,11.0,0.0,0.0,0.0,1.0,15.0,11.0,1.0,0.0,0.0,0.0,0.0,2.0,16.0,16.0,15.0,3.0,0.0,0.0,0.0,0.0,7.0,12.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,4.0,8.0,15.0,15.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,7.0,0.0,0.0
1121,8,0.0,0.0,5.0,7.0,13.0,7.0,0.0,0.0,0.0,7.0,16.0,16.0,10.0,15.0,0.0,0.0,0.0,5.0,15.0,5.0,6.0,11.0,0.0,0.0,0.0,1.0,9.0,15.0,15.0,4.0,0.0,0.0,0.0,0.0,5.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,14.0,7.0,13.0,8.0,0.0,0.0,0.0,0.0,15.0,11.0,13.0,11.0,0.0,0.0,0.0,0.0,5.0,12.0,12.0,4.0,0.0,0.0
1122,1,0.0,0.0,4.0,15.0,9.0,1.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,9.0,0.0,0.0,0.0,0.0,1.0,10.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,10.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,5.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,5.0,16.0,14.0,6.0,0.0,0.0
1123,7,0.0,4.0,15.0,9.0,8.0,8.0,1.0,0.0,0.0,4.0,16.0,16.0,16.0,16.0,8.0,0.0,0.0,9.0,15.0,2.0,15.0,14.0,1.0,0.0,0.0,5.0,5.0,5.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,2.0,0.0,0.0,0.0,0.0,3.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,4.0,0.0,0.0,0.0,0.0
1124,6,0.0,0.0,3.0,13.0,14.0,1.0,0.0,0.0,0.0,0.0,8.0,15.0,7.0,2.0,0.0,0.0,0.0,0.0,10.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,16.0,10.0,1.0,0.0,0.0,0.0,15.0,14.0,11.0,10.0,10.0,0.0,0.0,0.0,13.0,5.0,0.0,6.0,14.0,0.0,0.0,0.0,8.0,12.0,8.0,12.0,10.0,0.0,0.0,0.0,1.0,10.0,12.0,12.0,4.0,0.0
1125,6,0.0,0.0,0.0,10.0,13.0,3.0,0.0,0.0,0.0,0.0,7.0,16.0,12.0,6.0,0.0,0.0,0.0,0.0,12.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,10.0,0.0,0.0,0.0,2.0,16.0,15.0,1.0,12.0,8.0,0.0,0.0,0.0,16.0,4.0,0.0,6.0,15.0,0.0,0.0,0.0,11.0,14.0,8.0,15.0,14.0,1.0,0.0,0.0,2.0,11.0,16.0,11.0,2.0,0.0
1126,5,0.0,0.0,10.0,13.0,11.0,10.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,16.0,13.0,1.0,0.0,0.0,0.0,0.0,5.0,10.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,14.0,16.0,16.0,11.0,0.0,0.0,0.0,0.0,10.0,16.0,13.0,1.0,0.0,0.0
1127,0,0.0,0.0,3.0,14.0,3.0,0.0,0.0,0.0,0.0,3.0,15.0,16.0,15.0,1.0,0.0,0.0,0.0,6.0,15.0,5.0,8.0,11.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,12.0,5.0,0.0,0.0,4.0,11.0,0.0,0.0,6.0,10.0,0.0,0.0,2.0,14.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,12.0,9.0,5.0,13.0,8.0,0.0,0.0,0.0,2.0,15.0,16.0,13.0,2.0,0.0
1128,9,0.0,0.0,8.0,12.0,13.0,2.0,0.0,0.0,0.0,7.0,16.0,10.0,10.0,15.0,2.0,0.0,0.0,10.0,11.0,0.0,1.0,16.0,4.0,0.0,0.0,6.0,15.0,12.0,16.0,16.0,7.0,0.0,0.0,0.0,5.0,8.0,4.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,11.0,10.0,12.0,16.0,8.0,0.0,0.0,0.0,9.0,12.0,15.0,9.0,1.0,0.0
1129,9,0.0,0.0,5.0,13.0,12.0,2.0,0.0,0.0,0.0,0.0,14.0,12.0,12.0,13.0,0.0,0.0,0.0,0.0,11.0,4.0,2.0,15.0,0.0,0.0,0.0,0.0,8.0,8.0,4.0,16.0,1.0,0.0,0.0,0.0,2.0,14.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,8.0,9.0,8.0,15.0,10.0,0.0,0.0,0.0,4.0,16.0,16.0,13.0,2.0,0.0
1130,1,0.0,0.0,0.0,15.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,2.0,0.0,0.0,0.0,1.0,8.0,16.0,16.0,10.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,16.0,5.0,0.0,0.0,1.0,9.0,12.0,14.0,12.0,4.0
1131,7,0.0,0.0,14.0,15.0,12.0,12.0,6.0,0.0,0.0,1.0,16.0,12.0,12.0,16.0,7.0,0.0,0.0,0.0,6.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0
1132,9,0.0,1.0,12.0,13.0,9.0,5.0,0.0,0.0,0.0,5.0,16.0,11.0,15.0,16.0,0.0,0.0,0.0,4.0,16.0,5.0,8.0,16.0,4.0,0.0,0.0,2.0,13.0,16.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,3.0,4.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,6.0,0.0,0.0,0.0,11.0,9.0,12.0,16.0,2.0,0.0,0.0,0.0,11.0,16.0,14.0,8.0,0.0,0.0
1133,4,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,14.0,4.0,12.0,0.0,0.0,0.0,0.0,9.0,7.0,7.0,9.0,0.0,0.0,0.0,1.0,16.0,2.0,10.0,12.0,3.0,0.0,0.0,10.0,16.0,16.0,16.0,16.0,3.0,0.0,0.0,4.0,8.0,8.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0
1134,3,0.0,0.0,4.0,16.0,14.0,2.0,0.0,0.0,0.0,0.0,16.0,11.0,11.0,10.0,0.0,0.0,0.0,1.0,4.0,1.0,11.0,10.0,0.0,0.0,0.0,0.0,1.0,11.0,16.0,6.0,0.0,0.0,0.0,0.0,6.0,16.0,14.0,13.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,10.0,11.0,0.0,0.0,0.0,7.0,11.0,6.0,13.0,14.0,0.0,0.0,0.0,3.0,12.0,16.0,15.0,7.0,0.0
1135,5,0.0,0.0,9.0,11.0,8.0,5.0,0.0,0.0,0.0,2.0,16.0,14.0,16.0,15.0,0.0,0.0,0.0,6.0,16.0,11.0,2.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,13.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,5.0,8.0,16.0,6.0,0.0,0.0,0.0,0.0,8.0,15.0,10.0,0.0,0.0,0.0
1136,2,0.0,0.0,4.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,15.0,6.0,0.0,0.0,0.0,1.0,16.0,5.0,5.0,11.0,0.0,0.0,0.0,0.0,5.0,4.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,2.0,0.0,0.0,0.0,0.0,3.0,15.0,16.0,12.0,16.0,3.0,0.0,0.0,4.0,16.0,12.0,12.0,12.0,5.0
1137,1,0.0,0.0,6.0,15.0,16.0,6.0,0.0,0.0,0.0,5.0,15.0,16.0,16.0,11.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,9.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,2.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,13.0,2.0,0.0,0.0,0.0,5.0,13.0,11.0,8.0,2.0,0.0
1138,8,0.0,0.0,5.0,3.0,10.0,10.0,0.0,0.0,0.0,4.0,16.0,13.0,14.0,13.0,0.0,0.0,0.0,4.0,14.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,13.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,1.0,0.0,0.0,0.0,0.0,13.0,13.0,8.0,5.0,0.0,0.0,0.0,1.0,13.0,10.0,8.0,10.0,0.0,0.0,0.0,0.0,2.0,13.0,16.0,6.0,0.0,0.0
1139,2,0.0,0.0,5.0,10.0,12.0,7.0,0.0,0.0,0.0,1.0,14.0,16.0,16.0,16.0,0.0,0.0,0.0,11.0,16.0,4.0,7.0,15.0,0.0,0.0,0.0,5.0,12.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,9.0,0.0,0.0,0.0,0.0,2.0,14.0,13.0,5.0,1.0,0.0,0.0,0.0,10.0,16.0,16.0,16.0,15.0,0.0,0.0,0.0,7.0,12.0,12.0,9.0,12.0,1.0
1140,9,0.0,0.0,9.0,14.0,9.0,2.0,0.0,0.0,0.0,2.0,16.0,10.0,14.0,8.0,0.0,0.0,0.0,2.0,16.0,2.0,6.0,16.0,1.0,0.0,0.0,0.0,14.0,9.0,11.0,16.0,5.0,0.0,0.0,0.0,2.0,11.0,11.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,5.0,9.0,11.0,16.0,6.0,0.0,0.0,0.0,7.0,13.0,12.0,8.0,0.0,0.0
1141,9,0.0,0.0,11.0,16.0,14.0,7.0,1.0,0.0,0.0,7.0,15.0,7.0,13.0,16.0,4.0,0.0,0.0,10.0,12.0,0.0,5.0,16.0,6.0,0.0,0.0,3.0,16.0,12.0,15.0,16.0,8.0,0.0,0.0,0.0,2.0,4.0,7.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,4.0,0.0,0.0,0.0,7.0,10.0,10.0,15.0,2.0,0.0,0.0,0.0,11.0,16.0,14.0,6.0,0.0,0.0
1142,5,0.0,0.0,5.0,15.0,12.0,3.0,0.0,0.0,0.0,0.0,9.0,12.0,10.0,3.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,7.0,8.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,4.0,12.0,16.0,11.0,0.0,0.0,0.0,0.0,6.0,16.0,11.0,2.0,0.0,0.0
