,eccen_num,height_num,blackand_num,p_black_num,class_cat,mean_tr_num
694,9.333,9,722,0.25,1,1.83
695,5.778,9,466,0.37,1,1.71
696,4.556,9,312,0.374,1,2.06
697,3.0,9,237,0.346,1,1.87
698,4.6,10,388,0.363,1,2.01
699,3.667,9,288,0.424,1,1.85
700,9.0,9,668,0.328,1,2.04
701,1.167,6,29,0.238,2,10.0
702,1.273,11,151,0.442,1,2.43
703,0.727,11,88,0.261,1,2.09
704,3.909,11,356,0.336,1,2.74
705,8.333,9,616,0.373,1,2.23
706,4.0,12,435,0.252,1,1.71
707,1.0,9,65,0.383,1,2.38
708,2.25,8,144,0.472,1,2.52
709,0.857,7,23,0.5,1,21.0
710,0.013,76,76,1.0,4,76.0
711,6.4,10,585,0.477,1,2.8
712,4.5,8,270,0.615,1,3.22
713,4.125,8,186,0.314,1,2.13
714,9.9,10,903,0.443,1,2.64
715,12.2,10,840,0.294,1,2.1
716,10.1,10,878,0.45,1,2.95
717,9.833,12,1039,0.266,1,1.99
718,12.5,10,1078,0.456,1,2.92
719,9.75,12,1000,0.231,1,1.68
720,9.444,9,569,0.308,1,1.95
721,4.778,9,367,0.47,1,3.31
722,5.222,9,312,0.286,1,1.95
723,4.444,9,320,0.386,1,2.44
724,5.5,8,335,0.486,1,2.95
725,5.111,9,347,0.29,1,2.18
726,4.667,9,352,0.381,1,2.48
727,37.0,1,37,0.811,2,6.0
728,46.0,1,46,0.239,2,1.38
729,42.0,1,42,0.31,2,2.6
730,4.667,9,352,0.344,1,2.13
731,20.0,15,2594,0.252,1,2.36
732,5.833,6,198,0.533,1,2.67
733,13.556,9,1055,0.378,1,2.73
734,88.0,2,213,0.528,2,31.0
735,0.043,69,197,0.643,4,2.08
736,14.444,9,1082,0.513,1,2.86
737,17.0,1,17,0.882,2,7.5
738,39.0,1,39,0.897,2,8.75
739,44.0,1,44,0.909,2,20.0
740,14.0,1,14,0.929,2,13.0
741,36.0,1,36,0.583,2,4.2
742,17.0,1,17,0.765,2,6.5
743,26.0,2,73,0.144,1,2.5
744,4.25,4,38,0.309,1,3.5
745,6.2,5,151,0.239,1,2.06
746,4.6,5,115,0.226,1,1.63
747,8.8,5,174,0.241,1,2.52
748,18.667,3,84,0.065,1,1.38
749,8.0,4,128,0.313,1,2.11
750,3.2,5,65,0.313,1,2.08
751,7.0,2,23,0.286,2,8.0
752,61.0,3,317,0.488,2,29.78
753,4.529,17,995,0.314,1,2.94
754,2.429,14,405,0.279,1,3.09
755,2.0,11,193,0.293,1,2.37
756,6.091,11,508,0.269,1,2.96
757,17.571,7,539,0.265,1,1.66
758,0.667,12,49,0.438,1,42.0
759,0.667,12,89,0.51,1,7.0
760,0.75,12,71,0.509,1,9.17
761,0.818,11,81,0.545,1,9.0
762,0.818,11,72,0.384,1,3.8
763,0.727,11,88,0.716,1,7.88
764,0.727,11,88,0.705,1,8.86
765,29.0,1,29,1.0,2,29.0
766,14.0,1,14,0.929,2,13.0
767,45.0,1,45,0.933,2,21.0
768,4.333,9,324,0.444,1,2.74
769,2.333,9,181,0.497,1,3.62
770,9.7,10,807,0.423,1,2.48
771,4.0,9,307,0.577,1,3.02
772,12.0,25,531,0.065,2,40.33
773,4.9,10,460,0.529,1,3.01
774,25.0,2,51,0.46,2,15.33
775,8.778,9,621,0.323,1,2.19
776,2.667,9,196,0.356,1,2.2
777,4.111,9,299,0.444,1,2.08
778,2.333,9,171,0.365,1,2.3
779,9.0,9,629,0.357,1,2.22
780,6.7,10,499,0.3,1,2.14
781,4.0,8,230,0.402,1,1.81
782,1.571,7,43,0.143,1,1.57
783,11.0,9,714,0.288,1,1.95
784,1.333,9,108,0.444,1,1.85
785,7.111,9,485,0.307,1,1.99
786,8.545,11,625,0.257,1,2.18
787,0.167,12,16,0.625,4,15.0
788,11.0,9,736,0.312,1,2.16
789,6.917,12,753,0.253,1,1.75
790,1.5,8,96,0.438,1,1.5
791,6.75,8,383,0.35,1,1.74
792,10.556,9,726,0.284,1,1.91
793,1.333,9,108,0.38,1,1.46
794,7.111,9,530,0.302,1,1.98
795,9.182,11,943,0.267,1,1.72
796,7.455,11,734,0.236,1,1.97
797,6.083,12,651,0.259,1,2.1
798,9.8,10,765,0.3,1,1.72
799,9.0,9,597,0.322,1,2.22
800,3.0,9,231,0.346,1,1.95
801,5.222,9,399,0.404,1,1.99
802,3.556,9,286,0.413,1,1.72
803,8.333,9,632,0.369,1,2.09
804,2.25,12,291,0.318,1,2.64
805,3.583,12,409,0.31,1,2.32
806,5.083,12,546,0.251,1,1.77
807,1.9,10,159,0.363,1,2.46
808,102.0,2,278,0.412,2,10.5
809,2.9,10,166,0.221,1,3.56
810,7.222,9,527,0.463,1,2.66
811,4.0,9,306,0.565,1,3.16
812,2.333,9,153,0.323,1,1.79
813,0.875,8,24,0.321,1,6.0
814,10.0,10,924,0.444,1,2.64
815,3.556,9,199,0.299,1,2.1
816,9.222,9,630,0.335,1,2.05
817,10.1,10,864,0.442,1,2.92
818,9.833,12,991,0.255,1,2.06
819,12.6,10,1103,0.456,1,2.98
820,9.556,9,586,0.337,1,2.19
821,10.545,11,1026,0.274,1,1.8
822,4.778,9,369,0.481,1,3.15
823,5.75,8,345,0.315,1,1.78
824,5.125,8,320,0.393,1,2.19
825,4.4,10,405,0.441,1,2.94
826,5.0,9,374,0.319,1,2.11
827,4.667,9,346,0.347,1,2.34
828,35.0,1,35,0.857,2,10.0
829,23.947,19,821,0.081,1,33.48
830,5.375,8,319,0.392,1,2.21
831,21.5,14,2378,0.257,1,2.37
832,5.0,7,221,0.494,1,2.57
833,13.667,9,994,0.359,1,2.78
834,23.667,6,147,0.115,2,6.53
835,0.115,261,701,0.063,4,2.4
836,13.0,10,1069,0.453,1,2.78
837,14.0,1,14,0.857,2,12.0
838,0.375,8,16,0.458,1,2.2
839,0.625,8,36,0.325,1,6.5
840,1.75,8,105,0.321,1,1.71
841,6.25,8,320,0.253,1,2.3
842,0.375,8,16,0.5,1,3.0
843,2.875,8,184,0.255,1,2.14
844,1.875,8,82,0.258,1,3.88
845,1.75,8,72,0.277,1,2.82
846,0.333,6,12,0.667,1,8.0
847,2.625,8,128,0.208,1,2.92
848,0.857,7,32,0.333,1,4.67
849,0.286,7,13,0.643,1,2.25
850,0.375,8,17,0.458,1,2.75
851,2.0,7,97,0.327,1,2.67
852,7.375,8,326,0.206,1,3.13
853,17.286,7,547,0.272,1,1.54
854,0.818,11,68,0.465,1,5.75
855,0.8,10,80,0.675,1,9.0
856,0.7,10,30,0.429,1,30.0
857,0.8,10,80,0.688,1,9.17
858,0.8,10,80,0.6,1,6.0
859,0.9,10,59,0.522,1,9.4
860,0.8,10,71,0.575,1,9.2
861,69.0,1,69,0.841,2,8.29
862,3.8,10,337,0.397,1,2.7
863,4.0,9,272,0.491,1,3.31
864,9.7,10,800,0.425,1,2.71
865,2.625,8,168,0.548,1,3.54
866,5.444,9,424,0.587,1,3.12
867,148.0,1,148,0.959,2,47.33
868,2.222,9,175,0.3,1,1.74
869,4.0,9,261,0.352,1,1.75
870,2.333,9,155,0.365,1,2.88
871,8.889,9,658,0.333,1,2.09
872,1.222,9,99,0.343,1,1.42
873,5.556,9,322,0.32,1,2.67
874,3.667,9,232,0.354,1,1.84
875,10.375,8,624,0.398,1,2.15
876,1.375,8,88,0.443,1,1.63
877,7.0,9,441,0.289,1,1.98
878,6.727,11,511,0.267,1,2.21
879,2.125,8,89,0.294,1,2.22
880,10.5,8,641,0.36,1,1.94
881,1.333,9,97,0.407,1,1.63
882,10.25,8,551,0.358,1,2.24
883,6.625,8,379,0.33,1,1.63
884,8.4,10,753,0.279,1,1.65
885,1.333,9,108,0.426,1,1.64
886,7.0,9,515,0.284,1,1.96
887,9.182,11,856,0.253,1,1.71
888,10.375,8,650,0.357,1,1.98
889,6.0,12,674,0.228,1,1.79
890,10.778,9,753,0.317,1,1.76
891,10.375,8,634,0.294,1,2.17
892,2.889,9,223,0.299,1,1.67
893,5.111,9,361,0.338,1,1.67
894,9.222,9,561,0.293,1,2.28
895,4.125,8,257,0.39,1,1.72
896,2.364,11,254,0.283,1,2.19
897,3.909,11,366,0.281,1,2.18
898,5.636,11,481,0.218,1,1.62
899,2.25,8,144,0.472,1,2.52
900,9.5,8,549,0.388,1,2.11
901,0.75,8,31,0.542,1,13.0
902,84.0,1,84,0.917,2,19.25
903,73.0,1,73,0.616,2,3.75
904,6.4,10,569,0.439,1,2.58
905,4.0,9,304,0.531,1,2.82
906,1.0,8,43,0.234,1,1.5
907,2.625,8,130,0.363,1,1.69
908,11.0,9,847,0.484,1,2.52
909,9.222,9,561,0.289,1,1.93
910,3.556,9,194,0.302,1,2.17
911,10.0,10,846,0.41,1,2.81
912,11.8,10,879,0.277,1,2.02
913,14.0,9,1081,0.484,1,2.83
914,9.556,9,524,0.3,1,2.13
915,11.6,10,925,0.273,1,1.7
916,5.375,8,328,0.494,1,3.4
917,5.222,9,369,0.307,1,2.03
918,5.0,8,319,0.456,1,2.7
919,4.778,9,348,0.455,1,2.98
920,5.75,8,341,0.356,1,2.11
921,5.25,8,329,0.423,1,2.37
922,0.095,21,31,0.738,2,31.0
923,5.125,8,316,0.351,1,1.92
924,1.842,38,165,0.059,5,19.63
925,22.8,15,2810,0.24,1,2.49
926,13.667,9,1103,0.39,1,2.82
927,147.0,1,147,0.864,2,11.55
928,13.1,10,1121,0.487,1,2.94
929,17.0,1,17,0.941,2,16.0
930,0.111,9,9,1.0,4,9.0
931,8.091,11,691,0.17,1,2.72
932,3.1,10,252,0.3,1,3.32
933,19.167,12,1572,0.164,1,3.48
934,6.143,7,243,0.243,1,3.48
935,4.778,36,2086,0.128,5,4.84
936,3.273,22,1343,0.469,1,8.64
937,8.444,9,544,0.358,1,2.19
938,27.143,7,1126,0.293,1,1.79
939,8.875,8,492,0.312,1,1.86
940,8.875,8,489,0.31,1,1.85
941,8.923,13,992,0.279,1,2.3
942,10.333,9,749,0.259,1,1.74
943,12.111,9,832,0.243,1,1.58
944,8.0,8,439,0.301,1,1.93
945,14.778,9,859,0.236,1,1.89
946,16.667,6,493,0.342,1,1.71
947,7.0,7,220,0.297,1,2.08
948,7.167,6,178,0.205,1,1.77
949,4.833,6,152,0.339,1,1.51
950,4.8,10,365,0.313,1,2.5
951,3.5,10,290,0.38,1,2.02
952,4.111,9,321,0.453,1,2.7
953,6.538,13,700,0.327,1,2.76
954,16.692,13,1934,0.361,1,3.05
955,37.462,13,3988,0.247,1,2.1
956,33.846,13,3983,0.255,1,2.18
957,14.0,12,1449,0.255,1,2.1
958,0.038,26,26,1.0,4,26.0
959,5.0,13,572,0.302,1,2.58
960,0.077,13,13,1.0,4,13.0
961,0.059,17,17,1.0,4,17.0
962,12.1,10,1056,0.37,1,2.41
963,9.833,12,1028,0.309,1,2.42
964,0.091,11,11,1.0,4,11.0
965,8.154,13,948,0.306,1,2.37
966,1.286,7,15,0.143,5,9.0
967,1.946,37,685,0.12,5,7.64
968,0.077,13,13,1.0,4,13.0
969,3.778,9,259,0.366,1,2.38
970,0.071,14,14,1.0,4,14.0
971,3.0,2,12,0.667,2,4.0
972,0.043,23,23,1.0,4,23.0
973,10.8,10,806,0.319,1,2.14
974,23.125,8,975,0.235,1,1.82
975,7.8,5,172,0.338,1,1.74
976,0.077,13,13,1.0,4,13.0
977,16.571,7,640,0.262,1,1.84
978,14.833,6,422,0.303,1,1.82
979,6.571,7,310,0.304,1,2.58
980,4.143,7,165,0.266,1,2.7
981,28.667,6,936,0.294,1,1.73
982,3.4,5,79,0.471,1,2.35
983,0.067,15,15,1.0,4,15.0
984,18.0,3,84,0.364,2,8.43
985,3.273,22,1356,0.52,1,10.04
986,9.5,8,529,0.475,1,2.73
987,30.167,6,743,0.298,1,1.69
988,8.875,8,513,0.407,1,2.06
989,9.0,8,467,0.399,1,2.25
990,9.4,10,678,0.25,1,1.7
991,6.455,11,567,0.37,1,2.41
992,10.8,10,897,0.297,1,1.84
993,8.0,8,433,0.336,1,2.12
994,3.3,10,213,0.394,1,3.25
995,16.5,8,909,0.31,1,1.84
996,3.6,15,558,0.323,1,2.45
997,3.143,14,472,0.398,1,2.5
998,19.8,5,436,0.356,1,1.5
999,4.067,15,471,0.247,1,1.87
1000,6.556,9,457,0.492,1,3.22
1001,4.893,28,2163,0.265,1,5.05
1002,31.308,13,3435,0.266,1,2.31
1003,31.385,13,3591,0.281,1,2.58
1004,29.286,14,3400,0.241,1,2.4
1005,8.6,10,786,0.423,1,2.44
1006,31.462,13,3095,0.267,1,2.23
1007,25.583,12,2842,0.29,1,2.41
1008,16.4,25,6872,0.272,1,2.29
1009,3.4,10,223,0.426,1,3.02
1010,10.789,38,9403,0.254,1,2.4
1011,11.615,13,1425,0.302,1,2.59
1012,5.5,12,618,0.402,1,3.03
1013,13.0,9,997,0.419,1,2.48
1014,8.846,13,1039,0.314,1,2.62
1015,8.583,12,895,0.353,1,2.55
1016,1.612,49,694,0.084,5,7.36
1017,3.667,9,250,0.377,1,2.24
1018,5.727,11,502,0.332,1,2.77
1019,1.75,8,108,0.518,1,3.22
1020,7.182,11,731,0.342,1,2.2
1021,7.5,10,682,0.428,1,2.28
1022,11.889,9,826,0.383,1,2.22
1023,19.0,6,507,0.278,1,1.76
1024,7.8,5,142,0.344,1,2.09
1025,16.286,7,591,0.253,1,1.77
1026,15.0,6,416,0.298,1,1.55
1027,4.667,6,135,0.405,1,1.84
1028,0.143,7,7,1.0,4,7.0
1029,5.75,8,326,0.266,1,1.85
1030,2.125,8,112,0.456,1,2.38
1031,4.0,7,194,0.337,1,2.13
1032,25.0,7,1214,0.337,1,1.87
1033,9.333,18,2207,0.187,1,2.34
1034,4.833,12,559,0.343,1,3.85
1035,3.227,22,1302,0.487,1,10.13
1036,9.067,15,1526,0.24,1,2.81
1037,8.444,9,556,0.352,1,2.27
1038,25.857,7,961,0.316,1,1.65
1039,8.75,8,510,0.371,1,1.7
1040,15.5,14,1919,0.268,1,2.12
1041,10.143,7,476,0.394,1,1.87
1042,3.783,23,1342,0.286,1,2.36
1043,10.333,9,709,0.278,1,1.66
1044,10.7,10,790,0.273,1,1.81
1045,7.75,8,480,0.357,1,1.79
1046,9.333,9,664,0.407,1,2.75
1047,16.625,8,878,0.272,1,1.78
1048,16.667,6,477,0.345,1,1.68
1049,8.5,6,237,0.294,1,1.48
1050,7.167,6,250,0.337,1,1.67
1051,4.833,6,139,0.333,1,1.53
1052,3.5,10,250,0.337,1,1.87
1053,5.0,8,316,0.481,1,2.61
1054,5.5,8,334,0.415,1,2.06
1055,6.667,12,646,0.324,1,2.45
1056,7.417,12,939,0.429,1,3.5
1057,29.857,14,3625,0.261,1,2.16
1058,10.75,12,1100,0.303,1,2.51
1059,5.923,13,701,0.298,1,2.4
1060,13.222,9,1033,0.422,1,2.34
1061,8.923,13,1060,0.292,1,2.49
1062,8.667,12,946,0.335,1,2.46
1063,1.795,39,697,0.09,5,7.0
1064,3.0,11,252,0.295,1,1.98
1065,12.8,10,961,0.355,1,2.25
1066,2.0,7,92,0.49,1,2.53
1067,7.0,12,798,0.331,1,2.35
1068,11.889,9,829,0.375,1,1.94
1069,23.0,5,529,0.417,1,2.03
1070,7.8,5,169,0.41,1,1.67
1071,28.5,4,446,0.393,1,1.83
1072,30.0,3,245,0.511,1,2.34
1073,19.111,9,1237,0.353,1,2.43
1074,2.125,8,116,0.529,1,2.88
1075,5.0,9,318,0.279,1,2.17
1076,3.857,7,189,0.344,1,1.97
1077,3.227,22,1317,0.519,1,11.25
1078,23.75,8,957,0.326,1,2.22
1079,7.6,10,607,0.474,1,3.03
1080,8.75,8,552,0.463,1,2.31
1081,7.889,9,491,0.39,1,2.44
1082,7.7,10,697,0.469,1,2.64
1083,11.625,8,621,0.324,1,1.99
1084,11.889,9,843,0.357,1,2.14
1085,2.636,11,244,0.408,1,3.1
1086,6.889,9,485,0.348,1,2.23
1087,16.25,8,911,0.36,1,2.21
1088,16.667,6,497,0.385,1,1.72
1089,8.333,6,214,0.397,1,2.38
1090,7.333,6,214,0.447,1,2.11
1091,5.8,5,129,0.538,1,2.36
1092,3.182,11,251,0.351,1,2.25
1093,4.444,9,347,0.506,1,3.08
1094,4.667,9,318,0.378,1,2.65
1095,6.385,13,678,0.373,1,3.5
1096,16.714,14,2077,0.383,1,4.2
1097,31.462,13,3200,0.312,1,3.03
1098,15.846,26,7118,0.32,1,3.0
1099,11.692,13,1410,0.312,1,2.8
1100,11.308,13,1343,0.358,1,3.6
1101,1.0,9,65,0.63,1,5.1
1102,12.4,10,1009,0.473,1,3.43
1103,9.308,13,1086,0.376,1,3.72
1104,9.0,10,781,0.501,1,3.92
1105,31.462,13,3049,0.277,1,2.65
1106,10.667,12,1132,0.339,1,2.91
1107,34.167,12,3254,0.333,1,2.69
1108,11.833,12,1293,0.337,1,3.04
1109,34.167,12,3474,0.324,1,2.47
1110,22.385,13,2371,0.285,1,2.68
1111,21.308,13,2292,0.293,1,2.59
1112,5.583,12,566,0.403,1,3.68
1113,11.9,10,964,0.39,1,2.75
1114,4.875,24,2048,0.347,1,2.88
1115,3.667,3,22,0.364,2,3.0
1116,2.29,31,651,0.159,5,10.29
1117,3.3,10,245,0.327,1,2.35
1118,12.0,9,844,0.449,1,2.55
1119,22.875,8,972,0.288,1,2.08
1120,7.8,5,170,0.492,1,2.46
1121,8.286,14,1054,0.27,1,2.12
1122,15.0,6,434,0.394,1,2.2
1123,30.636,11,2361,0.175,1,2.2
1124,2.286,7,99,0.464,1,3.25
1125,101.33,3,626,0.555,2,42.17
1126,3.136,22,1287,0.516,1,10.59
1127,9.25,8,525,0.456,1,2.48
1128,27.0,7,932,0.339,1,1.89
1129,8.625,8,543,0.415,1,2.16
1130,8.75,8,471,0.388,1,2.21
1131,10.111,9,744,0.321,1,1.95
1132,8.556,9,672,0.486,1,2.63
1133,11.778,9,755,0.309,1,1.97
1134,7.75,8,459,0.363,1,2.12
1135,2.308,13,253,0.356,1,3.23
1136,16.5,8,922,0.311,1,2.01
1137,16.833,6,531,0.411,1,1.93
1138,8.333,6,206,0.327,1,2.0
1139,7.667,6,207,0.315,1,2.12
1140,4.833,6,119,0.356,1,1.88
1141,3.5,10,289,0.42,1,2.23
1142,4.111,9,311,0.517,1,2.82
1143,4.778,9,343,0.388,1,2.73
1144,7.0,12,709,0.43,1,3.52
1145,4.848,33,2054,0.219,1,6.34
1146,41.5,12,3818,0.307,1,2.44
1147,4.462,13,452,0.336,1,3.2
1148,3.889,9,271,0.59,1,3.88
1149,14.667,12,1265,0.302,1,2.61
1150,2.889,153,14538,0.114,5,6.27
1151,86.333,3,374,0.411,2,13.29
1152,2.2,10,205,0.491,1,3.72
1153,10.333,12,1293,0.3,1,1.96
1154,1.444,9,101,0.564,1,3.88
1155,1.333,9,102,0.62,1,4.79
1156,3.364,11,366,0.371,1,2.01
1157,1.444,9,103,0.53,1,3.26
1158,10.167,12,1290,0.26,1,2.3
1159,0.556,9,25,0.467,1,10.5
1160,3.455,11,356,0.328,1,1.96
1161,1.625,8,87,0.587,1,4.69
1162,41.417,12,4478,0.278,1,2.27
1163,38.308,13,4453,0.281,1,2.28
1164,5.4,10,336,0.378,1,3.14
1165,3.083,12,332,0.41,1,3.87
1166,41.417,12,3544,0.269,1,2.44
1167,4.167,12,376,0.345,1,2.72
1168,6.1,10,509,0.487,1,3.13
1169,41.667,12,3568,0.264,1,2.45
1170,41.417,12,4374,0.297,1,2.25
1171,2.083,12,193,0.32,1,2.59
1172,12.0,9,792,0.376,1,2.35
1173,30.667,6,830,0.323,1,1.99
1174,7.8,5,145,0.328,1,2.06
1175,23.2,5,455,0.376,1,2.18
1176,22.25,4,326,0.34,1,1.64
1177,6.571,7,320,0.298,1,2.18
1178,3.375,8,184,0.218,1,2.24
1179,24.571,7,1164,0.294,1,2.07
1180,2.429,7,96,0.412,1,2.58
1181,3.227,22,1368,0.536,1,11.64
1182,9.375,8,516,0.375,1,2.05
1183,31.5,6,941,0.324,1,1.62
1184,8.75,8,512,0.298,1,1.76
1185,8.75,8,502,0.332,1,1.66
1186,8.444,9,653,0.436,1,2.37
1187,11.625,8,697,0.261,1,1.55
1188,13.5,8,775,0.293,1,1.69
1189,9.0,7,428,0.333,1,1.99
1190,3.091,11,240,0.364,1,2.78
1191,15.375,8,814,0.255,1,1.71
1192,16.5,6,477,0.301,1,1.46
1193,10.0,5,203,0.36,1,1.58
1194,8.6,5,169,0.265,1,1.33
1195,5.6,5,122,0.329,1,1.77
1196,4.667,9,309,0.384,1,2.38
1197,3.5,10,240,0.331,1,1.93
1198,5.0,8,310,0.463,1,2.47
1199,6.085,47,4258,0.183,5,4.67
1200,29.692,13,3301,0.286,1,2.19
1201,6.667,9,444,0.413,1,2.75
1202,5.583,12,557,0.35,1,2.84
1203,13.111,9,869,0.372,1,2.41
1204,4.6,25,1868,0.296,1,2.56
1205,2.667,36,717,0.096,5,7.7
1206,3.667,9,251,0.33,1,1.81
1207,13.375,8,736,0.384,1,2.12
1208,26.143,7,850,0.265,1,1.88
1209,6.5,6,173,0.303,1,1.58
1210,16.429,7,567,0.273,1,1.72
1211,17.6,5,341,0.364,1,1.67
1212,5.4,5,110,0.407,1,2.12
1213,30.636,11,2402,0.179,1,2.09
1214,2.429,7,103,0.454,1,3.18
1215,66.6,5,688,0.374,2,36.65
1216,3.182,22,1290,0.525,1,11.54
1217,9.25,8,500,0.412,1,2.14
1218,27.286,7,1000,0.307,1,1.66
1219,8.5,8,472,0.336,1,1.91
1220,8.625,8,465,0.312,1,1.91
1221,12.7,10,1014,0.388,1,2.35
1222,10.111,9,646,0.233,1,1.71
1223,10.5,10,852,0.234,1,1.7
1224,7.625,8,472,0.316,1,2.03
1225,15.875,8,838,0.314,1,1.98
1226,2.727,11,244,0.379,1,3.05
1227,5.8,5,129,0.4,1,1.87
1228,14.286,7,443,0.294,1,1.67
1229,8.333,6,233,0.327,1,2.0
1230,8.6,5,211,0.405,1,1.61
1231,4.667,9,342,0.45,1,2.79
1232,3.5,10,281,0.434,1,2.34
1233,4.444,9,333,0.494,1,2.92
1234,6.462,13,644,0.35,1,3.16
1235,24.9,10,2097,0.462,1,3.53
1236,10.789,38,10849,0.279,1,2.39
1237,19.333,12,1957,0.316,1,2.34
1238,5.583,12,604,0.376,1,2.99
1239,11.9,10,1060,0.392,1,2.46
1240,9.667,12,1053,0.331,1,2.62
1241,9.455,11,891,0.377,1,2.57
1242,1.442,43,454,0.08,5,6.63
1243,3.3,10,261,0.294,1,1.83
1244,9.182,11,815,0.33,1,2.68
1245,3.0,2,12,0.667,2,4.0
1246,12.0,9,772,0.364,1,2.15
1247,23.125,8,905,0.265,1,1.97
1248,7.6,5,132,0.316,1,2.07
1249,16.571,7,549,0.309,1,2.2
1250,14.833,6,405,0.298,1,1.61
1251,9.0,3,75,0.481,1,1.77
1252,17.4,10,1276,0.278,1,2.02
1253,2.429,7,111,0.555,1,2.64
1254,3.5,8,187,0.308,1,3.14
1255,5.75,8,326,0.291,1,2.23
1256,3.227,22,1306,0.499,1,10.99
1257,7.5,10,645,0.451,1,2.84
1258,24.0,8,1146,0.316,1,1.74
1259,8.75,8,553,0.464,1,2.36
1260,12.1,10,1063,0.415,1,2.61
1261,7.889,9,573,0.352,1,1.97
1262,2.091,11,217,0.415,1,3.5
1263,4.259,27,2087,0.293,1,2.35
1264,8.182,11,800,0.362,1,2.82
1265,7.889,9,487,0.294,1,2.16
1266,8.3,10,714,0.425,1,2.92
1267,16.5,8,973,0.36,1,2.1
1268,16.833,6,456,0.393,1,1.98
1269,8.5,6,250,0.454,1,2.44
1270,7.5,6,261,0.456,1,1.64
1271,2.75,16,524,0.376,1,2.39
1272,3.889,9,262,0.397,1,1.92
1273,4.667,9,356,0.452,1,2.85
1274,9.455,11,854,0.367,1,2.56
1275,31.846,13,3514,0.357,1,3.08
1276,18.1,10,1567,0.491,1,3.25
1277,37.545,11,3662,0.356,1,2.44
1278,26.769,13,3262,0.308,1,2.57
1279,34.5,12,3646,0.313,1,2.3
1280,2.0,10,121,0.4,1,3.48
1281,41.3,10,3018,0.315,1,2.47
1282,5.1,10,340,0.41,1,3.12
1283,5.75,12,613,0.4,1,3.48
1284,12.1,10,1027,0.402,1,2.7
1285,9.833,12,1102,0.35,1,2.98
1286,8.75,12,903,0.37,1,2.91
1287,0.848,33,250,0.098,5,5.69
1288,3.529,17,378,0.139,5,7.1
1289,3.3,10,277,0.282,1,1.82
1290,5.0,10,406,0.472,1,2.74
1291,9.8,10,832,0.392,1,2.49
1292,0.1,10,10,1.0,4,10.0
1293,12.0,9,855,0.389,1,2.22
1294,13.286,14,1698,0.307,1,2.5
1295,6.5,6,208,0.466,1,2.1
1296,14.833,6,438,0.403,1,2.03
1297,16.25,4,164,0.296,1,2.66
1298,55.571,7,1591,0.167,1,1.19
1299,1.0,3,7,0.778,1,7.0
1300,2.368,19,498,0.243,1,3.01
1301,4.0,24,1161,0.208,1,3.18
1302,4.389,18,876,0.257,1,3.17
1303,2.667,24,875,0.227,1,3.38
1304,2.667,18,453,0.264,1,4.3
1305,3.556,18,812,0.261,1,3.24
1306,0.833,12,95,0.442,1,5.3
1307,3.889,9,206,0.273,1,1.65
1308,8.556,9,388,0.251,1,1.87
1309,2.333,9,116,0.302,1,1.9
1310,2.556,9,66,0.169,1,2.92
1311,2.6,10,150,0.312,1,2.03
1312,29.333,9,1455,0.261,1,1.99
1313,1.4,5,21,0.229,5,2.67
1314,19.7,10,1479,0.245,1,1.87
1315,7.556,9,483,0.335,1,2.33
1316,1.889,9,70,0.144,5,3.14
1317,2.0,4,17,0.344,5,5.5
1318,0.812,85,2588,0.165,5,1.44
1319,1.0,13,76,0.124,5,3.5
1320,7.857,7,316,0.374,1,2.09
1321,5.857,7,285,0.425,1,1.97
1322,8.375,8,388,0.392,1,2.31
1323,1.714,7,64,0.476,1,2.86
1324,3.714,7,143,0.33,1,2.07
1325,4.375,8,217,0.321,1,1.76
1326,27.2,10,2147,0.279,1,1.98
1327,30.222,9,1704,0.269,1,1.93
1328,1.357,14,144,0.128,5,2.83
1329,1.357,14,134,0.113,5,30.0
1330,30.111,9,1651,0.284,1,1.93
1331,27.1,10,2044,0.251,1,1.88
1332,27.2,10,1767,0.232,1,1.98
1333,0.933,15,71,0.11,5,1.92
1334,27.1,10,1908,0.249,1,1.89
1335,30.111,9,1774,0.292,1,1.9
1336,3.429,7,50,0.101,5,1.89
1337,27.1,10,1892,0.267,1,1.96
1338,2.4,5,16,0.133,5,4.0
1339,0.625,8,18,0.275,5,3.67
1340,30.111,9,1724,0.285,1,1.82
1341,1.25,4,16,0.35,5,2.33
1342,30.222,9,1640,0.277,1,1.86
1343,2.143,7,31,0.114,5,2.4
1344,33.875,8,1775,0.314,1,1.82
1345,1.857,7,44,0.154,5,2.0
1346,22.0,9,1213,0.289,1,1.88
1347,1.75,4,28,0.286,5,2.0
1348,1.25,4,16,0.35,5,2.33
1349,0.6,5,9,0.467,5,3.5
1350,0.571,7,10,0.286,1,8.0
1351,9.286,7,386,0.316,1,1.52
1352,11.783,23,2239,0.126,1,1.87
1353,3.625,8,205,0.384,1,2.07
1354,0.875,8,53,0.304,1,1.55
1355,1.375,8,76,0.318,1,1.33
1356,8.625,8,379,0.279,1,1.5
1357,6.875,8,289,0.243,1,1.39
1358,30.0,8,988,0.194,1,1.34
1359,3.143,7,80,0.156,1,1.6
1360,34.0,8,1497,0.189,1,1.32
1361,34.0,8,1172,0.186,1,1.35
1362,24.636,11,1752,0.177,1,1.49
1363,30.429,7,1093,0.199,1,1.25
1364,24.727,11,1781,0.168,1,1.43
1365,1.8,5,24,0.178,5,1.6
1366,4.25,8,247,0.309,1,1.5
