,x27_num,x9_num,x14_num,class_cat,x2_num,x30_num,x13_num,x36_num,x17_num,x37_num,x38_num,x29_num,x24_num,x12_num,x16_num,x1_num,x33_num,x23_num,x25_num,x19_num
536,1.47,0.92,3.79,2,-0.66,0.11,2.57,-0.09,3.99,-0.24,0.3,1.88,0.23,5.02,4.04,0.29,1.1,-0.11,-0.27,1.14
537,0.64,3.54,4.33,2,0.04,-0.31,1.8,-1.76,-0.64,-0.21,-1.2,-0.88,0.72,5.17,1.09,-1.17,-0.95,-0.07,-1.31,0.02
538,1.01,5.21,-0.02,1,1.9,0.09,3.57,1.68,-0.34,0.87,-0.95,1.79,1.32,3.93,0.53,0.13,0.37,1.34,-1.57,-2.33
539,-1.01,0.61,3.64,0,-1.22,1.46,2.73,0.36,3.52,-1.92,0.52,-0.18,0.39,2.9,3.65,0.09,1.21,1.55,0.29,1.93
540,0.52,3.19,5.98,2,0.22,-0.07,3.47,0.39,4.04,-0.6,-0.02,-0.02,0.42,4.66,3.72,-0.67,1.68,-0.73,-0.65,2.47
541,-0.95,1.64,5.22,2,0.14,-0.79,2.51,1.45,4.09,-2.03,0.59,-0.06,-0.42,2.77,6.2,2.79,-0.11,0.2,1.18,2.8
542,1.11,3.52,3.02,1,0.59,-0.5,2.39,1.39,-1.53,1.39,-0.58,-1.01,-0.32,4.46,0.11,-0.94,-1.99,1.18,-0.43,0.1
543,-2.64,2.84,2.35,1,-1.69,1.07,2.28,0.29,0.06,-1.47,-2.06,-1.01,-0.72,1.69,1.78,0.27,-1.1,0.08,-0.22,-0.08
544,-0.27,4.06,-1.4,1,1.12,0.44,0.88,-0.2,1.04,0.51,1.04,0.59,-0.1,0.21,-0.18,-0.58,-0.4,-1.04,-0.89,0.17
545,-0.01,2.56,2.87,0,0.23,0.98,1.42,1.42,1.68,-1.09,0.59,1.22,1.11,0.52,1.0,-0.23,1.11,0.56,0.59,1.24
546,1.14,4.25,3.79,2,-0.11,-0.74,2.73,0.04,1.55,-0.57,-0.02,2.31,0.31,3.87,1.75,1.38,0.1,-1.76,-0.98,0.25
547,1.94,7.04,2.24,1,0.73,1.07,3.53,1.52,-0.96,-0.41,0.34,0.18,-0.83,3.05,1.42,-0.63,-0.98,0.46,-0.82,1.3
548,-0.43,0.16,3.97,2,-0.62,-1.38,3.27,0.31,3.18,1.97,1.07,0.44,-0.8,3.39,4.29,0.47,-0.74,-1.1,1.5,0.21
549,-1.12,0.36,4.63,2,-0.28,0.65,4.27,2.5,2.65,1.03,0.23,-0.11,-1.48,3.42,4.94,0.61,2.26,0.03,-1.97,1.52
550,-1.23,-0.1,3.48,0,-0.53,-1.19,2.85,0.22,0.75,0.05,-0.45,-0.62,0.27,3.72,4.55,-0.53,1.46,-0.04,-0.37,1.45
551,1.29,4.87,1.71,1,0.49,0.81,-0.05,-1.6,0.43,0.6,1.08,-2.36,0.0,3.23,-0.12,1.45,0.28,0.49,1.71,-0.82
552,0.54,3.27,4.84,2,-1.44,-0.29,4.98,-1.46,1.32,-1.96,-0.28,1.54,0.25,4.46,-0.38,0.03,1.25,-0.1,-0.37,-0.44
553,-0.42,4.3,-0.04,1,0.78,-0.99,-1.02,-1.42,2.03,0.97,0.01,0.86,-1.15,3.49,0.24,-0.2,0.02,1.72,-0.54,-0.25
554,0.46,5.23,2.8,1,0.82,-0.02,4.64,1.45,0.39,0.93,-1.99,-0.29,0.68,4.75,1.71,1.52,-1.98,0.4,0.88,0.38
555,-0.07,3.25,1.59,0,0.44,-0.71,-0.11,-0.27,-0.36,0.51,0.67,-0.29,0.11,1.54,3.23,-1.28,-0.81,-0.79,0.55,0.2
556,0.04,5.13,-0.02,0,1.04,1.77,-0.06,0.15,-0.15,-0.41,-1.62,0.58,0.79,0.71,0.69,1.56,0.57,0.64,-0.24,1.02
557,-0.8,0.21,3.2,2,0.38,-1.89,3.02,-1.41,2.73,-0.34,-0.34,-1.03,0.49,2.87,3.59,-1.71,-0.85,-0.31,-1.13,0.83
558,0.02,2.86,2.27,0,0.1,0.27,2.01,-0.49,0.7,2.34,0.1,-0.42,1.64,1.87,2.74,0.08,0.68,-0.41,0.06,1.33
559,-0.83,2.62,1.71,1,0.23,0.02,4.18,-0.41,0.84,-0.46,-1.58,-0.78,-0.79,3.61,1.43,-0.27,0.75,-0.64,0.28,0.0
560,0.33,0.47,4.53,0,-0.09,1.39,3.24,1.0,3.24,-2.03,-1.01,0.85,-0.26,2.02,3.99,-0.79,-0.96,1.47,-1.16,0.96
561,0.55,1.8,3.2,2,-1.81,-2.28,5.85,1.14,1.08,-0.48,0.86,-0.5,1.15,5.06,2.59,-0.68,1.5,-0.14,-0.77,-0.87
562,-0.27,3.11,4.81,2,-0.48,-0.19,4.67,-0.04,-0.2,-0.22,0.13,0.55,0.16,5.63,1.37,1.21,-1.12,0.45,0.23,-0.07
563,-0.07,3.19,3.56,2,-0.54,0.28,1.68,-0.67,3.16,-0.61,-0.62,0.3,1.15,3.64,4.25,0.02,-0.73,-0.99,1.28,-0.33
564,0.68,3.7,1.65,1,0.69,-1.41,0.56,0.37,0.13,0.67,0.64,0.18,0.08,4.56,1.37,0.49,0.9,-0.42,0.37,1.08
565,0.29,1.58,2.63,2,-1.38,-0.04,6.23,-0.53,0.51,-1.07,-1.02,0.48,-0.6,4.24,1.58,0.77,0.46,-0.98,-0.38,-0.21
566,1.69,0.64,4.31,2,-0.61,0.33,3.91,-1.02,0.36,-1.42,-0.11,0.47,-0.19,5.07,1.32,1.26,-0.6,-1.13,-0.88,1.22
567,-0.03,3.76,3.64,2,-1.18,-0.54,5.13,-0.11,-1.45,0.83,0.21,-0.57,-0.4,4.24,2.04,-0.73,0.23,0.26,1.32,2.67
568,-0.17,0.84,4.85,2,0.18,2.3,4.24,0.41,1.94,0.86,0.14,-3.63,0.69,2.97,3.94,0.82,-0.47,0.26,-0.84,2.54
569,0.16,2.15,3.83,0,0.14,0.13,2.43,-0.95,3.48,1.26,-0.06,-0.59,1.6,1.33,3.44,-0.05,-0.03,1.28,-0.25,1.73
570,0.42,2.6,3.53,0,-1.15,0.31,-0.28,2.64,2.57,0.15,-0.34,-1.97,0.96,1.71,2.55,0.12,-0.28,0.05,0.24,-0.28
571,-0.51,2.58,0.35,1,1.69,-2.33,0.95,-0.67,-0.04,0.69,1.4,0.03,1.35,2.17,-0.48,-0.11,1.68,0.3,-1.57,-0.12
572,-1.56,2.62,4.37,2,0.07,1.35,3.92,0.13,2.2,-1.5,-1.4,0.42,-1.28,4.88,3.66,-1.45,-0.16,0.59,-1.21,-0.22
573,-1.78,2.67,2.16,0,2.24,-1.95,2.62,-0.62,1.93,-0.74,0.12,0.47,-0.22,2.58,2.01,-0.58,0.04,-0.38,-0.4,0.49
574,0.97,4.41,1.82,1,0.86,0.08,2.11,0.41,0.22,-1.89,-1.19,-1.24,0.13,5.01,1.92,1.43,0.77,-2.22,-0.9,-0.81
575,0.94,0.29,5.41,2,-0.73,1.53,4.51,1.29,5.26,0.22,1.37,-0.85,-0.41,2.37,5.07,-1.02,0.06,0.2,1.13,2.81
576,1.14,5.89,0.95,0,-0.05,0.94,0.41,1.69,0.5,-3.36,0.01,0.58,-1.48,0.95,-0.54,-1.02,-2.53,-1.92,0.86,1.3
577,-0.37,2.46,2.42,0,1.22,-0.14,1.9,-0.42,1.69,-0.3,1.11,-1.39,0.45,2.02,-0.46,-0.8,-2.25,0.16,-0.69,1.23
578,0.31,-0.13,3.58,0,-0.14,-0.88,3.06,0.71,3.68,-0.66,-0.66,1.22,0.93,2.13,4.84,-0.84,0.96,-1.22,-0.21,0.7
579,0.83,3.95,0.45,1,1.11,1.91,0.94,0.35,-1.71,-0.43,1.44,0.93,1.09,4.15,2.46,-0.24,0.23,-0.84,1.77,-0.78
580,1.67,2.72,1.85,1,0.22,-0.17,3.45,-0.09,0.93,0.44,0.64,1.46,0.34,4.47,-0.06,0.69,1.96,-0.86,0.78,-0.11
581,0.48,3.31,3.6,1,-1.97,-1.56,3.94,-1.28,0.21,-0.87,0.38,-0.64,-0.87,2.34,-0.16,-0.28,-0.49,1.41,-0.63,0.57
582,-1.82,0.02,4.32,2,0.51,-0.99,5.63,1.19,2.68,0.24,-1.6,1.45,-0.38,3.36,4.79,0.37,-1.77,0.43,1.06,0.46
583,0.84,2.58,1.05,0,0.69,0.6,2.4,0.41,1.73,0.32,-1.96,-0.09,-0.96,1.41,1.02,-0.31,0.11,0.11,-1.82,1.04
584,-0.77,1.03,6.4,0,-0.44,-1.03,4.56,0.39,4.58,0.61,-0.22,0.36,-0.72,3.55,3.74,0.51,-0.31,-0.69,0.4,2.07
585,-1.83,3.27,1.49,1,0.07,1.03,-0.38,-0.71,-0.58,-1.37,0.95,0.24,1.25,3.63,0.83,-1.84,1.03,-0.99,0.4,-0.59
586,1.36,1.99,1.6,0,-0.11,0.59,4.07,0.21,1.44,-3.39,0.01,-0.34,-0.48,2.04,0.59,0.31,2.08,1.11,-1.05,-0.06
587,-0.61,-0.4,4.15,0,-0.28,0.09,2.33,-1.08,3.92,0.49,-2.36,0.82,-0.17,3.96,5.1,-0.44,1.08,-2.3,1.23,2.97
588,-0.14,-1.27,3.86,0,-0.71,-1.18,3.52,-1.6,2.59,-0.17,1.15,0.86,0.78,2.17,2.39,1.2,-0.41,0.11,-1.18,1.76
589,-0.66,1.19,2.69,0,0.24,0.0,1.42,-0.22,3.52,-1.35,-1.57,-1.64,-0.88,2.43,2.96,-0.13,-1.03,-0.37,0.72,0.45
590,1.61,4.18,-0.74,1,-0.42,1.14,1.03,-0.31,0.85,-2.06,-0.5,1.64,-0.38,0.49,2.56,0.22,-0.42,-0.66,-1.72,1.44
591,-0.05,4.55,2.87,1,-1.03,-0.13,3.1,-0.77,0.37,-0.39,-0.28,-1.42,-0.56,4.8,1.58,0.31,-1.2,-0.38,-0.19,0.08
592,-0.73,2.54,2.4,1,0.22,-0.87,1.53,-0.92,2.43,0.3,-0.87,1.7,0.38,3.62,2.88,-0.45,-1.33,0.85,1.83,1.6
593,-1.66,4.75,3.37,1,-0.06,-0.18,3.94,-0.71,0.47,0.91,0.55,-0.88,1.56,5.59,0.52,-1.8,0.99,1.46,-1.85,1.06
594,0.44,3.64,1.63,1,-0.62,-0.46,3.14,0.72,0.75,0.82,1.26,-2.21,0.19,4.91,1.22,-1.33,1.13,0.55,-0.31,-0.77
595,0.13,4.08,2.48,1,0.99,-0.72,4.11,-2.39,-1.05,-2.26,-0.26,-0.93,0.97,3.0,-0.91,0.51,2.0,0.41,0.32,-0.82
596,-1.68,3.21,1.43,0,-0.78,1.58,-0.31,0.01,-0.07,0.59,-1.03,-0.75,0.49,4.11,0.64,-1.18,1.56,-1.47,-1.36,-0.06
597,1.67,2.6,5.64,1,-0.64,0.71,3.21,-0.48,-0.01,-0.04,1.14,-0.95,-0.02,3.82,0.01,-0.54,0.33,0.35,2.64,1.14
598,-0.1,0.18,4.46,2,-2.31,0.03,4.06,-0.85,4.4,-1.61,-0.22,-0.03,0.17,4.48,4.13,0.77,-0.13,-0.12,-1.34,1.67
599,-0.13,2.0,4.42,0,0.7,-0.29,0.51,0.2,1.65,0.5,2.1,0.1,0.39,2.43,1.88,-1.29,-0.82,-0.35,0.18,0.52
600,-0.92,4.96,2.72,1,1.22,0.44,0.45,-0.08,-0.76,0.78,-0.66,-0.4,-0.81,3.68,-0.66,-0.12,-0.52,0.66,-0.11,-0.87
601,-0.38,1.06,2.78,0,0.2,-0.39,3.02,-0.82,0.95,1.21,-0.36,0.65,0.38,2.57,-0.27,0.89,-0.45,0.24,-0.57,0.63
602,0.09,4.68,2.49,1,-1.0,0.23,0.88,-1.23,1.75,-1.12,0.6,1.24,-0.31,2.9,-0.09,-0.28,-1.89,-1.62,-0.84,-0.95
603,1.91,0.08,7.43,2,-0.73,-1.22,2.56,2.04,5.01,2.17,0.89,-0.79,0.76,1.33,6.67,-0.09,0.41,-0.68,-0.15,2.48
604,0.76,-0.02,3.87,2,1.39,-0.3,2.23,-0.04,4.11,-0.2,0.61,0.34,2.97,3.49,4.01,0.28,0.45,0.16,-1.02,3.02
605,-0.06,3.66,1.02,1,0.03,0.68,3.43,-0.17,-0.36,-0.17,0.51,-0.69,0.47,4.05,1.22,-0.6,0.97,-0.67,0.3,0.53
606,1.75,3.3,1.6,2,-0.94,-0.17,6.71,1.25,1.95,1.6,-0.23,-0.39,0.06,4.26,1.07,0.69,0.41,-0.19,0.98,-0.26
607,0.76,1.9,3.95,2,-0.68,-0.43,4.89,-0.76,3.59,-1.34,-0.59,1.01,0.59,4.65,3.76,0.07,-0.57,-0.16,0.01,2.24
608,0.92,3.64,2.98,1,0.9,0.88,5.63,1.56,-0.51,1.05,0.04,2.92,-0.5,4.45,1.8,1.92,0.41,0.29,-0.4,-0.96
609,-0.26,0.99,4.78,0,-0.84,-0.63,1.96,0.0,2.07,-1.24,-1.14,0.3,-0.4,1.35,4.67,-0.11,-1.05,-0.26,0.89,1.93
610,0.37,1.84,2.94,0,0.03,0.32,2.2,1.4,3.57,-2.24,0.75,0.17,2.41,1.07,4.01,0.83,-0.04,0.93,-0.81,0.09
611,-0.38,0.51,4.49,2,0.34,0.52,4.26,-0.55,-0.53,0.82,-0.04,0.41,-0.08,3.13,2.77,-1.23,-1.15,-0.28,-1.16,0.34
612,-1.06,2.67,0.4,0,-0.62,-0.24,2.7,-0.91,1.82,1.25,-0.6,1.68,1.09,3.31,2.4,-2.24,1.63,-0.46,-0.56,0.67
613,-1.92,4.76,0.68,1,1.58,1.22,0.15,1.15,1.61,-0.0,0.31,-0.26,1.02,0.43,0.36,-0.74,-0.36,-0.93,0.77,1.22
614,-0.42,0.22,2.86,0,1.2,-0.05,2.55,0.05,4.07,-0.15,0.97,1.03,-0.71,3.43,3.87,0.09,0.66,1.02,0.32,0.89
615,-1.74,2.69,4.71,2,0.11,0.18,3.78,-1.07,1.2,-0.05,-0.67,-0.03,-0.1,3.3,2.38,-1.15,-0.48,1.43,0.69,1.76
616,-0.2,1.41,5.28,0,0.63,-0.42,3.04,0.07,2.64,1.64,-0.3,0.25,1.03,3.17,3.92,-0.54,-0.46,-0.1,-0.41,0.46
617,-1.13,3.43,0.11,0,0.53,-0.4,-0.28,2.36,0.84,0.79,1.1,0.52,1.13,0.02,2.3,0.14,0.39,-1.49,0.06,-0.25
618,0.35,4.74,1.89,1,2.16,-1.98,2.75,2.77,-0.44,1.52,-0.44,-1.33,-0.88,1.44,-0.62,-1.34,0.73,-0.16,-0.02,1.35
619,-2.02,3.34,2.87,2,-0.36,-1.81,4.87,0.5,1.11,-1.15,-1.13,0.7,0.29,5.36,2.87,0.23,-1.35,-0.87,1.62,-0.31
620,-0.97,3.05,1.18,0,0.7,-0.01,0.33,-0.62,0.29,-2.09,1.58,0.33,1.44,-0.23,0.84,-0.05,0.43,-1.08,1.68,-0.14
621,-0.5,-0.97,2.74,2,0.22,-1.42,2.51,-0.66,3.52,0.65,-0.65,-0.68,0.17,4.34,4.0,-0.01,-0.53,1.27,-1.08,0.91
622,2.09,3.67,2.4,0,0.84,-2.56,0.4,0.32,-0.08,0.81,0.58,0.81,-0.71,2.24,-1.3,0.41,2.13,1.19,-0.53,-0.78
623,-0.47,3.06,2.32,1,1.13,1.23,2.81,0.94,0.76,-0.53,-0.31,-0.06,-0.47,1.81,0.44,0.28,0.73,0.49,-0.39,0.22
624,0.65,1.52,2.12,0,0.98,-0.05,2.72,0.41,3.07,0.51,0.74,-0.44,-0.77,5.11,2.52,-0.46,1.61,0.92,0.43,0.18
625,-2.47,3.62,1.87,1,-1.33,-0.68,2.42,-1.73,0.18,0.63,1.4,-0.38,0.15,3.25,2.23,-0.82,0.45,0.98,0.92,-3.03
626,0.39,0.02,4.07,2,-0.52,1.22,2.12,0.37,3.08,1.27,-0.91,-1.86,-0.69,2.98,3.54,0.12,1.33,0.9,0.36,2.04
627,0.86,-0.0,5.78,2,-0.54,0.41,4.15,-0.23,3.41,-0.98,2.02,-0.65,-0.18,3.41,2.57,-0.31,0.73,-0.65,0.51,1.61
628,-0.38,2.61,5.44,2,-1.08,0.31,2.13,1.44,2.45,-0.97,-0.25,0.23,-0.43,4.57,1.39,0.44,-0.73,-0.49,-1.18,-0.07
629,0.05,3.07,0.74,0,1.12,0.63,2.83,0.5,1.52,0.6,0.51,1.41,1.47,0.97,1.69,1.44,-0.71,-0.26,1.04,1.68
630,0.77,2.39,1.51,0,0.8,1.07,2.03,-0.62,1.98,0.65,0.28,-0.02,0.1,1.52,1.68,-1.03,-1.01,-0.81,-0.85,0.42
631,-0.88,2.72,0.58,0,0.22,0.2,-1.66,-0.62,-1.79,-0.06,0.33,-0.52,-0.63,1.97,0.66,-0.86,0.26,-1.37,0.9,0.64
632,-1.65,1.97,1.7,0,-0.04,1.73,1.31,-0.65,3.67,-0.8,-1.34,1.19,-0.46,1.28,3.42,-0.1,0.47,0.67,-1.75,0.31
633,1.99,4.07,5.22,2,0.22,-1.09,4.28,0.04,3.17,-0.63,-1.07,-0.12,-0.71,5.09,3.49,2.59,0.15,-0.16,0.28,2.22
634,-0.44,1.93,1.67,2,-0.24,0.91,5.84,0.44,1.9,-0.26,0.29,-0.14,1.43,5.27,2.56,1.68,-0.17,-0.31,0.68,2.53
635,-1.9,3.83,1.2,1,1.14,0.27,2.34,-0.86,0.67,0.24,0.69,-0.24,0.31,4.58,1.88,-0.14,1.17,0.52,0.36,-0.52
636,0.59,-0.08,4.63,0,-1.01,-0.65,4.84,0.94,3.29,-0.81,0.88,-0.59,0.62,3.64,4.03,0.62,0.12,0.33,-0.67,2.96
637,-0.36,-1.53,6.09,2,-0.85,0.75,5.03,0.84,3.65,0.01,0.1,-1.73,0.04,3.4,2.27,1.04,-0.59,-1.02,0.17,2.04
638,-1.17,2.45,2.03,1,0.6,-0.28,2.82,2.71,-1.47,0.1,0.09,0.7,0.43,5.05,0.09,0.1,0.11,2.36,-0.97,1.3
639,0.6,4.39,4.62,2,-0.16,-0.2,4.7,1.7,1.49,-0.11,-0.04,1.79,0.69,4.21,2.12,0.26,-0.54,1.91,-0.89,-0.52
640,-1.24,3.99,1.32,1,1.17,2.81,2.19,0.7,-0.71,-1.14,-0.66,-0.16,0.14,3.67,1.84,0.29,-0.9,0.79,0.45,-0.22
641,-0.02,-0.41,0.77,0,-1.23,0.46,2.79,0.79,3.96,-0.89,1.18,-0.32,-0.67,3.47,3.5,-2.1,-1.04,-1.3,-0.54,0.62
642,0.87,3.54,4.64,2,0.45,1.35,3.86,-0.34,-0.07,-0.17,-0.2,1.25,0.01,4.35,0.29,0.21,-0.32,-1.67,-0.23,-0.65
643,0.05,2.19,2.61,0,1.27,-0.22,2.95,-0.57,3.82,0.26,0.47,1.69,-0.26,2.94,2.37,-0.69,0.36,-1.17,0.17,2.04
644,0.79,3.72,-0.22,1,1.35,-0.31,-0.12,-1.03,1.26,0.06,0.97,0.31,-0.62,0.37,-0.23,-0.45,-1.97,-0.27,-0.47,-1.37
645,-1.82,0.79,3.47,2,2.04,0.26,6.19,0.5,3.39,0.37,1.2,0.62,-0.22,5.36,4.47,-1.18,-2.53,-1.02,-0.14,3.33
646,1.25,1.61,4.22,2,0.77,-0.14,4.35,1.11,3.33,1.53,-1.78,1.31,0.36,4.17,3.9,1.05,1.41,1.28,0.11,0.77
647,0.0,5.39,-0.1,1,1.41,0.53,3.09,1.17,0.89,-0.96,1.38,1.74,0.65,3.74,0.32,-1.73,0.86,0.54,2.36,0.61
648,-0.92,3.99,2.22,1,-0.15,-0.46,2.78,-1.41,0.73,0.15,0.46,0.48,0.88,5.46,-1.39,-0.9,0.27,1.97,-0.55,1.56
649,0.0,3.04,3.64,0,2.53,-1.96,0.62,0.55,1.25,0.88,2.22,2.28,-0.18,2.11,2.18,1.11,0.79,0.14,0.76,-0.21
650,0.6,2.79,2.08,2,-1.62,0.74,4.39,0.11,1.87,0.01,1.17,-0.15,0.68,3.9,2.13,-0.79,-0.64,-0.71,0.57,1.62
651,0.26,3.13,2.38,2,0.38,-1.18,3.6,-0.21,1.93,1.15,-0.04,-1.04,-0.09,0.86,2.94,0.69,0.73,0.34,0.69,0.04
652,0.14,3.78,-0.78,1,1.23,-0.09,0.85,0.2,-0.32,2.06,0.34,-1.52,0.23,2.23,0.6,0.26,0.15,-0.26,0.79,1.19
653,-0.7,3.69,0.37,1,-0.03,-1.1,0.28,2.23,1.04,-0.83,-0.42,0.29,-0.84,3.66,-0.65,-1.49,0.03,1.17,-1.1,-0.42
654,-0.03,4.23,-0.34,1,1.89,-0.31,1.46,-0.18,-0.04,-0.92,-1.03,0.64,2.09,2.95,-1.1,0.32,0.18,-1.25,-0.95,-0.83
655,0.25,1.53,2.34,0,0.7,-0.79,1.41,0.08,0.58,-1.66,-0.26,-0.56,0.51,2.13,2.41,-0.72,0.26,-1.06,-0.65,1.13
656,-1.93,4.9,3.0,1,0.25,-1.0,4.08,0.4,-0.45,-1.12,-0.62,0.85,-0.04,4.61,0.89,-1.42,0.27,1.1,-1.28,0.4
657,-0.11,-1.0,1.69,0,-0.18,1.02,2.78,0.39,3.23,1.6,0.87,0.44,-1.29,1.76,3.14,0.33,-0.5,-1.71,-0.09,0.9
658,-0.77,2.83,0.48,1,2.91,-0.02,0.48,0.01,0.75,0.26,0.78,0.36,1.57,0.74,-0.22,-1.12,-1.18,1.16,-0.67,-0.24
659,-1.26,2.27,3.66,2,-0.77,-0.65,2.0,0.97,0.94,0.25,-0.29,0.63,-1.8,3.04,1.37,-0.16,-0.06,0.99,2.1,0.71
660,0.12,3.97,0.76,1,0.55,-0.04,1.39,-0.57,-0.44,1.67,1.11,0.09,1.01,-0.03,-0.8,-0.79,0.16,1.49,0.3,1.02
661,-0.89,1.59,3.84,2,0.75,0.79,3.99,0.83,3.07,0.66,2.43,0.88,1.8,4.55,2.04,0.11,-0.28,-0.49,0.82,0.11
662,0.82,3.18,4.65,2,-1.12,-1.76,3.8,0.63,-1.15,-2.23,-0.21,0.18,0.56,3.42,2.01,1.18,-0.61,-0.59,-0.28,0.71
663,0.22,3.68,4.83,2,-0.46,-0.7,4.67,1.28,1.52,-1.83,1.31,-0.13,0.16,3.95,2.11,-0.25,0.39,0.37,0.03,-0.08
664,1.38,3.02,2.28,2,-0.14,-0.73,2.95,-0.22,-0.44,1.89,-0.16,-0.04,-0.06,4.87,3.34,0.52,-0.42,-0.01,0.93,1.43
665,-0.49,2.91,-1.25,0,0.92,-0.52,0.37,-0.04,2.08,1.31,-0.85,-0.55,-1.27,2.78,0.19,1.29,-1.53,-0.55,-0.65,0.75
666,1.47,-0.27,6.02,0,-0.14,0.46,3.69,-1.65,3.79,-0.72,-0.21,0.14,1.01,2.11,4.86,-1.22,-0.05,-0.31,-1.19,1.51
667,-0.38,4.83,1.94,1,1.54,1.13,1.83,-0.6,2.37,-0.11,-1.19,1.82,0.91,3.09,0.45,-0.64,-0.04,1.03,0.07,-1.15
668,0.75,-0.01,3.34,0,0.33,1.36,4.41,1.63,4.03,-0.49,0.53,-0.07,0.45,2.78,3.85,-0.47,1.5,0.83,-0.56,-0.04
669,0.16,3.82,0.59,1,1.35,-0.1,3.02,0.65,0.2,-0.46,-0.12,1.62,-0.55,3.03,1.35,1.2,0.61,1.5,-1.43,-0.78
670,-0.86,5.11,2.49,1,-0.64,0.76,2.69,-0.41,0.77,0.49,1.12,-0.8,-0.37,3.16,1.67,-1.02,-0.52,0.22,-1.67,0.46
671,0.12,1.85,5.25,2,-0.94,0.18,3.76,-0.06,3.2,0.15,1.35,-0.17,0.88,2.68,3.44,-0.68,-0.19,-1.51,0.81,2.41
672,0.28,1.3,0.71,0,0.64,0.72,1.08,0.76,1.04,0.51,-1.28,1.35,-0.9,0.02,3.18,1.66,-0.13,-0.21,0.46,0.95
673,0.04,3.22,2.11,2,0.79,-1.61,5.15,0.17,1.88,-0.01,0.0,-0.76,0.74,4.23,3.98,0.75,1.22,0.08,0.16,0.31
674,2.54,3.36,0.82,0,1.62,-0.19,2.86,-0.05,0.2,-0.27,0.17,0.67,0.62,1.06,1.08,-0.17,-0.32,0.42,1.28,2.44
675,-0.95,3.28,3.26,1,0.31,-0.02,3.55,2.08,0.45,0.34,1.25,0.22,-2.01,6.46,-0.2,0.5,-2.28,-0.62,-0.95,0.88
676,0.68,0.44,4.37,2,0.27,0.61,4.21,0.66,3.47,-0.16,0.83,0.88,-0.75,3.42,4.56,0.18,-1.42,-0.57,0.69,0.52
677,0.2,5.01,2.25,1,-1.08,0.2,2.65,1.48,0.75,0.02,0.89,-1.06,-0.64,5.03,-1.65,1.52,-1.14,0.61,-1.1,0.59
678,0.21,3.84,0.2,0,-0.28,-0.16,0.75,-0.53,0.73,1.69,-1.72,1.93,1.48,-0.48,0.14,-0.08,-0.15,0.53,-0.05,0.52
679,-1.59,1.71,1.65,0,1.26,-0.02,2.96,-0.68,2.88,0.15,-0.27,0.67,-0.26,1.35,2.39,-2.75,1.19,0.72,0.3,0.02
680,-0.33,2.23,2.49,0,-1.83,-0.05,1.87,0.46,1.93,-0.17,0.44,0.74,-0.0,1.34,2.25,-0.71,-1.27,0.44,-0.31,1.54
681,-2.06,3.89,2.27,0,0.22,-0.63,2.38,0.73,2.08,-1.84,0.17,-0.41,1.55,3.51,3.63,0.98,-1.14,-0.0,-0.56,-0.4
682,-1.62,2.35,2.41,2,-1.71,-0.42,5.66,0.26,0.83,0.19,0.07,-0.58,-0.32,5.71,2.21,1.15,-0.44,-1.03,0.5,1.81
683,1.21,5.9,-0.01,1,1.11,-1.0,0.92,0.51,-0.43,0.91,-0.13,1.01,-0.37,2.2,-1.51,0.51,0.74,-0.82,-0.88,-2.09
684,-0.03,3.88,3.6,1,-0.28,-0.25,3.42,-0.37,1.14,-0.87,-0.48,2.24,-1.02,4.33,0.43,-1.17,1.29,-0.88,-0.02,2.12
685,1.52,2.2,2.61,2,1.17,-1.66,2.49,2.09,1.9,-0.39,0.46,-1.92,-0.1,5.33,1.53,-1.81,0.44,-0.93,0.32,0.64
686,-0.4,4.29,1.81,1,1.38,-0.33,0.81,-0.99,-0.86,-1.58,2.02,0.43,1.74,3.03,0.19,-0.37,1.88,0.82,0.08,1.45
687,-0.89,2.78,0.32,1,0.15,0.81,-0.25,0.55,-0.27,-0.07,0.93,-0.29,0.77,2.01,0.86,-0.32,-0.01,0.24,-1.94,-0.66
688,1.81,3.17,1.1,0,0.3,0.26,0.65,0.11,2.53,0.85,-1.59,-0.68,0.92,0.2,0.63,-0.08,1.63,0.85,-1.08,0.39
689,-0.6,0.48,4.67,0,0.22,0.24,3.52,-0.13,2.3,-0.46,0.68,-2.11,1.56,2.61,4.16,-0.9,0.31,-0.19,0.97,2.65
690,-0.7,2.21,6.07,2,0.32,0.02,2.55,0.57,4.94,0.79,-1.44,0.55,-1.7,3.11,3.09,0.57,-0.31,0.72,-1.36,1.02
691,-0.45,2.48,2.56,0,1.75,-0.23,1.62,0.39,2.39,-0.87,3.29,-0.03,-1.93,3.57,2.36,0.65,2.05,-0.61,-0.34,1.77
692,0.01,4.41,2.88,1,-1.63,1.34,4.16,1.73,-1.74,1.71,1.42,1.52,0.24,4.83,0.65,0.32,0.87,0.88,-0.1,-0.35
693,0.95,1.41,5.17,2,1.63,-0.57,5.26,-2.31,3.56,-0.21,-1.07,0.57,1.89,5.69,2.21,-1.92,1.65,-0.64,0.52,1.55
694,-0.33,4.38,0.32,1,0.04,-0.17,-1.3,2.03,-1.05,0.66,-0.8,0.25,-0.09,1.38,0.76,1.03,0.43,0.08,0.11,-0.23
695,0.04,0.74,4.57,2,-0.77,0.68,2.66,1.02,3.51,-0.73,-0.93,1.03,1.39,4.01,2.43,0.22,-0.74,1.4,0.1,2.41
