,DISTANCE_CIRCULARITY_num,SKEWNESS_ABOUT_MINOR_num,MAX.LENGTH_ASPECT_RATIO_num,MAX.LENGTH_RECTANGULARITY_num,CIRCULARITY_num,SKEWNESS_ABOUT_MAJOR_num,RADIUS_RATIO_num,KURTOSIS_ABOUT_MAJOR_num,SCATTER_RATIO_num,COMPACTNESS_num
324,88.0,2.0,7.0,131.0,38.0,66.0,179.0,28.0,170.0,94.0
325,63.0,3.0,7.0,147.0,44.0,81.0,123.0,4.0,151.0,82.0
326,96.0,19.0,10.0,158.0,49.0,62.0,201.0,15.0,181.0,106.0
327,82.0,10.0,6.0,144.0,44.0,68.0,136.0,14.0,149.0,89.0
328,88.0,2.0,9.0,147.0,43.0,65.0,170.0,17.0,150.0,93.0
329,80.0,5.0,7.0,131.0,38.0,68.0,169.0,15.0,161.0,89.0
330,78.0,19.0,8.0,148.0,44.0,63.0,160.0,2.0,142.0,98.0
331,96.0,11.0,9.0,161.0,52.0,67.0,188.0,8.0,188.0,104.0
332,109.0,10.0,11.0,176.0,57.0,70.0,220.0,25.0,221.0,99.0
333,65.0,2.0,7.0,140.0,42.0,85.0,125.0,8.0,150.0,86.0
334,102.0,7.0,7.0,171.0,57.0,77.0,184.0,11.0,234.0,107.0
335,103.0,6.0,11.0,175.0,54.0,71.0,205.0,14.0,222.0,109.0
336,76.0,12.0,10.0,151.0,44.0,76.0,125.0,12.0,156.0,89.0
337,88.0,8.0,5.0,158.0,51.0,77.0,188.0,26.0,203.0,99.0
338,91.0,18.0,10.0,148.0,45.0,65.0,161.0,20.0,151.0,97.0
339,73.0,3.0,7.0,138.0,41.0,73.0,158.0,8.0,151.0,87.0
340,72.0,4.0,7.0,135.0,40.0,72.0,155.0,10.0,146.0,89.0
341,75.0,3.0,6.0,135.0,40.0,72.0,146.0,21.0,140.0,86.0
342,54.0,3.0,4.0,127.0,37.0,85.0,131.0,6.0,135.0,83.0
343,101.0,13.0,10.0,171.0,54.0,71.0,190.0,6.0,222.0,102.0
344,101.0,11.0,10.0,178.0,55.0,74.0,219.0,20.0,224.0,99.0
345,106.0,6.0,7.0,164.0,54.0,81.0,188.0,14.0,236.0,101.0
346,110.0,21.0,12.0,163.0,52.0,66.0,228.0,25.0,212.0,117.0
347,77.0,9.0,6.0,145.0,44.0,64.0,167.0,12.0,151.0,88.0
348,84.0,10.0,10.0,148.0,44.0,64.0,158.0,6.0,145.0,95.0
349,69.0,16.0,6.0,137.0,40.0,61.0,147.0,6.0,132.0,89.0
350,101.0,1.0,8.0,151.0,46.0,66.0,210.0,32.0,192.0,97.0
351,58.0,12.0,5.0,131.0,38.0,86.0,137.0,0.0,148.0,88.0
352,78.0,13.0,9.0,152.0,46.0,70.0,148.0,11.0,147.0,91.0
353,69.0,5.0,6.0,147.0,47.0,75.0,146.0,0.0,151.0,81.0
354,90.0,10.0,9.0,155.0,50.0,65.0,192.0,1.0,177.0,98.0
355,88.0,3.0,10.0,141.0,42.0,70.0,188.0,12.0,183.0,93.0
356,76.0,12.0,7.0,144.0,45.0,69.0,171.0,1.0,150.0,91.0
357,109.0,13.0,10.0,156.0,49.0,70.0,193.0,31.0,207.0,109.0
358,82.0,2.0,8.0,144.0,45.0,70.0,164.0,2.0,156.0,87.0
359,96.0,3.0,9.0,156.0,49.0,62.0,206.0,5.0,186.0,100.0
360,109.0,10.0,12.0,171.0,52.0,72.0,182.0,28.0,216.0,108.0
361,105.0,7.0,10.0,150.0,46.0,66.0,195.0,38.0,198.0,101.0
362,81.0,4.0,7.0,152.0,47.0,67.0,176.0,4.0,168.0,95.0
363,85.0,13.0,10.0,151.0,47.0,74.0,147.0,7.0,153.0,89.0
364,77.0,15.0,7.0,145.0,45.0,75.0,153.0,14.0,154.0,87.0
365,105.0,12.0,11.0,164.0,54.0,68.0,203.0,3.0,202.0,108.0
366,85.0,1.0,10.0,155.0,47.0,75.0,149.0,5.0,155.0,90.0
367,59.0,11.0,7.0,128.0,37.0,82.0,134.0,24.0,135.0,82.0
368,68.0,5.0,6.0,142.0,45.0,75.0,148.0,1.0,146.0,84.0
369,81.0,9.0,8.0,149.0,47.0,72.0,156.0,15.0,161.0,89.0
370,77.0,0.0,5.0,134.0,41.0,74.0,177.0,4.0,177.0,96.0
371,72.0,7.0,5.0,144.0,45.0,70.0,187.0,7.0,161.0,97.0
372,87.0,1.0,9.0,149.0,47.0,68.0,164.0,13.0,156.0,97.0
373,77.0,6.0,6.0,150.0,47.0,69.0,204.0,16.0,167.0,96.0
374,53.0,9.0,4.0,125.0,36.0,85.0,117.0,15.0,118.0,87.0
375,95.0,0.0,4.0,158.0,52.0,82.0,189.0,19.0,227.0,109.0
376,108.0,15.0,11.0,163.0,51.0,72.0,193.0,22.0,217.0,104.0
377,60.0,1.0,6.0,129.0,37.0,71.0,132.0,14.0,128.0,87.0
378,54.0,1.0,7.0,126.0,36.0,78.0,117.0,5.0,125.0,82.0
379,98.0,2.0,11.0,173.0,56.0,72.0,209.0,19.0,217.0,105.0
380,60.0,0.0,6.0,131.0,39.0,80.0,122.0,5.0,139.0,80.0
381,100.0,5.0,4.0,162.0,54.0,88.0,227.0,11.0,250.0,106.0
382,71.0,1.0,7.0,148.0,46.0,80.0,141.0,14.0,153.0,81.0
383,109.0,6.0,9.0,162.0,51.0,72.0,224.0,18.0,217.0,100.0
384,71.0,7.0,8.0,143.0,44.0,68.0,145.0,18.0,142.0,88.0
385,87.0,4.0,10.0,158.0,49.0,75.0,159.0,0.0,157.0,94.0
386,89.0,6.0,8.0,144.0,43.0,68.0,195.0,13.0,186.0,99.0
387,85.0,4.0,9.0,155.0,47.0,73.0,145.0,2.0,152.0,90.0
388,85.0,12.0,49.0,155.0,47.0,135.0,333.0,9.0,155.0,94.0
389,107.0,6.0,11.0,180.0,57.0,72.0,207.0,19.0,227.0,100.0
390,65.0,4.0,8.0,141.0,42.0,85.0,113.0,16.0,152.0,86.0
391,70.0,4.0,25.0,139.0,38.0,67.0,160.0,11.0,140.0,91.0
392,90.0,9.0,10.0,156.0,44.0,66.0,166.0,17.0,153.0,93.0
393,75.0,7.0,6.0,146.0,47.0,74.0,165.0,3.0,154.0,86.0
394,83.0,1.0,7.0,154.0,49.0,70.0,187.0,2.0,176.0,90.0
395,76.0,0.0,8.0,131.0,37.0,72.0,169.0,0.0,161.0,97.0
396,106.0,11.0,5.0,170.0,57.0,87.0,177.0,2.0,256.0,108.0
397,75.0,2.0,5.0,136.0,41.0,72.0,162.0,0.0,153.0,89.0
398,70.0,3.0,6.0,136.0,38.0,71.0,186.0,17.0,164.0,98.0
399,64.0,7.0,10.0,141.0,42.0,67.0,150.0,0.0,133.0,87.0
400,108.0,21.0,12.0,163.0,53.0,65.0,213.0,22.0,206.0,107.0
401,80.0,6.0,8.0,126.0,37.0,69.0,158.0,21.0,153.0,85.0
402,105.0,12.0,10.0,163.0,52.0,74.0,162.0,11.0,212.0,101.0
403,77.0,15.0,8.0,150.0,39.0,62.0,160.0,3.0,140.0,96.0
404,101.0,8.0,12.0,158.0,48.0,66.0,204.0,22.0,200.0,103.0
405,73.0,2.0,7.0,137.0,40.0,69.0,173.0,20.0,150.0,88.0
406,64.0,1.0,8.0,126.0,38.0,76.0,130.0,23.0,134.0,80.0
407,75.0,1.0,6.0,131.0,38.0,69.0,136.0,7.0,144.0,91.0
408,71.0,5.0,7.0,144.0,45.0,72.0,155.0,6.0,146.0,86.0
409,86.0,1.0,9.0,134.0,38.0,68.0,175.0,28.0,170.0,86.0
410,77.0,4.0,9.0,151.0,45.0,66.0,188.0,2.0,161.0,89.0
411,51.0,1.0,4.0,124.0,36.0,84.0,116.0,12.0,120.0,78.0
412,71.0,6.0,7.0,146.0,43.0,81.0,133.0,15.0,150.0,80.0
413,78.0,4.0,6.0,123.0,36.0,66.0,160.0,35.0,140.0,88.0
414,82.0,10.0,11.0,156.0,45.0,76.0,133.0,21.0,159.0,85.0
415,108.0,4.0,12.0,172.0,53.0,68.0,184.0,24.0,216.0,101.0
416,70.0,9.0,6.0,143.0,44.0,66.0,158.0,11.0,141.0,89.0
417,74.0,0.0,6.0,127.0,36.0,69.0,183.0,17.0,149.0,96.0
418,70.0,6.0,7.0,145.0,43.0,76.0,169.0,12.0,152.0,87.0
419,72.0,5.0,6.0,123.0,34.0,63.0,144.0,20.0,133.0,93.0
420,58.0,6.0,6.0,139.0,39.0,86.0,117.0,0.0,133.0,96.0
421,101.0,5.0,11.0,152.0,48.0,71.0,195.0,7.0,207.0,98.0
422,66.0,1.0,7.0,124.0,34.0,61.0,158.0,3.0,140.0,90.0
423,70.0,8.0,7.0,145.0,45.0,81.0,120.0,4.0,149.0,85.0
424,93.0,11.0,9.0,137.0,41.0,66.0,197.0,24.0,183.0,91.0
425,69.0,3.0,7.0,126.0,36.0,66.0,142.0,36.0,135.0,89.0
426,98.0,10.0,11.0,167.0,53.0,71.0,203.0,24.0,220.0,106.0
427,89.0,7.0,9.0,132.0,38.0,67.0,176.0,33.0,169.0,86.0
428,104.0,15.0,11.0,159.0,50.0,67.0,197.0,22.0,208.0,112.0
429,70.0,11.0,9.0,134.0,37.0,68.0,145.0,9.0,136.0,84.0
430,108.0,0.0,11.0,168.0,53.0,67.0,206.0,9.0,217.0,104.0
431,91.0,4.0,5.0,148.0,47.0,79.0,226.0,11.0,202.0,99.0
432,83.0,6.0,7.0,132.0,38.0,74.0,141.0,29.0,149.0,84.0
433,70.0,10.0,7.0,145.0,42.0,82.0,130.0,14.0,150.0,85.0
434,105.0,9.0,10.0,162.0,51.0,72.0,168.0,20.0,208.0,104.0
435,68.0,3.0,6.0,130.0,37.0,65.0,145.0,14.0,130.0,85.0
436,64.0,16.0,7.0,144.0,42.0,78.0,123.0,12.0,135.0,93.0
437,71.0,12.0,7.0,134.0,40.0,80.0,131.0,1.0,150.0,84.0
438,86.0,7.0,8.0,156.0,49.0,67.0,195.0,5.0,177.0,91.0
439,109.0,1.0,11.0,154.0,47.0,61.0,202.0,33.0,199.0,98.0
440,98.0,0.0,10.0,161.0,51.0,67.0,194.0,10.0,195.0,101.0
441,73.0,11.0,11.0,153.0,47.0,77.0,136.0,8.0,161.0,90.0
442,60.0,6.0,6.0,130.0,36.0,67.0,126.0,14.0,119.0,91.0
443,88.0,12.0,10.0,159.0,50.0,66.0,204.0,11.0,185.0,99.0
444,101.0,7.0,4.0,163.0,53.0,85.0,238.0,22.0,238.0,102.0
445,74.0,12.0,9.0,158.0,46.0,79.0,135.0,3.0,157.0,89.0
446,101.0,14.0,9.0,162.0,52.0,67.0,197.0,15.0,188.0,101.0
447,104.0,0.0,10.0,175.0,57.0,74.0,228.0,4.0,212.0,95.0
448,91.0,5.0,6.0,161.0,53.0,78.0,194.0,14.0,204.0,101.0
449,82.0,13.0,10.0,137.0,39.0,68.0,164.0,9.0,143.0,91.0
450,75.0,8.0,7.0,147.0,46.0,72.0,185.0,8.0,154.0,91.0
451,74.0,6.0,7.0,133.0,37.0,63.0,169.0,6.0,162.0,94.0
452,74.0,7.0,9.0,135.0,38.0,63.0,178.0,29.0,161.0,92.0
453,71.0,8.0,6.0,141.0,43.0,67.0,159.0,4.0,145.0,95.0
454,101.0,2.0,11.0,158.0,52.0,65.0,213.0,4.0,201.0,106.0
455,68.0,1.0,7.0,145.0,43.0,83.0,139.0,14.0,149.0,81.0
456,70.0,4.0,6.0,144.0,43.0,79.0,124.0,16.0,139.0,92.0
457,73.0,10.0,8.0,144.0,45.0,71.0,161.0,3.0,142.0,83.0
458,105.0,10.0,11.0,173.0,57.0,73.0,221.0,2.0,218.0,103.0
459,90.0,3.0,9.0,144.0,42.0,61.0,192.0,8.0,178.0,98.0
460,62.0,13.0,6.0,141.0,41.0,61.0,147.0,4.0,128.0,90.0
461,107.0,9.0,8.0,161.0,52.0,67.0,211.0,17.0,200.0,106.0
462,81.0,11.0,8.0,150.0,47.0,70.0,183.0,2.0,168.0,97.0
463,66.0,13.0,4.0,133.0,40.0,87.0,121.0,3.0,152.0,85.0
464,80.0,3.0,6.0,156.0,49.0,73.0,206.0,13.0,183.0,100.0
465,71.0,7.0,7.0,143.0,43.0,78.0,154.0,11.0,150.0,82.0
466,70.0,1.0,8.0,145.0,43.0,77.0,147.0,12.0,147.0,78.0
467,104.0,13.0,10.0,175.0,54.0,75.0,175.0,23.0,215.0,96.0
468,108.0,12.0,11.0,163.0,51.0,72.0,201.0,16.0,220.0,105.0
469,62.0,13.0,8.0,139.0,40.0,62.0,144.0,1.0,127.0,92.0
470,66.0,1.0,7.0,146.0,44.0,72.0,151.0,9.0,137.0,91.0
471,109.0,8.0,12.0,174.0,55.0,67.0,230.0,22.0,218.0,104.0
472,93.0,4.0,4.0,159.0,50.0,83.0,173.0,12.0,222.0,105.0
473,105.0,15.0,11.0,179.0,56.0,72.0,202.0,1.0,221.0,107.0
474,73.0,11.0,8.0,133.0,40.0,75.0,141.0,9.0,153.0,82.0
475,104.0,1.0,9.0,171.0,55.0,74.0,219.0,24.0,211.0,97.0
476,101.0,5.0,13.0,177.0,55.0,71.0,183.0,10.0,225.0,101.0
477,78.0,5.0,11.0,160.0,46.0,73.0,150.0,9.0,160.0,89.0
478,89.0,4.0,5.0,145.0,45.0,71.0,213.0,13.0,186.0,94.0
479,64.0,1.0,6.0,143.0,42.0,87.0,122.0,3.0,148.0,86.0
480,100.0,1.0,10.0,173.0,55.0,74.0,201.0,1.0,214.0,104.0
481,91.0,4.0,11.0,170.0,54.0,74.0,209.0,21.0,218.0,104.0
482,79.0,12.0,8.0,148.0,46.0,67.0,181.0,15.0,167.0,94.0
483,76.0,5.0,8.0,131.0,38.0,71.0,143.0,10.0,142.0,86.0
484,78.0,2.0,11.0,159.0,48.0,75.0,143.0,2.0,161.0,90.0
485,71.0,3.0,6.0,147.0,46.0,80.0,156.0,11.0,151.0,83.0
486,103.0,11.0,12.0,177.0,57.0,72.0,222.0,12.0,221.0,104.0
487,81.0,11.0,7.0,147.0,45.0,70.0,177.0,11.0,160.0,93.0
488,86.0,11.0,7.0,134.0,39.0,71.0,140.0,18.0,153.0,82.0
489,108.0,7.0,10.0,162.0,51.0,66.0,193.0,21.0,212.0,102.0
490,109.0,12.0,11.0,174.0,54.0,70.0,189.0,23.0,220.0,108.0
491,76.0,16.0,9.0,149.0,45.0,63.0,175.0,12.0,157.0,97.0
492,66.0,4.0,6.0,143.0,43.0,86.0,130.0,9.0,151.0,85.0
493,98.0,5.0,10.0,171.0,54.0,72.0,177.0,17.0,219.0,102.0
494,105.0,12.0,5.0,165.0,54.0,84.0,164.0,1.0,247.0,106.0
495,72.0,5.0,6.0,144.0,45.0,69.0,179.0,5.0,156.0,94.0
496,98.0,2.0,11.0,170.0,55.0,68.0,224.0,29.0,215.0,106.0
497,82.0,1.0,10.0,149.0,43.0,74.0,136.0,6.0,155.0,94.0
498,53.0,7.0,3.0,128.0,36.0,88.0,113.0,14.0,118.0,88.0
499,98.0,0.0,10.0,174.0,54.0,72.0,167.0,31.0,217.0,102.0
500,100.0,0.0,12.0,178.0,56.0,73.0,204.0,11.0,227.0,101.0
501,96.0,5.0,10.0,170.0,54.0,75.0,185.0,12.0,219.0,105.0
502,66.0,5.0,8.0,127.0,36.0,76.0,128.0,27.0,131.0,86.0
503,72.0,9.0,7.0,132.0,39.0,77.0,133.0,18.0,146.0,91.0
504,94.0,0.0,10.0,147.0,46.0,70.0,209.0,14.0,195.0,97.0
505,100.0,21.0,11.0,166.0,53.0,71.0,205.0,11.0,220.0,115.0
506,112.0,0.0,11.0,162.0,51.0,65.0,201.0,36.0,214.0,101.0
507,78.0,2.0,8.0,125.0,35.0,67.0,162.0,33.0,150.0,93.0
508,92.0,7.0,11.0,157.0,46.0,70.0,159.0,21.0,160.0,95.0
509,105.0,12.0,10.0,177.0,55.0,74.0,182.0,26.0,215.0,101.0
510,70.0,6.0,6.0,145.0,43.0,86.0,126.0,9.0,148.0,86.0
511,77.0,1.0,7.0,129.0,38.0,67.0,156.0,9.0,163.0,88.0
512,107.0,0.0,11.0,174.0,54.0,70.0,189.0,29.0,223.0,103.0
513,71.0,5.0,9.0,134.0,37.0,63.0,171.0,40.0,157.0,95.0
514,74.0,7.0,7.0,133.0,38.0,72.0,138.0,7.0,136.0,89.0
515,58.0,0.0,5.0,127.0,38.0,87.0,125.0,21.0,133.0,76.0
516,75.0,22.0,8.0,142.0,42.0,62.0,172.0,10.0,147.0,92.0
517,108.0,13.0,12.0,170.0,54.0,67.0,228.0,25.0,218.0,107.0
518,75.0,7.0,7.0,134.0,40.0,76.0,137.0,16.0,152.0,85.0
519,76.0,3.0,8.0,137.0,39.0,63.0,155.0,6.0,137.0,88.0
520,89.0,7.0,8.0,133.0,40.0,70.0,174.0,18.0,177.0,89.0
521,73.0,0.0,6.0,138.0,40.0,73.0,139.0,0.0,136.0,93.0
522,69.0,1.0,6.0,131.0,36.0,66.0,162.0,38.0,140.0,89.0
523,81.0,5.0,46.0,149.0,43.0,91.0,231.0,9.0,150.0,90.0
524,107.0,0.0,11.0,167.0,52.0,66.0,207.0,20.0,218.0,105.0
525,76.0,8.0,7.0,147.0,45.0,69.0,162.0,10.0,159.0,92.0
526,95.0,15.0,9.0,144.0,44.0,72.0,202.0,11.0,188.0,97.0
527,103.0,12.0,11.0,156.0,49.0,65.0,186.0,21.0,206.0,109.0
528,73.0,9.0,7.0,152.0,47.0,69.0,195.0,19.0,167.0,95.0
529,61.0,8.0,8.0,144.0,43.0,85.0,119.0,8.0,150.0,86.0
530,90.0,13.0,8.0,152.0,48.0,68.0,178.0,16.0,175.0,88.0
531,103.0,5.0,7.0,172.0,55.0,83.0,167.0,30.0,252.0,107.0
532,105.0,0.0,11.0,157.0,49.0,64.0,209.0,19.0,207.0,104.0
533,63.0,12.0,6.0,137.0,41.0,76.0,134.0,3.0,123.0,89.0
534,57.0,12.0,7.0,139.0,39.0,85.0,114.0,8.0,135.0,90.0
535,88.0,14.0,10.0,149.0,44.0,66.0,176.0,9.0,158.0,98.0
536,101.0,2.0,12.0,177.0,55.0,71.0,213.0,21.0,222.0,102.0
537,66.0,7.0,7.0,139.0,40.0,63.0,139.0,11.0,122.0,86.0
538,103.0,4.0,10.0,156.0,49.0,69.0,212.0,11.0,201.0,101.0
539,96.0,8.0,6.0,170.0,55.0,85.0,191.0,9.0,241.0,109.0
540,74.0,8.0,7.0,143.0,45.0,70.0,187.0,6.0,157.0,92.0
541,58.0,4.0,6.0,130.0,34.0,63.0,140.0,10.0,127.0,88.0
542,86.0,6.0,9.0,134.0,39.0,63.0,180.0,17.0,167.0,93.0
543,74.0,3.0,8.0,134.0,37.0,69.0,187.0,16.0,159.0,96.0
544,70.0,1.0,19.0,143.0,43.0,76.0,177.0,9.0,152.0,88.0
545,84.0,7.0,12.0,158.0,44.0,75.0,135.0,11.0,155.0,88.0
546,66.0,12.0,7.0,140.0,40.0,85.0,111.0,19.0,139.0,92.0
547,70.0,7.0,8.0,143.0,44.0,68.0,151.0,8.0,143.0,88.0
548,75.0,4.0,8.0,133.0,39.0,70.0,184.0,5.0,155.0,94.0
549,103.0,2.0,11.0,162.0,51.0,72.0,182.0,4.0,213.0,107.0
550,58.0,9.0,4.0,129.0,38.0,78.0,119.0,2.0,118.0,86.0
551,72.0,7.0,9.0,135.0,39.0,77.0,127.0,21.0,142.0,79.0
552,89.0,11.0,8.0,132.0,39.0,70.0,181.0,15.0,175.0,90.0
553,66.0,0.0,8.0,145.0,45.0,86.0,126.0,7.0,148.0,86.0
554,98.0,17.0,9.0,151.0,48.0,64.0,208.0,29.0,203.0,113.0
555,86.0,11.0,9.0,153.0,49.0,67.0,190.0,7.0,177.0,87.0
556,102.0,9.0,6.0,167.0,56.0,82.0,246.0,13.0,239.0,108.0
557,66.0,6.0,4.0,133.0,40.0,74.0,138.0,14.0,137.0,86.0
558,66.0,0.0,7.0,147.0,43.0,87.0,121.0,5.0,150.0,85.0
559,101.0,2.0,10.0,171.0,56.0,72.0,231.0,6.0,217.0,101.0
560,96.0,4.0,9.0,175.0,55.0,74.0,181.0,5.0,219.0,105.0
561,88.0,3.0,8.0,133.0,39.0,74.0,194.0,22.0,168.0,88.0
562,93.0,6.0,11.0,165.0,53.0,72.0,197.0,25.0,216.0,113.0
563,75.0,15.0,6.0,139.0,42.0,71.0,140.0,26.0,145.0,89.0
564,70.0,3.0,5.0,124.0,35.0,71.0,182.0,22.0,155.0,98.0
565,85.0,5.0,11.0,153.0,48.0,62.0,191.0,22.0,175.0,101.0
566,103.0,9.0,11.0,162.0,54.0,71.0,212.0,0.0,208.0,108.0
567,83.0,5.0,8.0,133.0,40.0,72.0,166.0,7.0,160.0,91.0
568,69.0,3.0,6.0,144.0,43.0,87.0,123.0,7.0,150.0,86.0
569,66.0,6.0,8.0,129.0,35.0,66.0,151.0,2.0,128.0,97.0
570,108.0,15.0,12.0,168.0,53.0,71.0,206.0,35.0,222.0,105.0
571,69.0,12.0,7.0,143.0,43.0,67.0,161.0,11.0,152.0,94.0
572,87.0,9.0,10.0,149.0,45.0,67.0,169.0,8.0,154.0,96.0
573,80.0,1.0,11.0,163.0,47.0,77.0,131.0,7.0,160.0,89.0
574,105.0,9.0,11.0,169.0,55.0,71.0,216.0,18.0,205.0,104.0
575,103.0,1.0,11.0,167.0,54.0,70.0,220.0,23.0,214.0,109.0
576,103.0,6.0,11.0,172.0,53.0,71.0,210.0,3.0,219.0,109.0
577,100.0,2.0,9.0,166.0,54.0,70.0,199.0,7.0,200.0,99.0
578,82.0,8.0,8.0,149.0,46.0,61.0,170.0,11.0,165.0,92.0
579,66.0,4.0,6.0,132.0,38.0,70.0,138.0,7.0,126.0,84.0
580,66.0,5.0,7.0,145.0,42.0,85.0,120.0,4.0,149.0,85.0
581,68.0,7.0,8.0,130.0,36.0,73.0,141.0,1.0,139.0,89.0
582,104.0,15.0,11.0,167.0,53.0,72.0,181.0,18.0,220.0,108.0
583,101.0,14.0,11.0,172.0,54.0,74.0,197.0,4.0,213.0,104.0
584,89.0,6.0,6.0,159.0,51.0,74.0,199.0,7.0,201.0,100.0
585,64.0,1.0,6.0,125.0,35.0,65.0,129.0,23.0,116.0,85.0
586,108.0,8.0,11.0,178.0,55.0,73.0,168.0,30.0,224.0,98.0
587,74.0,9.0,8.0,127.0,38.0,72.0,138.0,20.0,139.0,84.0
588,78.0,0.0,7.0,127.0,38.0,69.0,153.0,9.0,146.0,89.0
589,105.0,14.0,10.0,177.0,55.0,75.0,223.0,11.0,223.0,104.0
590,65.0,1.0,8.0,148.0,44.0,82.0,128.0,11.0,150.0,84.0
591,69.0,2.0,7.0,124.0,36.0,70.0,127.0,21.0,128.0,80.0
592,72.0,0.0,8.0,144.0,43.0,78.0,141.0,8.0,153.0,79.0
593,77.0,13.0,8.0,146.0,43.0,64.0,147.0,5.0,144.0,89.0
594,59.0,12.0,7.0,137.0,40.0,84.0,116.0,6.0,132.0,83.0
595,83.0,1.0,6.0,156.0,50.0,71.0,195.0,6.0,178.0,89.0
596,83.0,1.0,8.0,132.0,40.0,71.0,178.0,14.0,178.0,90.0
597,66.0,8.0,6.0,144.0,42.0,66.0,133.0,4.0,123.0,88.0
598,82.0,0.0,5.0,141.0,43.0,75.0,161.0,6.0,186.0,96.0
599,63.0,9.0,7.0,134.0,39.0,63.0,146.0,7.0,128.0,93.0
600,77.0,13.0,7.0,150.0,46.0,69.0,199.0,9.0,166.0,98.0
601,78.0,4.0,8.0,140.0,39.0,64.0,164.0,7.0,139.0,93.0
602,109.0,11.0,11.0,163.0,51.0,73.0,231.0,19.0,220.0,100.0
603,85.0,9.0,6.0,125.0,36.0,66.0,184.0,31.0,160.0,90.0
604,79.0,0.0,7.0,138.0,40.0,66.0,183.0,29.0,176.0,88.0
605,105.0,3.0,12.0,167.0,53.0,70.0,225.0,20.0,221.0,97.0
606,70.0,0.0,7.0,140.0,37.0,64.0,150.0,23.0,137.0,84.0
607,62.0,7.0,6.0,135.0,39.0,64.0,129.0,9.0,116.0,86.0
608,72.0,1.0,9.0,132.0,38.0,65.0,130.0,24.0,134.0,85.0
609,60.0,2.0,6.0,141.0,42.0,85.0,116.0,14.0,150.0,87.0
610,105.0,13.0,10.0,173.0,56.0,72.0,183.0,22.0,210.0,103.0
611,85.0,1.0,11.0,167.0,49.0,75.0,141.0,11.0,159.0,90.0
612,42.0,4.0,3.0,119.0,34.0,87.0,110.0,7.0,114.0,80.0
613,75.0,1.0,6.0,128.0,37.0,69.0,191.0,14.0,161.0,92.0
614,50.0,1.0,4.0,118.0,33.0,83.0,104.0,30.0,115.0,85.0
615,69.0,9.0,5.0,122.0,34.0,62.0,152.0,29.0,138.0,88.0
616,69.0,10.0,8.0,138.0,42.0,64.0,153.0,21.0,140.0,92.0
617,49.0,8.0,5.0,128.0,37.0,85.0,112.0,16.0,122.0,83.0
618,68.0,4.0,8.0,144.0,39.0,72.0,136.0,10.0,131.0,98.0
619,96.0,0.0,10.0,173.0,55.0,75.0,170.0,4.0,216.0,97.0
620,103.0,8.0,10.0,174.0,56.0,73.0,234.0,3.0,221.0,108.0
621,81.0,2.0,9.0,156.0,48.0,75.0,144.0,0.0,150.0,90.0
622,100.0,5.0,8.0,134.0,40.0,68.0,178.0,34.0,181.0,96.0
623,108.0,22.0,12.0,168.0,52.0,73.0,207.0,38.0,221.0,106.0
624,75.0,4.0,6.0,125.0,36.0,71.0,136.0,36.0,140.0,84.0
625,101.0,13.0,10.0,166.0,53.0,74.0,190.0,21.0,213.0,104.0
626,70.0,7.0,5.0,143.0,44.0,69.0,166.0,6.0,143.0,83.0
627,71.0,4.0,7.0,141.0,44.0,71.0,165.0,4.0,144.0,88.0
628,84.0,9.0,7.0,161.0,51.0,72.0,207.0,11.0,184.0,98.0
629,63.0,15.0,7.0,142.0,42.0,65.0,144.0,3.0,131.0,90.0
630,63.0,9.0,5.0,135.0,40.0,70.0,135.0,2.0,133.0,86.0
631,107.0,1.0,12.0,159.0,49.0,66.0,179.0,12.0,208.0,103.0
632,70.0,10.0,6.0,145.0,44.0,82.0,140.0,1.0,148.0,86.0
633,101.0,0.0,10.0,157.0,52.0,65.0,213.0,19.0,203.0,102.0
634,53.0,10.0,6.0,128.0,38.0,83.0,123.0,6.0,134.0,81.0
635,62.0,5.0,7.0,143.0,41.0,78.0,133.0,7.0,130.0,97.0
636,69.0,11.0,7.0,141.0,41.0,61.0,153.0,8.0,141.0,96.0
637,65.0,4.0,6.0,150.0,44.0,83.0,129.0,13.0,152.0,86.0
638,76.0,0.0,7.0,157.0,49.0,72.0,203.0,7.0,178.0,97.0
639,105.0,14.0,11.0,171.0,55.0,69.0,230.0,4.0,218.0,108.0
640,98.0,3.0,9.0,161.0,52.0,69.0,196.0,1.0,193.0,91.0
641,76.0,5.0,7.0,143.0,43.0,77.0,180.0,12.0,155.0,84.0
642,104.0,0.0,9.0,148.0,46.0,68.0,208.0,28.0,191.0,95.0
643,83.0,6.0,6.0,139.0,43.0,68.0,198.0,4.0,177.0,95.0
644,88.0,15.0,9.0,148.0,46.0,70.0,160.0,11.0,151.0,96.0
645,77.0,9.0,7.0,141.0,44.0,72.0,155.0,0.0,152.0,86.0
646,79.0,2.0,6.0,130.0,38.0,66.0,185.0,14.0,160.0,90.0
647,75.0,7.0,7.0,131.0,38.0,75.0,132.0,25.0,147.0,85.0
648,105.0,0.0,11.0,168.0,53.0,71.0,184.0,15.0,211.0,105.0
649,77.0,6.0,7.0,129.0,38.0,71.0,161.0,21.0,149.0,89.0
650,104.0,5.0,9.0,167.0,55.0,72.0,213.0,19.0,206.0,98.0
651,66.0,2.0,6.0,137.0,40.0,77.0,136.0,22.0,142.0,85.0
652,78.0,2.0,8.0,131.0,37.0,62.0,181.0,28.0,161.0,97.0
