,x3_num,x2_num,x23_num,x38_num,x17_num,x28_num,x19_num,x34_num,x30_num,x22_num,x21_num,x32_num,x27_num,x33_num,x29_num,x31_num,x40_num,x4_num,x14_num,x10_num
1384,-0.03,0.32,-2.31,-0.27,3.04,-0.93,0.97,0.62,-0.35,-0.46,-0.15,2.28,-0.24,0.55,0.12,0.42,1.45,-2.31,5.29,3.68
1385,0.01,1.08,-0.03,1.95,3.89,0.2,1.92,0.66,0.87,-0.28,-0.99,1.49,-1.33,-0.28,0.66,2.37,-0.19,0.27,5.74,1.74
1386,0.28,0.8,-0.12,-0.16,5.19,1.27,0.38,-0.65,-0.55,-0.61,-1.24,1.18,0.32,-0.0,-0.97,0.0,-0.14,0.34,4.4,2.54
1387,-0.32,0.2,-1.59,0.81,0.2,-1.08,1.22,0.52,-1.11,-1.68,-0.98,-1.58,-1.16,-0.75,-1.43,0.55,1.2,-0.88,1.44,4.61
1388,0.64,-1.09,0.36,-0.33,2.97,-0.43,1.65,0.06,-1.25,-0.69,0.16,-0.69,-0.02,-0.21,0.49,1.19,0.44,0.54,4.86,1.2
1389,-0.73,-0.68,-0.39,-0.47,-0.42,-0.16,-0.88,-2.07,0.09,0.23,0.44,1.08,-2.63,0.35,0.95,0.13,-0.85,-1.31,3.57,6.56
1390,-0.38,0.4,-1.09,1.56,0.26,-1.44,1.1,1.73,-0.51,0.25,-1.2,1.33,-0.75,0.46,1.68,-0.32,0.43,1.5,2.35,4.93
1391,1.9,1.67,-1.16,1.53,2.62,-0.84,1.79,-1.02,0.47,-1.51,-0.39,0.83,-0.47,-0.36,0.15,-0.33,-0.6,1.55,4.04,4.03
1392,0.76,1.01,-0.39,0.02,3.66,0.21,2.51,1.15,-1.5,-0.21,0.07,-1.68,0.63,0.71,1.72,0.16,-0.57,-1.96,6.23,-0.2
1393,0.82,-1.29,1.26,-0.45,-0.3,-0.78,1.94,-1.12,0.24,1.55,0.82,1.05,-0.62,0.91,-0.19,1.82,2.33,2.07,0.6,0.47
1394,1.41,0.34,-0.29,-0.24,2.6,0.18,0.76,1.06,0.28,1.23,1.45,0.12,-0.05,-0.61,0.63,1.57,0.06,3.06,2.48,5.22
1395,0.63,0.88,0.99,0.94,1.86,0.58,0.88,1.47,-1.87,-0.06,-0.32,1.36,0.08,-2.14,-1.58,1.89,0.17,1.05,3.68,3.65
1396,2.34,-0.41,1.57,-0.42,0.22,-0.33,-0.51,-1.18,0.18,0.52,0.4,-0.28,-0.4,0.9,-0.72,0.7,1.38,1.15,1.7,4.58
1397,3.55,-0.27,0.37,0.97,-1.46,0.65,-2.02,1.04,1.07,-1.25,-1.11,-1.05,-0.95,-0.27,-0.16,0.62,1.56,3.35,0.25,4.89
1398,1.42,-1.3,-0.95,0.6,1.99,-0.47,1.41,1.26,-0.28,-0.32,-0.97,-1.95,0.05,1.23,-0.88,1.4,1.26,1.31,5.13,1.72
1399,0.57,2.14,-0.27,-1.0,0.26,0.02,1.61,1.28,-0.2,0.86,0.36,-0.32,-0.07,0.56,0.74,-0.91,-1.1,0.1,0.43,2.11
1400,1.37,-1.1,0.16,-1.2,1.01,-1.17,1.12,0.88,0.44,0.47,1.15,0.65,-0.34,0.64,2.78,1.04,-0.92,0.38,1.69,2.1
1401,-0.67,0.56,-0.13,-0.24,-0.67,0.83,0.15,-0.99,1.46,-0.06,1.21,-0.13,1.03,1.43,-0.34,0.54,0.39,0.02,3.06,3.96
1402,1.36,0.14,0.89,0.05,-2.48,-0.74,-1.04,-0.69,0.13,2.27,-1.6,-1.72,-0.5,-0.7,0.23,-0.33,-1.13,3.8,-0.84,2.36
1403,-1.63,1.19,-0.49,-0.38,4.47,-0.44,0.63,-0.99,0.89,-0.51,-1.07,0.31,0.51,-1.65,0.0,-1.9,0.92,0.73,2.22,2.59
1404,-0.04,-0.86,0.54,0.9,2.66,-0.77,1.69,0.6,-1.2,0.4,0.52,-1.89,0.5,0.78,-0.48,0.18,-1.05,1.7,3.73,3.46
1405,1.11,-1.8,0.02,-0.48,3.18,-1.09,1.07,-0.63,-1.17,-1.01,1.0,1.48,-0.58,-1.57,-0.51,-1.41,-0.85,-1.15,3.92,2.12
1406,-2.28,-0.85,1.96,-1.21,2.48,-0.94,1.51,-0.56,0.58,-0.27,-0.25,0.72,0.43,-1.14,0.86,0.51,-1.79,-1.39,2.12,3.89
1407,2.99,-0.81,-0.09,0.11,1.07,1.49,1.52,-1.95,1.17,1.51,-0.1,0.16,0.26,0.61,0.34,1.14,1.44,2.45,1.84,1.83
1408,0.13,0.73,-0.84,-1.12,1.88,-1.87,4.09,1.06,-0.27,0.39,-0.72,0.4,-1.56,-0.53,1.05,3.32,-0.31,0.63,4.93,0.92
1409,1.25,1.15,-0.32,0.17,-0.47,-0.03,-1.14,0.21,-0.07,1.88,-0.31,-0.71,-0.56,0.11,1.55,-0.29,-1.19,1.38,2.79,4.99
1410,0.68,1.43,0.41,0.16,-0.66,2.4,0.77,0.31,-0.76,1.95,0.29,0.95,-0.67,-0.15,-0.54,0.37,1.31,0.58,-0.67,5.31
1411,0.95,-0.47,-1.44,0.23,1.91,-2.02,1.2,-1.96,-2.1,-0.3,0.75,0.2,-0.15,0.11,-1.02,-0.19,-0.75,-0.06,2.59,-0.53
1412,0.57,-0.77,-0.76,-0.07,2.64,1.15,1.19,-0.22,0.54,-0.25,-0.88,-0.02,-1.68,0.58,1.12,0.13,1.19,-1.75,5.22,3.28
1413,-0.41,0.67,1.47,1.11,1.74,0.12,0.56,0.71,0.64,-0.09,-0.06,-0.04,0.09,-0.76,0.13,0.02,-0.19,0.27,2.77,1.81
1414,0.1,-1.52,-0.78,0.36,4.29,-0.01,1.64,-1.46,-1.11,0.93,0.51,-0.43,0.15,-0.95,-1.22,-0.51,-0.04,0.31,5.36,0.46
1415,0.54,-0.69,0.52,-1.5,-0.11,-0.59,2.96,1.34,-0.41,-1.64,1.08,0.03,-0.56,-0.3,0.36,0.64,1.92,3.76,0.8,3.5
1416,0.68,-0.83,-0.52,1.81,3.56,-1.64,2.95,0.95,1.88,-0.34,1.05,1.16,-1.42,0.22,-0.8,2.76,-1.02,0.69,2.94,0.57
1417,0.56,2.27,-0.23,0.4,0.56,1.98,0.28,0.41,-0.28,1.27,0.54,-0.68,0.08,-1.97,-2.07,0.45,0.25,2.87,-0.42,4.01
1418,1.32,-0.55,-0.41,0.95,1.02,-0.07,0.14,0.46,-0.76,0.71,-0.73,1.08,1.57,-0.26,1.31,-1.18,2.87,3.05,2.48,2.19
1419,0.82,2.06,-0.71,-0.62,0.4,-0.39,-0.4,0.39,0.48,-1.56,-1.39,0.47,-1.36,-0.77,-0.63,-0.82,1.14,1.87,-0.89,2.25
1420,-1.04,-0.73,-0.54,-0.09,3.13,0.92,1.02,0.68,0.92,0.6,-1.16,0.3,-0.2,0.07,-0.44,-0.16,-1.05,1.5,3.3,2.24
1421,-0.62,0.04,-0.29,-1.38,1.1,-0.24,2.77,-0.37,0.31,-0.66,-0.75,0.2,0.35,2.03,0.87,-0.14,0.22,-1.63,4.27,3.0
1422,0.03,0.41,-1.47,-0.42,0.5,0.41,1.2,0.52,2.28,-0.46,-0.21,-0.14,0.22,-0.53,1.39,1.09,-1.1,1.64,1.74,1.42
1423,1.82,2.11,1.62,-0.83,1.86,1.02,1.63,-0.16,0.24,-0.67,-0.24,1.11,0.27,-1.11,0.82,0.18,-1.21,-0.11,2.91,3.4
1424,-1.15,0.39,-0.22,0.08,3.69,-0.2,1.69,-1.64,0.3,-0.34,-0.05,2.21,-0.89,-0.62,-0.65,-0.45,-0.58,-0.11,6.28,1.2
1425,2.25,-1.65,0.79,-1.98,-0.25,-0.17,0.06,-1.07,-0.4,-0.72,0.84,2.74,-1.76,-0.82,2.01,0.63,0.85,1.49,1.57,2.97
1426,2.14,0.05,0.78,-1.29,1.71,0.78,2.03,0.27,0.38,0.72,-1.9,0.25,0.06,-1.08,2.15,0.4,-1.59,-0.23,2.91,1.74
1427,-2.15,1.09,-0.22,0.27,0.29,-0.36,-0.6,0.44,-0.4,-0.89,-0.31,-0.45,-0.09,-0.56,0.21,1.39,-0.41,0.2,1.31,3.72
1428,-0.27,0.06,-0.8,-0.11,1.07,-1.63,1.93,0.88,-0.17,1.34,-2.83,0.62,-0.44,0.3,0.34,-0.11,-0.11,-2.25,5.17,0.93
1429,-1.75,-1.3,1.1,-1.5,1.8,0.34,0.96,0.11,-0.9,-0.66,0.75,-0.03,0.79,1.4,-0.88,0.86,-1.1,0.94,4.92,1.56
1430,1.43,0.07,-0.83,0.68,-0.21,0.07,0.73,-1.25,-1.12,-1.59,-0.15,-0.52,0.34,-0.56,0.09,1.86,-0.29,1.24,1.16,2.7
1431,0.63,-0.32,0.18,1.47,2.51,-0.15,1.7,2.13,1.45,-1.08,-1.02,0.75,-1.13,1.64,0.23,0.44,0.47,0.21,3.97,2.64
1432,3.73,0.58,0.21,-0.71,-0.84,1.19,0.6,-0.42,-1.52,0.48,-0.35,-1.49,0.38,-0.03,0.46,1.82,-1.88,1.68,0.02,2.27
1433,1.44,1.23,-0.72,0.05,1.47,0.1,1.4,-0.55,-0.02,-0.11,-1.3,0.01,0.69,-0.18,0.49,-0.68,1.55,1.16,2.11,3.72
1434,0.58,2.21,-0.26,0.42,-0.48,0.11,-0.72,-1.25,-1.3,1.23,0.32,-2.63,0.35,-0.85,0.23,0.28,-0.76,1.46,2.53,4.5
1435,0.35,0.03,0.53,-0.42,-0.86,0.29,0.73,-0.79,-1.72,-1.23,-0.07,-0.24,1.3,-0.07,-0.37,0.26,0.57,-0.94,4.24,5.81
1436,0.83,1.54,0.74,0.28,3.88,-1.6,1.96,-1.02,-2.06,0.66,0.93,0.46,0.79,1.21,-0.79,-0.42,0.98,-0.13,5.22,-0.08
1437,1.27,1.22,1.01,-0.22,1.78,0.41,-0.85,-0.42,-0.42,0.49,-0.5,2.02,0.47,-1.1,-0.47,-2.4,-1.81,2.56,2.87,2.62
1438,-1.24,0.83,0.78,1.35,2.93,-0.1,3.45,0.64,1.36,0.47,-1.07,0.3,-1.33,-0.2,0.75,0.63,-1.11,2.49,3.83,1.24
1439,0.29,0.42,-0.18,0.57,1.51,-0.35,2.9,-0.17,-1.16,0.89,0.44,1.17,1.52,-0.52,-1.93,0.94,0.02,0.56,1.86,0.91
1440,-0.56,2.53,-0.37,-2.6,0.9,0.46,0.45,-2.5,0.08,1.09,-0.69,0.55,-0.75,1.33,0.4,-0.25,-0.95,1.73,1.1,3.0
1441,-0.36,1.36,2.31,-0.01,-2.08,-0.07,-0.87,1.07,0.01,0.08,0.09,-0.53,-1.11,0.09,0.06,-0.32,0.57,1.88,0.18,4.08
1442,1.09,1.66,-1.22,-0.51,3.22,1.11,0.92,-0.35,0.45,0.14,-1.05,0.08,-0.22,0.25,-0.55,0.99,-1.04,1.04,2.96,3.47
1443,-0.33,1.46,0.57,0.46,1.17,-1.0,0.81,1.38,-0.49,0.47,0.45,-0.46,-0.76,2.07,-0.43,0.86,0.21,2.76,1.64,3.62
1444,1.99,1.38,-0.63,0.22,0.2,0.92,0.85,1.05,0.13,0.05,-1.38,0.78,-0.52,0.65,-2.27,-0.46,0.86,4.15,-0.8,2.63
1445,-0.37,-0.53,-0.5,-0.74,-0.59,-0.21,0.31,-0.7,-0.02,-0.59,0.02,-0.45,0.07,-0.78,-0.45,2.0,0.65,0.43,0.96,4.93
1446,-0.46,0.58,-0.04,-0.36,1.05,-0.45,-0.42,0.11,-0.9,-0.35,-0.27,0.26,1.03,-0.07,1.61,0.73,0.75,2.91,1.37,4.71
1447,-0.12,1.81,1.14,0.1,0.25,-0.2,-0.95,-0.97,-0.07,1.13,-2.35,-0.44,0.26,-1.04,0.26,-0.42,1.49,0.52,3.02,3.42
1448,0.52,-0.18,0.74,-0.72,0.42,0.1,0.33,1.17,0.67,1.48,-0.3,2.24,-0.89,0.46,1.18,0.29,1.97,-1.11,4.55,5.08
1449,-1.32,1.17,0.78,0.83,2.01,1.32,1.08,-1.28,0.08,1.55,0.12,-0.27,-1.16,1.12,-0.37,0.81,-0.4,1.02,2.06,3.69
1450,1.01,0.29,-0.41,-0.48,-1.46,-0.33,0.13,-1.46,1.93,0.44,-0.78,-1.05,-0.01,1.15,-1.09,0.53,2.04,1.48,1.97,2.49
1451,2.22,2.07,0.15,-0.38,-1.36,0.12,0.14,1.3,-0.88,-0.67,0.82,1.86,0.69,0.09,0.7,0.18,-2.02,3.34,0.57,2.1
1452,0.95,1.08,-0.03,0.13,2.89,1.01,2.95,-0.06,0.02,-2.07,0.78,1.19,1.25,-1.34,-0.11,-1.1,-0.29,0.46,2.14,2.78
1453,0.87,0.68,0.64,-1.24,0.7,-0.45,0.96,-0.64,0.16,-0.68,0.17,-0.53,-1.96,-0.64,0.96,-1.12,-0.78,-0.56,2.44,4.16
1454,1.77,1.26,-0.07,-1.12,-0.19,-0.02,-0.61,1.74,-0.55,0.72,0.16,1.76,-0.54,0.61,1.08,-0.95,-0.82,2.35,-0.24,3.9
1455,1.58,1.4,0.73,1.16,0.52,1.33,0.55,-1.53,0.71,-0.21,0.63,0.75,-0.83,1.83,-0.48,2.76,0.79,1.12,0.18,2.8
1456,1.59,-0.41,-0.31,1.03,0.19,0.57,-0.15,-0.61,1.51,-0.17,0.05,-0.02,-0.55,-0.12,0.08,-1.36,-0.79,-1.07,2.77,4.18
1457,-0.74,-1.81,1.03,0.76,4.84,-1.98,1.03,0.75,-0.69,0.4,-1.45,-0.49,-0.92,-0.62,0.15,0.42,0.08,1.87,4.65,-0.97
1458,1.27,0.93,-2.53,-0.05,3.0,-0.97,0.81,-0.18,-1.29,0.38,1.73,-0.52,-1.95,-1.6,0.52,-1.62,-0.36,2.95,3.9,1.43
1459,0.3,1.05,0.99,0.23,3.74,0.98,3.45,0.86,-0.8,0.44,-1.07,0.65,-0.46,-0.37,-0.29,-0.13,0.3,-0.92,3.43,1.66
1460,1.79,-0.53,0.64,-0.98,0.47,-1.23,-2.19,-1.32,1.07,0.08,-0.21,-0.49,-1.44,-0.43,-0.03,-2.23,-1.26,-0.6,2.69,2.81
1461,1.03,-1.12,-1.18,-1.04,1.61,-0.47,0.39,1.3,1.76,-0.45,-0.96,-0.95,-0.32,1.06,1.69,-0.28,1.41,-1.79,-0.02,4.56
1462,0.75,-0.35,-0.21,0.71,0.27,0.92,1.08,1.48,-1.38,-1.68,0.07,1.3,-0.48,1.82,0.95,0.15,0.92,1.98,2.9,2.03
1463,0.87,1.06,-0.09,0.52,0.95,0.34,0.82,0.01,-0.59,-1.72,1.35,-0.38,-0.47,0.57,0.43,-1.28,-0.26,1.7,2.23,2.46
1464,1.17,1.72,-0.77,-0.67,-0.32,1.6,-0.8,-3.01,0.91,-0.26,1.29,-0.51,0.85,-0.28,-0.52,0.85,-0.98,3.12,-1.64,2.8
1465,1.59,1.46,1.37,-0.57,-1.53,0.0,-0.01,-1.11,0.86,-1.03,0.11,-1.42,-0.68,-1.41,-2.34,0.41,-0.03,3.68,0.98,2.84
1466,0.39,1.3,0.07,-1.35,3.46,1.13,2.21,-1.14,0.38,-0.25,2.46,1.76,0.35,0.43,-1.92,-0.67,-0.16,1.66,3.61,2.38
1467,1.32,-1.21,0.43,-1.19,1.41,0.19,0.09,0.7,-0.21,-0.57,0.08,0.1,-0.67,-1.02,-0.11,-0.06,-0.1,3.48,-0.22,2.18
1468,-0.66,-0.76,0.88,0.22,3.51,-1.22,2.03,-0.62,-1.41,0.99,2.2,1.31,1.07,-0.32,0.1,0.49,1.96,-0.92,3.13,4.11
1469,-0.63,0.41,1.49,1.72,4.18,0.93,0.55,-0.95,0.25,0.63,-0.01,0.56,-0.59,-1.33,-0.47,-0.95,0.87,0.36,2.9,0.97
1470,1.61,0.71,-0.01,-0.55,4.82,0.47,1.13,1.29,1.37,1.13,0.42,-1.08,-0.52,-0.1,0.41,-1.82,0.05,1.25,4.24,1.4
1471,1.55,1.22,0.92,-0.04,1.81,1.28,1.05,-0.32,0.87,1.06,-1.33,0.57,-2.06,1.11,0.38,-0.14,0.28,2.02,3.96,3.61
1472,1.11,0.06,1.01,-0.36,1.18,-0.09,-1.22,-0.28,0.31,-0.32,-0.58,-2.28,-0.04,-1.09,-0.33,-0.7,0.22,0.56,4.02,4.13
1473,-0.24,1.28,-0.78,0.43,1.1,0.04,0.84,1.53,1.14,-0.24,1.27,-0.8,0.79,-1.08,-1.44,1.7,1.41,-1.4,4.08,5.18
1474,1.3,-0.65,0.94,1.43,3.23,0.25,0.27,-0.36,0.59,-0.42,-0.14,0.2,-0.07,0.65,0.49,-1.02,1.06,-1.13,3.03,1.13
1475,1.63,-0.5,0.38,-1.03,3.95,0.91,0.61,-0.29,-0.4,1.58,-0.61,0.7,-0.34,-1.04,0.59,-0.82,-1.14,-0.41,3.33,0.41
1476,0.33,1.93,2.75,-0.05,-0.34,0.98,-0.54,-1.45,-1.05,-0.72,2.23,2.58,0.7,0.31,0.12,-0.28,0.06,2.4,0.71,3.59
1477,-0.98,1.33,-1.0,0.33,0.99,0.73,-0.07,0.19,1.2,-0.84,-0.73,-0.86,1.51,0.16,-1.61,-0.26,-0.42,1.09,3.17,6.3
1478,2.07,1.24,-0.33,-0.66,2.5,1.51,0.77,0.9,0.33,-0.26,0.99,1.17,-1.07,2.75,0.43,-0.82,0.52,1.36,1.75,3.07
1479,0.76,0.97,-0.84,-0.84,-0.89,0.02,0.73,-1.66,0.36,-0.12,-0.41,-2.23,1.2,-0.29,0.71,-0.47,0.68,0.65,2.39,2.81
1480,-0.22,2.28,-0.55,0.21,0.36,-2.07,-1.13,-0.67,-1.46,-0.28,1.3,0.51,0.26,1.06,-0.19,-0.28,0.72,2.7,1.62,4.81
1481,1.0,-0.41,-0.03,0.76,1.55,0.66,-0.91,-0.15,0.28,1.21,0.17,0.63,0.64,0.83,0.33,-0.78,-1.76,3.2,1.66,0.15
1482,-1.61,1.12,-0.47,-0.59,5.52,1.84,2.6,0.9,1.4,-0.32,1.52,-1.19,-0.97,0.87,0.65,-1.17,0.72,-0.6,3.4,0.29
1483,1.16,2.04,1.21,-0.19,3.57,-1.19,0.43,0.94,-1.93,3.3,-0.95,-0.54,-3.09,-1.6,-0.17,0.46,0.54,-0.0,4.09,3.03
1484,2.06,2.75,-1.31,-2.3,0.06,0.76,-1.39,-1.43,0.09,0.01,-0.21,-0.21,0.79,1.93,1.63,1.04,0.73,3.33,0.26,4.04
1485,0.71,-0.41,-0.58,0.71,2.8,0.19,1.52,-1.2,0.63,1.6,0.18,-0.28,-1.67,-0.35,0.76,-0.03,-0.07,-0.78,5.74,3.52
1486,-1.07,0.35,-0.79,0.5,1.55,1.61,1.43,-1.19,0.21,-0.54,-0.18,0.96,-0.75,1.04,0.41,-0.92,-0.68,-1.26,3.85,2.92
1487,-0.45,0.96,-0.11,-0.44,1.0,0.71,0.86,-0.22,0.15,1.47,-0.77,1.21,2.37,0.63,-2.82,0.06,0.41,0.44,1.3,4.43
1488,0.12,0.16,-1.22,0.97,-2.25,1.02,-0.39,1.34,-0.27,2.13,0.04,1.54,1.41,-0.86,0.39,0.6,-0.1,1.99,1.18,2.26
1489,1.16,-0.21,1.74,1.76,0.92,-0.34,1.78,-0.26,0.46,0.19,-0.02,-0.95,0.15,1.2,-1.64,0.3,0.13,0.83,2.64,2.93
1490,-0.43,-0.8,1.48,1.48,4.04,-1.34,0.4,0.51,-0.41,1.4,0.23,-1.84,1.08,1.25,0.67,-2.52,0.88,1.11,4.02,-0.03
1491,-1.81,-2.08,2.57,-1.02,-2.55,0.06,-0.35,0.55,-2.67,-0.52,0.11,0.11,1.95,-1.33,-0.44,-0.16,0.76,0.66,2.21,6.58
1492,1.28,1.94,-0.26,0.98,1.13,1.43,-1.54,-0.4,-0.78,1.52,0.76,0.01,-0.1,0.99,0.45,-0.5,-0.72,2.29,2.05,2.98
1493,-0.69,0.23,-0.57,-0.1,1.03,-0.91,-0.79,-0.52,0.15,0.51,-0.88,0.18,0.9,-1.41,0.28,-0.35,0.44,0.63,1.67,0.79
1494,-0.66,0.77,0.51,-1.09,-0.25,0.21,0.87,0.66,0.31,0.58,-0.52,-0.83,-0.15,0.85,1.6,0.16,0.19,1.23,3.37,2.0
1495,1.69,-0.81,1.58,1.01,0.91,-0.1,-0.33,1.0,1.05,1.24,0.8,-0.04,1.36,1.21,1.14,-0.39,0.43,-1.2,2.89,1.91
1496,0.42,1.1,-0.39,0.06,0.85,0.48,-2.85,-0.92,-0.5,-0.86,-0.33,0.94,0.53,-0.49,0.64,-0.72,1.65,3.07,-1.56,3.11
1497,-0.97,-0.57,-0.35,-1.47,4.27,-1.57,1.17,-1.52,-0.71,1.58,-1.25,0.1,-0.83,0.68,-0.82,0.92,0.44,2.2,4.56,0.62
1498,-0.97,-1.51,-1.42,-0.93,0.13,0.21,1.06,0.48,0.21,1.22,-1.86,-0.56,-0.88,0.08,0.74,-0.96,-1.09,0.03,3.16,5.47
1499,-1.3,0.77,-1.42,-1.48,3.7,0.24,0.9,-1.0,-0.49,-0.85,-0.85,-0.25,0.29,1.97,0.44,0.08,-0.19,-1.16,4.31,1.49
1500,-1.32,-0.01,0.53,-1.17,1.68,0.72,-0.67,-0.14,0.44,-0.49,-1.53,-1.35,0.8,-1.17,-0.97,-0.03,1.56,-0.85,4.38,2.95
1501,2.08,2.89,0.38,-0.47,-0.14,-2.56,0.18,-1.08,-0.6,0.45,-0.59,0.02,1.6,0.86,-0.92,-0.15,1.2,2.52,0.93,4.06
1502,2.08,1.73,2.22,0.33,-0.48,-0.8,-0.25,-1.04,-1.32,-0.42,0.99,0.53,-0.94,-1.12,-0.42,-0.08,0.17,2.22,2.58,3.74
1503,0.71,0.22,0.06,-0.78,4.22,1.36,2.38,-0.76,-0.5,-0.16,0.27,-0.12,0.61,-0.51,-0.34,0.24,0.27,-0.48,2.82,0.82
1504,0.62,-1.21,0.11,0.17,3.72,0.76,3.14,-0.31,-1.74,0.15,-0.8,1.58,0.54,1.09,1.11,-0.26,-2.57,-0.51,4.2,1.89
1505,0.5,0.31,1.49,-0.11,1.53,2.86,1.29,-0.85,1.71,1.82,-0.41,-0.35,-1.2,-0.72,-0.08,-2.68,-1.27,2.84,5.68,1.97
1506,0.12,-1.64,0.47,0.83,-0.36,0.16,-0.94,2.17,0.67,0.5,-0.3,-0.42,-0.53,0.66,-0.35,-0.09,-0.26,0.43,4.03,3.26
1507,-0.6,-0.49,0.66,-0.27,-0.78,-0.31,0.69,0.89,-0.03,0.1,-0.14,-0.63,0.67,1.42,-0.85,0.01,-0.72,1.21,2.71,3.9
1508,2.51,-1.5,-0.53,0.07,1.53,-0.54,2.84,-0.13,1.12,1.44,0.75,0.02,-0.56,-0.76,-0.38,0.33,-0.23,1.34,4.65,0.29
1509,0.52,-0.05,-0.37,-0.15,-1.82,2.05,0.74,-1.11,-0.56,0.27,0.06,-0.08,0.34,-1.11,0.27,0.37,0.21,2.28,1.74,2.4
1510,0.84,2.01,0.69,0.53,2.64,0.51,-0.73,-0.62,1.04,-0.51,1.33,0.11,-0.48,0.29,-1.04,-0.0,0.32,2.67,2.74,2.09
1511,-0.05,-1.78,0.13,-0.19,2.63,1.39,2.41,1.5,-0.79,-0.98,0.62,1.53,-2.26,1.75,2.21,0.14,0.88,-0.66,5.86,0.42
1512,2.11,-0.41,0.65,-0.31,1.1,1.09,-0.19,-0.44,-0.47,-1.2,-0.55,-0.32,-0.83,2.59,0.6,-0.85,1.25,0.42,0.35,5.23
1513,2.46,-0.67,-0.26,1.81,-0.57,1.1,-0.65,-1.59,2.42,-1.19,0.36,0.41,-0.67,0.47,0.57,0.96,-1.58,0.16,-0.5,3.75
1514,-0.31,2.0,-1.0,-1.38,1.23,0.36,0.74,-0.57,-0.16,-0.7,-0.63,-1.06,0.92,-1.47,0.23,-0.66,0.61,1.64,6.11,3.77
1515,1.42,0.87,-1.28,1.05,-0.86,-0.18,-0.96,0.84,0.18,0.46,-1.33,-1.85,0.53,0.38,-1.0,-0.26,-0.54,1.73,0.26,3.73
1516,-0.14,-0.28,2.25,-0.79,4.0,2.75,1.97,1.42,-0.57,0.15,1.31,0.24,1.91,-1.62,0.46,-0.1,0.42,-1.58,5.92,2.74
1517,1.9,0.57,1.22,-0.19,2.12,0.08,0.49,-0.55,0.03,0.58,-1.25,-0.73,0.2,-1.01,0.04,-0.28,0.58,-0.43,3.52,4.65
1518,-1.23,1.06,-0.94,-0.26,4.76,-0.26,2.98,0.11,-0.7,-0.55,1.2,-0.18,-0.66,0.09,-0.89,0.71,0.37,-0.82,4.11,2.81
1519,0.33,-0.52,1.21,1.56,-0.69,0.76,0.43,1.06,-0.36,-0.95,0.62,0.22,1.0,-0.48,0.6,-2.0,-1.18,1.85,2.91,2.69
1520,0.54,-1.41,-0.02,1.09,2.23,-0.91,0.94,-0.4,-0.34,-0.26,-0.38,0.52,1.68,-0.33,-0.01,-1.19,-0.27,-0.29,4.42,3.3
1521,1.72,0.16,2.57,1.63,3.12,0.97,0.63,-0.28,-2.38,-0.33,1.48,1.68,-1.56,1.46,-0.47,-0.06,-0.7,0.28,3.92,4.35
1522,1.27,0.11,-0.17,0.92,-0.55,1.51,1.04,0.76,0.65,1.67,0.85,-0.98,1.28,0.08,-2.14,-0.28,0.78,0.07,1.11,4.83
1523,-0.49,0.97,0.69,0.44,-1.71,0.84,-0.22,0.68,-1.3,-0.11,-0.11,-1.29,-0.53,-0.33,-0.52,0.71,-0.9,0.51,0.92,3.85
1524,4.09,1.6,-1.54,1.04,1.52,1.11,0.51,1.51,1.24,0.0,1.71,0.47,-0.37,-2.31,-1.49,-0.79,-0.76,3.17,0.66,3.42
1525,0.63,2.0,-0.74,-0.33,1.14,0.22,0.04,-1.19,-0.36,0.63,0.57,-1.53,2.22,-0.09,-1.87,0.25,0.69,2.23,-0.99,4.06
1526,1.1,0.7,1.34,-0.67,3.16,-0.89,2.76,1.45,-1.18,-0.12,0.36,0.19,1.18,0.44,0.71,1.09,-2.01,0.59,4.3,2.73
1527,0.72,0.13,1.21,0.64,1.48,-0.53,0.75,-0.34,-1.97,-1.55,0.42,0.11,0.81,-0.42,-1.36,-0.54,1.08,2.8,2.49,1.39
1528,-0.2,-1.14,0.99,-0.16,-0.45,-0.06,-2.31,-0.68,1.31,-0.13,0.37,-2.52,-0.77,-1.09,1.12,-1.09,0.74,0.27,3.65,6.81
1529,-0.05,0.44,-0.12,-0.66,4.78,0.21,0.6,-0.1,-0.97,-0.83,0.4,-0.62,-0.02,-0.47,-1.03,0.27,1.11,1.64,5.06,2.14
1530,-0.03,-0.36,1.42,-0.53,-0.79,-1.56,-1.21,-1.01,-0.6,0.62,0.3,-0.36,-0.95,0.41,0.51,-0.72,0.54,3.37,-0.29,3.86
1531,1.14,-0.7,0.89,0.17,3.15,-1.72,2.59,0.83,-1.28,-0.74,-0.41,-0.36,1.12,0.88,1.16,0.35,2.2,0.63,4.59,2.02
1532,-1.84,-1.34,-0.48,0.23,3.55,-0.27,0.21,-1.6,-0.96,0.1,1.46,0.26,-0.13,-2.87,1.81,0.31,-1.23,0.36,5.12,0.19
1533,1.09,-0.42,1.1,1.16,4.46,0.2,-0.52,0.3,0.66,1.17,0.09,0.64,0.15,-1.04,0.75,0.5,0.38,-0.51,4.95,1.91
1534,-2.62,-0.8,-1.11,-0.53,2.14,-0.18,1.81,1.05,0.95,-0.12,0.12,0.48,0.2,-0.52,0.48,1.36,0.4,0.61,4.51,1.94
1535,-0.97,0.67,-0.24,-0.53,1.07,0.77,0.11,-0.37,-2.94,1.49,-1.39,-0.1,1.53,-0.02,-1.52,-0.99,1.12,-0.9,3.64,2.78
