,bknwy_cat,stlmt_cat,bkon8_cat,rkxwp_cat,skach_cat,skrxp_cat,rimmx_cat,wkpos_cat,reskd_cat,simpl_cat,thrsk_cat,qxmsq_cat,spcop_cat,wkovl_cat,wkcti_cat,skewr_cat,bkona_cat,hdchk_cat
361,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
362,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
363,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,t,f
364,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
365,f,f,f,f,f,f,f,t,f,t,t,f,f,t,f,t,f,f
366,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
367,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
368,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
369,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
370,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
371,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
372,f,f,f,f,f,f,f,t,f,t,t,f,f,t,f,t,f,f
373,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
374,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
375,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
376,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
377,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
378,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
379,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
380,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
381,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
382,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
383,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
384,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
385,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
386,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
387,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,t,f,f
388,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
389,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
390,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,f
391,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
392,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
393,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,t,f
394,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,f
395,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
396,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
397,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
398,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
399,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
400,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
401,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,t,f
402,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
403,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
404,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
405,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
406,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
407,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,f
408,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
409,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
410,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
411,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
412,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
413,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
414,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,t,f
415,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,f
416,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
417,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
418,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
419,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
420,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,t,f
421,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
422,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
423,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
424,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
425,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
426,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
427,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
428,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
429,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
430,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
431,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
432,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
433,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
434,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
435,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
436,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
437,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
438,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
439,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
440,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
441,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
442,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
443,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
444,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
445,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
446,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
447,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
448,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
449,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
450,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
451,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
452,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
453,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
454,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,f
455,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
456,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,f
457,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
458,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
459,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
460,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
461,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
462,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
463,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
464,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
465,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
466,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
467,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
468,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
469,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
470,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
471,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
472,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
473,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
474,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,t,f,f
475,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
476,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
477,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
478,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
479,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
480,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
481,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
482,f,f,f,f,f,f,f,t,f,t,t,f,f,t,f,f,f,f
483,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
484,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
485,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
486,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
487,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f,f,f
488,f,f,f,t,f,f,f,t,f,f,f,t,f,t,f,f,f,f
489,f,f,f,f,f,f,f,t,f,t,f,t,f,t,f,f,f,f
490,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
491,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
492,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
493,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
494,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f
495,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
496,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
497,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,t,f
498,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f
499,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
500,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
501,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
502,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
503,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
504,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
505,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
506,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
507,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
508,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,f
509,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
510,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
511,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
512,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
513,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
514,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
515,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
516,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
517,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
518,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
519,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
520,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
521,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
522,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
523,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
524,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
525,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
526,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
527,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
528,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
529,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,t,f,f
530,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
531,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
532,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
533,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
534,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
535,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
536,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
537,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
538,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
539,f,f,f,f,f,f,f,t,f,t,t,f,f,t,f,f,f,f
540,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
541,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
542,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
543,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
544,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
545,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
546,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
547,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
548,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
549,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
550,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
551,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
552,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
553,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
554,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
555,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
556,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
557,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
558,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
559,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
560,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
561,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
562,f,f,f,f,f,f,f,t,f,t,t,f,f,t,f,t,f,f
563,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
564,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
565,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
566,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
567,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
568,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
569,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
570,f,f,f,f,f,f,f,t,f,t,t,f,f,f,f,t,f,f
571,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
572,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
573,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
574,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
575,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
576,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
577,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
578,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
579,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
580,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
581,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
582,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
583,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
584,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
585,t,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
586,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
587,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,f
588,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
589,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
590,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
591,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
592,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
593,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
594,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
595,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
596,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
597,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f,f,f
598,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
599,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
600,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
601,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
602,f,f,f,f,f,f,f,t,f,t,t,f,f,t,f,f,f,f
603,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
604,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
605,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
606,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
607,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
608,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
609,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
610,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
611,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
612,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
613,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
614,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
615,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
616,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
617,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f
618,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,t,f
619,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f
620,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
621,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
622,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
623,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
624,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f
625,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f
626,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
627,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
628,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,t,f
629,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
630,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
631,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
632,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
633,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,t,f
634,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
635,t,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
636,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
637,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
638,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
639,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
640,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
641,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
642,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
643,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
644,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
645,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,t,f,f
646,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
647,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
648,f,f,f,f,f,f,f,t,f,t,t,f,f,t,f,t,f,f
649,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
650,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
651,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
652,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
653,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
654,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
655,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
656,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,f
657,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
658,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
659,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
660,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
661,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
662,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
663,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
664,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
665,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
666,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
667,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
668,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
669,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
670,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
671,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
672,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
673,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
674,f,f,f,f,f,f,f,t,f,t,t,f,f,t,f,f,f,f
675,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
676,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
677,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
678,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f
679,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,t,f
680,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
681,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
682,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
683,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
684,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
685,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
686,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
687,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
688,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
689,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
690,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
691,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
692,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
693,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
694,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
695,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
696,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
697,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
698,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
699,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
700,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
701,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
702,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
703,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
704,f,f,f,t,f,f,t,t,f,f,f,f,f,t,f,t,f,f
705,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
706,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
707,f,f,f,t,f,f,t,t,f,t,f,f,f,t,f,t,f,f
708,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,t,f,f
709,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,t,f,f
710,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,t,f,f
711,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f
712,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f
713,f,f,f,f,f,f,t,t,f,t,t,f,f,f,f,t,f,f
714,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f
715,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
716,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
717,f,f,f,t,f,f,t,t,f,f,f,f,f,t,f,t,f,f
718,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
719,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
720,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,t,f,f
721,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,t,f,f
722,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,t,t,f
723,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f
724,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
