,product-type_cat,s_cat,steel_cat,phos_cat,corr_cat,lustre_cat,cbond_cat,oil_cat,m_cat,ferro_cat,p_cat,bw%2Fme_cat,jurofm_cat,len_num,shape_cat,blue%2Fbright%2Fvarn%2Fclean_cat,carbon_num,bc_cat,non-ageing_cat,width_num
362,C,,K,,,,,,,,,M,,0.0,COIL,,65.0,,,900.0
363,C,,R,,,,,,,,,M,,0.0,COIL,,0.0,,,1000.0
364,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,915.0
365,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
366,C,,A,,,Y,,,,,,M,,0.0,COIL,,0.0,,,610.0
367,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,N,1320.0
368,C,,R,,,,,,,,,B,,0.0,COIL,,0.0,,,1320.0
369,C,,A,,,,,,,Y,,,,762.0,SHEET,,0.0,,N,610.0
370,C,,A,,,Y,,,,,,,,0.0,COIL,,0.0,,N,610.0
371,C,,A,,,,,,,,,,,0.0,SHEET,,0.0,,,1220.0
372,C,,K,,,,,,,,,M,,0.0,COIL,,65.0,,,900.0
373,C,,,,,,,,,Y,,,,612.0,SHEET,,0.0,,,609.9
374,C,,R,,,,,,,,,,,612.0,SHEET,,0.0,,,1500.0
375,C,,R,,,,,,,,,,,4880.0,SHEET,,0.0,,,1320.0
376,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,1320.0
377,C,,A,,,,Y,,,,,,,0.0,COIL,,0.0,,N,900.1
378,C,,R,,,,,,,,,M,,0.0,COIL,,0.0,,,385.1
379,C,,,,,,,,,,,B,,762.0,SHEET,,0.0,,,1300.0
380,C,,A,,,,,,,,,B,,4880.0,SHEET,,0.0,,,610.0
381,C,,A,,,,Y,,,,,B,,612.0,SHEET,,0.0,,N,375.0
382,C,,,,,,Y,,,,,,,762.0,SHEET,,0.0,,,610.0
383,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
384,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
385,C,,A,,,,,Y,,,,,,0.0,COIL,,0.0,,,1220.0
386,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,1320.0
387,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
388,C,,A,,,,,N,,,,,,0.0,COIL,,0.0,,,610.0
389,C,,M,,,,,,,,,,,0.0,COIL,,0.0,,,609.9
390,C,,K,,,,,,,,,,,0.0,COIL,,65.0,,,610.0
391,C,,A,,,,,,,,,B,,4880.0,SHEET,,0.0,,,610.0
392,C,,A,,,,Y,,,,,B,,612.0,SHEET,,0.0,,N,609.9
393,C,,K,,,Y,,,,,,,,0.0,COIL,,65.0,,,900.0
394,C,,R,,,,,,,,,,,612.0,SHEET,,0.0,,,1500.0
395,C,,V,,,,,,,,,,,0.0,COIL,,0.0,,,20.0
396,C,,K,,,,,,,,,,,0.0,COIL,,45.0,,,900.0
397,C,,A,,,,,,,,,B,,4880.0,SHEET,,0.0,,,1220.0
398,C,,R,,,,,,,,,,,4880.0,SHEET,,0.0,,,1320.0
399,C,,R,,,,,,,,,,,612.0,SHEET,,0.0,,,610.0
400,C,,R,,,,,,,,,,,762.0,SHEET,,6.0,,,610.0
401,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,609.9
402,C,,M,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
403,C,,R,,,,,,,,,,,4880.0,SHEET,,0.0,,,610.0
404,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
405,C,,R,,,,,,,,,,,612.0,SHEET,,0.0,,,335.0
406,C,,S,,,,,,,,,,,0.0,COIL,,0.0,,,609.9
407,C,,M,,,,,,,,,,,1220.0,SHEET,,0.0,,,1050.0
408,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,75.0
409,C,,M,,,,,,,,,,,0.0,COIL,,0.0,,,1090.0
410,C,,A,,,,Y,,,,,,,0.0,COIL,,0.0,,,20.0
411,C,,,,,,,,,,,,,301.0,SHEET,B,0.0,,,609.9
412,C,,A,,,,,Y,,,,,,0.0,COIL,,0.0,,,610.0
413,C,,,,,,,,,Y,,,,0.0,COIL,,0.0,,,249.9
414,C,,A,,,,,Y,,,,,,762.0,SHEET,,0.0,,,610.0
415,C,,A,,,,,,,,,,,761.0,SHEET,,0.0,,,1320.0
416,C,,W,,,,,,,,,,,762.0,SHEET,,0.0,,,610.0
417,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
418,C,,K,,,,,,,,,,,0.0,COIL,,55.0,,,610.0
419,C,,K,,,,,,,,,,,0.0,COIL,,65.0,,,900.0
420,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
421,C,,V,,,,,,,,,,,762.0,SHEET,,0.0,,,1320.0
422,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,1320.0
423,C,,,,,,Y,,,,,,,0.0,COIL,,0.0,,,20.0
424,C,,A,,,,,,,,,,,612.0,SHEET,,0.0,,N,335.0
425,C,,A,,,,,Y,,,,,,762.0,SHEET,,0.0,,,1320.0
426,C,,A,,,,,,,,,B,,761.0,SHEET,,0.0,,,1220.0
427,C,,K,,,,,,,,,,,0.0,COIL,,55.0,,,900.0
428,C,,A,,,,Y,,,,,B,,269.0,SHEET,,0.0,,,255.1
429,C,,A,,,,Y,,,,,,,150.0,SHEET,,0.0,,,600.0
430,C,,A,,,,,N,,,,,,762.0,SHEET,,0.0,,,610.0
431,C,,R,,,,,,,,,,,881.0,SHEET,,0.0,,,831.9
432,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,20.0
433,C,,A,,,,Y,,,,,,,0.0,COIL,,0.0,,,610.0
434,C,,W,,,,,,,,,,,4880.0,SHEET,,0.0,,,1275.0
435,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,1220.0
436,C,,R,,,,,,,,,B,,762.0,SHEET,,0.0,,,595.0
437,C,,K,,,,,,,,,M,,0.0,COIL,,55.0,,,900.0
438,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,50.0
439,C,,R,,,,,,,,,,,3000.0,SHEET,,0.0,,,335.0
440,C,,M,,,,,,,,,M,,0.0,COIL,,0.0,,,1310.0
441,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,610.0
442,C,,R,,,,,,,,,M,,0.0,COIL,,0.0,,,610.0
443,C,,A,P,,,,,,,,,,762.0,SHEET,,0.0,,N,610.0
444,C,,A,,,Y,,,,,,,,0.0,COIL,,0.0,,,610.0
445,C,,A,,,,,,,,,B,,0.0,COIL,,0.0,,,1300.0
446,C,,R,,,,,,,,,,,612.0,SHEET,,0.0,,,1500.0
447,C,,R,,,,Y,,,,,,,4170.0,SHEET,,0.0,,,609.9
448,C,,A,,,Y,,,,,,,,0.0,COIL,,0.0,,,152.0
449,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,N,1320.0
450,C,,A,,,,,N,,,,,,4880.0,SHEET,,0.0,,,1320.0
451,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,610.0
452,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,N,1320.0
453,C,,A,,,,,Y,,,,,,612.0,SHEET,,0.0,,,1320.0
454,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,1525.0
455,C,,R,,,,,,,,,,,4170.0,SHEET,,0.0,,,610.0
456,C,,,,,,,,,,,,,0.0,COIL,,0.0,,,20.0
457,C,,R,,,,,,,,,B,,762.0,SHEET,,0.0,,,1300.0
458,C,,A,,,,,,,Y,,,,300.0,SHEET,,0.0,,N,610.0
459,C,,,,,,,,,Y,,,,0.0,COIL,,0.0,,,610.0
460,C,,A,,,,,Y,,,,,,762.0,SHEET,,0.0,,,1320.0
461,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
462,C,,A,,,,Y,,,,,,,0.0,COIL,,0.0,,,20.0
463,C,,R,,,,,,,,,,,4170.0,SHEET,,0.0,,,1500.0
464,C,,R,,,,,,,,,B,,761.0,SHEET,,0.0,,,1320.0
465,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,1320.0
466,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,300.1
467,C,,A,,,,,,,,,B,,0.0,COIL,,4.0,,,25.0
468,C,,R,,,,,,,,,M,,0.0,COIL,,0.0,,,1000.0
469,C,,A,,,,,,,,,B,,4880.0,SHEET,,0.0,,,609.9
470,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,50.0
471,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
472,C,,,,,,Y,,,,,,,0.0,COIL,,0.0,,,609.9
473,C,,R,,,,,,,,,,,612.0,SHEET,,0.0,,,609.9
474,C,,A,,,,Y,,,,,B,,4170.0,SHEET,,0.0,,N,610.0
475,C,,A,,,Y,,,,,,,,0.0,COIL,,0.0,,,610.0
476,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
477,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
478,C,,A,,,,,,,,,M,,0.0,COIL,,0.0,,,385.1
479,C,,A,,,Y,,,,,,,,0.0,COIL,,0.0,,,1320.0
480,C,,K,,,,,,,,,M,,0.0,COIL,,45.0,,,640.0
481,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,20.0
482,C,,A,,,,,,,,,B,,0.0,COIL,,0.0,,,1320.0
483,C,,A,,,,,,,,,,,614.0,SHEET,,0.0,,,609.9
484,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,N,1320.0
485,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,609.9
486,C,,K,,,,,,,,,,,0.0,COIL,,65.0,,,610.0
487,C,,K,,,Y,,,,,,M,,0.0,COIL,,55.0,,,900.0
488,C,,K,,,,,,,,,,,0.0,COIL,,45.0,,,900.0
489,C,,A,,,,,N,,,,,,762.0,SHEET,,0.0,,,610.0
490,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,609.9
491,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,610.0
492,C,,R,,,,,Y,,,,,,762.0,SHEET,,0.0,,,1320.0
493,C,,W,,,,,,,,,,,4880.0,SHEET,,0.0,,,1275.0
494,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,1220.0
495,C,,A,,,,,,,,,,,759.0,SHEET,,0.0,,,610.0
496,C,,A,,,,,,,,,,,3000.0,SHEET,,0.0,,,609.9
497,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,200.1
498,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,609.9
499,C,,A,,,,,,,Y,,,,3000.0,SHEET,,0.0,,N,335.0
500,C,,A,,,,,,,,,B,,4880.0,SHEET,,0.0,,,1250.0
501,C,,R,,,,Y,,,,,B,,762.0,SHEET,,0.0,,,1300.0
502,C,,A,,,,,,,,,,,612.0,SHEET,,0.0,,N,610.0
503,C,,R,,,,,,,,,,,4880.0,SHEET,,0.0,,,610.0
504,C,,,,,,Y,,,,,,,762.0,SHEET,,0.0,,,610.0
505,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,609.0
506,C,,A,,,,Y,,,,,,,150.0,SHEET,,0.0,,,1200.0
507,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,609.9
508,C,,A,,,,Y,,,,,B,,4170.0,SHEET,,0.0,,N,609.9
509,C,,R,,,,,,,,,B,,4880.0,SHEET,,0.0,,,1300.0
510,C,,A,,,,,,,,,B,,0.0,COIL,,0.0,,,20.0
511,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
512,C,,,,,,,,,,,B,,762.0,SHEET,,0.0,,,1300.0
513,C,,R,,,,Y,,,,,,,4170.0,SHEET,,0.0,,,1320.0
514,C,,A,,,,,,,,,B,,4880.0,SHEET,,0.0,,,520.0
515,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
516,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,610.0
517,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,610.0
518,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,N,610.0
519,C,,,P,,,,,,,,,,762.0,SHEET,,0.0,,,610.0
520,C,,A,,,,Y,,,,,,,0.0,COIL,,0.0,,,609.9
521,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,519.9
522,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,75.0
523,C,,K,,,,,,,,,M,,0.0,COIL,,55.0,,,900.0
524,C,,A,,,,,Y,,,,,,4880.0,SHEET,,0.0,,,610.0
525,C,,A,,,,Y,,,,,B,,762.0,SHEET,,0.0,,,356.1
526,C,,R,,,,,,,,,,,4880.0,SHEET,,0.0,,,1300.0
527,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,190.0
528,C,,W,,,,,,,,,,,0.0,COIL,,0.0,,,600.1
529,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,610.0
530,C,,A,,,,,,,Y,,,,0.0,COIL,,0.0,,N,609.9
531,C,,A,,,Y,,,,,,,,0.0,COIL,,0.0,,,609.9
532,C,,R,,,,,,,,,B,,150.0,SHEET,,0.0,,,610.0
533,C,,V,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
534,C,,K,,,,,,,,,M,,0.0,COIL,,45.0,,,640.0
535,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
536,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,1320.0
537,C,,,,,,,Y,,,,B,,4120.0,SHEET,,0.0,,,500.0
538,C,,K,,,,,,,,,M,,0.0,COIL,,45.0,,,900.0
539,C,,,,,,Y,,,,,,,762.0,SHEET,,0.0,,,1320.0
540,C,,R,,,,,,,,,,,4170.0,SHEET,,0.0,,,610.0
541,C,,K,,,Y,,,,,,,,0.0,COIL,,65.0,,,610.0
542,C,,K,,,,,,,,,M,,0.0,COIL,,65.0,,,640.0
543,C,,R,,,,,,,,,,,612.0,SHEET,,0.0,,,610.0
544,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,610.0
545,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,520.0
546,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,609.9
547,C,,A,,,,,,,,,B,,0.0,COIL,,0.0,,N,600.1
548,C,,V,,,,,,,,,,,4880.0,SHEET,,0.0,,,1320.0
549,C,,R,,,,,,,,,B,,762.0,SHEET,,0.0,,,610.0
550,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,1320.0
551,C,,A,,,,,,,,,,,612.0,SHEET,,0.0,,N,1220.0
552,C,,A,,,,,N,,,,,,4880.0,SHEET,,0.0,,,610.0
553,C,,A,,,,,,,,,B,,762.0,SHEET,,0.0,,,609.9
554,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,20.0
555,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
556,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,609.9
557,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,610.0
558,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,610.0
559,C,,W,,,,,,,,,,,762.0,SHEET,,0.0,,,1275.0
560,C,,,,,,Y,,,,,,,4170.0,SHEET,,0.0,,,1220.0
561,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,20.0
562,C,,K,,,,,,,,,,,0.0,COIL,,45.0,,,640.0
563,C,,R,,,,,,,,,,,762.0,SHEET,,6.0,,,1320.0
564,C,,R,,,,Y,,,,,B,,762.0,SHEET,,0.0,,,610.0
565,C,,K,,,,,,,,,M,,0.0,COIL,,45.0,,,900.0
566,C,,A,,,,,N,,,,,,0.0,COIL,,0.0,,,610.0
567,C,,A,,,,,,,,,,,1.0,SHEET,,0.0,,N,609.9
568,C,,A,,,,Y,,,,,B,,612.0,SHEET,,0.0,,N,609.9
569,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,1250.0
570,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
571,C,,,,,,,,,,,,,301.0,SHEET,B,0.0,,,300.1
572,C,,R,,,,,,,,,B,,762.0,SHEET,,0.0,,,1300.0
573,C,,A,,,,,,,,,B,,4880.0,SHEET,,0.0,,,610.0
574,C,,A,,,,Y,,,,,,,0.0,COIL,,0.0,,,599.9
575,C,,A,,,,Y,,,,,B,,4880.0,SHEET,,0.0,,,356.1
576,C,,R,,,,,,,,,B,,4880.0,SHEET,,0.0,,,610.0
577,C,,A,,,,Y,,,,,,,611.0,SHEET,,0.0,,,600.0
578,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
579,C,,A,,,Y,,,,,,,,0.0,COIL,,0.0,,,20.0
580,C,,A,,,,Y,,,,,B,,762.0,SHEET,,0.0,,N,610.0
581,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,610.0
582,C,,A,,,,Y,,,,,B,,762.0,SHEET,,0.0,,,356.0
583,C,,W,,,,,,,,,,,762.0,SHEET,,0.0,,,610.0
584,C,,R,,,,,,,,,B,,612.0,SHEET,,0.0,,,609.0
585,C,,,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
586,C,,,,,,,,,,,,,301.0,SHEET,,0.0,,,300.1
587,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,1320.0
588,C,,,,,,,,,,,,,762.0,SHEET,,0.0,,,610.0
589,C,,A,,,,,,,,,B,,301.0,SHEET,,0.0,,,1320.0
590,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,609.9
591,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
592,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,609.9
593,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,519.0
594,C,,K,,,,,,,,,,,0.0,COIL,,65.0,,,65.1
595,C,,R,,,,Y,,,,,B,,4170.0,SHEET,,0.0,,,610.0
596,C,,A,,,,,,,,,B,,4880.0,SHEET,,0.0,,,609.9
597,C,,,,,Y,,,,,,,,0.0,COIL,,0.0,,,610.0
598,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,1320.0
599,C,,R,,,,,,,,,,,761.0,SHEET,,0.0,,,1320.0
600,C,,K,,,Y,,,,,,,,0.0,COIL,,45.0,,,610.0
601,C,,R,,,,Y,,,,,,,0.0,COIL,,0.0,,,1220.0
602,C,,A,,,,,,,,,B,,762.0,SHEET,,0.0,,,520.0
603,C,,A,,,,,,,,,B,,762.0,SHEET,,0.0,,,1320.0
604,C,,A,,,,,N,,,,,,762.0,SHEET,,0.0,,,1320.0
605,C,,,,,,,,,Y,,,,4880.0,SHEET,,0.0,,,1220.0
606,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,0.0
607,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,1250.0
608,C,,K,,,Y,,,,,,M,,0.0,COIL,,55.0,,,640.0
609,C,,,,,,,,,Y,,,,0.0,COIL,,0.0,,,50.0
610,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,N,610.0
611,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,609.9
612,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,20.0
613,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
614,C,,,,,,,Y,,,,,,762.0,SHEET,,0.0,,,1320.0
615,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,609.9
616,C,,R,,,,,,,,,B,,762.0,SHEET,,0.0,,,610.0
617,C,,A,,,,,,,,,,,761.0,SHEET,,0.0,,,610.0
618,C,,A,,,Y,,,,,,,,0.0,COIL,,0.0,,,609.9
619,C,,A,,,,Y,,,,,,,0.0,COIL,,0.0,,,28.0
620,C,,A,,,,Y,,,,,B,,4170.0,SHEET,,0.0,,,610.0
621,C,,A,,,,,,,,,B,,761.0,SHEET,,0.0,,,1220.0
622,C,,R,,,,,,,,,B,,150.0,SHEET,,0.0,,,610.0
623,C,,R,,,Y,,,,,,,,762.0,SHEET,,0.0,,,610.0
624,C,,,,,,,,,,,,,761.0,SHEET,,0.0,,,610.0
625,C,,A,,,Y,,,,,,M,,0.0,COIL,,0.0,,,1000.0
626,C,,R,,,,,,,,,,,4880.0,SHEET,,6.0,,,610.0
627,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,610.0
628,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,609.9
629,C,,A,,,Y,,,,,,,,0.0,COIL,,0.0,,,610.0
630,C,,R,,,,,Y,,,,,,762.0,SHEET,,0.0,,,1320.0
631,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,50.0
632,C,,W,,,,,,,,,,,762.0,SHEET,,0.0,,,1274.9
633,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,150.0
634,C,,W,,,,,,,,,,,0.0,COIL,,0.0,,,609.9
635,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,609.9
636,C,,A,,,,,,,,,,,759.0,SHEET,,0.0,,,1320.0
637,C,,R,,,,,,,,,,,881.0,SHEET,,0.0,,,830.0
638,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,60.0
639,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
640,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
641,C,,,,,,Y,,,,,,,4170.0,SHEET,,0.0,,,1220.0
642,C,,R,,,,,,,,,,,4880.0,SHEET,,0.0,,,150.0
643,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
644,C,,A,,,,,N,,,,,,4880.0,SHEET,,0.0,,,1320.0
645,C,,A,,,,,Y,,,,,,762.0,SHEET,,0.0,,,1320.0
646,C,,M,,,,,,,,,,,1220.0,SHEET,,0.0,,,1050.0
647,C,,A,,,,,,,,,B,,4880.0,SHEET,,0.0,,,300.1
648,C,,A,,,,,,,Y,,B,,762.0,SHEET,,0.0,,N,1220.0
649,C,,R,,,,,,,,,,,761.0,SHEET,,0.0,,,610.0
650,C,,,,,,,,,,,,,612.0,SHEET,,0.0,,,610.0
651,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,609.9
652,C,,A,,,,,N,,,,,,4880.0,SHEET,,0.0,,,1320.0
653,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,610.0
654,C,,W,,,,,,,,,,,762.0,SHEET,,0.0,,,1275.0
655,C,,R,,,,Y,,,,,B,,611.0,SHEET,,0.0,,,1320.0
656,C,,R,,,,,,,,,,,1.0,SHEET,,0.0,,,610.0
657,C,,A,,,,Y,,,,,B,,270.0,SHEET,,0.0,,,255.0
658,C,,A,,,,,,,,,,,0.0,COIL,,8.0,,,20.0
659,C,,A,,,,,,,,,,,0.0,SHEET,,0.0,,,520.0
660,C,,A,,,,,,,,,B,,300.0,SHEET,,0.0,,,610.0
661,C,,A,,,,,N,,,,,,0.0,COIL,,0.0,,,610.0
662,C,,M,,,,,,,,,,,3000.0,SHEET,,0.0,,,610.0
663,C,,A,,,,,,,,,M,,0.0,COIL,,0.0,,,610.0
664,C,,K,,,,,,,,,M,,0.0,COIL,,55.0,,,900.0
665,C,,R,,,,,,,,,,,4880.0,SHEET,,6.0,,,1320.0
666,C,,A,,,,,,,Y,,B,,4880.0,SHEET,,0.0,,N,610.0
667,C,,R,,,,Y,,,,,,,4170.0,SHEET,,0.0,,,610.0
668,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,1320.0
669,C,,,,,,,,,,,,,762.0,SHEET,,0.0,,,374.9
670,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,609.9
671,C,,A,,,,,,,,,B,,4880.0,SHEET,,0.0,,,1250.0
672,C,,,,,,,,,,,,,0.0,COIL,,0.0,,,609.9
673,C,,R,,,,,N,,,,,,4880.0,SHEET,,0.0,,,610.0
674,C,,,,,Y,,,,,,,,0.0,COIL,,0.0,,,609.9
675,C,,A,,,,,,,,,B,,762.0,SHEET,,0.0,,,519.9
676,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,610.0
677,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,1250.0
678,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
679,C,,,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
680,C,,A,,,,Y,,,,,,,0.0,COIL,,0.0,,,20.0
681,C,,A,,,,,,,Y,,,,0.0,COIL,,0.0,,N,610.0
682,C,,M,,,,,,,,,,,4880.0,SHEET,,0.0,,,1320.0
683,C,,A,,,,,N,,,,,,760.0,SHEET,,0.0,,,1320.0
684,C,,K,,,,,,,,,M,,0.0,COIL,,55.0,,,640.0
685,C,,,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
686,C,,,,,Y,,,,,,,,0.0,COIL,,0.0,,,610.0
687,C,,A,,,,,Y,,,,,,4880.0,SHEET,,0.0,,,1320.0
688,C,,R,,,,,,,,,,,762.0,SHEET,,0.0,,,609.9
689,C,,R,,,,,,,,,,,4880.0,SHEET,,0.0,,,610.0
690,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,N,609.9
691,C,,R,,,,,,,,,B,,761.0,SHEET,,0.0,,,1320.0
692,C,,R,,,,,,,,,B,,0.0,COIL,,0.0,,,610.0
693,C,,A,,,,,,,Y,,,,761.0,SHEET,,0.0,,N,1220.0
694,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,1220.0
695,C,,R,,,,,,,,,B,,4170.0,SHEET,,0.0,,,1525.0
696,C,,A,,,,Y,,,,,,,0.0,COIL,,0.0,,,610.0
697,C,,R,,,,,,,,,,,0.0,COIL,,6.0,,,610.0
698,C,,A,,,Y,,,,,,,,0.0,COIL,,0.0,,,610.0
699,C,,A,,,,,Y,,,,,,4880.0,SHEET,,0.0,,,610.0
700,C,,A,,,,,,,,,B,,0.0,COIL,,0.0,,N,609.9
701,C,,R,,,Y,,,,,,,,0.0,COIL,,0.0,,,610.0
702,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
703,C,,A,,,,,,,Y,,B,,762.0,SHEET,,0.0,,N,610.0
704,C,,A,,,,,,,,,B,,762.0,SHEET,,0.0,,,610.0
705,C,,,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
706,C,,A,P,,,,,,,,,,0.0,COIL,,0.0,,N,609.9
707,C,,R,,,,,,,,,B,,762.0,SHEET,,0.0,,,1320.0
708,C,,A,,,,,,,Y,,,,612.0,SHEET,,0.0,,N,335.0
709,C,,A,,,,,,,,,,,761.0,SHEET,,0.0,,,610.0
710,C,,A,,,,,Y,,,,,,762.0,SHEET,,0.0,,,610.0
711,C,,R,,,,,,,,,B,,150.0,SHEET,,0.0,,,1320.0
712,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
713,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
714,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,609.9
715,C,,,,,,,,,,,,,0.0,COIL,,0.0,,,609.0
716,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,609.9
717,C,,A,,,,,,,,,B,,762.0,SHEET,,0.0,,,150.0
718,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,1320.0
719,C,,A,,,,,,,,,,,762.0,SHEET,,0.0,,,1220.0
720,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,1220.0
721,C,,W,,,,,,,,,,,4880.0,SHEET,,0.0,,,1274.9
722,C,,A,,,,,,,,,,,4880.0,SHEET,,0.0,,,610.0
723,C,,A,,,,,,,,,,,0.0,COIL,,0.0,Y,,606.9
724,C,,R,,,,,,,,,B,,762.0,SHEET,,0.0,,,609.9
725,C,,A,,,,,,,,,,,0.0,COIL,,0.0,,,610.0
726,C,,R,,,,,,,,,,,0.0,COIL,,0.0,,,20.0
