,company1_num,company2_num,company3_num,company4_num,company5_num,company6_num,company7_num,company8_num,company9_num,company10_num
330,32.219,56.375,20.75,45.75,85.125,27.375,68.75,22.125,45.25,48.25
331,32.109,56.625,20.625,45.25,85.875,26.75,69.0,22.0,45.25,48.125
332,32.891,56.375,20.25,45.25,84.125,26.625,69.375,21.875,45.25,48.875
333,33.672,56.25,20.625,45.875,84.375,26.75,69.875,21.75,45.125,52.375
334,33.719,55.875,20.5,45.25,84.75,26.875,69.875,22.125,44.875,52.0
335,34.281,56.75,20.625,45.25,84.5,27.125,69.625,22.125,44.75,51.375
336,34.828,56.875,20.75,45.125,83.5,26.75,69.875,22.0,44.125,51.5
337,34.563,56.625,20.625,45.0,82.0,26.75,70.0,22.25,44.25,51.0
338,34.0,56.0,20.5,44.875,80.625,26.625,69.625,22.0,44.75,50.5
339,34.063,56.875,20.625,44.0,80.375,26.75,70.125,22.0,44.75,50.625
340,33.719,57.0,20.375,43.75,78.75,26.25,68.875,21.875,43.875,50.0
341,33.609,56.375,20.625,43.875,78.75,26.375,68.375,21.875,43.25,50.25
342,33.5,56.25,20.75,43.5,78.625,26.25,68.375,21.875,42.875,50.0
343,34.5,56.25,20.625,43.625,79.125,26.25,68.375,21.875,42.875,50.375
344,35.563,56.5,20.875,44.125,79.375,26.375,68.875,22.125,43.5,51.625
345,36.281,56.5,20.875,45.125,78.875,26.25,69.25,22.25,44.0,52.5
346,36.609,56.75,20.875,45.625,78.625,26.125,69.625,22.25,43.75,51.5
347,35.938,57.0,21.0,45.875,78.75,26.875,70.125,22.0,44.0,51.75
348,35.781,57.25,21.125,46.125,78.875,26.125,70.75,22.0,44.25,51.625
349,35.719,57.75,21.25,46.0,79.0,26.125,71.125,22.125,45.0,51.5
350,35.563,57.75,21.375,46.5,78.75,26.0,71.375,22.375,45.625,51.625
351,35.063,57.75,21.5,45.875,78.625,25.875,71.125,22.125,45.75,51.5
352,35.172,58.0,21.875,46.0,80.125,25.875,71.75,22.25,46.25,51.375
353,35.219,58.25,22.0,45.625,80.5,25.875,71.625,22.375,45.75,51.25
354,35.563,58.5,22.375,46.0,80.25,25.375,71.75,22.375,45.875,51.625
355,36.0,57.625,22.0,45.5,79.5,25.125,71.375,22.25,44.75,51.25
356,35.719,57.375,22.25,45.5,79.625,24.75,71.25,22.375,45.5,51.375
357,35.563,57.5,22.5,45.25,79.75,25.0,71.25,22.375,45.0,51.25
358,35.0,58.25,22.375,45.125,79.375,25.375,71.375,22.0,46.0,51.125
359,33.609,57.125,22.0,44.875,78.875,25.25,72.0,21.875,45.125,50.0
360,34.109,57.0,21.75,45.0,78.75,24.625,72.5,22.0,44.875,50.0
361,34.438,57.625,21.875,45.0,78.75,25.125,72.5,22.0,45.125,50.375
362,34.391,58.0,21.75,44.875,78.375,25.625,73.5,22.125,45.375,51.0
363,33.781,58.0,21.75,44.875,79.0,25.5,73.375,22.125,45.25,50.875
364,34.672,57.625,21.875,44.875,79.0,26.0,73.125,22.25,45.5,50.625
365,34.172,57.125,21.5,44.875,79.0,25.625,73.375,22.25,45.5,50.25
366,34.5,57.0,21.75,45.375,79.375,26.375,74.5,22.375,45.5,50.875
367,33.672,56.75,21.5,44.875,79.0,26.375,73.0,22.25,45.375,50.875
368,33.5,57.25,21.625,45.375,78.875,26.625,73.125,22.125,45.25,50.875
369,33.922,57.5,21.5,45.5,79.125,26.5,73.125,22.25,45.125,50.75
370,33.578,57.625,21.375,45.5,78.625,26.5,74.25,22.125,45.125,51.375
371,33.172,57.625,21.875,46.25,78.5,26.25,73.5,22.25,45.0,51.25
372,34.0,57.125,21.75,46.875,78.125,26.5,73.75,22.5,45.125,51.125
373,34.5,57.5,21.75,47.75,77.375,27.125,74.0,22.75,46.125,52.375
374,34.328,57.875,21.5,48.125,75.625,27.0,74.625,22.375,45.25,51.625
375,34.172,58.125,21.375,48.125,75.5,27.25,74.625,22.5,45.0,51.75
376,32.922,58.0,21.25,47.75,73.25,26.0,74.125,22.5,44.875,51.125
377,32.422,57.875,21.0,46.75,72.875,26.0,73.5,22.125,43.875,50.0
378,32.0,58.25,20.5,46.375,73.625,26.125,72.625,22.0,43.0,50.25
379,32.672,58.625,20.5,46.25,74.75,26.125,72.75,22.0,43.75,50.375
380,32.578,58.375,20.375,46.375,75.25,26.375,72.75,22.125,44.75,50.375
381,32.422,58.5,20.5,47.25,75.5,26.125,73.875,22.0,45.75,50.625
382,33.078,59.0,20.625,47.875,76.25,26.0,75.875,22.0,46.375,51.25
383,33.172,59.75,21.0,47.75,77.25,26.25,75.875,22.25,46.375,51.5
384,33.578,59.75,21.125,48.0,78.125,26.375,77.0,22.0,46.375,52.625
385,33.75,60.25,21.5,47.75,79.25,26.625,77.0,22.125,46.125,53.5
386,33.75,59.875,21.625,47.625,78.75,26.0,76.625,22.125,46.875,53.0
387,33.75,60.0,21.875,47.75,79.625,26.5,76.875,22.375,48.0,53.375
388,34.078,60.0,22.25,47.0,77.75,26.875,76.5,22.25,47.875,53.25
389,33.578,60.125,22.375,46.375,77.375,27.0,75.375,21.875,47.625,52.75
390,33.922,59.375,22.5,46.125,72.0,26.75,75.75,22.375,48.625,54.625
391,34.75,58.75,22.25,46.0,71.375,25.5,75.5,22.375,48.25,54.375
392,35.0,58.25,22.125,45.75,72.25,25.75,75.75,22.5,48.625,55.0
393,35.0,57.625,21.75,46.125,72.375,25.75,75.5,22.625,48.5,54.625
394,34.75,57.5,21.75,46.25,73.25,25.75,75.875,22.75,48.375,54.875
395,34.25,57.125,21.5,47.0,73.375,25.0,77.25,22.75,48.5,55.125
396,34.672,57.125,21.125,48.25,72.875,25.125,77.75,22.875,48.375,54.75
397,35.0,57.375,21.25,48.125,73.25,25.25,79.5,22.5,48.375,54.875
398,34.922,58.375,21.0,48.5,74.75,25.875,79.25,22.875,48.625,54.875
399,34.0,58.75,21.0,48.125,74.375,25.625,78.125,22.75,48.75,54.125
400,33.672,58.625,20.375,48.125,73.875,25.5,78.0,22.875,48.625,54.375
401,33.422,58.125,19.875,47.625,73.0,25.5,77.875,22.75,48.375,54.25
402,33.5,57.75,19.75,47.375,73.0,25.375,78.0,23.0,49.0,53.75
403,34.25,58.25,20.25,48.25,73.875,25.75,79.0,23.625,49.0,54.5
404,35.922,58.375,20.375,48.875,73.875,25.625,79.5,23.25,49.125,54.125
405,35.5,57.75,20.125,48.75,73.875,25.625,78.875,22.875,48.5,54.125
406,35.422,58.875,20.125,48.875,73.875,25.5,79.125,22.75,48.5,54.5
407,34.828,58.0,19.75,48.625,73.5,25.375,77.875,22.75,48.25,54.0
408,34.828,58.375,20.25,48.375,73.25,25.5,79.25,22.5,47.5,53.375
409,35.328,58.625,20.125,48.75,73.25,25.25,79.0,23.0,47.875,54.5
410,35.422,59.25,20.25,48.375,73.125,25.25,79.625,22.75,48.0,55.0
411,35.328,59.125,20.0,48.0,72.75,25.5,79.625,22.75,48.0,54.25
412,35.672,59.125,20.125,49.375,73.25,25.5,79.5,23.0,48.0,55.0
413,35.828,57.625,20.125,48.875,72.25,25.125,77.875,22.25,47.75,53.625
414,35.172,57.5,19.75,48.375,71.75,24.625,78.375,22.5,47.5,53.625
415,35.422,57.375,20.0,48.625,70.625,24.875,78.25,22.625,47.625,54.125
416,36.828,57.625,20.375,49.5,71.25,25.25,80.5,23.0,48.125,56.0
417,36.75,57.5,20.25,49.625,71.5,25.0,79.875,22.875,48.25,55.625
418,36.828,58.0,20.375,50.125,70.75,25.0,80.375,23.375,48.25,55.375
419,35.672,58.0,20.125,50.125,70.75,24.625,80.125,23.25,48.125,54.875
420,36.172,58.0,20.0,51.125,70.75,24.125,80.0,23.5,47.875,54.625
421,36.5,58.0,20.125,51.875,71.0,24.25,80.0,23.625,48.125,55.75
422,37.578,58.25,20.0,51.5,72.375,24.375,80.75,23.875,48.375,56.625
423,37.672,57.75,20.25,51.25,72.25,24.0,80.0,24.0,47.625,56.875
424,37.0,57.5,20.75,50.875,72.0,23.625,79.5,23.625,47.5,55.375
425,36.672,58.0,20.875,50.125,71.875,23.625,79.0,24.0,47.5,55.875
426,37.078,57.0,20.5,50.0,72.25,23.375,78.75,24.5,47.75,56.125
427,36.078,56.875,20.5,49.75,72.75,23.75,78.5,24.25,46.875,55.5
428,37.0,57.25,21.125,49.75,73.0,23.625,79.0,24.5,47.125,55.5
429,37.422,57.125,21.0,49.5,72.625,23.75,78.25,24.375,47.375,55.0
430,37.078,56.625,20.875,49.875,72.75,23.375,77.625,24.375,47.375,54.875
431,37.672,57.375,21.125,49.75,72.75,23.625,78.375,25.0,47.875,55.875
432,38.078,57.375,22.0,51.0,72.625,23.75,78.875,25.0,47.875,56.375
433,38.75,57.0,21.5,50.25,72.5,23.625,78.875,24.625,47.625,55.625
434,39.078,57.375,21.5,50.75,72.25,23.625,78.75,24.625,47.5,55.75
435,39.0,57.375,21.0,50.625,72.625,23.25,79.125,24.25,47.625,55.625
436,39.25,57.625,21.125,50.625,72.625,23.25,78.75,24.125,47.25,55.625
437,38.672,57.125,20.875,50.375,72.125,23.0,78.5,23.75,47.0,55.625
438,38.328,57.25,20.875,50.75,72.125,22.625,78.625,23.875,46.875,55.625
439,38.422,57.5,20.625,50.75,71.25,22.375,78.625,23.75,46.75,55.625
440,38.25,58.0,20.625,51.375,70.625,23.0,79.0,23.75,46.75,55.5
441,38.0,58.125,20.625,52.75,70.375,23.0,79.25,23.375,46.5,55.625
442,37.75,58.25,20.625,53.0,69.625,22.875,80.0,23.5,47.125,55.75
443,39.828,58.625,20.5,53.25,70.375,22.5,81.0,24.375,47.625,56.5
444,39.672,58.75,20.375,52.75,70.5,22.125,82.25,24.5,47.5,56.75
445,39.172,59.0,20.5,52.75,70.5,21.25,82.5,24.375,47.625,56.375
446,39.172,58.75,20.5,52.5,70.875,21.75,82.5,24.5,47.625,56.375
447,39.0,58.25,20.625,52.5,71.5,21.625,83.625,24.625,47.875,56.25
448,38.922,58.375,20.375,52.5,71.0,21.625,84.25,24.75,48.375,56.375
449,39.672,58.75,20.125,52.25,71.0,22.125,84.125,24.5,48.125,55.875
450,40.922,58.875,19.875,52.0,70.5,22.125,83.5,24.5,47.875,55.625
451,38.25,55.5,19.5,48.0,69.625,21.5,81.25,22.375,45.5,53.0
452,39.5,54.0,19.375,49.5,68.5,21.75,80.875,23.5,47.0,53.75
453,39.0,54.375,19.375,50.25,68.75,21.375,80.625,23.25,46.875,53.25
454,38.5,54.875,19.25,51.375,68.75,21.125,80.75,23.375,46.875,53.75
455,39.078,54.875,19.625,51.5,68.625,21.5,82.875,23.75,47.375,54.875
456,39.0,54.875,19.625,51.0,68.75,21.125,85.0,24.625,47.375,55.25
457,38.422,54.25,19.5,50.125,68.25,21.375,83.125,24.375,47.5,54.625
458,38.422,53.625,19.0,49.875,67.5,21.125,81.875,27.125,46.875,53.625
459,38.328,53.125,19.0,49.875,67.125,21.0,82.625,25.0,46.75,53.125
460,37.078,52.5,19.125,49.5,67.125,20.875,81.375,25.125,46.5,52.625
461,36.422,52.25,18.875,49.125,66.5,20.25,80.5,25.25,46.875,51.625
462,36.328,52.25,18.75,48.5,67.875,19.625,80.375,24.75,46.5,52.125
463,37.5,52.5,18.375,48.875,68.625,19.75,80.75,24.25,46.875,53.375
464,37.422,53.0,18.25,48.75,68.75,19.5,81.875,24.25,46.875,53.375
465,37.578,52.25,18.75,48.5,68.625,19.25,80.5,23.5,46.875,53.375
466,37.828,52.75,19.0,48.125,69.5,18.875,81.125,23.25,47.25,53.25
467,36.328,52.125,18.625,47.375,68.375,18.0,79.625,23.25,46.875,52.25
468,35.75,52.25,18.625,47.5,68.625,18.375,79.75,24.25,46.875,52.5
469,36.5,52.25,18.625,48.0,68.5,18.875,80.875,24.125,46.875,53.625
470,36.922,52.25,18.5,47.875,68.25,18.75,80.0,23.5,46.875,53.25
471,37.328,52.0,18.375,47.875,68.625,18.75,80.625,24.375,47.125,54.375
472,37.25,51.375,18.25,47.375,69.125,18.75,80.25,23.875,46.875,54.5
473,36.922,51.0,18.375,47.25,69.25,18.5,78.0,23.625,47.0,53.75
474,37.422,50.625,18.25,45.875,69.125,18.625,76.75,23.25,47.125,54.5
475,37.672,50.375,18.25,45.25,69.25,18.875,76.5,22.875,47.0,54.125
476,38.672,49.0,18.125,44.0,69.375,18.875,75.375,22.875,46.875,54.375
477,39.672,44.125,17.125,39.5,68.25,17.625,68.625,21.375,45.875,50.625
478,38.5,43.125,17.0,38.5,67.625,16.375,68.5,21.0,44.5,51.625
479,38.922,43.25,17.125,39.75,67.5,16.0,69.25,20.875,44.375,52.25
480,39.328,43.25,17.125,40.125,67.75,16.375,68.5,21.125,45.25,52.125
481,39.172,44.0,17.25,39.5,67.0,16.625,68.625,20.875,45.5,52.75
482,39.828,44.0,17.125,39.875,65.5,17.25,68.25,21.125,45.5,52.625
483,39.828,43.5,17.125,40.375,63.5,17.625,66.75,21.125,45.5,52.375
484,40.0,43.625,17.125,40.0,62.75,17.25,65.5,21.125,45.875,51.75
485,41.0,43.5,17.125,40.125,63.125,17.375,66.0,20.875,46.625,52.625
486,40.422,43.375,16.75,39.875,62.875,17.125,65.625,20.75,47.0,51.625
487,40.828,43.625,16.375,39.875,62.75,17.125,65.5,20.75,47.375,52.125
488,40.5,43.75,16.375,39.125,61.625,17.25,65.125,20.125,48.125,52.125
489,40.328,44.75,16.125,39.125,61.375,16.875,66.25,20.25,48.25,51.875
490,40.0,44.625,16.0,40.25,62.0,17.125,67.375,21.125,49.25,52.625
491,39.25,45.125,16.125,39.75,61.5,17.5,68.625,21.0,49.375,53.875
492,39.172,45.25,16.125,39.375,61.875,17.5,69.625,21.0,49.75,52.875
493,39.25,45.375,16.125,40.0,62.0,17.5,69.375,21.5,49.25,53.375
494,38.922,46.0,16.25,40.0,61.625,18.25,69.5,22.125,49.0,53.25
495,39.328,46.625,16.125,40.0,61.625,18.5,68.875,22.5,49.5,53.375
496,38.172,46.125,15.625,40.125,60.875,17.75,66.875,23.0,49.25,52.5
497,38.328,45.5,14.875,40.125,60.125,17.0,66.0,22.5,48.75,52.5
498,38.0,45.5,15.125,41.0,60.125,17.0,66.375,21.75,48.25,52.875
499,39.0,46.25,15.25,41.25,60.25,17.375,67.25,21.625,48.375,52.0
500,38.328,46.125,15.75,41.875,60.75,17.25,67.375,22.375,48.75,52.625
501,38.922,45.625,15.625,42.625,61.0,17.125,66.875,22.5,48.625,52.75
502,38.0,44.875,15.5,44.25,61.5,17.25,68.875,23.0,49.25,53.0
503,38.672,44.625,15.375,44.0,61.75,17.5,69.5,23.25,49.375,53.875
504,39.578,44.875,15.375,44.375,61.25,17.5,69.5,23.75,49.375,54.25
505,41.0,45.375,16.125,44.25,61.75,18.0,69.75,24.25,49.875,55.5
506,42.0,46.125,16.0,45.25,63.375,18.0,70.0,23.375,51.25,54.875
507,41.828,45.875,15.75,46.25,63.0,17.875,71.0,22.875,50.75,54.75
508,41.25,45.5,15.75,45.875,62.5,18.0,70.0,23.25,50.5,54.75
509,41.75,45.25,15.375,46.375,62.875,18.5,69.875,23.375,50.0,55.0
510,41.25,44.125,15.125,45.875,62.625,17.875,68.25,22.5,49.25,54.375
511,41.422,42.75,15.25,45.125,62.25,17.75,67.25,22.25,48.75,54.125
512,40.828,42.25,15.625,43.875,62.25,18.0,67.25,22.625,49.375,54.0
513,40.0,41.625,15.5,42.75,61.5,17.625,66.625,22.125,48.375,52.625
514,39.578,41.375,15.25,43.25,62.25,18.0,66.625,21.875,48.0,52.25
515,39.922,41.5,15.375,43.0,63.0,18.125,66.75,22.5,48.125,52.125
516,40.172,41.125,15.125,42.375,63.0,17.625,67.5,22.5,47.875,52.0
517,40.0,41.375,14.875,42.625,62.75,18.0,68.0,23.375,48.75,51.625
518,40.578,41.5,14.375,42.375,62.25,18.25,68.25,23.875,48.375,52.75
519,39.5,40.75,13.875,41.75,60.25,17.375,67.125,22.875,47.5,51.5
520,39.328,40.5,13.5,41.625,59.875,17.75,66.625,23.125,47.625,51.75
521,39.672,40.375,13.375,41.75,59.875,17.625,65.375,23.0,47.0,51.5
522,38.672,39.25,13.25,42.0,58.25,17.5,65.0,22.375,46.875,50.5
523,38.578,39.875,13.25,41.625,57.625,18.0,65.25,22.0,46.25,50.0
524,38.25,39.375,13.125,41.5,54.875,17.75,65.125,22.25,46.0,50.125
525,38.828,40.0,13.125,40.75,51.375,18.375,65.375,22.375,46.5,50.0
526,39.5,40.625,13.25,41.125,50.375,18.125,66.0,23.0,47.875,49.875
527,40.828,40.125,12.875,41.625,50.625,17.875,65.75,22.25,48.25,50.25
528,41.5,39.75,13.25,40.75,50.875,17.625,64.125,22.25,48.25,50.0
529,42.078,39.375,13.0,39.625,52.5,17.5,64.125,22.125,47.625,50.75
530,42.328,38.0,12.875,39.25,52.125,17.0,62.625,21.75,47.625,49.875
531,42.328,38.125,12.75,39.5,53.25,17.5,61.75,21.5,48.0,49.875
532,41.672,37.25,12.875,40.25,54.875,17.625,60.75,21.0,47.75,49.5
533,41.578,37.0,13.375,39.75,56.25,17.75,61.0,21.25,48.375,50.125
534,41.5,36.25,13.375,39.625,53.5,17.875,60.125,21.125,47.375,50.0
535,41.422,36.25,13.5,39.75,52.875,17.875,60.625,21.5,47.875,50.875
536,42.328,36.875,13.375,39.75,53.125,17.625,61.0,21.625,47.625,51.125
537,42.328,37.0,13.25,39.75,53.75,17.625,62.875,22.0,46.875,51.875
538,41.922,36.75,13.25,39.75,54.5,17.5,62.125,21.625,47.375,51.125
539,41.0,36.625,13.625,39.375,55.125,17.0,62.25,21.125,46.875,49.875
540,40.328,36.5,13.875,38.75,55.25,17.0,61.375,21.25,47.125,49.75
541,40.422,36.375,14.5,38.875,55.25,16.5,60.75,21.0,47.0,49.5
542,40.0,36.25,14.75,38.25,54.25,16.25,61.125,20.875,47.375,49.5
543,40.75,36.5,14.875,38.625,55.125,15.625,61.25,21.625,48.25,49.75
544,41.078,36.75,14.125,38.625,54.5,15.75,61.5,21.375,49.0,50.375
545,42.578,37.25,13.875,39.375,54.5,16.125,61.25,21.625,49.5,51.125
546,43.328,37.875,13.875,38.75,54.5,16.25,60.5,21.25,50.0,51.625
547,43.25,38.0,13.75,38.75,54.5,16.25,61.0,21.5,50.5,51.75
548,43.328,37.625,13.5,39.5,54.625,16.25,61.625,21.0,49.75,52.25
549,43.5,38.0,13.625,40.25,55.0,17.0,62.0,21.5,49.75,52.625
550,44.078,37.75,13.875,40.75,55.25,17.0,61.125,20.875,49.75,53.5
551,44.75,38.0,14.375,42.75,56.625,17.625,61.875,21.625,50.5,53.625
552,45.172,37.75,14.5,43.0,58.0,17.125,62.0,21.75,49.625,54.5
553,44.672,37.5,14.375,43.75,57.25,17.125,61.75,21.625,50.25,54.375
554,44.328,37.125,14.125,42.625,55.875,16.875,61.75,21.5,49.75,54.5
555,45.0,37.25,14.25,41.25,56.0,16.875,61.625,21.75,50.0,54.5
556,44.922,37.5,14.375,41.375,56.0,17.0,61.875,21.875,49.625,54.625
557,46.5,37.875,14.5,41.625,56.75,16.625,62.625,22.375,50.5,56.0
558,47.672,37.5,15.125,41.875,56.5,16.0,63.875,22.25,51.25,56.125
559,47.0,37.0,15.25,41.25,56.25,15.875,63.5,22.0,50.25,56.75
560,47.422,37.125,15.5,41.875,56.0,16.0,63.875,21.875,50.75,56.75
561,47.5,37.625,15.5,42.375,55.375,16.375,62.625,22.25,50.375,56.125
562,48.828,37.625,15.5,42.25,55.375,15.875,63.25,22.25,50.25,56.75
563,48.0,38.0,15.625,42.75,55.625,15.75,63.5,22.375,50.75,56.625
564,48.5,38.875,16.25,43.75,56.125,15.375,64.125,22.75,50.875,56.5
565,48.578,38.5,16.375,43.125,56.0,15.0,63.625,22.5,51.0,57.0
566,48.25,37.75,16.5,43.375,56.125,14.875,64.0,22.375,51.125,57.875
567,47.828,37.5,16.375,42.625,55.5,14.75,64.375,22.25,51.25,57.25
568,47.578,37.0,16.0,42.0,55.375,14.75,63.375,22.25,50.25,56.25
569,48.828,37.375,16.125,42.5,55.875,15.0,64.5,22.5,51.25,56.875
570,48.0,37.25,15.75,42.0,57.125,15.0,65.125,22.125,50.875,56.75
571,48.578,37.25,15.5,42.0,57.0,15.625,65.375,22.25,51.0,56.625
572,48.578,37.75,15.5,42.5,56.5,16.25,65.375,22.25,50.25,56.5
573,48.25,38.125,15.375,43.375,56.5,16.75,64.75,22.25,49.75,56.5
574,48.078,37.875,15.625,43.5,56.5,17.0,64.875,22.5,49.375,57.125
575,48.328,37.25,15.375,42.75,56.375,17.125,65.0,22.875,48.375,56.5
576,48.75,37.375,15.25,43.25,55.875,16.625,65.5,23.375,48.875,56.875
577,48.828,37.5,15.125,43.375,56.0,16.375,65.5,23.625,48.75,57.625
578,48.672,37.375,15.125,43.875,56.875,16.75,65.125,24.0,48.125,57.375
579,47.672,37.375,15.125,42.75,56.5,16.75,65.375,24.125,47.625,57.0
580,47.422,37.375,14.875,42.25,56.25,16.5,65.125,24.0,48.0,56.375
581,47.0,37.25,14.0,41.375,55.125,16.875,65.375,24.0,46.875,56.125
582,46.672,36.5,13.625,40.75,51.25,16.125,65.0,24.0,46.75,55.875
583,46.578,36.75,13.625,40.5,50.0,15.625,64.5,23.75,46.5,55.75
584,46.578,36.625,13.625,40.75,51.0,16.0,64.0,24.0,46.75,55.75
585,46.672,36.25,13.625,41.25,51.125,15.75,63.375,24.25,47.125,55.625
586,45.828,35.5,13.625,40.625,47.625,15.25,62.875,24.0,46.75,54.625
587,46.5,34.75,13.875,40.25,46.75,15.375,62.5,24.625,46.75,55.0
588,48.172,35.0,13.875,40.875,47.0,15.5,62.375,24.875,47.0,55.625
589,48.672,34.75,13.875,41.25,48.875,15.625,62.25,25.0,47.75,56.375
590,49.0,34.5,13.75,41.0,47.625,16.25,63.125,24.875,48.625,56.375
591,49.328,34.5,14.0,42.5,47.5,16.75,64.125,24.875,49.0,56.75
592,48.922,34.25,13.625,42.625,48.125,17.125,64.125,25.0,48.625,56.625
593,49.172,34.0,13.875,43.625,47.875,17.25,64.375,25.125,48.875,57.0
594,49.172,33.375,13.75,43.75,47.625,17.5,64.0,24.875,49.25,56.75
595,50.25,33.25,13.75,43.125,47.125,17.375,64.0,24.625,49.875,57.0
596,52.0,33.5,13.875,44.75,48.875,17.75,64.625,25.0,50.875,57.875
597,52.0,33.75,14.0,44.625,47.875,17.5,64.75,25.375,51.0,58.0
598,51.328,34.125,14.125,44.875,46.0,17.375,64.25,25.25,50.0,57.625
599,51.0,34.25,14.25,43.875,44.875,17.5,64.375,25.375,50.0,57.125
600,51.422,34.5,14.25,43.25,45.125,17.375,64.75,25.375,49.75,57.375
601,51.922,34.625,14.75,43.125,45.375,18.125,64.75,25.875,49.75,56.75
602,52.75,34.375,14.75,43.375,45.75,18.0,64.625,25.75,50.0,57.875
603,53.078,34.375,14.75,43.125,46.0,17.625,64.125,25.75,49.625,58.375
604,54.078,34.0,15.0,43.0,46.0,17.75,63.875,26.375,49.875,58.25
605,55.078,34.375,15.0,42.0,46.0,17.75,62.875,26.5,49.75,57.875
606,54.5,34.375,15.375,43.0,46.0,17.5,61.25,26.625,49.625,56.75
607,54.578,35.0,15.625,42.5,45.75,18.125,63.5,27.125,50.0,57.75
608,54.672,35.25,15.5,42.625,45.625,17.75,63.75,27.5,50.0,58.0
609,55.078,35.5,15.5,42.625,45.375,17.875,63.0,27.375,50.125,58.625
610,56.5,35.0,15.875,42.875,45.75,17.75,62.25,27.375,50.0,59.25
611,57.578,35.375,15.75,43.125,46.125,17.75,62.5,27.375,50.0,60.0
612,56.828,35.75,16.0,43.0,45.875,17.75,62.25,27.25,49.875,59.75
613,56.672,35.625,16.125,43.125,45.875,18.0,63.125,27.625,49.875,60.0
614,55.922,35.875,16.125,43.0,45.75,17.875,63.375,27.625,49.875,59.25
615,55.0,36.0,15.75,42.625,45.875,17.625,64.5,27.625,49.625,58.0
616,58.5,35.875,15.875,43.125,45.25,17.875,64.25,27.5,50.0,58.375
617,58.875,35.875,16.125,44.5,44.125,18.125,64.375,27.625,50.75,59.625
618,59.75,35.75,15.75,43.75,42.5,18.375,64.375,27.875,50.375,59.75
619,60.125,35.5,16.0,45.0,39.375,19.375,64.75,27.875,50.125,60.0
620,60.125,35.625,16.125,45.75,38.625,18.875,65.0,27.875,50.0,60.25
621,59.0,35.125,15.75,45.25,38.25,18.875,64.75,27.375,49.75,58.875
622,58.625,35.125,15.75,45.375,38.625,19.625,65.0,27.375,49.625,59.25
623,58.125,34.5,15.875,45.625,39.5,19.75,64.75,27.5,49.125,59.75
624,59.0,34.5,16.375,43.875,35.75,19.75,64.5,27.5,49.25,60.125
625,57.375,33.5,16.5,43.25,34.5,18.875,62.5,26.875,48.625,58.0
626,57.25,32.5,16.375,41.5,34.5,18.0,61.875,27.125,47.625,57.75
627,57.625,32.125,16.25,41.75,34.875,18.25,62.125,27.0,47.125,58.0
628,58.75,32.75,16.375,42.75,35.25,18.5,62.125,27.125,47.375,57.875
629,59.0,32.125,17.75,42.75,35.875,18.875,62.5,27.5,47.0,57.5
630,58.5,32.0,19.0,42.875,36.5,18.5,62.375,27.375,46.5,57.25
631,59.125,32.0,18.0,42.375,38.125,18.25,61.875,27.625,45.625,57.5
632,59.75,32.125,17.75,41.625,39.0,18.5,61.625,27.625,45.125,57.875
633,59.25,31.75,16.375,40.625,40.875,17.75,61.125,27.25,44.75,56.875
634,60.5,32.125,16.25,40.375,43.375,17.875,61.375,27.625,46.125,57.5
635,60.375,33.0,16.5,40.25,44.0,17.875,61.75,27.625,46.5,58.125
636,60.0,32.625,16.125,39.875,43.875,17.875,61.0,27.25,47.125,57.25
637,61.5,31.875,16.375,40.5,43.5,18.125,60.875,27.125,47.625,57.25
638,61.125,31.75,16.375,40.75,43.625,18.125,62.5,27.5,48.125,58.25
639,61.125,31.625,16.0,41.625,44.875,18.0,63.625,28.125,47.125,58.875
640,61.125,31.875,15.875,41.625,42.5,18.25,64.0,28.125,47.125,60.375
641,60.25,31.625,15.5,41.625,41.25,18.0,62.625,28.125,46.875,62.0
642,59.5,31.5,15.25,41.125,43.0,18.625,63.75,28.25,45.625,60.5
643,59.0,32.0,15.0,41.125,42.5,18.0,64.375,28.375,46.0,60.25
644,58.0,31.75,14.75,40.875,42.25,17.875,63.5,28.0,45.25,60.5
645,55.875,30.5,14.125,39.875,41.375,17.0,61.875,27.5,42.875,59.875
646,56.875,30.625,14.25,39.75,41.625,17.0,61.0,26.875,44.25,59.5
647,58.25,30.0,14.75,39.875,42.25,16.375,59.875,26.5,42.75,59.125
648,59.125,29.5,14.75,39.875,42.625,15.5,58.5,26.25,42.5,59.125
649,59.25,27.375,15.5,38.25,42.75,14.125,58.75,26.375,42.75,59.5
650,58.625,26.75,16.0,38.5,42.75,14.125,58.875,26.625,43.625,59.625
651,57.75,26.75,15.75,38.125,43.375,14.375,58.375,26.625,43.75,59.25
652,55.75,26.75,16.125,38.0,43.0,14.25,58.0,26.625,42.75,58.5
653,53.5,28.25,16.25,38.625,44.0,14.625,60.75,27.0,41.875,56.875
654,54.0,29.0,15.875,38.25,44.5,15.125,63.875,26.75,42.0,56.125
655,50.5,30.0,15.5,38.125,43.75,15.375,62.75,25.25,41.25,54.625
656,52.0,29.75,15.125,37.0,42.375,15.375,62.0,25.5,40.5,51.875
657,53.0,28.625,15.0,36.875,43.0,15.25,61.25,26.0,40.25,53.125
658,54.5,28.0,14.875,37.125,42.75,15.0,60.375,26.125,40.125,52.5
659,53.25,27.5,14.625,37.125,44.0,14.75,60.625,25.875,39.75,51.0
660,52.625,27.0,15.75,36.5,43.75,14.75,62.0,26.0,40.25,51.625
661,52.0,26.875,15.75,35.75,43.5,15.0,61.25,26.5,40.375,51.25
