,m_cat,strength_num,bc_cat,class_cat,product-type_cat,jurofm_cat,enamelability_cat,len_num,bw%2Fme_cat,s_cat,bore_cat,ferro_cat,marvi_cat,surface-quality_cat,bt_cat,family_cat,lustre_cat,oil_cat,exptl_cat,shape_cat
375,,0.0,,2,C,,,4880.0,,,0,,,,,,,,,SHEET
376,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
377,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
378,,0.0,,3,C,,,0.0,M,,0,,,E,,,,,,COIL
379,,0.0,,3,C,,,762.0,B,,0,,,G,,,,,,SHEET
380,,0.0,,3,C,,,4880.0,B,,0,,,F,,,,,,SHEET
381,,0.0,,3,C,,,612.0,B,,0,,,E,,,,,,SHEET
382,,0.0,,3,C,,,762.0,,,0,,,G,,,,,,SHEET
383,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
384,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
385,,0.0,,U,C,,,0.0,,,0,,,G,,,,Y,,COIL
386,,0.0,,3,C,,,762.0,,,0,,,D,,,,,,SHEET
387,,0.0,,2,C,,,0.0,,,0,,,,,,,,,COIL
388,,0.0,,3,C,,,0.0,,,0,,,D,,,,N,,COIL
389,,350.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
390,,0.0,,3,C,,,0.0,,,0,,,,,,,,,COIL
391,,0.0,,3,C,,,4880.0,B,,0,,,D,,,,,,SHEET
392,,0.0,,3,C,,,612.0,B,,0,,,E,,,,,,SHEET
393,,0.0,,3,C,,,0.0,,,0,,,,,,Y,,,COIL
394,,0.0,,2,C,,,612.0,,,0,,,,,,,,,SHEET
395,,0.0,,2,C,,2,0.0,,,0,,,,,,,,,COIL
396,,0.0,,3,C,,,0.0,,,0,,,,,,,,,COIL
397,,0.0,,3,C,,,4880.0,B,,0,,,F,,,,,,SHEET
398,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
399,,0.0,,2,C,,,612.0,,,0,,,,,,,,,SHEET
400,,0.0,,3,C,,,762.0,,,0,,,,,,,,,SHEET
401,,0.0,,3,C,,,762.0,,,0,,,F,,,,,,SHEET
402,,350.0,,3,C,,,0.0,,,0,,,G,Y,,,,,COIL
403,,0.0,,2,C,,,4880.0,,,0,,,,Y,,,,,SHEET
404,,0.0,,3,C,,,0.0,,,0,,,E,,ZS,,,,COIL
405,,0.0,,2,C,,,612.0,,,0,,,,,,,,,SHEET
406,,700.0,,1,C,,,0.0,,,0,,,,,,,,,COIL
407,,600.0,,2,C,,,1220.0,,,0,,,G,,,,,,SHEET
408,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
409,,600.0,,2,C,,,0.0,,,0,,,G,,,,,,COIL
410,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
411,,500.0,,2,C,,,301.0,,,0,,,,,,,,,SHEET
412,,0.0,,U,C,,,0.0,,,0,,,G,,,,Y,,COIL
413,,0.0,,5,C,,,0.0,,,0,Y,,,,TN,,,,COIL
414,,0.0,,3,C,,,762.0,,,0,,,E,,,,Y,,SHEET
415,,0.0,,3,C,,,761.0,,,0,,,D,,,,,,SHEET
416,,310.0,,3,C,,,762.0,,,0,,,G,,,,,,SHEET
417,,0.0,,3,C,,,0.0,,,0,,,E,Y,,,,,COIL
418,,0.0,,3,C,,,0.0,,,0,,,,,,,,,COIL
419,,0.0,,3,C,,,0.0,,,0,,,,,,,,,COIL
420,,500.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
421,,0.0,,2,C,,2,762.0,,,0,,,,,,,,,SHEET
422,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
423,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
424,,0.0,,3,C,,,612.0,,,0,,,E,,ZS,,,,SHEET
425,,0.0,,3,C,,,762.0,,,0,,,E,,,,Y,,SHEET
426,,0.0,,3,C,,,761.0,B,,0,,,D,,,,,,SHEET
427,,0.0,,3,C,,,0.0,,,0,,,,,,,,,COIL
428,,0.0,,3,C,,,269.0,B,,0,,,G,,,,,,SHEET
429,,0.0,,U,C,,,150.0,,,0,,,E,Y,ZS,,,,SHEET
430,,0.0,,3,C,,,762.0,,,0,,,G,,,,N,,SHEET
431,,0.0,,2,C,,,881.0,,,0,,,,,,,,,SHEET
432,,0.0,,3,C,,,0.0,,,0,,,G,,ZS,,,,COIL
433,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
434,,310.0,,3,C,,,4880.0,,,0,,,G,,,,,,SHEET
435,,0.0,,3,C,,,4880.0,,,0,,,F,,,,,,SHEET
436,,0.0,,3,C,,,762.0,B,,0,,,E,,,,,,SHEET
437,,0.0,,3,C,,,0.0,M,,0,,,,,,,,,COIL
438,,0.0,,3,C,,,0.0,,,0,,,E,,ZS,,,,COIL
439,,0.0,,2,C,,,3000.0,,,0,,,,,,,,,SHEET
440,,350.0,,3,C,,,0.0,M,,0,,,G,Y,,,,,COIL
441,,0.0,,2,C,,,762.0,,,0,,,,Y,,,,,SHEET
442,,0.0,,3,C,,,0.0,M,,600,,,E,Y,,,,,COIL
443,,0.0,,5,C,,,762.0,,,0,,,,,TN,,,,SHEET
444,,0.0,,3,C,,,0.0,,,600,,,G,,,Y,,,COIL
445,,0.0,,3,C,,,0.0,B,,0,,,G,,,,,,COIL
446,,0.0,,2,C,,,612.0,,,0,,,,,,,,,SHEET
447,,0.0,,3,C,,,4170.0,,,0,,,E,,,,,,SHEET
448,,0.0,,3,C,,,0.0,,,0,,,E,,,Y,,,COIL
449,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
450,,0.0,,3,C,,,4880.0,,,0,,,G,,,,N,,SHEET
451,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
452,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
453,,0.0,,U,C,,,612.0,,,0,,,G,,,,Y,,SHEET
454,,500.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
455,,0.0,,2,C,,,4170.0,,,0,,,,,,,,,SHEET
456,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
457,,0.0,,2,C,,,762.0,B,,0,,,,,,,,,SHEET
458,,0.0,,5,C,,,300.0,,,0,Y,,,,TN,,,,SHEET
459,,0.0,,5,C,,,0.0,,,0,Y,,,,TN,,,,COIL
460,,0.0,,3,C,,,762.0,,,0,,,E,,,,Y,,SHEET
461,,0.0,,3,C,,,0.0,,,600,,,G,Y,,,,,COIL
462,,0.0,,3,C,,,0.0,,,0,,,E,,ZS,,,,COIL
463,,0.0,,2,C,,,4170.0,,,0,,,,,,,,,SHEET
464,,0.0,,3,C,,,761.0,B,,0,,,E,,,,,,SHEET
465,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
466,,0.0,,3,C,,,762.0,,,0,,,F,,,,,,SHEET
467,,0.0,,3,C,,,0.0,B,,0,,,G,,,,,,COIL
468,,0.0,,3,C,,,0.0,M,,600,,,E,,,,,,COIL
469,,0.0,,3,C,,,4880.0,B,,0,,,F,,,,,,SHEET
470,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
471,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
472,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
473,,0.0,,3,C,,,612.0,,,0,,,E,,,,,,SHEET
474,,0.0,,3,C,,,4170.0,B,,0,,,F,,,,,,SHEET
475,,0.0,,3,C,,,0.0,,,0,,,G,,,Y,,,COIL
476,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
477,,0.0,,3,C,,,0.0,,,0,,,D,,,,,,COIL
478,,0.0,,3,C,,,0.0,M,,0,,,G,,,,,,COIL
479,,0.0,,3,C,,,0.0,,,600,,,G,,,Y,,,COIL
480,,0.0,,3,C,,,0.0,M,,0,,,,Y,,,,,COIL
481,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
482,,0.0,,3,C,,,0.0,B,,0,,,E,,,,,,COIL
483,,0.0,,3,C,,,614.0,,,0,,,G,,,,,,SHEET
484,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
485,,0.0,,5,C,,,0.0,,,0,,,,,TN,,,,COIL
486,,0.0,,3,C,,,0.0,,,0,,,,,,,,,COIL
487,,0.0,,3,C,,,0.0,M,,0,,,,Y,,Y,,,COIL
488,,0.0,,3,C,,,0.0,,,0,,,,,,,,,COIL
489,,0.0,,3,C,,,762.0,,,0,,,E,,,,N,,SHEET
490,,0.0,,3,C,,,0.0,,,0,,,G,,ZS,,,,COIL
491,,0.0,,3,C,,,0.0,,,0,,,E,,ZS,,,,COIL
492,,0.0,,3,C,,,762.0,,,0,,,E,,,,Y,,SHEET
493,,310.0,,3,C,,,4880.0,,,0,,,G,,,,,,SHEET
494,,0.0,,U,C,,,762.0,,,0,,,E,Y,ZS,,,,SHEET
495,,0.0,,3,C,,,759.0,,,0,,,D,,,,,,SHEET
496,,0.0,,3,C,,,3000.0,,,0,,,D,,,,,,SHEET
497,,0.0,,U,C,,,4880.0,,,0,,,G,,,,,,SHEET
498,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
499,,0.0,,5,C,,,3000.0,,,0,Y,,,,TN,,,,SHEET
500,,0.0,,3,C,,,4880.0,B,,0,,,E,,ZS,,,,SHEET
501,,0.0,,3,C,,,762.0,B,,0,,,E,,,,,,SHEET
502,,0.0,,5,C,,,612.0,,,0,,,,,TN,,,,SHEET
503,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
504,,0.0,,3,C,,,762.0,,,0,,,G,,,,,,SHEET
505,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
506,,0.0,,U,C,,,150.0,,,0,,,E,Y,ZS,,,,SHEET
507,,0.0,,U,C,,,0.0,,,0,,,G,,,,,,COIL
508,,0.0,,3,C,,,4170.0,B,,0,,,E,,,,,,SHEET
509,,0.0,,2,C,,,4880.0,B,,0,,,,,,,,,SHEET
510,,0.0,,3,C,,,0.0,B,,0,,,E,,,,,,COIL
511,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
512,,0.0,,3,C,,,762.0,B,,0,,,G,,,,,,SHEET
513,,0.0,,3,C,,,4170.0,,,0,,,E,,,,,,SHEET
514,,0.0,,3,C,,,4880.0,B,,0,,,F,,,,,,SHEET
515,,0.0,,3,C,,,0.0,,,0,,,G,Y,,,,,COIL
516,,0.0,,3,C,,,4880.0,,,0,,,F,,,,,,SHEET
517,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
518,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
519,,0.0,,5,C,,,762.0,,,0,,,,,TN,,,,SHEET
520,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
521,,0.0,,3,C,,,762.0,,,0,,,D,,,,,,SHEET
522,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
523,,0.0,,3,C,,,0.0,M,,500,,,,,,,,,COIL
524,,0.0,,3,C,,,4880.0,,,0,,,E,,,,Y,,SHEET
525,,0.0,,3,C,,,762.0,B,,0,,,G,,,,,,SHEET
526,,0.0,,2,C,,,4880.0,,,0,,,,Y,,,,,SHEET
527,,0.0,,U,C,,,0.0,,,0,,,G,,,,,,COIL
528,,310.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
529,,0.0,,3,C,,,762.0,,,0,,,F,,,,,,SHEET
530,,0.0,,5,C,,,0.0,,,0,Y,,,,TN,,,,COIL
531,,0.0,,3,C,,,0.0,,,0,,,G,,,Y,,,COIL
532,,0.0,,3,C,,,150.0,B,,0,,,E,,,,,,SHEET
533,,0.0,,3,C,,1,0.0,,,0,,,,,,,,,COIL
534,,0.0,,3,C,,,0.0,M,,0,,,,Y,,,,,COIL
535,,500.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
536,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
537,,0.0,,3,C,,,4120.0,B,,0,,,G,,,,Y,,SHEET
538,,0.0,,3,C,,,0.0,M,,0,,,,,,,,,COIL
539,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
540,,0.0,,2,C,,,4170.0,,,0,,,,,,,,,SHEET
541,,0.0,,3,C,,,0.0,,,0,,,,,,Y,,,COIL
542,,0.0,,3,C,,,0.0,M,,500,,,,,,,,,COIL
543,,0.0,,2,C,,,612.0,,,0,,,,,,,,,SHEET
544,,0.0,,2,C,,,762.0,,,0,,,,,,,,,SHEET
545,,0.0,,3,C,,,762.0,,,0,,,F,,,,,,SHEET
546,,0.0,,3,C,,,0.0,,,0,,,E,,ZS,,,,COIL
547,,0.0,,5,C,,,0.0,B,,0,,,,,TN,,,,COIL
548,,0.0,,2,C,,2,4880.0,,,0,,,,,,,,,SHEET
549,,0.0,,3,C,,,762.0,B,,0,,,E,,,,,,SHEET
550,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
551,,0.0,,5,C,,,612.0,,,0,,,,,TN,,,,SHEET
552,,0.0,,3,C,,,4880.0,,,0,,,D,,,,N,,SHEET
553,,0.0,,3,C,,,762.0,B,,0,,,F,,,,,,SHEET
554,,0.0,,3,C,,,0.0,,,0,,,E,,ZS,,,,COIL
555,,0.0,,2,C,,,0.0,,,0,,,,,,,,,COIL
556,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
557,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
558,,0.0,,2,C,,,762.0,,,0,,,,,,,,,SHEET
559,,310.0,,3,C,,,762.0,,,0,,,G,,,,,,SHEET
560,,0.0,,3,C,,,4170.0,,,0,,,G,,,,,,SHEET
561,,0.0,,3,C,,,0.0,,,0,,,E,,ZS,,,,COIL
562,,0.0,,3,C,,,0.0,,,0,,,,,,,,,COIL
563,,0.0,,3,C,,,762.0,,,0,,,,,,,,,SHEET
564,,0.0,,3,C,,,762.0,B,,0,,,E,,,,,,SHEET
565,,0.0,,3,C,,,0.0,M,,600,,,,,,,,,COIL
566,,0.0,,3,C,,,0.0,,,0,,,E,,,,N,,COIL
567,,0.0,,5,C,,,1.0,,,0,,,,,TN,,,,SHEET
568,,0.0,,3,C,,,612.0,B,,0,,,E,,,,,,SHEET
569,,0.0,,3,C,,,0.0,,,0,,,E,,ZS,,,,COIL
570,,0.0,,3,C,,,0.0,,,0,,,E,,ZS,,,,COIL
571,,500.0,,2,C,,,301.0,,,0,,,,,,,,,SHEET
572,,0.0,,3,C,,,762.0,B,,0,,,E,,,,,,SHEET
573,,0.0,,3,C,,,4880.0,B,,0,,,G,,,,,,SHEET
574,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
575,,0.0,,3,C,,,4880.0,B,,0,,,G,,,,,,SHEET
576,,0.0,,3,C,,,4880.0,B,,0,,,E,,,,,,SHEET
577,,0.0,,U,C,,,611.0,,,0,,,E,Y,ZS,,,,SHEET
578,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
579,,0.0,,3,C,,,0.0,,,0,,,G,,,Y,,,COIL
580,,0.0,,3,C,,,762.0,B,,0,,,F,,,,,,SHEET
581,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
582,,0.0,,3,C,,,762.0,B,,0,,,G,,,,,,SHEET
583,,310.0,,3,C,,,762.0,,,0,,,G,,,,,,SHEET
584,,0.0,,3,C,,,612.0,B,,0,,,E,,,,,,SHEET
585,,0.0,,3,C,,,0.0,,,0,,,,,,,,,COIL
586,,500.0,,2,C,,,301.0,,,0,,,,,,,,,SHEET
587,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
588,,500.0,,2,C,,,762.0,,,0,,,,,,,,,SHEET
589,,0.0,,3,C,,,301.0,B,,0,,,F,,,,,,SHEET
590,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
591,,0.0,,3,C,,,0.0,,,0,,,D,,,,,,COIL
592,,0.0,,U,C,,,0.0,,,0,,,G,,,,,,COIL
593,,0.0,,3,C,,,762.0,,,0,,,F,,,,,,SHEET
594,,0.0,,3,C,,,0.0,,,0,,,,,,,,,COIL
595,,0.0,,3,C,,,4170.0,B,,0,,,E,,,,,,SHEET
596,,0.0,,3,C,,,4880.0,B,,0,,,E,,,,,,SHEET
597,,0.0,,3,C,,,0.0,,,0,,,G,,,Y,,,COIL
598,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
599,,0.0,,2,C,,,761.0,,,0,,,,,,,,,SHEET
600,,0.0,,3,C,,,0.0,,,0,,,,,,Y,,,COIL
601,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
602,,0.0,,3,C,,,762.0,B,,0,,,F,,,,,,SHEET
603,,0.0,,3,C,,,762.0,B,,0,,,D,,,,,,SHEET
604,,0.0,,3,C,,,762.0,,,0,,,G,,,,N,,SHEET
605,,0.0,,5,C,,,4880.0,,,0,Y,,,,TN,,,,SHEET
606,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
607,,0.0,,3,C,,,0.0,,,0,,,G,,ZS,,,,COIL
608,,0.0,,3,C,,,0.0,M,,600,,,,Y,,Y,,,COIL
609,,0.0,,5,C,,,0.0,,,0,Y,,,,TN,,,,COIL
610,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
611,,0.0,,5,C,,,0.0,,,0,,,,,TN,,,,COIL
612,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
613,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
614,,0.0,,3,C,,,762.0,,,0,,,G,,,,Y,,SHEET
615,,0.0,,U,C,,,0.0,,,0,,,G,,,,,,COIL
616,,0.0,,3,C,,,762.0,B,,0,,,E,,,,,,SHEET
617,,0.0,,3,C,,,761.0,,,0,,,F,,,,,,SHEET
618,,0.0,,3,C,,,0.0,,,0,,,G,,,Y,,,COIL
619,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
620,,0.0,,3,C,,,4170.0,B,,0,,,G,,,,,,SHEET
621,,0.0,,3,C,,,761.0,B,,0,,,D,,,,,,SHEET
622,,0.0,,3,C,,,150.0,B,,0,,,E,,,,,,SHEET
623,,0.0,,3,C,,,762.0,,,0,,,E,,,Y,,,SHEET
624,,0.0,,3,C,,,761.0,,,0,,,G,,,,,,SHEET
625,,0.0,,U,C,,,0.0,M,,600,,,G,,,Y,,,COIL
626,,0.0,,3,C,,,4880.0,,,0,,,,,,,,,SHEET
627,,0.0,,3,C,,,4880.0,,,0,,,D,,,,,,SHEET
628,,0.0,,2,C,,,762.0,,,0,,,,,,,,,SHEET
629,,0.0,,3,C,,,0.0,,,0,,,G,Y,,Y,,,COIL
630,,0.0,,3,C,,,762.0,,,0,,,E,,,,Y,,SHEET
631,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
632,,310.0,,3,C,,,762.0,,,0,,,G,,,,,,SHEET
633,,0.0,,2,C,,,762.0,,,0,,,,,,,,,SHEET
634,,310.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
635,,0.0,,3,C,,,4880.0,,,0,,,F,,,,,,SHEET
636,,0.0,,3,C,,,759.0,,,0,,,D,,,,,,SHEET
637,,0.0,,2,C,,,881.0,,,0,,,,,,,,,SHEET
638,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
639,,0.0,,3,C,,,0.0,,,600,,,G,,,,,,COIL
640,,0.0,,2,C,,,0.0,,,0,,,,,,,,,COIL
641,,0.0,,3,C,,,4170.0,,,0,,,G,,,,,,SHEET
642,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
643,,0.0,,3,C,,,0.0,,,500,,,G,Y,,,,,COIL
644,,0.0,,3,C,,,4880.0,,,0,,,D,,,,N,,SHEET
645,,0.0,,3,C,,,762.0,,,0,,,E,,,,Y,,SHEET
646,,600.0,,2,C,,,1220.0,,,0,,,G,Y,,,,,SHEET
647,,0.0,,3,C,,,4880.0,B,,0,,,F,,,,,,SHEET
648,,0.0,,5,C,,,762.0,B,,0,Y,,,,TN,,,,SHEET
649,,0.0,,3,C,,,761.0,,,0,,,E,,,,,,SHEET
650,,0.0,,3,C,,,612.0,,,0,,,G,,,,,,SHEET
651,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
652,,0.0,,3,C,,,4880.0,,,0,,,D,,,,N,,SHEET
653,,0.0,,3,C,,,0.0,,,0,,,E,,ZS,,,,COIL
654,,310.0,,3,C,,,762.0,,,0,,,G,,,,,,SHEET
655,,0.0,,3,C,,,611.0,B,,0,,,E,,,,,,SHEET
656,,0.0,,2,C,,,1.0,,,0,,,,,,,,,SHEET
657,,0.0,,3,C,,,270.0,B,,0,,,G,,,,,,SHEET
658,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
659,,0.0,,3,C,,,0.0,,,0,,,F,,,,,,SHEET
660,,0.0,,3,C,,,300.0,B,,0,,,D,,,,,,SHEET
661,,0.0,,3,C,,,0.0,,,0,,,D,,,,N,,COIL
662,,600.0,,2,C,,,3000.0,,,0,,,G,Y,,,,,SHEET
663,,0.0,,3,C,,,0.0,M,,600,,,G,,,,,,COIL
664,,0.0,,3,C,,,0.0,M,,600,,,,Y,,,,,COIL
665,,0.0,,3,C,,,4880.0,,,0,,,,,,,,,SHEET
666,,0.0,,5,C,,,4880.0,B,,0,Y,,,,TN,,,,SHEET
667,,0.0,,3,C,,,4170.0,,,0,,,E,,,,,,SHEET
668,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
669,,0.0,,3,C,,,762.0,,,0,,,G,,,,,,SHEET
670,,0.0,,5,C,,,0.0,,,0,,,,,TN,,,,COIL
671,,0.0,,3,C,,,4880.0,B,,0,,,E,,ZS,,,,SHEET
672,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
673,,0.0,,3,C,,,4880.0,,,0,,,E,,,,N,,SHEET
674,,0.0,,3,C,,,0.0,,,0,,,G,,,Y,,,COIL
675,,0.0,,3,C,,,762.0,B,,0,,,F,,,,,,SHEET
676,,0.0,,2,C,,,762.0,,,0,,,,,,,,,SHEET
677,,0.0,,3,C,,,4880.0,,,0,,,E,,ZS,,,,SHEET
678,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
679,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
680,,0.0,,U,C,,,0.0,,,0,,,G,,,,,,COIL
681,,0.0,,5,C,,,0.0,,,0,Y,,,,TN,,,,COIL
682,,600.0,,2,C,,,4880.0,,,0,,,,,,,,,SHEET
683,,0.0,,3,C,,,760.0,,,0,,,D,,,,N,,SHEET
684,,0.0,,3,C,,,0.0,M,,600,,,,,,,,,COIL
685,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
686,,0.0,,3,C,,,0.0,,,0,,,G,,,Y,,,COIL
687,,0.0,,3,C,,,4880.0,,,0,,,E,,,,Y,,SHEET
688,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
689,,0.0,,2,C,,,4880.0,,,0,,,,,,,,,SHEET
690,,0.0,,3,C,,,0.0,,,0,,,E,,ZS,,,,COIL
691,,0.0,,3,C,,,761.0,B,,0,,,E,,,,,,SHEET
692,,0.0,,2,C,,,0.0,B,,0,,,,,,,,,COIL
693,,0.0,,5,C,,,761.0,,,0,Y,,,,TN,,,,SHEET
694,,0.0,,3,C,,,4880.0,,,0,,,F,,,,,,SHEET
695,,0.0,,2,C,,,4170.0,B,,0,,,,,,,,,SHEET
696,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
697,,0.0,,3,C,,,0.0,,,0,,,,,,,,,COIL
698,,0.0,,3,C,,,0.0,,,0,,,G,,,Y,,,COIL
699,,0.0,,3,C,,,4880.0,,,0,,,E,,,,Y,,SHEET
700,,0.0,,5,C,,,0.0,B,,0,,,,,TN,,,,COIL
701,,0.0,,3,C,,,0.0,,,0,,,E,,,Y,,,COIL
702,,0.0,,3,C,,,0.0,,,600,,,G,,,,,,COIL
703,,0.0,,5,C,,,762.0,B,,0,Y,,,,TN,,,,SHEET
704,,0.0,,3,C,,,762.0,B,,0,,,E,,ZS,,,,SHEET
705,,0.0,,3,C,,,0.0,,,0,,,G,Y,,,,,COIL
706,,0.0,,5,C,,,0.0,,,0,,,,,TN,,,,COIL
707,,0.0,,2,C,,,762.0,B,,0,,,,,,,,,SHEET
708,,0.0,,5,C,,,612.0,,,0,Y,,,,TN,,,,SHEET
709,,0.0,,3,C,,,761.0,,,0,,,D,,,,,,SHEET
710,,0.0,,3,C,,,762.0,,,0,,,E,,,,Y,,SHEET
711,,0.0,,3,C,,,150.0,B,,0,,,E,,,,,,SHEET
712,,500.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
713,,0.0,,3,C,,,0.0,,,0,,,G,Y,,,,,COIL
714,,0.0,,2,C,,,0.0,,,0,,,,,,,,,COIL
715,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
716,,0.0,,3,C,,,0.0,,,0,,,G,,ZS,,,,COIL
717,,0.0,,3,C,,,762.0,B,,0,,,E,,,,,,SHEET
718,,0.0,,3,C,,,0.0,,,0,,,D,,,,,,COIL
719,,0.0,,3,C,,,762.0,,,0,,,E,,ZS,,,,SHEET
720,,0.0,,U,C,,,0.0,,,0,,,E,,ZS,,,,COIL
721,,310.0,,3,C,,,4880.0,,,0,,,G,,,,,,SHEET
722,,0.0,,3,C,,,4880.0,,,0,,,D,,,,,,SHEET
723,,0.0,Y,3,C,,,0.0,,,0,,,E,,,,,,COIL
724,,0.0,,3,C,,,762.0,B,,0,,,E,,,,,,SHEET
725,,0.0,,3,C,,,0.0,,,0,,,D,,,,,,COIL
726,,0.0,,2,C,,,0.0,,,0,,,,,,,,,COIL
727,,0.0,,3,C,,,0.0,,,0,,,,,,Y,,,COIL
728,,500.0,,2,C,,,4880.0,,,0,,,,,,,,,SHEET
729,,0.0,,3,C,,,612.0,B,,0,,,E,,,,,,SHEET
730,,0.0,,3,C,,,0.0,,,0,,,G,Y,,,,,COIL
731,,0.0,,U,C,,,4880.0,,,0,,,G,,,,,,SHEET
732,,0.0,,3,C,,,762.0,,,0,,,,,,,,,SHEET
733,,0.0,,3,C,,,0.0,,,0,,,G,,,Y,,,COIL
734,,0.0,,2,C,,,612.0,,,0,,,,,,,,,SHEET
735,,0.0,,3,C,,,4880.0,,,0,,,D,,,,,,SHEET
736,,0.0,,5,C,,,1.0,,,0,,,,,TN,,,,SHEET
737,,0.0,,3,C,,,762.0,,,0,,,G,,,,,,SHEET
738,,0.0,,3,C,,,762.0,,,0,,,E,,,,Y,,SHEET
739,,0.0,,3,C,,,4880.0,,,0,,,E,,,,,,SHEET
740,,0.0,,3,C,,,0.0,B,,0,,,E,,,,,,COIL
741,,0.0,,2,C,,,0.0,,,0,,,,,,,,,COIL
742,,0.0,,3,C,,,4880.0,B,,0,,,G,,,,,,SHEET
743,,0.0,,3,C,,,4880.0,,,0,,,G,,,,,,SHEET
744,,0.0,,3,C,,,0.0,B,,0,,,E,,,,,,COIL
745,,0.0,,3,C,,,0.0,,,0,,,E,,,,,,COIL
746,,0.0,,3,C,,1,0.0,,,0,,,,,,,,,COIL
747,,0.0,,3,C,,,612.0,B,,0,,,E,,,,,,SHEET
748,,0.0,,3,C,,,762.0,,,0,,,E,,,,,,SHEET
749,,0.0,,5,C,,,762.0,,,0,,,,,TN,,,,SHEET
750,,0.0,,3,C,,,0.0,M,,600,,,G,,,,,,COIL
751,,0.0,,3,C,,,0.0,,,0,,,G,,,,,,COIL
752,,0.0,,3,C,,,0.0,,,0,,,E,,ZS,,,,COIL
753,,0.0,,3,C,,,4880.0,M,,0,,,,,,,,,SHEET
