,residual_num,raw_num
1310,0.02,2.24
1311,0.0,2.22
1312,-0.02,2.2
1313,-0.04,2.18
1314,-0.04,2.18
1315,-0.04,2.18
1316,-0.06,2.16
1317,-0.04,2.18
1318,-0.04,2.18
1319,-0.02,2.2
1320,0.0,2.22
1321,0.02,2.24
1322,0.02,2.24
1323,0.04,2.26
1324,0.019,2.24
1325,-0.061,2.16
1326,-0.221,2.0
1327,-0.141,2.08
1328,-0.201,2.02
1329,-0.001,2.22
1330,0.019,2.24
1331,-0.001,2.22
1332,0.099,2.32
1333,-0.061,2.16
1334,0.019,2.24
1335,0.019,2.24
1336,0.019,2.24
1337,-0.001,2.22
1338,0.019,2.24
1339,-0.201,2.02
1340,-0.141,2.08
1341,0.019,2.24
1342,0.019,2.24
1343,0.099,2.32
1344,-0.041,2.18
1345,0.039,2.26
1346,-0.001,2.22
1347,0.019,2.24
1348,-0.042,2.18
1349,0.038,2.26
1350,-0.102,2.12
1351,-0.242,1.98
1352,-0.022,2.2
1353,0.037,2.26
1354,0.017,2.24
1355,0.097,2.32
1356,0.037,2.26
1357,0.017,2.24
1358,0.036,2.26
1359,0.016,2.24
1360,0.016,2.24
1361,-0.024,2.2
1362,0.016,2.24
1363,-0.005,2.22
1364,-0.045,2.18
1365,-0.045,2.18
1366,-0.045,2.18
1367,-0.005,2.22
1368,0.014,2.24
1369,0.014,2.24
1370,0.034,2.26
1371,0.034,2.26
1372,0.034,2.26
1373,0.033,2.26
1374,0.033,2.26
1375,0.013,2.24
1376,-0.007,2.22
1377,-0.007,2.22
1378,-0.028,2.2
1379,-0.048,2.18
1380,-0.068,2.16
1381,-0.108,2.12
1382,-0.108,2.12
1383,-0.109,2.12
1384,-0.169,2.06
1385,-0.229,2.0
1386,-0.169,2.06
1387,-0.169,2.06
1388,-0.33,1.9
1389,-0.17,2.06
1390,-0.03,2.2
1391,0.01,2.24
1392,0.03,2.26
1393,0.05,2.28
1394,0.009,2.24
1395,-0.471,1.76
1396,0.089,2.32
1397,0.009,2.24
1398,0.029,2.26
1399,-1.512,0.72
1400,0.008,2.24
1401,-0.052,2.18
1402,-0.032,2.2
1403,-0.032,2.2
1404,0.027,2.26
1405,0.007,2.24
1406,-0.153,2.08
1407,-0.153,2.08
1408,-0.233,2.0
1409,-0.014,2.22
1410,0.046,2.28
1411,0.006,2.24
1412,0.026,2.26
1413,0.086,2.32
1414,0.025,2.26
1415,0.025,2.26
1416,0.025,2.26
1417,0.005,2.24
1418,0.025,2.26
1419,0.024,2.26
1420,-0.036,2.2
1421,-0.036,2.2
1422,0.004,2.24
1423,0.024,2.26
1424,0.024,2.26
1425,-0.016,2.22
1426,-0.096,2.14
1427,-0.116,2.12
1428,-0.136,2.1
1429,-0.136,2.1
1430,-0.096,2.14
1431,-0.076,2.16
1432,-0.016,2.22
1433,0.024,2.26
1434,0.024,2.26
1435,0.003,2.24
1436,-0.057,2.18
1437,-0.017,2.22
1438,-0.397,1.84
1439,0.003,2.24
1440,-0.278,1.96
1441,0.022,2.26
1442,0.022,2.26
1443,0.082,2.32
1444,0.002,2.24
1445,0.022,2.26
1446,-0.038,2.2
1447,-0.318,1.92
1448,-0.198,2.04
1449,0.022,2.26
1450,0.002,2.24
1451,-0.018,2.22
1452,0.022,2.26
1453,-1.478,0.76
1454,0.002,2.24
1455,0.082,2.32
1456,0.022,2.26
1457,0.042,2.28
1458,-0.018,2.22
1459,-0.338,1.9
1460,-0.218,2.02
1461,0.002,2.24
1462,0.022,2.26
1463,-0.058,2.18
1464,0.022,2.26
1465,0.022,2.26
1466,0.002,2.24
1467,0.022,2.26
1468,0.002,2.24
1469,0.082,2.32
1470,0.082,2.32
1471,0.002,2.24
1472,0.022,2.26
1473,0.002,2.24
1474,-0.058,2.18
1475,-0.278,1.96
1476,-0.218,2.02
1477,-0.098,2.14
1478,0.002,2.24
1479,0.022,2.26
1480,0.022,2.26
1481,0.002,2.24
1482,-0.018,2.22
1483,-0.038,2.2
1484,-0.058,2.18
1485,-0.038,2.2
1486,-0.038,2.2
1487,-0.038,2.2
1488,-0.018,2.22
1489,0.002,2.24
1490,0.002,2.24
1491,0.022,2.26
1492,0.022,2.26
1493,0.022,2.26
1494,0.022,2.26
1495,0.022,2.26
1496,0.022,2.26
1497,0.022,2.26
1498,0.022,2.26
1499,0.022,2.26
1500,0.002,2.24
1501,-0.018,2.22
1502,-0.058,2.18
1503,-0.038,2.2
1504,0.002,2.24
1505,0.022,2.26
1506,-0.058,2.18
1507,0.022,2.26
1508,0.002,2.24
1509,0.002,2.24
1510,-1.458,0.78
1511,0.022,2.26
1512,0.042,2.28
1513,0.022,2.26
1514,0.002,2.24
1515,-0.538,1.7
1516,0.042,2.28
1517,0.062,2.3
1518,0.082,2.32
1519,0.082,2.32
1520,0.082,2.32
1521,0.082,2.32
1522,-0.318,1.92
1523,0.042,2.28
1524,0.021,2.26
1525,0.001,2.24
1526,0.021,2.26
1527,0.021,2.26
1528,0.041,2.28
1529,0.02,2.26
1530,0.02,2.26
1531,0.0,2.24
1532,-0.02,2.22
1533,-0.04,2.2
1534,-0.04,2.2
1535,-0.14,2.1
1536,-0.281,1.96
1537,-0.381,1.86
1538,-0.381,1.86
1539,-0.361,1.88
1540,-0.341,1.9
1541,-0.342,1.9
1542,-0.362,1.88
1543,-0.382,1.86
1544,-0.382,1.86
1545,-0.382,1.86
1546,-0.403,1.84
1547,-0.383,1.86
1548,-0.363,1.88
1549,-0.343,1.9
1550,-0.323,1.92
1551,-0.283,1.96
1552,-0.223,2.02
1553,-0.143,2.1
1554,-0.143,2.1
1555,-0.183,2.06
1556,-0.243,2.0
1557,-0.163,2.08
1558,-0.103,2.14
1559,-0.063,2.18
1560,-0.023,2.22
1561,-0.003,2.24
1562,-0.003,2.24
1563,0.017,2.26
1564,0.017,2.26
1565,-0.003,2.24
1566,-0.003,2.24
1567,-0.043,2.2
1568,-0.083,2.16
1569,-0.143,2.1
1570,-0.243,2.0
1571,-0.163,2.08
1572,-0.183,2.06
1573,-0.383,1.86
1574,-0.303,1.94
1575,-0.083,2.16
1576,-0.043,2.2
1577,-0.023,2.22
1578,-0.003,2.24
1579,0.017,2.26
1580,0.017,2.26
1581,0.017,2.26
1582,0.037,2.28
1583,0.037,2.28
1584,0.037,2.28
1585,0.037,2.28
1586,0.037,2.28
1587,0.037,2.28
1588,0.037,2.28
1589,0.037,2.28
1590,0.037,2.28
1591,0.037,2.28
1592,0.017,2.26
1593,0.017,2.26
1594,-0.003,2.24
1595,0.037,2.28
1596,0.077,2.32
1597,0.077,2.32
1598,0.077,2.32
1599,0.037,2.28
1600,-0.003,2.24
1601,0.016,2.26
1602,0.016,2.26
1603,0.016,2.26
1604,-0.004,2.24
1605,-0.004,2.24
1606,-0.005,2.24
1607,0.015,2.26
1608,0.015,2.26
1609,0.015,2.26
1610,-0.725,1.52
1611,-0.286,1.96
1612,0.014,2.26
1613,0.014,2.26
1614,0.014,2.26
1615,0.014,2.26
1616,0.014,2.26
1617,0.014,2.26
1618,0.014,2.26
1619,0.014,2.26
1620,0.014,2.26
1621,0.014,2.26
1622,0.014,2.26
1623,0.014,2.26
1624,0.014,2.26
1625,0.014,2.26
1626,0.014,2.26
1627,0.014,2.26
1628,0.014,2.26
1629,0.014,2.26
1630,-0.006,2.24
1631,-0.006,2.24
1632,-0.026,2.22
1633,-0.026,2.22
1634,-0.046,2.2
1635,-0.046,2.2
1636,-0.046,2.2
1637,-0.066,2.18
1638,-0.065,2.18
1639,-0.065,2.18
1640,-0.045,2.2
1641,-0.045,2.2
1642,-0.045,2.2
1643,-0.044,2.2
1644,-0.044,2.2
1645,-0.064,2.18
1646,-0.064,2.18
1647,-0.044,2.2
1648,-0.043,2.2
1649,-0.003,2.24
1650,0.017,2.26
1651,0.017,2.26
1652,-0.563,1.68
1653,0.017,2.26
1654,0.017,2.26
1655,-0.003,2.24
1656,-0.003,2.24
1657,-0.003,2.24
1658,-0.003,2.24
1659,-0.163,2.08
1660,-0.043,2.2
1661,0.017,2.26
1662,0.017,2.26
1663,0.017,2.26
1664,0.017,2.26
1665,0.017,2.26
1666,0.017,2.26
1667,0.017,2.26
1668,0.017,2.26
1669,0.037,2.28
1670,0.037,2.28
1671,0.037,2.28
1672,0.017,2.26
1673,0.017,2.26
1674,0.017,2.26
1675,0.017,2.26
1676,0.017,2.26
1677,0.017,2.26
1678,0.017,2.26
1679,0.017,2.26
1680,0.017,2.26
1681,0.017,2.26
1682,0.017,2.26
1683,0.017,2.26
1684,0.017,2.26
1685,0.017,2.26
1686,0.037,2.28
1687,0.017,2.26
1688,0.017,2.26
1689,0.017,2.26
1690,0.017,2.26
1691,-0.003,2.24
1692,-0.003,2.24
1693,-0.003,2.24
1694,-0.003,2.24
1695,-0.003,2.24
1696,-0.003,2.24
1697,-0.003,2.24
1698,-0.003,2.24
1699,-0.003,2.24
1700,-0.003,2.24
1701,-0.003,2.24
1702,-0.003,2.24
1703,-0.002,2.24
1704,-0.002,2.24
1705,-0.002,2.24
1706,-0.002,2.24
1707,-0.002,2.24
1708,-0.001,2.24
1709,-0.001,2.24
1710,-0.001,2.24
1711,-0.001,2.24
1712,-0.001,2.24
1713,0.02,2.26
1714,0.02,2.26
1715,0.02,2.26
1716,0.02,2.26
1717,0.02,2.26
1718,-0.68,1.56
1719,-0.22,2.02
1720,0.02,2.26
1721,0.02,2.26
1722,0.02,2.26
1723,0.02,2.26
1724,0.0,2.24
1725,0.0,2.24
1726,0.0,2.24
1727,0.0,2.24
1728,0.02,2.26
1729,0.02,2.26
1730,0.02,2.26
1731,0.02,2.26
1732,0.0,2.24
1733,0.0,2.24
1734,0.0,2.24
1735,0.02,2.26
1736,0.02,2.26
1737,0.02,2.26
1738,0.02,2.26
1739,0.0,2.24
1740,-0.04,2.2
1741,-0.04,2.2
1742,-0.04,2.2
1743,-0.04,2.2
1744,0.0,2.24
1745,0.02,2.26
1746,0.02,2.26
1747,0.02,2.26
1748,0.02,2.26
1749,0.02,2.26
1750,0.0,2.24
1751,-0.02,2.22
1752,-0.02,2.22
1753,-0.04,2.2
1754,-0.04,2.2
1755,-0.04,2.2
1756,-0.04,2.2
1757,-0.02,2.22
1758,-0.02,2.22
1759,-0.02,2.22
1760,-0.02,2.22
1761,-0.02,2.22
1762,-0.04,2.2
1763,-0.04,2.2
1764,-0.06,2.18
1765,-0.1,2.14
1766,-0.1,2.14
1767,-0.14,2.1
1768,-0.18,2.06
1769,-0.24,2.0
1770,-0.22,2.02
1771,-0.2,2.04
1772,-0.16,2.08
1773,-0.14,2.1
1774,-0.14,2.1
1775,-0.16,2.08
1776,-0.2,2.04
1777,-0.24,2.0
1778,-0.24,2.0
1779,-0.26,1.98
1780,-0.26,1.98
1781,-0.28,1.96
1782,-0.28,1.96
1783,-0.28,1.96
1784,-0.28,1.96
1785,-0.3,1.94
1786,-0.32,1.92
1787,-0.32,1.92
1788,-0.34,1.9
1789,-0.36,1.88
1790,-0.38,1.86
1791,-0.38,1.86
1792,-0.32,1.92
1793,-0.24,2.0
1794,-0.16,2.08
1795,-0.12,2.12
1796,-0.1,2.14
1797,-0.08,2.16
1798,-0.08,2.16
1799,-0.08,2.16
1800,-0.08,2.16
1801,-0.08,2.16
1802,-0.12,2.12
1803,-0.16,2.08
1804,-0.2,2.04
1805,-0.24,2.0
1806,-0.28,1.96
1807,-0.28,1.96
1808,-0.32,1.92
1809,-0.32,1.92
1810,-0.32,1.92
1811,-0.32,1.92
1812,-0.32,1.92
1813,-0.32,1.92
1814,-0.3,1.94
1815,-0.28,1.96
1816,-0.28,1.96
1817,-0.26,1.98
1818,-0.24,2.0
1819,-0.24,2.0
1820,-0.28,1.96
1821,-0.3,1.94
1822,-0.34,1.9
1823,-0.38,1.86
1824,-0.4,1.84
1825,-0.4,1.84
1826,-0.4,1.84
1827,-0.36,1.88
1828,-0.32,1.92
1829,-0.28,1.96
1830,-0.24,2.0
1831,-0.2,2.04
1832,-0.16,2.08
1833,-0.16,2.08
1834,-0.14,2.1
1835,-0.14,2.1
1836,-0.14,2.1
1837,-0.14,2.1
1838,-0.14,2.1
1839,-0.16,2.08
1840,-0.18,2.06
1841,-0.2,2.04
1842,-0.22,2.02
1843,-0.24,2.0
1844,-0.24,2.0
1845,-0.26,1.98
1846,-0.26,1.98
1847,-0.26,1.98
1848,-0.24,2.0
1849,-0.22,2.02
1850,-0.16,2.08
1851,-0.14,2.1
1852,-0.14,2.1
1853,-0.14,2.1
1854,-0.18,2.06
1855,-0.22,2.02
1856,-0.24,2.0
1857,-0.2,2.04
1858,-0.16,2.08
1859,-0.12,2.12
1860,-0.1,2.14
1861,-0.1,2.14
1862,-0.06,2.18
1863,-0.04,2.2
1864,-0.02,2.22
1865,-0.02,2.22
1866,-0.02,2.22
1867,-0.02,2.22
1868,0.0,2.24
1869,0.0,2.24
1870,0.0,2.24
1871,0.02,2.26
1872,0.02,2.26
1873,0.02,2.26
1874,0.04,2.28
1875,0.04,2.28
1876,0.02,2.26
1877,0.02,2.26
1878,0.02,2.26
1879,0.0,2.24
1880,-0.02,2.22
1881,-0.04,2.2
1882,-0.06,2.18
1883,-0.04,2.2
1884,-0.04,2.2
1885,-0.02,2.22
1886,0.0,2.24
1887,0.02,2.26
1888,0.02,2.26
1889,-0.34,1.9
1890,-0.38,1.86
1891,0.02,2.26
1892,0.02,2.26
1893,0.02,2.26
1894,0.02,2.26
1895,0.0,2.24
1896,0.0,2.24
1897,0.0,2.24
1898,0.0,2.24
1899,0.0,2.24
1900,-0.44,1.8
1901,0.02,2.26
1902,0.02,2.26
1903,0.02,2.26
1904,0.02,2.26
1905,0.02,2.26
1906,0.02,2.26
1907,0.02,2.26
1908,0.02,2.26
1909,0.02,2.26
1910,0.02,2.26
1911,0.02,2.26
1912,0.02,2.26
1913,0.02,2.26
1914,0.02,2.26
1915,0.02,2.26
1916,0.02,2.26
1917,0.02,2.26
1918,0.04,2.28
1919,0.04,2.28
1920,0.02,2.26
1921,0.02,2.26
1922,0.02,2.26
1923,0.02,2.26
1924,0.02,2.26
1925,0.02,2.26
1926,0.02,2.26
1927,0.02,2.26
1928,0.02,2.26
1929,-0.12,2.12
1930,0.0,2.24
1931,0.0,2.24
1932,0.0,2.24
1933,0.0,2.24
1934,0.0,2.24
1935,0.0,2.24
1936,0.0,2.24
1937,0.02,2.26
1938,0.02,2.26
1939,0.02,2.26
1940,0.0,2.24
1941,-0.88,1.36
1942,0.0,2.24
1943,0.02,2.26
1944,0.02,2.26
1945,0.02,2.26
1946,0.02,2.26
1947,0.0,2.24
1948,0.0,2.24
1949,-0.02,2.22
1950,-0.02,2.22
1951,-0.02,2.22
1952,-0.04,2.2
1953,-0.04,2.2
1954,-0.04,2.2
1955,-0.04,2.2
1956,-0.04,2.2
1957,-0.04,2.2
1958,-0.04,2.2
1959,-0.04,2.2
1960,-0.04,2.2
1961,-0.04,2.2
1962,-0.04,2.2
1963,-0.04,2.2
1964,-0.02,2.22
1965,-0.02,2.22
1966,0.0,2.24
1967,0.0,2.24
1968,0.02,2.26
1969,0.02,2.26
1970,0.02,2.26
1971,-0.24,2.0
1972,-0.68,1.56
1973,0.02,2.26
1974,0.02,2.26
1975,0.02,2.26
1976,0.0,2.24
1977,0.0,2.24
1978,0.0,2.24
1979,0.0,2.24
1980,0.0,2.24
1981,0.0,2.24
1982,-0.12,2.12
1983,0.02,2.26
1984,0.02,2.26
1985,0.02,2.26
1986,0.02,2.26
1987,0.02,2.26
1988,0.02,2.26
1989,0.02,2.26
1990,0.02,2.26
1991,0.0,2.24
1992,0.0,2.24
1993,0.0,2.24
1994,0.0,2.24
1995,0.0,2.24
1996,0.0,2.24
1997,0.0,2.24
1998,0.0,2.24
1999,0.0,2.24
2000,0.0,2.24
