,input51_num,input55_num,input46_num,input2_num,input47_num,input53_num,input21_num,input26_num,input44_num,input40_num,input36_num,input39_num,input63_num,input35_num,input27_num,input58_num,input50_num,input3_num,input31_num,input24_num,input10_num,input57_num,input19_num,input33_num,input61_num,input17_num,input56_num,input54_num,input49_num,input34_num,input41_num,input52_num
1156,16.0,0.0,14.0,0.0,5.0,14.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,11.0,12.0,0.0,3.0,4.0,8.0,0.0,0.0,0.0,15.0,0.0,11.0,0.0,0.0,11.0,0.0,8.0,0.0,9.0
1157,11.0,0.0,0.0,2.0,0.0,1.0,11.0,0.0,16.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,9.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
1158,11.0,4.0,15.0,0.0,5.0,8.0,0.0,0.0,5.0,0.0,16.0,2.0,0.0,16.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,0.0,9.0
1159,4.0,16.0,0.0,0.0,0.0,16.0,4.0,1.0,9.0,0.0,2.0,0.0,8.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,14.0,0.0,11.0,0.0,2.0,16.0,0.0,0.0,0.0,16.0
1160,7.0,12.0,11.0,0.0,12.0,4.0,6.0,0.0,0.0,0.0,13.0,3.0,4.0,6.0,4.0,0.0,0.0,7.0,0.0,0.0,9.0,0.0,7.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,0.0,8.0
1161,13.0,14.0,9.0,0.0,13.0,5.0,15.0,0.0,0.0,0.0,3.0,5.0,3.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,2.0,0.0,16.0,0.0,0.0,11.0,0.0,0.0,0.0,7.0
1162,7.0,16.0,4.0,0.0,14.0,5.0,0.0,0.0,14.0,0.0,14.0,3.0,7.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,4.0,8.0,0.0,0.0,0.0,14.0
1163,7.0,0.0,13.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,11.0,0.0,15.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0
1164,9.0,3.0,11.0,1.0,10.0,11.0,8.0,8.0,0.0,0.0,9.0,8.0,0.0,6.0,14.0,0.0,0.0,11.0,7.0,0.0,8.0,0.0,9.0,0.0,11.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0
1165,4.0,1.0,15.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,4.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,11.0,0.0,12.0,0.0,0.0,16.0,0.0,0.0,0.0,11.0
1166,6.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,15.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
1167,11.0,0.0,12.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,14.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,15.0,0.0,8.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0
1168,11.0,10.0,6.0,0.0,13.0,4.0,1.0,3.0,2.0,0.0,11.0,10.0,3.0,16.0,16.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,16.0,0.0,13.0,0.0,0.0,11.0,0.0,2.0,0.0,11.0
1169,15.0,0.0,15.0,0.0,1.0,14.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,10.0,12.0,0.0,2.0,5.0,8.0,0.0,0.0,0.0,15.0,0.0,9.0,0.0,0.0,9.0,0.0,4.0,0.0,12.0
1170,12.0,0.0,16.0,0.0,9.0,16.0,6.0,0.0,16.0,0.0,3.0,6.0,0.0,16.0,14.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,0.0,7.0,0.0,4.0,0.0,13.0
1171,0.0,0.0,10.0,0.0,1.0,7.0,0.0,0.0,14.0,0.0,16.0,2.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
1172,14.0,1.0,0.0,0.0,0.0,16.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,13.0,12.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,12.0,0.0,11.0,0.0,0.0,14.0,0.0,0.0,0.0,16.0
1173,13.0,0.0,1.0,0.0,0.0,14.0,1.0,0.0,9.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,7.0,6.0,8.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,0.0,4.0,0.0,1.0,0.0,8.0
1174,8.0,0.0,14.0,0.0,1.0,16.0,16.0,1.0,16.0,0.0,16.0,0.0,0.0,15.0,14.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,15.0,0.0,2.0,0.0,16.0
1175,4.0,0.0,14.0,0.0,0.0,13.0,8.0,0.0,16.0,0.0,14.0,6.0,0.0,13.0,4.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,9.0,1.0,4.0,3.0,4.0
1176,12.0,5.0,10.0,0.0,11.0,12.0,7.0,4.0,7.0,0.0,0.0,8.0,0.0,16.0,16.0,0.0,0.0,7.0,5.0,0.0,1.0,0.0,16.0,0.0,16.0,0.0,0.0,16.0,0.0,7.0,0.0,15.0
1177,4.0,0.0,8.0,0.0,1.0,9.0,16.0,0.0,15.0,0.0,16.0,9.0,0.0,13.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
1178,16.0,10.0,7.0,0.0,12.0,8.0,12.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,8.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,16.0,0.0,0.0,13.0,0.0,0.0,0.0,10.0
1179,7.0,0.0,15.0,0.0,0.0,13.0,16.0,0.0,16.0,0.0,13.0,1.0,0.0,13.0,2.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,9.0,2.0,5.0,4.0,4.0
1180,12.0,7.0,16.0,3.0,10.0,11.0,14.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,2.0,13.0,0.0,0.0,4.0,0.0,8.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0
1181,16.0,6.0,10.0,1.0,8.0,7.0,5.0,4.0,1.0,0.0,3.0,6.0,0.0,16.0,16.0,1.0,3.0,14.0,4.0,0.0,8.0,0.0,16.0,0.0,15.0,0.0,0.0,15.0,0.0,4.0,0.0,9.0
1182,14.0,0.0,15.0,0.0,3.0,12.0,0.0,0.0,3.0,0.0,6.0,8.0,0.0,16.0,16.0,0.0,1.0,8.0,4.0,0.0,1.0,0.0,15.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,14.0
1183,7.0,5.0,16.0,0.0,5.0,10.0,13.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,7.0,0.0,8.0,0.0,0.0,16.0,0.0,0.0,0.0,5.0
1184,6.0,13.0,12.0,1.0,12.0,7.0,12.0,5.0,0.0,0.0,8.0,5.0,5.0,4.0,15.0,0.0,0.0,9.0,3.0,0.0,6.0,0.0,11.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0
1185,8.0,12.0,14.0,2.0,5.0,4.0,15.0,0.0,0.0,0.0,11.0,0.0,4.0,1.0,2.0,1.0,2.0,14.0,0.0,0.0,8.0,0.0,2.0,0.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0
1186,2.0,0.0,8.0,0.0,2.0,6.0,4.0,0.0,13.0,0.0,16.0,9.0,0.0,10.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
1187,0.0,0.0,11.0,0.0,1.0,5.0,3.0,0.0,14.0,0.0,16.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
1188,10.0,0.0,15.0,0.0,0.0,16.0,16.0,0.0,16.0,0.0,14.0,1.0,0.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,16.0,0.0,3.0,1.0,14.0
1189,0.0,0.0,16.0,0.0,1.0,11.0,10.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,16.0,0.0,9.0,0.0,0.0,16.0,0.0,0.0,0.0,6.0
1190,10.0,8.0,16.0,1.0,7.0,8.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,4.0,0.0,1.0,0.0,16.0,0.0,0.0,15.0,0.0,0.0,0.0,11.0
1191,0.0,3.0,12.0,0.0,0.0,16.0,16.0,0.0,15.0,0.0,16.0,0.0,6.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,15.0,0.0,3.0,0.0,10.0
1192,15.0,5.0,9.0,0.0,7.0,9.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,8.0,11.0,0.0,0.0,3.0,8.0,0.0,1.0,0.0,16.0,0.0,14.0,0.0,0.0,13.0,0.0,6.0,0.0,13.0
1193,0.0,1.0,14.0,0.0,0.0,16.0,16.0,2.0,8.0,0.0,16.0,0.0,0.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0,16.0,0.0,6.0,0.0,11.0
1194,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,10.0,0.0,16.0,4.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
1195,16.0,10.0,7.0,0.0,9.0,4.0,5.0,0.0,0.0,0.0,5.0,8.0,3.0,1.0,11.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,11.0
1196,2.0,8.0,16.0,0.0,9.0,8.0,3.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,10.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,12.0
1197,16.0,15.0,5.0,0.0,2.0,16.0,11.0,0.0,14.0,0.0,3.0,0.0,11.0,0.0,4.0,0.0,1.0,8.0,0.0,0.0,3.0,0.0,16.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0
1198,13.0,0.0,9.0,0.0,0.0,16.0,6.0,0.0,16.0,0.0,16.0,0.0,0.0,12.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,0.0,16.0
1199,0.0,6.0,6.0,0.0,0.0,16.0,16.0,2.0,16.0,0.0,16.0,0.0,6.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,16.0,0.0,0.0,16.0,0.0,2.0,0.0,14.0
1200,0.0,4.0,11.0,0.0,0.0,16.0,16.0,0.0,16.0,0.0,16.0,0.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,0.0,12.0
1201,16.0,8.0,1.0,0.0,1.0,16.0,13.0,1.0,16.0,0.0,9.0,0.0,7.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,11.0,0.0,10.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0
1202,11.0,11.0,8.0,0.0,12.0,5.0,4.0,2.0,0.0,0.0,8.0,7.0,1.0,6.0,16.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,16.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0
1203,16.0,1.0,14.0,0.0,4.0,16.0,3.0,7.0,1.0,0.0,0.0,5.0,0.0,12.0,13.0,0.0,0.0,9.0,4.0,0.0,4.0,0.0,16.0,0.0,11.0,0.0,0.0,13.0,0.0,8.0,0.0,16.0
1204,0.0,2.0,16.0,0.0,0.0,16.0,16.0,0.0,9.0,0.0,16.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,16.0,0.0,3.0,0.0,7.0
1205,10.0,10.0,4.0,0.0,12.0,10.0,7.0,9.0,4.0,0.0,0.0,8.0,2.0,11.0,10.0,0.0,0.0,3.0,7.0,0.0,8.0,0.0,14.0,0.0,16.0,0.0,0.0,14.0,0.0,6.0,0.0,14.0
1206,13.0,13.0,9.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,1.0,14.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,16.0,0.0,14.0,0.0,0.0,13.0,0.0,0.0,0.0,12.0
1207,10.0,12.0,7.0,0.0,13.0,2.0,8.0,0.0,0.0,0.0,4.0,6.0,7.0,1.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0
1208,0.0,13.0,5.0,0.0,12.0,4.0,10.0,0.0,0.0,0.0,6.0,3.0,5.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,16.0,0.0,16.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0
1209,11.0,16.0,16.0,0.0,8.0,5.0,0.0,1.0,15.0,0.0,11.0,0.0,13.0,16.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,5.0,7.0,0.0,3.0,0.0,16.0
1210,5.0,13.0,10.0,1.0,12.0,4.0,9.0,3.0,0.0,0.0,8.0,2.0,6.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,8.0,0.0,15.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0
1211,4.0,0.0,16.0,0.0,1.0,14.0,15.0,0.0,16.0,0.0,14.0,3.0,0.0,15.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,13.0,1.0,7.0,3.0,4.0
1212,1.0,0.0,6.0,0.0,1.0,6.0,11.0,0.0,13.0,0.0,16.0,10.0,0.0,14.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
1213,11.0,0.0,14.0,0.0,0.0,16.0,10.0,0.0,16.0,0.0,11.0,2.0,0.0,14.0,4.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,13.0,3.0,5.0,3.0,14.0
1214,16.0,3.0,14.0,0.0,0.0,7.0,5.0,0.0,5.0,0.0,16.0,0.0,1.0,12.0,3.0,0.0,7.0,10.0,1.0,0.0,0.0,0.0,10.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0
1215,15.0,7.0,0.0,1.0,0.0,11.0,16.0,1.0,13.0,0.0,9.0,0.0,11.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,9.0,0.0,8.0,0.0,12.0,0.0,0.0,10.0,0.0,0.0,0.0,15.0
1216,7.0,0.0,15.0,0.0,0.0,15.0,15.0,0.0,16.0,0.0,15.0,2.0,0.0,12.0,1.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,3.0,2.0,8.0
1217,14.0,9.0,14.0,0.0,2.0,8.0,0.0,0.0,16.0,0.0,9.0,0.0,6.0,16.0,16.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,13.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,14.0
1218,15.0,12.0,16.0,0.0,7.0,0.0,1.0,0.0,10.0,0.0,12.0,0.0,6.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,11.0,0.0,0.0,0.0,5.0
1219,12.0,7.0,0.0,0.0,0.0,16.0,16.0,9.0,15.0,0.0,8.0,0.0,7.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,4.0,0.0,8.0,0.0,9.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0
1220,11.0,4.0,13.0,0.0,7.0,4.0,14.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,8.0,10.0,0.0,0.0,2.0,0.0,7.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,5.0
1221,0.0,0.0,12.0,0.0,0.0,16.0,6.0,0.0,14.0,0.0,14.0,1.0,0.0,16.0,9.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,5.0,0.0,12.0,0.0,7.0
1222,12.0,3.0,9.0,0.0,0.0,16.0,16.0,2.0,16.0,0.0,16.0,0.0,1.0,6.0,12.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,8.0,0.0,12.0,0.0,0.0,15.0,0.0,0.0,0.0,16.0
1223,16.0,6.0,12.0,0.0,5.0,8.0,6.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,16.0,0.0,5.0,6.0,1.0,0.0,7.0,0.0,16.0,0.0,12.0,0.0,0.0,14.0,0.0,0.0,0.0,9.0
1224,8.0,12.0,11.0,1.0,8.0,8.0,11.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,11.0,2.0,2.0,10.0,0.0,0.0,4.0,0.0,14.0,0.0,16.0,0.0,0.0,12.0,0.0,0.0,0.0,8.0
1225,7.0,0.0,4.0,0.0,0.0,16.0,16.0,0.0,16.0,0.0,16.0,0.0,4.0,16.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,0.0,11.0,0.0,2.0,0.0,16.0
1226,13.0,5.0,4.0,0.0,8.0,8.0,14.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0,7.0,6.0,0.0,3.0,0.0,16.0,0.0,14.0,0.0,0.0,13.0,0.0,0.0,0.0,9.0
1227,5.0,2.0,16.0,1.0,6.0,11.0,7.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,11.0,0.0,10.0,0.0,0.0,14.0,0.0,0.0,0.0,8.0
1228,16.0,6.0,15.0,0.0,1.0,5.0,4.0,0.0,13.0,0.0,16.0,0.0,2.0,8.0,1.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,7.0
1229,0.0,15.0,2.0,0.0,14.0,1.0,3.0,0.0,0.0,0.0,8.0,10.0,5.0,2.0,11.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
1230,16.0,8.0,0.0,1.0,0.0,16.0,8.0,0.0,12.0,0.0,16.0,0.0,7.0,2.0,0.0,0.0,2.0,9.0,0.0,0.0,10.0,0.0,3.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,16.0
1231,12.0,9.0,9.0,0.0,9.0,7.0,1.0,5.0,2.0,0.0,0.0,8.0,0.0,12.0,14.0,0.0,0.0,5.0,8.0,0.0,1.0,0.0,16.0,0.0,16.0,0.0,0.0,14.0,0.0,4.0,0.0,12.0
1232,10.0,15.0,15.0,0.0,5.0,6.0,0.0,4.0,12.0,0.0,12.0,0.0,8.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,10.0,0.0,5.0,0.0,15.0
1233,14.0,7.0,13.0,0.0,0.0,10.0,3.0,0.0,9.0,0.0,16.0,0.0,1.0,12.0,9.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,16.0,0.0,13.0,0.0,0.0,16.0,0.0,1.0,0.0,13.0
1234,8.0,8.0,8.0,0.0,8.0,1.0,4.0,1.0,0.0,0.0,6.0,7.0,1.0,1.0,14.0,1.0,3.0,9.0,6.0,0.0,3.0,0.0,12.0,0.0,16.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0
1235,4.0,12.0,4.0,0.0,12.0,10.0,6.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,12.0,0.0,0.0,11.0,2.0,0.0,4.0,0.0,16.0,0.0,9.0,0.0,0.0,14.0,0.0,0.0,0.0,8.0
1236,6.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,14.0,0.0,15.0,7.0,0.0,6.0,4.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
1237,7.0,2.0,14.0,1.0,10.0,11.0,9.0,3.0,0.0,0.0,11.0,8.0,0.0,5.0,15.0,0.0,0.0,12.0,7.0,0.0,5.0,0.0,12.0,0.0,13.0,0.0,0.0,16.0,0.0,0.0,0.0,8.0
1238,5.0,9.0,15.0,1.0,8.0,5.0,4.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0
1239,13.0,14.0,0.0,0.0,0.0,16.0,16.0,0.0,14.0,0.0,7.0,0.0,14.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0
1240,15.0,0.0,7.0,0.0,0.0,9.0,7.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,7.0
1241,12.0,2.0,0.0,1.0,0.0,13.0,8.0,2.0,11.0,0.0,1.0,0.0,12.0,0.0,6.0,2.0,1.0,11.0,0.0,0.0,7.0,0.0,4.0,0.0,12.0,0.0,0.0,8.0,0.0,0.0,0.0,16.0
1242,11.0,7.0,0.0,3.0,0.0,15.0,5.0,0.0,9.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,11.0,0.0,1.0,0.0,9.0,0.0,0.0,12.0,0.0,0.0,0.0,16.0
1243,8.0,6.0,8.0,3.0,11.0,7.0,12.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,14.0,0.0,0.0,11.0,0.0,1.0,0.0,12.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0
1244,16.0,0.0,16.0,0.0,2.0,16.0,8.0,6.0,2.0,0.0,0.0,6.0,0.0,13.0,16.0,0.0,2.0,8.0,8.0,0.0,4.0,0.0,16.0,0.0,7.0,0.0,0.0,8.0,0.0,5.0,0.0,16.0
1245,1.0,14.0,6.0,0.0,11.0,2.0,15.0,0.0,0.0,0.0,11.0,6.0,9.0,3.0,15.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,15.0,0.0,16.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0
1246,13.0,2.0,0.0,2.0,0.0,9.0,15.0,2.0,13.0,0.0,15.0,0.0,10.0,0.0,5.0,2.0,1.0,16.0,0.0,0.0,6.0,0.0,12.0,0.0,12.0,0.0,0.0,8.0,0.0,0.0,0.0,14.0
1247,2.0,15.0,11.0,1.0,14.0,8.0,0.0,10.0,0.0,0.0,13.0,5.0,6.0,12.0,14.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,13.0,0.0,16.0,0.0,0.0,14.0,0.0,2.0,0.0,11.0
1248,8.0,8.0,11.0,1.0,9.0,6.0,13.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,7.0,0.0,2.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0
1249,6.0,0.0,16.0,0.0,4.0,15.0,8.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,16.0,0.0,10.0,0.0,0.0,14.0,0.0,0.0,0.0,9.0
1250,0.0,0.0,8.0,0.0,0.0,16.0,16.0,5.0,9.0,0.0,14.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,15.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0
1251,16.0,6.0,16.0,1.0,6.0,6.0,11.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,2.0,1.0,1.0,9.0,0.0,0.0,7.0,0.0,1.0,0.0,12.0,0.0,0.0,16.0,0.0,0.0,0.0,3.0
1252,16.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,16.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,16.0
1253,0.0,0.0,16.0,0.0,1.0,13.0,12.0,4.0,0.0,0.0,8.0,2.0,0.0,11.0,16.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,14.0,0.0,12.0,0.0,0.0,15.0,0.0,2.0,0.0,11.0
1254,11.0,0.0,11.0,0.0,0.0,16.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,12.0,12.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,11.0,0.0,12.0,0.0,0.0,13.0,0.0,0.0,0.0,16.0
1255,11.0,8.0,1.0,0.0,0.0,13.0,8.0,3.0,13.0,0.0,4.0,0.0,14.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,7.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,16.0
1256,10.0,0.0,12.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,16.0,0.0,0.0,14.0,16.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,13.0,0.0,11.0,0.0,0.0,10.0,0.0,3.0,0.0,8.0
1257,12.0,0.0,16.0,0.0,2.0,16.0,12.0,0.0,12.0,0.0,5.0,6.0,0.0,16.0,11.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,1.0,6.0,4.0,13.0
1258,6.0,0.0,14.0,0.0,4.0,2.0,4.0,0.0,14.0,0.0,13.0,3.0,0.0,5.0,8.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
1259,1.0,0.0,13.0,0.0,3.0,9.0,0.0,0.0,9.0,0.0,16.0,4.0,0.0,3.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
1260,2.0,11.0,13.0,0.0,10.0,5.0,8.0,6.0,0.0,0.0,13.0,3.0,1.0,12.0,12.0,0.0,0.0,9.0,4.0,0.0,5.0,0.0,10.0,0.0,12.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0
