,leaves_cat,leafspots-halo_cat,fruit-pods_cat,seed_cat,external-decay_cat,seed-tmt_cat,sclerotia_cat,class_cat,mycelium_cat,leafspots-marg_cat,date_cat,leaf-shread_cat,seed-discolor_cat,seed-size_cat,stem_cat,int-discolor_cat,germination_cat,temp_cat
201,abnorm,no-yellow-halos,norm,norm,absent,none,absent,phyllosticta-leaf-spot,absent,w-s-marg,july,absent,absent,norm,norm,none,80-89,norm
202,abnorm,no-yellow-halos,norm,norm,absent,none,absent,phyllosticta-leaf-spot,absent,w-s-marg,july,absent,absent,norm,norm,none,90-100,norm
203,abnorm,no-yellow-halos,norm,norm,absent,none,absent,phyllosticta-leaf-spot,absent,w-s-marg,july,absent,absent,norm,norm,none,90-100,norm
204,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,phyllosticta-leaf-spot,absent,w-s-marg,july,present,absent,norm,norm,none,80-89,gt-norm
205,abnorm,no-yellow-halos,norm,norm,absent,other,absent,phyllosticta-leaf-spot,absent,w-s-marg,june,absent,absent,norm,norm,none,lt-80,norm
206,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,phyllosticta-leaf-spot,absent,w-s-marg,may,present,absent,norm,norm,none,80-89,gt-norm
207,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,phyllosticta-leaf-spot,absent,w-s-marg,june,absent,absent,norm,norm,none,80-89,norm
208,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,phyllosticta-leaf-spot,absent,w-s-marg,june,present,absent,norm,norm,none,90-100,gt-norm
209,abnorm,no-yellow-halos,norm,norm,absent,other,absent,phyllosticta-leaf-spot,absent,w-s-marg,june,present,absent,norm,norm,none,lt-80,gt-norm
210,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,lt-80,norm
211,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,80-89,norm
212,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,july,absent,absent,norm,norm,none,80-89,norm
213,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,80-89,gt-norm
214,abnorm,no-yellow-halos,norm,abnorm,absent,other,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,present,norm,norm,none,lt-80,norm
215,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,80-89,gt-norm
216,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,80-89,norm
217,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,lt-80,gt-norm
218,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,80-89,gt-norm
219,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,90-100,gt-norm
220,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,80-89,gt-norm
221,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,lt-80,norm
222,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,october,present,absent,norm,norm,none,90-100,norm
223,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,90-100,gt-norm
224,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,lt-80,norm
225,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,80-89,norm
226,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,august,present,absent,norm,norm,none,80-89,norm
227,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,90-100,norm
228,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,90-100,gt-norm
229,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,lt-80,gt-norm
230,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,lt-80,gt-norm
231,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,80-89,gt-norm
232,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,august,present,absent,norm,norm,none,lt-80,norm
233,abnorm,no-yellow-halos,norm,abnorm,absent,other,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,present,norm,norm,none,90-100,gt-norm
234,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,lt-80,norm
235,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,lt-80,gt-norm
236,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,lt-80,norm
237,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,90-100,gt-norm
238,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,80-89,gt-norm
239,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,july,absent,absent,norm,norm,none,90-100,norm
240,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,september,present,absent,norm,norm,none,90-100,norm
241,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,80-89,gt-norm
242,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,lt-80,gt-norm
243,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,september,present,absent,norm,norm,none,lt-80,norm
244,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,october,present,absent,norm,norm,none,80-89,norm
245,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,90-100,norm
246,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,80-89,norm
247,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,lt-80,gt-norm
248,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,september,present,absent,norm,norm,none,90-100,norm
249,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,october,present,absent,norm,norm,none,80-89,norm
250,abnorm,no-yellow-halos,diseased,abnorm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,october,absent,absent,norm,abnorm,none,90-100,gt-norm
251,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,80-89,gt-norm
252,abnorm,no-yellow-halos,norm,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,90-100,norm
253,abnorm,no-yellow-halos,norm,norm,absent,none,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,lt-80,norm
254,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,october,absent,absent,norm,abnorm,none,lt-80,gt-norm
255,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,90-100,norm
256,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,july,absent,absent,norm,abnorm,none,80-89,norm
257,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,80-89,gt-norm
258,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,90-100,norm
259,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,80-89,gt-norm
260,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,80-89,norm
261,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,90-100,norm
262,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,90-100,gt-norm
263,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,80-89,norm
264,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,july,absent,absent,norm,abnorm,none,lt-80,norm
265,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,80-89,norm
266,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,90-100,gt-norm
267,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,90-100,gt-norm
268,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,80-89,gt-norm
269,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,90-100,norm
270,abnorm,no-yellow-halos,norm,norm,absent,none,absent,frog-eye-leaf-spot,absent,w-s-marg,july,absent,absent,norm,norm,none,80-89,norm
271,abnorm,no-yellow-halos,diseased,abnorm,absent,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,october,absent,present,lt-norm,abnorm,none,90-100,gt-norm
272,abnorm,no-yellow-halos,diseased,norm,absent,other,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,90-100,norm
273,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,90-100,norm
274,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,lt-80,norm
275,abnorm,no-yellow-halos,norm,norm,absent,none,absent,frog-eye-leaf-spot,absent,w-s-marg,july,absent,absent,norm,norm,none,lt-80,norm
276,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,october,absent,absent,norm,abnorm,none,lt-80,gt-norm
277,abnorm,no-yellow-halos,norm,norm,absent,none,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,80-89,norm
278,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,90-100,gt-norm
279,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,october,absent,absent,norm,abnorm,none,lt-80,gt-norm
280,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,lt-80,gt-norm
281,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,90-100,norm
282,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,80-89,norm
283,abnorm,no-yellow-halos,norm,norm,absent,other,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,lt-80,gt-norm
284,abnorm,no-yellow-halos,norm,norm,absent,none,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,80-89,norm
285,abnorm,no-yellow-halos,norm,norm,absent,none,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,lt-80,norm
286,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,90-100,gt-norm
287,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,90-100,norm
288,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,none,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,80-89,gt-norm
289,abnorm,no-yellow-halos,diseased,norm,firm-and-dry,fungicide,absent,frog-eye-leaf-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,lt-80,norm
290,norm,,diseased,norm,absent,,absent,diaporthe-pod-&-stem-blight,absent,,september,,present,lt-norm,abnorm,none,90-100,gt-norm
291,norm,,diseased,abnorm,absent,,absent,diaporthe-pod-&-stem-blight,absent,,october,,present,lt-norm,abnorm,none,80-89,gt-norm
292,norm,,diseased,abnorm,absent,,absent,diaporthe-pod-&-stem-blight,absent,,september,,present,lt-norm,abnorm,none,90-100,gt-norm
293,norm,,diseased,norm,absent,,absent,diaporthe-pod-&-stem-blight,absent,,may,,present,lt-norm,abnorm,none,lt-80,gt-norm
294,norm,,diseased,abnorm,absent,,absent,diaporthe-pod-&-stem-blight,absent,,september,,present,lt-norm,abnorm,none,,gt-norm
295,norm,,diseased,abnorm,absent,,absent,diaporthe-pod-&-stem-blight,absent,,september,,present,lt-norm,abnorm,none,90-100,gt-norm
296,abnorm,,few-present,abnorm,,,,cyst-nematode,,,june,,,lt-norm,norm,,,
297,abnorm,,few-present,abnorm,,,,cyst-nematode,,,july,,,lt-norm,norm,,,
298,abnorm,,few-present,abnorm,,,,cyst-nematode,,,august,,,lt-norm,norm,,,
299,abnorm,,few-present,abnorm,,,,cyst-nematode,,,july,,,lt-norm,norm,,,
300,abnorm,,few-present,abnorm,,,,cyst-nematode,,,july,,,lt-norm,norm,,,
301,abnorm,,few-present,abnorm,,,,cyst-nematode,,,august,,,lt-norm,norm,,,
302,abnorm,absent,,,,,,2-4-d-injury,,dna,,,,,,,,
303,abnorm,no-yellow-halos,dna,,,,,herbicide-injury,,no-w-s-marg,may,absent,,,abnorm,,,lt-norm
304,abnorm,absent,dna,,,,,herbicide-injury,,dna,april,absent,,,abnorm,,,lt-norm
305,abnorm,absent,dna,,,,,herbicide-injury,,dna,may,absent,,,abnorm,,,lt-norm
306,abnorm,no-yellow-halos,dna,,,,,herbicide-injury,,no-w-s-marg,may,absent,,,abnorm,,,lt-norm
307,abnorm,absent,norm,norm,firm-and-dry,none,absent,diaporthe-stem-canker,absent,dna,october,absent,absent,norm,abnorm,none,lt-80,norm
308,abnorm,absent,norm,norm,firm-and-dry,fungicide,absent,diaporthe-stem-canker,absent,dna,july,absent,absent,norm,abnorm,none,80-89,norm
309,abnorm,absent,norm,norm,firm-and-dry,none,absent,diaporthe-stem-canker,absent,dna,august,absent,absent,norm,abnorm,none,lt-80,norm
310,abnorm,absent,norm,norm,firm-and-dry,none,absent,diaporthe-stem-canker,absent,dna,september,absent,absent,norm,abnorm,none,80-89,norm
311,abnorm,absent,norm,norm,firm-and-dry,none,absent,diaporthe-stem-canker,absent,dna,july,absent,absent,norm,abnorm,none,80-89,norm
312,abnorm,absent,norm,norm,firm-and-dry,fungicide,absent,diaporthe-stem-canker,absent,dna,september,absent,absent,norm,abnorm,none,90-100,norm
313,abnorm,absent,norm,norm,firm-and-dry,fungicide,absent,diaporthe-stem-canker,absent,dna,september,absent,absent,norm,abnorm,none,lt-80,norm
314,abnorm,absent,norm,norm,firm-and-dry,none,absent,diaporthe-stem-canker,absent,dna,july,absent,absent,norm,abnorm,none,80-89,norm
315,abnorm,absent,norm,norm,firm-and-dry,fungicide,absent,diaporthe-stem-canker,absent,dna,august,absent,absent,norm,abnorm,none,lt-80,norm
316,abnorm,absent,norm,norm,firm-and-dry,fungicide,absent,diaporthe-stem-canker,absent,dna,october,absent,absent,norm,abnorm,none,80-89,norm
317,abnorm,absent,norm,norm,absent,fungicide,present,charcoal-rot,absent,dna,august,absent,absent,norm,abnorm,black,80-89,norm
318,abnorm,absent,norm,norm,absent,none,present,charcoal-rot,absent,dna,september,absent,absent,norm,abnorm,black,lt-80,gt-norm
319,abnorm,absent,norm,norm,absent,fungicide,present,charcoal-rot,absent,dna,august,absent,absent,norm,abnorm,black,80-89,gt-norm
320,abnorm,absent,norm,norm,absent,none,present,charcoal-rot,absent,dna,september,absent,absent,norm,abnorm,black,lt-80,gt-norm
321,abnorm,absent,norm,norm,absent,none,present,charcoal-rot,absent,dna,september,absent,absent,norm,abnorm,black,lt-80,gt-norm
322,abnorm,absent,norm,norm,absent,none,present,charcoal-rot,absent,dna,july,absent,absent,norm,abnorm,black,80-89,gt-norm
323,abnorm,absent,norm,norm,absent,fungicide,present,charcoal-rot,absent,dna,august,absent,absent,norm,abnorm,black,lt-80,gt-norm
324,abnorm,absent,norm,norm,absent,none,present,charcoal-rot,absent,dna,september,absent,absent,norm,abnorm,black,90-100,gt-norm
325,abnorm,absent,norm,norm,absent,fungicide,present,charcoal-rot,absent,dna,october,absent,absent,norm,abnorm,black,80-89,gt-norm
326,abnorm,absent,norm,norm,absent,fungicide,present,charcoal-rot,absent,dna,october,absent,absent,norm,abnorm,black,90-100,gt-norm
327,norm,absent,dna,norm,firm-and-dry,none,absent,rhizoctonia-root-rot,absent,dna,april,absent,absent,norm,abnorm,none,80-89,lt-norm
328,norm,absent,dna,norm,firm-and-dry,none,absent,rhizoctonia-root-rot,absent,dna,april,absent,absent,norm,abnorm,none,lt-80,lt-norm
329,norm,absent,dna,norm,firm-and-dry,fungicide,absent,rhizoctonia-root-rot,absent,dna,april,absent,absent,norm,abnorm,none,80-89,lt-norm
330,norm,absent,dna,norm,firm-and-dry,none,absent,rhizoctonia-root-rot,absent,dna,june,absent,absent,norm,abnorm,none,80-89,lt-norm
331,norm,absent,dna,norm,firm-and-dry,none,absent,rhizoctonia-root-rot,absent,dna,may,absent,absent,norm,abnorm,none,80-89,lt-norm
332,norm,absent,dna,norm,firm-and-dry,none,absent,rhizoctonia-root-rot,absent,dna,june,absent,absent,norm,abnorm,none,80-89,lt-norm
333,norm,absent,dna,norm,firm-and-dry,none,absent,rhizoctonia-root-rot,present,dna,june,absent,absent,norm,abnorm,none,lt-80,lt-norm
334,abnorm,absent,dna,norm,firm-and-dry,none,absent,rhizoctonia-root-rot,present,dna,august,absent,absent,norm,abnorm,none,lt-80,lt-norm
335,norm,absent,dna,norm,firm-and-dry,fungicide,absent,rhizoctonia-root-rot,present,dna,april,absent,absent,norm,abnorm,none,80-89,lt-norm
336,norm,absent,dna,norm,firm-and-dry,none,absent,rhizoctonia-root-rot,present,dna,june,absent,absent,norm,abnorm,none,lt-80,lt-norm
337,abnorm,absent,dna,norm,absent,none,absent,phytophthora-rot,absent,dna,june,absent,absent,norm,abnorm,none,lt-80,lt-norm
338,abnorm,absent,dna,norm,absent,fungicide,absent,phytophthora-rot,absent,dna,may,absent,absent,norm,abnorm,none,lt-80,lt-norm
339,abnorm,absent,dna,norm,firm-and-dry,fungicide,absent,phytophthora-rot,absent,dna,june,absent,absent,norm,abnorm,none,lt-80,norm
340,abnorm,absent,dna,norm,firm-and-dry,fungicide,absent,phytophthora-rot,absent,dna,may,absent,absent,norm,abnorm,none,80-89,norm
341,abnorm,absent,,,absent,,absent,phytophthora-rot,absent,dna,july,absent,,,abnorm,none,,norm
342,abnorm,absent,,,absent,,absent,phytophthora-rot,absent,dna,july,absent,,,abnorm,none,,norm
343,abnorm,,,,absent,,absent,phytophthora-rot,absent,,april,,,,abnorm,none,,gt-norm
344,abnorm,,,,absent,,absent,phytophthora-rot,absent,,may,,,,abnorm,none,,norm
345,abnorm,,,,watery,,absent,phytophthora-rot,absent,,may,,,,abnorm,none,,norm
346,abnorm,,,,absent,,absent,phytophthora-rot,absent,,august,,,,abnorm,none,,gt-norm
347,abnorm,,,,watery,,absent,phytophthora-rot,absent,,may,,,,abnorm,none,,gt-norm
348,abnorm,,,,absent,,absent,phytophthora-rot,absent,,june,,,,abnorm,none,,norm
349,abnorm,,,,absent,,absent,phytophthora-rot,absent,,july,,,,abnorm,none,,gt-norm
350,abnorm,,,,absent,,absent,phytophthora-rot,absent,,august,,,,abnorm,none,,norm
351,abnorm,,,,watery,,absent,phytophthora-rot,absent,,may,,,,abnorm,none,,norm
352,abnorm,,,,watery,,absent,phytophthora-rot,absent,,may,,,,abnorm,none,,norm
353,abnorm,,,,watery,,absent,phytophthora-rot,absent,,may,,,,abnorm,none,,gt-norm
354,abnorm,,,,watery,,absent,phytophthora-rot,absent,,june,,,,abnorm,none,,gt-norm
355,abnorm,,,,absent,,absent,phytophthora-rot,absent,,july,,,,abnorm,none,,norm
356,abnorm,,,,absent,,absent,phytophthora-rot,absent,,july,,,,abnorm,none,,norm
357,abnorm,,,,watery,,absent,phytophthora-rot,absent,,may,,,,abnorm,none,,gt-norm
358,abnorm,,,,absent,,absent,phytophthora-rot,absent,,june,,,,abnorm,none,,gt-norm
359,abnorm,,,,absent,,absent,phytophthora-rot,absent,,july,,,,abnorm,none,,norm
360,abnorm,,,,absent,,absent,phytophthora-rot,absent,,august,,,,abnorm,none,,norm
361,abnorm,,,,watery,,absent,phytophthora-rot,absent,,may,,,,abnorm,none,,gt-norm
362,abnorm,,,,absent,,absent,phytophthora-rot,absent,,june,,,,abnorm,none,,gt-norm
363,abnorm,,,,absent,,absent,phytophthora-rot,absent,,july,,,,abnorm,none,,norm
364,abnorm,,,,absent,,absent,phytophthora-rot,absent,,august,,,,abnorm,none,,norm
365,abnorm,,,,watery,,absent,phytophthora-rot,absent,,may,,,,abnorm,none,,gt-norm
366,abnorm,,,,absent,,absent,phytophthora-rot,absent,,june,,,,abnorm,none,,gt-norm
367,abnorm,,,,absent,,absent,phytophthora-rot,absent,,july,,,,abnorm,none,,norm
368,abnorm,,,,watery,,absent,phytophthora-rot,absent,,may,,,,abnorm,none,,gt-norm
369,abnorm,,,,absent,,absent,phytophthora-rot,absent,,june,,,,abnorm,none,,norm
370,abnorm,,,,absent,,absent,phytophthora-rot,absent,,july,,,,abnorm,none,,norm
371,abnorm,,,,watery,,absent,phytophthora-rot,absent,,may,,,,abnorm,none,,gt-norm
372,abnorm,,,,absent,,absent,phytophthora-rot,absent,,june,,,,abnorm,none,,gt-norm
373,abnorm,,,,absent,,absent,phytophthora-rot,absent,,july,,,,abnorm,none,,norm
374,abnorm,,,,absent,,absent,phytophthora-rot,absent,,august,,,,abnorm,none,,norm
375,abnorm,,,,watery,,absent,phytophthora-rot,absent,,may,,,,abnorm,none,,norm
376,abnorm,,,,absent,,absent,phytophthora-rot,absent,,june,,,,abnorm,none,,norm
377,abnorm,,,,absent,,absent,phytophthora-rot,absent,,july,,,,abnorm,none,,norm
378,abnorm,,,,absent,,absent,phytophthora-rot,absent,,august,,,,abnorm,none,,norm
379,abnorm,,,,watery,,absent,phytophthora-rot,absent,,may,,,,abnorm,none,,gt-norm
380,abnorm,,,,absent,,absent,phytophthora-rot,absent,,june,,,,abnorm,none,,gt-norm
381,abnorm,,,,absent,,absent,phytophthora-rot,absent,,july,,,,abnorm,none,,norm
382,abnorm,,,,absent,,absent,phytophthora-rot,absent,,june,,,,abnorm,none,,norm
383,abnorm,,,,absent,,absent,phytophthora-rot,absent,,july,,,,abnorm,none,,norm
384,abnorm,,,,absent,,absent,phytophthora-rot,absent,,july,,,,abnorm,none,,norm
385,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-stem-rot,absent,w-s-marg,july,absent,absent,norm,abnorm,brown,90-100,lt-norm
386,norm,absent,norm,norm,absent,fungicide,absent,brown-stem-rot,absent,dna,august,absent,absent,norm,abnorm,brown,80-89,lt-norm
387,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-stem-rot,absent,w-s-marg,july,absent,absent,norm,abnorm,brown,80-89,lt-norm
388,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-stem-rot,absent,w-s-marg,september,absent,absent,norm,abnorm,brown,90-100,norm
389,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,brown-stem-rot,absent,w-s-marg,october,absent,absent,norm,abnorm,brown,80-89,norm
390,norm,absent,norm,norm,absent,none,absent,brown-stem-rot,absent,dna,august,absent,absent,norm,abnorm,brown,lt-80,lt-norm
391,abnorm,absent,norm,norm,absent,none,absent,brown-stem-rot,absent,dna,september,absent,absent,norm,abnorm,brown,lt-80,gt-norm
392,abnorm,absent,norm,norm,absent,fungicide,absent,brown-stem-rot,absent,dna,september,absent,absent,norm,abnorm,brown,90-100,norm
393,abnorm,absent,norm,norm,absent,none,absent,brown-stem-rot,absent,dna,august,absent,absent,norm,abnorm,brown,80-89,norm
394,abnorm,absent,norm,norm,absent,none,absent,brown-stem-rot,absent,dna,september,absent,absent,norm,abnorm,brown,lt-80,norm
395,abnorm,absent,norm,norm,absent,fungicide,absent,brown-stem-rot,absent,dna,september,absent,absent,norm,abnorm,brown,80-89,norm
396,norm,absent,norm,norm,absent,none,absent,brown-stem-rot,absent,dna,july,absent,absent,norm,abnorm,brown,lt-80,lt-norm
397,norm,absent,norm,norm,absent,none,absent,brown-stem-rot,absent,dna,september,absent,absent,norm,abnorm,brown,90-100,norm
398,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-stem-rot,absent,w-s-marg,august,absent,absent,norm,abnorm,brown,80-89,lt-norm
399,norm,absent,norm,norm,absent,fungicide,absent,brown-stem-rot,absent,dna,september,absent,absent,norm,abnorm,brown,lt-80,lt-norm
400,norm,absent,norm,norm,absent,fungicide,absent,brown-stem-rot,absent,dna,august,absent,absent,norm,abnorm,brown,90-100,lt-norm
401,norm,absent,norm,norm,absent,fungicide,absent,brown-stem-rot,absent,dna,october,absent,absent,norm,abnorm,brown,80-89,norm
