,attribute_36_num,Class_cat,attribute_47_num,attribute_56_num,attribute_23_num,attribute_46_num,attribute_35_num,attribute_28_num,attribute_50_num,attribute_32_num,attribute_1_num,attribute_30_num,attribute_44_num,attribute_27_num,attribute_9_num,attribute_10_num,attribute_13_num,attribute_57_num,attribute_29_num,attribute_51_num,attribute_17_num,attribute_59_num,attribute_42_num,attribute_54_num,attribute_12_num,attribute_14_num,attribute_55_num,attribute_16_num,attribute_2_num,attribute_25_num
91,0.4787,Rock,0.0567,0.0116,0.143,0.08,0.5084,0.8015,0.0151,0.5049,0.0253,0.831,0.1294,0.6838,0.3429,0.2197,0.5582,0.0033,0.8073,0.0085,0.3512,0.0081,0.1155,0.0079,0.3223,0.6916,0.0038,0.7152,0.0808,0.6338
92,0.0791,Rock,0.1018,0.0015,0.4208,0.0933,0.1802,0.7673,0.0318,0.4444,0.026,0.8463,0.0815,0.6549,0.1523,0.163,0.1542,0.0035,1.0,0.0132,0.0699,0.0044,0.2841,0.0051,0.2187,0.263,0.007,0.2978,0.0192,0.6094
93,0.1558,Rock,0.0322,0.0151,0.6415,0.0473,0.3915,0.839,0.0088,0.4577,0.0459,0.8362,0.1807,0.6838,0.1598,0.1408,0.4545,0.007,1.0,0.0121,0.2164,0.0117,0.3599,0.0109,0.3259,0.5785,0.0164,0.2231,0.0437,0.8918
94,0.0916,Rock,0.0692,0.0085,0.4611,0.0606,0.2586,0.8516,0.0082,0.3717,0.0025,0.769,0.1524,0.7102,0.1368,0.143,0.2444,0.0101,1.0,0.0108,0.0367,0.0028,0.2941,0.0036,0.225,0.3239,0.0114,0.241,0.0309,0.7272
95,0.4572,Rock,0.0,0.0137,0.1208,0.0,0.3647,0.752,0.0,0.2483,0.0291,0.7812,0.0,0.4468,0.1294,0.1146,0.0252,0.0164,0.9036,0.0,0.1556,0.0139,0.0653,0.0204,0.0794,0.1191,0.005,0.205,0.04,0.15
96,0.3235,Rock,0.099,0.0041,0.2085,0.0374,0.2297,0.6385,0.0142,0.2214,0.0181,0.7508,0.0898,0.4086,0.1398,0.1045,0.0997,0.0018,0.797,0.0076,0.1626,0.0089,0.2268,0.0145,0.0671,0.1056,0.0233,0.1231,0.0146,0.0747
97,0.7563,Mine,0.1789,0.0119,0.3523,0.2438,0.6355,0.5323,0.0238,0.4639,0.0491,0.3456,0.2804,0.534,0.1246,0.2028,0.2209,0.0194,0.3907,0.0268,0.278,0.0332,0.4797,0.0161,0.2497,0.3195,0.0063,0.3323,0.0279,0.5228
98,0.4577,Mine,0.1921,0.0013,0.4337,0.2246,0.2896,0.595,0.0193,0.2375,0.1313,0.4178,0.1951,0.4163,0.1929,0.2231,0.3136,0.0106,0.5242,0.0156,0.4386,0.0178,0.2711,0.0154,0.2259,0.3302,0.018,0.3956,0.2339,0.507
99,0.1816,Mine,0.0841,0.009,0.2556,0.1751,0.2194,0.5116,0.0153,0.3939,0.0201,0.4258,0.1927,0.5353,0.1206,0.0279,0.177,0.0242,0.4544,0.0081,0.4616,0.019,0.301,0.016,0.2615,0.3709,0.029,0.5553,0.0423,0.3779
100,0.134,Mine,0.0795,0.0187,0.0671,0.0129,0.2667,0.1911,0.0061,0.1891,0.0629,0.2531,0.1626,0.2234,0.2107,0.3597,0.5127,0.023,0.0408,0.0257,0.9786,0.0113,0.1775,0.0108,0.5205,0.5395,0.0138,0.8705,0.1065,0.2717
101,0.0754,Mine,0.0439,0.0193,0.0563,0.0487,0.3638,0.4402,0.0185,0.3522,0.0335,0.1797,0.0812,0.5027,0.3036,0.4372,0.7022,0.0032,0.2847,0.0302,0.8622,0.0126,0.0954,0.0093,0.5771,0.7067,0.0159,0.7391,0.0134,0.2554
102,0.2814,Mine,0.1081,0.0122,0.3097,0.0553,0.5046,0.1835,0.0265,0.3104,0.0587,0.1674,0.0722,0.1746,0.1372,0.2352,0.5201,0.0038,0.2048,0.0215,0.9039,0.0228,0.0443,0.0088,0.4257,0.4914,0.0158,0.7221,0.121,0.227
103,0.3511,Mine,0.0264,0.0074,0.6644,0.0443,0.4833,0.0876,0.0077,0.4612,0.0162,0.1714,0.0377,0.0481,0.0598,0.1334,0.5677,0.0035,0.104,0.0137,0.8999,0.0048,0.1395,0.0232,0.4754,0.569,0.0198,0.7487,0.0253,0.3711
104,0.3172,Mine,0.0672,0.0152,0.598,0.0576,0.366,0.0284,0.019,0.293,0.0307,0.2636,0.142,0.0989,0.146,0.2792,0.4981,0.0052,0.1008,0.0063,0.823,0.0124,0.4448,0.0137,0.4992,0.4972,0.0277,0.7339,0.0523,0.315
105,0.2347,Mine,0.0237,0.0277,0.8276,0.0307,0.2131,0.4307,0.0057,0.3035,0.0116,0.3833,0.1056,0.4355,0.0757,0.1006,0.3809,0.0097,0.4399,0.0031,0.8024,0.0148,0.1781,0.0084,0.3988,0.4753,0.027,0.6464,0.0179,0.6102
106,0.4777,Mine,0.1303,0.0129,0.7526,0.1117,0.4469,0.4099,0.0224,0.3194,0.0331,0.4124,0.2802,0.4531,0.0548,0.0193,0.1936,0.0066,0.454,0.0133,0.636,0.0134,0.3712,0.0176,0.1734,0.2803,0.0038,0.502,0.0423,0.6177
107,0.4619,Mine,0.101,0.0131,0.8385,0.1789,0.5194,0.3269,0.0118,0.4465,0.0428,0.2554,0.2527,0.4139,0.061,0.0113,0.3011,0.0089,0.3108,0.0009,0.6588,0.0113,0.3324,0.0079,0.2473,0.3747,0.006,0.5392,0.0555,0.8555
108,0.4195,Mine,0.053,0.0081,0.9311,0.0932,0.3994,0.4113,0.0137,0.3169,0.0599,0.3149,0.265,0.4162,0.1094,0.0351,0.2268,0.0117,0.4146,0.0028,0.6687,0.0112,0.337,0.0227,0.2023,0.2829,0.0209,0.4665,0.0474,0.7327
109,0.3762,Mine,0.1991,0.0068,1.0,0.1688,0.3518,0.5801,0.0323,0.2443,0.0264,0.4886,0.1963,0.7215,0.0453,0.0945,0.0717,0.0121,0.4964,0.0253,0.505,0.0078,0.4443,0.0177,0.084,0.1968,0.0037,0.4191,0.0071,0.9575
110,0.3958,Mine,0.115,0.0099,1.0,0.1181,0.3862,0.7718,0.0183,0.1198,0.021,0.4301,0.2518,0.7688,0.0494,0.0686,0.271,0.008,0.6268,0.0104,0.6011,0.0161,0.4008,0.0061,0.1741,0.3087,0.0031,0.4998,0.0121,0.8496
111,0.5023,Mine,0.0523,0.0151,0.9532,0.1299,0.4434,0.4483,0.0114,0.0994,0.053,0.202,0.1387,0.6534,0.095,0.074,0.2703,0.0171,0.246,0.0299,0.5655,0.0134,0.499,0.0257,0.2226,0.3365,0.0082,0.4144,0.0885,0.8337
112,0.5437,Mine,0.0882,0.0084,0.9093,0.0919,0.5926,0.2484,0.0142,0.1713,0.0454,0.3775,0.2037,0.3572,0.1171,0.1675,0.4012,0.0218,0.3161,0.0137,0.687,0.0154,0.2634,0.0238,0.3323,0.4296,0.0129,0.5411,0.0472,0.6705
113,0.2401,Mine,0.0655,0.0073,0.8328,0.1111,0.2867,0.4454,0.0179,0.1711,0.0283,0.2891,0.145,0.581,0.137,0.1767,0.3275,0.0054,0.3707,0.0109,0.618,0.0045,0.3661,0.0158,0.2869,0.3769,0.0046,0.5036,0.0599,0.7007
114,0.3301,Mine,0.0951,0.0041,0.8899,0.1003,0.2551,0.6821,0.0174,0.2533,0.0114,0.4789,0.1925,0.7207,0.135,0.1799,0.3672,0.005,0.5512,0.0213,0.7402,0.0103,0.2871,0.0257,0.2973,0.4394,0.0097,0.6755,0.0222,0.6367
115,0.4538,Mine,0.0805,0.0165,0.7852,0.0369,0.4282,0.3519,0.0065,0.1032,0.0414,0.3346,0.2808,0.5514,0.0818,0.1975,0.3938,0.0141,0.3168,0.0222,0.7417,0.0246,0.4265,0.0113,0.3025,0.505,0.0053,0.661,0.0436,0.7434
116,0.1956,Mine,0.1173,0.0055,0.875,0.1097,0.0619,0.66,0.0281,0.1164,0.0094,0.4016,0.1512,0.775,0.187,0.1725,0.4144,0.0078,0.5615,0.0216,0.6441,0.0091,0.1702,0.0241,0.3106,0.5157,0.0164,0.5107,0.0333,0.9074
117,0.1344,Mine,0.0959,0.0095,0.9126,0.1199,0.1323,0.752,0.0313,0.251,0.0228,0.5986,0.1779,0.8815,0.1428,0.2227,0.2859,0.0055,0.7068,0.0185,0.4765,0.0063,0.3654,0.0077,0.3109,0.3316,0.0074,0.4499,0.0106,1.0
118,0.1533,Mine,0.0779,0.005,0.9014,0.1177,0.2189,0.9745,0.0194,0.3156,0.0363,0.7196,0.1692,0.9547,0.1703,0.1444,0.2863,0.0066,0.8962,0.025,0.5334,0.0073,0.1056,0.0055,0.2154,0.357,0.0096,0.4359,0.0478,0.9536
119,0.0185,Mine,0.0373,0.0124,0.8747,0.0307,0.1165,0.8798,0.0169,0.286,0.0261,0.5711,0.137,0.8576,0.1864,0.2013,0.351,0.0054,0.772,0.0135,0.6237,0.0028,0.2033,0.0127,0.365,0.3495,0.0022,0.5398,0.0266,0.9716
120,0.1613,Mine,0.1013,0.0102,0.9284,0.1216,0.0946,0.9956,0.005,0.4867,0.0346,0.602,0.2069,0.9702,0.1228,0.1508,0.2947,0.0052,0.8235,0.0146,0.5486,0.0079,0.2676,0.0107,0.239,0.2866,0.0112,0.5325,0.0509,0.9738
121,0.1788,Mine,0.107,0.0157,1.0,0.0768,0.1117,0.9128,0.0227,0.33,0.0162,0.6018,0.216,0.9184,0.1552,0.1779,0.3089,0.0088,0.7811,0.0128,0.5996,0.0053,0.2546,0.0114,0.2568,0.3829,0.0062,0.5335,0.0041,0.9376
122,0.1406,Mine,0.1492,0.0133,0.9365,0.0965,0.0488,0.9076,0.0193,0.3719,0.0249,0.5758,0.1464,0.9896,0.2119,0.2531,0.3341,0.0048,0.7306,0.014,0.7236,0.0077,0.2293,0.015,0.2961,0.4287,0.0012,0.6087,0.0119,0.9776
123,0.1525,Mine,0.1344,0.0092,0.8969,0.0779,0.0809,0.8105,0.033,0.3339,0.027,0.5572,0.1767,0.8917,0.2017,0.2122,0.2964,0.0138,0.6828,0.0197,0.6613,0.0105,0.1901,0.0085,0.2399,0.4061,0.0043,0.5512,0.0163,1.0
124,0.1519,Mine,0.0624,0.0111,0.9107,0.1433,0.182,0.708,0.0131,0.3129,0.0388,0.5215,0.114,0.9261,0.2832,0.2718,0.3843,0.0107,0.5779,0.0152,0.4835,0.0097,0.2879,0.0263,0.3934,0.4677,0.0079,0.4823,0.0324,0.7884
125,0.2331,Mine,0.1079,0.0125,0.9642,0.1753,0.3674,0.7104,0.0191,0.2447,0.0228,0.5667,0.1238,0.907,0.3295,0.3517,0.402,0.0116,0.632,0.0159,0.8426,0.0012,0.2785,0.026,0.3643,0.4731,0.014,0.6573,0.0853,0.9357
126,0.1588,Mine,0.0899,0.0042,0.8373,0.0676,0.1229,0.5406,0.0086,0.2574,0.0715,0.4439,0.2092,0.5643,0.296,0.4186,0.5959,0.0066,0.4783,0.0216,0.8693,0.0083,0.1239,0.0096,0.5249,0.6855,0.0196,0.9718,0.0849,0.5893
127,0.2148,Mine,0.1383,0.0101,1.0,0.1083,0.1834,0.4548,0.0325,0.0978,0.0209,0.3391,0.2587,0.6502,0.3314,0.4125,0.4622,0.0127,0.4732,0.0316,0.6994,0.0129,0.1195,0.0085,0.1334,0.997,0.0372,0.8292,0.0261,0.7806
128,0.1817,Mine,0.1065,0.0087,0.9122,0.1395,0.1906,0.3388,0.0183,0.1267,0.0374,0.3822,0.2047,0.4865,0.307,0.2597,0.4574,0.0124,0.4832,0.0353,0.8087,0.0098,0.1483,0.0237,0.3999,0.595,0.0032,0.8272,0.0586,0.6718
129,0.1041,Mine,0.0643,0.0067,0.7716,0.1062,0.2753,0.564,0.0272,0.2339,0.1371,0.3369,0.1753,0.4697,0.163,0.2067,0.7131,0.0022,0.4517,0.0171,0.9382,0.0146,0.2458,0.0344,0.5484,0.7003,0.0065,0.7939,0.1226,0.486
130,0.1039,Mine,0.0434,0.0055,0.6372,0.1483,0.1677,0.2847,0.0473,0.1362,0.0443,0.1671,0.0255,0.3309,0.1801,0.3083,0.6173,0.0045,0.1949,0.0248,1.0,0.0152,0.2831,0.0141,0.5364,0.7842,0.0185,0.9016,0.0446,0.2076
131,0.8547,Mine,0.234,0.011,0.061,0.4232,0.8626,0.2649,0.0507,0.3296,0.115,0.6502,0.2694,0.1617,0.4346,0.5378,0.0616,0.019,0.4565,0.0228,0.3041,0.0068,0.0906,0.0085,0.0991,0.1795,0.0166,0.3602,0.1163,0.1348
132,0.7375,Mine,0.1329,0.0212,0.096,0.3067,0.6705,0.3451,0.0499,0.3335,0.0968,0.5213,0.2231,0.2893,0.5744,0.5025,0.2076,0.0126,0.3777,0.0206,0.2436,0.021,0.1545,0.0303,0.17,0.3087,0.019,0.5312,0.0821,0.2419
133,0.7174,Mine,0.0768,0.0249,0.1012,0.3839,0.7963,0.5247,0.0469,0.3741,0.079,0.8316,0.3722,0.2259,0.5664,0.6609,0.165,0.0141,0.6898,0.0193,0.3366,0.0025,0.4729,0.0294,0.2583,0.4347,0.0175,0.4579,0.0707,0.2318
134,0.9212,Mine,0.1578,0.0032,0.1703,0.3097,1.0,0.6134,0.0209,0.4303,0.1083,0.6925,0.2872,0.2211,0.5526,0.5966,0.2402,0.0084,0.5807,0.0172,0.1674,0.0082,0.2016,0.0234,0.2251,0.2689,0.0276,0.6632,0.107,0.2086
135,0.938,Mine,0.1699,0.0326,0.1944,0.1806,0.8621,0.5908,0.0201,0.279,0.0094,0.7334,0.1449,0.2953,0.6587,0.5079,0.3004,0.0201,0.4564,0.048,0.1247,0.0245,0.3809,0.0352,0.0834,0.3957,0.0158,0.3828,0.0611,0.0885
136,0.8406,Mine,0.0945,0.0167,0.1346,0.4305,0.8497,0.6139,0.0154,0.5443,0.1088,0.8474,0.4491,0.3654,0.6828,0.5761,0.1023,0.0103,0.547,0.014,0.1415,0.0178,0.4469,0.0082,0.2362,0.2904,0.0124,0.4659,0.1278,0.2737
137,0.4373,Mine,0.1164,0.0049,0.9739,0.0138,0.6172,0.3444,0.0199,0.1162,0.043,0.4182,0.1824,0.4024,0.3887,0.7106,0.3,0.0027,0.4239,0.0208,0.2507,0.0059,0.4312,0.021,0.5033,0.1951,0.0141,0.3737,0.0902,0.6665
138,0.4219,Mine,0.3241,0.0161,0.9734,0.2134,0.0223,0.5363,0.0211,0.4219,0.0731,0.525,0.0807,0.4915,0.0466,0.1114,0.3249,0.0177,0.7649,0.0361,0.1796,0.0207,0.4463,0.029,0.316,0.2164,0.0141,0.258,0.1249,0.8079
139,0.0875,Mine,0.0476,0.0185,0.5469,0.1146,0.2801,0.8025,0.0171,0.5369,0.0164,0.8591,0.3202,0.8499,0.1522,0.078,0.1788,0.011,0.6563,0.0244,0.3748,0.0078,0.1614,0.0226,0.2681,0.1039,0.0187,0.3234,0.0627,0.6352
140,0.2803,Mine,0.4315,0.0166,0.4332,0.5777,0.4033,0.8987,0.0772,0.6033,0.0412,0.9201,0.4286,0.7243,0.2682,0.2058,0.3141,0.0095,0.8826,0.0798,0.4639,0.0098,0.6431,0.0272,0.2671,0.2904,0.0127,0.5079,0.1135,0.5091
141,0.1712,Mine,0.263,0.0138,0.5711,0.5692,0.4952,0.8077,0.0374,0.7995,0.0707,0.9289,0.3063,0.7567,0.1583,0.1247,0.2284,0.0133,0.8477,0.0291,0.5386,0.0154,0.6952,0.0135,0.1764,0.3115,0.0127,0.5543,0.1252,0.6695
142,0.4775,Mine,0.3385,0.0174,0.6553,0.5123,0.7505,0.7325,0.027,0.9108,0.0526,0.8229,0.5245,0.6877,0.2291,0.1632,0.3011,0.0132,0.7726,0.038,0.291,0.0364,0.5628,0.0335,0.2807,0.3361,0.0376,0.2285,0.0563,0.6534
143,0.4134,Mine,0.3016,0.0129,0.7143,0.6214,0.731,0.8388,0.0355,0.9168,0.0516,0.8607,0.4403,0.6131,0.2611,0.1294,0.4432,0.002,0.9031,0.0456,0.3252,0.0074,0.8246,0.0152,0.2778,0.3672,0.012,0.2764,0.0944,0.51
144,0.3042,Mine,0.3287,0.0046,0.5534,0.5293,0.3967,0.6988,0.0334,0.7446,0.0299,0.7025,0.4567,0.4621,0.1761,0.0998,0.2655,0.0203,0.7626,0.0342,0.3962,0.0115,0.6443,0.0172,0.0904,0.3099,0.0087,0.3892,0.0688,0.4464
145,0.7109,Mine,0.2193,0.0117,0.8437,0.4442,0.6983,0.8375,0.0628,0.4241,0.0721,0.5051,0.1359,0.8809,0.1408,0.0795,0.3375,0.0092,0.3869,0.0234,0.2282,0.0157,0.6075,0.0082,0.392,0.161,0.0281,0.3308,0.1574,0.5825
146,0.4014,Mine,0.5522,0.0087,0.361,0.7292,0.6552,0.7278,0.0475,0.6666,0.1021,0.6579,0.5508,0.4722,0.1199,0.1369,0.2796,0.0177,0.7591,0.1004,0.3956,0.0227,0.7988,0.0309,0.2631,0.2977,0.0252,0.3129,0.083,0.4106
147,0.0704,Mine,0.3195,0.0394,0.8375,0.5649,0.296,0.6896,0.0825,0.8202,0.0654,0.6405,0.4164,0.83,0.246,0.3422,0.4032,0.0355,0.3372,0.0243,0.5954,0.0243,0.4808,0.0239,0.1377,0.5684,0.0447,0.4331,0.0649,0.7756
148,0.0998,Mine,0.0805,0.0048,0.5188,0.0734,0.0313,0.5122,0.0286,0.1276,0.0712,0.5479,0.1414,0.7576,0.183,0.2127,0.4576,0.0087,0.4701,0.0154,0.2579,0.0095,0.2895,0.0054,0.3985,0.5821,0.003,0.193,0.0901,0.1773
149,0.1726,Mine,0.2594,0.0121,0.8701,0.34,0.3317,0.5976,0.0462,0.2247,0.0207,0.2058,0.0925,0.5707,0.1553,0.1234,0.1247,0.0042,0.4301,0.0171,0.1647,0.007,0.2023,0.019,0.1787,0.2577,0.0103,0.399,0.0535,0.6299
150,0.2489,Mine,0.0495,0.0029,0.908,0.0417,0.0342,0.0598,0.0118,0.4855,0.0209,0.3616,0.0813,0.1295,0.1894,0.1853,0.1476,0.0078,0.2722,0.0133,0.4784,0.0021,0.0866,0.0049,0.1556,0.1378,0.0039,0.3827,0.0278,0.5557
151,0.376,Mine,0.0674,0.0114,0.7983,0.0303,0.1847,0.3042,0.0246,0.3544,0.0231,0.396,0.11,0.565,0.2365,0.2461,0.1732,0.0052,0.1881,0.0151,0.682,0.0008,0.2339,0.0123,0.152,0.3099,0.0043,0.5595,0.0315,0.3952
152,0.2353,Mine,0.1394,0.0065,0.8057,0.1545,0.2849,0.8546,0.023,0.484,0.0131,0.7821,0.3072,0.6255,0.1369,0.2079,0.1184,0.003,0.8966,0.0111,0.685,0.0029,0.1669,0.0045,0.199,0.1891,0.0062,0.5343,0.0201,0.1934
153,0.0944,Mine,0.1111,0.0061,0.9067,0.1058,0.2421,0.6196,0.0201,0.2897,0.0233,0.6316,0.1502,0.498,0.1723,0.2078,0.1771,0.0038,0.7171,0.0071,0.7655,0.0078,0.1937,0.0026,0.0236,0.3115,0.0025,0.6707,0.0394,0.5103
154,0.0955,Mine,0.1112,0.0029,0.8705,0.1787,0.1446,0.8487,0.0084,0.2758,0.0117,0.5962,0.1721,0.6934,0.2361,0.2169,0.2782,0.002,0.8213,0.0039,0.7071,0.0026,0.2225,0.002,0.0754,0.3758,0.0013,0.6592,0.0069,0.5067
155,0.2138,Mine,0.0727,0.0031,0.7851,0.0765,0.3093,0.3685,0.0134,0.3615,0.0211,0.619,0.1776,0.2571,0.1666,0.1345,0.1227,0.0024,0.5765,0.0174,0.7435,0.0051,0.1902,0.0047,0.0367,0.2614,0.0049,0.6122,0.0128,0.3439
156,0.6879,Mine,0.2241,0.0068,0.5268,0.3196,0.6447,0.9493,0.0251,0.8086,0.0047,0.9151,0.4921,0.9395,0.2922,0.3469,0.2301,0.006,0.904,0.0129,0.1928,0.0002,0.4392,0.0069,0.3263,0.1253,0.0039,0.2401,0.0059,0.7906
157,0.6884,Mine,0.3123,0.0092,0.4333,0.4042,0.6604,0.906,0.0414,0.9306,0.0201,0.9087,0.5762,0.8787,0.2085,0.272,0.2959,0.0083,0.8528,0.0253,0.18,0.0048,0.4527,0.0104,0.3037,0.2059,0.0102,0.161,0.0178,0.6926
158,0.799,Mine,0.1541,0.0097,0.3239,0.2674,0.7539,0.9349,0.0261,0.8478,0.0107,1.0,0.5379,0.9252,0.3061,0.2936,0.2456,0.0072,0.9348,0.0079,0.2736,0.0017,0.3954,0.0113,0.3431,0.1887,0.0021,0.208,0.0453,0.5734
159,0.7771,Mine,0.1128,0.0023,0.2046,0.2404,0.6835,0.8547,0.0225,0.7912,0.0235,1.0,0.495,0.8406,0.3074,0.3199,0.251,0.0057,0.9036,0.0214,0.3635,0.0027,0.3361,0.0083,0.2484,0.1806,0.0058,0.3019,0.022,0.5771
160,0.6629,Mine,0.2095,0.0079,0.4824,0.2966,0.6378,0.9957,0.0265,0.769,0.0258,0.9344,0.4557,0.9941,0.2794,0.2954,0.2249,0.0031,0.9328,0.0121,0.1794,0.0048,0.4031,0.0019,0.2601,0.2115,0.0045,0.1193,0.0433,0.7531
161,0.6848,Mine,0.3877,0.0089,0.4039,0.4803,0.6253,0.9085,0.0424,0.8522,0.0305,0.8892,0.5772,0.8543,0.2535,0.3127,0.2419,0.0074,0.8668,0.0271,0.0886,0.0055,0.4965,0.007,0.2621,0.2179,0.0086,0.1237,0.0363,0.6577
162,0.2331,Mine,0.1689,0.0049,0.7717,0.179,0.333,0.6779,0.0222,0.5749,0.0217,0.5207,0.3021,0.8189,0.1451,0.211,0.1645,0.0029,0.5368,0.0205,0.2934,0.0022,0.4133,0.0011,0.2087,0.1689,0.0026,0.1967,0.0152,0.9104
163,0.3777,Mine,0.1175,0.0064,0.8974,0.1457,0.5248,0.3036,0.0131,0.4918,0.0072,0.2526,0.2323,0.6055,0.1976,0.2318,0.2126,0.0037,0.0144,0.0092,0.4221,0.0012,0.2423,0.0081,0.288,0.0708,0.0034,0.2808,0.0027,1.0
164,0.3905,Mine,0.1985,0.002,0.8697,0.2764,0.6755,0.4636,0.0493,0.842,0.0163,0.7405,0.1723,0.2908,0.2442,0.2822,0.3927,0.0084,0.6409,0.0027,0.3446,0.0083,0.5417,0.0031,0.375,0.3308,0.0083,0.1139,0.0198,0.714
165,0.4694,Mine,0.1052,0.0058,0.944,0.0785,0.6673,0.396,0.0216,0.8549,0.0221,0.5574,0.0816,0.4969,0.2228,0.181,0.2624,0.0016,0.3856,0.0167,0.4274,0.0074,0.3702,0.0015,0.2984,0.1893,0.0075,0.2666,0.0065,0.9655
166,0.2007,Mine,0.3511,0.0132,0.3622,0.4262,0.2901,0.6622,0.0327,0.6297,0.0411,1.0,0.3137,0.3892,0.1237,0.23,0.2137,0.0108,0.9254,0.0181,0.0903,0.0085,0.3492,0.0019,0.1335,0.1526,0.0065,0.1196,0.0277,0.3452
167,0.739,Mine,0.2739,0.0058,0.5875,0.347,0.6576,1.0,0.0276,0.0877,0.0137,0.5441,0.4016,0.9089,0.0489,0.0874,0.1094,0.0067,0.8247,0.0169,0.1313,0.0043,0.1704,0.0025,0.1084,0.1023,0.0036,0.0906,0.0297,0.5424
168,0.9361,Mine,0.0849,0.0029,0.8609,0.2226,0.7843,0.9649,0.0122,0.2945,0.0015,0.6257,0.3693,1.0,0.1168,0.1476,0.2354,0.0013,0.8747,0.0045,0.3685,0.0032,0.2241,0.0089,0.2575,0.1334,0.0036,0.1951,0.0186,0.8949
169,0.8209,Mine,0.0694,0.0058,0.7136,0.1714,0.7184,1.0,0.0116,0.1746,0.013,0.6585,0.3659,0.9964,0.1318,0.1375,0.2112,0.0011,0.8881,0.0024,0.3052,0.0033,0.3181,0.0018,0.2389,0.1444,0.0035,0.1533,0.012,0.7758
170,0.987,Mine,0.1084,0.0008,0.7978,0.2525,0.8083,0.8645,0.0099,0.2951,0.0134,0.485,0.4542,0.9454,0.0368,0.125,0.2523,0.0042,0.722,0.0046,0.2353,0.0027,0.3342,0.0047,0.2325,0.1472,0.0016,0.11,0.0172,0.8587
171,0.5188,Mine,0.0883,0.0126,0.8601,0.1211,0.5666,0.8411,0.0219,0.4639,0.0179,0.3754,0.2267,0.8694,0.5276,0.5965,0.3693,0.0081,0.5793,0.0086,0.1785,0.016,0.1591,0.0187,0.4507,0.2864,0.0111,0.0422,0.0136,0.8729
172,0.3578,Mine,0.0701,0.0025,0.2432,0.0798,0.5054,0.9238,0.0117,0.519,0.018,0.7722,0.2096,1.0,0.3175,0.2918,0.3033,0.0026,0.8519,0.0122,0.2803,0.0073,0.3834,0.0098,0.3035,0.2587,0.0027,0.1308,0.0444,0.4974
173,0.1428,Mine,0.0618,0.0053,0.5646,0.0825,0.1757,0.609,0.0124,0.1852,0.0329,0.4,0.0953,0.9564,0.2532,0.2672,0.2314,0.0016,0.5112,0.0104,0.4423,0.0053,0.2813,0.0059,0.3161,0.2067,0.0015,0.2808,0.0216,0.7115
174,0.1923,Mine,0.2069,0.0132,1.0,0.3639,0.1445,0.6957,0.0267,0.3964,0.0191,0.3281,0.3387,0.8237,0.2423,0.3134,0.4393,0.011,0.4536,0.0125,0.442,0.0114,0.0448,0.0137,0.5239,0.344,0.0172,0.3889,0.0173,0.9932
175,0.2885,Mine,0.1319,0.0054,0.8449,0.2581,0.0752,0.7544,0.0059,0.4674,0.0294,0.3924,0.4646,1.0,0.2984,0.3473,0.5237,0.0015,0.4661,0.0041,0.3286,0.0081,0.1874,0.0079,0.5044,0.4398,0.0014,0.2956,0.0123,0.9138
176,0.3724,Mine,0.039,0.0095,0.8688,0.1423,0.0864,0.736,0.0086,0.369,0.0635,0.2918,0.4726,0.9822,0.3362,0.39,0.5506,0.0086,0.4158,0.0154,0.3975,0.004,0.2621,0.0087,0.5632,0.4343,0.0072,0.3492,0.0709,1.0
177,0.4296,Mine,0.0797,0.0035,0.8864,0.1294,0.3588,0.8664,0.0152,0.4056,0.0201,0.6345,0.157,0.9673,0.1739,0.2571,0.3603,0.0056,0.7896,0.0125,0.1801,0.0082,0.1184,0.0137,0.3108,0.3002,0.0109,0.2007,0.0165,0.9637
178,0.1405,Mine,0.0781,0.0072,0.6448,0.0691,0.2401,0.9582,0.0057,0.548,0.0197,0.6831,0.0255,0.8847,0.1357,0.1695,0.3141,0.0041,0.899,0.0091,0.1162,0.0047,0.2075,0.0042,0.247,0.3297,0.0058,0.2056,0.0394,0.7853
179,0.2897,Mine,0.0766,0.0062,0.7007,0.0566,0.3108,0.7834,0.005,0.5558,0.0394,1.0,0.0926,0.7373,0.1618,0.2558,0.34,0.0101,0.9619,0.0118,0.2086,0.0053,0.3882,0.0114,0.3404,0.3951,0.0032,0.2252,0.042,0.7745
180,0.1477,Mine,0.0775,0.0037,0.76,0.2001,0.1287,0.9509,0.0089,0.4289,0.031,0.573,0.4494,0.8686,0.2804,0.4432,0.5379,0.0015,0.8348,0.0249,0.2297,0.0067,0.2407,0.0053,0.5611,0.4048,0.0079,0.1784,0.0221,0.7152
181,0.1799,Mine,0.2526,0.0075,0.5824,0.3593,0.0349,0.9187,0.0356,0.7332,0.0423,0.6713,0.5663,0.9911,0.2462,0.2696,0.3682,0.0056,0.8005,0.0367,0.2825,0.0043,0.7179,0.0093,0.4292,0.394,0.0121,0.3172,0.0321,0.5984
182,0.3157,Mine,0.1539,0.004,0.5703,0.1952,0.0516,0.938,0.0251,0.689,0.0095,0.6074,0.4831,0.9819,0.2592,0.3745,0.5404,0.0042,0.8435,0.0357,0.3426,0.0031,0.4393,0.0102,0.4499,0.4303,0.0133,0.3496,0.0308,0.6484
