,seed_cat,shriveling_cat,fruit-pods_cat,precip_cat,stem_cat,leaf-malf_cat,stem-cankers_cat,fruiting-bodies_cat,fruit-spots_cat,int-discolor_cat,sclerotia_cat,seed-size_cat,external-decay_cat,mycelium_cat,temp_cat,plant-stand_cat,leafspots-marg_cat,germination_cat
207,norm,absent,norm,norm,norm,present,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,80-89
208,norm,absent,norm,lt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,90-100
209,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,lt-80
210,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
211,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
212,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
213,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
214,abnorm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,lt-80
215,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
216,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
217,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,lt-80
218,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
219,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,90-100
220,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
221,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
222,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
223,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,90-100
224,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
225,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
226,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
227,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
228,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,90-100
229,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,lt-80
230,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,lt-80
231,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,80-89
232,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
233,abnorm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,90-100
234,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
235,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,lt-80
236,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
237,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,90-100
238,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
239,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
240,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
241,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
242,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,lt-80
243,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
244,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
245,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
246,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
247,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,lt-80
248,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
249,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
250,abnorm,absent,diseased,norm,abnorm,absent,above-sec-nde,present,brown-w/blk-specks,none,absent,norm,firm-and-dry,absent,gt-norm,normal,w-s-marg,90-100
251,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
252,norm,absent,norm,norm,abnorm,absent,above-sec-nde,absent,absent,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,90-100
253,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
254,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,lt-normal,w-s-marg,lt-80
255,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
256,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,80-89
257,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,normal,w-s-marg,80-89
258,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
259,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,normal,w-s-marg,80-89
260,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,80-89
261,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
262,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,normal,w-s-marg,90-100
263,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,80-89
264,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,lt-normal,w-s-marg,lt-80
265,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,80-89
266,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,normal,w-s-marg,90-100
267,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,normal,w-s-marg,90-100
268,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,normal,w-s-marg,80-89
269,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,90-100
270,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
271,abnorm,present,diseased,norm,abnorm,absent,above-sec-nde,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,gt-norm,normal,w-s-marg,90-100
272,norm,absent,diseased,norm,abnorm,absent,above-sec-nde,present,colored,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
273,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,90-100
274,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
275,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
276,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,lt-normal,w-s-marg,lt-80
277,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
278,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,normal,w-s-marg,90-100
279,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,lt-normal,w-s-marg,lt-80
280,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,lt-normal,w-s-marg,lt-80
281,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
282,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,80-89
283,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,lt-80
284,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
285,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
286,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,normal,w-s-marg,90-100
287,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,90-100
288,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,normal,w-s-marg,80-89
289,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,lt-normal,w-s-marg,lt-80
290,norm,present,diseased,gt-norm,abnorm,,absent,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,gt-norm,normal,,90-100
291,abnorm,present,diseased,gt-norm,abnorm,,absent,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,gt-norm,normal,,80-89
292,abnorm,present,diseased,gt-norm,abnorm,,absent,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,gt-norm,normal,,90-100
293,norm,present,diseased,norm,abnorm,,absent,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,gt-norm,lt-normal,,lt-80
294,abnorm,present,diseased,gt-norm,abnorm,,absent,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,gt-norm,,,
295,abnorm,present,diseased,gt-norm,abnorm,,absent,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,gt-norm,normal,,90-100
296,abnorm,,few-present,,norm,,,,,,,lt-norm,,,,,,
297,abnorm,,few-present,,norm,,,,,,,lt-norm,,,,,,
298,abnorm,,few-present,,norm,,,,,,,lt-norm,,,,,,
299,abnorm,,few-present,,norm,,,,,,,lt-norm,,,,,,
300,abnorm,,few-present,,norm,,,,,,,lt-norm,,,,,,
301,abnorm,,few-present,,norm,,,,,,,lt-norm,,,,,,
302,,,,,,present,,,,,,,,,,,dna,
303,,,dna,,abnorm,present,,,,,,,,,lt-norm,lt-normal,no-w-s-marg,
304,,,dna,,abnorm,present,,,,,,,,,lt-norm,lt-normal,dna,
305,,,dna,,abnorm,present,,,,,,,,,lt-norm,lt-normal,dna,
306,,,dna,,abnorm,present,,,,,,,,,lt-norm,lt-normal,no-w-s-marg,
307,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,dna,none,absent,norm,firm-and-dry,absent,norm,normal,dna,lt-80
308,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,dna,none,absent,norm,firm-and-dry,absent,norm,normal,dna,80-89
309,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,dna,none,absent,norm,firm-and-dry,absent,norm,normal,dna,lt-80
310,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,dna,none,absent,norm,firm-and-dry,absent,norm,normal,dna,80-89
311,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,dna,none,absent,norm,firm-and-dry,absent,norm,normal,dna,80-89
312,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,dna,none,absent,norm,firm-and-dry,absent,norm,normal,dna,90-100
313,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,dna,none,absent,norm,firm-and-dry,absent,norm,normal,dna,lt-80
314,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,dna,none,absent,norm,firm-and-dry,absent,norm,normal,dna,80-89
315,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,dna,none,absent,norm,firm-and-dry,absent,norm,normal,dna,lt-80
316,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,dna,none,absent,norm,firm-and-dry,absent,norm,normal,dna,80-89
317,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,dna,black,present,norm,absent,absent,norm,normal,dna,80-89
318,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,dna,black,present,norm,absent,absent,gt-norm,normal,dna,lt-80
319,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,dna,black,present,norm,absent,absent,gt-norm,normal,dna,80-89
320,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,dna,black,present,norm,absent,absent,gt-norm,normal,dna,lt-80
321,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,dna,black,present,norm,absent,absent,gt-norm,normal,dna,lt-80
322,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,dna,black,present,norm,absent,absent,gt-norm,normal,dna,80-89
323,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,dna,black,present,norm,absent,absent,gt-norm,normal,dna,lt-80
324,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,dna,black,present,norm,absent,absent,gt-norm,normal,dna,90-100
325,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,dna,black,present,norm,absent,absent,gt-norm,normal,dna,80-89
326,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,dna,black,present,norm,absent,absent,gt-norm,normal,dna,90-100
327,norm,absent,dna,gt-norm,abnorm,absent,below-soil,absent,dna,none,absent,norm,firm-and-dry,absent,lt-norm,lt-normal,dna,80-89
328,norm,absent,dna,gt-norm,abnorm,absent,below-soil,absent,dna,none,absent,norm,firm-and-dry,absent,lt-norm,lt-normal,dna,lt-80
329,norm,absent,dna,gt-norm,abnorm,absent,below-soil,absent,dna,none,absent,norm,firm-and-dry,absent,lt-norm,lt-normal,dna,80-89
330,norm,absent,dna,gt-norm,abnorm,absent,below-soil,absent,dna,none,absent,norm,firm-and-dry,absent,lt-norm,lt-normal,dna,80-89
331,norm,absent,dna,gt-norm,abnorm,absent,below-soil,absent,dna,none,absent,norm,firm-and-dry,absent,lt-norm,lt-normal,dna,80-89
332,norm,absent,dna,gt-norm,abnorm,absent,below-soil,absent,dna,none,absent,norm,firm-and-dry,absent,lt-norm,lt-normal,dna,80-89
333,norm,absent,dna,gt-norm,abnorm,absent,below-soil,absent,dna,none,absent,norm,firm-and-dry,present,lt-norm,lt-normal,dna,lt-80
334,norm,absent,dna,gt-norm,abnorm,absent,below-soil,absent,dna,none,absent,norm,firm-and-dry,present,lt-norm,normal,dna,lt-80
335,norm,absent,dna,gt-norm,abnorm,absent,below-soil,absent,dna,none,absent,norm,firm-and-dry,present,lt-norm,lt-normal,dna,80-89
336,norm,absent,dna,gt-norm,abnorm,absent,below-soil,absent,dna,none,absent,norm,firm-and-dry,present,lt-norm,lt-normal,dna,lt-80
337,norm,absent,dna,norm,abnorm,absent,below-soil,absent,dna,none,absent,norm,absent,absent,lt-norm,lt-normal,dna,lt-80
338,norm,absent,dna,gt-norm,abnorm,absent,above-soil,absent,dna,none,absent,norm,absent,absent,lt-norm,lt-normal,dna,lt-80
339,norm,absent,dna,gt-norm,abnorm,absent,above-soil,absent,dna,none,absent,norm,firm-and-dry,absent,norm,lt-normal,dna,lt-80
340,norm,absent,dna,gt-norm,abnorm,absent,above-soil,absent,dna,none,absent,norm,firm-and-dry,absent,norm,lt-normal,dna,80-89
341,,,,norm,abnorm,absent,above-sec-nde,,,none,absent,,absent,absent,norm,lt-normal,dna,
342,,,,norm,abnorm,absent,above-soil,,,none,absent,,absent,absent,norm,lt-normal,dna,
343,,,,gt-norm,abnorm,,above-sec-nde,,,none,absent,,absent,absent,gt-norm,lt-normal,,
344,,,,gt-norm,abnorm,,below-soil,,,none,absent,,absent,absent,norm,lt-normal,,
345,,,,gt-norm,abnorm,,absent,,,none,absent,,watery,absent,norm,lt-normal,,
346,,,,norm,abnorm,,above-sec-nde,,,none,absent,,absent,absent,gt-norm,lt-normal,,
347,,,,gt-norm,abnorm,,below-soil,,,none,absent,,watery,absent,gt-norm,lt-normal,,
348,,,,gt-norm,abnorm,,below-soil,,,none,absent,,absent,absent,norm,lt-normal,,
349,,,,gt-norm,abnorm,,above-sec-nde,,,none,absent,,absent,absent,gt-norm,lt-normal,,
350,,,,norm,abnorm,,above-sec-nde,,,none,absent,,absent,absent,norm,lt-normal,,
351,,,,gt-norm,abnorm,,below-soil,,,none,absent,,watery,absent,norm,lt-normal,,
352,,,,gt-norm,abnorm,,above-sec-nde,,,none,absent,,watery,absent,norm,lt-normal,,
353,,,,gt-norm,abnorm,,above-sec-nde,,,none,absent,,watery,absent,gt-norm,lt-normal,,
354,,,,norm,abnorm,,below-soil,,,none,absent,,watery,absent,gt-norm,lt-normal,,
355,,,,norm,abnorm,,above-soil,,,none,absent,,absent,absent,norm,lt-normal,,
356,,,,norm,abnorm,,above-sec-nde,,,none,absent,,absent,absent,norm,lt-normal,,
357,,,,gt-norm,abnorm,,absent,,,none,absent,,watery,absent,gt-norm,lt-normal,,
358,,,,gt-norm,abnorm,,above-soil,,,none,absent,,absent,absent,gt-norm,lt-normal,,
359,,,,norm,abnorm,,above-sec-nde,,,none,absent,,absent,absent,norm,lt-normal,,
360,,,,norm,abnorm,,above-sec-nde,,,none,absent,,absent,absent,norm,lt-normal,,
361,,,,gt-norm,abnorm,,absent,,,none,absent,,watery,absent,gt-norm,lt-normal,,
362,,,,gt-norm,abnorm,,above-soil,,,none,absent,,absent,absent,gt-norm,lt-normal,,
363,,,,norm,abnorm,,above-sec-nde,,,none,absent,,absent,absent,norm,lt-normal,,
364,,,,norm,abnorm,,above-sec-nde,,,none,absent,,absent,absent,norm,lt-normal,,
365,,,,gt-norm,abnorm,,absent,,,none,absent,,watery,absent,gt-norm,lt-normal,,
366,,,,gt-norm,abnorm,,above-soil,,,none,absent,,absent,absent,gt-norm,lt-normal,,
367,,,,norm,abnorm,,above-sec-nde,,,none,absent,,absent,absent,norm,lt-normal,,
368,,,,gt-norm,abnorm,,absent,,,none,absent,,watery,absent,gt-norm,lt-normal,,
369,,,,gt-norm,abnorm,,above-soil,,,none,absent,,absent,absent,norm,lt-normal,,
370,,,,gt-norm,abnorm,,above-sec-nde,,,none,absent,,absent,absent,norm,lt-normal,,
371,,,,gt-norm,abnorm,,absent,,,none,absent,,watery,absent,gt-norm,lt-normal,,
372,,,,gt-norm,abnorm,,above-soil,,,none,absent,,absent,absent,gt-norm,lt-normal,,
373,,,,norm,abnorm,,above-sec-nde,,,none,absent,,absent,absent,norm,lt-normal,,
374,,,,norm,abnorm,,above-sec-nde,,,none,absent,,absent,absent,norm,lt-normal,,
375,,,,gt-norm,abnorm,,above-soil,,,none,absent,,watery,absent,norm,lt-normal,,
376,,,,gt-norm,abnorm,,above-sec-nde,,,none,absent,,absent,absent,norm,lt-normal,,
377,,,,norm,abnorm,,above-sec-nde,,,none,absent,,absent,absent,norm,lt-normal,,
378,,,,norm,abnorm,,above-sec-nde,,,none,absent,,absent,absent,norm,lt-normal,,
379,,,,gt-norm,abnorm,,above-soil,,,none,absent,,watery,absent,gt-norm,lt-normal,,
380,,,,gt-norm,abnorm,,above-sec-nde,,,none,absent,,absent,absent,gt-norm,lt-normal,,
381,,,,norm,abnorm,,above-sec-nde,,,none,absent,,absent,absent,norm,lt-normal,,
382,,,,norm,abnorm,,above-sec-nde,,,none,absent,,absent,absent,norm,lt-normal,,
383,,,,norm,abnorm,,above-sec-nde,,,none,absent,,absent,absent,norm,lt-normal,,
384,,,,norm,abnorm,,above-sec-nde,,,none,absent,,absent,absent,norm,lt-normal,,
385,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,dna,brown,absent,norm,absent,absent,lt-norm,normal,w-s-marg,90-100
386,norm,absent,norm,norm,abnorm,absent,absent,absent,dna,brown,absent,norm,absent,absent,lt-norm,normal,dna,80-89
387,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,dna,brown,absent,norm,absent,absent,lt-norm,normal,w-s-marg,80-89
388,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,dna,brown,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
389,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,dna,brown,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
390,norm,absent,norm,norm,abnorm,absent,absent,absent,dna,brown,absent,norm,absent,absent,lt-norm,normal,dna,lt-80
391,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,absent,brown,absent,norm,absent,absent,gt-norm,normal,dna,lt-80
392,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,absent,brown,absent,norm,absent,absent,norm,normal,dna,90-100
393,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,absent,brown,absent,norm,absent,absent,norm,normal,dna,80-89
394,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,absent,brown,absent,norm,absent,absent,norm,normal,dna,lt-80
395,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,absent,brown,absent,norm,absent,absent,norm,normal,dna,80-89
396,norm,absent,norm,norm,abnorm,absent,absent,absent,dna,brown,absent,norm,absent,absent,lt-norm,lt-normal,dna,lt-80
397,norm,absent,norm,norm,abnorm,absent,absent,absent,dna,brown,absent,norm,absent,absent,norm,lt-normal,dna,90-100
398,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,dna,brown,absent,norm,absent,absent,lt-norm,lt-normal,w-s-marg,80-89
399,norm,absent,norm,norm,abnorm,absent,absent,absent,dna,brown,absent,norm,absent,absent,lt-norm,lt-normal,dna,lt-80
400,norm,absent,norm,norm,abnorm,absent,absent,absent,dna,brown,absent,norm,absent,absent,lt-norm,lt-normal,dna,90-100
401,norm,absent,norm,norm,abnorm,absent,absent,absent,dna,brown,absent,norm,absent,absent,norm,lt-normal,dna,80-89
402,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,absent,brown,absent,norm,absent,absent,norm,normal,dna,80-89
403,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,absent,brown,absent,norm,absent,absent,gt-norm,normal,dna,lt-80
404,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,absent,brown,absent,norm,absent,absent,norm,normal,dna,80-89
405,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,absent,brown,absent,norm,absent,absent,norm,normal,dna,90-100
406,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,absent,brown,absent,norm,absent,absent,gt-norm,normal,dna,90-100
407,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,absent,brown,absent,norm,absent,absent,norm,normal,dna,90-100
408,norm,absent,norm,lt-norm,abnorm,absent,absent,absent,absent,brown,absent,norm,absent,absent,gt-norm,normal,dna,80-89
409,norm,absent,norm,lt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,lt-norm,normal,dna,90-100
410,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,dna,80-89
411,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,lt-norm,normal,dna,lt-80
412,norm,absent,norm,lt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,dna,90-100
413,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,lt-norm,normal,dna,80-89
414,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,lt-norm,normal,dna,90-100
415,norm,absent,norm,lt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,dna,lt-80
416,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,lt-norm,lt-normal,dna,90-100
417,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,lt-norm,lt-normal,dna,80-89
418,norm,absent,norm,lt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,dna,80-89
419,abnorm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,lt-norm,normal,w-s-marg,80-89
420,abnorm,absent,norm,gt-norm,norm,present,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,lt-80
421,abnorm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
422,abnorm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,lt-norm,normal,w-s-marg,lt-80
423,abnorm,absent,norm,gt-norm,norm,present,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
424,abnorm,absent,norm,gt-norm,norm,present,absent,absent,absent,none,absent,norm,absent,absent,lt-norm,lt-normal,w-s-marg,lt-80
425,abnorm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,lt-80
426,abnorm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
427,abnorm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
