,day_num,pm10_concentration_num,cars_per_hour_num,temperature_at_2m_num,wind_speed_num,temperature_diff_2m_25m_num,wind_direction_num,hour_of_day_num
422,56,1.94591,6.14419,0.2,3.1,0.1,73.0,9
423,88,4.36945,5.14749,-9.0,1.3,0.4,77.0,2
424,205,4.70048,7.66388,16.8,6.0,-1.1,272.0,14
425,574,2.48491,5.8944,2.8,4.7,0.0,66.0,2
426,489,1.60944,7.61085,-0.1,6.6,-0.3,205.2,14
427,463,3.78419,7.52294,-12.5,0.8,-0.4,232.0,19
428,407,1.94591,4.82831,-7.8,3.7,0.1,58.4,4
429,484,3.09104,7.54908,0.9,1.0,-0.6,213.1,12
430,120,3.21888,7.75833,-4.2,4.6,-0.1,78.0,10
431,608,2.48491,7.50659,21.9,3.6,-2.5,264.1,19
432,89,2.19722,6.07764,-10.1,2.8,0.0,73.0,1
433,437,4.93447,7.01571,-9.4,1.2,0.0,73.8,23
434,188,4.04305,7.59488,11.2,1.7,-2.0,236.0,12
435,551,4.51086,8.20576,1.8,3.2,0.2,216.6,8
436,171,1.94591,4.59512,0.5,5.5,0.1,354.0,4
437,501,3.09104,8.23297,-2.2,1.6,-0.3,211.7,16
438,555,4.60517,8.31532,-0.1,5.2,-0.8,79.0,8
439,163,3.63759,7.57096,8.4,5.4,-1.8,240.0,11
440,142,3.46574,7.61036,0.9,3.0,-0.7,340.0,12
441,521,3.8712,8.21528,-2.9,1.4,-0.2,113.4,8
442,44,5.15329,8.19146,2.3,2.5,0.6,16.0,17
443,410,3.04452,7.67322,-1.4,4.4,-0.1,38.1,14
444,124,3.49651,7.78655,0.4,1.5,-0.1,110.0,13
445,87,2.56495,4.69135,-11.3,2.5,1.2,82.0,5
446,506,3.85015,7.629,0.1,3.9,-0.2,70.7,14
447,440,2.48491,5.49717,-5.0,4.0,-0.1,75.4,5
448,472,2.07944,6.57368,1.6,2.0,1.2,212.7,6
449,511,2.99573,7.90618,-2.8,2.3,-0.1,205.0,20
450,409,1.38629,6.55251,-3.5,3.9,-0.1,46.3,24
451,64,3.17805,8.22013,2.0,3.5,-0.2,82.0,8
452,128,2.19722,5.42935,2.4,3.6,0.1,125.0,5
453,571,3.55535,7.89096,7.1,3.4,-0.3,82.5,19
454,73,3.8712,8.02453,-2.7,1.4,1.6,66.0,9
455,113,3.4012,7.14283,-1.3,1.2,0.6,66.0,21
456,131,3.04452,7.97039,5.5,3.9,-0.5,231.0,14
457,199,4.34381,6.65801,5.5,1.1,0.9,138.0,24
458,399,2.3979,7.10003,-4.0,5.8,-0.4,78.4,11
459,157,2.63906,7.65681,-0.2,2.4,0.0,41.0,19
460,537,2.56495,4.70953,-2.8,1.8,1.4,198.9,3
461,187,3.3322,5.60212,3.8,3.9,-0.2,85.0,5
462,112,2.56495,7.85127,0.2,2.8,0.1,78.0,17
463,583,3.68888,7.89655,12.8,6.8,-0.6,227.7,15
464,469,2.3979,7.20638,-0.8,1.6,1.7,192.6,22
465,460,2.3979,4.89035,-10.8,1.5,0.2,57.0,3
466,465,4.68213,7.56735,-10.2,0.6,2.4,110.8,10
467,429,3.04452,7.61135,0.8,3.1,-0.1,65.6,19
468,572,3.04452,6.66823,4.1,1.4,0.2,139.8,24
469,212,2.19722,5.0689,4.3,4.9,0.1,82.0,2
470,102,3.17805,7.46107,-2.8,1.4,-0.1,243.0,20
471,49,4.48864,7.68018,-0.4,0.8,2.6,147.0,21
472,574,2.30259,7.80344,2.4,3.9,0.2,14.3,20
473,109,3.29584,8.26256,3.4,0.9,0.3,228.0,16
474,203,3.17805,7.6695,12.1,2.8,-3.2,256.0,13
475,532,4.06044,5.33272,-2.5,2.0,1.3,80.7,3
476,100,4.15888,6.30992,-4.5,2.0,0.3,90.0,24
477,557,3.09104,6.67456,2.2,7.1,0.1,37.9,6
478,445,4.41884,8.09316,-4.7,1.4,1.2,276.8,18
479,543,2.89037,6.56667,0.1,2.1,-0.2,247.4,6
480,90,1.09861,5.83481,-5.8,7.7,0.1,47.0,7
481,105,3.43399,7.794,3.3,4.3,0.8,217.0,17
482,121,3.52636,7.76089,2.0,1.7,1.1,234.0,15
483,61,3.13549,7.67276,1.3,4.2,0.2,169.0,10
484,480,2.19722,7.979,1.4,5.0,-0.1,40.7,9
485,210,3.13549,7.78406,6.1,1.9,0.4,171.0,21
486,426,2.07944,5.95842,-3.1,4.2,-0.1,52.5,2
487,465,3.63759,4.54329,-11.5,1.7,3.7,90.4,4
488,445,3.73767,5.62762,-6.6,1.0,-0.1,200.0,2
489,77,2.48491,5.66643,-3.8,2.1,0.6,73.0,3
490,160,1.94591,7.54539,6.5,9.4,-0.9,250.0,11
491,470,1.94591,6.23832,-0.4,3.3,0.3,215.1,24
492,148,2.77259,4.56435,-6.3,2.0,2.3,223.0,3
493,549,2.70805,6.58203,2.2,1.8,0.1,64.2,6
494,117,1.79176,5.31321,-4.9,4.2,0.3,353.0,2
495,486,2.30259,5.61677,-1.3,2.8,-0.1,65.2,1
496,99,4.11087,7.7111,-5.1,0.7,0.3,60.0,10
497,111,3.4012,6.2519,0.1,1.0,0.2,87.0,24
498,196,3.68888,7.85516,6.5,5.2,-0.2,69.0,19
499,530,4.17439,8.24512,8.6,1.6,-1.0,258.8,15
