,union_centralization_num,country_code_num,year_num,strike_volume_num,unemployment_num,inflation_num,parliamentary_representation_num
446,0.375,13.0,1982.0,294.0,3.5,16.2,46.7
447,0.375,13.0,1983.0,324.0,5.6,7.4,46.7
448,0.375,13.0,1984.0,363.0,5.7,6.2,59.0
449,0.375,13.0,1985.0,632.0,4.1,15.4,59.0
450,0.875,14.0,1951.0,37.0,0.8,16.1,56.7
451,0.875,14.0,1952.0,127.0,1.0,8.8,56.7
452,0.875,14.0,1953.0,41.0,0.9,1.9,56.7
453,0.875,14.0,1954.0,104.0,0.8,4.6,53.3
454,0.875,14.0,1955.0,106.0,0.9,1.1,53.3
455,0.875,14.0,1956.0,946.0,1.0,3.6,53.3
456,0.875,14.0,1957.0,26.0,1.6,2.8,53.3
457,0.875,14.0,1958.0,59.0,1.5,4.9,52.7
458,0.875,14.0,1959.0,46.0,1.1,2.2,52.7
459,0.875,14.0,1960.0,2.0,0.9,0.4,52.7
460,0.875,14.0,1961.0,400.0,1.0,2.5,52.7
461,0.875,14.0,1962.0,76.0,1.0,5.3,50.7
462,0.875,14.0,1963.0,210.0,1.2,2.6,50.7
463,0.875,14.0,1964.0,1.0,1.1,5.7,50.7
464,0.875,14.0,1965.0,8.0,0.9,4.3,50.7
465,0.875,14.0,1966.0,5.0,0.8,3.3,46.7
466,0.875,14.0,1967.0,4.0,0.7,4.4,46.7
467,0.875,14.0,1968.0,12.0,1.1,3.5,46.7
468,0.875,14.0,1969.0,19.0,1.0,3.1,46.7
469,0.875,14.0,1970.0,39.0,0.8,10.6,49.3
470,0.875,14.0,1971.0,7.0,0.8,6.3,49.3
471,0.875,14.0,1972.0,9.0,1.7,7.2,49.3
472,0.875,14.0,1973.0,8.0,1.5,7.4,49.3
473,0.875,14.0,1974.0,227.0,1.5,9.4,52.0
474,0.875,14.0,1975.0,9.0,2.3,11.7,52.0
475,0.875,14.0,1976.0,90.0,1.8,9.2,52.0
476,0.875,14.0,1977.0,16.0,1.5,9.0,52.0
477,0.875,14.0,1978.0,39.0,1.8,8.2,52.0
478,0.875,14.0,1979.0,4.0,1.9,4.8,52.0
479,0.875,14.0,1980.0,63.0,1.7,10.9,52.0
480,0.875,14.0,1981.0,17.0,2.0,13.6,52.0
481,0.875,14.0,1982.0,167.0,2.6,11.4,46.7
482,0.875,14.0,1983.0,3.0,3.3,8.4,46.7
483,0.875,14.0,1984.0,61.0,3.0,6.3,46.7
484,0.875,14.0,1985.0,37.0,2.5,5.7,46.7
485,0.875,15.0,1951.0,217.0,1.8,15.8,52.2
486,0.875,15.0,1952.0,32.0,2.4,7.7,52.2
487,0.875,15.0,1953.0,237.0,2.8,1.6,50.0
488,0.875,15.0,1954.0,10.0,2.6,0.8,50.0
489,0.875,15.0,1955.0,63.0,2.5,3.1,50.0
490,0.875,15.0,1956.0,2.0,1.5,4.5,50.0
491,0.875,15.0,1957.0,21.0,1.9,4.4,48.5
492,0.875,15.0,1958.0,6.0,2.5,4.4,50.2
493,0.875,15.0,1959.0,9.0,2.0,0.8,50.2
494,0.875,15.0,1960.0,7.0,1.8,4.1,50.2
495,0.875,15.0,1961.0,1.0,1.7,2.2,51.3
496,0.875,15.0,1962.0,2.0,1.5,4.8,51.3
497,0.875,15.0,1963.0,8.0,1.7,2.9,51.3
498,0.875,15.0,1964.0,11.0,1.6,3.4,51.3
499,0.875,15.0,1965.0,1.0,1.2,5.0,51.9
500,0.875,15.0,1966.0,109.0,1.6,6.4,51.9
501,0.875,15.0,1967.0,0.0,2.1,4.3,51.9
502,0.875,15.0,1968.0,0.0,2.2,1.9,51.9
503,0.875,15.0,1969.0,34.0,1.9,2.7,54.9
504,0.875,15.0,1970.0,45.0,1.5,7.0,54.9
505,0.875,15.0,1971.0,242.0,2.5,7.4,51.4
506,0.875,15.0,1972.0,3.0,2.7,6.0,51.4
507,0.875,15.0,1973.0,3.0,2.5,6.7,51.4
508,0.875,15.0,1974.0,16.0,2.0,9.9,50.0
509,0.875,15.0,1975.0,98.0,1.6,9.8,50.0
510,0.875,15.0,1976.0,7.0,1.6,10.3,50.0
511,0.875,15.0,1977.0,23.0,1.8,11.5,48.4
512,0.875,15.0,1978.0,10.0,2.2,9.9,48.4
513,0.875,15.0,1979.0,7.0,2.1,7.2,48.4
514,0.875,15.0,1980.0,1150.0,2.0,13.7,49.9
515,0.875,15.0,1981.0,54.0,2.5,12.1,49.9
516,0.875,15.0,1982.0,0.0,3.1,8.6,49.9
517,0.875,15.0,1983.0,9.0,3.5,8.9,53.3
518,0.875,15.0,1984.0,8.0,3.1,8.0,53.3
519,0.875,15.0,1985.0,127.0,2.8,7.4,53.3
520,0.5,16.0,1951.0,5.0,0.8,4.8,28.4
521,0.5,16.0,1952.0,7.0,0.9,2.5,27.6
522,0.5,16.0,1953.0,35.0,0.9,-0.6,27.6
523,0.5,16.0,1954.0,15.0,0.8,0.7,27.6
524,0.5,16.0,1955.0,1.0,0.5,0.9,27.6
525,0.5,16.0,1956.0,1.0,0.6,1.5,29.1
526,0.5,16.0,1957.0,0.0,0.4,2.0,29.1
527,0.5,16.0,1958.0,1.0,0.4,1.8,29.1
528,0.5,16.0,1959.0,1.0,0.4,-0.7,29.1
529,0.5,16.0,1960.0,1.0,0.0,1.4,27.6
530,0.5,16.0,1961.0,0.0,0.0,1.9,27.6
531,0.5,16.0,1962.0,1.0,0.0,4.3,27.6
532,0.5,16.0,1963.0,32.0,0.0,3.4,27.6
533,0.5,16.0,1964.0,2.0,0.0,3.1,28.5
534,0.5,16.0,1965.0,0.0,0.0,3.4,28.5
535,0.5,16.0,1966.0,0.0,0.0,4.8,28.5
536,0.5,16.0,1967.0,1.0,0.0,4.0,28.5
537,0.5,16.0,1968.0,1.0,0.0,2.4,28.0
538,0.5,16.0,1969.0,0.0,0.0,2.5,28.0
539,0.5,16.0,1970.0,1.0,0.0,3.6,28.0
540,0.5,16.0,1971.0,3.0,0.0,6.6,28.0
541,0.5,16.0,1972.0,1.0,0.0,6.7,25.5
542,0.5,16.0,1973.0,0.0,0.0,8.8,25.5
543,0.5,16.0,1974.0,1.0,0.0,9.8,25.5
544,0.5,16.0,1975.0,1.0,0.4,6.7,25.5
545,0.5,16.0,1976.0,8.0,0.7,1.7,29.5
546,0.5,16.0,1977.0,2.0,0.4,1.3,29.5
547,0.5,16.0,1978.0,2.0,0.3,1.1,29.5
548,0.5,16.0,1979.0,1.0,0.3,3.7,29.5
549,0.5,16.0,1980.0,2.0,0.2,4.0,27.0
550,0.5,16.0,1981.0,0.0,0.2,6.5,27.0
551,0.5,16.0,1982.0,0.0,0.4,5.7,27.0
552,0.5,16.0,1983.0,2.0,0.9,3.0,27.0
553,0.5,16.0,1984.0,0.0,1.1,2.9,24.0
554,0.5,16.0,1985.0,0.0,0.9,3.4,24.0
555,0.375,17.0,1951.0,81.0,0.9,9.7,47.2
556,0.375,17.0,1952.0,86.0,1.4,6.1,47.2
557,0.375,17.0,1953.0,104.0,1.3,1.9,47.2
558,0.375,17.0,1954.0,114.0,1.0,1.9,47.2
559,0.375,17.0,1955.0,173.0,0.8,3.1,44.0
560,0.375,17.0,1956.0,95.0,0.9,4.2,44.0
561,0.375,17.0,1957.0,380.0,1.1,2.4,44.0
562,0.375,17.0,1958.0,158.0,1.7,2.9,44.0
563,0.375,17.0,1959.0,239.0,1.7,0.7,41.0
564,0.375,17.0,1960.0,135.0,1.3,1.0,41.0
565,0.375,17.0,1961.0,134.0,1.1,3.6,41.0
566,0.375,17.0,1962.0,252.0,1.6,4.1,41.0
567,0.375,17.0,1963.0,76.0,2.0,2.1,41.0
568,0.375,17.0,1964.0,100.0,1.4,3.2,50.3
569,0.375,17.0,1965.0,127.0,1.2,4.8,50.3
570,0.375,17.0,1966.0,103.0,1.1,3.9,57.8
571,0.375,17.0,1967.0,122.0,2.0,2.4,57.8
572,0.375,17.0,1968.0,207.0,2.1,4.7,57.8
573,0.375,17.0,1969.0,303.0,2.0,5.5,57.8
574,0.375,17.0,1970.0,488.0,2.2,6.4,45.7
575,0.375,17.0,1971.0,612.0,2.8,9.4,45.7
576,0.375,17.0,1972.0,1080.0,3.1,7.1,45.7
577,0.375,17.0,1973.0,317.0,2.2,9.2,45.7
578,0.375,17.0,1974.0,647.0,2.1,15.9,47.4
579,0.375,17.0,1975.0,265.0,3.2,24.2,50.2
580,0.375,17.0,1976.0,146.0,4.8,16.5,50.2
581,0.375,17.0,1977.0,448.0,5.2,15.9,50.2
582,0.375,17.0,1978.0,413.0,5.1,8.2,50.2
583,0.375,17.0,1979.0,1272.0,4.6,13.5,42.4
584,0.375,17.0,1980.0,520.0,5.6,18.0,42.4
585,0.375,17.0,1981.0,195.0,9.0,11.9,42.4
586,0.375,17.0,1982.0,248.0,10.4,8.6,42.4
587,0.375,17.0,1983.0,178.0,11.2,4.6,32.2
588,0.375,17.0,1984.0,1278.0,11.2,5.0,32.2
589,0.375,17.0,1985.0,298.0,11.5,6.1,32.2
590,0.0,18.0,1951.0,466.0,3.2,8.0,51.0
591,0.0,18.0,1952.0,1190.0,2.9,2.2,51.0
592,0.0,18.0,1953.0,559.0,2.8,0.8,49.0
593,0.0,18.0,1954.0,456.0,5.3,0.4,49.0
594,0.0,18.0,1955.0,529.0,4.2,-0.3,51.0
595,0.0,18.0,1956.0,616.0,4.0,1.5,51.0
596,0.0,18.0,1957.0,311.0,4.2,3.4,51.0
597,0.0,18.0,1958.0,438.0,6.6,2.7,51.0
598,0.0,18.0,1959.0,1236.0,5.3,0.9,65.3
599,0.0,18.0,1960.0,341.0,5.4,1.5,65.3
600,0.0,18.0,1961.0,284.0,6.5,1.1,64.0
601,0.0,18.0,1962.0,317.0,5.4,1.1,64.0
602,0.0,18.0,1963.0,267.0,5.5,1.2,68.0
603,0.0,18.0,1964.0,385.0,5.0,1.3,68.0
604,0.0,18.0,1965.0,379.0,4.4,1.7,68.0
605,0.0,18.0,1966.0,399.0,3.7,3.0,68.0
606,0.0,18.0,1967.0,636.0,3.7,2.8,64.0
607,0.0,18.0,1968.0,723.0,3.5,4.2,64.0
608,0.0,18.0,1969.0,615.0,3.4,5.4,58.0
609,0.0,18.0,1970.0,940.0,4.8,5.9,58.0
610,0.0,18.0,1971.0,668.0,5.8,4.3,54.0
611,0.0,18.0,1972.0,366.0,5.5,3.3,54.0
612,0.0,18.0,1973.0,625.0,4.8,6.2,56.0
613,0.0,18.0,1974.0,612.0,5.5,11.0,56.0
614,0.0,18.0,1975.0,403.0,8.3,9.1,62.0
615,0.0,18.0,1976.0,298.0,7.6,5.7,62.0
616,0.0,18.0,1977.0,255.0,6.9,6.5,61.0
617,0.0,18.0,1978.0,273.0,6.0,7.7,61.0
618,0.0,18.0,1979.0,228.0,5.8,11.3,58.0
619,0.0,18.0,1980.0,232.0,7.0,13.5,58.0
620,0.0,18.0,1981.0,186.0,7.5,10.3,46.0
621,0.0,18.0,1982.0,101.0,9.5,6.2,46.0
622,0.0,18.0,1983.0,192.0,9.5,3.2,46.0
623,0.0,18.0,1984.0,89.0,7.4,4.3,46.0
624,0.0,18.0,1985.0,73.0,7.1,3.6,47.0
