,binaryClass_cat,company1_num,company2_num,company3_num,company4_num,company5_num,company6_num,company7_num,company8_num,company9_num
347,N,35.938,57.0,21.0,45.875,78.75,26.875,70.125,22.0,44.0
348,N,35.781,57.25,21.125,46.125,78.875,26.125,70.75,22.0,44.25
349,N,35.719,57.75,21.25,46.0,79.0,26.125,71.125,22.125,45.0
350,N,35.563,57.75,21.375,46.5,78.75,26.0,71.375,22.375,45.625
351,N,35.063,57.75,21.5,45.875,78.625,25.875,71.125,22.125,45.75
352,N,35.172,58.0,21.875,46.0,80.125,25.875,71.75,22.25,46.25
353,N,35.219,58.25,22.0,45.625,80.5,25.875,71.625,22.375,45.75
354,N,35.563,58.5,22.375,46.0,80.25,25.375,71.75,22.375,45.875
355,N,36.0,57.625,22.0,45.5,79.5,25.125,71.375,22.25,44.75
356,N,35.719,57.375,22.25,45.5,79.625,24.75,71.25,22.375,45.5
357,N,35.563,57.5,22.5,45.25,79.75,25.0,71.25,22.375,45.0
358,N,35.0,58.25,22.375,45.125,79.375,25.375,71.375,22.0,46.0
359,N,33.609,57.125,22.0,44.875,78.875,25.25,72.0,21.875,45.125
360,N,34.109,57.0,21.75,45.0,78.75,24.625,72.5,22.0,44.875
361,N,34.438,57.625,21.875,45.0,78.75,25.125,72.5,22.0,45.125
362,N,34.391,58.0,21.75,44.875,78.375,25.625,73.5,22.125,45.375
363,N,33.781,58.0,21.75,44.875,79.0,25.5,73.375,22.125,45.25
364,N,34.672,57.625,21.875,44.875,79.0,26.0,73.125,22.25,45.5
365,N,34.172,57.125,21.5,44.875,79.0,25.625,73.375,22.25,45.5
366,N,34.5,57.0,21.75,45.375,79.375,26.375,74.5,22.375,45.5
367,N,33.672,56.75,21.5,44.875,79.0,26.375,73.0,22.25,45.375
368,N,33.5,57.25,21.625,45.375,78.875,26.625,73.125,22.125,45.25
369,N,33.922,57.5,21.5,45.5,79.125,26.5,73.125,22.25,45.125
370,N,33.578,57.625,21.375,45.5,78.625,26.5,74.25,22.125,45.125
371,N,33.172,57.625,21.875,46.25,78.5,26.25,73.5,22.25,45.0
372,N,34.0,57.125,21.75,46.875,78.125,26.5,73.75,22.5,45.125
373,N,34.5,57.5,21.75,47.75,77.375,27.125,74.0,22.75,46.125
374,N,34.328,57.875,21.5,48.125,75.625,27.0,74.625,22.375,45.25
375,N,34.172,58.125,21.375,48.125,75.5,27.25,74.625,22.5,45.0
376,N,32.922,58.0,21.25,47.75,73.25,26.0,74.125,22.5,44.875
377,N,32.422,57.875,21.0,46.75,72.875,26.0,73.5,22.125,43.875
378,N,32.0,58.25,20.5,46.375,73.625,26.125,72.625,22.0,43.0
379,N,32.672,58.625,20.5,46.25,74.75,26.125,72.75,22.0,43.75
380,N,32.578,58.375,20.375,46.375,75.25,26.375,72.75,22.125,44.75
381,N,32.422,58.5,20.5,47.25,75.5,26.125,73.875,22.0,45.75
382,N,33.078,59.0,20.625,47.875,76.25,26.0,75.875,22.0,46.375
383,N,33.172,59.75,21.0,47.75,77.25,26.25,75.875,22.25,46.375
384,N,33.578,59.75,21.125,48.0,78.125,26.375,77.0,22.0,46.375
385,N,33.75,60.25,21.5,47.75,79.25,26.625,77.0,22.125,46.125
386,N,33.75,59.875,21.625,47.625,78.75,26.0,76.625,22.125,46.875
387,N,33.75,60.0,21.875,47.75,79.625,26.5,76.875,22.375,48.0
388,N,34.078,60.0,22.25,47.0,77.75,26.875,76.5,22.25,47.875
389,N,33.578,60.125,22.375,46.375,77.375,27.0,75.375,21.875,47.625
390,N,33.922,59.375,22.5,46.125,72.0,26.75,75.75,22.375,48.625
391,N,34.75,58.75,22.25,46.0,71.375,25.5,75.5,22.375,48.25
392,N,35.0,58.25,22.125,45.75,72.25,25.75,75.75,22.5,48.625
393,N,35.0,57.625,21.75,46.125,72.375,25.75,75.5,22.625,48.5
394,N,34.75,57.5,21.75,46.25,73.25,25.75,75.875,22.75,48.375
395,N,34.25,57.125,21.5,47.0,73.375,25.0,77.25,22.75,48.5
396,N,34.672,57.125,21.125,48.25,72.875,25.125,77.75,22.875,48.375
397,N,35.0,57.375,21.25,48.125,73.25,25.25,79.5,22.5,48.375
398,N,34.922,58.375,21.0,48.5,74.75,25.875,79.25,22.875,48.625
399,N,34.0,58.75,21.0,48.125,74.375,25.625,78.125,22.75,48.75
400,N,33.672,58.625,20.375,48.125,73.875,25.5,78.0,22.875,48.625
401,N,33.422,58.125,19.875,47.625,73.0,25.5,77.875,22.75,48.375
402,N,33.5,57.75,19.75,47.375,73.0,25.375,78.0,23.0,49.0
403,N,34.25,58.25,20.25,48.25,73.875,25.75,79.0,23.625,49.0
404,N,35.922,58.375,20.375,48.875,73.875,25.625,79.5,23.25,49.125
405,N,35.5,57.75,20.125,48.75,73.875,25.625,78.875,22.875,48.5
406,N,35.422,58.875,20.125,48.875,73.875,25.5,79.125,22.75,48.5
407,N,34.828,58.0,19.75,48.625,73.5,25.375,77.875,22.75,48.25
408,N,34.828,58.375,20.25,48.375,73.25,25.5,79.25,22.5,47.5
409,N,35.328,58.625,20.125,48.75,73.25,25.25,79.0,23.0,47.875
410,N,35.422,59.25,20.25,48.375,73.125,25.25,79.625,22.75,48.0
411,N,35.328,59.125,20.0,48.0,72.75,25.5,79.625,22.75,48.0
412,N,35.672,59.125,20.125,49.375,73.25,25.5,79.5,23.0,48.0
413,N,35.828,57.625,20.125,48.875,72.25,25.125,77.875,22.25,47.75
414,N,35.172,57.5,19.75,48.375,71.75,24.625,78.375,22.5,47.5
415,N,35.422,57.375,20.0,48.625,70.625,24.875,78.25,22.625,47.625
416,N,36.828,57.625,20.375,49.5,71.25,25.25,80.5,23.0,48.125
417,N,36.75,57.5,20.25,49.625,71.5,25.0,79.875,22.875,48.25
418,N,36.828,58.0,20.375,50.125,70.75,25.0,80.375,23.375,48.25
419,N,35.672,58.0,20.125,50.125,70.75,24.625,80.125,23.25,48.125
420,N,36.172,58.0,20.0,51.125,70.75,24.125,80.0,23.5,47.875
421,N,36.5,58.0,20.125,51.875,71.0,24.25,80.0,23.625,48.125
422,N,37.578,58.25,20.0,51.5,72.375,24.375,80.75,23.875,48.375
423,N,37.672,57.75,20.25,51.25,72.25,24.0,80.0,24.0,47.625
424,N,37.0,57.5,20.75,50.875,72.0,23.625,79.5,23.625,47.5
425,N,36.672,58.0,20.875,50.125,71.875,23.625,79.0,24.0,47.5
426,N,37.078,57.0,20.5,50.0,72.25,23.375,78.75,24.5,47.75
427,N,36.078,56.875,20.5,49.75,72.75,23.75,78.5,24.25,46.875
428,N,37.0,57.25,21.125,49.75,73.0,23.625,79.0,24.5,47.125
429,N,37.422,57.125,21.0,49.5,72.625,23.75,78.25,24.375,47.375
430,N,37.078,56.625,20.875,49.875,72.75,23.375,77.625,24.375,47.375
431,N,37.672,57.375,21.125,49.75,72.75,23.625,78.375,25.0,47.875
432,N,38.078,57.375,22.0,51.0,72.625,23.75,78.875,25.0,47.875
433,N,38.75,57.0,21.5,50.25,72.5,23.625,78.875,24.625,47.625
434,N,39.078,57.375,21.5,50.75,72.25,23.625,78.75,24.625,47.5
435,N,39.0,57.375,21.0,50.625,72.625,23.25,79.125,24.25,47.625
436,N,39.25,57.625,21.125,50.625,72.625,23.25,78.75,24.125,47.25
437,N,38.672,57.125,20.875,50.375,72.125,23.0,78.5,23.75,47.0
438,N,38.328,57.25,20.875,50.75,72.125,22.625,78.625,23.875,46.875
439,N,38.422,57.5,20.625,50.75,71.25,22.375,78.625,23.75,46.75
440,N,38.25,58.0,20.625,51.375,70.625,23.0,79.0,23.75,46.75
441,N,38.0,58.125,20.625,52.75,70.375,23.0,79.25,23.375,46.5
442,N,37.75,58.25,20.625,53.0,69.625,22.875,80.0,23.5,47.125
443,N,39.828,58.625,20.5,53.25,70.375,22.5,81.0,24.375,47.625
444,N,39.672,58.75,20.375,52.75,70.5,22.125,82.25,24.5,47.5
445,N,39.172,59.0,20.5,52.75,70.5,21.25,82.5,24.375,47.625
446,N,39.172,58.75,20.5,52.5,70.875,21.75,82.5,24.5,47.625
447,N,39.0,58.25,20.625,52.5,71.5,21.625,83.625,24.625,47.875
448,N,38.922,58.375,20.375,52.5,71.0,21.625,84.25,24.75,48.375
449,N,39.672,58.75,20.125,52.25,71.0,22.125,84.125,24.5,48.125
450,N,40.922,58.875,19.875,52.0,70.5,22.125,83.5,24.5,47.875
451,N,38.25,55.5,19.5,48.0,69.625,21.5,81.25,22.375,45.5
452,N,39.5,54.0,19.375,49.5,68.5,21.75,80.875,23.5,47.0
453,N,39.0,54.375,19.375,50.25,68.75,21.375,80.625,23.25,46.875
454,N,38.5,54.875,19.25,51.375,68.75,21.125,80.75,23.375,46.875
455,N,39.078,54.875,19.625,51.5,68.625,21.5,82.875,23.75,47.375
456,N,39.0,54.875,19.625,51.0,68.75,21.125,85.0,24.625,47.375
457,N,38.422,54.25,19.5,50.125,68.25,21.375,83.125,24.375,47.5
458,N,38.422,53.625,19.0,49.875,67.5,21.125,81.875,27.125,46.875
459,N,38.328,53.125,19.0,49.875,67.125,21.0,82.625,25.0,46.75
460,N,37.078,52.5,19.125,49.5,67.125,20.875,81.375,25.125,46.5
461,N,36.422,52.25,18.875,49.125,66.5,20.25,80.5,25.25,46.875
462,N,36.328,52.25,18.75,48.5,67.875,19.625,80.375,24.75,46.5
463,N,37.5,52.5,18.375,48.875,68.625,19.75,80.75,24.25,46.875
464,N,37.422,53.0,18.25,48.75,68.75,19.5,81.875,24.25,46.875
465,N,37.578,52.25,18.75,48.5,68.625,19.25,80.5,23.5,46.875
466,N,37.828,52.75,19.0,48.125,69.5,18.875,81.125,23.25,47.25
467,N,36.328,52.125,18.625,47.375,68.375,18.0,79.625,23.25,46.875
468,N,35.75,52.25,18.625,47.5,68.625,18.375,79.75,24.25,46.875
469,N,36.5,52.25,18.625,48.0,68.5,18.875,80.875,24.125,46.875
470,N,36.922,52.25,18.5,47.875,68.25,18.75,80.0,23.5,46.875
471,N,37.328,52.0,18.375,47.875,68.625,18.75,80.625,24.375,47.125
472,N,37.25,51.375,18.25,47.375,69.125,18.75,80.25,23.875,46.875
473,N,36.922,51.0,18.375,47.25,69.25,18.5,78.0,23.625,47.0
474,N,37.422,50.625,18.25,45.875,69.125,18.625,76.75,23.25,47.125
475,N,37.672,50.375,18.25,45.25,69.25,18.875,76.5,22.875,47.0
476,N,38.672,49.0,18.125,44.0,69.375,18.875,75.375,22.875,46.875
477,N,39.672,44.125,17.125,39.5,68.25,17.625,68.625,21.375,45.875
478,N,38.5,43.125,17.0,38.5,67.625,16.375,68.5,21.0,44.5
479,N,38.922,43.25,17.125,39.75,67.5,16.0,69.25,20.875,44.375
480,N,39.328,43.25,17.125,40.125,67.75,16.375,68.5,21.125,45.25
481,N,39.172,44.0,17.25,39.5,67.0,16.625,68.625,20.875,45.5
482,N,39.828,44.0,17.125,39.875,65.5,17.25,68.25,21.125,45.5
483,N,39.828,43.5,17.125,40.375,63.5,17.625,66.75,21.125,45.5
484,N,40.0,43.625,17.125,40.0,62.75,17.25,65.5,21.125,45.875
485,N,41.0,43.5,17.125,40.125,63.125,17.375,66.0,20.875,46.625
486,N,40.422,43.375,16.75,39.875,62.875,17.125,65.625,20.75,47.0
487,N,40.828,43.625,16.375,39.875,62.75,17.125,65.5,20.75,47.375
488,N,40.5,43.75,16.375,39.125,61.625,17.25,65.125,20.125,48.125
489,N,40.328,44.75,16.125,39.125,61.375,16.875,66.25,20.25,48.25
490,N,40.0,44.625,16.0,40.25,62.0,17.125,67.375,21.125,49.25
491,N,39.25,45.125,16.125,39.75,61.5,17.5,68.625,21.0,49.375
492,N,39.172,45.25,16.125,39.375,61.875,17.5,69.625,21.0,49.75
493,N,39.25,45.375,16.125,40.0,62.0,17.5,69.375,21.5,49.25
494,N,38.922,46.0,16.25,40.0,61.625,18.25,69.5,22.125,49.0
495,N,39.328,46.625,16.125,40.0,61.625,18.5,68.875,22.5,49.5
496,N,38.172,46.125,15.625,40.125,60.875,17.75,66.875,23.0,49.25
497,N,38.328,45.5,14.875,40.125,60.125,17.0,66.0,22.5,48.75
498,N,38.0,45.5,15.125,41.0,60.125,17.0,66.375,21.75,48.25
499,N,39.0,46.25,15.25,41.25,60.25,17.375,67.25,21.625,48.375
500,N,38.328,46.125,15.75,41.875,60.75,17.25,67.375,22.375,48.75
501,N,38.922,45.625,15.625,42.625,61.0,17.125,66.875,22.5,48.625
502,N,38.0,44.875,15.5,44.25,61.5,17.25,68.875,23.0,49.25
503,N,38.672,44.625,15.375,44.0,61.75,17.5,69.5,23.25,49.375
504,N,39.578,44.875,15.375,44.375,61.25,17.5,69.5,23.75,49.375
505,N,41.0,45.375,16.125,44.25,61.75,18.0,69.75,24.25,49.875
506,N,42.0,46.125,16.0,45.25,63.375,18.0,70.0,23.375,51.25
507,N,41.828,45.875,15.75,46.25,63.0,17.875,71.0,22.875,50.75
508,N,41.25,45.5,15.75,45.875,62.5,18.0,70.0,23.25,50.5
509,N,41.75,45.25,15.375,46.375,62.875,18.5,69.875,23.375,50.0
510,N,41.25,44.125,15.125,45.875,62.625,17.875,68.25,22.5,49.25
511,N,41.422,42.75,15.25,45.125,62.25,17.75,67.25,22.25,48.75
512,N,40.828,42.25,15.625,43.875,62.25,18.0,67.25,22.625,49.375
513,N,40.0,41.625,15.5,42.75,61.5,17.625,66.625,22.125,48.375
514,N,39.578,41.375,15.25,43.25,62.25,18.0,66.625,21.875,48.0
515,N,39.922,41.5,15.375,43.0,63.0,18.125,66.75,22.5,48.125
516,N,40.172,41.125,15.125,42.375,63.0,17.625,67.5,22.5,47.875
517,N,40.0,41.375,14.875,42.625,62.75,18.0,68.0,23.375,48.75
518,N,40.578,41.5,14.375,42.375,62.25,18.25,68.25,23.875,48.375
519,N,39.5,40.75,13.875,41.75,60.25,17.375,67.125,22.875,47.5
520,N,39.328,40.5,13.5,41.625,59.875,17.75,66.625,23.125,47.625
521,N,39.672,40.375,13.375,41.75,59.875,17.625,65.375,23.0,47.0
522,N,38.672,39.25,13.25,42.0,58.25,17.5,65.0,22.375,46.875
523,N,38.578,39.875,13.25,41.625,57.625,18.0,65.25,22.0,46.25
524,N,38.25,39.375,13.125,41.5,54.875,17.75,65.125,22.25,46.0
525,N,38.828,40.0,13.125,40.75,51.375,18.375,65.375,22.375,46.5
526,N,39.5,40.625,13.25,41.125,50.375,18.125,66.0,23.0,47.875
527,N,40.828,40.125,12.875,41.625,50.625,17.875,65.75,22.25,48.25
528,N,41.5,39.75,13.25,40.75,50.875,17.625,64.125,22.25,48.25
529,N,42.078,39.375,13.0,39.625,52.5,17.5,64.125,22.125,47.625
530,N,42.328,38.0,12.875,39.25,52.125,17.0,62.625,21.75,47.625
531,N,42.328,38.125,12.75,39.5,53.25,17.5,61.75,21.5,48.0
532,N,41.672,37.25,12.875,40.25,54.875,17.625,60.75,21.0,47.75
533,N,41.578,37.0,13.375,39.75,56.25,17.75,61.0,21.25,48.375
534,N,41.5,36.25,13.375,39.625,53.5,17.875,60.125,21.125,47.375
535,N,41.422,36.25,13.5,39.75,52.875,17.875,60.625,21.5,47.875
536,N,42.328,36.875,13.375,39.75,53.125,17.625,61.0,21.625,47.625
537,N,42.328,37.0,13.25,39.75,53.75,17.625,62.875,22.0,46.875
538,N,41.922,36.75,13.25,39.75,54.5,17.5,62.125,21.625,47.375
539,N,41.0,36.625,13.625,39.375,55.125,17.0,62.25,21.125,46.875
540,N,40.328,36.5,13.875,38.75,55.25,17.0,61.375,21.25,47.125
541,N,40.422,36.375,14.5,38.875,55.25,16.5,60.75,21.0,47.0
542,N,40.0,36.25,14.75,38.25,54.25,16.25,61.125,20.875,47.375
543,N,40.75,36.5,14.875,38.625,55.125,15.625,61.25,21.625,48.25
544,N,41.078,36.75,14.125,38.625,54.5,15.75,61.5,21.375,49.0
545,N,42.578,37.25,13.875,39.375,54.5,16.125,61.25,21.625,49.5
546,N,43.328,37.875,13.875,38.75,54.5,16.25,60.5,21.25,50.0
547,N,43.25,38.0,13.75,38.75,54.5,16.25,61.0,21.5,50.5
548,N,43.328,37.625,13.5,39.5,54.625,16.25,61.625,21.0,49.75
549,N,43.5,38.0,13.625,40.25,55.0,17.0,62.0,21.5,49.75
550,N,44.078,37.75,13.875,40.75,55.25,17.0,61.125,20.875,49.75
551,N,44.75,38.0,14.375,42.75,56.625,17.625,61.875,21.625,50.5
552,N,45.172,37.75,14.5,43.0,58.0,17.125,62.0,21.75,49.625
553,N,44.672,37.5,14.375,43.75,57.25,17.125,61.75,21.625,50.25
554,N,44.328,37.125,14.125,42.625,55.875,16.875,61.75,21.5,49.75
555,N,45.0,37.25,14.25,41.25,56.0,16.875,61.625,21.75,50.0
556,N,44.922,37.5,14.375,41.375,56.0,17.0,61.875,21.875,49.625
557,N,46.5,37.875,14.5,41.625,56.75,16.625,62.625,22.375,50.5
558,N,47.672,37.5,15.125,41.875,56.5,16.0,63.875,22.25,51.25
559,N,47.0,37.0,15.25,41.25,56.25,15.875,63.5,22.0,50.25
560,N,47.422,37.125,15.5,41.875,56.0,16.0,63.875,21.875,50.75
561,N,47.5,37.625,15.5,42.375,55.375,16.375,62.625,22.25,50.375
562,N,48.828,37.625,15.5,42.25,55.375,15.875,63.25,22.25,50.25
563,N,48.0,38.0,15.625,42.75,55.625,15.75,63.5,22.375,50.75
564,N,48.5,38.875,16.25,43.75,56.125,15.375,64.125,22.75,50.875
565,N,48.578,38.5,16.375,43.125,56.0,15.0,63.625,22.5,51.0
566,N,48.25,37.75,16.5,43.375,56.125,14.875,64.0,22.375,51.125
567,N,47.828,37.5,16.375,42.625,55.5,14.75,64.375,22.25,51.25
568,N,47.578,37.0,16.0,42.0,55.375,14.75,63.375,22.25,50.25
569,N,48.828,37.375,16.125,42.5,55.875,15.0,64.5,22.5,51.25
570,N,48.0,37.25,15.75,42.0,57.125,15.0,65.125,22.125,50.875
571,N,48.578,37.25,15.5,42.0,57.0,15.625,65.375,22.25,51.0
572,N,48.578,37.75,15.5,42.5,56.5,16.25,65.375,22.25,50.25
573,N,48.25,38.125,15.375,43.375,56.5,16.75,64.75,22.25,49.75
574,N,48.078,37.875,15.625,43.5,56.5,17.0,64.875,22.5,49.375
575,N,48.328,37.25,15.375,42.75,56.375,17.125,65.0,22.875,48.375
576,N,48.75,37.375,15.25,43.25,55.875,16.625,65.5,23.375,48.875
577,N,48.828,37.5,15.125,43.375,56.0,16.375,65.5,23.625,48.75
578,N,48.672,37.375,15.125,43.875,56.875,16.75,65.125,24.0,48.125
579,N,47.672,37.375,15.125,42.75,56.5,16.75,65.375,24.125,47.625
580,N,47.422,37.375,14.875,42.25,56.25,16.5,65.125,24.0,48.0
581,N,47.0,37.25,14.0,41.375,55.125,16.875,65.375,24.0,46.875
582,N,46.672,36.5,13.625,40.75,51.25,16.125,65.0,24.0,46.75
583,N,46.578,36.75,13.625,40.5,50.0,15.625,64.5,23.75,46.5
584,N,46.578,36.625,13.625,40.75,51.0,16.0,64.0,24.0,46.75
585,N,46.672,36.25,13.625,41.25,51.125,15.75,63.375,24.25,47.125
586,N,45.828,35.5,13.625,40.625,47.625,15.25,62.875,24.0,46.75
587,N,46.5,34.75,13.875,40.25,46.75,15.375,62.5,24.625,46.75
588,N,48.172,35.0,13.875,40.875,47.0,15.5,62.375,24.875,47.0
589,N,48.672,34.75,13.875,41.25,48.875,15.625,62.25,25.0,47.75
590,N,49.0,34.5,13.75,41.0,47.625,16.25,63.125,24.875,48.625
591,N,49.328,34.5,14.0,42.5,47.5,16.75,64.125,24.875,49.0
592,N,48.922,34.25,13.625,42.625,48.125,17.125,64.125,25.0,48.625
593,N,49.172,34.0,13.875,43.625,47.875,17.25,64.375,25.125,48.875
594,N,49.172,33.375,13.75,43.75,47.625,17.5,64.0,24.875,49.25
595,N,50.25,33.25,13.75,43.125,47.125,17.375,64.0,24.625,49.875
596,N,52.0,33.5,13.875,44.75,48.875,17.75,64.625,25.0,50.875
597,N,52.0,33.75,14.0,44.625,47.875,17.5,64.75,25.375,51.0
598,N,51.328,34.125,14.125,44.875,46.0,17.375,64.25,25.25,50.0
599,N,51.0,34.25,14.25,43.875,44.875,17.5,64.375,25.375,50.0
600,N,51.422,34.5,14.25,43.25,45.125,17.375,64.75,25.375,49.75
601,N,51.922,34.625,14.75,43.125,45.375,18.125,64.75,25.875,49.75
602,N,52.75,34.375,14.75,43.375,45.75,18.0,64.625,25.75,50.0
603,N,53.078,34.375,14.75,43.125,46.0,17.625,64.125,25.75,49.625
604,N,54.078,34.0,15.0,43.0,46.0,17.75,63.875,26.375,49.875
605,N,55.078,34.375,15.0,42.0,46.0,17.75,62.875,26.5,49.75
606,N,54.5,34.375,15.375,43.0,46.0,17.5,61.25,26.625,49.625
607,N,54.578,35.0,15.625,42.5,45.75,18.125,63.5,27.125,50.0
608,N,54.672,35.25,15.5,42.625,45.625,17.75,63.75,27.5,50.0
609,N,55.078,35.5,15.5,42.625,45.375,17.875,63.0,27.375,50.125
610,N,56.5,35.0,15.875,42.875,45.75,17.75,62.25,27.375,50.0
611,N,57.578,35.375,15.75,43.125,46.125,17.75,62.5,27.375,50.0
612,N,56.828,35.75,16.0,43.0,45.875,17.75,62.25,27.25,49.875
613,N,56.672,35.625,16.125,43.125,45.875,18.0,63.125,27.625,49.875
614,N,55.922,35.875,16.125,43.0,45.75,17.875,63.375,27.625,49.875
615,N,55.0,36.0,15.75,42.625,45.875,17.625,64.5,27.625,49.625
616,N,58.5,35.875,15.875,43.125,45.25,17.875,64.25,27.5,50.0
617,N,58.875,35.875,16.125,44.5,44.125,18.125,64.375,27.625,50.75
618,N,59.75,35.75,15.75,43.75,42.5,18.375,64.375,27.875,50.375
619,N,60.125,35.5,16.0,45.0,39.375,19.375,64.75,27.875,50.125
620,N,60.125,35.625,16.125,45.75,38.625,18.875,65.0,27.875,50.0
621,N,59.0,35.125,15.75,45.25,38.25,18.875,64.75,27.375,49.75
622,N,58.625,35.125,15.75,45.375,38.625,19.625,65.0,27.375,49.625
623,N,58.125,34.5,15.875,45.625,39.5,19.75,64.75,27.5,49.125
624,N,59.0,34.5,16.375,43.875,35.75,19.75,64.5,27.5,49.25
625,N,57.375,33.5,16.5,43.25,34.5,18.875,62.5,26.875,48.625
626,N,57.25,32.5,16.375,41.5,34.5,18.0,61.875,27.125,47.625
627,N,57.625,32.125,16.25,41.75,34.875,18.25,62.125,27.0,47.125
628,N,58.75,32.75,16.375,42.75,35.25,18.5,62.125,27.125,47.375
629,N,59.0,32.125,17.75,42.75,35.875,18.875,62.5,27.5,47.0
630,N,58.5,32.0,19.0,42.875,36.5,18.5,62.375,27.375,46.5
631,N,59.125,32.0,18.0,42.375,38.125,18.25,61.875,27.625,45.625
632,N,59.75,32.125,17.75,41.625,39.0,18.5,61.625,27.625,45.125
633,N,59.25,31.75,16.375,40.625,40.875,17.75,61.125,27.25,44.75
634,N,60.5,32.125,16.25,40.375,43.375,17.875,61.375,27.625,46.125
635,N,60.375,33.0,16.5,40.25,44.0,17.875,61.75,27.625,46.5
636,N,60.0,32.625,16.125,39.875,43.875,17.875,61.0,27.25,47.125
637,N,61.5,31.875,16.375,40.5,43.5,18.125,60.875,27.125,47.625
638,N,61.125,31.75,16.375,40.75,43.625,18.125,62.5,27.5,48.125
639,N,61.125,31.625,16.0,41.625,44.875,18.0,63.625,28.125,47.125
640,N,61.125,31.875,15.875,41.625,42.5,18.25,64.0,28.125,47.125
641,N,60.25,31.625,15.5,41.625,41.25,18.0,62.625,28.125,46.875
642,N,59.5,31.5,15.25,41.125,43.0,18.625,63.75,28.25,45.625
643,N,59.0,32.0,15.0,41.125,42.5,18.0,64.375,28.375,46.0
644,N,58.0,31.75,14.75,40.875,42.25,17.875,63.5,28.0,45.25
645,N,55.875,30.5,14.125,39.875,41.375,17.0,61.875,27.5,42.875
646,N,56.875,30.625,14.25,39.75,41.625,17.0,61.0,26.875,44.25
647,N,58.25,30.0,14.75,39.875,42.25,16.375,59.875,26.5,42.75
648,N,59.125,29.5,14.75,39.875,42.625,15.5,58.5,26.25,42.5
649,N,59.25,27.375,15.5,38.25,42.75,14.125,58.75,26.375,42.75
650,N,58.625,26.75,16.0,38.5,42.75,14.125,58.875,26.625,43.625
651,N,57.75,26.75,15.75,38.125,43.375,14.375,58.375,26.625,43.75
652,N,55.75,26.75,16.125,38.0,43.0,14.25,58.0,26.625,42.75
653,N,53.5,28.25,16.25,38.625,44.0,14.625,60.75,27.0,41.875
654,N,54.0,29.0,15.875,38.25,44.5,15.125,63.875,26.75,42.0
655,N,50.5,30.0,15.5,38.125,43.75,15.375,62.75,25.25,41.25
656,N,52.0,29.75,15.125,37.0,42.375,15.375,62.0,25.5,40.5
657,N,53.0,28.625,15.0,36.875,43.0,15.25,61.25,26.0,40.25
658,N,54.5,28.0,14.875,37.125,42.75,15.0,60.375,26.125,40.125
659,N,53.25,27.5,14.625,37.125,44.0,14.75,60.625,25.875,39.75
660,N,52.625,27.0,15.75,36.5,43.75,14.75,62.0,26.0,40.25
661,N,52.0,26.875,15.75,35.75,43.5,15.0,61.25,26.5,40.375
662,N,52.375,27.0,15.625,36.0,43.5,15.0,61.0,25.875,41.75
663,N,50.625,26.875,15.375,35.75,43.625,14.875,60.375,23.875,39.75
664,N,48.5,26.125,15.375,35.125,43.75,15.125,60.0,22.875,39.5
665,N,48.5,27.125,15.875,35.875,44.875,15.75,61.375,22.375,39.5
666,N,46.125,27.25,15.75,35.5,44.375,16.0,62.5,21.0,38.0
667,N,45.0,27.5,15.625,35.375,43.375,16.5,63.875,21.625,37.625
668,P,42.5,26.875,15.25,34.625,41.25,16.375,62.375,21.5,36.375
669,N,45.875,26.25,14.875,34.375,41.0,16.5,63.0,21.375,37.0
670,N,48.375,26.25,15.125,34.75,41.0,16.25,62.125,23.0,38.0
671,N,47.875,26.375,15.0,34.5,40.75,16.125,61.375,23.0,38.5
672,N,48.75,26.25,15.0,34.625,41.75,17.0,61.75,23.5,39.0
673,N,48.25,25.25,14.5,34.5,41.375,16.75,61.0,23.375,38.25
674,N,48.25,24.875,14.5,34.375,42.625,16.75,60.625,23.875,39.0
675,N,48.625,25.25,14.875,34.75,43.625,17.0,61.75,24.5,38.625
676,N,48.75,25.5,15.25,35.25,44.25,17.125,62.625,23.875,38.625
677,N,47.25,25.25,14.875,35.125,45.5,16.5,63.125,24.0,38.5
678,N,47.0,25.625,14.75,36.125,47.625,16.75,63.25,24.625,39.0
679,N,47.375,25.25,14.75,36.375,48.75,16.75,63.5,24.875,39.25
680,N,47.625,24.875,15.0,36.625,49.625,17.25,63.625,25.25,39.5
681,N,47.625,25.25,15.5,37.125,50.875,17.25,64.0,25.5,39.5
682,N,46.875,25.375,15.875,37.625,53.75,17.25,63.875,25.375,39.0
683,N,46.125,25.375,16.0,37.75,51.875,16.75,64.5,24.875,39.0
684,P,45.625,25.125,16.5,37.75,50.0,16.5,63.75,25.25,39.0
685,P,45.25,25.0,16.5,37.375,49.875,16.375,64.0,25.375,39.0
686,N,44.0,25.25,16.375,38.0,48.875,16.5,63.625,25.5,39.0
687,P,43.875,25.375,15.5,38.5,47.5,16.125,63.125,25.0,38.25
688,P,43.25,26.5,15.75,38.75,46.375,16.125,63.625,25.625,38.0
689,P,40.375,25.875,15.75,38.5,45.75,15.875,63.25,24.5,37.125
690,P,40.75,24.25,15.75,38.375,47.375,15.875,64.625,24.375,37.625
691,P,40.875,24.125,15.375,38.0,46.625,15.75,66.5,24.5,37.375
692,P,39.625,23.75,15.0,37.625,45.875,15.875,66.625,24.375,37.0
693,P,41.625,23.625,14.625,37.375,46.5,15.5,67.75,24.375,36.875
694,P,44.25,23.0,14.75,38.375,47.25,16.375,65.875,25.0,38.25
