,Overtime_cat,Home/Away_cat,Favorite_Points_num,Underdog_Points_num,Pointspread_num,Favorite_Name_cat,Underdog_name_cat,Year_num,Week_num,Weekday_cat
497,,at_home,26,0,3.0,NO,MIN,91,4,
498,,at_home,13,10,12.5,NYG,CLE,91,4,
499,,at_home,23,14,3.0,PHA,PIT,91,4,
500,,at_home,27,10,8.5,SF,LAN,91,4,
501,,away,34,27,4.0,WAS,CIN,91,4,
502,,at_home,9,17,1.0,PHX,DAL,91,4,Sunday_Night
503,yes,at_home,19,13,8.0,CHI,NYJ,91,4,Monday_Night
504,,at_home,24,10,7.5,PHX,NE,91,5,
505,,at_home,35,20,7.5,BUF,CHI,91,5,
506,,at_home,31,3,5.0,DET,TB,91,5,
507,,away,14,13,4.5,KC,SD,91,5,
508,,at_home,23,21,4.0,LAN,GB,91,5,
509,,away,23,41,3.0,MIA,NYJ,91,5,
510,,away,16,21,2.5,NYG,DAL,91,5,
511,,away,27,6,1.5,NO,ATL,91,5,
512,,away,6,12,1.5,SF,LAA,91,5,
513,,at_home,31,3,7.0,SEA,IND,91,5,
514,,at_home,6,13,5.0,MIN,DEN,91,5,Sunday_Night
515,,at_home,23,0,6.0,WAS,PHA,91,5,Monday_Night
516,,away,20,10,6.5,MIA,NE,91,6,
517,,at_home,42,14,7.5,HOU,DEN,91,6,
518,,away,20,17,2.5,DAL,GB,91,6,
519,,at_home,24,20,3.0,DET,MIN,91,6,
520,,away,17,14,1.5,NYJ,CLE,91,6,
521,,away,13,14,4.0,PHA,TB,91,6,
522,,at_home,7,13,3.0,CIN,SEA,91,6,
523,,away,20,7,2.5,WAS,CHI,91,6,
524,,at_home,20,9,9.5,NYG,PHX,91,6,
525,,at_home,13,21,7.5,LAA,SD,91,6,
526,,away,21,3,6.0,PIT,IND,91,6,Sunday_Night
527,,away,6,33,3.0,BUF,KC,91,6,Monday_Night
528,,at_home,42,6,19.5,BUF,IND,91,7,
529,,at_home,35,23,6.5,DAL,CIN,91,7,
530,,away,23,20,3.0,HOU,NYJ,91,7,
531,,at_home,42,7,6.5,KC,MIA,91,7,
532,,at_home,30,24,3.5,LAN,SD,91,7,
533,,at_home,34,7,7.0,MIN,PHX,91,7,
534,,away,13,6,4.0,NO,PHA,91,7,
535,,at_home,34,39,10.5,SF,ATL,91,7,
536,,at_home,42,17,13.5,WAS,CLE,91,7,
537,yes,at_home,20,23,2.5,SEA,LAA,91,7,Sunday_Night
538,,away,23,20,3.5,NYG,PIT,91,7,Monday_Night
539,,away,10,0,5.5,CHI,GB,91,8,Thursday
540,yes,away,23,26,7.0,MIN,NE,91,8,
541,,away,17,6,12.0,NYJ,IND,91,8,
542,,at_home,23,7,12.5,NO,TB,91,8,
543,yes,at_home,24,30,5.5,SD,CLE,91,8,
544,,away,16,19,1.0,KC,DEN,91,8,
545,,away,17,13,4.0,HOU,MIA,91,8,
546,,at_home,7,27,4.0,PIT,SEA,91,8,
547,,away,10,16,2.0,ATL,PHX,91,8,
548,,at_home,35,3,7.0,SF,DET,91,8,
549,,at_home,20,17,4.0,LAA,LAN,91,8,
550,,at_home,35,16,13.0,BUF,CIN,91,8,Monday_Night
551,,away,9,6,6.5,DEN,NE,91,9,
552,,at_home,35,3,13.0,HOU,CIN,91,9,
553,,at_home,17,20,6.5,NO,CHI,91,9,
554,,at_home,0,27,2.5,TB,GB,91,9,
555,,at_home,31,14,2.0,ATL,LAN,91,9,
556,,at_home,17,14,1.5,CLE,PIT,91,9,
557,,away,23,7,4.0,SF,PHA,91,9,
558,,at_home,34,10,2.5,DET,DAL,91,9,
559,,away,28,0,2.5,MIN,PHX,91,9,
560,,at_home,20,9,6.0,SEA,SD,91,9,
561,,at_home,13,17,1.5,NYG,WAS,91,9,Sunday_Night
562,,at_home,24,21,6.5,KC,LAA,91,9,Monday_Night
563,,at_home,22,17,17.5,BUF,NE,91,10,
564,,away,14,17,5.0,SF,ATL,91,10,
565,,away,21,23,2.5,CLE,CIN,91,10,
566,,at_home,20,10,6.0,CHI,DET,91,10,
567,yes,at_home,19,16,7.0,NYJ,GB,91,10,
568,yes,at_home,16,13,6.5,WAS,HOU,91,10,
569,,at_home,27,7,9.0,DAL,PHX,91,10,
570,,at_home,28,13,11.5,MIN,TB,91,10,
571,,away,24,17,4.0,NO,LAN,91,10,
572,,away,10,6,10.0,MIA,IND,91,10,
573,,at_home,20,13,6.5,DEN,PIT,91,10,Sunday_Night
574,,away,7,30,4.0,NYG,PHA,91,10,Monday_Night
575,,at_home,30,20,6.5,MIA,NE,91,11,Sunday_Night
576,,away,34,24,7.0,BUF,GB,91,11,
577,yes,at_home,27,33,1.5,CIN,PIT,91,11,
578,,at_home,30,32,1.0,CLE,PHA,91,11,
579,,at_home,16,17,3.0,DEN,LAA,91,11,
580,,away,21,30,3.5,DET,TB,91,11,
581,yes,at_home,26,23,9.0,HOU,DAL,91,11,
582,,away,27,20,4.0,KC,LAN,91,11,
583,,at_home,10,3,5.5,NO,SF,91,11,
584,,away,21,14,7.0,NYG,PHX,91,11,
585,,at_home,27,28,13.5,NYJ,IND,91,11,
586,,away,14,17,2.0,SEA,SD,91,11,
587,,at_home,56,17,12.0,WAS,ATL,91,11,
588,,at_home,17,34,3.0,MIN,CHI,91,11,Monday_Night
589,,away,28,21,2.5,NYJ,NE,91,12,
590,,at_home,43,7,6.0,ATL,TB,91,12,
591,,away,31,17,9.5,CHI,IND,91,12,
592,,at_home,21,10,4.0,DET,LAN,91,12,
593,,at_home,28,24,13.0,HOU,CLE,91,12,Sunday_Night
594,,at_home,20,24,6.5,KC,DEN,91,12,
595,,at_home,31,7,4.0,LAA,SEA,91,12,
596,,away,35,21,3.0,MIN,GB,91,12,
597,,away,21,24,4.5,NO,SD,91,12,
598,,at_home,22,9,6.0,NYG,DAL,91,12,
599,,at_home,17,10,9.0,PHA,CIN,91,12,
600,,at_home,14,10,10.5,SF,PHX,91,12,
601,,away,41,14,7.0,WAS,PIT,91,12,
602,,away,41,27,4.0,BUF,MIA,91,12,Monday_Night
603,,away,13,16,8.0,BUF,NE,91,13,
604,,at_home,21,24,12.0,WAS,DAL,91,13,
605,,at_home,14,34,6.0,MIN,DET,91,13,
606,,away,14,26,6.5,HOU,PIT,91,13,
607,,at_home,14,10,7.0,GB,IND,91,13,
608,,away,15,20,4.0,KC,CLE,91,13,
609,,away,38,14,6.5,LAA,CIN,91,13,
610,yes,at_home,13,16,7.5,CHI,MIA,91,13,
611,,away,21,14,9.0,NYG,TB,91,13,
612,,away,34,14,6.0,PHA,PHX,91,13,
613,,at_home,13,10,3.0,SEA,DEN,91,13,
614,,at_home,24,3,4.5,NYJ,SD,91,13,
615,yes,at_home,20,23,6.5,NO,ATL,91,13,Sunday_Night
616,,away,33,10,3.0,SF,LAN,91,13,Monday_Night
617,,at_home,16,6,3.0,DET,CHI,91,14,Thursday
618,,at_home,20,10,6.5,DAL,PIT,91,14,Thursday
619,,at_home,20,3,8.0,DEN,NE,91,14,
620,,away,31,0,5.5,CLE,IND,91,14,
621,,at_home,24,13,9.0,BUF,NYJ,91,14,
622,,at_home,33,14,9.5,MIA,TB,91,14,
623,,away,27,6,11.0,WAS,LAN,91,14,
624,,at_home,6,19,1.5,SEA,KC,91,14,
625,,at_home,38,24,5.0,SF,NO,91,14,
626,,away,24,27,7.0,NYG,CIN,91,14,
627,,at_home,35,31,8.5,ATL,GB,91,14,
628,,away,9,7,5.0,LAA,SD,91,14,Sunday_Night
629,,at_home,6,13,6.5,HOU,PHA,91,14,Monday_Night
630,yes,at_home,23,17,7.5,NE,IND,91,15,
631,,at_home,7,17,0.0,CLE,DEN,91,15,
632,,at_home,27,13,9.5,CHI,GB,91,15,
633,,at_home,23,14,2.0,DAL,NO,91,15,
634,,at_home,14,19,3.0,NYG,PHA,91,15,
635,,at_home,31,6,10.0,HOU,PIT,91,15,
636,yes,at_home,20,17,9.0,KC,SD,91,15,
637,,away,20,14,14.0,WAS,PHX,91,15,
638,,away,31,14,6.0,ATL,LAN,91,15,
639,yes,at_home,27,30,2.0,LAA,BUF,91,15,
640,,at_home,34,20,5.0,DET,NYJ,91,15,
641,,away,24,22,3.5,SF,SEA,91,15,
642,,away,26,24,4.5,MIN,TB,91,15,Sunday_Night
643,,at_home,37,13,7.5,MIA,CIN,91,15,Monday_Night
644,,at_home,27,0,12.0,CHI,TB,91,16,Saturday
645,,at_home,28,14,4.5,SF,KC,91,16,Saturday
646,,at_home,3,6,6.5,NYJ,NE,91,16,
647,,at_home,17,10,5.5,PIT,CIN,91,16,
648,,at_home,13,25,3.5,PHA,DAL,91,16,
649,,at_home,26,13,6.0,ATL,SEA,91,16,
650,,away,21,17,3.0,DET,GB,91,16,
651,,away,17,14,3.0,HOU,CLE,91,16,
652,,at_home,24,19,11.5,DEN,PHX,91,16,
653,,at_home,20,14,9.5,MIN,LAN,91,16,
654,,at_home,34,17,9.0,WAS,NYG,91,16,
655,,away,30,38,0.0,MIA,SD,91,16,
656,,away,35,7,12.0,BUF,IND,91,16,Sunday_Night
657,,at_home,27,0,2.0,NO,LAA,91,16,Monday_Night
658,,away,20,24,3.0,HOU,NYG,91,17,Saturday
659,,at_home,7,27,6.0,MIN,GB,91,17,Saturday
660,,at_home,21,27,3.5,LAA,KC,91,17,
661,,at_home,17,3,5.5,TB,IND,91,17,
662,,away,22,24,3.0,WAS,PHA,91,17,
663,,at_home,31,27,3.5,DAL,ATL,91,17,
664,,away,27,3,6.5,NO,PHX,91,17,
665,,at_home,17,10,3.0,PIT,CLE,91,17,
666,,at_home,20,23,6.0,MIA,NYJ,91,17,
667,,at_home,14,17,6.5,BUF,DET,91,17,
668,,away,17,14,2.0,DEN,SD,91,17,
669,,away,7,29,2.0,NE,CIN,91,17,
670,,at_home,23,9,6.0,SEA,LAN,91,17,Sunday_Night
671,,at_home,52,14,5.0,SF,CHI,91,17,Monday_Night
