,MAL_num,year_num,month_num,day_num,RPT_num,VAL_num,ROS_num,KIL_num,SHA_num,BIR_num,DUB_num,CLA_num,MUL_num,CLO_num,BEL_num
1995,7.17,66,6,19,8.63,8.04,8.87,5.04,6.5,5.66,6.34,3.88,4.75,7.41,8.42
1996,8.25,66,6,20,7.5,9.42,7.17,2.58,5.66,3.46,4.21,2.37,3.79,5.25,8.21
1997,4.5,66,6,21,6.5,6.38,9.33,2.46,4.63,2.46,4.71,2.0,4.29,3.25,9.08
1998,6.5,66,6,22,7.75,5.75,5.79,3.58,3.46,3.42,3.63,1.58,3.46,2.92,5.66
1999,8.12,66,6,23,6.71,6.83,10.17,5.09,9.0,5.88,8.92,4.38,6.83,6.54,7.54
2000,15.67,66,6,24,15.12,11.67,11.34,9.38,13.83,11.0,14.42,10.21,12.08,11.87,13.25
2001,12.38,66,6,25,10.83,9.67,9.87,5.37,11.5,8.5,9.71,7.87,9.42,9.59,13.75
2002,13.5,66,6,26,12.33,13.67,13.37,7.41,14.79,9.75,10.75,8.12,9.25,11.08,16.88
2003,21.62,66,6,27,20.5,14.25,15.21,10.63,16.92,11.87,17.0,11.25,13.59,15.67,16.66
2004,13.5,66,6,28,9.21,5.41,9.33,6.08,8.29,6.46,11.12,4.04,9.42,11.29,9.17
2005,6.96,66,6,29,7.75,4.0,7.41,2.58,6.21,2.67,4.46,2.21,4.58,3.25,11.29
2006,14.67,66,6,30,5.83,5.04,6.21,4.04,8.25,5.37,6.42,4.54,6.63,6.54,11.87
2007,15.87,66,7,1,9.42,5.91,7.41,3.54,7.12,4.17,3.71,5.29,5.33,6.87,13.33
2008,13.33,66,7,2,9.25,7.25,8.12,4.12,6.83,4.29,4.83,3.29,6.42,7.21,9.0
2009,6.25,66,7,3,8.21,3.71,6.0,3.54,3.17,0.58,2.88,1.0,2.04,2.83,8.63
2010,10.63,66,7,4,2.58,4.08,6.25,1.42,4.12,1.08,1.46,0.96,3.37,3.0,7.67
2011,11.92,66,7,5,14.83,11.21,4.42,5.0,11.75,5.0,1.63,4.25,5.91,5.75,10.96
2012,12.0,66,7,6,10.08,10.92,9.46,6.54,7.71,5.66,6.96,4.08,7.33,9.17,9.33
2013,12.92,66,7,7,8.33,4.21,8.21,4.75,8.33,5.13,6.79,4.29,7.21,6.83,8.38
2014,12.58,66,7,8,7.92,8.5,7.79,3.79,8.0,4.63,5.83,5.63,6.5,7.33,11.5
2015,15.75,66,7,9,6.71,6.92,6.96,5.09,10.21,6.08,7.67,6.29,7.21,7.12,14.5
2016,15.37,66,7,10,15.54,13.7,11.04,7.62,13.42,9.87,7.5,11.38,8.67,11.08,16.0
2017,13.29,66,7,11,11.42,7.5,12.04,6.54,8.79,5.83,7.58,6.58,7.92,6.54,12.04
2018,20.58,66,7,12,10.25,10.17,10.34,8.87,16.04,10.29,13.79,10.63,12.29,10.83,17.21
2019,21.34,66,7,13,18.91,15.0,12.21,10.88,17.83,11.63,14.83,12.58,13.75,14.58,18.25
2020,15.54,66,7,14,14.25,9.46,10.54,8.46,12.62,8.54,10.08,8.08,10.13,9.92,13.79
2021,12.83,66,7,15,18.75,13.29,11.34,9.54,15.79,10.46,10.25,10.92,10.37,10.96,15.37
2022,10.83,66,7,16,18.08,12.83,8.96,8.83,13.17,9.04,6.17,8.08,8.33,7.75,12.42
2023,10.67,66,7,17,12.71,10.08,9.04,6.29,7.5,4.75,4.75,6.38,6.29,7.38,9.62
2024,2.96,66,7,18,6.29,4.21,7.29,2.21,5.04,1.0,1.38,1.67,2.08,1.83,5.33
2025,5.63,66,7,19,10.17,7.33,13.88,5.54,9.54,3.83,5.46,5.75,5.5,5.88,6.92
2026,12.29,66,7,20,13.5,9.46,23.0,9.71,11.83,6.58,9.38,9.13,8.67,8.58,13.59
2027,9.0,66,7,21,10.96,8.17,17.33,8.08,8.38,6.38,7.17,8.75,7.41,8.96,13.25
2028,17.16,66,7,22,12.17,6.54,7.21,7.04,10.92,6.42,7.79,7.71,7.92,7.75,11.38
2029,18.71,66,7,23,9.5,9.79,10.37,7.96,16.42,9.59,13.21,8.54,12.21,10.46,14.71
2030,16.46,66,7,24,22.34,14.12,14.25,10.46,18.66,10.04,12.46,9.79,11.5,11.92,14.83
2031,12.0,66,7,25,12.17,10.5,9.83,6.96,13.29,7.62,9.42,8.46,9.46,8.33,14.21
2032,18.29,66,7,26,16.92,14.5,11.17,8.79,15.41,7.83,10.04,12.0,10.08,11.0,16.25
2033,14.04,66,7,27,9.29,6.96,8.63,4.88,7.5,4.17,5.46,6.34,6.42,6.0,10.54
2034,17.58,66,7,28,14.0,10.79,10.13,7.79,16.04,10.25,11.21,12.75,10.92,11.71,14.33
2035,16.71,66,7,29,17.92,12.29,9.13,9.46,15.67,10.71,10.71,11.46,13.25,10.88,15.67
2036,21.75,66,7,30,18.66,12.04,9.96,11.38,16.66,10.37,13.17,9.83,11.96,11.79,12.79
2037,6.87,66,7,31,8.54,7.25,5.88,3.13,6.25,1.75,3.33,1.42,3.63,2.21,4.33
2038,10.37,66,8,1,6.54,7.29,8.33,3.83,4.79,2.17,5.41,1.67,4.88,5.96,5.09
2039,10.08,66,8,2,15.46,11.5,13.29,6.04,10.79,6.0,5.41,6.42,5.66,4.96,10.25
2040,9.46,66,8,3,10.0,8.42,9.46,6.46,8.38,4.29,7.08,7.04,7.25,7.67,7.96
2041,14.17,66,8,4,14.46,7.5,9.04,7.96,11.79,7.12,10.63,9.21,10.63,9.04,11.54
2042,12.12,66,8,5,8.5,6.5,9.13,5.96,9.46,6.92,9.5,8.33,8.0,7.29,9.54
2043,5.91,66,8,6,6.13,6.0,6.96,1.71,5.63,1.79,3.17,1.83,2.17,2.71,5.09
2044,4.17,66,8,7,10.29,6.5,6.54,5.71,7.96,3.92,5.83,4.17,5.71,2.54,9.33
2045,10.34,66,8,8,9.96,10.71,9.54,3.88,12.29,6.83,8.25,8.58,8.29,7.54,13.21
2046,20.0,66,8,9,20.08,17.46,16.38,9.79,18.79,12.92,12.79,14.88,12.29,13.13,18.12
2047,27.54,66,8,10,14.42,10.25,15.12,7.92,15.29,9.33,17.46,11.42,13.46,13.21,17.67
2048,9.46,66,8,11,13.21,9.75,12.25,7.41,10.13,6.34,8.58,4.79,5.46,3.54,7.75
2049,7.08,66,8,12,6.46,3.54,4.42,3.46,6.75,2.42,6.54,3.75,3.83,2.67,6.63
2050,10.83,66,8,13,12.87,5.33,9.96,6.79,8.58,3.04,9.67,5.29,6.21,5.09,11.42
2051,8.79,66,8,14,12.25,8.17,6.04,2.96,10.92,2.46,2.88,5.66,3.29,1.92,8.63
2052,5.09,66,8,15,6.75,6.29,7.5,2.79,4.21,1.87,4.17,3.5,2.96,2.08,11.21
2053,19.5,66,8,16,9.04,14.96,12.42,5.25,9.92,6.96,8.87,11.83,7.25,9.29,21.46
2054,7.83,66,8,17,8.38,9.92,10.79,4.71,6.34,4.29,7.0,3.67,5.21,4.0,9.08
2055,8.29,66,8,18,4.75,4.08,3.58,2.42,3.21,0.37,3.08,1.58,0.96,1.29,9.96
2056,9.25,66,8,19,4.08,7.41,5.5,4.04,4.54,3.29,4.63,4.33,5.0,6.08,8.0
2057,10.83,66,8,20,7.29,8.0,8.04,3.21,8.25,3.88,3.46,5.88,4.38,6.46,11.83
2058,11.21,66,8,21,9.87,10.08,17.37,6.58,9.25,5.91,8.46,8.79,6.46,8.63,14.58
2059,7.29,66,8,22,9.83,6.46,18.41,4.92,6.96,4.38,6.58,3.79,5.75,6.71,10.67
2060,5.21,66,8,23,4.96,4.25,8.71,1.87,4.75,0.71,3.21,2.0,1.67,3.67,4.08
2061,9.38,66,8,24,4.0,10.46,3.58,2.58,7.67,3.13,5.09,1.79,2.08,4.38,8.54
2062,12.21,66,8,25,10.58,12.96,7.33,4.12,10.21,3.79,6.38,7.29,7.21,8.0,12.92
2063,17.46,66,8,26,13.29,12.17,11.0,5.96,14.0,6.54,9.17,10.17,8.83,10.17,12.75
2064,18.0,66,8,27,16.13,15.09,11.12,7.33,15.34,9.0,8.17,11.5,8.75,9.33,13.67
2065,17.92,66,8,28,15.46,12.12,11.08,6.79,13.96,8.96,8.96,9.62,9.46,10.34,12.0
2066,18.66,66,8,29,11.42,7.83,11.71,8.29,11.96,9.04,10.25,12.25,9.38,10.13,14.04
2067,10.04,66,8,30,16.92,12.46,11.25,7.75,11.83,5.5,6.58,8.33,5.79,7.0,12.25
2068,10.25,66,8,31,14.33,8.25,8.63,7.54,9.67,5.25,6.13,5.29,6.04,6.0,8.79
2069,11.12,66,9,1,17.41,16.54,15.04,7.83,11.83,7.62,7.62,10.96,6.67,7.0,13.54
2070,12.29,66,9,2,14.71,11.83,12.96,10.88,16.66,9.96,12.5,10.08,10.88,8.54,11.75
2071,18.91,66,9,3,19.0,18.84,15.12,10.46,15.96,11.38,14.37,12.21,10.25,14.21,19.41
2072,24.08,66,9,4,16.46,13.42,15.79,10.29,17.0,11.08,14.67,12.21,11.87,13.5,18.66
2073,24.83,66,9,5,17.04,16.66,16.38,9.75,16.54,11.63,15.67,15.46,12.83,15.5,24.17
2074,30.34,66,9,6,10.04,8.96,9.71,7.71,15.75,10.34,16.38,11.63,14.0,13.17,20.25
2075,16.96,66,9,7,5.63,4.42,2.29,1.96,6.42,3.71,6.75,4.17,4.92,6.75,9.59
2076,9.42,66,9,8,6.17,6.71,6.75,3.17,4.83,1.29,3.83,0.92,2.54,4.08,7.62
2077,14.42,66,9,9,10.96,12.62,10.04,6.63,12.25,8.58,7.96,10.71,7.58,10.29,17.83
2078,11.54,66,9,10,16.88,12.04,14.88,7.04,11.17,8.25,11.96,9.79,7.79,12.21,15.41
2079,11.63,66,9,11,10.34,5.41,12.58,5.04,6.0,3.54,3.96,6.21,3.54,4.17,15.16
2080,16.96,66,9,12,15.63,17.04,14.62,8.96,18.29,11.0,13.04,11.34,11.83,12.17,17.79
2081,19.12,66,9,13,16.5,13.13,9.83,9.0,16.46,10.5,15.41,11.71,11.75,11.25,16.42
2082,26.92,66,9,14,18.16,16.58,17.5,10.04,20.62,12.33,18.21,16.08,14.04,15.96,22.92
2083,24.96,66,9,15,17.96,14.96,13.13,11.17,13.88,9.75,16.29,11.67,11.17,15.04,16.25
2084,16.42,66,9,16,7.75,7.08,6.38,2.62,5.83,4.46,6.13,8.58,5.0,8.38,15.83
2085,10.34,66,9,17,6.13,7.38,7.08,3.33,8.04,4.92,2.04,5.71,3.71,6.46,10.83
2086,4.58,66,9,18,8.63,6.21,8.42,1.79,4.67,1.5,1.71,0.63,1.29,1.75,4.92
2087,8.58,66,9,19,8.0,5.25,5.09,1.63,5.04,1.83,1.21,1.67,0.75,2.25,6.38
2088,9.04,66,9,20,5.09,3.0,4.0,0.46,3.46,0.58,1.71,0.37,0.79,2.42,6.25
2089,6.25,66,9,21,5.71,1.83,11.17,0.75,3.37,1.21,1.83,1.17,2.08,3.08,5.25
2090,4.83,66,9,22,13.0,4.96,13.0,1.5,4.54,1.92,2.71,5.54,6.04,4.38,9.62
2091,6.34,66,9,23,8.54,9.92,5.91,1.42,7.5,2.33,3.63,3.71,4.5,5.25,7.79
2092,7.08,66,9,24,6.5,9.54,4.79,2.54,8.12,1.92,2.33,2.92,2.5,1.92,4.5
2093,7.83,66,9,25,10.96,9.83,5.71,1.83,7.87,2.96,3.88,4.71,4.29,5.13,6.67
2094,6.46,66,9,26,10.0,9.04,8.04,1.75,8.79,3.17,1.87,5.04,4.0,3.17,6.29
2095,7.67,66,9,27,12.04,8.38,7.96,2.58,8.75,2.37,4.79,3.75,3.42,4.38,6.17
2096,7.04,66,9,28,7.83,1.38,8.12,1.17,7.62,2.83,3.88,0.67,1.13,2.92,5.54
2097,7.5,66,9,29,3.37,3.29,4.38,0.96,5.91,2.25,0.42,1.87,1.5,3.67,7.87
2098,9.38,66,9,30,5.13,4.92,2.25,2.17,6.08,2.04,2.33,3.0,2.08,5.5,8.83
2099,6.71,66,10,1,8.0,3.63,9.17,4.04,7.29,2.33,4.25,0.42,2.17,2.0,5.04
2100,7.62,66,10,2,6.75,6.83,6.13,2.25,7.46,1.75,4.33,2.21,1.54,3.83,6.67
2101,26.34,66,10,3,16.96,24.17,12.33,12.46,23.38,13.13,21.29,15.79,14.62,17.41,25.25
2102,22.58,66,10,4,20.17,17.33,29.54,12.87,14.37,11.0,17.79,11.79,11.38,13.67,18.5
2103,16.25,66,10,5,11.79,9.25,11.12,4.12,9.33,4.83,7.58,7.58,6.04,10.0,12.96
2104,11.29,66,10,6,13.33,9.13,13.96,6.67,9.04,6.38,9.71,5.25,6.83,8.25,10.0
2105,7.83,66,10,7,8.92,7.04,7.87,1.79,7.5,3.04,2.0,2.21,2.71,2.75,6.58
2106,9.04,66,10,8,9.0,5.66,7.62,3.83,6.17,2.13,4.42,2.04,3.29,3.58,6.67
2107,11.71,66,10,9,11.25,10.46,8.5,3.71,10.71,5.83,3.79,5.71,4.21,6.42,12.08
2108,11.92,66,10,10,12.87,8.96,10.04,3.96,9.13,4.25,2.83,3.83,3.71,6.04,13.08
2109,15.12,66,10,11,7.71,10.79,8.83,4.25,10.54,6.21,7.12,7.08,5.5,7.87,14.12
2110,22.75,66,10,12,22.54,18.91,15.59,11.63,18.96,12.42,13.17,13.17,11.58,13.92,17.46
2111,12.92,66,10,13,13.67,9.5,9.54,5.04,9.75,5.5,4.75,6.75,5.09,5.0,10.25
2112,4.08,66,10,14,12.54,8.29,12.17,4.67,8.46,4.5,2.83,3.08,4.0,3.04,5.29
2113,12.83,66,10,15,11.79,6.38,15.04,7.17,8.04,2.58,5.79,5.17,4.96,6.21,8.79
2114,10.25,66,10,16,11.67,9.5,7.87,3.67,11.08,5.75,5.63,5.46,4.42,5.5,8.75
2115,14.37,66,10,17,17.67,12.29,16.42,7.08,14.92,9.33,11.96,10.96,8.29,9.96,15.0
2116,25.04,66,10,18,11.83,7.92,13.37,6.17,7.96,3.71,10.13,3.88,7.25,10.83,9.04
2117,15.92,66,10,19,13.79,9.83,8.75,8.0,8.38,6.17,5.88,5.21,5.5,8.17,9.42
2118,12.96,66,10,20,5.41,6.63,4.21,1.25,6.42,2.75,8.5,3.33,3.88,5.79,7.79
2119,19.38,66,10,21,8.75,5.88,6.5,3.79,7.75,5.58,9.67,5.33,7.29,7.29,12.96
2120,13.79,66,10,22,4.75,3.0,3.96,0.71,4.88,2.62,5.91,0.67,1.96,6.04,8.12
2121,19.79,66,10,23,9.04,6.58,7.58,3.58,5.79,2.79,8.12,2.83,5.58,7.79,10.25
2122,16.25,66,10,24,12.67,11.5,18.63,7.04,6.04,1.71,7.62,4.75,4.38,6.96,13.37
2123,13.75,66,10,25,12.29,6.87,14.33,5.83,7.08,1.96,6.0,2.46,3.92,3.75,8.83
2124,26.12,66,10,26,14.54,13.59,11.21,6.29,9.59,5.54,11.08,7.71,9.46,10.13,18.54
2125,25.96,66,10,27,19.75,17.16,22.54,12.62,12.87,9.29,14.79,9.67,9.79,14.21,19.62
2126,13.08,66,10,28,12.38,9.21,18.54,8.17,6.58,2.33,7.75,2.58,4.29,5.09,6.71
2127,10.34,66,10,29,9.08,2.96,10.46,4.75,5.63,1.08,5.88,1.08,4.0,5.46,3.83
2128,13.25,66,10,30,6.71,3.79,7.46,1.67,4.5,1.0,5.46,1.5,2.62,3.79,8.42
2129,23.21,66,10,31,9.71,8.38,8.38,4.42,9.67,6.5,9.92,7.79,7.38,8.63,15.41
2130,33.12,66,11,1,22.71,21.25,25.75,15.34,18.0,11.92,18.58,15.34,12.75,16.13,27.04
2131,13.42,66,11,2,16.38,13.75,27.37,10.96,11.38,7.38,13.79,7.79,6.63,8.79,10.37
2132,16.13,66,11,3,10.67,4.83,7.25,2.42,6.63,3.17,5.17,5.46,3.58,5.58,7.96
2133,21.5,66,11,4,7.75,11.17,10.75,1.96,9.17,5.04,5.63,6.04,4.75,8.54,8.33
2134,33.79,66,11,5,13.08,17.67,18.12,9.67,14.88,10.79,17.67,16.29,11.54,14.33,25.08
2135,30.84,66,11,6,21.09,19.41,26.83,14.0,13.42,13.46,19.87,14.67,10.79,15.75,25.25
2136,12.12,66,11,7,13.7,10.0,10.37,5.79,7.71,4.96,6.17,5.71,4.46,8.25,11.75
2137,14.79,66,11,8,7.83,4.21,5.91,2.5,6.5,3.29,7.38,2.79,4.29,5.58,10.58
2138,21.42,66,11,9,9.0,7.67,6.96,3.17,7.79,4.33,8.71,3.71,7.83,7.38,12.04
2139,13.59,66,11,10,4.29,5.09,4.42,0.63,5.54,3.54,6.75,1.54,3.33,4.71,6.83
2140,19.95,66,11,11,13.5,11.46,10.75,3.75,9.79,7.62,7.96,11.17,6.63,10.96,18.91
2141,10.79,66,11,12,14.58,8.21,12.12,5.17,6.67,6.96,11.17,8.38,6.87,10.17,8.54
2142,20.12,66,11,13,11.5,8.58,11.96,5.63,7.92,7.5,11.42,7.83,7.33,11.67,16.33
2143,22.54,66,11,14,12.08,13.08,7.96,6.13,13.88,8.38,12.12,8.71,9.92,10.63,17.62
2144,36.71,66,11,15,25.62,21.67,17.46,18.12,27.58,18.12,23.09,21.29,20.33,22.88,31.96
2145,40.41,66,11,16,28.33,24.41,27.04,19.04,23.0,18.12,21.87,19.21,20.46,23.83,27.12
2146,30.29,66,11,17,22.92,16.83,20.75,12.17,13.04,9.71,13.92,9.59,12.46,15.37,18.75
2147,11.58,66,11,18,12.96,8.75,16.62,8.08,6.5,0.79,8.42,2.92,5.25,6.38,7.17
2148,10.0,66,11,19,7.46,4.33,9.54,2.29,4.46,0.17,2.92,1.21,2.79,4.08,6.54
2149,11.12,66,11,20,10.21,12.75,9.08,3.67,7.62,2.42,3.54,4.92,3.04,4.46,9.5
2150,21.04,66,11,21,12.0,7.96,12.5,4.46,6.46,1.87,6.71,5.41,5.83,6.87,14.25
2151,9.59,66,11,22,11.58,3.92,13.46,5.88,6.08,0.67,8.17,1.13,4.21,3.13,5.83
2152,10.79,66,11,23,4.79,6.92,5.83,0.25,7.83,0.0,5.33,0.96,0.71,1.04,12.0
2153,14.5,66,11,24,8.75,6.54,7.33,2.67,6.96,1.46,7.96,3.33,5.13,6.08,12.04
2154,17.33,66,11,25,10.37,10.41,7.17,5.41,10.46,7.25,12.12,8.0,8.25,8.92,14.17
2155,20.04,66,11,26,8.83,9.59,8.71,6.25,11.17,8.67,14.79,9.42,11.46,10.75,16.42
2156,26.71,66,11,27,17.33,15.92,12.46,8.42,14.12,10.5,16.75,11.42,12.17,14.09,20.38
2157,31.71,66,11,28,17.25,13.29,11.96,10.54,11.12,9.25,15.37,8.04,13.08,13.33,19.92
2158,22.71,66,11,29,16.58,14.12,14.09,7.92,14.33,11.08,19.38,11.04,13.13,14.21,22.04
2159,29.5,66,11,30,21.29,19.58,13.75,14.54,18.71,13.13,21.75,13.25,15.5,14.88,22.29
2160,31.08,66,12,1,34.37,33.37,24.04,23.54,33.63,26.04,30.37,31.08,25.62,24.41,42.38
2161,42.54,66,12,2,28.21,27.37,22.54,20.62,22.08,16.13,28.16,17.29,22.5,23.16,25.88
2162,24.54,66,12,3,14.29,12.25,12.08,8.75,11.29,7.29,14.5,6.17,10.08,7.75,14.29
2163,17.41,66,12,4,8.0,5.58,6.96,1.38,8.63,4.92,11.75,4.5,6.21,6.34,15.46
2164,19.92,66,12,5,10.37,11.38,11.96,5.66,13.04,9.04,14.96,11.58,9.62,12.5,18.91
2165,20.54,66,12,6,11.29,9.54,5.91,5.37,10.83,5.75,12.21,5.66,7.87,7.29,15.71
2166,20.58,66,12,7,10.46,11.25,10.5,5.33,12.29,9.79,15.09,11.79,9.87,11.75,20.21
2167,31.49,66,12,8,22.54,21.42,14.12,13.42,21.84,16.38,25.12,17.08,19.62,18.25,28.16
2168,23.67,66,12,9,21.25,21.0,14.62,17.37,23.91,17.33,23.75,21.0,19.33,11.92,25.33
2169,19.75,66,12,10,20.75,17.5,13.62,13.59,18.46,12.12,14.58,11.83,13.25,9.13,16.71
2170,15.25,66,12,11,11.67,15.12,10.13,5.5,13.96,9.5,11.21,9.17,8.38,8.96,16.13
2171,11.46,66,12,12,26.75,22.21,16.42,17.62,24.79,17.75,20.04,19.7,18.63,10.79,26.08
2172,10.75,66,12,13,15.79,12.5,15.12,11.08,11.83,9.13,13.33,8.29,11.79,5.54,15.67
2173,12.92,66,12,14,7.08,11.46,6.63,1.04,10.08,5.46,9.87,5.63,4.83,4.67,13.33
2174,21.34,66,12,15,20.83,16.88,14.62,9.92,14.58,10.63,11.29,12.58,11.17,12.92,19.55
2175,19.87,66,12,16,10.79,10.75,6.79,4.0,10.67,7.33,14.25,7.96,8.29,10.08,17.88
2176,34.92,66,12,17,18.29,18.88,19.5,11.87,20.67,17.75,26.0,19.7,19.83,21.75,29.17
2177,25.12,66,12,18,14.83,11.67,12.71,9.83,13.04,10.08,18.5,9.29,12.75,13.0,15.92
2178,21.87,66,12,19,15.59,16.38,15.29,12.04,22.58,15.59,23.04,13.7,19.0,13.5,23.25
2179,22.5,66,12,20,14.29,11.38,13.29,8.87,9.46,7.96,12.58,7.12,8.96,8.71,12.92
2180,21.62,66,12,21,16.38,11.25,8.17,7.21,15.0,8.29,17.16,12.25,12.83,11.08,17.54
2181,20.21,66,12,22,18.66,14.79,10.67,11.83,17.96,12.42,17.37,15.92,14.46,12.75,17.71
2182,26.96,66,12,23,15.75,16.71,10.5,10.41,18.0,11.83,16.88,12.54,14.09,14.17,15.5
2183,18.08,66,12,24,15.92,13.54,11.67,10.17,15.75,9.67,10.67,8.87,10.92,7.38,11.63
2184,15.16,66,12,25,10.67,7.21,8.42,4.21,10.79,5.63,4.96,6.13,5.17,6.21,14.33
2185,25.08,66,12,26,19.92,16.0,17.25,13.54,15.59,11.58,10.41,13.08,12.83,16.13,21.09
2186,12.33,66,12,27,11.17,10.88,7.54,4.38,10.5,6.63,9.67,5.17,6.67,6.87,13.46
2187,17.21,66,12,28,15.25,12.71,11.79,4.58,12.0,8.54,9.62,7.5,8.38,11.63,12.75
2188,13.25,66,12,29,19.79,17.62,16.33,10.79,18.5,10.75,16.5,7.83,11.12,7.75,10.79
2189,16.71,66,12,30,5.25,4.25,8.21,1.25,6.42,3.37,5.25,3.67,4.29,3.79,11.67
2190,22.46,66,12,31,13.0,11.46,10.13,6.34,11.87,7.5,13.5,8.46,11.0,10.04,17.29
2191,20.91,67,1,1,6.46,4.46,6.5,3.21,6.67,3.79,11.38,3.83,7.71,9.08,10.67
2192,17.46,67,1,2,8.29,6.34,8.54,1.75,3.33,0.33,8.29,0.58,3.92,5.04,2.75
2193,15.96,67,1,3,5.09,4.29,8.71,0.46,3.21,0.5,5.66,0.25,2.5,5.09,2.54
2194,11.92,67,1,4,10.75,13.29,8.21,1.33,8.63,0.79,5.63,0.71,1.87,2.88,3.37
2195,11.67,67,1,5,10.92,4.33,12.67,5.41,6.25,2.62,6.87,1.67,4.88,6.5,4.54
2196,12.92,67,1,6,11.08,8.67,7.33,3.63,8.92,6.25,10.63,4.42,7.75,8.0,9.92
2197,17.75,67,1,7,12.12,13.54,12.87,6.13,9.87,6.13,8.63,7.71,7.75,8.25,15.79
2198,12.04,67,1,8,9.79,6.42,10.25,4.29,6.96,2.54,6.34,3.92,3.96,3.37,9.0
2199,7.96,67,1,9,8.33,3.33,7.21,2.17,4.17,1.42,7.33,0.37,2.75,2.75,4.04
2200,14.58,67,1,10,11.34,5.09,7.29,3.33,6.0,4.96,11.0,7.29,7.87,7.79,12.33
2201,15.54,67,1,11,17.33,9.38,9.62,8.46,6.34,5.63,9.59,6.83,7.71,11.79,10.21
2202,15.71,67,1,12,8.38,4.17,5.83,5.66,7.41,4.29,9.54,4.58,7.96,7.41,8.96
2203,16.21,67,1,13,4.58,3.79,5.17,2.21,5.41,2.88,9.96,1.25,5.41,6.0,10.21
2204,11.75,67,1,14,10.13,10.13,5.13,3.21,8.17,4.21,6.21,6.63,3.96,7.46,14.62
2205,17.16,67,1,15,18.84,16.58,11.63,10.75,14.62,9.0,3.92,11.5,8.63,11.67,22.63
2206,20.88,67,1,16,21.29,18.41,15.83,14.04,16.29,10.41,7.75,12.67,9.38,14.67,17.96
2207,20.71,67,1,17,18.29,13.04,17.25,11.12,12.21,10.37,14.79,11.92,12.0,15.5,13.62
2208,19.87,67,1,18,13.79,11.5,12.08,6.42,12.33,8.96,9.0,7.67,7.08,7.54,11.54
2209,17.54,67,1,19,16.33,12.5,18.29,10.34,11.79,8.17,13.67,7.96,8.46,11.63,12.71
2210,15.79,67,1,20,10.96,8.75,14.42,7.21,9.92,6.46,10.21,7.17,6.63,10.04,10.37
2211,17.41,67,1,21,12.46,12.0,9.08,6.67,13.92,7.62,13.54,6.63,8.92,10.0,18.08
2212,17.54,67,1,22,18.38,13.92,14.04,8.12,14.33,10.08,13.29,10.21,9.33,11.25,15.12
2213,23.67,67,1,23,22.88,19.79,15.25,10.25,17.83,10.21,10.08,11.92,9.54,13.0,15.67
2214,14.67,67,1,24,16.92,13.59,10.54,6.13,11.29,5.66,6.71,5.41,4.67,9.33,9.42
2215,17.16,67,1,25,15.54,13.75,14.58,9.29,13.46,8.92,11.79,10.0,9.67,12.25,17.25
2216,14.29,67,1,26,7.08,10.13,8.0,3.29,9.59,7.08,7.75,6.5,5.71,8.04,12.67
2217,27.21,67,1,27,24.3,23.75,19.38,16.25,20.25,13.83,12.38,17.62,13.29,19.58,28.75
2218,19.29,67,1,28,20.33,19.7,14.29,10.88,15.41,8.83,9.25,11.79,8.38,15.16,22.58
2219,22.95,67,1,29,26.54,23.79,20.71,17.92,21.59,15.04,13.13,18.38,15.54,20.54,25.92
2220,21.34,67,1,30,15.92,15.25,14.17,8.67,14.96,11.25,12.92,14.58,11.17,17.46,25.37
2221,21.0,67,1,31,11.38,11.92,12.79,6.17,14.71,10.41,16.17,9.75,12.04,16.17,18.58
2222,16.54,67,2,1,13.59,13.54,12.58,7.62,12.17,9.5,14.67,10.96,11.54,13.88,17.5
2223,23.54,67,2,2,16.38,17.08,17.21,10.37,18.84,14.12,16.88,16.21,14.29,18.91,24.04
2224,26.79,67,2,3,12.54,11.42,11.21,9.33,13.67,11.5,20.12,14.25,14.54,15.04,21.17
2225,16.04,67,2,4,6.38,4.42,5.96,3.33,8.54,5.0,10.0,5.37,6.71,8.46,11.58
2226,21.71,67,2,5,5.58,7.0,6.54,2.71,8.58,6.13,9.96,7.67,6.75,11.12,16.88
2227,17.21,67,2,6,8.08,10.08,7.12,4.33,8.92,5.58,10.41,5.46,6.46,9.21,14.5
2228,12.62,67,2,7,7.12,8.5,16.71,5.71,9.17,4.75,7.96,5.17,4.75,8.58,9.46
2229,10.25,67,2,8,8.29,5.09,10.13,3.29,4.46,0.13,6.25,0.67,3.21,5.83,2.04
2230,14.29,67,2,9,2.79,4.12,4.79,1.71,6.79,1.79,5.66,3.79,4.12,6.67,10.79
2231,13.17,67,2,10,7.92,10.88,4.21,2.83,8.96,4.5,4.5,6.63,4.33,6.87,17.08
2232,14.42,67,2,11,17.71,15.75,15.75,8.67,13.29,6.71,9.38,10.17,8.5,12.0,14.54
2233,12.46,67,2,12,15.96,12.33,16.58,7.08,13.88,8.04,11.0,8.83,7.21,8.83,10.71
2234,14.04,67,2,13,15.54,14.42,15.54,7.62,13.62,9.08,12.54,10.21,8.29,11.92,15.54
2235,23.04,67,2,14,18.46,17.58,16.96,8.08,20.58,11.87,14.62,11.79,9.38,13.21,17.54
2236,34.62,67,2,15,26.08,21.54,27.0,16.71,21.46,20.25,26.54,20.46,16.83,22.42,23.75
2237,19.04,67,2,16,10.13,11.17,10.08,4.12,10.83,5.46,7.17,9.25,6.21,11.92,16.25
2238,8.08,67,2,17,3.13,7.12,4.67,1.58,7.38,2.88,4.54,4.38,2.5,3.25,11.12
