,climbRate_num,Altitude_num,RollRate_num,curRoll_num,diffClb_num,diffDiffClb_num,Se_num
2457,2.9,-40.0,0.0052,0.014,0.1,0.0,0.001
2458,5.8,-30.0,-0.002,0.018,0.1,0.0,0.001
2459,4.8,-10.0,-0.0064,0.005,-0.1,0.0,0.002
2460,-2.5,-10.0,-0.0038,-0.016,-0.2,0.0,-0.001
2461,-4.5,-10.0,0.0016,-0.019,-0.1,-0.01,-0.002
2462,-4.7,-30.0,0.0081,-0.001,0.0,0.0,-0.001
2463,-3.8,-40.0,0.0061,0.014,0.2,0.01,0.001
2464,-1.6,0.0,-0.0018,0.005,-0.2,0.0,0.001
2465,-5.7,-10.0,-0.0055,-0.002,-0.2,0.0,-0.002
2466,-6.7,-40.0,0.0013,-0.021,0.0,0.0,-0.003
2467,-2.9,-50.0,0.009,-0.012,0.3,-0.02,0.001
2468,3.4,-50.0,0.0095,0.013,0.1,0.01,0.001
2469,7.1,-30.0,0.002,0.027,0.1,0.0,0.001
2470,7.7,-20.0,-0.0073,0.023,0.0,0.01,0.001
2471,-2.3,-10.0,0.0042,-0.01,-0.1,0.0,-0.001
2472,-3.3,-10.0,0.0069,-0.002,0.0,-0.02,-0.001
2473,-3.8,-20.0,0.0053,0.007,0.0,0.0,-0.001
2474,-2.7,-20.0,0.0039,0.014,0.1,-0.01,0.001
2475,-1.7,-30.0,-0.003,0.012,-0.1,0.0,-0.001
2476,6.0,-10.0,0.003,0.036,0.1,0.0,0.003
2477,-5.0,-10.0,-0.0056,0.026,-0.2,0.0,-0.003
2478,4.6,-20.0,-0.0036,0.001,0.1,0.0,0.001
2479,5.0,0.0,-0.0055,-0.013,0.0,0.0,0.001
2480,-5.0,10.0,0.0008,-0.016,-0.1,0.0,-0.001
2481,-3.9,-10.0,0.0059,-0.005,0.0,0.0,0.001
2482,-4.8,-10.0,0.0044,0.004,-0.1,0.01,-0.001
2483,-4.7,-40.0,-0.0036,0.008,0.1,0.0,-0.002
2484,0.4,-40.0,0.0024,0.001,0.3,0.0,0.001
2485,4.6,-40.0,0.0048,0.009,0.2,0.0,0.001
2486,7.3,-20.0,-0.0015,0.018,0.0,0.0,0.002
2487,4.6,0.0,-0.009,0.005,-0.1,0.0,-0.001
2488,1.9,0.0,-0.0103,-0.018,-0.1,0.01,0.001
2489,-0.3,0.0,-0.0055,-0.035,-0.1,0.01,-0.001
2490,-2.0,0.0,0.0053,-0.036,-0.1,0.0,-0.001
2491,-2.5,0.0,0.0108,-0.024,0.0,-0.01,0.001
2492,-6.3,-10.0,0.0069,-0.004,-0.2,-0.01,-0.005
2493,-4.3,-30.0,0.0048,0.011,0.2,0.01,0.002
2494,7.7,-30.0,0.0032,0.012,0.3,0.0,0.002
2495,11.6,0.0,0.0056,0.029,-0.1,0.01,0.001
2496,6.5,40.0,-0.0044,0.032,-0.2,0.0,0.002
2497,-2.1,40.0,-0.0059,0.015,-0.3,0.0,-0.001
2498,-5.5,40.0,-0.005,0.007,-0.2,0.0,-0.001
2499,-8.2,20.0,-0.0012,-0.002,-0.1,0.0,-0.002
2500,-5.3,-10.0,0.0003,-0.001,0.1,0.0,-0.001
2501,-0.5,-20.0,-0.0063,-0.011,0.2,0.0,-0.001
2502,4.1,-10.0,-0.0015,-0.026,0.2,0.0,0.002
2503,-4.2,0.0,0.0053,-0.006,-0.2,0.0,-0.001
2504,-6.6,-10.0,0.0028,0.001,-0.1,-0.01,-0.002
2505,0.4,-40.0,-0.006,-0.014,0.2,0.0,0.001
2506,5.1,-30.0,0.0,-0.024,0.1,0.0,0.001
2507,7.2,0.0,0.0058,-0.005,0.0,0.0,0.002
2508,-1.9,20.0,-0.0076,0.0,-0.3,0.0,-0.003
2509,0.3,0.0,0.0085,-0.024,0.1,0.0,0.003
2510,-2.9,0.0,0.0007,0.0,-0.2,0.0,-0.005
2511,6.3,0.0,0.0066,0.008,0.2,0.0,0.002
2512,3.3,20.0,-0.0059,0.019,-0.3,0.0,-0.001
2513,-4.1,20.0,-0.0073,-0.011,-0.2,0.0,0.001
2514,-7.4,10.0,-0.0013,-0.019,-0.2,0.01,-0.005
2515,-4.9,-10.0,0.0061,-0.002,0.1,0.01,0.002
2516,4.7,-10.0,0.0013,-0.008,0.0,0.0,0.002
2517,-2.6,0.0,0.007,0.018,-0.2,0.0,-0.002
2518,-5.0,-20.0,0.0019,0.041,0.0,0.0,-0.002
2519,-1.5,-10.0,0.0055,-0.005,-0.1,0.0,-0.002
2520,3.2,0.0,-0.0038,0.0,0.1,0.0,0.001
2521,-5.8,10.0,0.0059,-0.029,-0.2,0.0,-0.002
2522,-7.1,-20.0,0.0083,-0.003,0.0,0.0,-0.002
2523,-5.3,-30.0,0.0055,0.013,0.1,-0.01,-0.002
2524,4.4,-30.0,-0.0001,0.022,0.3,0.0,0.001
2525,11.7,-10.0,-0.0057,0.013,0.2,0.0,0.003
2526,11.0,30.0,-0.0081,-0.011,-0.1,0.0,0.001
2527,-3.5,60.0,0.0,-0.039,-0.4,0.0,-0.001
2528,-11.6,40.0,0.0051,-0.032,-0.3,0.0,-0.006
2529,-7.6,-10.0,0.0093,-0.004,0.2,0.0,0.001
2530,-2.4,-20.0,0.0081,0.017,0.2,0.0,-0.001
2531,1.8,-20.0,0.0039,0.028,0.3,-0.01,0.002
2532,5.3,0.0,-0.0065,0.022,0.0,0.0,0.001
2533,4.8,10.0,-0.008,-0.002,0.0,0.0,-0.001
2534,5.4,30.0,-0.0008,-0.019,0.0,0.0,0.001
2535,2.6,50.0,0.0093,0.002,-0.1,0.0,-0.001
2536,-1.0,50.0,0.0067,0.027,-0.2,-0.01,0.001
2537,-6.0,50.0,-0.0021,0.032,-0.2,0.0,-0.003
2538,-7.7,20.0,-0.0092,0.009,0.0,0.0,-0.003
2539,1.5,10.0,-0.0012,-0.013,0.3,0.0,0.002
2540,7.5,30.0,0.0077,0.01,0.0,0.0,0.002
2541,-6.1,40.0,-0.0082,-0.002,-0.1,0.0,-0.002
2542,-6.0,30.0,-0.0059,-0.017,0.0,0.0,-0.001
2543,-0.1,10.0,0.0035,-0.021,0.2,0.0,0.002
2544,0.1,20.0,0.0074,-0.005,-0.1,0.0,0.001
2545,-7.3,-10.0,-0.003,0.02,-0.1,0.0,0.001
2546,-1.3,-40.0,-0.0059,-0.013,0.2,0.0,-0.001
2547,2.2,-40.0,-0.0034,-0.019,0.3,0.0,0.002
2548,5.3,-30.0,0.0027,-0.02,0.1,0.0,0.001
2549,4.3,-10.0,0.0068,-0.004,-0.1,0.0,0.001
2550,-3.1,-10.0,-0.0036,0.012,-0.1,0.0,-0.001
2551,-4.0,-10.0,-0.006,0.002,0.0,0.0,-0.001
2552,-2.6,-30.0,-0.0017,-0.014,0.0,0.0,-0.001
2553,4.7,-20.0,0.0076,0.001,0.2,0.0,0.002
2554,-1.2,0.0,0.0073,-0.023,-0.1,0.01,0.001
2555,-3.8,0.0,0.0088,-0.01,-0.2,0.0,-0.001
2556,1.4,-20.0,-0.0071,0.008,0.1,0.0,0.001
2557,0.4,-20.0,-0.008,-0.013,-0.1,0.0,-0.001
2558,-1.8,-20.0,0.0079,-0.013,0.0,0.0,0.001
2559,-4.2,-30.0,0.008,0.014,-0.1,0.0,-0.002
2560,1.5,-50.0,-0.0042,0.029,0.1,0.0,0.001
2561,2.2,-40.0,-0.0051,0.019,0.0,0.0,-0.001
2562,1.3,-40.0,-0.0043,0.01,-0.1,0.01,-0.003
2563,6.2,-30.0,0.0007,0.001,0.1,0.0,0.001
2564,7.4,-10.0,0.0022,0.005,0.0,0.0,0.001
2565,7.5,0.0,0.0019,0.009,0.0,0.0,0.001
2566,0.4,30.0,-0.0048,0.003,-0.1,0.0,-0.001
2567,0.0,20.0,0.0071,0.014,0.0,0.0,0.001
2568,-2.6,20.0,-0.0075,0.021,-0.1,0.0,-0.002
2569,2.8,20.0,-0.0051,-0.007,0.1,0.01,0.002
2570,-5.1,20.0,0.0048,-0.006,-0.3,0.0,-0.003
2571,-7.8,10.0,0.0064,0.004,-0.1,-0.02,-0.001
2572,-8.0,-10.0,0.0061,0.018,0.0,-0.01,-0.002
2573,4.6,-20.0,-0.0027,0.028,0.2,0.0,0.001
2574,6.4,-20.0,-0.0045,0.022,0.1,0.01,0.001
2575,7.2,0.0,-0.0037,0.013,0.0,0.0,0.001
2576,5.3,20.0,-0.001,0.006,-0.1,0.0,0.001
2577,-2.5,30.0,0.0052,0.017,-0.2,0.0,-0.001
2578,-5.0,20.0,0.0041,0.026,-0.1,0.0,-0.001
2579,-6.3,10.0,0.0003,0.03,0.0,-0.01,-0.001
2580,-4.1,-20.0,-0.0093,0.005,0.1,0.0,0.001
2581,-6.0,-40.0,-0.0028,-0.027,-0.1,0.0,-0.001
2582,-7.7,-60.0,0.0032,-0.027,-0.1,0.0,-0.001
2583,-7.5,-70.0,0.0066,-0.02,0.1,-0.01,-0.001
2584,-4.4,-80.0,0.0098,-0.009,0.3,-0.01,-0.001
2585,1.6,-80.0,0.0125,0.012,0.4,-0.01,0.002
2586,5.0,-80.0,0.0105,0.028,0.1,0.0,0.002
2587,-2.3,-60.0,-0.0093,0.028,-0.1,0.0,-0.002
2588,-2.8,-70.0,-0.0082,0.008,0.0,0.0,-0.002
2589,3.9,-70.0,-0.0006,-0.008,0.3,0.0,0.001
2590,6.9,-60.0,0.0016,-0.006,0.1,0.01,0.002
2591,1.0,-30.0,-0.0062,-0.003,-0.1,0.0,0.001
2592,-3.5,-30.0,0.0025,-0.016,-0.1,0.0,-0.001
2593,-3.3,-40.0,0.0066,-0.004,0.0,0.0,0.001
2594,-3.8,-60.0,0.0039,0.021,0.0,0.0,0.001
2595,-5.0,-70.0,0.0019,0.025,-0.2,0.01,-0.001
2596,-2.4,-90.0,-0.0034,0.017,0.1,0.0,-0.002
2597,3.2,-90.0,-0.0038,0.008,0.3,0.01,0.002
2598,6.5,-80.0,-0.0037,0.001,0.1,0.01,0.001
2599,6.8,-40.0,-0.0001,-0.011,0.0,0.0,-0.001
2600,7.1,-20.0,0.0037,-0.006,0.0,0.0,0.001
2601,4.8,20.0,-0.0012,0.006,-0.1,0.0,0.001
2602,-3.1,20.0,-0.0023,-0.014,-0.1,0.0,0.001
2603,-5.9,10.0,-0.0006,-0.017,-0.2,0.01,-0.004
2604,-2.5,-10.0,0.0065,0.0,0.1,0.0,0.001
2605,-0.8,-20.0,0.0065,0.011,0.1,0.0,0.001
2606,-1.5,-30.0,0.0042,0.011,0.0,0.0,0.001
2607,2.8,-30.0,-0.0054,0.002,0.1,0.0,0.001
2608,2.8,-30.0,-0.0041,-0.01,0.0,0.0,-0.001
2609,0.2,-20.0,0.005,-0.008,0.0,0.0,0.002
2610,-3.8,-20.0,0.0036,0.009,-0.2,0.0,-0.002
2611,1.2,-10.0,0.004,0.019,0.0,0.0,0.001
2612,-4.0,10.0,-0.0054,-0.043,-0.2,0.0,-0.003
2613,-6.3,0.0,0.0045,-0.045,0.0,0.0,-0.003
2614,-3.5,-30.0,0.0073,0.005,0.0,0.0,-0.003
2615,-0.9,-30.0,-0.0073,0.009,-0.1,0.0,-0.006
2616,4.3,-30.0,-0.0075,-0.021,0.2,0.0,0.003
2617,4.4,0.0,0.0068,-0.021,0.0,0.0,0.002
2618,-3.4,10.0,0.0015,0.01,-0.2,0.0,-0.003
2619,1.0,-10.0,-0.0017,-0.002,0.2,0.0,0.004
2620,2.8,0.0,0.0026,0.015,0.2,0.0,0.004
2621,-0.2,10.0,-0.0053,0.007,0.1,0.0,-0.001
2622,2.3,10.0,-0.0022,-0.008,0.1,0.0,0.003
2623,2.1,0.0,-0.0063,0.004,0.1,0.0,0.001
2624,-0.2,10.0,0.0056,-0.003,-0.1,0.0,-0.001
2625,0.1,10.0,-0.0067,0.005,0.1,0.0,-0.001
2626,2.6,10.0,-0.0051,-0.01,0.1,0.0,0.001
2627,3.7,20.0,-0.0002,-0.016,0.0,0.0,0.001
2628,1.0,30.0,0.0076,-0.001,-0.1,0.0,0.001
2629,-0.8,20.0,-0.0068,0.005,0.1,0.0,0.001
2630,4.2,30.0,0.0075,0.001,0.1,0.0,0.002
2631,-2.8,40.0,-0.0094,-0.008,0.0,0.01,-0.001
2632,-3.7,30.0,0.0109,0.0,-0.1,0.0,0.001
2633,-5.5,20.0,0.0107,0.015,-0.2,0.01,-0.001
2634,-3.8,10.0,0.0034,0.031,0.2,0.0,0.001
2635,-0.9,0.0,-0.0056,0.029,0.1,0.0,-0.001
2636,-1.1,10.0,0.0049,-0.025,0.0,0.0,-0.002
2637,1.0,0.0,0.0079,-0.009,0.1,0.0,0.002
2638,3.3,10.0,0.0024,0.015,0.0,0.0,0.003
2639,-3.6,20.0,-0.0054,0.008,-0.3,0.0,-0.003
2640,0.5,0.0,0.0018,-0.005,0.3,-0.01,0.001
2641,4.5,10.0,0.0058,0.009,0.1,0.0,0.002
2642,4.7,20.0,0.0058,0.019,0.0,0.01,0.001
2643,-0.5,30.0,-0.0049,0.025,-0.1,0.0,-0.001
2644,-0.4,20.0,-0.0079,-0.004,0.0,0.0,0.002
2645,-2.8,20.0,-0.0053,-0.019,-0.2,-0.02,-0.003
2646,-5.1,10.0,-0.0012,-0.026,0.0,-0.01,-0.001
2647,-0.6,-10.0,0.0085,0.016,0.0,0.0,0.001
2648,-0.5,-10.0,0.0062,0.027,0.0,0.0,-0.001
2649,2.2,-10.0,-0.0065,0.025,0.1,0.0,0.002
2650,-0.8,-10.0,-0.0049,0.004,-0.2,0.0,-0.002
2651,-2.4,-10.0,-0.0025,-0.001,0.0,-0.01,-0.001
2652,-0.5,-20.0,0.0063,0.011,0.0,0.0,0.001
2653,3.8,-10.0,-0.0039,0.026,0.1,0.0,0.002
2654,4.7,0.0,-0.0044,0.014,0.0,0.0,0.002
2655,-2.7,10.0,0.0025,0.009,-0.2,0.0,-0.001
2656,-3.4,-10.0,0.0016,0.02,0.0,0.0,-0.001
2657,1.3,-10.0,-0.0067,0.008,0.1,0.0,0.002
2658,0.7,-10.0,-0.0046,-0.01,-0.1,0.01,-0.001
2659,-3.9,-20.0,0.0086,0.002,-0.1,0.0,-0.001
2660,-4.5,-20.0,0.0082,0.014,0.0,-0.02,-0.002
2661,-4.2,-30.0,0.0025,0.023,0.1,-0.02,-0.001
2662,1.0,-40.0,-0.0071,0.015,0.2,0.0,0.001
2663,3.7,-20.0,-0.0042,-0.015,0.0,0.0,0.001
2664,0.6,-10.0,0.008,-0.004,-0.1,0.0,0.001
2665,-0.7,-10.0,0.0075,0.012,0.1,0.01,-0.001
2666,2.9,-10.0,0.0019,0.027,0.1,0.0,0.002
2667,0.0,0.0,-0.0089,0.004,0.0,0.0,0.001
2668,-0.8,-30.0,-0.0008,-0.009,-0.1,0.0,-0.003
2669,-2.7,-30.0,0.0037,-0.008,0.0,-0.01,-0.005
2670,-1.7,-40.0,0.0029,0.004,-0.1,-0.02,-0.002
2671,5.8,-20.0,-0.0029,-0.011,0.1,0.0,0.003
2672,-2.5,0.0,0.0034,-0.028,-0.2,0.0,-0.002
2673,-6.7,-20.0,0.0061,-0.008,-0.1,0.0,-0.008
2674,3.4,-10.0,0.0031,-0.009,0.1,0.0,0.003
2675,-0.9,0.0,0.004,0.006,-0.2,0.0,-0.005
2676,-3.5,-10.0,0.0033,0.018,-0.1,-0.01,-0.004
2677,-3.6,-20.0,-0.006,0.011,0.0,0.0,-0.003
2678,-0.6,-30.0,-0.0079,-0.013,0.1,0.0,0.001
2679,0.7,-30.0,0.0039,-0.023,0.0,0.0,0.001
2680,5.1,-10.0,-0.0032,0.003,0.0,0.0,-0.001
2681,6.4,30.0,0.0049,-0.009,0.1,0.0,0.009
2682,-3.9,40.0,0.0023,0.009,-0.5,-0.02,-0.008
2683,-8.9,10.0,-0.0075,-0.002,0.1,0.0,-0.002
2684,-3.3,-20.0,0.0097,-0.006,0.1,0.0,0.002
2685,-3.2,-30.0,0.0046,0.016,0.0,0.0,-0.003
2686,2.7,-40.0,-0.0053,0.02,0.2,-0.01,0.003
2687,4.2,-30.0,-0.0037,0.002,0.0,0.0,0.002
2688,-2.7,-20.0,0.0005,-0.011,-0.1,0.0,-0.003
2689,-0.7,-30.0,0.0068,-0.001,0.1,0.0,0.001
2690,0.0,-10.0,0.0054,-0.006,0.0,0.0,-0.001
2691,-0.2,-20.0,0.0039,0.012,0.0,0.0,0.001
2692,0.8,-20.0,-0.006,0.01,0.1,0.0,0.001
2693,3.0,-10.0,-0.0039,-0.01,0.1,0.0,0.001
2694,1.3,0.0,0.0057,-0.006,-0.1,0.0,0.001
2695,-2.5,0.0,0.0049,0.008,0.0,-0.01,-0.002
2696,-0.8,0.0,-0.0061,0.019,-0.1,-0.01,0.001
2697,-3.3,-10.0,-0.0061,0.009,-0.2,0.0,-0.005
2698,1.8,-10.0,0.0017,-0.002,0.2,0.0,0.003
2699,-2.1,0.0,-0.0002,0.009,-0.2,0.0,-0.002
2700,-3.7,-10.0,-0.0078,0.002,-0.1,0.0,-0.001
2701,-0.9,-20.0,0.0033,-0.001,-0.2,0.0,-0.003
2702,1.3,-20.0,0.0054,0.011,0.1,0.0,0.003
2703,-3.8,-20.0,-0.0016,0.022,-0.2,0.0,-0.003
2704,-3.4,-40.0,0.0013,0.019,0.1,0.0,-0.002
2705,2.8,-40.0,-0.0085,0.004,0.2,0.0,0.002
2706,4.4,-30.0,-0.0075,-0.014,0.1,0.01,0.004
2707,1.2,-20.0,-0.0041,-0.026,-0.3,0.01,-0.004
2708,-2.2,-30.0,0.0082,-0.023,0.0,0.0,0.002
2709,4.8,-30.0,0.0097,0.011,0.3,0.01,0.006
2710,-1.1,-10.0,-0.005,0.029,-0.2,0.0,-0.004
2711,1.0,-10.0,-0.003,0.01,0.2,0.0,0.004
2712,-4.2,-10.0,0.0011,0.009,-0.2,-0.01,-0.002
2713,-6.6,-30.0,-0.0044,0.006,-0.1,0.01,-0.001
2714,-7.9,-40.0,-0.0033,-0.003,-0.1,-0.01,-0.005
2715,-6.9,-60.0,0.0014,-0.005,0.4,-0.02,-0.001
2716,4.0,-60.0,0.0077,0.015,0.3,0.0,0.001
2717,7.7,-50.0,0.0069,0.026,0.2,0.0,0.002
2718,0.3,0.0,-0.0095,0.022,-0.2,0.0,-0.001
2719,-2.2,-10.0,-0.0113,0.001,-0.1,0.0,-0.002
2720,1.9,-10.0,0.0053,-0.022,0.1,0.0,0.001
2721,1.3,0.0,0.011,0.005,-0.1,0.0,0.001
2722,-1.6,0.0,0.006,0.03,-0.2,-0.01,0.001
2723,-2.8,-10.0,-0.0158,0.019,0.0,0.0,0.002
2724,-3.1,-20.0,-0.0072,-0.031,0.0,0.0,-0.002
2725,0.3,-30.0,0.0052,-0.033,0.2,0.0,0.001
2726,1.8,-20.0,0.0091,-0.021,0.0,0.0,0.002
2727,-3.0,-20.0,-0.0011,-0.006,-0.2,0.0,-0.003
2728,-5.6,-30.0,-0.0041,-0.018,-0.1,0.01,-0.001
2729,-5.3,-50.0,0.0027,-0.02,0.0,-0.01,-0.003
2730,-1.8,-50.0,0.0089,-0.011,0.4,-0.02,0.002
2731,6.6,-40.0,0.0029,-0.002,0.3,0.0,0.004
2732,4.8,-20.0,0.0072,0.016,-0.2,0.0,0.001
2733,-3.5,-20.0,-0.0006,0.031,-0.2,0.0,-0.005
2734,-0.1,-30.0,-0.0038,0.023,0.4,0.0,-0.001
2735,5.9,-20.0,-0.0027,0.017,0.3,0.0,0.002
2736,9.7,0.0,-0.0005,0.014,0.1,0.01,0.005
2737,-3.7,20.0,-0.0045,0.009,-0.6,0.0,-0.005
2738,-9.1,-10.0,-0.0097,-0.012,0.1,-0.01,-0.003
2739,-2.2,-20.0,-0.001,-0.029,0.4,0.01,-0.002
2740,5.8,-20.0,0.008,-0.023,0.5,-0.01,0.007
2741,-3.1,0.0,0.0009,0.018,-0.4,0.0,-0.001
2742,-8.3,-20.0,0.0003,0.012,0.1,0.01,-0.002
2743,7.7,-40.0,-0.0053,-0.001,0.3,0.0,0.003
2744,10.1,-20.0,-0.0056,-0.011,0.0,0.02,0.002
2745,-3.4,10.0,-0.0012,-0.038,-0.2,0.0,-0.004
2746,0.2,0.0,0.0089,-0.026,0.2,0.0,0.003
2747,-0.1,0.0,0.0121,-0.004,-0.1,0.01,0.001
2748,-3.1,0.0,0.0093,0.014,-0.2,0.01,-0.004
2749,4.3,0.0,0.0052,-0.022,0.0,0.0,0.002
2750,-2.9,10.0,0.0061,0.02,-0.2,0.0,-0.001
2751,-8.5,-20.0,-0.0015,0.031,-0.1,0.0,-0.001
2752,-9.8,-40.0,-0.0041,0.022,0.0,0.0,-0.002
2753,-4.8,-80.0,-0.0033,0.006,0.2,0.0,-0.001
2754,3.1,-80.0,0.0006,0.002,0.3,0.0,0.001
2755,9.0,-60.0,0.004,0.01,0.1,0.0,0.001
2756,8.9,-10.0,0.0006,0.022,0.0,0.0,0.003
2757,-7.1,0.0,-0.0048,0.008,-0.3,-0.01,-0.004
2758,-7.8,-30.0,-0.0053,-0.014,0.1,0.0,-0.001
2759,8.6,-30.0,0.0055,-0.01,0.2,0.0,0.002
2760,9.1,0.0,0.0054,0.009,-0.1,0.0,0.001
2761,1.4,30.0,-0.0075,0.004,-0.1,0.0,-0.003
2762,6.8,50.0,0.0012,-0.022,-0.1,0.02,0.001
2763,4.3,70.0,0.005,-0.016,-0.2,0.01,0.002
2764,-7.3,60.0,0.007,0.004,-0.5,0.0,-0.004
2765,-15.0,20.0,0.0015,0.019,-0.2,0.0,-0.006
2766,-2.0,-30.0,-0.0034,0.012,0.5,0.0,0.003
2767,9.1,-10.0,-0.0013,0.0,0.3,0.0,0.003
2768,12.1,20.0,0.002,0.001,0.1,0.0,0.001
2769,-6.7,50.0,0.0003,0.024,-0.4,0.0,-0.002
2770,-11.1,30.0,-0.0025,0.021,-0.2,0.0,-0.001
2771,-12.2,20.0,-0.0038,0.016,0.0,0.0,-0.001
2772,-10.8,-20.0,-0.0052,0.002,0.1,0.0,-0.003
2773,4.7,-40.0,0.0045,-0.002,0.3,0.0,0.002
2774,9.3,-10.0,0.0081,0.022,0.1,0.0,0.001
2775,9.4,20.0,-0.0011,0.039,0.0,0.0,0.001
2776,5.6,50.0,-0.0091,0.022,-0.1,0.0,-0.001
2777,4.4,70.0,-0.0095,-0.012,0.0,0.0,-0.002
2778,6.3,70.0,-0.0048,-0.025,0.1,-0.01,0.003
2779,-6.2,80.0,0.0089,0.004,-0.2,-0.01,-0.001
2780,-9.6,70.0,0.007,0.02,-0.2,0.0,-0.001
2781,-12.1,20.0,0.001,0.038,0.0,0.0,-0.003
2782,1.2,-20.0,-0.0036,0.026,0.3,0.0,-0.002
2783,6.4,-10.0,-0.0027,0.02,0.4,-0.01,0.001
2784,10.0,10.0,0.0,0.017,0.1,0.0,0.001
2785,10.0,30.0,0.0018,0.019,0.0,0.0,0.001
2786,7.8,50.0,0.0031,0.024,-0.1,0.0,0.003
2787,-6.7,50.0,-0.0028,0.03,-0.3,0.0,-0.002
2788,-12.5,10.0,-0.0073,0.009,-0.1,0.0,-0.004
2789,6.8,-20.0,0.0015,-0.019,0.5,0.0,0.004
2790,-6.8,40.0,-0.005,0.02,-0.3,0.0,-0.001
2791,-10.9,20.0,-0.0081,0.005,-0.2,0.0,-0.001
2792,-11.8,0.0,-0.0073,-0.008,0.0,0.0,-0.001
2793,2.6,-30.0,0.0062,-0.011,0.2,0.0,0.001
2794,4.9,-30.0,0.0081,-0.001,0.1,0.01,0.001
2795,-1.4,-10.0,-0.0121,-0.006,-0.1,0.0,-0.001
2796,1.9,-10.0,-0.003,-0.046,0.2,0.0,-0.001
2797,5.4,0.0,0.0036,-0.045,0.3,-0.01,0.001
2798,8.7,20.0,0.0112,-0.024,0.0,0.01,0.005
2799,-1.2,30.0,0.0086,0.012,-0.4,-0.01,0.001
2800,-8.3,30.0,0.0023,0.021,-0.5,0.0,-0.001
2801,-11.3,-20.0,-0.0049,0.01,0.2,-0.01,-0.001
2802,5.9,-40.0,0.0027,-0.003,0.3,0.0,0.002
2803,9.0,-30.0,0.0052,0.005,0.1,0.01,0.001
2804,-6.1,10.0,-0.0061,0.029,-0.3,0.0,-0.003
2805,-7.5,-10.0,-0.0075,0.008,0.1,0.0,-0.003
2806,1.1,-20.0,-0.0026,-0.007,0.4,0.0,0.001
2807,6.6,-20.0,0.0005,-0.009,0.3,0.01,0.004
2808,-11.6,0.0,0.0047,0.032,-0.4,0.0,-0.006
2809,7.2,-40.0,-0.0059,0.006,0.3,0.0,0.001
2810,10.8,-30.0,-0.0043,-0.003,0.2,0.01,0.005
2811,-6.8,10.0,0.0014,-0.004,-0.4,0.0,-0.003
2812,-9.9,-10.0,0.0003,-0.003,0.0,-0.03,-0.001
2813,8.6,-20.0,-0.0015,-0.01,0.2,0.0,-0.001
2814,12.2,30.0,0.0027,-0.008,0.0,0.0,0.001
2815,11.0,40.0,0.0042,-0.003,-0.2,0.01,0.002
2816,8.0,60.0,0.0045,0.003,-0.3,0.01,0.001
2817,-5.5,60.0,-0.0003,0.015,-0.3,0.0,-0.003
2818,2.1,0.0,0.0033,-0.009,0.2,0.0,0.001
2819,3.9,0.0,0.005,-0.003,0.1,0.01,0.003
2820,-3.0,10.0,-0.0011,0.014,-0.3,0.0,-0.002
2821,-4.9,0.0,-0.0072,0.005,0.0,-0.01,-0.001
2822,3.4,-10.0,-0.0015,-0.028,0.2,0.0,-0.001
2823,5.7,10.0,0.004,-0.024,-0.1,0.01,0.002
2824,-1.9,20.0,0.0046,-0.009,-0.3,0.0,-0.004
2825,2.5,10.0,0.0009,0.008,0.1,0.0,0.001
2826,4.2,30.0,-0.0026,0.003,0.0,0.0,0.001
2827,1.7,40.0,-0.0042,-0.011,-0.1,0.0,-0.003
2828,2.9,40.0,-0.0023,-0.018,0.2,-0.01,0.003
2829,-5.6,40.0,0.0052,-0.004,-0.1,0.0,-0.003
2830,-4.5,20.0,0.0061,0.018,0.1,0.0,0.001
2831,-4.1,10.0,0.0036,0.026,0.0,0.0,-0.001
2832,0.6,0.0,-0.0058,0.005,0.1,0.0,-0.001
2833,-3.2,0.0,0.0042,-0.006,-0.1,0.0,0.001
2834,-5.4,-10.0,0.0037,0.0,-0.2,0.0,-0.001
2835,3.8,-20.0,-0.0051,-0.014,0.1,0.0,-0.001
2836,-2.1,0.0,0.0051,-0.011,-0.1,0.0,-0.003
2837,-2.1,-20.0,-0.0068,0.003,0.1,0.0,0.001
2838,-1.1,-20.0,-0.0067,-0.011,0.0,0.0,-0.002
2839,4.1,-20.0,-0.0009,-0.025,0.2,0.0,0.002
2840,4.8,-10.0,0.0022,-0.024,0.0,0.01,0.002
2841,-5.0,-10.0,0.005,0.009,-0.2,0.0,-0.002
2842,-5.7,-30.0,-0.0003,0.02,0.0,0.0,-0.001
2843,-1.1,-50.0,-0.0053,0.004,0.1,0.0,-0.001
2844,4.5,-40.0,-0.0008,-0.008,0.2,0.0,0.002
2845,0.2,-20.0,0.007,0.016,-0.1,0.0,0.001
2846,-2.7,-20.0,0.0064,0.028,-0.2,0.0,-0.001
2847,-6.3,-40.0,0.0005,0.042,-0.1,0.0,-0.002
2848,1.8,-60.0,-0.0068,0.002,0.1,0.0,-0.001
2849,4.4,-60.0,-0.0045,-0.008,0.2,0.0,0.001
2850,7.8,-30.0,0.0023,-0.012,0.1,0.0,0.002
2851,6.5,-20.0,0.0052,-0.006,-0.1,0.01,0.001
2852,-1.0,-10.0,0.0047,0.02,-0.2,0.0,-0.002
2853,-0.9,-10.0,0.0047,0.012,0.1,0.0,0.001
2854,-3.4,-20.0,-0.0033,0.019,-0.1,0.0,-0.001
2855,-4.1,-30.0,-0.0068,0.003,0.0,0.0,0.001
