,vertical_ocean_shear_num
1714,1.17206
1715,1.2018
1716,1.18794
1717,1.20768
1718,1.21737
1719,1.22075
1720,1.24697
1721,1.23435
1722,1.21428
1723,1.23131
1724,1.21658
1725,1.19715
1726,1.18087
1727,1.20375
1728,1.18483
1729,1.16566
1730,1.15033
1731,1.13681
1732,1.14345
1733,1.15377
1734,1.16386
1735,1.12744
1736,1.11349
1737,1.11078
1738,1.08013
1739,1.01533
1740,0.974434
1741,0.954795
1742,0.936409
1743,0.888453
1744,0.839493
1745,0.788965
1746,0.728484
1747,0.71107
1748,0.68716
1749,0.63231
1750,0.580972
1751,0.490106
1752,0.442793
1753,0.414009
1754,0.375848
1755,0.296255
1756,0.295858
1757,0.354706
1758,0.381211
1759,0.359956
1760,0.305352
1761,0.281714
1762,0.250334
1763,0.230782
1764,0.191811
1765,0.142892
1766,0.13643
1767,0.150172
1768,0.0785445
1769,0.0865815
1770,0.115342
1771,0.105426
1772,0.111027
1773,0.134588
1774,0.124478
1775,0.105802
1776,0.0961495
1777,0.0648854
1778,0.0799916
1779,0.0274743
1780,0.0119689
1781,-0.013746
1782,-0.00978494
1783,-0.0681721
1784,-0.107695
1785,-0.173382
1786,-0.185338
1787,-0.194918
1788,-0.298197
1789,-0.357582
1790,-0.424345
1791,-0.447953
1792,-0.466864
1793,-0.496565
1794,-0.498661
1795,-0.561407
1796,-0.597912
1797,-0.613154
1798,-0.67159
1799,-0.678667
1800,-0.684743
1801,-0.75422
1802,-0.817822
1803,-0.821833
1804,-0.834856
1805,-0.869244
1806,-0.894465
1807,-0.931839
1808,-0.969026
1809,-1.09904
1810,-1.17901
1811,-1.20641
1812,-1.1695
1813,-1.18917
1814,-1.28211
1815,-1.32267
1816,-1.28857
1817,-1.13367
1818,-1.12302
1819,-1.15337
1820,-1.24753
1821,-1.26772
1822,-1.15082
1823,-1.11126
1824,-1.09378
1825,-1.0859
1826,-1.07818
1827,-0.99378
1828,-0.949636
1829,-1.03684
1830,-1.03115
1831,-0.995434
1832,-1.02863
1833,-1.06439
1834,-1.04882
1835,-1.02424
1836,-1.03199
1837,-1.09394
1838,-1.07396
1839,-1.08409
1840,-1.06337
1841,-1.07232
1842,-1.06659
1843,-1.01696
1844,-0.94143
1845,-0.969026
1846,-0.947201
1847,-0.917339
1848,-0.997805
1849,-1.05879
1850,-0.97604
1851,-0.945439
1852,-0.888027
1853,-0.921993
1854,-0.977518
1855,-0.988503
1856,-0.912638
1857,-0.940423
1858,-0.91924
1859,-0.886977
1860,-0.9412
1861,-1.01557
1862,-0.948199
1863,-0.89891
1864,-0.871607
1865,-0.906077
1866,-0.891532
1867,-0.773427
1868,-0.678942
1869,-0.765136
1870,-0.890015
1871,-0.80433
1872,-0.690865
1873,-0.728441
1874,-0.794598
1875,-0.80472
1876,-0.677262
1877,-0.697209
1878,-0.79293
1879,-0.777402
1880,-0.744851
1881,-0.687746
1882,-0.650786
1883,-0.634384
1884,-0.629537
1885,-0.598146
1886,-0.628592
1887,-0.642307
1888,-0.603777
1889,-0.585294
1890,-0.563407
1891,-0.604564
1892,-0.620564
1893,-0.625381
1894,-0.665348
1895,-0.631516
1896,-0.594148
1897,-0.57496
1898,-0.530803
1899,-0.471755
1900,-0.455807
1901,-0.381163
1902,-0.253739
1903,-0.252347
1904,-0.212253
1905,-0.157372
1906,-0.0827211
1907,0.0112129
1908,0.0952093
1909,0.2199
1910,0.349827
1911,0.386886
1912,0.4213
1913,0.494992
1914,0.684646
1915,0.766515
1916,0.811663
1917,0.694386
1918,0.765439
1919,0.826641
1920,0.9531
1921,1.02642
1922,0.921167
1923,0.873521
1924,0.884068
1925,0.892295
1926,0.898785
1927,0.842921
1928,0.831252
1929,0.905677
1930,0.898513
1931,0.844801
1932,0.886556
1933,0.877053
1934,0.87172
1935,0.864501
1936,0.891689
1937,0.925977
1938,0.94194
1939,0.961847
1940,0.967088
1941,0.986446
1942,1.01064
1943,1.01374
1944,1.00094
1945,1.06968
1946,1.13944
1947,1.16984
1948,1.28761
1949,1.37603
1950,1.3578
1951,1.46469
1952,1.44525
1953,1.55802
1954,1.71215
1955,1.79271
1956,1.69116
1957,1.72228
1958,1.73498
1959,1.77081
1960,1.91034
1961,2.01216
1962,2.02748
1963,2.07488
1964,2.19712
1965,2.38629
1966,2.39262
1967,2.32769
1968,2.25323
1969,2.32117
1970,2.47432
1971,2.44753
1972,2.35429
1973,2.40853
1974,2.47715
1975,2.52025
1976,2.43741
1977,2.47127
1978,2.57442
1979,2.62157
1980,2.62627
1981,2.57929
1982,2.54761
1983,2.5435
1984,2.55923
1985,2.56105
1986,2.56053
1987,2.60909
1988,2.72114
1989,2.77137
1990,2.73996
1991,2.7166
1992,2.76062
1993,2.84668
1994,2.85711
1995,2.82316
1996,2.84151
1997,2.84856
1998,2.8694
1999,2.84093
2000,2.83515
2001,2.82634
2002,2.78265
2003,2.83029
2004,2.82624
2005,2.79571
2006,2.79457
2007,2.79605
2008,2.8307
2009,2.8696
2010,2.88005
2011,2.90925
2012,2.88286
2013,2.85534
2014,2.83725
2015,2.86061
2016,2.81262
2017,2.8224
2018,2.79857
2019,2.77171
2020,2.76887
2021,2.75171
2022,2.77864
2023,2.81229
2024,2.81677
2025,2.80758
2026,2.82059
2027,2.79409
2028,2.78015
2029,2.7939
2030,2.82121
2031,2.84471
2032,2.87113
2033,2.91469
2034,2.89179
2035,2.92604
2036,2.9536
2037,2.99216
2038,2.99806
2039,3.06987
2040,3.08341
2041,3.09345
2042,3.1104
2043,3.09433
2044,3.08723
2045,3.0866
2046,3.05262
2047,3.03058
2048,3.03089
2049,3.02431
2050,3.0509
2051,2.97604
2052,3.00592
2053,2.93474
2054,2.88488
2055,2.89623
2056,2.92629
2057,2.90159
2058,2.84441
2059,2.77821
2060,2.7652
2061,2.78915
2062,2.75273
2063,2.67819
2064,2.59213
2065,2.51602
2066,2.50841
2067,2.46744
2068,2.44913
2069,2.44665
2070,2.38457
2071,2.34922
2072,2.31386
2073,2.24763
2074,2.25769
2075,2.20337
2076,2.16531
2077,2.14769
2078,2.12264
2079,2.09974
2080,2.07845
2081,2.07002
2082,2.0551
2083,2.08061
2084,2.09156
2085,2.12252
2086,2.14771
2087,2.08653
2088,1.96824
2089,1.95698
2090,2.03192
2091,2.07894
2092,2.0394
2093,1.95447
2094,2.02196
2095,2.08296
2096,2.06341
2097,2.02639
2098,2.0034
2099,1.99954
2100,1.99017
2101,1.93258
2102,1.90307
2103,1.84307
2104,1.80043
2105,1.76651
2106,1.72151
2107,1.66997
2108,1.56329
2109,1.44988
2110,1.39108
2111,1.32831
2112,1.23506
2113,1.20454
2114,1.14005
2115,1.05088
2116,1.00718
2117,0.945657
2118,0.832973
2119,0.814255
2120,0.776469
2121,0.757849
2122,0.692897
2123,0.576145
2124,0.514914
2125,0.455389
2126,0.359893
2127,0.340231
2128,0.303798
2129,0.243865
2130,0.151676
2131,0.0936462
2132,0.0605566
2133,0.0379343
2134,0.0187129
2135,-0.0504345
2136,-0.145531
2137,-0.207662
2138,-0.262767
2139,-0.292973
2140,-0.37648
2141,-0.481388
2142,-0.494096
2143,-0.534313
2144,-0.647798
2145,-0.728096
2146,-0.733928
2147,-0.760044
2148,-0.803784
2149,-0.84537
2150,-0.923266
2151,-0.967912
2152,-1.00162
2153,-1.00597
2154,-1.02052
2155,-1.04084
2156,-1.05945
2157,-1.09266
2158,-1.10288
2159,-1.08088
2160,-1.08058
2161,-1.0312
2162,-1.01699
2163,-1.04298
2164,-1.04613
2165,-1.01363
2166,-1.02102
2167,-1.02611
2168,-0.949188
2169,-0.899399
2170,-0.875519
2171,-0.898398
2172,-0.876225
2173,-0.832804
2174,-0.783237
2175,-0.721013
2176,-0.698884
2177,-0.716541
2178,-0.681112
2179,-0.567442
2180,-0.506059
2181,-0.549424
2182,-0.52905
2183,-0.482988
2184,-0.422647
2185,-0.395176
2186,-0.390298
2187,-0.380042
2188,-0.366223
2189,-0.368753
2190,-0.401599
2191,-0.395871
2192,-0.400941
2193,-0.410046
2194,-0.463869
2195,-0.49461
2196,-0.500253
2197,-0.477381
2198,-0.481091
2199,-0.498709
2200,-0.512561
2201,-0.470898
2202,-0.463649
2203,-0.473568
2204,-0.449302
2205,-0.425689
2206,-0.458727
2207,-0.496556
2208,-0.472916
2209,-0.418855
2210,-0.399845
2211,-0.43366
2212,-0.463358
2213,-0.433643
2214,-0.448919
2215,-0.44721
2216,-0.500531
2217,-0.603098
2218,-0.611361
2219,-0.631274
2220,-0.674788
2221,-0.76672
2222,-0.749903
2223,-0.69792
2224,-0.707395
2225,-0.67769
2226,-0.635569
2227,-0.643684
2228,-0.64755
2229,-0.622817
2230,-0.546975
2231,-0.497188
2232,-0.509563
2233,-0.549447
2234,-0.557853
2235,-0.56289
2236,-0.510906
2237,-0.493843
2238,-0.486495
2239,-0.512083
2240,-0.493095
2241,-0.413381
2242,-0.444144
2243,-0.429121
2244,-0.343565
2245,-0.322658
2246,-0.340191
2247,-0.346859
2248,-0.340298
2249,-0.29681
2250,-0.284332
2251,-0.253665
2252,-0.241418
2253,-0.224992
2254,-0.206798
2255,-0.18231
2256,-0.169334
2257,-0.121124
2258,-0.0675192
2259,-0.0464864
2260,0.00525173
2261,-0.0157403
2262,0.0269718
2263,0.0850774
2264,0.13918
2265,0.136875
2266,0.222241
2267,0.297117
2268,0.331016
2269,0.363298
2270,0.405579
2271,0.491456
2272,0.543258
2273,0.575624
2274,0.57292
2275,0.596146
2276,0.638693
2277,0.722275
2278,0.734736
2279,0.660145
2280,0.671972
2281,0.767115
2282,0.823873
2283,0.820684
2284,0.826086
2285,0.797473
2286,0.858008
2287,0.935366
2288,0.988225
2289,1.04313
2290,1.12664
2291,1.20863
2292,1.30121
2293,1.38703
2294,1.39244
2295,1.4483
2296,1.5063
2297,1.58175
2298,1.60633
2299,1.63925
2300,1.65056
2301,1.66483
2302,1.69916
2303,1.73628
2304,1.76506
2305,1.78515
2306,1.83318
2307,1.85138
2308,1.89023
2309,1.91261
2310,1.89521
2311,1.88513
2312,1.94815
2313,1.88766
2314,1.87611
2315,1.89121
2316,1.91605
2317,1.98618
2318,1.99677
2319,1.96372
2320,1.97774
2321,1.99536
2322,1.9884
2323,1.96082
2324,1.92426
2325,1.86875
2326,1.87462
2327,1.84748
2328,1.84155
2329,1.83799
2330,1.8017
2331,1.76029
2332,1.78664
2333,1.81202
2334,1.80884
2335,1.84803
2336,1.8505
2337,1.87885
2338,1.91842
2339,1.92805
2340,1.95288
2341,1.95152
2342,1.95691
2343,1.95423
2344,1.94629
2345,1.95453
2346,1.90816
2347,1.86349
2348,1.84415
2349,1.85378
2350,1.88533
2351,1.89331
2352,1.88302
2353,1.84784
2354,1.85296
2355,1.80989
2356,1.78681
2357,1.73459
2358,1.67042
2359,1.62898
2360,1.58202
2361,1.56359
2362,1.51704
2363,1.49448
2364,1.45013
2365,1.41464
2366,1.29663
2367,1.20194
2368,1.18018
2369,1.17253
2370,1.07833
2371,1.07442
2372,1.12653
2373,1.08317
2374,1.05538
2375,1.14361
2376,1.14993
2377,1.10337
2378,1.1392
2379,1.16093
2380,1.1298
2381,1.1244
2382,1.13381
2383,1.11885
2384,1.07206
2385,1.05312
2386,1.03752
2387,0.981219
2388,0.903173
2389,0.875272
2390,0.855672
2391,0.806959
2392,0.720581
2393,0.622984
2394,0.582262
2395,0.558599
2396,0.517381
2397,0.466494
2398,0.448728
2399,0.445161
2400,0.478429
2401,0.513485
2402,0.549159
2403,0.601675
2404,0.628144
2405,0.674889
2406,0.700991
2407,0.7661
2408,0.794374
2409,0.791672
2410,0.831288
2411,0.924863
2412,0.976656
2413,1.03897
2414,1.10127
2415,1.18996
2416,1.32308
2417,1.38386
2418,1.48846
2419,1.57622
2420,1.63759
2421,1.749
2422,1.82716
2423,1.93152
2424,2.04632
2425,2.12289
2426,2.14812
2427,2.2265
2428,2.30522
2429,2.38832
2430,2.43666
2431,2.49574
2432,2.52325
2433,2.55964
2434,2.61584
2435,2.68235
2436,2.74938
2437,2.75852
2438,2.75737
2439,2.79904
2440,2.84778
2441,2.88238
2442,2.90785
2443,2.94375
2444,2.98416
2445,3.01515
2446,3.08353
2447,3.17798
2448,3.18902
2449,3.19646
2450,3.19598
2451,3.25756
2452,3.26656
2453,3.26408
2454,3.25186
2455,3.28891
2456,3.33295
2457,3.37207
2458,3.41947
2459,3.5043
2460,3.55713
2461,3.55342
2462,3.59072
2463,3.63434
2464,3.66117
2465,3.72924
2466,3.8435
2467,3.88803
2468,3.89737
2469,3.90479
2470,3.95245
2471,3.91697
2472,3.88557
2473,3.97572
2474,4.02634
2475,3.91595
2476,3.91795
2477,3.99787
2478,3.99376
2479,3.99853
2480,4.06126
2481,4.06917
2482,4.07787
2483,4.11857
2484,4.16171
2485,4.23154
2486,4.28857
2487,4.34477
2488,4.4811
2489,4.55112
2490,4.6114
2491,4.69368
2492,4.8122
2493,4.91236
2494,5.02209
2495,5.05165
2496,5.05261
2497,5.09539
2498,5.17461
2499,5.20572
2500,5.19721
2501,5.22009
2502,5.18589
2503,5.20685
2504,5.21879
2505,5.17589
2506,5.25047
2507,5.27097
2508,5.24714
2509,5.25541
2510,5.30037
2511,5.33327
2512,5.28253
2513,5.31121
2514,5.3602
2515,5.28102
2516,5.17318
2517,5.13839
2518,5.17105
2519,5.18575
2520,5.12246
2521,5.02681
2522,4.98109
2523,4.98365
2524,4.97935
2525,4.98241
2526,5.00067
2527,4.98589
2528,4.948
2529,4.8855
2530,4.86652
2531,4.84106
2532,4.84704
2533,4.826
2534,4.77635
2535,4.71179
2536,4.64488
2537,4.62957
2538,4.60847
2539,4.60715
2540,4.55935
2541,4.48917
2542,4.48221
2543,4.45862
2544,4.42211
2545,4.39843
2546,4.41663
2547,4.36465
2548,4.36534
2549,4.33165
2550,4.29787
2551,4.22095
2552,4.19861
2553,4.25282
2554,4.25097
2555,4.23249
2556,4.14429
2557,4.18586
2558,4.1826
2559,4.16212
2560,4.12291
2561,4.10666
2562,4.05889
2563,4.00091
2564,3.97957
2565,3.89588
2566,3.83158
2567,3.8432
2568,3.79904
2569,3.71048
2570,3.70557
2571,3.67445
2572,3.60718
2573,3.52324
2574,3.43622
2575,3.37741
2576,3.34028
2577,3.27943
2578,3.21647
2579,3.18925
2580,3.10667
2581,3.06012
2582,3.00783
2583,2.94225
2584,2.8913
2585,2.84146
2586,2.75012
2587,2.67368
2588,2.6068
2589,2.55286
2590,2.48064
2591,2.39913
2592,2.31941
2593,2.27201
2594,2.21124
2595,2.14905
2596,2.15326
2597,2.09078
2598,2.01078
2599,1.93945
2600,1.90732
2601,1.85952
2602,1.86831
2603,1.78278
2604,1.75171
2605,1.7294
2606,1.62943
2607,1.58719
2608,1.60862
2609,1.60146
2610,1.56197
2611,1.51927
2612,1.56965
2613,1.54381
2614,1.47109
2615,1.50011
2616,1.52954
2617,1.57434
2618,1.53889
2619,1.54283
2620,1.59692
2621,1.63578
2622,1.64812
2623,1.61926
2624,1.63349
2625,1.64503
2626,1.66714
2627,1.6302
2628,1.59784
2629,1.61183
2630,1.64259
2631,1.70748
2632,1.6885
2633,1.7128
2634,1.73027
2635,1.73925
2636,1.75728
2637,1.76466
2638,1.76222
2639,1.76351
2640,1.79548
2641,1.81686
2642,1.85129
2643,1.87228
2644,1.86643
2645,1.90507
2646,1.90774
2647,1.92278
2648,1.97912
2649,1.98254
2650,2.00547
2651,2.04391
2652,2.11549
2653,2.1104
2654,2.08478
2655,2.11238
2656,2.17503
2657,2.07656
2658,2.06334
2659,2.00756
2660,1.98395
2661,1.9859
2662,2.00085
2663,2.01643
2664,1.97784
2665,1.99535
2666,2.01767
2667,1.99503
2668,1.96795
2669,2.02452
2670,2.02272
2671,2.02066
2672,2.04068
2673,2.02393
2674,2.04117
2675,2.07375
2676,2.05238
2677,2.0284
2678,2.06004
2679,2.06594
2680,2.05654
2681,2.04221
2682,2.06106
2683,2.0583
2684,2.01155
2685,1.98523
2686,1.99128
2687,1.9981
2688,1.99625
2689,1.98804
2690,1.96484
2691,1.91407
2692,1.89884
2693,1.88209
2694,1.87048
2695,1.87077
2696,1.87422
2697,1.86347
2698,1.85768
2699,1.91999
2700,1.93542
2701,1.93402
2702,1.88296
2703,1.85907
2704,1.78764
2705,1.77894
2706,1.90349
2707,1.93448
2708,1.89449
2709,1.89478
2710,1.90887
2711,1.82684
2712,1.72376
2713,1.68058
2714,1.6738
2715,1.534
2716,1.45583
2717,1.43137
2718,1.41892
2719,1.43151
2720,1.49064
2721,1.50277
2722,1.45445
2723,1.39084
2724,1.33052
2725,1.3321
2726,1.33827
2727,1.3943
2728,1.46172
2729,1.50545
2730,1.48745
2731,1.32002
2732,1.25611
2733,1.32697
2734,1.51326
2735,1.4698
2736,1.54354
2737,1.45388
2738,1.53007
2739,1.54545
2740,1.54049
2741,1.55616
2742,1.51182
2743,1.45249
2744,1.51854
2745,1.49642
2746,1.42341
2747,1.38083
2748,1.35728
2749,1.37947
2750,1.32064
2751,1.32209
2752,1.29636
2753,1.29089
2754,1.29976
2755,1.25788
2756,1.317
2757,1.39475
2758,1.3832
2759,1.32216
2760,1.29144
2761,1.2503
2762,1.2568
2763,1.29655
2764,1.26882
2765,1.27507
2766,1.26865
2767,1.22682
2768,1.2593
2769,1.24016
2770,1.20134
2771,1.27998
2772,1.29377
2773,1.32088
2774,1.30821
2775,1.2152
2776,1.20026
2777,1.20499
2778,1.15869
2779,1.21902
2780,1.32832
2781,1.32899
2782,1.30693
2783,1.35567
2784,1.43969
2785,1.42661
2786,1.40527
2787,1.40298
2788,1.38575
2789,1.33374
2790,1.34007
2791,1.392
2792,1.42087
2793,1.421
2794,1.46187
2795,1.49159
2796,1.43938
2797,1.44002
2798,1.47649
2799,1.46995
2800,1.46671
2801,1.45904
2802,1.52341
2803,1.57542
2804,1.59893
2805,1.57441
2806,1.47034
2807,1.41951
2808,1.45231
2809,1.41222
2810,1.32353
2811,1.34114
2812,1.40064
2813,1.39385
2814,1.36113
2815,1.42814
2816,1.47649
2817,1.45321
2818,1.39211
2819,1.32656
2820,1.20993
2821,1.13601
2822,1.11056
2823,1.09425
2824,1.09041
2825,1.05435
2826,0.974137
2827,0.892034
2828,0.840129
2829,0.769518
2830,0.765863
2831,0.863405
2832,0.833762
2833,0.689058
2834,0.498523
2835,0.534011
2836,0.426064
2837,0.492798
2838,0.39219
2839,0.313292
2840,0.278953
2841,0.236887
2842,0.234178
2843,0.250965
2844,0.163372
2845,0.153658
2846,0.172062
2847,0.188507
2848,0.140947
2849,0.118344
2850,0.150743
2851,0.120375
2852,0.0959471
2853,0.0888258
2854,0.094606
2855,0.0812382
2856,0.000612438
2857,-0.0432372
2858,-0.0683874
2859,-0.019978
2860,-0.00382811
2861,0.0122145
2862,-0.0536025
2863,-0.114457
2864,-0.0694573
2865,-0.0853896
2866,-0.126772
2867,-0.115407
2868,-0.180739
2869,-0.22624
2870,-0.186992
2871,-0.274472
2872,-0.31106
2873,-0.321028
2874,-0.313984
2875,-0.300388
2876,-0.340153
2877,-0.355658
2878,-0.35117
2879,-0.396052
2880,-0.524417
2881,-0.575686
2882,-0.609437
2883,-0.624512
2884,-0.675555
2885,-0.692794
2886,-0.710419
2887,-0.663333
2888,-0.665204
2889,-0.678651
2890,-0.722755
2891,-0.718001
2892,-0.710957
2893,-0.693248
2894,-0.734268
2895,-0.738162
2896,-0.701986
2897,-0.710948
2898,-0.764455
2899,-0.790404
2900,-0.777492
2901,-0.766364
2902,-0.807735
2903,-0.833648
2904,-0.802071
2905,-0.736926
2906,-0.763243
2907,-0.743376
2908,-0.747095
2909,-0.718592
2910,-0.691445
2911,-0.593612
2912,-0.572115
2913,-0.579119
2914,-0.548844
2915,-0.485118
2916,-0.470963
2917,-0.449972
2918,-0.378931
2919,-0.389534
2920,-0.363722
2921,-0.292888
2922,-0.246128
2923,-0.181895
2924,-0.143071
2925,-0.126761
2926,-0.0584304
2927,-0.000782311
2928,0.0152573
2929,0.0749499
2930,0.0808209
2931,0.0902057
2932,0.203843
2933,0.243329
2934,0.28569
2935,0.310071
2936,0.382076
2937,0.46715
2938,0.494853
2939,0.565484
2940,0.596371
2941,0.679666
2942,0.726698
2943,0.790624
2944,0.858052
2945,0.889826
2946,0.948089
2947,0.983179
2948,1.04417
2949,1.02204
2950,1.05965
2951,1.06889
2952,1.10809
2953,1.1503
2954,1.19998
2955,1.24915
2956,1.26809
2957,1.2541
2958,1.30495
2959,1.3569
2960,1.4157
2961,1.45643
2962,1.52064
2963,1.54074
2964,1.53809
2965,1.56082
2966,1.5771
2967,1.6175
2968,1.64225
2969,1.67408
2970,1.70175
2971,1.74174
2972,1.7717
2973,1.77817
2974,1.79627
2975,1.84928
2976,1.90535
2977,1.95449
2978,1.98511
2979,1.96364
2980,2.02808
2981,2.10145
2982,2.17744
2983,2.22819
2984,2.26988
2985,2.36321
2986,2.39322
2987,2.36911
2988,2.38686
2989,2.47477
2990,2.53504
2991,2.56964
2992,2.55407
2993,2.57803
2994,2.60487
2995,2.62585
2996,2.6658
2997,2.71881
2998,2.76698
2999,2.78732
3000,2.78657
3001,2.79792
3002,2.80406
3003,2.84989
3004,2.85141
3005,2.85608
3006,2.89194
3007,2.94364
3008,2.92528
3009,2.9341
3010,2.93461
3011,2.86832
3012,2.86652
3013,2.92973
3014,2.92395
3015,2.92513
3016,2.96157
3017,2.9137
3018,2.8827
3019,2.95372
3020,2.95627
3021,2.97474
3022,2.96645
3023,2.98819
3024,3.00183
3025,3.0097
3026,3.00964
3027,3.02368
3028,3.0412
3029,3.01436
3030,3.01677
3031,3.0166
3032,2.98612
3033,3.02163
3034,2.97937
3035,2.94592
3036,2.91155
3037,2.8347
3038,2.87216
3039,2.86344
3040,2.84458
3041,2.82181
3042,2.80211
3043,2.78081
3044,2.76158
3045,2.78086
3046,2.75272
3047,2.73848
3048,2.71354
3049,2.74846
3050,2.74591
3051,2.74868
3052,2.75231
3053,2.7041
3054,2.67392
3055,2.65317
3056,2.65082
3057,2.67587
3058,2.65105
3059,2.58987
3060,2.52091
3061,2.50696
3062,2.50082
3063,2.50194
3064,2.4838
3065,2.45786
3066,2.43367
3067,2.40569
3068,2.38917
3069,2.3762
3070,2.36354
3071,2.34071
3072,2.27868
3073,2.25927
3074,2.22025
3075,2.20036
3076,2.22014
3077,2.16294
3078,2.12627
3079,2.12274
3080,2.0611
3081,2.02146
3082,1.98764
3083,1.90838
3084,1.86976
3085,1.82544
3086,1.77703
3087,1.74277
3088,1.69781
3089,1.65399
3090,1.63841
3091,1.56279
3092,1.5148
3093,1.46759
3094,1.42238
3095,1.34932
3096,1.28955
3097,1.21932
3098,1.14852
3099,1.08606
3100,1.02357
3101,0.973839
3102,0.929643
3103,0.868121
3104,0.868796
3105,0.784102
3106,0.750539
3107,0.662464
3108,0.615859
3109,0.606051
3110,0.569327
3111,0.553264
3112,0.512113
3113,0.466433
3114,0.456369
3115,0.373079
3116,0.358151
3117,0.322117
3118,0.304763
3119,0.186843
3120,0.190631
3121,0.128621
3122,0.119355
3123,0.0585675
3124,-0.0411421
3125,-0.0415176
3126,-0.147228
3127,-0.142758
3128,-0.24139
3129,-0.234918
3130,-0.315519
3131,-0.331479
3132,-0.381158
3133,-0.362077
3134,-0.415802
3135,-0.423433
3136,-0.482579
3137,-0.498489
3138,-0.480558
3139,-0.553206
3140,-0.63401
3141,-0.691637
3142,-0.630309
3143,-0.742808
3144,-0.867301
3145,-0.945348
3146,-0.930412
3147,-1.02926
3148,-1.16526
3149,-1.21674
3150,-1.2876
3151,-1.31041
3152,-1.4065
3153,-1.41959
3154,-1.49024
3155,-1.5787
3156,-1.61135
3157,-1.66335
3158,-1.68947
3159,-1.70887
3160,-1.77371
3161,-1.88533
3162,-1.89883
3163,-1.93901
3164,-2.01764
3165,-1.97836
3166,-2.02442
3167,-2.09998
3168,-2.14847
3169,-2.22155
3170,-2.23218
3171,-2.18572
3172,-2.22316
3173,-2.27597
3174,-2.25271
3175,-2.24315
3176,-2.33086
3177,-2.32689
3178,-2.27022
3179,-2.28561
3180,-2.32972
3181,-2.33019
3182,-2.31861
3183,-2.32998
3184,-2.36392
3185,-2.45811
3186,-2.47823
3187,-2.35686
3188,-2.28333
3189,-2.39455
3190,-2.51771
3191,-2.50871
3192,-2.41821
3193,-2.44651
3194,-2.51317
3195,-2.52176
3196,-2.51187
3197,-2.47217
3198,-2.41618
3199,-2.39724
3200,-2.39774
3201,-2.46053
3202,-2.50334
3203,-2.50849
3204,-2.57285
3205,-2.57242
3206,-2.59366
3207,-2.56697
3208,-2.50905
3209,-2.55344
3210,-2.55743
3211,-2.55475
3212,-2.59038
3213,-2.63242
3214,-2.69856
3215,-2.6699
3216,-2.73955
3217,-2.70306
3218,-2.78711
3219,-2.70573
3220,-2.76371
3221,-2.86386
3222,-2.84936
3223,-2.86059
3224,-2.83904
3225,-2.94947
3226,-2.86912
3227,-2.90704
3228,-2.86068
3229,-2.94209
3230,-2.90905
3231,-2.91388
3232,-2.89127
3233,-2.94869
3234,-2.92289
3235,-2.90184
3236,-2.86175
3237,-2.89906
3238,-2.99705
3239,-2.98409
3240,-2.95463
3241,-2.99644
3242,-3.16577
3243,-3.082
3244,-3.00578
3245,-2.97573
3246,-3.00706
3247,-2.922
3248,-2.79482
3249,-2.81236
3250,-2.82845
3251,-2.87223
3252,-2.8119
3253,-2.78124
3254,-2.77924
3255,-2.71789
3256,-2.7258
3257,-2.70276
3258,-2.70751
3259,-2.69076
3260,-2.63531
3261,-2.59093
3262,-2.6202
3263,-2.58819
3264,-2.52717
3265,-2.63199
3266,-2.61413
3267,-2.55908
3268,-2.51258
3269,-2.47062
3270,-2.43934
3271,-2.5376
3272,-2.55985
3273,-2.58109
3274,-2.54998
3275,-2.5725
3276,-2.59259
3277,-2.64267
3278,-2.6762
3279,-2.69071
3280,-2.66784
3281,-2.63664
3282,-2.74249
3283,-2.7982
3284,-2.79252
3285,-2.72075
3286,-2.68613
3287,-2.79006
3288,-2.85964
3289,-2.80991
3290,-2.71306
3291,-2.72876
3292,-2.85807
3293,-2.82548
3294,-2.80336
3295,-2.78976
3296,-2.75977
3297,-2.91274
3298,-2.92043
3299,-2.89588
3300,-2.87583
3301,-2.79168
3302,-2.88441
3303,-2.79629
3304,-2.73559
3305,-2.68594
3306,-2.71635
3307,-2.82996
3308,-2.7261
3309,-2.73024
3310,-2.6678
3311,-2.70845
3312,-2.60099
3313,-2.544
3314,-2.49884
3315,-2.48022
3316,-2.49625
3317,-2.39582
3318,-2.3152
3319,-2.31311
3320,-2.21811
3321,-2.113
3322,-2.09842
3323,-2.09903
3324,-2.05248
3325,-1.99518
3326,-2.01813
3327,-2.02192
3328,-2.0149
3329,-1.95891
3330,-1.93872
3331,-1.94526
3332,-1.92112
3333,-1.90963
3334,-1.89005
3335,-1.88321
3336,-1.8906
3337,-1.84243
3338,-1.80485
3339,-1.76307
3340,-1.7202
3341,-1.65783
3342,-1.57032
3343,-1.53002
3344,-1.49241
3345,-1.49707
3346,-1.47687
3347,-1.49499
3348,-1.4686
3349,-1.39882
3350,-1.29622
3351,-1.20985
3352,-1.21491
3353,-1.22395
3354,-1.19847
3355,-1.18457
3356,-1.15573
3357,-1.15649
3358,-1.17168
3359,-1.172
3360,-1.15163
3361,-1.10706
3362,-1.06672
3363,-1.08661
3364,-1.07736
3365,-1.01448
3366,-0.972241
3367,-0.9684
3368,-0.968601
3369,-0.936662
3370,-0.970162
3371,-0.938614
3372,-0.893517
3373,-0.806335
3374,-0.848418
3375,-0.83853
3376,-0.767244
3377,-0.691655
3378,-0.68239
3379,-0.661343
3380,-0.622994
3381,-0.637719
3382,-0.556472
3383,-0.505993
3384,-0.477104
