,Particulates_num,Total_Mortality_num,Respiratory_Mortality_num,Cardiovascular_Mortality_num,Temperature_num,Relative_Humidity_num,Carbon_Monoxide_num,Sulfur_Dioxideglm.LAshumway_num,Nitrogen_Dioxide_num,Hydrocarbons_num,Ozone_num
298,66.09,154.39,6.65,82.26,71.35,64.97,11.26,3.65,16.45,68.24,7.97
299,66.65,164.7,8.55,86.75,76.99,40.38,13.05,3.64,13.51,63.84,6.14
300,87.02,166.52,7.41,90.11,72.96,33.0,12.92,3.18,12.66,64.89,4.61
301,70.08,175.49,6.87,94.86,66.78,44.95,9.77,2.3,9.95,49.29,3.06
302,75.04,171.88,7.68,89.68,74.69,51.99,14.1,4.12,18.27,75.46,4.8
303,57.53,168.32,8.05,90.16,64.15,60.0,9.17,2.75,10.8,52.22,3.16
304,86.54,165.42,8.17,85.73,67.28,55.77,16.03,4.6,20.09,82.45,3.11
305,74.91,168.64,7.73,96.82,70.73,57.38,12.35,3.13,18.25,69.2,4.15
306,65.11,177.58,8.34,100.37,63.84,28.37,9.87,2.48,8.85,54.29,2.93
307,77.79,164.4,8.56,93.43,68.01,51.63,13.86,3.62,14.27,69.89,4.09
308,68.15,174.62,7.14,94.12,84.19,26.27,14.4,3.5,15.38,72.15,6.31
309,56.86,163.68,8.63,89.26,71.08,52.3,9.67,2.76,11.24,59.63,4.29
310,72.82,168.91,10.98,91.81,81.45,32.82,14.67,4.33,21.81,85.14,9.42
311,28.88,179.13,10.1,97.4,56.52,85.34,4.61,1.2,4.56,30.09,2.19
312,46.97,186.97,12.12,102.71,66.95,69.22,8.59,1.9,11.07,60.61,4.87
313,46.06,188.15,15.43,101.94,68.92,45.72,7.8,1.74,9.2,52.28,4.8
314,45.68,189.07,16.03,97.4,68.9,63.16,7.69,2.81,13.77,61.55,7.22
315,34.93,184.0,17.92,96.12,58.7,51.27,5.55,1.4,6.08,41.78,3.12
316,42.69,195.92,18.92,105.45,68.56,55.55,7.4,2.91,11.11,63.09,7.36
317,49.61,178.37,15.23,94.34,77.03,42.69,8.3,3.77,14.19,63.64,9.18
318,34.81,168.54,10.19,92.51,74.53,44.92,6.15,1.86,10.2,52.55,7.28
319,32.69,165.12,9.08,88.47,65.47,57.36,5.37,1.78,8.3,39.41,5.15
320,37.25,164.35,10.66,85.47,63.42,70.38,4.86,1.39,5.75,47.16,4.97
321,30.87,160.86,8.48,85.7,65.54,51.39,4.96,1.51,7.87,45.1,7.11
322,33.85,161.64,7.44,84.48,72.34,64.03,4.84,1.52,9.13,43.74,8.82
323,37.26,159.26,6.26,85.63,75.18,55.41,5.14,2.89,10.23,46.0,10.61
324,30.77,164.9,7.89,79.67,69.01,74.9,3.99,1.54,6.71,32.47,6.92
325,41.64,160.81,8.85,80.78,81.77,63.76,5.87,3.55,14.37,45.1,18.47
326,24.47,150.33,7.03,74.58,72.28,63.13,3.63,1.19,5.87,28.48,9.39
327,27.11,151.81,7.27,76.32,71.28,72.67,3.52,1.74,7.7,30.06,9.43
328,26.35,154.18,5.96,80.37,75.07,67.26,4.66,1.57,8.13,37.22,10.95
329,31.02,163.56,7.45,83.3,75.16,64.81,4.86,1.63,8.66,42.11,8.73
330,31.12,149.54,5.95,82.98,81.58,59.35,4.86,2.29,10.46,34.75,11.27
331,51.07,175.88,6.92,91.34,97.05,33.81,7.93,3.61,15.91,67.19,18.24
332,31.41,151.16,7.03,78.57,82.14,60.01,4.06,2.35,8.42,40.67,14.28
333,38.8,153.64,10.09,76.68,86.48,59.84,5.54,3.1,10.84,41.6,14.69
334,20.25,145.3,5.57,76.47,76.96,72.77,2.91,1.27,4.14,21.57,9.33
335,39.55,146.82,8.24,73.66,82.26,68.98,5.43,3.02,10.16,37.66,14.92
336,24.78,150.42,6.79,78.61,79.43,66.32,3.75,1.95,5.69,29.59,8.17
337,34.29,162.39,6.29,83.4,81.49,58.01,5.45,2.16,8.74,51.23,10.95
338,28.97,147.69,7.51,71.96,79.63,63.03,5.11,2.04,8.81,40.08,8.94
339,23.49,151.92,6.19,77.17,79.22,63.33,4.4,1.69,5.73,29.91,4.4
340,43.61,151.36,7.35,72.38,89.34,53.64,7.67,3.61,16.56,56.34,18.88
341,35.53,151.43,5.58,79.52,88.24,61.57,5.69,2.85,11.76,40.64,13.56
342,37.07,145.1,7.11,72.05,80.14,75.36,6.78,1.68,10.58,45.12,9.77
343,26.8,150.27,6.67,75.86,73.39,75.75,4.72,1.73,6.81,32.51,8.5
344,32.85,149.89,7.38,74.32,76.39,73.54,5.14,1.56,8.9,37.76,8.86
345,32.26,149.21,7.18,77.7,76.47,71.98,5.01,1.49,7.11,37.28,6.92
346,62.64,158.68,7.6,82.99,91.3,44.29,10.36,2.92,19.58,61.94,15.77
347,46.12,155.55,8.07,77.79,77.99,71.01,6.65,2.43,13.75,50.61,14.8
348,39.81,157.56,7.06,77.42,76.1,69.45,6.31,1.45,8.64,45.14,5.92
349,58.6,163.01,6.41,85.55,78.61,41.76,10.15,2.75,12.74,62.75,8.58
350,62.88,165.42,7.22,85.33,92.59,27.5,14.91,3.0,20.62,70.8,11.69
351,55.21,154.37,6.51,82.16,68.47,69.72,8.7,2.51,10.94,49.88,6.29
352,70.06,165.36,7.0,83.74,81.56,56.38,14.29,3.6,21.4,80.25,9.6
353,68.84,158.11,4.89,84.4,67.83,48.89,10.36,2.78,12.05,61.56,5.71
354,72.52,171.5,8.7,90.32,76.99,32.71,13.92,3.0,13.14,68.67,4.64
355,76.28,151.17,8.03,82.74,73.07,38.49,14.02,3.13,13.11,70.27,3.97
356,70.51,179.57,8.51,91.5,74.46,41.24,13.48,2.91,14.71,70.53,4.07
357,82.92,170.27,6.24,96.23,70.52,33.29,12.89,2.72,12.75,70.47,4.42
358,59.98,180.36,10.27,92.9,61.91,74.95,9.29,2.42,8.62,56.16,3.07
359,49.06,170.08,9.83,92.3,57.1,68.84,7.3,1.67,6.69,44.28,2.8
360,73.6,176.07,9.37,91.76,71.27,47.15,12.41,2.81,12.75,66.23,3.99
361,66.53,175.2,8.12,92.34,71.62,52.57,10.19,3.52,13.93,64.37,3.53
362,58.9,153.26,5.95,78.91,67.98,63.86,8.98,2.63,13.35,63.33,3.12
363,73.23,165.64,6.19,88.06,71.32,50.28,11.19,3.33,14.76,70.92,6.05
364,63.09,167.45,6.63,81.91,79.33,39.99,11.16,3.73,17.97,75.52,7.52
365,59.88,159.84,7.66,79.68,77.07,57.1,10.06,4.07,20.69,71.71,9.94
366,38.2,150.49,6.26,83.2,64.14,53.37,5.25,1.07,7.15,46.38,4.13
367,50.47,167.17,7.22,84.05,70.01,30.98,7.39,1.85,11.14,51.79,4.66
368,42.62,171.05,9.85,85.8,67.66,41.44,6.24,2.12,9.82,53.14,4.74
369,43.78,167.78,10.27,84.39,64.96,60.04,6.11,2.03,9.74,47.72,5.15
370,32.37,172.29,10.48,91.74,64.32,65.73,4.61,1.6,7.89,37.04,5.1
371,38.38,169.41,8.03,90.65,64.39,59.59,5.49,1.69,8.02,44.82,5.38
372,38.56,170.27,9.92,89.67,72.46,62.28,5.12,2.77,11.01,49.18,9.34
373,29.4,166.33,7.55,86.24,69.26,75.36,3.7,2.43,7.82,32.94,8.3
374,42.67,167.33,7.69,91.46,79.96,40.68,6.82,3.78,14.21,55.36,10.74
375,26.34,164.23,8.43,83.3,72.32,66.27,3.36,2.33,6.77,34.34,5.82
376,25.97,159.39,8.57,83.05,65.33,60.65,3.61,1.46,6.32,37.21,4.98
377,25.43,149.3,8.05,74.14,63.72,73.45,3.84,1.26,5.73,36.31,3.41
378,31.87,168.18,9.28,90.12,72.99,59.07,4.21,2.43,8.54,39.29,7.41
379,24.29,157.23,8.24,83.84,70.59,71.24,3.77,1.92,6.53,36.0,7.78
380,39.16,161.63,7.2,79.94,82.12,68.53,4.63,4.19,12.52,41.71,16.27
381,25.12,155.91,7.41,74.65,71.94,73.74,3.3,1.69,5.82,28.34,6.55
382,29.09,157.76,6.9,77.89,77.99,57.97,4.04,2.21,9.46,37.05,9.74
383,44.28,152.9,6.72,78.06,79.02,67.17,3.81,3.24,9.92,33.94,12.99
384,30.82,151.85,6.54,74.96,83.07,59.19,3.91,2.75,9.86,42.15,8.42
385,35.48,150.46,7.67,77.9,81.49,61.76,4.25,3.03,11.05,40.85,11.43
386,32.0,150.34,5.98,73.65,82.91,61.0,3.79,3.18,9.66,37.84,9.99
387,42.21,159.82,8.72,79.32,87.11,61.44,4.66,3.13,13.09,43.8,12.71
388,50.72,163.78,4.24,82.91,92.02,48.71,6.78,3.56,15.88,62.74,16.25
389,35.68,157.61,6.39,79.48,85.54,65.74,4.18,2.78,9.82,42.47,11.25
390,42.33,151.77,5.54,73.21,84.15,57.76,5.39,3.27,12.53,48.16,12.85
391,38.64,157.36,7.23,76.46,82.93,72.21,5.74,2.76,10.86,49.94,9.76
392,31.34,158.49,7.73,73.76,81.01,68.56,4.1,2.27,8.9,38.29,11.46
393,35.67,151.92,8.6,68.11,82.98,66.39,4.89,2.18,9.87,44.95,11.93
394,46.25,156.32,7.57,76.53,86.47,57.5,6.11,3.48,14.49,51.84,10.86
395,28.99,144.07,7.17,68.46,73.07,70.07,4.54,1.36,4.98,40.32,5.82
396,40.95,150.65,7.62,72.84,78.81,62.12,5.64,2.29,11.4,48.14,7.36
397,43.52,164.04,8.13,79.92,78.61,69.58,6.85,2.35,10.99,53.57,11.32
398,55.96,148.77,6.34,73.26,83.8,53.13,8.85,2.92,14.21,63.22,9.76
399,62.68,163.03,5.37,79.55,80.63,67.63,7.74,3.24,16.16,60.94,14.23
400,55.11,157.31,6.56,77.02,75.79,72.78,8.04,2.24,12.22,58.45,8.74
401,58.2,156.87,6.71,78.39,76.87,62.71,10.01,2.94,13.53,61.0,8.23
402,46.54,157.8,5.83,81.86,75.78,53.86,8.65,1.91,10.69,52.43,5.42
403,70.18,166.0,9.35,88.2,78.31,39.18,12.47,3.14,17.9,77.37,5.97
404,63.47,149.27,6.94,75.69,70.57,57.97,10.97,2.94,17.31,65.31,6.88
405,54.2,165.07,9.03,88.85,83.35,36.8,10.48,2.19,13.18,67.2,5.01
406,79.33,162.01,8.01,82.52,79.17,45.99,14.92,4.51,25.18,91.47,8.06
407,84.63,170.25,6.56,87.44,69.94,72.53,13.49,4.16,23.56,82.66,7.89
408,61.3,167.9,10.53,82.91,66.75,61.68,10.22,2.87,14.49,63.16,3.59
409,45.23,177.24,9.08,92.84,66.62,65.19,6.3,1.12,5.89,42.45,1.14
410,49.39,176.87,10.51,91.85,62.94,85.57,8.14,1.67,8.55,56.25,2.01
411,55.44,176.61,11.44,89.82,64.65,77.63,9.58,1.29,9.39,52.73,2.44
412,52.89,181.55,13.02,96.84,63.45,77.22,8.65,1.54,10.22,54.36,1.88
413,49.81,193.6,14.02,99.56,63.91,69.38,8.19,1.76,8.52,51.66,3.5
414,70.13,198.44,14.87,105.1,69.26,48.73,11.06,3.03,16.4,73.48,3.55
415,51.2,178.52,12.3,95.7,68.55,69.86,8.57,2.29,12.5,53.7,3.81
416,33.42,181.61,15.11,93.46,59.6,76.34,5.77,1.17,5.25,36.86,1.98
417,51.38,184.95,11.18,99.27,68.71,43.98,7.66,1.75,10.11,54.99,4.58
418,44.75,174.39,10.56,90.39,68.35,68.6,7.32,2.36,11.85,56.95,5.71
419,29.73,169.18,9.97,85.85,63.91,86.95,4.99,1.12,6.49,38.69,2.86
420,40.61,171.12,11.23,86.69,64.59,71.66,6.03,1.86,10.26,51.05,4.59
421,38.54,170.99,10.09,92.94,78.16,45.29,6.54,2.0,10.05,50.95,3.75
422,33.52,169.71,8.75,86.63,71.89,70.56,5.82,2.22,10.53,53.65,7.26
423,27.99,167.25,8.71,89.78,68.35,67.38,4.22,1.84,6.82,38.61,4.39
424,33.03,161.64,9.6,83.22,65.57,64.31,4.94,2.09,8.56,47.33,5.99
425,28.45,163.33,10.37,86.04,65.92,74.01,3.56,1.91,7.39,36.43,4.9
426,34.62,168.26,10.16,81.53,71.91,53.49,4.97,2.51,8.78,50.64,7.68
427,28.5,161.16,9.72,77.46,68.16,73.48,3.89,2.09,7.7,36.3,5.72
428,36.68,154.05,10.42,76.63,73.9,56.5,4.47,2.1,8.4,38.29,8.38
429,38.51,163.29,10.75,82.09,83.73,50.38,5.26,3.28,11.59,46.61,12.02
430,36.46,160.81,9.61,81.22,79.38,48.52,4.39,2.53,10.06,40.91,9.74
431,31.67,149.2,8.2,70.96,78.17,53.79,4.39,2.38,8.64,48.33,9.96
432,29.37,158.78,7.84,80.17,77.3,63.91,3.65,1.79,7.36,34.88,9.61
433,45.1,152.75,9.2,78.48,83.43,65.67,4.48,2.69,10.67,38.23,20.18
434,37.34,157.02,7.97,76.8,83.93,47.45,4.84,2.21,11.99,46.65,13.16
435,40.83,160.29,6.39,77.63,87.74,48.85,5.1,2.64,12.59,53.37,17.38
436,26.23,151.69,6.53,74.31,77.66,62.53,3.28,1.85,6.25,38.7,7.84
437,41.39,155.77,8.33,76.3,80.67,64.39,3.88,2.07,8.41,39.01,13.42
438,54.79,171.71,10.67,85.97,91.38,50.69,5.49,3.34,13.82,51.37,19.12
439,48.53,157.03,7.29,73.07,83.42,65.48,5.03,2.83,13.79,41.3,15.02
440,49.52,156.56,6.51,76.29,86.22,61.17,4.84,2.43,11.91,41.48,15.2
441,48.24,161.92,8.08,75.21,86.73,67.62,4.15,2.44,10.83,36.39,16.01
442,38.98,167.6,8.02,79.18,83.13,69.79,3.56,1.42,7.93,30.67,10.36
443,48.3,155.98,7.08,78.25,82.4,60.31,4.69,2.47,11.37,39.84,12.47
444,50.38,158.16,6.16,77.24,81.07,60.97,5.21,2.09,10.27,44.72,11.27
445,46.98,165.98,7.02,81.55,86.72,64.89,4.51,2.99,11.69,42.99,17.37
446,37.37,158.66,6.83,75.46,79.65,65.77,4.99,1.58,7.14,42.99,6.87
447,33.96,157.21,6.08,76.86,73.96,71.78,3.88,1.52,6.19,32.15,6.8
448,42.0,179.42,9.71,88.43,97.15,17.65,8.84,1.78,13.57,63.71,12.77
449,83.31,181.7,9.62,92.93,91.51,57.99,8.61,3.19,20.63,60.13,20.25
450,56.31,155.9,8.13,77.65,80.58,74.72,5.52,1.76,15.91,39.92,15.42
451,80.37,163.47,7.4,78.74,86.14,63.22,10.58,3.22,22.8,70.17,15.58
452,44.22,152.63,6.33,73.63,77.45,63.99,7.0,1.66,9.94,49.35,6.25
453,56.81,168.78,8.24,82.11,74.57,72.09,7.42,2.26,12.07,50.88,10.5
454,65.55,166.0,9.53,80.81,77.18,57.55,11.23,2.43,15.79,67.91,7.27
455,54.19,165.25,6.38,84.34,65.59,75.08,7.58,1.86,11.31,46.97,6.46
456,59.0,176.79,10.06,83.48,67.1,61.18,11.33,2.39,12.53,66.6,4.7
457,34.21,163.69,9.92,76.4,62.08,72.12,6.25,1.25,4.62,43.54,3.14
458,70.47,177.44,8.31,92.77,67.25,58.63,12.28,2.53,15.02,73.46,4.91
459,45.77,173.5,10.63,88.09,61.28,23.14,8.23,1.74,6.4,41.07,2.76
460,58.69,182.44,11.22,96.2,68.06,59.64,12.34,2.36,14.45,68.02,3.02
461,68.59,197.87,14.78,100.28,61.26,65.75,11.95,3.13,15.04,68.04,3.12
462,69.01,196.86,12.68,107.58,62.92,59.25,10.19,2.39,14.84,68.64,3.93
463,41.98,181.13,9.72,93.73,64.12,53.17,8.85,1.89,9.29,52.98,2.12
464,57.91,182.41,11.95,87.33,62.73,69.4,7.62,1.59,9.82,51.09,2.55
465,40.87,171.37,9.35,88.11,60.33,67.82,8.52,1.42,9.42,55.17,2.39
466,49.12,177.01,6.8,88.07,58.26,47.75,7.85,1.65,9.54,55.38,3.09
467,36.65,185.62,9.13,100.81,56.32,59.86,5.12,1.12,5.8,37.64,2.48
468,97.94,179.49,7.8,95.52,70.43,55.84,12.87,4.03,21.87,81.05,6.22
469,40.38,176.45,9.37,91.14,61.93,68.89,6.76,1.53,9.02,58.27,4.18
470,41.46,173.84,8.02,85.67,62.81,66.16,5.89,1.41,8.27,44.39,3.63
471,52.88,171.04,11.12,88.24,66.1,53.47,6.69,1.48,7.81,52.31,4.55
472,66.78,174.41,8.85,88.61,76.3,55.61,7.13,2.31,13.79,53.89,8.86
473,33.82,169.34,8.83,85.64,58.65,73.32,4.22,1.24,5.11,40.28,1.92
474,36.4,164.71,9.76,87.29,64.99,64.57,4.96,1.38,8.17,44.64,5.02
475,35.32,166.29,7.42,83.92,66.89,62.67,4.23,1.33,6.94,36.97,4.97
476,41.24,175.5,10.14,89.15,72.41,52.81,4.27,1.42,9.7,40.21,7.33
477,37.87,172.16,9.03,87.61,72.35,58.56,4.88,1.56,9.87,39.82,9.48
478,45.54,160.43,5.61,81.99,71.47,49.32,4.83,1.93,10.43,37.61,8.26
479,37.26,166.86,10.01,84.86,74.14,55.92,4.23,1.51,8.79,39.38,8.0
480,35.95,159.47,8.78,81.17,65.76,70.69,3.08,1.16,6.04,26.54,7.15
481,42.48,180.94,10.11,87.33,83.13,31.77,4.91,1.39,9.96,43.69,9.87
482,42.84,163.95,8.6,86.4,73.7,63.7,3.17,1.62,7.01,29.71,9.99
483,34.24,183.78,9.37,85.9,76.09,63.15,3.75,1.29,6.74,29.64,11.08
484,37.36,157.19,7.15,79.01,69.63,71.75,2.8,0.86,4.7,26.37,8.57
485,39.51,169.09,6.19,83.49,86.79,46.87,4.83,1.59,8.6,37.24,10.44
486,54.25,172.14,7.46,87.88,86.49,40.22,4.32,1.9,11.0,40.93,11.58
487,37.89,148.09,7.56,74.94,78.49,62.13,3.63,1.6,6.57,36.61,11.14
488,48.03,162.09,6.36,80.32,84.7,52.19,4.97,2.01,12.54,40.94,14.35
489,43.51,156.14,7.82,81.75,80.75,54.63,3.82,1.79,8.74,37.85,10.68
490,48.69,162.77,9.79,78.68,84.53,59.33,4.12,1.9,10.03,37.87,14.81
491,54.48,145.33,8.41,74.62,85.34,60.15,4.47,2.08,10.68,38.63,13.63
492,49.22,160.65,7.08,74.16,83.88,60.48,4.02,2.28,11.73,35.99,14.83
493,50.34,145.32,7.31,71.5,84.91,59.07,4.26,2.23,10.8,36.52,13.87
494,55.97,154.78,8.99,75.89,84.63,56.69,4.94,2.31,10.7,41.57,10.55
495,35.5,158.39,8.53,74.89,78.23,69.98,2.52,1.5,5.72,27.64,10.29
496,62.81,157.51,7.26,77.36,86.6,52.19,6.06,2.31,13.8,50.18,15.28
497,38.61,154.15,7.09,73.63,79.98,66.02,3.5,1.65,7.16,34.71,10.6
498,63.6,168.09,8.62,81.17,90.93,56.73,5.8,2.55,14.34,56.15,22.05
499,57.53,171.03,6.48,83.91,93.43,43.01,8.37,2.83,17.78,60.13,19.86
500,54.97,173.38,10.94,82.36,90.16,52.16,6.6,2.05,15.1,53.72,16.38
501,47.22,154.42,8.25,79.74,80.38,57.31,4.34,1.57,9.73,40.01,6.99
502,69.14,149.22,7.88,73.46,82.37,58.77,7.75,2.28,14.4,53.77,11.89
503,42.17,160.56,9.88,79.03,75.35,70.03,4.74,1.72,9.1,41.22,7.51
504,45.59,152.43,7.96,76.56,72.29,66.89,5.76,1.49,9.27,43.78,5.38
505,70.72,165.14,8.69,78.52,75.68,56.15,8.45,1.89,14.99,54.61,9.02
506,57.58,168.43,8.79,89.43,73.33,45.73,8.24,1.63,11.66,52.93,5.62
507,62.61,171.34,10.11,85.49,70.52,60.67,8.01,1.58,11.95,54.36,5.76
