,binaryClass_cat,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num
441,P,-0.280636,-1.689427,-0.475782,1.414062,-1.451727
442,P,-0.956954,-0.571375,-0.862995,0.851491,-0.498914
443,P,0.325903,-0.79392,-0.568688,-1.274816,-0.461457
444,N,1.135336,1.162921,-1.126151,-1.204795,-1.487682
445,P,-0.652738,0.47127,-1.536424,-1.238848,0.571095
446,N,-1.030903,1.253841,-1.487327,1.246072,-1.335265
447,N,1.554498,-1.148306,0.439039,0.988678,-0.043728
448,N,-0.115563,0.770619,-0.825714,1.358815,-0.513871
449,P,0.119108,0.08261,-0.708453,-1.567082,1.769685
450,N,-0.863398,0.135808,-0.018472,1.6305,-0.628444
451,N,-1.190772,-1.071163,-1.203889,0.533646,1.516493
452,P,-1.580975,0.423343,-1.29212,-1.357543,1.315018
453,N,0.311414,0.297927,-1.187524,1.283563,-1.670056
454,N,0.209386,1.591557,1.199067,0.233864,0.466359
455,N,0.171906,-1.123676,-1.097155,1.504155,0.971271
456,P,-1.332173,-0.876832,-0.770699,-0.609604,-0.718842
457,P,0.593959,-0.25952,-0.378079,-1.263145,1.51677
458,P,-1.287955,1.652712,-0.737816,-0.531386,-0.958116
459,N,-0.900046,0.811474,1.425556,-1.209722,1.646404
460,P,-1.180559,-0.889403,-0.659842,-0.879677,-1.128154
461,P,1.602751,0.067734,-0.001277,-1.238157,-1.691298
462,P,1.692414,0.77078,0.430838,-0.997714,-0.319457
463,P,-0.491207,0.896387,-0.847661,-0.315109,-1.579687
464,N,0.757175,1.051528,0.808018,0.362542,1.420344
465,P,-0.689101,-0.143724,-0.846307,-0.967762,-1.399644
466,N,-1.102507,0.920593,1.151699,0.330976,0.491599
467,N,1.00895,1.486095,-1.151709,0.329177,-0.696953
468,N,0.798523,-0.060292,0.378549,0.403759,-0.531096
469,P,-0.720202,-1.065551,-1.031189,-0.133994,-0.699642
470,P,-0.343388,-0.634621,-1.618597,-0.980489,0.954391
471,N,0.968737,1.692811,-0.548943,0.526342,0.424612
472,N,1.586511,-0.13722,-0.030083,1.508931,-0.707413
473,P,0.511946,-1.361242,-0.625953,1.068758,0.747786
474,P,-1.046275,0.52134,-0.748597,0.452515,-1.699262
475,N,0.520878,0.881298,0.045271,0.145327,0.8714
476,P,-0.194338,-1.198531,-0.86268,0.165583,0.177361
477,N,-0.623719,-0.734555,-1.536486,-0.091196,0.636557
478,P,-1.041907,-0.803234,1.045094,-1.655804,-1.150653
479,N,0.641537,1.337168,1.282637,0.566285,0.818637
480,N,-1.467484,-0.272183,1.711877,1.446505,-0.325094
481,N,0.04201,-0.819761,0.620314,1.000834,0.866088
482,P,0.125963,-1.225867,0.945248,-1.017218,0.979138
483,N,0.021059,-0.648197,-1.314694,1.166719,-1.609851
484,P,-1.258442,0.192901,1.586049,0.017498,1.243648
485,N,1.337139,-0.330466,1.28462,-0.313313,1.302598
486,N,0.969242,0.857364,0.58131,0.202227,-0.205745
487,N,0.465017,0.621793,1.450617,1.05363,-0.740516
488,N,1.318412,-0.503877,-1.489588,1.149523,0.085182
489,N,-0.077476,0.408479,-1.330514,-1.453271,-0.292316
490,N,1.17945,1.269848,-0.554151,0.447052,-1.437901
491,N,-0.908952,1.141717,-1.528604,1.111494,0.348554
492,N,0.447996,-1.088973,-1.187012,0.444736,-0.127634
493,P,-0.511929,0.742053,0.548091,-1.458156,1.740471
494,N,1.67229,0.441932,1.496726,-0.369877,-0.785027
495,N,1.458924,-0.992137,-1.072264,1.35416,0.551102
496,N,0.646801,0.031163,1.417565,-0.357885,-0.658756
497,P,-1.133759,-1.11292,0.720353,-1.360282,0.709794
498,N,-0.43194,-1.243429,-0.726308,1.65531,1.003383
499,P,-0.567507,-1.006898,-0.071796,0.49856,0.067947
