,col_6_num,col_1_cat,col_2_cat,col_3_num,col_4_num,col_5_num
495,91.0,DAL__NO,1,0.0,1.0,15.0
496,91.0,NYG__PHA,-1,0.0,1.0,15.0
497,91.0,HOU__PIT,1,0.0,1.0,15.0
498,91.0,WAS__PHX,-1,0.0,0.0,15.0
499,91.0,ATL__LAN,1,0.0,0.0,15.0
500,91.0,LAA__BUF,-1,0.0,1.0,15.0
501,91.0,DET__NYJ,1,0.0,1.0,15.0
502,91.0,MIN__TB,-1,1.0,0.0,15.0
503,91.0,MIA__CIN,1,2.0,1.0,15.0
504,91.0,CHI__TB,1,4.0,1.0,16.0
505,91.0,NYJ__NE,-1,0.0,1.0,16.0
506,91.0,PIT__CIN,1,0.0,1.0,16.0
507,91.0,PHA__DAL,-1,0.0,1.0,16.0
508,91.0,ATL__SEA,1,0.0,1.0,16.0
509,91.0,DET__GB,1,0.0,0.0,16.0
510,91.0,HOU__CLE,0,0.0,0.0,16.0
511,91.0,DEN__PHX,-1,0.0,1.0,16.0
512,91.0,MIN__LAN,-1,0.0,1.0,16.0
513,91.0,WAS__NYG,1,0.0,1.0,16.0
514,91.0,MIA__SD,-1,0.0,0.0,16.0
515,91.0,BUF__IND,1,1.0,0.0,16.0
516,91.0,HOU__NYG,-1,4.0,0.0,17.0
517,91.0,MIN__GB,-1,4.0,1.0,17.0
518,91.0,LAA__KC,-1,0.0,1.0,17.0
519,91.0,WAS__PHA,-1,0.0,0.0,17.0
520,91.0,DAL__ATL,1,0.0,1.0,17.0
521,91.0,PIT__CLE,1,0.0,1.0,17.0
522,91.0,MIA__NYJ,-1,0.0,1.0,17.0
523,91.0,BUF__DET,-1,0.0,1.0,17.0
524,91.0,DEN__SD,1,0.0,0.0,17.0
525,91.0,SEA__LAN,1,1.0,1.0,17.0
