,binaryClass_cat,oz1_num,oz2_num,oz3_num,oz4_num,oz5_num
440,P,0.080566,-1.657869,-1.185592,-0.722491,-0.400588
441,N,-0.933948,0.136248,0.264689,0.905417,1.319523
442,P,-0.148751,-0.560267,0.444142,-0.114903,0.264433
443,P,0.779123,-1.372862,0.823045,-1.601969,1.277075
444,N,0.280275,-0.639415,1.104702,0.261416,-0.317337
445,N,0.275361,1.130562,0.794869,0.921564,-0.347356
446,P,0.115581,-0.313447,1.467615,-0.289263,-1.497688
447,N,-1.039825,1.338311,0.475069,1.227021,0.52805
448,P,-1.719443,-0.484763,-1.119261,-1.42412,0.734001
449,N,0.838084,-0.017673,-1.161875,-0.657583,1.546475
450,P,0.611577,-1.536107,-1.581508,0.066697,-0.53714
451,N,-0.481001,0.721265,-1.49673,0.191643,-0.066723
452,N,0.633499,-0.300277,-1.432868,1.716233,-0.99368
453,P,0.325867,-0.911895,0.511587,-0.012422,-0.991963
454,P,1.603881,-1.187891,-1.183016,-0.901583,-0.866164
455,N,1.331377,0.195351,-1.513521,-0.105775,-0.924653
456,N,0.028937,-1.582975,0.141512,1.02654,1.557348
457,P,0.542285,1.208664,0.886593,-1.682952,-1.448058
458,N,1.058682,-1.176517,1.292689,0.398969,-0.496213
459,N,-0.524852,0.543007,1.3385,0.635364,0.665576
460,P,-1.175918,-0.08494,0.047283,-1.095813,-0.222196
461,N,0.598273,-0.011985,-0.834421,0.418971,0.545279
462,N,-1.468202,-0.109131,1.533178,1.569413,0.578577
463,N,-1.253533,-1.310208,1.094781,1.542885,0.696893
464,P,-0.197614,-1.222057,-0.898282,-0.664827,1.232153
465,N,0.856392,1.341791,-0.41047,1.369087,-0.114015
466,P,-1.551674,0.751145,-0.166025,-1.021964,-0.695573
467,N,1.425534,0.429329,0.518282,1.395651,1.081678
468,P,-0.204634,-1.029577,0.597257,-1.648225,-1.291901
469,P,-0.388595,-0.913153,-1.418453,0.247352,-0.648833
470,N,1.515487,-1.391322,1.202056,0.746057,-0.028669
471,P,1.727654,-1.128199,0.076355,0.546466,-0.42094
472,N,-0.218619,0.017037,-1.482171,1.335564,-1.24485
473,P,1.594266,-1.536667,0.950873,-0.704485,1.561973
474,N,0.633334,0.528588,-1.017928,0.130091,-1.131287
475,N,-0.902015,1.293786,0.730977,0.309432,-0.400444
476,N,0.672281,0.978987,-1.7034,-1.392146,-0.218978
477,N,0.271472,1.410331,-0.660282,0.115058,-1.364988
478,P,0.206062,-1.296077,-0.775989,-0.634327,-1.444104
479,P,0.747029,0.041148,0.414035,-0.759069,1.491185
480,N,1.514115,-1.312794,-1.052842,0.045381,1.070599
481,P,1.563285,-1.642744,1.552224,-0.828177,-1.188905
482,P,-0.219653,-1.0769,1.01613,-0.720325,-1.068506
483,N,0.821045,-1.073946,-1.586719,1.028724,-0.290775
484,N,1.132983,0.427865,-0.501413,-0.416358,-1.396282
485,P,-1.40062,0.588135,1.689163,0.24166,-0.91754
486,P,0.584826,-0.922822,-0.025363,-1.062095,1.571498
487,N,1.232678,-0.279051,1.13904,-0.07698,0.667842
488,P,-1.650438,-0.086516,0.123019,-0.026706,1.189432
489,P,1.550625,0.536375,-0.116222,-1.134398,-0.295069
490,P,0.066343,0.642558,-0.101042,0.442089,-1.179564
491,N,-0.784643,-0.936392,0.960421,0.648981,1.513952
492,N,0.238297,-1.155905,1.140771,1.33734,0.501039
493,N,1.181102,-0.882449,1.120165,-0.382022,1.150016
494,N,1.520356,-0.401887,1.408272,1.673821,-0.074793
495,N,-0.213941,0.559316,-1.287411,1.483324,0.021747
496,P,-1.342118,0.921694,-0.263358,1.008681,0.35038
497,N,-1.041635,1.287683,-1.059626,0.743629,0.401246
498,N,1.015753,0.409597,-0.513429,0.396449,-0.078495
499,P,0.087969,-1.533761,0.162104,0.714336,1.424333
500,P,-1.596324,-0.757446,-1.133305,0.319337,-1.077605
501,P,0.065324,0.573806,-1.097439,-0.338809,-1.159614
502,P,-0.62546,-0.22281,0.259879,-0.80798,0.589706
503,N,0.152361,-0.286209,0.320602,0.898883,0.665919
504,P,-1.67809,-0.039463,0.239419,1.564009,-0.04971
505,P,-1.726468,-1.395084,-0.898384,0.296822,1.503078
506,P,-1.638171,0.442262,-1.308696,-1.234723,0.178158
507,P,0.312691,1.342484,0.346291,-0.873842,-0.45138
508,N,-0.074194,1.194997,1.05418,-0.146305,1.638468
509,N,1.388134,0.363894,-0.056638,-0.255922,0.297043
510,P,-1.621824,0.333061,-0.472103,0.806879,0.156527
511,P,-1.385382,-1.044205,-1.202612,-0.433335,0.602841
512,N,1.651392,-0.097379,-1.219425,-0.269121,1.430899
513,N,-0.211861,0.483262,0.166278,-1.078365,1.708245
514,N,-0.226738,1.711561,0.925318,1.437019,-1.594608
515,N,0.963063,-1.271113,1.106011,-0.095816,0.808515
516,P,-0.957737,1.057361,-1.118502,0.348889,-1.083281
517,P,-0.338306,-1.25543,1.602078,-1.671614,0.924622
518,N,1.092252,1.007693,-0.664187,-0.092117,0.13293
519,N,0.812647,0.351463,-1.628845,-1.275257,0.370652
520,P,-0.66459,-0.335037,0.514549,-0.877975,1.616337
521,P,-1.461039,-0.91018,0.851357,0.292274,-1.097157
522,N,0.143338,0.415169,-0.332394,0.203703,1.365187
523,N,1.320033,0.858657,0.034814,-0.758838,0.563438
524,N,0.335907,0.853509,1.125879,0.352136,-1.330374
525,N,-0.71197,1.549027,-0.350925,0.530526,-1.142894
526,P,1.407774,0.479652,-1.073459,-1.51604,-0.709211
527,N,-0.299052,0.647801,1.594108,-0.279147,0.851968
528,P,-1.198384,-1.534933,0.760625,-0.677139,0.131367
529,N,-1.481149,0.765386,1.541011,0.803616,0.651306
530,P,-1.334371,-0.802778,1.166371,1.59198,-1.157541
531,P,0.499236,-0.428503,-0.067471,-0.28871,-1.04922
532,P,-0.200557,-0.031106,0.594815,-0.402825,0.305105
533,P,-1.616566,-0.843341,-0.266314,0.017077,1.307769
534,N,0.587046,0.273103,-0.205635,0.328896,-0.008894
535,N,1.576361,-1.248262,-0.447905,1.040494,-0.549675
536,P,0.813819,-1.511194,0.839788,-0.717245,1.714544
537,N,-0.263785,1.099425,-1.285599,0.759639,-0.85954
538,N,1.303759,0.909929,0.169168,1.556096,1.761619
539,N,1.645938,0.014028,0.88094,-1.618305,1.396074
540,P,1.058824,-0.67357,-0.923139,-0.983744,-0.685958
541,N,0.487711,0.97573,-1.413841,1.418993,0.317588
542,P,0.51022,-1.11292,0.55941,-0.902338,-0.294237
543,N,0.481179,-0.12958,-0.863634,1.16464,-1.299037
544,P,-1.646509,-1.16228,1.468072,-0.716682,-0.448437
545,P,-0.348043,-0.587243,0.279866,-1.30031,1.447955
546,P,-1.151335,-0.877849,-0.516597,0.987546,0.896401
547,N,-0.582395,1.414991,-0.441031,0.651862,1.010361
548,N,0.612446,1.594303,1.291757,0.473356,-0.471022
549,N,1.638844,-0.881513,1.366421,-1.602262,0.936463
550,N,0.063677,1.033582,-1.239043,-0.824458,0.892576
551,N,1.50946,0.770517,1.300674,-0.346192,1.572118
552,P,-0.815641,0.443637,0.640601,0.022077,-1.039492
553,P,0.829906,-1.496906,1.316878,0.87723,-0.815816
554,P,-1.596711,0.001174,-1.105089,0.990981,-0.815255
555,P,-0.389544,-0.0421,-0.007854,-0.217307,-1.178341
556,N,0.405662,-0.026129,1.676451,0.081922,1.200329
557,N,-0.283553,-0.873315,-1.293749,1.155723,0.787857
558,P,-0.814925,1.19683,1.205051,-1.082408,-0.439165
559,N,0.563406,-0.463615,0.956456,-0.328708,0.886533
560,N,0.269721,1.056264,0.879322,-1.014808,1.309931
561,P,0.748705,-0.023632,-0.6216,-0.784126,-1.058306
562,N,0.148531,0.728966,0.563719,-0.218586,1.503463
563,N,1.685392,0.816815,-1.293012,1.472482,-0.475787
564,P,-1.563377,0.538238,1.424799,0.012304,0.200857
565,P,-0.426905,-0.763078,0.610318,-1.299883,0.458581
566,N,-0.153003,-1.506336,1.703602,0.393818,0.928775
567,N,0.427089,0.458943,-1.42444,-1.38106,1.10823
568,N,-1.079016,0.029222,0.28264,1.705715,0.336477
569,P,1.099859,-1.582234,-1.411175,-0.346483,-0.45301
570,N,1.046917,0.428463,0.754811,1.637181,-0.347083
571,N,0.754947,-1.020072,1.375476,-1.314513,1.179776
572,P,-0.797071,-0.483599,0.526813,-1.628718,0.479878
573,N,1.234398,-1.140336,1.107788,0.206383,0.620748
574,P,1.688851,-1.1998,-0.620144,-0.252866,1.058593
575,N,0.606774,0.713052,-1.437276,-0.455588,0.24861
576,P,-0.513308,-0.722913,0.232644,1.132291,-0.481186
577,N,0.722631,-0.35743,1.360638,0.077578,0.196253
578,N,1.164993,-0.011242,1.193547,-0.642784,0.76776
579,N,-1.318856,-0.400399,-0.408602,1.318384,0.345776
580,N,-1.194901,-0.753626,-1.538074,1.52129,-0.440286
581,N,1.599585,1.518149,0.53683,1.483056,0.887887
582,P,0.202988,-0.817722,-0.531031,-0.20304,-1.131625
583,N,0.194261,0.664856,0.197322,1.210445,1.142742
584,P,-1.389089,-1.304377,0.394866,0.436573,-0.456845
585,N,-1.06352,-0.195545,-1.697209,1.631793,-1.001093
586,P,1.159102,1.648645,0.343498,-1.52983,-1.556746
587,P,-1.37883,-1.470795,0.493956,-0.921277,-0.260877
588,P,0.037347,-1.418303,-0.702961,-0.519441,-1.043275
589,P,1.735844,1.374069,1.27717,0.564275,-1.53645
590,P,0.288864,0.65969,0.025908,-0.542528,-0.707525
591,N,-1.579036,0.407636,1.648551,0.692243,1.52144
592,N,0.181635,0.345084,-0.979365,0.003029,0.682366
593,P,-0.473648,1.205502,0.008735,-0.000251,-0.584999
594,P,-1.105589,-0.479694,-0.406871,-0.027321,-0.431851
595,N,1.140707,-0.472837,0.522373,1.628604,-0.888138
596,P,-0.258588,-1.438609,-0.723639,-1.293265,1.73019
597,P,-0.899854,0.816099,-0.417105,0.232861,0.470124
598,N,-1.302546,1.041352,-1.154933,1.055228,1.466116
599,N,1.0426,1.702756,-1.691491,-1.200009,-0.300619
600,P,0.120592,0.849151,-0.00767,-0.59075,0.384866
601,P,1.390579,-0.064486,-0.467238,-1.522504,-0.83746
602,P,0.785349,1.222411,1.142987,-1.493438,0.679265
603,N,0.86727,-0.159022,-1.570485,-0.477773,-0.17267
604,P,-0.701119,0.081957,-0.432568,-1.549867,-0.476538
605,P,0.196522,-0.226856,-0.161324,-0.065936,0.560334
606,N,-1.663616,0.977191,1.694717,0.929091,1.040098
607,N,-0.61692,0.165495,1.71301,1.236442,0.336211
608,N,1.515327,-0.626704,-0.339514,0.802545,-1.661631
609,N,1.599021,-0.756567,0.090371,0.297056,0.373322
610,P,-0.710614,1.046941,-0.505804,-0.307131,0.207076
611,N,0.502919,1.435851,0.946154,0.616015,-1.402128
612,N,0.061953,0.177066,-0.799691,1.116392,0.005283
613,P,-1.648195,0.761888,0.499933,-1.722876,-1.184018
614,N,0.328088,1.366614,-1.085634,1.313061,-0.062437
615,P,-1.239093,-1.227349,1.310841,-1.461876,-1.421207
616,P,0.59778,-1.65352,1.67135,0.956821,-1.004237
617,N,0.450022,1.530707,1.433094,0.633927,-1.445691
618,N,0.040743,-1.116801,-1.327393,1.009346,-1.225946
619,N,1.219636,1.223989,1.068245,0.400065,0.255474
620,N,-1.231418,0.651943,-1.466913,1.129651,0.145992
621,P,-0.342608,-1.144839,-0.06568,-0.251983,-0.359639
622,N,0.308199,0.719348,0.039495,0.721258,-0.709697
623,P,-0.858302,1.237102,-1.450102,-0.695116,-1.240097
624,N,1.119392,1.308404,-1.199447,0.174976,0.255849
625,N,1.364385,0.829347,-0.6926,-1.430818,0.147538
626,N,-1.324346,-1.294959,-0.912105,1.628655,0.339865
627,N,-0.242167,-0.036813,-1.101591,1.66004,-0.262739
628,N,0.545879,0.379309,-1.055801,-0.796365,-1.54725
629,N,0.243973,0.205282,0.818663,0.689493,1.313754
630,N,-1.152135,1.59783,-1.545244,-0.003076,1.232425
631,N,-0.70292,-0.382053,-1.466978,0.837266,-0.529398
632,N,0.226235,1.696356,0.268397,0.756764,-1.309975
633,N,-0.799393,-0.435753,-0.566197,1.375802,1.089017
634,N,-1.01261,1.730686,0.390778,1.193727,1.450298
635,P,0.487384,-1.398633,0.627835,1.718204,-1.107511
636,P,-1.721653,-0.121934,-0.117585,-0.266567,0.284459
637,P,-0.061341,-1.647806,1.18899,1.202937,-0.836767
638,P,-0.170555,-0.687688,0.525989,-1.710784,1.734191
639,P,1.02554,1.733814,0.332439,0.063699,-1.537637
640,N,0.759166,-0.860876,0.424777,-0.131888,1.539641
641,P,-1.596713,1.495772,0.043827,0.346472,-0.038695
642,P,-1.642825,0.918076,-0.027849,-0.153004,0.196673
643,P,1.423641,-0.749263,1.267313,-0.451865,-1.167074
644,N,1.592812,0.102393,-0.856633,0.777284,0.515805
645,P,-0.362261,-1.4247,-0.277065,1.407616,-0.167202
646,N,0.964192,1.481994,-0.07887,0.476003,1.568778
647,N,1.2627,-0.401189,1.698454,1.288213,-0.388455
648,P,0.500827,-0.23725,0.957214,-1.044817,-0.81266
649,N,1.202916,-0.101629,-0.651325,-1.452155,0.321694
650,N,-1.015205,0.931825,0.294062,1.673619,1.70778
651,N,0.963311,0.805609,1.281728,1.507539,1.741637
652,N,0.761191,-0.033483,-1.128313,-0.316836,-1.077746
653,N,0.212263,0.504228,-0.418334,-0.430347,-0.00177
654,N,1.035579,-0.370951,-0.229926,0.107593,-0.125459
655,P,1.2194,1.616419,-0.46989,0.230873,-0.931591
656,P,-1.610996,-0.386666,-0.78715,1.026137,-0.37676
657,P,-0.899001,-1.108607,-0.612799,-0.277845,-0.429187
658,P,-0.727639,-0.1339,-0.85875,0.68736,-0.19577
659,N,0.638074,0.383773,1.476084,-0.052248,-0.45853
660,P,-1.277443,-1.478867,-0.316554,1.66396,0.776886
661,P,0.800271,1.593896,0.49485,-0.153716,-1.114127
662,N,-0.700555,0.525736,0.502257,0.974057,-0.61993
663,P,0.352187,-1.179358,-1.250117,-0.181101,0.038872
664,N,-0.746453,-0.162193,-0.891064,1.705199,-1.388154
665,P,-0.28691,-1.042281,0.534086,-0.137826,0.043777
666,N,-1.213635,0.640184,0.820549,1.284043,0.033867
667,P,-0.413146,1.082719,0.29747,-0.445765,-0.436578
668,P,-1.71149,-0.101967,1.670033,1.080401,-1.405026
669,P,-1.168884,1.626911,0.656105,-1.324031,-0.569227
670,P,1.358727,-1.242481,0.839022,-0.39366,-0.451097
671,N,1.485203,1.149051,1.423326,0.820842,-0.178143
672,N,0.750562,1.630236,-1.412382,0.748824,0.108802
673,N,0.805264,1.000054,-0.070303,1.363175,-1.00061
674,N,0.23982,1.074826,-0.806832,1.570256,1.396299
675,P,-0.476106,0.271986,-0.869929,-1.27871,-0.317968
676,N,0.4108,0.106667,1.38099,0.054069,-0.562553
677,P,-0.712014,-0.325715,-0.204076,0.396569,1.27439
678,P,-1.207243,1.352682,-1.552034,-1.166552,1.113341
679,P,-0.63305,-0.820423,0.402038,-1.419819,-1.534936
680,N,-1.528116,0.578083,-0.950861,1.125252,0.768912
681,P,-0.862225,-1.091993,1.612392,-0.530977,-1.324182
682,P,1.198137,-0.804202,-0.201506,-0.149934,-1.479595
683,N,1.665193,0.469383,-0.530317,0.116017,-1.386225
684,P,0.552921,1.673881,0.17979,-0.606167,-0.140682
685,N,-0.316805,0.117487,-0.936763,1.26775,1.216694
686,N,0.183269,0.491093,-0.38109,-0.072089,1.425927
687,P,-1.269851,0.090208,0.236949,0.507126,-0.233178
688,P,0.828694,-1.339798,-0.968155,-1.282962,-1.160517
689,P,0.246691,-0.209186,-0.013087,-1.700548,-0.374954
690,P,-1.007577,0.132713,1.48092,0.209599,-1.327154
691,P,-1.197787,0.954378,-0.126697,-0.583095,0.764999
692,N,0.859124,-0.093791,-0.612049,-0.027557,-1.369024
693,N,-0.622242,-0.673983,-1.585005,1.606229,1.422408
694,N,1.118662,0.933727,0.796096,0.549666,1.588607
695,P,1.279228,-1.410314,1.561729,-1.07474,-1.621462
696,P,-0.369022,-0.30349,0.642077,-1.204508,1.623894
697,N,1.460203,-0.073013,0.113282,0.425659,1.104745
698,P,1.69726,-1.470373,0.606033,1.267664,-1.470889
699,N,0.622228,1.043979,0.286556,1.591273,0.340042
700,P,-1.531303,-1.296779,0.214263,-0.036498,0.731915
701,P,-1.524851,1.558978,-1.442034,-1.016397,-0.313224
702,N,0.988768,0.31909,0.813304,0.362175,1.208095
703,P,0.300226,-1.115348,0.091789,0.563155,1.726564
704,P,-0.364768,-0.94711,-1.649922,0.088384,-1.032153
705,P,-0.986854,-0.804972,0.546794,-0.369031,1.403194
706,N,-1.365066,1.447745,1.678656,1.256609,0.954342
707,N,1.699734,-0.499801,1.713377,1.663413,-0.485497
708,N,1.140508,-1.363891,-0.999848,1.694079,0.956793
709,P,1.233464,-1.559844,-0.405726,-1.00258,-0.672617
710,P,-1.72541,0.661086,-0.687805,0.01853,-1.505242
711,N,1.624579,-1.139489,0.337677,1.395753,-0.556514
712,N,1.193878,0.660389,1.116197,0.232551,-1.392766
713,P,-1.393891,-0.903866,0.067411,0.898284,0.793246
714,N,-0.859311,1.251465,-1.299592,0.081994,-0.675681
715,P,1.46941,-1.384545,-0.390147,1.380901,0.093888
716,N,-0.537826,1.357852,1.612764,0.909628,1.217803
717,N,-1.539755,1.102618,-1.58118,1.274854,0.869504
718,N,0.780149,1.06245,1.316612,-0.753163,1.05282
719,P,-0.733647,0.230396,-1.061406,-0.39869,-0.869231
720,N,0.179249,1.360838,-1.436894,-0.102298,0.944529
721,P,-0.390572,-0.909113,0.977028,-0.191805,0.74737
722,P,-1.484467,-0.05589,0.195581,0.588582,-1.597731
723,N,0.793242,0.486423,-1.403391,-0.436403,0.545874
724,P,1.276153,-1.385711,-1.09633,0.938655,0.475058
725,P,-1.252728,-1.154129,1.482507,-1.662436,0.710932
726,P,0.131045,-1.563297,0.958136,-1.605486,0.780897
727,N,0.030746,1.620378,-0.17306,-1.168609,0.710646
728,N,-0.505517,1.594029,0.55267,-0.2274,-0.152687
729,P,-0.862258,0.92316,-0.397509,-1.642374,-1.348328
730,N,-0.292267,0.856009,-1.702237,0.830693,-1.486545
731,N,0.62202,0.804467,-0.955945,0.799005,-1.65943
732,N,-0.333218,-0.946837,-1.205873,0.596195,1.480653
733,N,-1.079665,-0.411535,1.698654,0.723243,0.962405
734,P,-1.179285,-1.312583,-1.160892,0.810701,0.495458
735,N,1.31379,1.44305,1.009237,-0.349679,0.710031
736,P,-1.736339,-1.377893,1.376845,1.693429,-1.142777
737,P,-1.293478,1.122496,-0.17805,-0.691739,1.008361
738,N,-1.675777,0.435526,1.565885,1.672405,-0.0317
739,N,-1.434398,0.019661,1.652536,1.556509,1.013014
740,N,-0.708778,1.743703,1.291969,1.228702,1.182584
741,P,1.328196,0.880693,-1.106518,-1.475126,0.098625
742,N,0.349804,-0.455905,0.610109,0.782856,-0.379248
743,P,0.737088,1.635771,0.083023,-0.309934,-1.094515
744,P,-0.540697,1.525602,-1.287711,-0.810741,-1.437773
745,P,-0.937549,0.482711,-1.269647,-1.07807,0.792097
746,P,1.048132,-1.227244,0.183034,-0.011506,-0.436496
747,P,-0.897052,-1.306098,1.373445,-1.104973,1.462397
748,N,0.724643,0.269541,-0.880289,-0.235272,0.373381
749,N,-1.326537,-1.166562,1.488089,1.648915,1.198938
750,P,-0.656714,-1.493887,0.060097,-0.117561,0.997436
751,N,-0.328647,0.031096,-0.793384,1.505191,1.162304
752,P,-1.409812,-0.43018,-1.452833,0.626153,0.693586
753,N,1.44848,0.40497,1.370095,-1.404,0.596264
754,P,-1.643751,0.091016,-0.428218,0.333427,0.500041
755,N,-0.991036,-1.075089,-1.644535,1.709773,0.467888
756,N,1.219307,1.361175,1.528101,-0.419117,0.858316
757,N,1.403969,-0.038946,-1.078571,0.940547,1.556165
758,N,0.09182,0.596169,0.157578,1.679389,-0.327777
759,N,0.43422,0.915785,0.047728,-0.799975,1.112183
760,N,0.112006,-0.310735,-0.625396,0.753493,0.993518
761,P,1.575071,-1.53706,0.705515,0.563774,0.787583
762,N,1.206297,-0.451344,1.002929,1.501274,0.99013
763,P,-0.13117,-0.850217,-0.335637,-1.59374,1.364754
764,N,0.064085,1.715621,1.59301,-0.806384,-1.344878
765,N,0.730453,1.708433,-1.495751,0.801968,1.462019
766,P,1.27329,-1.261969,0.717214,0.165951,-0.89986
767,P,1.53696,1.721216,-1.351486,-0.427233,-0.31015
768,P,-1.31522,0.272696,1.063808,-1.183906,-0.394774
769,P,-1.520697,0.873858,1.230136,0.346606,-0.799032
770,N,-0.011716,0.440712,-1.011823,-0.218208,-0.989515
771,N,0.343874,-0.24518,0.746374,0.497724,0.499639
772,N,-0.19143,0.13175,-0.948438,0.401293,1.252644
773,N,1.646694,0.8654,0.537949,-0.272232,0.716478
774,N,0.005447,-1.152254,0.457095,1.081571,0.344274
775,N,1.709,-0.651176,-1.145457,0.97372,-1.339566
776,N,0.395341,1.258816,0.536936,-0.417463,-0.113726
777,N,-0.555518,1.729881,0.448165,-0.040001,0.320898
778,P,0.290702,1.387608,-0.121587,-0.957173,-0.986439
779,N,1.151429,-1.156993,-1.676337,1.152327,1.725915
780,P,-1.017375,1.586759,0.058836,-1.319207,-0.064561
781,P,-1.461141,-0.18421,-0.249358,-1.20158,1.707245
782,P,-0.023672,-0.563199,-0.857557,-0.097064,-0.513043
783,N,1.320406,0.336276,1.570026,0.492003,0.902287
784,N,0.686772,-0.315442,-1.34635,0.210818,-1.575178
785,P,1.359332,-1.197558,0.879444,1.236448,-1.464109
786,P,1.463861,-0.565621,-0.928676,-0.271601,-1.612135
787,P,0.236329,0.045358,0.917553,-1.710421,-0.999143
788,N,0.832217,1.260523,-0.687258,0.78308,-0.222464
789,N,0.686693,0.565743,1.023646,0.975558,-1.65931
790,N,-0.378652,1.434196,0.615514,-1.082339,-0.278143
791,P,1.55261,-0.122466,-0.165377,-0.781933,-0.393829
792,N,-0.685992,0.59213,0.643462,0.818508,0.225342
793,P,-1.062202,-1.167567,0.443641,-1.019486,-0.522613
794,N,-0.29918,1.490906,-1.471279,-0.989675,-1.389202
795,N,1.330267,1.239955,-1.005098,0.19459,1.745351
796,N,1.299355,1.416101,1.682141,-1.516882,1.342109
797,N,0.290082,1.342895,1.028249,-0.475794,0.283376
798,P,-1.401484,1.136998,1.4682,-0.101437,-0.898245
799,P,-0.810277,-1.039258,0.999959,-0.102901,-0.941098
800,P,-1.5276,0.51941,0.38906,-1.347164,1.131188
801,P,-1.160295,-0.429731,-1.416155,0.222633,-1.349014
802,P,1.013558,-1.065643,0.640691,-0.66587,-0.723299
803,P,-1.72948,0.06991,-0.696701,1.136996,0.549614
804,N,0.480326,0.892479,-0.566183,-0.680965,1.195198
805,N,1.278649,-0.737269,-0.158189,1.462419,-0.911792
806,N,0.213085,0.845026,-1.483059,-0.806049,1.564534
807,P,-0.333729,-1.384252,-0.714964,-0.705434,-1.178066
808,N,0.943992,-0.075438,-0.836778,0.919344,1.559655
809,P,-0.187922,-1.21575,0.237588,-1.689316,-0.058234
810,N,-0.23536,-0.805254,1.675341,0.365948,-0.326073
811,N,0.143212,1.755053,-0.167287,1.491657,-1.14356
812,P,-1.358395,0.40787,1.013226,-0.252902,0.413542
813,P,0.660824,-1.148816,0.737228,1.115106,-1.535883
814,N,1.288951,-0.288769,1.020695,-0.14813,-1.026553
815,P,-1.698349,1.552909,-1.024963,-0.369926,-0.490235
816,N,-0.362272,-1.085418,-0.649258,1.660456,0.947305
817,N,-1.033182,0.203074,1.262151,1.678765,1.40135
818,P,0.068916,-0.08648,1.214026,-1.573844,-1.073351
819,P,1.135429,-0.885236,-0.353836,0.152079,-0.7178
820,N,-0.028124,-1.257934,0.09666,1.418619,0.959261
821,N,0.959006,0.033319,-0.707954,0.365853,-0.574981
822,P,0.624364,-0.119328,0.797745,-1.717135,1.224242
823,N,-1.266699,-0.094846,1.205135,0.999581,1.415252
824,N,0.301418,-0.991067,0.515626,1.548119,1.039463
825,P,-0.040505,-1.003521,-0.231272,-0.50571,1.583554
826,P,-0.464137,-1.013646,-0.278027,1.289331,-1.675843
827,N,0.31433,1.063795,0.105678,-0.645034,1.584929
828,P,-1.489809,1.228525,-0.790065,0.592325,1.019474
829,P,-0.462931,0.332731,1.233526,-0.990768,-0.652269
830,N,0.682675,1.326591,-1.179736,-0.919818,-1.038677
831,N,1.106934,-0.544612,1.680457,0.669225,0.045792
832,N,1.552936,0.202963,-1.054122,0.176862,-0.399283
833,N,-0.417772,1.210975,-0.558489,-0.113956,0.822225
834,N,1.581211,-0.344682,-0.708619,1.396839,0.34178
835,P,1.085955,-1.613691,0.558129,1.385694,1.183884
836,P,-0.403062,-1.65195,-0.285272,1.382123,-0.140193
837,N,0.882238,0.539844,1.645142,1.101278,0.006155
838,N,0.439264,-0.27183,1.575729,-0.758384,0.415782
839,N,0.125576,0.005223,1.087694,-1.395013,0.392292
840,N,0.309414,1.508147,-0.424304,-1.07783,1.119207
841,P,-0.42317,-1.027935,-1.452543,0.082613,-1.293324
842,N,0.477008,0.618046,-1.565366,0.783936,1.456781
843,N,0.591247,-1.312677,0.806394,0.67793,1.722956
844,P,1.721019,0.538021,0.046496,-1.280627,-0.450771
845,N,1.119192,0.03684,0.936519,-0.187541,1.063607
846,P,1.462986,-1.616154,1.493845,0.937974,-1.264173
847,P,-0.756585,0.453465,-1.518556,0.092967,-1.438387
848,N,-0.107163,1.521411,-1.682554,1.409146,-1.673752
849,N,1.380316,-0.600488,-1.057948,0.473749,0.543945
850,N,-0.323385,1.224707,1.503751,0.630623,-1.129626
851,P,-0.253606,-0.941966,0.479165,-0.490779,0.740394
852,N,-1.249765,0.018972,-1.603723,1.075605,1.325227
853,P,0.606294,-1.387268,1.003636,1.369455,-1.388397
854,P,0.306813,0.071792,-0.000811,-0.271204,-1.005526
855,N,1.222706,-0.546634,-0.951212,1.535977,-1.445614
856,P,-0.315493,-1.162076,1.18176,0.028524,-1.073028
857,P,-1.644458,-0.400215,-0.186613,-1.104408,-0.694249
858,N,0.489118,1.099982,1.236724,-1.557255,-0.071843
859,P,0.672669,-0.854286,0.573375,-1.690474,0.136754
860,P,0.591017,-1.478357,0.323742,0.602243,-0.912587
861,P,-0.159419,-0.870896,0.544481,-1.006255,0.537545
862,N,1.292941,0.502218,-0.907356,0.987106,1.061484
863,P,-1.374926,-1.430208,1.648472,-0.603418,-0.422928
864,P,-1.164917,1.26174,0.003089,-1.364985,-0.606254
865,N,-0.896097,1.133177,1.523036,0.917924,-0.17439
866,N,0.216208,0.623628,-0.20684,-0.773594,-0.128484
867,N,0.440826,1.075663,0.787115,0.142949,-0.794262
868,P,-1.711286,-1.664969,0.682653,-1.229991,-1.683387
869,N,-0.120913,0.207453,-0.23875,-0.358313,1.408529
870,P,-0.883791,1.637495,-0.608949,-0.952774,0.907747
871,N,1.478921,-0.678458,-0.904462,1.424263,-0.034244
872,P,-0.920383,0.578218,0.548167,-1.002553,-0.252341
873,N,1.374659,-0.852333,0.472704,1.413483,0.085177
874,P,-0.598507,0.977081,-1.013272,-1.426596,0.605533
875,N,0.885662,0.007759,0.177935,1.417221,-0.454694
876,P,-0.616122,-1.251595,-0.933178,-0.574887,1.573637
877,N,0.954327,0.453281,-1.283966,0.63963,-1.520881
878,P,1.055194,1.31889,0.838479,-1.37903,1.618652
879,N,0.982493,-1.045281,1.276802,1.312006,0.774722
880,P,-1.342997,0.606445,0.469806,-0.365987,0.5651
881,P,0.472897,1.014829,0.264212,-1.678332,0.388308
882,N,0.322237,-0.531015,-1.127711,-1.049883,1.746974
883,P,-0.521254,-0.856842,-0.13607,1.132372,-1.149039
