,binaryClass_cat,Actions_taken_num,Liberal_num,Unconstitutional_num,Precedent_alteration_num,Unanimous_num,Year_of_decision_num,Lower_court_disagreement_num
419,N,0.0,1.0,0.0,0.0,1.0,1958.0,0.0
420,N,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
421,N,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
422,N,0.0,0.0,0.0,0.0,0.0,1958.0,1.0
423,N,0.0,1.0,0.0,0.0,1.0,1958.0,0.0
424,N,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
425,N,0.0,1.0,0.0,0.0,0.0,1958.0,0.0
426,N,0.0,0.0,0.0,0.0,1.0,1958.0,1.0
427,N,0.0,1.0,1.0,0.0,0.0,1958.0,0.0
428,N,0.0,1.0,0.0,0.0,0.0,1958.0,0.0
429,N,0.0,1.0,0.0,0.0,0.0,1958.0,1.0
430,N,0.0,1.0,0.0,0.0,1.0,1958.0,0.0
431,N,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
432,N,0.0,1.0,0.0,0.0,0.0,1958.0,0.0
433,N,0.0,0.0,0.0,0.0,1.0,1958.0,1.0
434,N,0.0,1.0,0.0,0.0,0.0,1958.0,0.0
435,N,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
436,N,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
437,N,0.0,1.0,1.0,0.0,0.0,1958.0,0.0
438,N,0.0,1.0,0.0,0.0,0.0,1958.0,1.0
439,N,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
440,N,0.0,1.0,0.0,0.0,1.0,1958.0,0.0
441,N,0.0,1.0,0.0,0.0,0.0,1958.0,0.0
442,N,0.0,1.0,0.0,0.0,0.0,1958.0,0.0
443,N,0.0,1.0,1.0,0.0,0.0,1958.0,0.0
444,N,0.0,0.0,0.0,0.0,1.0,1958.0,0.0
445,N,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
446,N,0.0,1.0,0.0,0.0,1.0,1958.0,0.0
447,N,0.0,0.0,0.0,0.0,1.0,1958.0,0.0
448,N,0.0,1.0,0.0,0.0,0.0,1958.0,0.0
449,N,0.0,1.0,0.0,0.0,1.0,1958.0,0.0
450,N,0.0,0.0,0.0,0.0,0.0,1958.0,0.0
451,N,0.0,1.0,0.0,0.0,1.0,1958.0,0.0
452,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
453,N,0.0,1.0,1.0,0.0,1.0,1959.0,1.0
454,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
455,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
456,N,0.0,0.0,0.0,0.0,1.0,1959.0,0.0
457,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
458,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
459,N,0.0,1.0,0.0,0.0,1.0,1959.0,0.0
460,N,0.0,1.0,0.0,0.0,1.0,1959.0,1.0
461,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
462,N,0.0,1.0,0.0,0.0,1.0,1959.0,1.0
463,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
464,N,0.0,1.0,0.0,0.0,0.0,1959.0,0.0
465,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
466,N,0.0,1.0,0.0,0.0,0.0,1959.0,0.0
467,N,0.0,1.0,0.0,0.0,0.0,1959.0,0.0
468,N,0.0,1.0,0.0,0.0,0.0,1959.0,1.0
469,N,0.0,1.0,0.0,0.0,1.0,1959.0,0.0
470,N,0.0,1.0,0.0,0.0,0.0,1959.0,0.0
471,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
472,N,0.0,1.0,0.0,0.0,0.0,1959.0,0.0
473,N,0.0,1.0,0.0,0.0,1.0,1959.0,0.0
474,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
475,N,0.0,1.0,0.0,0.0,1.0,1959.0,0.0
476,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
477,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
478,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
479,N,0.0,1.0,0.0,0.0,0.0,1959.0,0.0
480,N,0.0,0.0,0.0,0.0,0.0,1959.0,1.0
481,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
482,N,0.0,1.0,0.0,0.0,1.0,1959.0,0.0
483,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
484,N,0.0,1.0,0.0,0.0,1.0,1959.0,0.0
485,N,0.0,1.0,0.0,0.0,1.0,1959.0,0.0
486,N,0.0,1.0,0.0,0.0,1.0,1959.0,1.0
487,N,0.0,0.0,0.0,0.0,0.0,1959.0,1.0
488,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
489,N,0.0,0.0,0.0,0.0,0.0,1959.0,1.0
490,N,0.0,1.0,0.0,0.0,0.0,1959.0,0.0
491,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
492,N,0.0,1.0,0.0,0.0,0.0,1959.0,0.0
493,N,0.0,1.0,0.0,0.0,1.0,1959.0,1.0
494,N,0.0,1.0,0.0,0.0,0.0,1959.0,1.0
495,N,0.0,1.0,0.0,0.0,0.0,1959.0,1.0
496,N,0.0,0.0,0.0,0.0,1.0,1959.0,0.0
497,N,0.0,1.0,0.0,0.0,0.0,1959.0,0.0
498,N,0.0,1.0,0.0,0.0,0.0,1959.0,1.0
499,N,0.0,1.0,1.0,0.0,1.0,1959.0,0.0
500,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
501,N,0.0,1.0,0.0,0.0,1.0,1959.0,1.0
502,N,0.0,1.0,0.0,0.0,1.0,1959.0,0.0
503,N,0.0,1.0,0.0,0.0,1.0,1959.0,0.0
504,N,0.0,1.0,0.0,0.0,1.0,1959.0,0.0
505,N,0.0,1.0,0.0,0.0,1.0,1959.0,0.0
506,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
507,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
508,N,0.0,1.0,0.0,0.0,0.0,1959.0,0.0
509,N,0.0,1.0,0.0,0.0,0.0,1959.0,1.0
510,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
511,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
512,N,0.0,1.0,0.0,0.0,0.0,1959.0,1.0
513,N,0.0,1.0,0.0,0.0,1.0,1959.0,1.0
514,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
515,N,0.0,1.0,0.0,0.0,1.0,1959.0,0.0
516,N,0.0,1.0,0.0,0.0,1.0,1959.0,0.0
517,N,0.0,1.0,0.0,0.0,0.0,1959.0,0.0
518,N,0.0,1.0,0.0,0.0,0.0,1959.0,1.0
519,N,0.0,1.0,0.0,0.0,1.0,1959.0,0.0
520,N,0.0,1.0,0.0,0.0,1.0,1959.0,0.0
521,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
522,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
523,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
524,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
525,N,0.0,1.0,0.0,0.0,1.0,1959.0,1.0
526,N,0.0,1.0,0.0,0.0,0.0,1959.0,0.0
527,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
528,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
529,N,0.0,1.0,0.0,0.0,0.0,1959.0,0.0
530,N,0.0,1.0,0.0,0.0,1.0,1959.0,0.0
531,N,0.0,1.0,0.0,0.0,1.0,1959.0,1.0
532,N,0.0,1.0,0.0,0.0,0.0,1959.0,0.0
533,N,0.0,1.0,0.0,0.0,0.0,1959.0,0.0
534,N,0.0,1.0,0.0,0.0,1.0,1959.0,0.0
535,N,0.0,1.0,0.0,0.0,1.0,1959.0,0.0
536,N,0.0,0.0,0.0,0.0,1.0,1959.0,0.0
537,N,0.0,0.0,0.0,0.0,1.0,1959.0,0.0
538,N,0.0,0.0,0.0,0.0,1.0,1959.0,0.0
539,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
540,N,0.0,1.0,0.0,0.0,1.0,1959.0,0.0
541,N,0.0,1.0,0.0,0.0,0.0,1959.0,0.0
542,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
543,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
544,N,0.0,1.0,0.0,0.0,1.0,1959.0,0.0
545,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
546,N,0.0,0.0,0.0,0.0,0.0,1959.0,0.0
547,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
548,N,0.0,1.0,0.0,0.0,1.0,1960.0,0.0
549,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
550,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
551,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
552,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
553,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
554,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
555,N,0.0,1.0,0.0,0.0,1.0,1960.0,0.0
556,N,0.0,0.0,0.0,0.0,1.0,1960.0,0.0
557,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
558,N,0.0,1.0,1.0,0.0,0.0,1960.0,0.0
559,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
560,N,0.0,1.0,0.0,0.0,1.0,1960.0,0.0
561,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
562,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
563,N,0.0,1.0,0.0,0.0,1.0,1960.0,1.0
564,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
565,N,0.0,1.0,0.0,0.0,0.0,1960.0,1.0
566,N,0.0,1.0,0.0,0.0,0.0,1960.0,1.0
567,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
568,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
569,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
570,N,0.0,1.0,0.0,1.0,0.0,1960.0,0.0
571,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
572,N,0.0,1.0,0.0,0.0,0.0,1960.0,1.0
573,N,0.0,1.0,1.0,0.0,0.0,1960.0,0.0
574,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
575,N,0.0,1.0,0.0,0.0,1.0,1960.0,0.0
576,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
577,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
578,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
579,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
580,N,0.0,1.0,0.0,0.0,1.0,1960.0,1.0
581,N,0.0,0.0,0.0,0.0,0.0,1960.0,1.0
582,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
583,N,0.0,1.0,0.0,0.0,1.0,1960.0,0.0
584,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
585,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
586,N,0.0,1.0,0.0,0.0,1.0,1960.0,1.0
587,N,0.0,1.0,0.0,0.0,0.0,1960.0,1.0
588,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
589,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
590,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
591,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
592,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
593,N,0.0,1.0,0.0,0.0,1.0,1960.0,0.0
594,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
595,N,0.0,0.0,0.0,0.0,0.0,1960.0,1.0
596,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
597,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
598,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
599,N,0.0,0.0,0.0,0.0,0.0,1960.0,1.0
600,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
601,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
602,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
603,N,0.0,1.0,0.0,1.0,1.0,1960.0,0.0
604,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
605,N,0.0,1.0,1.0,0.0,0.0,1960.0,0.0
606,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
607,N,0.0,1.0,1.0,0.0,0.0,1960.0,0.0
608,N,0.0,1.0,0.0,0.0,1.0,1960.0,0.0
609,N,0.0,1.0,0.0,0.0,1.0,1960.0,1.0
610,N,0.0,1.0,1.0,0.0,1.0,1960.0,1.0
611,N,0.0,0.0,0.0,0.0,1.0,1960.0,0.0
612,N,0.0,0.0,0.0,0.0,0.0,1960.0,1.0
613,N,0.0,1.0,0.0,0.0,1.0,1960.0,0.0
614,N,0.0,1.0,0.0,0.0,0.0,1960.0,1.0
615,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
616,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
617,N,0.0,1.0,1.0,0.0,0.0,1960.0,0.0
618,N,0.0,1.0,0.0,0.0,0.0,1960.0,1.0
619,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
620,N,0.0,1.0,1.0,0.0,0.0,1960.0,0.0
621,N,0.0,1.0,1.0,0.0,1.0,1960.0,1.0
622,N,0.0,0.0,0.0,0.0,0.0,1960.0,1.0
623,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
624,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
625,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
626,N,0.0,1.0,0.0,0.0,1.0,1960.0,0.0
627,N,0.0,1.0,0.0,0.0,1.0,1960.0,1.0
628,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
629,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
630,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
631,N,0.0,1.0,0.0,0.0,0.0,1960.0,0.0
632,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
633,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
634,N,0.0,1.0,0.0,0.0,1.0,1960.0,0.0
635,N,0.0,1.0,0.0,0.0,1.0,1960.0,0.0
636,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
637,N,0.0,1.0,0.0,0.0,0.0,1960.0,1.0
638,N,0.0,1.0,0.0,0.0,0.0,1960.0,1.0
639,N,0.0,0.0,0.0,0.0,0.0,1960.0,0.0
640,N,0.0,1.0,1.0,0.0,0.0,1960.0,0.0
641,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
642,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
643,N,0.0,0.0,0.0,0.0,1.0,1961.0,0.0
644,N,0.0,1.0,0.0,1.0,0.0,1961.0,0.0
645,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
646,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
647,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
648,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
649,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
650,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
651,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
652,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
653,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
654,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
655,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
656,N,0.0,0.0,0.0,0.0,0.0,1961.0,1.0
657,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
658,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
659,N,1.0,0.0,0.0,0.0,0.0,1961.0,0.0
660,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
661,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
662,N,0.0,0.0,0.0,0.0,0.0,1961.0,1.0
663,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
664,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
665,N,0.0,1.0,0.0,0.0,0.0,1961.0,1.0
666,N,0.0,0.0,0.0,0.0,0.0,1961.0,1.0
667,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
668,N,0.0,0.0,0.0,0.0,1.0,1961.0,0.0
669,N,0.0,0.0,0.0,0.0,0.0,1961.0,1.0
670,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
671,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
672,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
673,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
674,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
675,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
676,N,0.0,0.0,0.0,0.0,1.0,1961.0,1.0
677,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
678,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
679,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
680,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
681,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
682,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
683,N,0.0,1.0,0.0,0.0,0.0,1961.0,1.0
684,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
685,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
686,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
687,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
688,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
689,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
690,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
691,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
692,N,0.0,0.0,0.0,0.0,0.0,1961.0,1.0
693,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
694,N,0.0,1.0,0.0,0.0,0.0,1961.0,1.0
695,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
696,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
697,N,0.0,1.0,0.0,0.0,0.0,1961.0,1.0
698,N,0.0,0.0,0.0,0.0,0.0,1961.0,1.0
699,N,0.0,1.0,1.0,0.0,1.0,1961.0,0.0
700,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
701,N,0.0,0.0,0.0,0.0,1.0,1961.0,0.0
702,N,0.0,0.0,0.0,0.0,0.0,1961.0,1.0
703,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
704,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
705,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
706,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
707,N,0.0,1.0,1.0,0.0,1.0,1961.0,0.0
708,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
709,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
710,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
711,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
712,N,0.0,1.0,0.0,0.0,0.0,1961.0,1.0
713,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
714,N,0.0,1.0,1.0,0.0,1.0,1961.0,0.0
715,N,0.0,0.0,0.0,0.0,0.0,1961.0,1.0
716,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
717,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
718,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
719,N,0.0,1.0,0.0,0.0,0.0,1961.0,1.0
720,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
721,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
722,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
723,N,0.0,1.0,0.0,0.0,1.0,1961.0,1.0
724,N,0.0,0.0,0.0,0.0,0.0,1961.0,1.0
725,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
726,N,0.0,1.0,0.0,0.0,0.0,1961.0,1.0
727,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
728,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
729,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
730,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
731,N,0.0,0.0,0.0,0.0,0.0,1961.0,1.0
732,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
733,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
734,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
735,N,0.0,1.0,0.0,0.0,0.0,1961.0,0.0
736,N,0.0,1.0,0.0,0.0,0.0,1961.0,1.0
737,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
738,N,0.0,1.0,0.0,0.0,0.0,1961.0,1.0
739,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
740,N,0.0,0.0,0.0,0.0,0.0,1961.0,0.0
741,N,0.0,1.0,0.0,1.0,0.0,1961.0,0.0
742,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
743,N,0.0,1.0,0.0,0.0,1.0,1961.0,0.0
744,N,0.0,1.0,1.0,0.0,0.0,1962.0,0.0
745,N,0.0,1.0,0.0,0.0,1.0,1962.0,1.0
746,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
747,N,0.0,1.0,0.0,0.0,0.0,1962.0,1.0
748,N,0.0,1.0,0.0,0.0,1.0,1962.0,0.0
749,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
750,N,0.0,1.0,0.0,0.0,0.0,1962.0,1.0
751,N,0.0,1.0,0.0,0.0,1.0,1962.0,0.0
752,N,0.0,0.0,0.0,0.0,1.0,1962.0,1.0
753,N,2.0,1.0,0.0,0.0,0.0,1962.0,0.0
754,N,0.0,1.0,0.0,0.0,1.0,1962.0,0.0
755,N,0.0,1.0,0.0,0.0,1.0,1962.0,0.0
756,N,0.0,1.0,0.0,0.0,0.0,1962.0,1.0
757,N,0.0,1.0,0.0,0.0,1.0,1962.0,0.0
758,N,0.0,1.0,0.0,0.0,1.0,1962.0,0.0
759,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
760,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
761,N,0.0,1.0,0.0,0.0,1.0,1962.0,1.0
762,N,0.0,0.0,0.0,0.0,0.0,1962.0,1.0
763,N,0.0,0.0,0.0,0.0,0.0,1962.0,0.0
764,N,0.0,1.0,0.0,0.0,1.0,1962.0,1.0
765,N,0.0,1.0,0.0,0.0,1.0,1962.0,0.0
766,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
767,N,0.0,1.0,0.0,0.0,1.0,1962.0,0.0
768,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
769,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
770,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
771,N,0.0,0.0,0.0,0.0,1.0,1962.0,0.0
772,N,0.0,1.0,1.0,0.0,1.0,1962.0,1.0
773,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
774,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
775,N,0.0,1.0,0.0,0.0,1.0,1962.0,0.0
776,N,0.0,1.0,0.0,0.0,1.0,1962.0,0.0
777,N,0.0,0.0,0.0,0.0,0.0,1962.0,1.0
778,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
779,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
780,N,0.0,0.0,0.0,0.0,1.0,1962.0,0.0
781,N,0.0,0.0,0.0,0.0,1.0,1962.0,0.0
782,N,0.0,1.0,0.0,0.0,1.0,1962.0,0.0
783,N,0.0,0.0,0.0,0.0,0.0,1962.0,0.0
784,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
785,N,0.0,0.0,0.0,0.0,0.0,1962.0,1.0
786,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
787,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
788,N,0.0,0.0,0.0,0.0,0.0,1962.0,0.0
789,N,0.0,1.0,0.0,0.0,1.0,1962.0,0.0
790,N,0.0,1.0,0.0,0.0,1.0,1962.0,1.0
791,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
792,N,0.0,1.0,0.0,0.0,0.0,1962.0,1.0
793,N,0.0,0.0,0.0,0.0,0.0,1962.0,0.0
794,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
795,N,0.0,1.0,0.0,0.0,1.0,1962.0,1.0
796,N,0.0,0.0,0.0,0.0,0.0,1962.0,0.0
797,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
798,N,0.0,0.0,0.0,0.0,0.0,1962.0,1.0
799,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
800,N,0.0,1.0,0.0,0.0,1.0,1962.0,0.0
801,N,0.0,0.0,0.0,0.0,0.0,1962.0,0.0
802,N,2.0,1.0,0.0,0.0,0.0,1962.0,0.0
803,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
804,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
805,N,0.0,1.0,0.0,1.0,0.0,1962.0,0.0
806,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
807,N,0.0,0.0,0.0,0.0,0.0,1962.0,1.0
808,N,0.0,1.0,0.0,0.0,0.0,1962.0,1.0
809,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
810,N,0.0,1.0,0.0,0.0,0.0,1962.0,1.0
811,N,0.0,1.0,0.0,0.0,0.0,1962.0,1.0
812,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
813,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
814,N,0.0,0.0,0.0,0.0,0.0,1962.0,0.0
815,N,0.0,0.0,0.0,0.0,0.0,1962.0,1.0
816,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
817,N,0.0,0.0,0.0,0.0,0.0,1962.0,0.0
818,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
819,N,0.0,1.0,0.0,1.0,1.0,1962.0,0.0
820,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
821,N,0.0,1.0,0.0,0.0,0.0,1962.0,1.0
822,N,0.0,0.0,0.0,1.0,0.0,1962.0,0.0
823,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
824,N,0.0,1.0,0.0,0.0,0.0,1962.0,1.0
825,N,0.0,1.0,0.0,0.0,1.0,1962.0,0.0
826,N,0.0,1.0,0.0,0.0,1.0,1962.0,1.0
827,N,0.0,0.0,0.0,0.0,1.0,1962.0,0.0
828,N,2.0,1.0,0.0,0.0,0.0,1962.0,0.0
829,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
830,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
831,N,0.0,1.0,0.0,0.0,0.0,1962.0,1.0
832,N,0.0,1.0,0.0,0.0,0.0,1962.0,1.0
833,N,0.0,0.0,0.0,0.0,0.0,1962.0,0.0
834,N,0.0,1.0,0.0,0.0,1.0,1962.0,1.0
835,N,0.0,1.0,0.0,0.0,0.0,1962.0,0.0
836,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
837,N,0.0,1.0,0.0,0.0,0.0,1963.0,1.0
838,N,0.0,1.0,1.0,0.0,0.0,1963.0,0.0
839,N,0.0,1.0,1.0,0.0,0.0,1963.0,0.0
